"countryOnly","country","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Kazakhstan","Kazakhstan2013",2,0.54526787402358,0.54526787402358,0.0843529324681708,0.119293061122429,0.0725974712538676,0.0587693757000201,0.384064322867947,12,0.509588199422417,0.563025024666737,0.224429263498634,0.337635112511115,0.0206639511099423,-0.00318761185679695,NA,0,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",13,0.311705771613335,0.250635862348038,0.282838327034741,0.418114478045055,0.0690447558256139,0.157022392039408,0.406834645022272,5,0.236414839944244,0.2,0.126686494850323,0.08,-0.0188963459472709,-0.0250463002293773,1.72702603182063,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",4,0.408005041341502,0.418212829434524,0.148567417781959,0.114160216555556,-0.00463372706022605,-0.0699883335481044,0.77038547675859,1,0.3125,0.3125,NA,0,0,0,1,3,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",40,0.452396526021294,0.442405248432001,0.169403957340487,0.201058201058201,0.0126114004644046,0.0493801230288817,0.445770395709083,57,0.375863331746653,0.338519571599091,0.217263854607894,0.3,-0.0505833542291902,-0.0945748533985013,0.567126283702676,6,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Morocco","Morocco2013",2,0.145147261304312,0.145147261304312,0.29227080289044,0.413333333333333,-0.132528466075323,-0.189246487867178,15.27268428481,3,0.0306158857806298,0.0247693812012464,0.0264376124649756,0.0496428571428571,0.00411058235443025,0.00395897108843537,0.708262520574143,1,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",NA,NA,NA,NA,NA,NA,NA,NA,27,0.386170453205079,0.39491902627298,0.160897720165212,0.025,0.0491911130944968,0.0433239749119936,0.282114663364123,2,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",1,0.471698113207547,0.471698113207547,NA,0,0,0,1,9,0.459544472921028,0.500241436260128,0.15667553981851,0.266666666666667,0.00853032453522378,0.00950141653290809,1.81842897372571,0,"2013","South Asia","Nepal","Low income"
"Pakistan","Pakistan2013",1,0.004,0.004,NA,0,0,0,1,12,0.230857640066678,0.130000257412119,0.255937991109604,0.372413793103448,0.370045041790448,0.389957410430263,0.0741576874498253,1,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",12,0.431506072213968,0.476800534290541,0.193333192235465,0.231574174904942,0.0985918957711481,0.0886679780530214,2.88387093265054,11,0.46444238725826,0.492260187171139,0.221201809240733,0.288961038961039,-0.00237655743377513,-0.0219860097271766,NA,0,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",2,0.480152740974734,0.480152740974734,0.0246363609582111,0.0348410757946211,0.00232077049733034,0.00232273838630807,0.865964434405224,4,0.896503950173047,0.913478371721148,0.265748701451875,0.44885854251127,0.0444845015585308,-0.0854058999072819,NA,0,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",1,0.2375,0.2375,NA,0,0,0,1,3,0.613483253905075,0.586493487481798,0.235662198003027,0.475,-0.12557138036013,-0.131372549019608,2.69714327540044,1,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",6,0.157369103142984,0.0670529383454073,0.171819731047778,0.234223172723402,0.0398877003902363,0.123159704343817,0.342174262947049,3,0.110491081999938,0.110525566519295,0.0341198544698583,0.047989841335118,6.97703520792372e-05,0.00433301139889985,1,3,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",19,0.428702821034829,0.494161803142274,0.210205656586645,0.122641509433962,-0.1337769846675,-0.0199057976581102,0.299654390719792,41,0.283363397590319,0.195260183847298,0.220061724548298,0.320505871725384,-0.0463244661169609,-0.106764474395965,0.624390171891684,1,"2012","Europe and Central Asia","Russian Federation","High income"
"Slovakia","Slovakia2013",5,0.00441395186049963,0.00331297337588312,0.00390504966201907,0.00277028616790962,0.00178862104638255,0.00252331384742563,0.36685058884005,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Europe and Central Asia","Slovak Republic","High income"
"Slovenia","Slovenia2013",11,0.260636946186507,0.180122030167779,0.233565185639741,0.46492087822697,-0.0482037492301294,-0.118019021957535,1.22944320643928,1,0.275675675675676,0.275675675675676,NA,0,0,0,NA,0,"2013","Europe and Central Asia","Slovenia","High income"
"Sweden","Sweden2014",97,0.467812969337935,0.488075176102204,0.170151626863052,0.211428571428571,-0.0150366417317217,0.00639869477413977,0.139180254224987,2,0.377361380975042,0.377361380975042,0.0015928302512358,0.00225260214385581,0.000377197472814684,0.000525607166899689,0.805808560215902,5,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",8,0.343788319719384,0.273812010990152,0.304823578337103,0.405592113768935,-0.0282721179764046,-0.119618507032259,0.554914225638174,3,0.316358397650047,0.351325937105615,0.292247793779206,0.524581092469484,-0.081083666791669,-0.0802728462871197,1.31164397697759,0,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",12,0.235882607949745,0.287838789033647,0.216738784518395,0.331954080061055,0.0453570941596683,-0.0269217301760505,1.45786755896446,1,0.1,0.1,NA,0,0,0,1,2,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Ukraine","Ukraine2013",25,0.0603690744312282,0.0250079433005436,0.075553676117882,0.0946428571428572,-0.00268225285269819,-0.011969962688845,0.752576753004216,36,0.0185527511890182,0.0120981801042501,0.0185794347243697,0.0186804120099499,-0.00706325107019785,-0.00792472451871322,0.837985700407544,2,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uzbekistan","Uzbekistan2013",2,0.261062680324549,0.261062680324549,0.345123044460912,0.488077690164115,-0.185203484108396,-0.185203484108396,4.14782608695652,3,0.305357000519517,0.308304815370855,0.240192109420802,0.27355757033282,0.140478968573294,0.211457540897296,0.505337421995375,1,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",1,0.441176470588235,0.441176470588235,Inf,0,0,0,1,16,0.434148808425599,0.403328249509117,0.275349534299373,0.456023222060958,-0.0802637599896452,0.0194408185948835,1,8,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",2,0.099448773021293,0.099448773021293,0.101817190151335,0.143991251194738,-0.0166117000153288,-0.0166143751378544,1.23057165716071,13,0.215539180163899,0.170945296282589,0.174903449391492,0.333333333333333,0.085857989332465,0.0836998601413481,0.12374749878138,0,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
