"countryOnly","country","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Kyrgyzstan","Kyrgyzstan2013",5,12359.5800876362,9397.62778981008,9574.6967541403,20880.6370399349,4618.24548830823,3803.26820915311,1.07660323629748,NA,NA,NA,NA,NA,NA,NA,NA,5,12359.5800876362,9397.62778981008,9574.6967541403,20880.6370399349,4618.24548830823,3803.26820915311,1.07660323629748,-5,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Latvia","Latvia2013",5,73330.3044589955,45792.1499070248,73323.0503293098,12193.2900423289,-21413.955227316,-25791.2104947872,0.745859840138554,5,73330.3044589955,45792.1499070248,73323.0503293098,12193.2900423289,-21413.955227316,-25791.2104947872,0.745859840138554,5,73330.3044589955,45792.1499070248,73323.0503293098,12193.2900423289,-21413.955227316,-25791.2104947872,0.745859840138554,-9,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",5,37888.2565040104,31721.1152195242,24228.2652930856,31535.8319210082,7360.06481831077,1486.98133636837,2.72559645900782,NA,NA,NA,NA,NA,NA,NA,NA,5,37888.2565040104,31721.1152195242,24228.2652930856,31535.8319210082,7360.06481831077,1486.98133636837,2.72559645900782,-1,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",6,14895.6408603515,13716.2792079681,31721.179723188,29990.0700535786,22555.578943586,22958.743732839,0.980247500963017,NA,NA,NA,NA,NA,NA,NA,NA,6,14895.6408603515,13716.2792079681,31721.179723188,29990.0700535786,22555.578943586,22958.743732839,0.980247500963017,-6,"2013","Europe and Central Asia","Lithuania","High income"
"Mexico","Mexico2010",39,12971.1222663791,9020.4468545049,25747.4350252425,0,12014.2934245853,-420.239902767242,1,39,12971.1222663791,9020.4468545049,25747.4350252425,0,12014.2934245853,-420.239902767242,1,39,12971.1222663791,9020.4468545049,25747.4350252425,0,12014.2934245853,-420.239902767242,1,-7,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Morocco","Morocco2013",7,23999.2224093506,10651.6425730494,24750.1284279145,36523.8178674099,27399.2417193334,26040.354522237,2.09090909090909,7,23999.2224093506,10651.6425730494,24750.1284279145,36523.8178674099,27399.2417193334,26040.354522237,2.09090909090909,7,23999.2224093506,10651.6425730494,24750.1284279145,36523.8178674099,27399.2417193334,26040.354522237,2.09090909090909,-11,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",27,7272.57148674259,3007.14212709431,7324.85919132065,5936.47240572262,210.998797971518,184.35737838004,1.12616029391008,27,7272.57148674259,3007.14212709431,7324.85919132065,5936.47240572262,210.998797971518,184.35737838004,1.12616029391008,27,7272.57148674259,3007.14212709431,7324.85919132065,5936.47240572262,210.998797971518,184.35737838004,1.12616029391008,-39,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",9,6260.71222553125,6263.6236235975,1335.80190670926,1594.30337496727,150.893503555051,290.118145681757,0.568337269381532,NA,NA,NA,NA,NA,NA,NA,NA,9,6260.71222553125,6263.6236235975,1335.80190670926,1594.30337496727,150.893503555051,290.118145681757,0.568337269381532,-8,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",6,662.285277828627,85.1101375334812,4820.04234758495,0,-316.221591676603,-835.959520202382,0.977847105956218,6,662.285277828627,85.1101375334812,4820.04234758495,0,-316.221591676603,-835.959520202382,0.977847105956218,6,662.285277828627,85.1101375334812,4820.04234758495,0,-316.221591676603,-835.959520202382,0.977847105956218,3,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",15,20622.3451214278,9418.52887136438,33025.7311407437,14591.9813544984,1007.87178012024,-3267.54799030401,3.68569723198931,15,20622.3451214278,9418.52887136438,33025.7311407437,14591.9813544984,1007.87178012024,-3267.54799030401,3.68569723198931,15,20622.3451214278,9418.52887136438,33025.7311407437,14591.9813544984,1007.87178012024,-3267.54799030401,3.68569723198931,-10,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",21,41063.0464012655,27519.3327230831,29690.5381469551,34312.8166671741,36238.4800500723,34414.0561610053,1.5084154935523,NA,NA,NA,NA,NA,NA,NA,NA,21,41063.0464012655,27519.3327230831,29690.5381469551,34312.8166671741,36238.4800500723,34414.0561610053,1.5084154935523,-17,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",6,32920.1179599257,15106.6454310939,118343.847899505,9341.83347396346,32972.7833293697,56113.6341886747,0.838297186713128,NA,NA,NA,NA,NA,NA,NA,NA,6,32920.1179599257,15106.6454310939,118343.847899505,9341.83347396346,32972.7833293697,56113.6341886747,0.838297186713128,-5,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",16,177887.792245429,68267.838873957,315926.379661935,183190.281672687,-116348.849064012,-109054.941603221,0.159053815787636,16,177887.792245429,68267.838873957,315926.379661935,183190.281672687,-116348.849064012,-109054.941603221,0.159053815787636,16,177887.792245429,68267.838873957,315926.379661935,183190.281672687,-116348.849064012,-109054.941603221,0.159053815787636,-29,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",11,22553.0968554996,18380.6829089661,16579.5323267273,7794.63441027304,1303.35025367962,-426.083061132972,1.10527703002986,11,22553.0968554996,18380.6829089661,16579.5323267273,7794.63441027304,1303.35025367962,-426.083061132972,1.10527703002986,11,22553.0968554996,18380.6829089661,16579.5323267273,7794.63441027304,1303.35025367962,-426.083061132972,1.10527703002986,-14,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",99,34268.4645627881,28239.5167427963,27673.9986721772,26024.5321730491,7467.90220938988,3191.56076349214,1.01684316848528,99,34268.4645627881,28239.5167427963,27673.9986721772,26024.5321730491,7467.90220938988,3191.56076349214,1.01684316848528,99,34268.4645627881,28239.5167427963,27673.9986721772,26024.5321730491,7467.90220938988,3191.56076349214,1.01684316848528,-165,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",4,40743.0960422293,39555.598552382,29635.5017994563,57194.8462473543,-4052.6287230126,-1146.21250576682,0.965029715208093,4,40743.0960422293,39555.598552382,29635.5017994563,57194.8462473543,-4052.6287230126,-1146.21250576682,0.965029715208093,4,40743.0960422293,39555.598552382,29635.5017994563,57194.8462473543,-4052.6287230126,-1146.21250576682,0.965029715208093,-7,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovakia","Slovakia2013",10,75865.918198783,96765.263249749,50279.2710020557,88209.5265684772,-8112.43240384017,-2129.13304688669,0.488923311266903,NA,NA,NA,NA,NA,NA,NA,NA,10,75865.918198783,96765.263249749,50279.2710020557,88209.5265684772,-8112.43240384017,-2129.13304688669,0.488923311266903,-5,"2013","Europe and Central Asia","Slovak Republic","High income"
"Slovenia","Slovenia2013",13,216062.90103184,116869.293190436,242764.11232763,60133.8483600604,-58698.8288347271,-32495.1366089724,1.2285549205494,13,216062.90103184,116869.293190436,242764.11232763,60133.8483600604,-58698.8288347271,-32495.1366089724,1.2285549205494,13,216062.90103184,116869.293190436,242764.11232763,60133.8483600604,-58698.8288347271,-32495.1366089724,1.2285549205494,-24,"2013","Europe and Central Asia","Slovenia","High income"
"Sweden","Sweden2014",61,267862.966727546,268505.075652224,49098.1415172347,20118.221507905,8299.97534499431,9841.79787265496,1.87311049521799,61,267862.966727546,268505.075652224,49098.1415172347,20118.221507905,8299.97534499431,9841.79787265496,1.87311049521799,61,267862.966727546,268505.075652224,49098.1415172347,20118.221507905,8299.97534499431,9841.79787265496,1.87311049521799,-72,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",13,64819.2580728915,66791.9084147422,38073.9775520962,57643.3673193035,27727.5263753048,42373.283497699,0.504747216081765,13,64819.2580728915,66791.9084147422,38073.9775520962,57643.3673193035,27727.5263753048,42373.283497699,0.504747216081765,13,64819.2580728915,66791.9084147422,38073.9775520962,57643.3673193035,27727.5263753048,42373.283497699,0.504747216081765,-26,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",22,115221.666907193,57787.4582584384,160517.300562767,67418.7013015117,-29773.3028141216,-35000.7332474206,0.211021233989552,22,115221.666907193,57787.4582584384,160517.300562767,67418.7013015117,-29773.3028141216,-35000.7332474206,0.211021233989552,22,115221.666907193,57787.4582584384,160517.300562767,67418.7013015117,-29773.3028141216,-35000.7332474206,0.211021233989552,-27,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",5,7764.02801578152,3654.4394102942,13277.1102807306,858.685144842433,-1554.34452802155,-3374.9787478389,0.991600185511883,NA,NA,NA,NA,NA,NA,NA,NA,5,7764.02801578152,3654.4394102942,13277.1102807306,858.685144842433,-1554.34452802155,-3374.9787478389,0.991600185511883,-1,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",87,13172.3071361478,11446.4009458788,9898.52595249642,11569.3273448375,-2790.42287845074,-2787.83662118486,1.06804528634399,87,13172.3071361478,11446.4009458788,9898.52595249642,11569.3273448375,-2790.42287845074,-2787.83662118486,1.06804528634399,87,13172.3071361478,11446.4009458788,9898.52595249642,11569.3273448375,-2790.42287845074,-2787.83662118486,1.06804528634399,-134,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uzbekistan","Uzbekistan2013",3,4846.03564960522,4834.99221258293,2301.83480243271,0,2141.06530529746,753.458462628286,1,NA,NA,NA,NA,NA,NA,NA,NA,3,4846.03564960522,4834.99221258293,2301.83480243271,0,2141.06530529746,753.458462628286,1,4,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",19,23416.9770394267,18719.2618772867,14549.2840449713,24908.2184719421,-5579.18453807898,-179.044155151442,0.755122199390421,19,23416.9770394267,18719.2618772867,14549.2840449713,24908.2184719421,-5579.18453807898,-179.044155151442,0.755122199390421,19,23416.9770394267,18719.2618772867,14549.2840449713,24908.2184719421,-5579.18453807898,-179.044155151442,0.755122199390421,-27,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",16,17925064.8144104,10092245.9626842,16107809.0428444,26602745.5843547,9032393.08065825,8419849.73229308,1.95362079042686,16,17925064.8144104,10092245.9626842,16107809.0428444,26602745.5843547,9032393.08065825,8419849.73229308,1.95362079042686,16,17925064.8144104,10092245.9626842,16107809.0428444,26602745.5843547,9032393.08065825,8419849.73229308,1.95362079042686,-30,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
