"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","outliersOut","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","yearOnly","region","countryDes","incomeLevel"
"Chile","Chile2010",132,55695.0095149589,36982.0651636634,53879.9309246112,33274.4815902655,19618.0790106771,13796.2239061351,1.23006515846287,132,55695.0095149589,36982.0651636634,53879.9309246112,33274.4815902655,19618.0790106771,13796.2239061351,1.23006515846287,-247,132,55695.0095149589,36982.0651636634,53879.9309246112,33274.4815902655,19618.0790106771,13796.2239061351,1.23006515846287,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",165,54425.4294765858,30064.9643050175,62165.9016503937,43191.7423324093,-9899.50303256159,157.082916274755,2.13941550014986,165,54425.4294765858,30064.9643050175,62165.9016503937,43191.7423324093,-9899.50303256159,157.082916274755,2.13941550014986,-318,165,54425.4294765858,30064.9643050175,62165.9016503937,43191.7423324093,-9899.50303256159,157.082916274755,2.13941550014986,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",103,19594.574640782,14853.9395522341,17828.2751302549,15959.3885028748,12064.4892453118,9656.32354468348,0.957513123574334,103,19594.574640782,14853.9395522341,17828.2751302549,15959.3885028748,12064.4892453118,9656.32354468348,0.957513123574334,-184,103,19594.574640782,14853.9395522341,17828.2751302549,15959.3885028748,12064.4892453118,9656.32354468348,0.957513123574334,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",19,17296.8488522454,16743.6759287334,6103.92548661062,0,891.245512836449,2252.93734156854,1.78643622505026,19,17296.8488522454,16743.6759287334,6103.92548661062,0,891.245512836449,2252.93734156854,1.78643622505026,-23,19,17296.8488522454,16743.6759287334,6103.92548661062,0,891.245512836449,2252.93734156854,1.78643622505026,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",4,3347.49103473322,1429.02579994815,7864.5960258828,0,10701.4946419531,8375.51963615859,1,4,3347.49103473322,1429.02579994815,7864.5960258828,0,10701.4946419531,8375.51963615859,1,-5,4,3347.49103473322,1429.02579994815,7864.5960258828,0,10701.4946419531,8375.51963615859,1,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",15,75370.6742193871,63817.6468732109,45853.5800491859,50809.3667161989,-2789.74650882701,-1057.75499199087,0.785052464275997,15,75370.6742193871,63817.6468732109,45853.5800491859,50809.3667161989,-2789.74650882701,-1057.75499199087,0.785052464275997,-30,15,75370.6742193871,63817.6468732109,45853.5800491859,50809.3667161989,-2789.74650882701,-1057.75499199087,0.785052464275997,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",13,124550.460834157,67477.8001588361,174909.645128936,56660.5995567086,262576.630097623,275776.389908645,0.898021453705362,13,124550.460834157,67477.8001588361,174909.645128936,56660.5995567086,262576.630097623,275776.389908645,0.898021453705362,-21,13,124550.460834157,67477.8001588361,174909.645128936,56660.5995567086,262576.630097623,275776.389908645,0.898021453705362,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",8,42545.9200997239,45562.3742035263,18054.6425392053,25514.405467583,-10949.0960757839,-4831.94157851198,0.0862127919870817,8,42545.9200997239,45562.3742035263,18054.6425392053,25514.405467583,-10949.0960757839,-4831.94157851198,0.0862127919870817,-15,8,42545.9200997239,45562.3742035263,18054.6425392053,25514.405467583,-10949.0960757839,-4831.94157851198,0.0862127919870817,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",24,60320.6073853683,1541.30620327661,150841.827114804,4342.52574829739,-3480.90639346813,10885.6254105821,0.406042928046364,24,60320.6073853683,1541.30620327661,150841.827114804,4342.52574829739,-3480.90639346813,10885.6254105821,0.406042928046364,-42,24,60320.6073853683,1541.30620327661,150841.827114804,4342.52574829739,-3480.90639346813,10885.6254105821,0.406042928046364,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",11,45411.2129646066,40000.6508797079,40503.3850086422,46666.6666666667,90848.0014901965,120542.055101679,0.291285178354176,11,45411.2129646066,40000.6508797079,40503.3850086422,46666.6666666667,90848.0014901965,120542.055101679,0.291285178354176,-21,11,45411.2129646066,40000.6508797079,40503.3850086422,46666.6666666667,90848.0014901965,120542.055101679,0.291285178354176,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",73,17929.7324498705,12560.055139298,16834.2447510606,15961.7367395245,5067.32669979787,1250.07419411026,3.46236064599273,73,17929.7324498705,12560.055139298,16834.2447510606,15961.7367395245,5067.32669979787,1250.07419411026,3.46236064599273,-128,73,17929.7324498705,12560.055139298,16834.2447510606,15961.7367395245,5067.32669979787,1250.07419411026,3.46236064599273,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",4,12007.9786951824,12795.8064086133,3481.33833217765,5702.47619047619,145.125593963455,165.928968253968,0.7649164471892,4,12007.9786951824,12795.8064086133,3481.33833217765,5702.47619047619,145.125593963455,165.928968253968,0.7649164471892,-1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",9,88625.1565135561,50587.4710020463,90214.5829266676,81868.6676932798,-18594.8527223902,-27585.0943640871,1.24113665813439,9,88625.1565135561,50587.4710020463,90214.5829266676,81868.6676932798,-18594.8527223902,-27585.0943640871,1.24113665813439,-17,9,88625.1565135561,50587.4710020463,90214.5829266676,81868.6676932798,-18594.8527223902,-27585.0943640871,1.24113665813439,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",7,137701.601827011,59723.0235299304,512972.850626328,38536.0946221467,-64930.6646387314,-171355.421383512,17.5297058258027,7,137701.601827011,59723.0235299304,512972.850626328,38536.0946221467,-64930.6646387314,-171355.421383512,17.5297058258027,-4,7,137701.601827011,59723.0235299304,512972.850626328,38536.0946221467,-64930.6646387314,-171355.421383512,17.5297058258027,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",15,25781.2166784805,22642.120262969,17036.3716385136,20048.6930518768,3794.12120313134,8943.24395160888,1,15,25781.2166784805,22642.120262969,17036.3716385136,20048.6930518768,3794.12120313134,8943.24395160888,1,-13,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",7,25219.2776015097,11706.2092268373,31395.5123122639,5380.50114135129,-7642.05150498144,-14669.7664415349,0.593892386063064,7,25219.2776015097,11706.2092268373,31395.5123122639,5380.50114135129,-7642.05150498144,-14669.7664415349,0.593892386063064,-12,7,25219.2776015097,11706.2092268373,31395.5123122639,5380.50114135129,-7642.05150498144,-14669.7664415349,0.593892386063064,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",56,7178.76363616274,4524.6400328846,12495.8099491962,5294.55678893573,12541.0318290638,11560.095933898,1.11623091911107,56,7178.76363616274,4524.6400328846,12495.8099491962,5294.55678893573,12541.0318290638,11560.095933898,1.11623091911107,-98,56,7178.76363616274,4524.6400328846,12495.8099491962,5294.55678893573,12541.0318290638,11560.095933898,1.11623091911107,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",13,27838.4179867982,28371.5488644699,19727.7667925491,1413.75766620403,2065.56628506416,8660.62516633467,10.4407036048379,13,27838.4179867982,28371.5488644699,19727.7667925491,1413.75766620403,2065.56628506416,8660.62516633467,10.4407036048379,-19,13,27838.4179867982,28371.5488644699,19727.7667925491,1413.75766620403,2065.56628506416,8660.62516633467,10.4407036048379,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",14,19512.0540014193,6641.60029549673,106633.481560301,5334.71640795762,129724.747408396,168058.65133981,0.997808696703614,14,19512.0540014193,6641.60029549673,106633.481560301,5334.71640795762,129724.747408396,168058.65133981,0.997808696703614,-27,14,19512.0540014193,6641.60029549673,106633.481560301,5334.71640795762,129724.747408396,168058.65133981,0.997808696703614,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"Hungary","Hungary2013",8,39850.7026738228,40734.2433766545,13871.8992819061,15737.0519090266,-7286.48592589179,-6384.60888842555,0.260307659084215,8,39850.7026738228,40734.2433766545,13871.8992819061,15737.0519090266,-7286.48592589179,-6384.60888842555,0.260307659084215,-2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",524,24531.9040867147,15988.0398654017,23511.2749453019,23982.0597981025,1118.04581063539,2696.75869831869,1.21739130434783,524,24531.9040867147,15988.0398654017,23511.2749453019,23982.0597981025,1118.04581063539,2696.75869831869,1.21739130434783,-990,524,24531.9040867147,15988.0398654017,23511.2749453019,23982.0597981025,1118.04581063539,2696.75869831869,1.21739130434783,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",17,14669.426651027,4629.41524007198,39346.0578882882,5282.4189263973,20154.8861713226,9899.33326193628,0.17664262125907,17,14669.426651027,4629.41524007198,39346.0578882882,5282.4189263973,20154.8861713226,9899.33326193628,0.17664262125907,-30,17,14669.426651027,4629.41524007198,39346.0578882882,5282.4189263973,20154.8861713226,9899.33326193628,0.17664262125907,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",34,28413.9752398752,19662.5612680463,27238.0825657581,33909.0612354348,-4304.9912146656,-4025.46925815661,0.904056754389914,34,28413.9752398752,19662.5612680463,27238.0825657581,33909.0612354348,-4304.9912146656,-4025.46925815661,0.904056754389914,-33,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",8,147406.213653732,147942.702961984,58474.7774748649,98633.2581906582,2400.5222903044,7915.20719814601,1.82667372166914,8,147406.213653732,147942.702961984,58474.7774748649,98633.2581906582,2400.5222903044,7915.20719814601,1.82667372166914,-14,8,147406.213653732,147942.702961984,58474.7774748649,98633.2581906582,2400.5222903044,7915.20719814601,1.82667372166914,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",15,28809.7935772472,12173.0278338955,45690.4566509911,12945.2369202505,23097.5231902446,7715.05032704735,NA,15,28809.7935772472,12173.0278338955,45690.4566509911,12945.2369202505,23097.5231902446,7715.05032704735,NA,-26,15,28809.7935772472,12173.0278338955,45690.4566509911,12945.2369202505,23097.5231902446,7715.05032704735,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",11,24884.9635809129,24929.3493414785,13464.307835046,24657.6806723623,-9439.65315532149,-5672.85433164292,2.51523494773482,11,24884.9635809129,24929.3493414785,13464.307835046,24657.6806723623,-9439.65315532149,-5672.85433164292,2.51523494773482,-19,11,24884.9635809129,24929.3493414785,13464.307835046,24657.6806723623,-9439.65315532149,-5672.85433164292,2.51523494773482,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",6,56774.3416968029,23672.0855576097,60153.4707833851,100108.92376868,54240.2112259829,71930.9334613266,1.98318090996766,6,56774.3416968029,23672.0855576097,60153.4707833851,100108.92376868,54240.2112259829,71930.9334613266,1.98318090996766,-2,6,56774.3416968029,23672.0855576097,60153.4707833851,100108.92376868,54240.2112259829,71930.9334613266,1.98318090996766,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",7,20716.7458559686,17012.1841291241,15812.2895077163,0,7889.05552417443,7714.36654431574,0.542293938865682,7,20716.7458559686,17012.1841291241,15812.2895077163,0,7889.05552417443,7714.36654431574,0.542293938865682,-5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Latvia","Latvia2013",5,28907.5865445593,28316.2840435269,22602.3912676695,46667.3808181139,5212.99018466433,4221.6193010984,1.75279165035495,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Latvia","High income"
"Lithuania","Lithuania2013",10,61682.5841560159,43168.6081398069,76904.2871066246,4876.43415505344,19146.0404478044,1744.08453391958,0.609624238691206,10,61682.5841560159,43168.6081398069,76904.2871066246,4876.43415505344,19146.0404478044,1744.08453391958,0.609624238691206,-17,10,61682.5841560159,43168.6081398069,76904.2871066246,4876.43415505344,19146.0404478044,1744.08453391958,0.609624238691206,"2013","Europe and Central Asia","Lithuania","High income"
"Mali","Mali2010",4,17219.0572951214,18737.7753023956,16878.4614508277,28237.4427093533,7039.05329981943,7455.14242642429,6.37304176365559,4,17219.0572951214,18737.7753023956,16878.4614508277,28237.4427093533,7039.05329981943,7455.14242642429,6.37304176365559,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritius","Mauritius2009",4,438456.870094082,443319.876271577,307379.580609279,0,-330687.294115201,-100424.00783863,0.0544285363595702,4,438456.870094082,443319.876271577,307379.580609279,0,-330687.294115201,-100424.00783863,0.0544285363595702,-1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",151,31802.4763545521,22950.5753495269,27908.4512853812,30833.4212085838,16410.0008014877,18596.1659220961,0.962190460764981,151,31802.4763545521,22950.5753495269,27908.4512853812,30833.4212085838,16410.0008014877,18596.1659220961,0.962190460764981,-287,151,31802.4763545521,22950.5753495269,27908.4512853812,30833.4212085838,16410.0008014877,18596.1659220961,0.962190460764981,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",10,29327.586774018,23881.0525855055,17676.8939061074,24621.5548582479,-6831.86047731675,-4466.66190088539,0.171705650272968,10,29327.586774018,23881.0525855055,17676.8939061074,24621.5548582479,-6831.86047731675,-4466.66190088539,0.171705650272968,-19,10,29327.586774018,23881.0525855055,17676.8939061074,24621.5548582479,-6831.86047731675,-4466.66190088539,0.171705650272968,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Mongolia","Mongolia2013",NA,NA,NA,NA,NA,NA,NA,NA,5,112218.755160394,18133.5820331999,149823.755296926,255721.744500415,-57545.4807550232,-37836.0697517581,0.399883168837369,-5,5,112218.755160394,18133.5820331999,149823.755296926,255721.744500415,-57545.4807550232,-37836.0697517581,0.399883168837369,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",7,19115.0533484171,15778.1122031828,16943.0228265609,21793.9819777257,10444.1191423578,13906.3161098708,1.13628933277682,NA,NA,NA,NA,NA,NA,NA,NA,-4,7,19115.0533484171,15778.1122031828,16943.0228265609,21793.9819777257,10444.1191423578,13906.3161098708,1.13628933277682,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",16,8265.56001680273,6497.90709652654,6476.65596450192,6924.08554231102,6553.77605057538,9706.7134435206,0.556315922345552,16,8265.56001680273,6497.90709652654,6476.65596450192,6924.08554231102,6553.77605057538,9706.7134435206,0.556315922345552,-29,16,8265.56001680273,6497.90709652654,6476.65596450192,6924.08554231102,6553.77605057538,9706.7134435206,0.556315922345552,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",11,6438.55045181768,4283.34870243739,4585.35784181601,4770.95284958955,3944.74536120524,3865.60932794529,0.8,11,6438.55045181768,4283.34870243739,4585.35784181601,4770.95284958955,3944.74536120524,3865.60932794529,0.8,-4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",5,13510.5801555192,12277.0773842393,10781.5906044926,11142.2110674334,5372.55602367796,7564.74423064335,5.05865770096495,5,13510.5801555192,12277.0773842393,10781.5906044926,11142.2110674334,5372.55602367796,7564.74423064335,5.05865770096495,-4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",105,1373.74237365743,454.904047385828,2360.19038046684,1311.95469663261,-441.174105226762,-603.486878681867,0.198482426384891,105,1373.74237365743,454.904047385828,2360.19038046684,1311.95469663261,-441.174105226762,-603.486878681867,0.198482426384891,-163,105,1373.74237365743,454.904047385828,2360.19038046684,1311.95469663261,-441.174105226762,-603.486878681867,0.198482426384891,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",28,17100.9462194481,9441.2476487245,21706.2427060265,15474.2872038402,-7893.72389257117,-7844.56421069273,0.370204321029464,28,17100.9462194481,9441.2476487245,21706.2427060265,15474.2872038402,-7893.72389257117,-7844.56421069273,0.370204321029464,-49,28,17100.9462194481,9441.2476487245,21706.2427060265,15474.2872038402,-7893.72389257117,-7844.56421069273,0.370204321029464,"2013","South Asia","Pakistan","Lower middle income"
"Panama","Panama2010",9,113327.125340403,14374.1881988084,186612.735189057,170171.428571429,73511.9894862898,29014.2011032309,2.90442127100632,9,113327.125340403,14374.1881988084,186612.735189057,170171.428571429,73511.9894862898,29014.2011032309,2.90442127100632,-16,9,113327.125340403,14374.1881988084,186612.735189057,170171.428571429,73511.9894862898,29014.2011032309,2.90442127100632,"2010","Latin America and Caribbean","Panama","Upper middle income"
"Paraguay","Paraguay2010",4,24945.7931334337,27770.1724414325,9708.70331219451,8583.55998832236,2967.37145598865,5470.08025810071,1.31112495866406,4,24945.7931334337,27770.1724414325,9708.70331219451,8583.55998832236,2967.37145598865,5470.08025810071,1.31112495866406,-2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",109,27045.5115860021,23302.8704187802,16871.8213071266,22026.6145702181,1189.47975104963,2359.35665696674,1.55377805224302,109,27045.5115860021,23302.8704187802,16871.8213071266,22026.6145702181,1189.47975104963,2359.35665696674,1.55377805224302,-202,109,27045.5115860021,23302.8704187802,16871.8213071266,22026.6145702181,1189.47975104963,2359.35665696674,1.55377805224302,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",16,43886.8896378837,15860.4894241449,77529.2184913403,27091.5826954814,38528.7986239565,20370.3753759377,1.85397157322713,16,43886.8896378837,15860.4894241449,77529.2184913403,27091.5826954814,38528.7986239565,20370.3753759377,1.85397157322713,-28,16,43886.8896378837,15860.4894241449,77529.2184913403,27091.5826954814,38528.7986239565,20370.3753759377,1.85397157322713,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",13,148412.125246988,88933.9790003999,149474.126107302,231400.855665985,-34636.7204697642,-53086.5247377728,2.25,13,148412.125246988,88933.9790003999,149474.126107302,231400.855665985,-34636.7204697642,-53086.5247377728,2.25,-14,13,148412.125246988,88933.9790003999,149474.126107302,231400.855665985,-34636.7204697642,-53086.5247377728,2.25,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",11,55980.3539619082,22459.304117568,142568.821191749,3261.41656280628,140558.327866973,197341.660593114,1.02082859104482,11,55980.3539619082,22459.304117568,142568.821191749,3261.41656280628,140558.327866973,197341.660593114,1.02082859104482,-17,11,55980.3539619082,22459.304117568,142568.821191749,3261.41656280628,140558.327866973,197341.660593114,1.02082859104482,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",118,57922.1934899295,32530.6652163114,72470.6386872224,42599.6806404077,-10317.8410593016,-1517.69125134998,2.15894863927941,118,57922.1934899295,32530.6652163114,72470.6386872224,42599.6806404077,-10317.8410593016,-1517.69125134998,2.15894863927941,-207,118,57922.1934899295,32530.6652163114,72470.6386872224,42599.6806404077,-10317.8410593016,-1517.69125134998,2.15894863927941,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",6,2480.81231141299,1395.39557096965,2567.88155620776,4334.47664173556,-279.825697742048,-233.128622154458,0.6,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",7,29381.0920032766,25378.636820462,18277.6905037858,12430.8798697047,5140.42811400242,6063.77188615501,0.90168122563167,7,29381.0920032766,25378.636820462,18277.6905037858,12430.8798697047,5140.42811400242,6063.77188615501,0.90168122563167,-7,7,29381.0920032766,25378.636820462,18277.6905037858,12430.8798697047,5140.42811400242,6063.77188615501,0.90168122563167,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovakia","Slovakia2013",6,160906.723593186,211618.085377338,125172.268749123,253114.466384438,-67302.2859939457,-63819.3049938943,1,6,160906.723593186,211618.085377338,125172.268749123,253114.466384438,-67302.2859939457,-63819.3049938943,1,-6,6,160906.723593186,211618.085377338,125172.268749123,253114.466384438,-67302.2859939457,-63819.3049938943,1,"2013","Europe and Central Asia","Slovak Republic","High income"
"Slovenia","Slovenia2013",18,102933.626967769,97141.8532402575,71540.9686177208,61043.995886594,8684.80684315717,55963.542566068,0.772923563730697,18,102933.626967769,97141.8532402575,71540.9686177208,61043.995886594,8684.80684315717,55963.542566068,0.772923563730697,-34,18,102933.626967769,97141.8532402575,71540.9686177208,61043.995886594,8684.80684315717,55963.542566068,0.772923563730697,"2013","Europe and Central Asia","Slovenia","High income"
"Southsudan","Southsudan2014",8,6263.61749585,4988.81737875298,4697.20508938412,4341.49570759346,-920.749744515074,-920.749744515074,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","South Sudan","Low income"
