"countryOnly","country","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Chile","Chile2010",9,32789.7164002406,35864.4693866521,18072.8885653522,32175.5525354536,3328.97841210689,1506.97950414858,1.39862254184229,24,35632.6147646343,35659.5295615855,19683.472578832,22897.7682430359,1923.31900788236,3169.73864356421,0.973557952259418,16,39816.7139109596,41302.3738164896,22883.3892757649,14858.1373173273,-2219.36014792447,-1816.89148619394,0.545098698719782,2,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",62,36076.4670097101,35570.7502450015,25805.5552194441,35666.1786394792,-5426.28962369337,-203.170225697998,0.513024220712774,48,32279.3533462891,29959.5900571625,13840.300560189,14343.3985077592,275.151954601729,-577.97100445465,0.973759977341122,13,37671.1388852371,45683.723335195,29248.2288354291,40886.0287838923,458.270282476788,-2602.02573968312,0.868222361353143,4,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",21,25719.5184527024,26277.0034001299,12032.0766166964,8565.28350004306,-1441.45042666602,-621.881772239704,1.08581388108381,1,16494.8002461971,16494.8002461971,NA,0,0,0,1,28,13146.7307562162,10112.5971042217,11695.8838708653,13224.0780182281,-1679.38922492686,-60.622780103895,NA,64,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",1,2320709.45670988,2320709.45670988,NA,0,0,0,1,1,20350.4478502337,20350.4478502337,NA,0,0,0,1,4,10265.1471032276,4052.79550919071,11729.9928642741,18066.2139078606,602.289990990153,1256.00919502659,0.933125291235403,2,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",1,2240972.27719142,2240972.27719142,NA,0,0,0,1,4,1027.376436955,1032.48254258449,74.8861255505005,70.7367770974333,2.74968581673584,0.158949522195305,1.08446361549684,27,1910.22054478471,1816.28197424776,1211.42020143114,1886.31405593155,146.496949829726,65.244120844639,1.02567817489905,9,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",NA,NA,NA,NA,NA,NA,NA,NA,4,33767.6111844238,24517.8013585473,27662.7676281131,22060.2159027181,-379.327534070201,-379.327534070201,1.83333333333333,2,48452.557386724,48452.557386724,26042.000230708,36828.9499175905,3662.58796295302,3682.89499175905,1.25616596236663,1,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",NA,NA,NA,NA,NA,NA,NA,NA,1,1674.6975238436,1674.6975238436,NA,0,0,0,1,4,141363.983670577,143675.091733082,105869.259248704,157840.24162226,-21270.9877534,-30360.0443419029,1,1,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",8,11381.8705598599,11762.6040322681,7286.60267257433,10402.5355158355,2351.7470030545,3892.57023540144,0.727437480687889,1,49842.0944017901,49842.0944017901,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,893.052286248335,447.313832517208,1065.1670680636,1007.91492032408,-63.459579855936,-57.2867908665497,0.922700683696527,4,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",3,22474.2451215784,21529.2402963189,13310.3670410715,20432.1194395797,-4884.4189420178,-6194.15473784915,0.773491833316839,4,17697.7521852834,17019.9837784225,5396.21598030824,7029.67444540478,-1420.72369865916,-1420.04427663801,0.819586708481877,1,12500,12500,NA,0,0,0,1,2,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",52,8569.2756700208,7068.32170485534,9221.3423096247,7483.69952049838,3929.00301351894,718.318063358788,0.998254117755163,68,22232.9388050258,15563.3331104981,19656.2215785696,20954.7858701553,3097.82641055468,1447.77743959591,2.26995989579239,52,16942.4086821457,12437.247870017,14420.0514259476,26353.6871226342,1225.9978168415,413.24128461798,0.642829655074951,34,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",7,19335.2928432113,5750.05398047284,26466.21351226,19213.6752136752,-9457.38457881776,-6132.42002731981,0.362736589626806,2,23633.3834438741,23633.3834438741,9722.71824131503,0,647.575422891561,2291.66666666667,1,1,49631.8888888889,49631.8888888889,NA,0,0,0,1,11,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",1,26436.3445717391,26436.3445717391,NA,0,0,0,1,1,13455.2942751446,13455.2942751446,NA,0,0,0,1,4,9679.71707544474,10369.1829813063,5527.91920167704,9972.94179588015,-1322.56904156648,-336.734077882648,0.766810735735884,1,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",3,6603.01122004955,6190.37372103772,5489.645174825,11057.4678915375,-3447.13854932449,-3545.06995529963,0.271376146788991,1,3207.43481832373,3207.43481832373,NA,0,0,0,1,2,773.220893703042,773.220893703042,526.49974702245,744.583082825152,-33.8446855829614,-33.8446855829614,0.916666666666667,3,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",4,10562.2288578747,9626.22088271995,7082.51714499713,13100.1891417119,2129.84419723654,1756.08335932351,0.895524522906344,6,5425.21285345453,3594.41248048246,3975.840998145,5993.32149331732,587.791094393991,-250.034387238975,1.17320986355606,2,24195.7914124973,24195.7914124973,11362.3528154009,16068.793452008,3518.92063431464,4017.19836300201,2.19572962662958,1,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",1,592.990360360803,592.990360360803,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,17,8523.6603002665,4682.36130585469,11115.0794658865,9265.47438063757,5.49823722086349,-112.47042972082,0.858603651816883,7,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",9,14413.1020975127,11415.0251718606,9583.14577314377,18719.1987284423,-3778.78199615149,-2548.5190882546,0.217941567278393,7,13285.1789142771,8422.39560341429,12588.0872210943,19607.7529018508,598.929138245384,460.290956041811,1.4,13,7545.74137395903,5133.11344696397,6471.50958458229,8075.55515392302,486.27831194037,-52.1209406382591,0.984393737931292,15,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",2,49847.6404974826,49847.6404974826,51084.5449128765,72244.4562434474,3907.26144831665,4317.81735565794,1.08591697980503,2,17988.3461849898,17988.3461849898,4498.84438254081,6362.32674079523,-289.196670036147,-289.196670036147,0.916666666666667,1,21169.5095553874,21169.5095553874,NA,0,0,0,1,6,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",89,32135.5212034006,23334.5720917504,31062.6450811318,33041.9490551635,3954.42070891725,747.271637771341,1.43220376399773,111,25211.6553327083,14430.2694645618,27348.8142878476,21113.3923581381,3221.5984284595,1305.11400656176,1.03606989007396,30,22994.9863925955,14268.129008918,23801.3616451848,24248.5271291925,-144.790301304034,-295.761109955959,0.911918526511644,17,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",27,12576.0965827704,8817.35630090388,13049.0472436894,11906.570173424,-1234.90235264163,-1315.19515339327,1.12898250541246,32,4387.66477156008,3788.81568565691,3456.73864526799,3673.23824675984,54.9853011850159,-154.197586688986,0.989762140290105,68,3048.71813146997,2155.74510546996,2768.5744385174,3075.92656173168,37.1390575651262,202.147947904708,1.16666666666667,17,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Jamaica","Jamaica2010",1,35554.1418098509,35554.1418098509,NA,0,0,0,1,3,12781.9334506526,11798.7078006024,2078.63012525244,3792.44179305076,787.353698795112,787.353698795112,1.22727272727273,4,11443.6268091007,9467.84419663722,5069.87053822375,9653.48820049285,371.288007711263,371.288007711263,1,2,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",28,13441.055963882,13391.6244002591,10229.4839954477,5356.64976010364,-1427.05764032213,-1620.61765335368,0.316224769978245,2,22319.3740004318,22319.3740004318,2.34248736673797e-11,0,-8.8830755415187e-14,-9.09494701772928e-13,1,14,22497.0741121174,20293.0097819716,15042.5275656627,16978.6666503285,-2009.09473476081,46.6503466926316,1.19199406968125,22,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",NA,NA,NA,NA,NA,NA,NA,NA,6,14234.1061581646,14193.4932951702,3727.16005608875,5328.33282495969,-678.012158441235,-206.892633884803,0.641026415336205,3,7866.39838607888,9802.89932081005,6665.8176106618,10481.2881372829,489.585641416209,247.072722204827,1.15671648672754,1,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",1,16068.8481169631,16068.8481169631,NA,0,0,0,1,7,11093.6644029633,10713.4137886908,9515.92240832283,16309.8808387175,-1107.78929286554,-1185.66673972365,1.2,2,5999.03663033289,5999.03663033289,2651.2246761843,3749.39789395806,-170.427176998093,-170.427176998093,0.916666666666667,2,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Laos","Laos2012",13,5689.74961070607,2548.48320395067,7749.37681747139,3884.39457547477,1556.26614308937,1556.26614308937,1.03918228279387,8,2547.49750666844,2776.60735607623,902.800398215252,1480.87537526863,-251.325409773306,-252.166246677299,0.548229235882142,3,3053.58798311206,3443.89622155495,1054.37982358938,1997.45980850187,221.676078628825,221.676078628825,1,2,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lebanon","Lebanon2013",1,61648.9947327979,61648.9947327979,NA,0,0,0,1,6,47422.0906908202,47998.6051369467,26284.9126103236,29158.5153608091,5060.8870396564,2643.00616150214,0.901668286998413,6,58964.2940146398,75897.7100520211,26504.1674957636,47303.7478815122,-5367.62266687803,-6568.17723796961,0.880621923172629,0,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mali","Mali2010",NA,NA,NA,NA,NA,NA,NA,NA,1,2470.77623706841,2470.77623706841,NA,0,0,0,1,24,2123.22295996026,1932.25263680598,1392.45926266523,1814.25569407595,69.9023860734054,-90.9309126279116,0.57367064085523,1,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritius","Mauritius2009",NA,NA,NA,NA,NA,NA,NA,NA,10,3833.96548215401,3787.83546185432,2368.0968841513,3028.39675648696,639.936819730692,245.363069179197,0.40886310425938,4,3838.21949191782,3930.08086019792,1115.79504749706,1309.29789492089,-65.197126576951,-65.197126576951,1,2,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",29,34655.5521923778,31821.6361966017,22714.0098920876,33953.0379426287,-2968.39871089064,-2557.39060613878,1.44572296084012,46,30416.4242338408,26971.2721347853,24352.3269663059,27008.2269734469,3478.8580379871,1667.31783415462,1.41272184603207,39,15570.5788410772,13631.0364736639,11240.8644662016,14800.0421801202,-415.967607000005,-754.577006516259,1.57970001409846,9,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",1,8679.12050044807,8679.12050044807,NA,0,0,0,1,4,42632.0556429063,27419.1699082117,46314.2979906726,70123.061490677,6067.22435721674,2194.28224177483,1.3198288774108,4,21654.8535998239,14300.5284445757,23520.9973055925,45951.421399564,926.053939999802,1146.99736086527,0.926874580936237,2,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Mongolia","Mongolia2013",1,21247.0027478443,21247.0027478443,NA,0,0,0,1,2,5250.63550201858,5250.63550201858,371.324984366573,525.132828939185,5.58651945679985,5.58651945679983,1.02173913043478,3,16596.5050062379,15510.8996346423,6637.56816449156,13141.2947415609,-698.439475797901,-698.439475797901,0.909090909090909,1,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",16,6516.95028750578,5482.35639603211,3415.31625851466,3526.21730875562,799.847580193887,777.404631688285,1.01661565159331,13,11028.9755815726,13018.1116894191,7925.03393523303,12987.1842844794,-540.028678503878,172.641875511561,1.66666666666667,4,11462.3716221123,11019.4290898613,2041.03903266388,0,50.691405137698,38.2619065620184,NA,5,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",41,2636.62821327796,2368.78576075195,1630.99402738918,1940.76982494778,-135.213222398761,-176.785916783378,0.36375,2,1632.52991157372,1632.52991157372,209.885994720664,296.823620286131,1.41994962939782e-29,0,1,5,6416.88134900328,2968.23620286131,11673.7485248988,1154.31407889051,272.230066472689,-818.297468949026,1,17,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",3,35021.8478927658,48977.8890838324,31333.773403009,53464.778295414,4581.10625764519,4279.33407490417,1.05031065305004,4,3337.15981644562,3337.96165451047,393.047966836703,502.20556311469,-52.5487128442805,-59.2428640470792,0.703941219039776,9,2701.02761151544,2721.05563026792,810.817383410938,811.645354528791,126.145408428221,25.1474458928833,1.14307781792312,3,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",NA,NA,NA,NA,NA,NA,NA,NA,1,9996.9770435129,9996.9770435129,NA,0,0,0,1,3,5259.49947659844,4682.23108481157,3513.28267414718,2663.12913044401,-333.039879427254,-510.774510146698,1,2,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",1,1276.17183918106,1276.17183918106,NA,0,0,0,1,15,649.009166475917,186.500773963769,1007.72128506505,887.97978570843,62.0221418907852,14.2167518080633,0.965113079225767,97,1176.98739420129,516.201375040061,1480.04719332794,2337.52141876664,-134.880489659709,-223.87308034316,0.925886543793296,51,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",16,5331.61320231708,1959.55932715806,7450.45114350472,8625.1052579884,2043.30030984642,1899.08981616115,1.1236628171756,15,5030.94017116019,2858.90163058173,6893.90619094174,2666.30888537346,1808.78338018177,2511.24007177811,1.02501981974515,19,13990.9949938028,14668.1650203639,11780.8430674865,11883.9810938263,2138.84693773477,3200.83353830173,1.89304090474336,36,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",2,14045.469183242,14045.469183242,3816.96486705215,5398.00348208677,954.077050422319,1366.44021199268,2.43593281779413,3,62981.9806436357,83012.703742311,52564.1503872665,94487.3432273721,8523.06301544601,8039.01628266041,1.28637321077978,1,16782.8318343467,16782.8318343467,NA,0,0,0,1,1,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",39,25741.85994986,21589.7657740525,16951.1475271728,19923.5709680365,-4330.49729847155,-4999.62286555852,0.268137906752818,33,31242.4547603518,25463.4012343752,20734.9713643255,33205.9516133942,-4916.90267399953,97.2214851627579,2.15342619806218,29,13587.8473133613,15512.8205016513,11293.5053982365,12618.2616130898,2481.67735837558,4481.63646246808,1.5,12,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",31,21372.5305356532,9931.86263124937,26928.9308744106,23559.6850251561,-2868.34468401474,-3911.34919363707,0.640451784737565,23,12399.7415620947,7790.14408389407,14953.6067565267,7865.91068795492,2286.75028330875,2731.14639373581,1.32165963541444,36,6278.72119813518,7310.73818533283,4047.00231977477,3681.60497176863,101.561710130944,154.809663375374,1.04894196449951,40,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",2,14824.4950441914,14824.4950441914,6806.56963662564,9625.94309335288,2428.75102686193,2438.20969125417,1,3,64819.4851112743,23610.0130943718,86966.9363582873,156541.604241062,-20859.850527713,-21413.8849814317,0.966711692030884,2,30850.3350068528,30850.3350068528,13623.4247447325,19266.4320399699,4933.08582094052,5254.48146544634,2.3199273272698,2,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",10,18027.1325749508,12928.3442974333,12679.9312034223,15861.459331009,-3324.46915063104,-1694.67422640674,0.153610029440115,11,9338.37025239105,9672.08673420387,3233.36026116928,5458.55747089683,-1005.27650526584,-856.910784855688,0.544488711628601,6,49811.2139595223,20937.1043073869,69862.3273404249,92964.4770914262,8478.16113316499,8250.32851151098,0.985493282703299,4,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",2,36342.9489266656,36342.9489266656,42529.2235493475,60145.4047406845,-13430.8927377245,-12888.301015861,0.659446182298334,18,19685.1784459183,25614.7405718798,10172.4980282027,14336.7288846172,1672.4171568293,569.120415040861,1.20965896640117,3,10820.1484887344,10836.790819628,124.552918269117,0,-15.0983238374076,-6.90044413679309,0.55558099499497,14,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",NA,NA,NA,NA,NA,NA,NA,NA,1,7843.92505904987,7843.92505904987,NA,0,0,0,1,13,3794.39874437659,1991.04309459366,4679.02023345901,1675.09461883739,978.272925411853,445.928524479107,1.53473347105755,8,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",2,35196.8284599104,35196.8284599104,0,0,0,0,1,2,7481.72933642211,7481.72933642211,791.074183922796,1118.74783974685,-66.7400064769672,-72.3895661012665,0.845849001267752,4,14457.6449442218,15283.3242141983,3878.76865950231,3283.20415477601,-78.5236383715819,-54.7200692462669,1,6,"2013","Europe and Central Asia","Serbia","Upper middle income"
"SriLanka","SriLanka2011",14,3434.18184262641,2682.10782095362,2491.62185204765,2580.8906534791,-1004.09815418568,-714.146359442636,0.203938132106401,27,22699.9137981522,4169.19763735783,33714.732603375,42406.129188305,-6712.62159402174,-4935.45948304075,0.775137633621756,52,3588.14478335306,2621.21706993972,2394.05021584902,1601.85487607427,-100.959101981238,48.510574703096,2,20,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",NA,NA,NA,NA,NA,NA,NA,NA,2,33011.6959064327,33011.6959064327,8449.44360365212,11949.3177387914,1232.86611590705,1232.86611590705,1.26,4,15531.3051146384,14969.1358024691,4631.43144019902,4376.10229276896,-1261.15260919182,-1261.15260919182,0.5,1,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Tajikistan","Tajikistan2013",4,7302.11296974247,6551.22587520157,6677.64857720513,10139.9659637029,1593.69005390185,1865.78463948193,3.09189030740367,4,1128.71238067582,949.703093702639,736.197497787501,956.49187824358,104.222150350258,105.993796918312,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",2,2589.78180715148,2589.78180715148,3716.2334176889,5255.54770023976,2147.05255444369,1858.66930862138,2.69125059586702,4,16469.6332493001,2397.92152535414,29378.0403203832,59883.212081589,-4416.09056734173,-4286.76644436305,1.13245376137987,33,3758.35340683433,1720.96651753305,4314.70928622057,7557.97812129718,-146.96697589173,-473.993616072775,1.37981841160378,18,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",NA,NA,NA,NA,NA,NA,NA,NA,4,22136.9364637243,18424.7241522134,10018.2454236999,9655.62713373804,1262.66036459958,-949.858357747697,1.91304347826087,4,57348.6092547933,56523.3649805763,19444.2151048377,42161.348846953,-1541.50499195316,-930.927466094643,1.04803527093869,1,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",36,13285.7601355324,10477.6126966666,10957.6578154276,12589.3162880015,2469.20771056933,2255.18643401056,1.06014486337662,33,10353.462594402,7907.67903279778,6789.45861365683,8495.63552223479,394.817324459699,-267.946363569844,1.16666666666667,8,9440.40853175255,7207.62971623695,6092.88546308547,3121.8072838808,-126.110719681525,-117.732153330531,0.712284100178517,7,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",22,26519.2048914444,26470.0677183904,7469.6455710826,7519.5341693827,-3513.1209400754,2696.25841711633,0.866666666666667,44,45869.8257647995,37874.0952236699,42789.5525867616,48923.8938162236,-1839.08695117331,-4640.50343832528,1,19,47773.0608046127,53737.1982358722,31236.7870069349,37738.21923543,-5173.03648197367,-2711.01419418495,0.714324304378713,69,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",NA,NA,NA,NA,NA,NA,NA,NA,3,6206.96058447328,4403.98777482889,7486.65944995064,15071.2801106345,0,0,1,7,3348.79184198026,2033.89980459607,4296.84856870522,3098.72352400639,1722.20991512688,1443.6214655091,1,1,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",12,4297.35767597782,3259.33489033617,3769.43971180414,2697.67354425939,136.010942117006,-230.51527867049,0.431682632105506,33,8699.43635377868,5069.14207758142,9339.87651803437,6222.96339165447,962.36338100946,638.339380748371,1.15384615384615,84,7591.371120186,4859.27093549287,5999.33073824178,8908.66338173695,-335.105795647316,147.112251501908,0.774081852131987,27,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",4,35347.4902870345,34020.2497103081,6651.98946966556,6794.28600546942,-859.926660885793,-886.211218104706,0.846759691110454,14,22782.9931404678,16377.9164866783,14778.0366656744,14767.7004074356,1326.52270079389,2454.60602055833,0.819655748169031,23,16350.4425078386,12372.1882442654,12165.7163660196,12660.1602586386,-448.152488618871,-472.32274699931,0.946109457101906,31,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",2,12384.4758026744,12384.4758026744,1872.23644685931,2647.74217511765,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,207.701891708188,207.701891708188,NA,0,0,0,1,3,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",64,5163.63058550113,3576.08462113363,4560.6910074017,4121.64633425931,1310.7978397253,1260.74246012249,1.68187022993449,34,6199.96722785841,4851.37126636963,4514.12796038046,4710.45295343922,-105.540446303869,260.631576270264,0.827263579236063,11,14677.4803870378,10661.4642815676,11760.1412523299,15662.2560701854,-2540.08499905354,-2220.57901127231,1,8,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",3,8774.52735471688,11993.1666022973,6271.63073588014,11301.7328512633,146.311948641147,151.836501080642,1,3,8047.10840315914,6075.30261381737,8096.24967977861,15329.2594673499,-591.285965325441,-589.768587870521,0.75,2,9118.14889329542,9118.14889329542,840.66764545617,1188.88358565237,-35.88596260224,-39.6294528550791,0.916311844644146,2,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Yemen","Yemen2013",NA,NA,NA,NA,NA,NA,NA,NA,4,4607.35822750614,4027.15860529592,3363.93192150079,5872.07959386375,123.261916938599,86.216719272107,1.03623143750227,1,2070.01366977931,2070.01366977931,NA,0,0,0,1,4,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
