"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Egypt","Egypt2013",84,0.413662235306717,0.386997349633279,0.25557999705324,0.431512776254161,-0.0286383813058373,0.0809878289076469,1.62630754688182,9,9,0.380761400502716,0.361604504281198,0.156006473989596,0.0830196290908662,-0.00185864883653519,-0.106336492370855,0.872409596810594,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Estonia","Estonia2013",NA,NA,NA,NA,NA,NA,NA,NA,0,5,0.474588395843657,0.577591538512148,0.361706047153592,0.692896061799432,0.00332400650568446,0.0679371869497211,1.02912367433963,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Estonia","High income"
"Fyrom","Fyrom2013",1,-4.14285714285714,-4.14285714285714,NA,0,0,0,1,3,1,0.526315789473684,0.526315789473684,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",14,0.437581814997394,0.258124291895638,0.364857152016542,0.73636688755037,0.0424841832342897,-0.0196653737669983,0.656327467155893,0,2,0.362924401217975,0.362924401217976,0.293636280853558,0.415264410787898,-0.0653278134786194,-0.0638868324289073,1.35371222890764,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",6,0.644817139057434,0.636984937140083,0.0676935057526345,0.0870702653046959,-0.0418232164932524,0.0234745182245802,1.20145301462988,3,1,-0.478456967724363,-0.478456967724363,Inf,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",1,0.112781954887218,0.112781954887218,NA,0,0,0,1,3,1,0.0759493670886076,0.0759493670886076,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",51,0.589489920899575,0.654624765446307,0.291356863153243,0.52651349210048,-0.0345188275249608,-0.00483778590015056,0.877152934947564,0,15,0.260604799561803,0.171092311782789,0.242145536938125,0.264562348047205,-0.00842453377150036,0.0406528638433103,2.11721393343363,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",11,0.690760077410866,0.741752213254146,0.253075899308424,0.409513141959248,-0.0283211659223489,0.11708497901221,1.11561413986593,0,7,0.554740282428637,0.510554933068838,0.479812809490746,0.503946473555878,-0.361403647542981,-0.203167481890357,0.151299541544677,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",22,0.286693405641892,0.235712581063728,0.203532132838345,0.359254653235502,-0.0299173629279678,-0.0312278944165721,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",3,0.291772387691958,0.291829657177717,0.021187078270112,0.0291068416505534,0.00692719513300126,0.0162022518949866,0.692166448867897,1,1,0.370027752081406,0.370027752081406,NA,-5.55111512312578e-17,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",10,0.480410710134864,0.462626592419035,0.0901423621027122,0.150992164774707,-0.00618681149599444,0.00549294650232607,0.562348114485907,1,1,0.601142170123234,0.601142170123234,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",6,1.56879599128404,0.556263592596183,2.02859233348785,3.99669694467382,-1.02331088634413,-0.706438558470673,1.73982320942883,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",3,0.211952227550781,0.257495229200343,0.111134104761065,0.194798572157063,0.0109931675119905,0.00271882469314352,9.49711418652387,1,4,0.312906482650484,0.33075551117857,0.208977775187787,0.302601170673071,-0.0989837474900865,-0.0993915017719892,1.12302844174152,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",1,1.36986301369863,1.36986301369863,NA,0,0,0,1,2,3,0.263553491052715,0.224176842531824,0.366190137675682,0,0.0495290015364153,0.125978207940611,0.874317264193372,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Laos","Laos2012",4,11.2012696639878,8.28004736530494,15.8991192723961,16.7732386027236,-1.2085204706429,-1.35743147495352,NA,0,2,-0.167844746315525,-0.167844746315525,0.417149398286093,0.589938336591969,0.0951519396473915,0.0983230560986614,1.29866163970633,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lebanon","Lebanon2013",7,0.351342961405839,0.289595220797588,0.207955624916222,0.324476188989518,0.0953206884744009,0.081161660031945,0.566263687527648,1,6,0.282170480421225,0.265900817442542,0.0737113543407481,0.0510177024002714,0.0477333666512468,0.0350959382267208,0.0749125721070748,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",9,0.561740037620898,0.619485101021748,0.307663865924315,0.440476190476191,0.0546778206600456,0.0514569982802812,0.944741377363304,1,1,0.706713780918728,0.706713780918728,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",1,0.123839009287926,0.123839009287926,Inf,0,0,0,1,4,4,0.543709518646221,0.540060342773928,0.399893039764189,0.539179104477612,-0.14629740797385,-0.152465770791942,2.39397673363709,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",88,0.661240925469234,0.827492192910169,0.327014956851984,0.377853972879312,-0.150707335574597,-0.000208907022983626,1.06393587968497,26,1,0.327731092436975,0.327731092436975,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",10,0.478902213576714,0.505270302908612,0.181206552692646,0.165888508111904,0.0100909858288765,0.00501818207271853,1.29153500542518,0,4,0.293029640358313,0.407115510522291,0.248291960977416,0.417013684541904,0.0767829427342551,0.0546820416260884,0.851978183042989,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",5,-0.162856138634537,0.00224220273997175,0.637364568468422,0.0179847241391639,0.289131913232465,0.2799595564411,1,1,2,0.667167571550276,0.667167571550276,0.618264894149915,0.874358598445976,0.260992274216538,0.285116934275862,0.651957800162081,1,0.0760456273764258,0.0760456273764258,NA,0,0,0,1,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",23,0.356886240232403,0.343781922134144,0.175807486932656,0.189603336242847,-0.0574201837456419,-0.0238148298807611,1.14223479319346,1,3,0.57509120565481,0.573759070571752,0.0691323310665784,0.0893200706289354,0.00889969140036398,0.027891137019855,0.851725835075072,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",8,0.357578695431772,0.291695375087792,0.204284147732591,0.149836704491305,0.00309284385177951,-0.00472689949148992,0.378434056100625,0,2,0.284569842427457,0.284569842427457,0.110220608333198,0.155875479157822,-0.0643645642414366,-0.0608554952876427,4.28818122866573,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",64,0.424665638801998,0.388924338506523,0.388074760696052,0.653615696627747,-0.0742680135409903,-0.0334475052740649,1.6,3,18,0.226295574983582,0.0209550724809251,0.358186986830487,0.428165913567373,0.00481138123223588,-0.00742890357496083,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",5,0.197951814592406,0.187705269474437,0.14953304873678,0.246583084986127,-0.000288575099577755,0.00150585317810859,0.875888859410864,0,4,0.2660060383149,0.253487741593094,0.207060854122971,0.222867119989633,-0.00400411495905244,-0.0353296897312136,1.20272984194549,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",8,0.322462690023703,0.333957051296358,0.180402070739397,0.233608862828667,-0.0189314281451301,-0.00765005148696673,1.30315355882068,0,3,0.648924651697121,0.544279349007958,0.23729061634202,0.426639453706176,0.089684166031397,0.120196875499201,0.554218230450704,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",6,0.612568594554578,0.627634250011079,0.0833531894759788,0.101422541918988,-0.00133844266398399,-0.0270677239870548,1.02901707885967,5,18,0.380108683768544,0.359615384615385,0.170352699910427,0.192748373743347,-0.0134943603414359,-0.0426736687251422,1.37464138111893,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",3,1.07751367208617,1.07926922479013,0.646974799163781,0.913323001541556,0.482282962080465,0.190615542478613,0.0847543253989695,1,2,0.177587770241058,0.177587770241058,0.0706242439251295,0.0998777635912637,-0.0468406577566414,-0.043280364222881,6.86348069662508,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",35,0.443137586204212,0.34854886061422,0.262872016887715,0.260564233405043,0.380573122292899,0.427660932497183,0.17197523454458,3,1,0.133611691022964,0.133611691022964,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Southsudan","Southsudan2014",20,0.314404409339493,0.320863866750275,0.224888518568898,0.356372549019608,-0.00155288490623367,-0.00177882792506776,0.9,2,1,0.0546448087431694,0.0546448087431694,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",8,0.53680649668964,0.481758534164916,0.22499425723929,0.348329453218398,0.0436345012431414,0.0567626612666947,0.8715347106659,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",6,0.447847961837468,0.366397566653018,0.230536257757652,0.450919886956258,-0.0492124663511643,-0.0464696625426751,1.26515150461534,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",6,0.491315435894368,0.481515401501699,0.242196141896393,0.38270944741533,-0.0613784535977349,-0.0677860831553283,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Suriname","Suriname2010",6,0.774281043671034,0.666222119638437,0.322135008053188,0.605384615384615,-0.0426439696589541,-0.04213354442168,1.14285714285714,0,5,0.579320569741515,0.606139834210417,0.0860128177459167,0.158681318681319,-0.035993544753319,-0.0327655539426752,1.6729335732018,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",1,1.56293049467752,1.56293049467752,NA,0,0,0,1,0,9,0.51398822804952,0.64190327120148,0.366232671667155,0.468041326975813,0.0310026790694466,0.00834726494420499,1.01821657876476,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",18,0.265223396020977,0.26680373052096,0.17430184114989,0.184185015925772,0.0809948173910766,0.0919476002956535,0.454404056750625,0,2,0.475204083656624,0.475204083656624,0.124783549621155,0.176470588235294,-0.0567683146894951,-0.0766904892798241,9.50963541613701,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",2,0.703227931488801,0.703227931488801,0.0302779583512025,0.0428194993412383,-0.00305853566723131,-0.00305853566723131,NA,2,3,0.434275223733766,0.365918267522442,0.308243589718518,0.192900432900433,0.326162658589861,0.279315983906062,0.0711105204647075,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",5,0.329008813367805,0.369658145054974,0.3126623928207,0.313620789851894,0.151201755986953,0.279097940657406,0.331106702924858,0,3,0.181767408863641,0.179415079868799,0.149978366586858,0.197671198170269,0.00450099992746424,0.108031711788318,1.02191196626599,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",9,0.0816393800143984,0.0342782588186581,0.111430890374401,0.179366480337354,-0.0113506881398657,0.0237491412506402,1.33625820268359,1,7,0.31853905944192,0.304032448582609,0.303758949533989,0.545308041714,0.0637268734639745,0.0185854997207338,0.682397289471241,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",8,0.32057210611829,0.0286518665806602,0.643525800224119,0.813947582283625,-0.246650708475472,-0.31082103979354,4.84834249090433,0,4,1.10679211224097,0.61035916218191,1.65413991164737,1.34839209873765,0.895092162752276,1.04004051518111,0.245021423445893,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Uganda","Low income"
"Uzbekistan","Uzbekistan2013",7,0.422355070361589,0.312279053565838,0.30764754185152,0.36828968589202,0.103860373016611,0.0920475582555281,0.517613239665648,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",1,0.131352619233776,0.131352619233776,NA,0,0,0,1,2,2,0.749789917233193,0.749789917233193,0.210790639378104,0.298102981029812,-0.147271204164895,-0.121951219512196,4.13588804425973,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7,0.35584282301381,0.38078001947222,0.139202660473508,0,-0.0205811230145054,0.00753214276479782,0.948452889424395,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Zambia","Zambia2013",28,0.286396664094888,0.246932795793972,0.16466050581603,0.214910653153916,0.0582118931530778,0.0326375119738089,0.303469637445343,0,1,0.00670427601994931,0.00670427601994931,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
