"countryOnly","country","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Ghana","Ghana2013",4,1.05006885035707,0.651245165045049,1.07103704794196,1.91103498412886,-0.43725522385565,-0.380503629177828,3.4,1,0.443037974683544,0.443037974683544,NA,0,0,0,1,2,1,0.387096774193548,0.387096774193548,NA,0,0,0,1,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",1,0.384615384615385,0.384615384615385,NA,0,0,0,1,6,0.77801003345393,0.314813418090125,1.21993767463041,1.92570281124498,0.266979121799679,0.0552221583694843,0.597180785094809,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",193,1.72166881714568,1.53794990869691,1.24960274583133,1.1979975461042,0.495520450722952,0.145472856135533,0.320387935106124,200,2.17380794102553,1.92472588828337,1.52697951946519,1.42476589676906,0.0730811833985569,0.0556865876529965,0.7,45,81,1.97150804710824,1.82368137015529,1.09801505966303,1.30771182141045,0.193020505810154,0.201782984490119,0.53890499334327,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",3,0.420687737967171,0.298545744393681,0.515583262785065,0.952859808539329,-0.0550967665860236,-0.0526723671001092,1.33333333333333,4,2.18973266771574,1.95173510202229,0.982078557656169,0.760488247119264,0.161383232655177,-0.059477083695405,0.721951890644388,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",2,0.00151427814064585,0.00151427814064585,0.000456552648271044,0.000645662947122263,-0.000145794859027608,-0.000145794859027608,1.82352941176471,5,0.220473618872864,0.203638515181843,0.153136936793754,0.256061432663913,-0.0356107783739447,-0.0326269933424395,1.31051805997242,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",1,0.0920598388952819,0.0920598388952819,Inf,0,0,0,1,1,2,2,NA,0,0,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",5,1.21481160315867,1.37082298449568,1.00258755567564,1.45114942528736,0.396786385707846,0.339364672086673,0.560188304391212,1,0.384615384615385,0.384615384615385,NA,0,0,0,1,0,5,0.932330751760258,0.511082425550631,1.12627682781197,2.36309600102538,-0.0731853345292786,-0.0263786844440988,1,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",1,1.29032258064516,1.29032258064516,NA,0,0,0,1,11,0.713560295204686,0.677408294843198,0.381551000751586,0.61371237458194,-0.291673316408186,-0.196712816647053,0.765532277424068,6,1,1.22249388753056,1.22249388753056,NA,0,0,0,1,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",4,0.21072887965824,0.258628665806361,0.189588631687812,0.315764470246238,0.093865477159837,0.0898705004040503,0.143993775533164,2,0.0333748171403133,0.0333748171403133,0.0707141843665588,0.100004958583339,0.00667017525256621,0.00714321132738135,0.8334328015991,3,3,0.204572574596791,0.188563285722013,0.224995429263042,0.335637480798771,-0.0808220040706434,-0.0841437488552023,1,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",3,2.59171238590069,2.47324625121643,2.22903732614791,3.18904185530814,0.384745221582865,0.557103082940651,0.873596339874436,4,-0.170675032683738,-0.221905178381255,0.759971012061192,0.675052256003012,0.575829205468639,0.488956185681685,1.28465213032145,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",2,1.228673194218,1.228673194218,0.778131405209073,1.10044398655511,0.317733827103939,0.317733827103939,0.633928571428571,5,0.919159329892159,0.858135908490502,0.429136750280306,0,0.127626820306886,-0.0993160491922531,0.113712140027726,3,1,1.25,1.25,NA,0,0,0,1,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",3,1.66797324964193,1.85600296594275,0.816585453626421,1.71202679091439,0.480985011054235,0.575383057736428,0.34205253468234,3,2.30974960155491,1.66452516125459,2.35150922981617,3.60015127792933,0.0221814264889612,0.23443158084471,1.06375719956167,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Trinidadandtobago","Trinidadandtobago2010",1,0.769230769230769,0.769230769230769,NA,0,0,0,1,3,0.779392229512937,0.792861159485522,0.0608428374178463,0.0344132952828605,0.0208474129083153,0.0267617075815834,0.597940579374443,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",3,2.08366580433163,1.7432078464245,1.85094666181572,1.33261526882,-0.680748422350521,-0.763288191482821,0.916122114315602,3,0.0781312698285409,0.0865863424860445,0.0500757590019193,0.036379493424813,-0.0411529711344032,-0.0383927473854732,1.07061248795389,4,1,0.515463917525773,0.515463917525773,NA,0,0,0,1,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",15,3.39816540927937,1.92298777912336,3.76626568261307,5.17299139375036,0.880528981782469,0.882575861123813,0.322657984505351,5,1.23183194332584,1.26386102270352,2.36522070708939,3.64404169490002,0.972002592487633,0.194258122014995,7.82156144166638,1,1,4.17536534446764,4.17536534446764,NA,0,0,0,1,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",1,0.126182965299685,0.126182965299685,NA,0,0,0,1,4,0.423454200482354,0.29041679119971,0.30045169085566,0.522713876095232,-0.0639166067006165,-0.0716815198442563,1.18863733679991,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
