"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Costarica","Costarica2010",1,0.210846444741366,0.210846444741366,NA,0,0,0,1,3,0.270643870399238,0.212144134055495,0.188538870564379,0.377960257217113,-0.0566217233287433,-0.0679915101203643,3.39533743106245,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",2,0.216047417819037,0.216047417819037,0.101015254455221,0.142857142857143,-0.00340328853494943,-0.00340136054421769,1.04876680752667,1,0.130619565217391,0.130619565217391,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",6,0.276469601129215,0.295776717269278,0.168229446910761,0.34260577431326,-0.0191237988552472,-0.0025550780158915,NA,4,0.291236292977927,0.207173501713207,0.160206185440835,0.252979436431759,-0.0698302328883486,-0.0729206172079412,1.75952197214811,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Ecuador","Ecuador2010",6,0.0975926426650588,0.0886015476133739,0.0786242947975477,0.0674971510402485,0.0117658702712621,-0.0246249470593714,0.870510645949918,1,0.120481927710843,0.120481927710843,NA,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",119,0.187266125564038,0.146859964305973,0.130914867188236,0.163931888544892,-0.00103320555472381,0.0284721700730384,1.00320607128255,55,0.184504128191398,0.166666666666667,0.0826497341108145,0.091666666666666,-0.0159544678505872,0.0361526995832313,5.08326246924495,10,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",1,0.210678652909729,0.210678652909729,NA,0,0,0,1,6,0.283672859228319,0.308338324954883,0.183739305643706,0.25963601532567,-0.136593088576407,-0.0568114971310026,1.5864463493427,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",1,0.0794117647058823,0.0794117647058823,NA,0,0,0,1,4,0.447976247295355,0.434140110417098,0.345663039531506,0.582142857142857,-0.105916318873428,-0.17054010444667,6.99578830796385,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",7,0.135196007152932,0.123232142857143,0.0921167814941234,0.1625455,-0.0796230557145727,-0.0795989019137067,0.739545454545455,5,0.220393026520739,0.22,0.122470280411465,0.164047308677478,0.0131982988753886,0.0215235959351646,0.37704347826087,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",1,0.308333333333333,0.308333333333333,NA,0,0,0,1,4,0.307320531178505,0.292650367931496,0.087210582288065,0.148323822800418,-0.0395497817704291,-0.0259256732409688,1.63890639235244,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Guatemala","Guatemala2010",18,0.274218642157272,0.3,0.167467161247283,0.283529411764706,0.0200694736341531,0.00204142686920074,1.42719578615105,23,0.236212064097938,0.227322459029451,0.10345693572535,0.091666666666667,-0.0201877581931051,-0.0114350682445257,1.3210863243786,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",1,0.03625,0.03625,NA,0,0,0,1,1,0.29,0.29,NA,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",368,0.148203177863479,0.129800739214518,0.100894540265507,0.144423803050898,0.00320254023796683,0.0595580566958096,1,149,0.0933262913675131,0.0624002912390444,0.0824617987136936,0.0875675675675676,0.0162796998025119,0.0315991998685863,1.17436641270821,2,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",123,0.354724977695003,0.335708076436085,0.201971384297917,0.25527950310559,-0.0343412325229399,-0.0691447307048363,0.99701586908606,33,0.233551215928689,0.223453668874598,0.14609423298764,0.15,-0.116666579902654,-0.06865427705404,4.06639213609856,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Jordan","Jordan2013",2,0.10825822873895,0.10825822873895,0.0278228497949583,0.0393474515238995,0.0203047995634558,0.0170505623270231,0.423645320197044,5,0.138503133734438,0.136178026766262,0.0502266505976409,0.0833333333333333,-0.00891353079258827,-0.00612473225069331,4.55246913580247,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",13,0.189315799915143,0.147410832681505,0.152571497337251,0.112265446224256,-0.032716715589114,-0.0243148931426102,1.6826865469734,19,0.107204610425186,0.0632324313316278,0.0939839350338558,0.16736140252716,-0.0583987927639141,-0.043516899892907,0.868797278949853,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Madagascar","Madagascar2013",11,0.268674034688911,0.308526819811799,0.22332420291815,0.288317230273752,-0.142552154623975,-0.0932057162072846,1.38755734401439,31,0.38001366964632,0.354013080692837,0.229498372392541,0.25,0.0107571742285524,0.0380600534935704,0.196225054776329,6,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",19,0.339081887469654,0.317608291309251,0.15520439887273,0.137738791423002,-0.0194165148469643,0.0127419837182636,0.413728493675497,14,0.100561833656796,0.0957231489490539,0.0649233215092229,0.065,-0.0295340414369392,-0.00722653213810511,0.395208885432077,5,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",1,0.24,0.24,NA,0,0,0,1,10,0.171596633755482,0.210445830461871,0.0868638294553883,0.13940543597845,0.0242890110897669,-0.00691259783979114,0.240624102333728,12,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",1,0.0923076923076923,0.0923076923076923,NA,0,0,0,1,8,0.222495717849782,0.186119787543267,0.140647912221202,0.144666666666667,0.0494743116097802,0.055073240154838,0.936342308572689,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",3,0.160514761740098,0.147035502401707,0.136025599309729,0.208888888888889,-0.0348170360919658,-0.0217938420348059,3.53429806359413,6,0.228669873960147,0.161885406984714,0.205793976393842,0.233333333333333,0.0549497573145926,0.0464847794365476,0.244373478986728,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",7,0.255652195683173,0.220291837006019,0.210906086310151,0.384,0.0220466094974138,0.0406124500051277,0.3532660721408,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",12,0.112010422429044,0.0970203837181777,0.0733549803376078,0.0914634146341463,0.00524428605482259,-0.0618503043533803,1,4,0.488095238095238,0.492857142857143,0.0416042616574005,0.0357142857142858,0.00667701863354037,0.00667701863354037,0.94,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",19,0.19383187756996,0.17127089859634,0.160548360612935,0.303846153846154,-0.00780547131886716,-0.0121249048867799,1.04331031176811,5,0.143873133396247,0.159451053302234,0.0989844775332476,0.0523809523809524,-0.0331608240595377,-0.0407092445606975,5.69265819378236,1,1,0.21,0.21,NA,0,0,0,1,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",41,0.418687476357058,0.4,0.376867681802418,0.708,-0.218073545930497,-0.0529654537794477,0.189325225472984,9,0.0710286782028668,0.0189579354708092,0.127781344933071,0.124128100629825,-0.0635820995388092,-0.101884552493443,87.1573180901031,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",3,0.413419336349294,0.425967776890793,0.144008269870688,0.244845168130631,-0.0133042639538725,-0.013790766709778,1.07376618416885,2,0.196001260419171,0.196001260419171,0.0756810015837754,0.107029098853755,0.0588258522094646,0.0495081125713893,0.417488802874989,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",12,0.336308865177707,0.325685824792942,0.156546853917476,0.3,0.0161624581562254,0.0341145771831265,0.538610421181855,31,0.215517389544584,0.18921183895729,0.133692577818813,0.17598,0.0196777947687793,0.00298530744516191,0.514453899357039,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",8,0.286024893799888,0.213700547128756,0.184666713271456,0.311111111111111,-0.0820629485324376,-0.0868312721695009,1.73208015307039,7,0.278796874782647,0.236479027008901,0.234738414713935,0.444090909090909,0.0901144272694134,0.0670709909614004,0.400128234378854,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",NA,NA,NA,NA,NA,NA,NA,NA,5,0.216545251183071,0.268160522032836,0.165088104286748,0.225764166666667,-0.0563821930733166,-0.00879049385245625,0.443021136893479,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",1,0.36,0.36,NA,0,0,0,1,1,0.171298140130444,0.171298140130444,NA,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"SriLanka","SriLanka2011",11,0.395888734073858,0.305645019510422,0.262068862184945,0.381333333333333,0.0433858115940397,0.0332525474378064,0.415992417351174,1,0.566666666666667,0.566666666666667,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Tajikistan","Tajikistan2013",5,0.400471304804018,0.345798504985995,0.318005141351967,0.544773889957035,-0.136562605049173,-0.11555992293705,1.68413558257876,2,0.0215162216352047,0.0215162216352047,0.0339050183662664,0.0479489368060828,-0.00515450979376116,-0.00610529940698569,1.44468213985449,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",7,0.281983699252346,0.26928826498915,0.153443454602011,0.2,-0.0490646062652061,0.00946151053013798,2.65975333586532,4,0.194086018166619,0.213485551480717,0.111781657369512,0.206666666666667,0.0644319815708281,0.055803602935987,0.763552469995248,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Tunisia","Tunisia2013",7,0.180799549662278,0.170170377855189,0.0820077730565649,0.0943147597601827,-0.000122919831526909,0.0317975898618713,0.602527702139099,8,0.149943549369586,0.139285930304609,0.0855971628470043,0.101133333333333,0.110429728450779,0.175716641549451,0.159695334966049,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",22,0.354328133504606,0.281675186953687,0.190294323276286,0.274197190367897,-0.0278005758176412,-0.0406635426444999,1.96372767034818,59,0.255526420100864,0.223865160029244,0.205437739298061,0.21433462939499,-0.0639845052286155,-0.063841218322454,1.50997899396055,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",15,0.287865567635381,0.13624769198902,0.346847054116053,0.285142857142857,-0.0420255337766996,-0.0496899193139931,1.2,1,0.0196875,0.0196875,NA,0,0,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",8,0.285900580748764,0.20274007324047,0.20292241424675,0.347028571428571,-0.122383995327994,-0.087615420913638,1.51627037618898,1,0.75,0.75,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",15,0.37568634177324,0.254047229099508,0.278759955222566,0.396,-0.027758914611992,-0.0551465803430468,0.923272977057232,15,0.243039257992283,0.221132829779804,0.15377282655817,0.188814730363985,0.0146664038792501,-0.000966548351110702,1.58710312021336,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",1,0.285714285714286,0.285714285714286,NA,0,0,0,1,15,0.155645845148201,0.0237432672706042,0.258408610473168,0.173938441910651,-0.0355626937427382,-0.041137856058678,1.17060242589665,7,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",43,0.150472077697489,0.125,0.12149881365782,0.14,0.00237950547099721,0.00236596241939924,0.729700419526119,41,0.137272005391213,0.121428571428571,0.103748842731765,0.16,0.0179326401442484,0.00253087632202903,0.167425488672907,5,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0.29996716131021,0.250703071845615,0.126359793216145,0.268235294117647,-0.0330734297404669,-0.0764591322294479,1.64571895378624,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Yemen","Yemen2013",5,0.24672706265136,0.307504564268194,0.14637657985581,0.200740740740741,-0.0594895782598706,-0.0631999177716107,1.04121612084863,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",4,0.102701373968423,0.096042908028072,0.0916075681601146,0.127345261121857,-0.0482631400525202,-0.0634905628715014,3.4099526669565,3,0.0562249839893049,0.0308391948397682,0.0637043824027848,0.117807616112701,0.0176459537660351,0.0175908295836335,0.953499044443106,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
