"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Guatemala","Guatemala2010",5,20026.627825734,15196.9710195141,12652.5348400571,18876.5477101905,11304.6801755466,11035.5391102847,2.81497507453474,1,24505.1328808699,24505.1328808699,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",37,29321.3357696157,24393.7015345391,18539.8394932846,26047.1816140502,-1593.06533772968,2684.00710167417,0.226408857856113,31,32005.2608694494,14842.3000405222,32723.8269872446,46898.2502718449,-2950.19594231377,-7657.40612162741,0.77830575750119,22,44906.0782303887,27878.5578210125,46201.8232630381,72242.2542066298,-12815.2151026011,-8659.45090202302,0.712983018547753,11,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",6,8763.1317019518,5073.89460042925,9813.42983319196,19942.7869786359,1868.55722094273,182.989973556404,1.64120285757648,7,1671.61154224023,1590.99792564966,840.376367564081,727.415065274382,-58.0459162462527,-53.353886199097,1.01119975340173,NA,NA,NA,NA,NA,NA,NA,NA,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",3,21510.3892087777,21214.3799091456,9695.68358033923,18979.4319268281,1348.86611824428,1242.18303600368,1.37158416951184,1,17760.3058134855,17760.3058134855,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",2,20498.2907486553,20498.2907486553,15609.4404211928,22075.0823447057,-3679.18039078429,-3679.18039078429,1,1,7568.59966104196,7568.59966104196,Inf,0,-1.15940553227515e-28,0,1,3,117590.909818895,116039.878192789,116187.717635457,167139.909181343,-54803.7394198571,-47918.5974346891,0.785926370993282,1,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",12,6769.29999119886,4117.85492706955,9260.57681301451,10674.2458062159,11948.5252853787,5144.00453314721,3.41205009771111,3,6882.00502928268,6886.28832057552,952.179180165341,1347.18332665197,531.748567875622,323.397232973162,6.05431127564494,1,13566.7053317769,13566.7053317769,NA,0,0,0,1,13,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",3,4770.25819199585,3571.23955992668,2967.21797839606,1424.27660748287,3826.88416667376,3484.8705160021,0.925633407641287,2,15038.2665843788,15038.2665843788,18189.6749115678,25724.0849550969,-3215.51061938711,-3215.51061938711,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",5,5108.37232805566,3839.39032814679,4341.98153399231,6725.83504697983,703.377302760736,797.525206621855,1.27960896089921,1,1638.84869565785,1638.84869565785,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",1,496.289048570412,496.289048570412,NA,0,0,0,1,6,1724.62189247865,1666.24382385145,402.320320665882,330.859365713608,52.9636355491171,55.7275553841275,1.21685010326365,3,129.595920191474,108.527872355762,91.5864993828781,150.777339518059,-8.24088109195655,-8.24353135464628,0.933809585573705,18,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",8,3918.17100928271,2599.34201788305,3746.50068527148,872.610180667679,-543.082753880789,-1270.9875540456,0.0678712831593427,3,2552.38230068407,2905.94376172181,1528.52801999021,2829.21866716478,1156.34006818166,1099.07732542429,2.33138914648944,1,10180.4521077896,10180.4521077896,NA,0,0,0,1,31,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",12,18843.7605273021,20074.3768509086,14167.8789355717,15393.1289703264,3269.06405638742,-2335.11117809147,2.4119786917833,6,21593.152772342,16147.1370867138,12198.4270553657,19923.5709680365,7767.87143899165,9627.81961496718,2.58097323622281,3,28267.477235544,17709.8408604769,17551.0543195827,25668.2005971537,-8297.89940234746,-7051.20646356825,0.766076045212013,2,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",4,19868.660935091,16224.5410742033,20126.4894261603,15742.6094946667,-2956.29740780305,-5342.72883689504,0.243079616818035,1,10700.8587414728,10700.8587414728,NA,0,0,0,1,1,1337.6073426841,1337.6073426841,NA,0,0,0,1,0,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Senegal","Senegal2014",2,1896.33353075931,1896.33353075931,3.23491903448257e-13,0,-7.88860905221012e-30,0,1,2,3002.26462235205,3002.26462235205,3307.57873751196,4677.6227092063,449.922112957516,467.762270920629,1.2803772428073,1,758.533412303724,758.533412303724,NA,0,0,0,1,1,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Tunisia","Tunisia2013",9,24113.6547941543,9465.94292025036,27932.9790654656,57070.5394084467,938.265358662659,-3743.16940848203,0.751115714592487,2,11798.6649555294,11798.6649555294,536.66863106243,758.964056548692,-451.421755260748,-356.355699681449,0.37050995770047,NA,NA,NA,NA,NA,NA,NA,NA,2,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",1,24766.0535393307,24766.0535393307,NA,0,0,0,1,1,25683.3147815282,25683.3147815282,NA,0,0,0,1,1,44945.8008676743,44945.8008676743,NA,0,0,0,1,7,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",2,11738.8116734925,11738.8116734925,6992.27868554824,9888.57534899464,1469.61127709906,1500.50521464844,1.46097036251368,2,2910.49070146593,2910.49070146593,2326.46610875047,3290.11992339627,-149.550905608921,-149.550905608921,0.916666666666667,1,170833.149868653,170833.149868653,NA,0,0,0,1,0,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",1,39511.0622182066,39511.0622182066,NA,0,0,0,1,4,8411.57294254542,8168.81997461804,2233.76780502627,3904.77128744962,860.964373872568,1236.51090769238,1.43312920045851,NA,NA,NA,NA,NA,NA,NA,NA,3,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Vietnam","Vietnam2009",4,6615.92116169277,6323.61658280304,4489.58427170153,5781.34499207266,-2140.76541384143,-3050.0607493677,0.2,5,7169.01422513835,5073.26275358757,4945.90660620861,7496.24427043413,3806.07871805258,4241.57237579797,1.14964289965637,NA,NA,NA,NA,NA,NA,NA,NA,1,"2009","East Asia and Pacific","Vietnam","Lower middle income"
