"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","yearOnly","region","countryDes","incomeLevel"
"Djibouti","Djibouti2013",5,148904.820599406,115123.249788362,151566.150197654,304537.815317965,-39316.8811015657,-27897.0033976286,1.14631151016161,NA,NA,NA,NA,NA,NA,NA,NA,-5,5,148904.820599406,115123.249788362,151566.150197654,304537.815317965,-39316.8811015657,-27897.0033976286,1.14631151016161,"2013","Middle East and North Africa","Djibouti","Lower middle income"
"Egypt","Egypt2013",52,18513.3855789602,14484.2056292678,14707.3985933012,13822.2175430019,-2928.05795545131,-5166.10224027335,2.40136180434389,52,18513.3855789602,14484.2056292678,14707.3985933012,13822.2175430019,-2928.05795545131,-5166.10224027335,2.40136180434389,-66,52,18513.3855789602,14484.2056292678,14707.3985933012,13822.2175430019,-2928.05795545131,-5166.10224027335,2.40136180434389,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",20,9825.2629201615,5250.26532761325,11267.9554000462,11355.6630310687,5486.90787612081,5486.90787612081,0.51063829787234,20,9825.2629201615,5250.26532761325,11267.9554000462,11355.6630310687,5486.90787612081,5486.90787612081,0.51063829787234,-36,20,9825.2629201615,5250.26532761325,11267.9554000462,11355.6630310687,5486.90787612081,5486.90787612081,0.51063829787234,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Ghana","Ghana2013",8,135256.369816894,77081.6939156485,141993.284710936,266022.064439638,123064.055675567,113282.66314114,2.125,NA,NA,NA,NA,NA,NA,NA,NA,-6,8,135256.369816894,77081.6939156485,141993.284710936,266022.064439638,123064.055675567,113282.66314114,2.125,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",6,6037.5530249446,5944.24093114935,4870.02028100694,4901.02657617397,4124.05547560189,1372.76326915164,0.928848706200224,6,6037.5530249446,5944.24093114935,4870.02028100694,4901.02657617397,4124.05547560189,1372.76326915164,0.928848706200224,-8,6,6037.5530249446,5944.24093114935,4870.02028100694,4901.02657617397,4124.05547560189,1372.76326915164,0.928848706200224,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Hungary","Hungary2013",5,408493.805654566,421998.870639399,259231.040433466,190561.036250411,-171338.324344136,-112393.905807135,0.176242852923714,5,408493.805654566,421998.870639399,259231.040433466,190561.036250411,-171338.324344136,-112393.905807135,0.176242852923714,-9,5,408493.805654566,421998.870639399,259231.040433466,190561.036250411,-171338.324344136,-112393.905807135,0.176242852923714,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",583,33724.1903732462,19985.0498317521,42383.4029101297,30148.8751747575,14836.5713582283,17103.5194541507,0.853380904908311,583,33724.1903732462,19985.0498317521,42383.4029101297,30148.8751747575,14836.5713582283,17103.5194541507,0.853380904908311,-1075,583,33724.1903732462,19985.0498317521,42383.4029101297,30148.8751747575,14836.5713582283,17103.5194541507,0.853380904908311,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",7,4613.82351002501,2489.58312660732,5212.70702131625,5693.13627617807,5006.98611333314,2413.94211583512,0.455844472678384,7,4613.82351002501,2489.58312660732,5212.70702131625,5693.13627617807,5006.98611333314,2413.94211583512,0.455844472678384,-8,7,4613.82351002501,2489.58312660732,5212.70702131625,5693.13627617807,5006.98611333314,2413.94211583512,0.455844472678384,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Jordan","Jordan2013",7,43806.594361223,10955.5691035659,82434.2132392418,57392.6760011105,45839.09095507,45846.550932391,0.404327510546979,7,43806.594361223,10955.5691035659,82434.2132392418,57392.6760011105,45839.09095507,45846.550932391,0.404327510546979,-13,7,43806.594361223,10955.5691035659,82434.2132392418,57392.6760011105,45839.09095507,45846.550932391,0.404327510546979,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",10,374553.131285565,151360.699377654,597270.480750352,291122.604217969,381958.068206547,275999.04289258,2.00849369811902,10,374553.131285565,151360.699377654,597270.480750352,291122.604217969,381958.068206547,275999.04289258,2.00849369811902,-19,10,374553.131285565,151360.699377654,597270.480750352,291122.604217969,381958.068206547,275999.04289258,2.00849369811902,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",3,8449.77199883231,8360.57936928779,81239.1201985246,0,102613.300852496,34076.398224376,1,3,8449.77199883231,8360.57936928779,81239.1201985246,0,102613.300852496,34076.398224376,1,5,3,8449.77199883231,8360.57936928779,81239.1201985246,0,102613.300852496,34076.398224376,1,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",6,10823.1972022518,7523.44906215096,14829.4711722808,0,4770.76762844569,4852.19046981715,0.666666666666667,6,10823.1972022518,7523.44906215096,14829.4711722808,0,4770.76762844569,4852.19046981715,0.666666666666667,-4,6,10823.1972022518,7523.44906215096,14829.4711722808,0,4770.76762844569,4852.19046981715,0.666666666666667,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",6,26564.8249252002,14258.3091417369,33491.4462408273,71273.4773483793,26662.3835957084,24435.9388566416,2.33209201280555,6,26564.8249252002,14258.3091417369,33491.4462408273,71273.4773483793,26662.3835957084,24435.9388566416,2.33209201280555,-11,6,26564.8249252002,14258.3091417369,33491.4462408273,71273.4773483793,26662.3835957084,24435.9388566416,2.33209201280555,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",18,26509.7638647476,4693.45448165666,61305.3015258589,9374.50384480754,46627.7834637076,11125.1578193547,0.403553057485668,18,26509.7638647476,4693.45448165666,61305.3015258589,9374.50384480754,46627.7834637076,11125.1578193547,0.403553057485668,-34,18,26509.7638647476,4693.45448165666,61305.3015258589,9374.50384480754,46627.7834637076,11125.1578193547,0.403553057485668,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",19,729.210128099751,264.687492570886,1270.23642285442,451.532799826607,-362.519124970109,-310.393917983612,0.568914285420994,19,729.210128099751,264.687492570886,1270.23642285442,451.532799826607,-362.519124970109,-310.393917983612,0.568914285420994,-15,19,729.210128099751,264.687492570886,1270.23642285442,451.532799826607,-362.519124970109,-310.393917983612,0.568914285420994,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",17,6178.38543290473,1912.67867494963,9570.98301625155,6379.74998754815,-1877.35607364981,-4892.9700083696,3.82990121583256,NA,NA,NA,NA,NA,NA,NA,NA,10,17,6178.38543290473,1912.67867494963,9570.98301625155,6379.74998754815,-1877.35607364981,-4892.9700083696,3.82990121583256,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",5,37725.8829797609,26369.548457761,60713.0144007675,0,8561.83649252687,-9689.44221736463,0.577505577839966,NA,NA,NA,NA,NA,NA,NA,NA,-1,5,37725.8829797609,26369.548457761,60713.0144007675,0,8561.83649252687,-9689.44221736463,0.577505577839966,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",12,71602.3709829412,39583.3508145782,107643.253065627,11589.528210165,56832.0467136763,63377.208263414,0.635250756839065,12,71602.3709829412,39583.3508145782,107643.253065627,11589.528210165,56832.0467136763,63377.208263414,0.635250756839065,-23,12,71602.3709829412,39583.3508145782,107643.253065627,11589.528210165,56832.0467136763,63377.208263414,0.635250756839065,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",7,361505.563089345,26764.2045482193,698339.882213673,1340015.56804572,124722.564071292,117357.506241261,1.28739303556377,NA,NA,NA,NA,NA,NA,NA,NA,-7,7,361505.563089345,26764.2045482193,698339.882213673,1340015.56804572,124722.564071292,117357.506241261,1.28739303556377,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",11,1064662.6283636,118192.449122769,1212972.74594646,2059605.13484072,-170995.210218669,-108175.172451738,0.514216048872642,11,1064662.6283636,118192.449122769,1212972.74594646,2059605.13484072,-170995.210218669,-108175.172451738,0.514216048872642,-4,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",3,42411.8465983033,23438.7581394845,50796.1827252808,79818.214485691,3321.8602732784,-7680.54674899059,1.83585177495394,3,42411.8465983033,23438.7581394845,50796.1827252808,79818.214485691,3321.8602732784,-7680.54674899059,1.83585177495394,-4,3,42411.8465983033,23438.7581394845,50796.1827252808,79818.214485691,3321.8602732784,-7680.54674899059,1.83585177495394,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Trinidadandtobago","Trinidadandtobago2010",NA,NA,NA,NA,NA,NA,NA,NA,5,29778.8032079926,27203.7508864873,9191.18362683024,4767.10705712708,-3266.16311905766,-5208.56631803574,0.679621630317276,-3,5,29778.8032079926,27203.7508864873,9191.18362683024,4767.10705712708,-3266.16311905766,-5208.56631803574,0.679621630317276,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",11,166976.1565134,98869.5946483353,156147.457350416,300317.860709337,-47763.4712972301,1279.00325398075,0.974370575998982,11,166976.1565134,98869.5946483353,156147.457350416,300317.860709337,-47763.4712972301,1279.00325398075,0.974370575998982,-20,11,166976.1565134,98869.5946483353,156147.457350416,300317.860709337,-47763.4712972301,1279.00325398075,0.974370575998982,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",5,150985.228332523,152268.198635121,146120.923308122,299961.360252263,-143397.172175082,-99810.6653762122,0.0186183109438055,NA,NA,NA,NA,NA,NA,NA,NA,-1,5,150985.228332523,152268.198635121,146120.923308122,299961.360252263,-143397.172175082,-99810.6653762122,0.0186183109438055,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Vietnam","Vietnam2009",23,41279.2944332632,17760.923213178,63721.6493402463,22542.2349512182,27831.0562412784,39425.7606654824,1.03997615096692,23,41279.2944332632,17760.923213178,63721.6493402463,22542.2349512182,27831.0562412784,39425.7606654824,1.03997615096692,-43,23,41279.2944332632,17760.923213178,63721.6493402463,22542.2349512182,27831.0562412784,39425.7606654824,1.03997615096692,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",5,19098215.9871874,3652225.88577785,40706599.6661567,15252671.6092187,-630625.879317535,1172699.84322874,0.914649198974125,5,19098215.9871874,3652225.88577785,40706599.6661567,15252671.6092187,-630625.879317535,1172699.84322874,0.914649198974125,-8,5,19098215.9871874,3652225.88577785,40706599.6661567,15252671.6092187,-630625.879317535,1172699.84322874,0.914649198974125,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
