"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Mexico","Mexico2010",6,0.666715609059901,0.43507264806064,0.671326956011536,0.66720088708187,0.097181386306534,0.0781651888298092,0.875,5,0.22382737689012,0.122999266339738,0.171585568143764,0.333635333855432,-0.0384124198994826,-0.027297935680807,1.87307301194111,1,0.271923861318831,0.271923861318831,NA,0,0,0,1,6,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",2,0.231462460375157,0.231462460375157,0.248926990852276,0.352035926504012,-0.0293429660072352,-0.0293363272086676,1.16693286899688,5,0.22317793299602,0.137040066076893,0.201266677350461,0.205854547782887,-0.0399266883055828,-0.0445252622942207,NA,1,0.133333333333333,0.133333333333333,NA,0,0,0,1,0,"2013","South Asia","Nepal","Low income"
"Pakistan","Pakistan2013",NA,NA,NA,NA,NA,NA,NA,NA,3,-27.4979845506629,0.000967481859715291,46.1095465852279,78.8107142857143,-24.9347835254003,-25.1369410498576,0.359005280255772,1,-0.0011070110701107,-0.0011070110701107,NA,0,0,0,1,1,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",1,0.466417910447761,0.466417910447761,NA,0,0,0,1,6,0.383543441025141,0.337636619537171,0.204666105868925,0.273899060659495,0.0468366894768242,0.0401487996374912,0.500177130007766,3,0.119486649894898,0.11650189807728,0.0592214471938538,0.0870426579908759,0.0118070244453068,0.00176412016352019,0.716216216216216,0,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",13,0.241607747978027,0.236590231910767,0.647209642609057,0.763212407970852,-0.010196686945121,-0.0156048399036841,0.914735001089216,28,0.335504511363874,0.239928564310464,0.289009035363219,0.390161716875785,-0.00691096953614722,-0.00743859329357793,1.3357503053322,33,0.257054959095805,0.153104726688136,0.272944080910787,0.398417084085708,-0.0121574557937736,0.006873551411808,0.992931716252361,3,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",13,0.625139697408247,0.779206449480832,0.409348418028068,0.794653786349952,0.0201745686482521,0.017520978643522,0.774524742834721,16,0.729369653875001,0.835547889006359,0.477824088280783,0.621674874471236,-0.00459931845377945,0.0216019490126302,0.88785905659211,15,0.512255308193249,0.476553079998263,0.307455884290029,0.588940706195869,-0.0141777726795895,-0.0637816858670009,1.0486458419569,0,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",1,0.526315789473684,0.526315789473684,NA,0,0,0,1,1,0.17076927189467,0.17076927189467,NA,0,0,0,1,1,0.223384213610638,0.223384213610638,NA,0,0,0,1,3,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",3,0.508084866207771,0.649878147847279,0.206149814899971,0.307506997518594,-0.0436518822671163,-0.0508586652479082,1.31868417610992,3,0.544804538461753,0.546099584634948,0.00500208581682776,0.00788698751807382,0.000953419681662817,0.000796974622319431,1,1,0.0762841159518563,0.0762841159518563,NA,0,0,0,1,3,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",3,1.59430744963434,1.68845306139113,0.796020774294179,0.690620669587063,0.179271039905704,0.381435195684847,0.821428571428571,4,0.448363881729511,0.374186505803602,0.31525296522907,0.517393438700373,-0.0436187976037372,-0.0560149602667127,1.156425071938,3,0.157924458275023,0.127934898203424,0.185775393683378,0.147002964777859,-0.00863323343046367,-0.0204417098053991,1.52736732824787,0,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",1,0.154639175257732,0.154639175257732,NA,0,0,0,1,2,0.63208311282606,0.63208311282606,0.0148446513361636,0.0209935072483024,0.000692251580165347,0.0009127611847088,0.956771478742106,7,0.263626761146921,0.257328497985457,0.180536188280614,0.294355207134112,0.0111212284137051,0.0970429492477327,0.609526233230035,1,"2009","East Asia and Pacific","Vietnam","Lower middle income"
