"countryOnly","country","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,4,0.0472154141637982,0.0418472558960155,0.047249648793864,0.0434241795617113,-0.00576489525256587,-0.00593339641163003,1.30516125561753,8,0.161686528563235,0.0253263893238649,0.260759668865371,0.192012054190112,-0.0534694957568015,-0.0575674000988838,1.04597818272162,0,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",36,0.593634151714825,0.398406990271137,0.745930034252672,0.862567467308844,0.207807763595808,0.0100336759760557,0.697872761951296,68,1.28900073940478,0.776579224152091,1.48316818301708,1.62798804780876,-0.0700697498822114,0.0603821955271104,0.706459553979581,70,0.614527605248365,0.504001144927568,0.47500846810718,0.442992801997065,0.103994375298766,0.0597533251962925,0.442507900036668,15,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",3,1.4982508217957,1.49357199620257,0.284921607529505,0.40969924897906,-0.0597067267131812,-0.0295126990276178,1.45,NA,NA,NA,NA,NA,NA,NA,NA,3,2.6379931246519,1.99427287567213,3.05392381996345,6.01669143333745,-0.988514057745553,-0.990940301439144,1.22044225063499,0,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",1,0.245138912359977,0.245138912359977,NA,0,0,0,1,3,0.687864334923158,0.0635930047694754,2.07178329470987,4,-0.636775089875249,-0.636775089875249,0.823529411764706,1,-0.952380952380952,-0.952380952380952,NA,0,0,0,1,0,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Georgia","Georgia2013",1,0.27027027027027,0.27027027027027,NA,0,0,0,1,3,27.1003694257987,25.9224505732665,24.5017794078174,36.0180464743829,3.14745787663445,5.10163291493517,0.944524635445789,1,2.16433009895718,2.16433009895718,NA,0,0,0,1,0,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",1,0.00595136496838209,0.00595136496838209,NA,0,0,0,1,6,0.282915291627951,0.0780473394316117,0.344126554418677,0.610689381553161,-0.0111767762011225,-0.0087788787392278,1.24708299924797,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",4,2.17943794607645,0.794154913271204,3.02458246728154,6.16897689768977,-1.60687599589355,-1.48561354579128,1.03574613410258,5,0.179464164406412,0.11196466011492,0.186525073104056,0.325183763842263,-0.00397735886551065,-0.00495197459179358,3,2,3.15670602114781,3.15670602114781,3.44153819260179,4.86706998740244,1.38603851752363,1.44289242989364,0.650987599839379,1,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.91304347826087,-0.91304347826087,NA,0,0,0,1,3,1.39210797785954,1.34242952104344,0.563254436474993,0.54243879632778,-0.210102088905165,-0.245334322761907,1.87740329723679,3,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",39,2.30070523927635,2.21629493341249,1.61258792375493,2.05805377111587,-0.123705697297848,-0.265691525151881,0.448711840846944,177,1.40939787554979,1.24196822128915,0.993537042888981,1.2133762951559,0.013422650677681,0.0690509935226763,0.833333333333333,155,1.44643565396063,1.0581332465208,1.49083194249845,1.40103933610461,-0.149558785548889,-0.134267586331696,1.1438816716897,8,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",12,1.05603637449428,0.625781196530083,1.06003798503794,0.811450330443366,-0.310967044493958,-0.126641456649344,0.994019295082863,82,0.377325669621162,0.323751710021992,0.445831413645845,0.522388408637787,0.00767514585946776,0.0554246254197822,1.2,31,0.8045419119274,1.1159341867511,1.36323554458545,1.6001946931655,0.240295678821794,-0.114310662378755,1.66666666666667,7,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",1,0.72169598556608,0.72169598556608,NA,0,0,0,1,93,0.271137118435039,0.174021669574314,0.329335984770618,0.344339884546836,-0.0341393011479871,-0.059546645734432,1.28571428571429,25,0.13062915793269,0.0713967139126695,0.140982366767611,0.113613820466193,0.000169001758636896,-0.00484368889031206,1.00699532605887,18,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jamaica","Jamaica2010",2,3.35155413221127,3.35155413221127,0.106345267993662,0.150394920290839,-0.00835527334949103,-0.00835527334949103,1.125,3,0.736930568967213,0.736635842437362,0.0961370953999891,0.127105789756392,-0.0019161565172629,-0.0110594699354362,1.01804155303654,2,0.911567990973239,0.911567990973239,0.163185603779059,0.230779294048388,0.0177522533883375,0.0177522533883375,0.866666666666667,0,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",3,1.98321889664297,2.03570960084952,3.84951393493633,4.93761842297041,-1.03421096523156,-1.73682179765945,2.52595155709343,7,0.387137591980858,0.318930313770271,0.293482707929541,0.236681065514759,0.046728119235872,0.0349132720829914,0.812950883108986,5,0.388482066274358,0.226278543968529,0.405570078710882,0.643351212857425,-0.0582848601643868,-0.0496811914542944,1.05531109742146,0,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",6,1.05417618340588,0.928108197675818,0.55477575318189,0.874774188083178,0.24892599412497,0.274623882945168,0.213614533808579,2,0.654955270128442,0.654955270128442,0.661907642142238,0.93607876455595,0.19501640928249,0.19501640928249,NA,4,0.79373129193788,0.830829025988837,0.19815350914764,0.189856946286191,-0.0594825498592687,-0.0677627191934339,0.784142030188694,1,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",1,0.143884892086331,0.143884892086331,NA,0,0,0,1,1,1.11111111111111,1.11111111111111,NA,0,0,0,1,4,0.26759138874959,0.242103278544652,0.237698022650902,0.405453131104191,-0.0335619100641667,-0.0191469445438165,1.10947168863559,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",2,3.1860723049305,3.1860723049305,2.04718807833351,2.89516114510777,-0.835772959120789,-0.7794664621444,1.70696664270138,1,8.8158124890677,8.8158124890677,NA,0,0,0,1,4,0.908597060317914,0.467043649907068,1.11141266419249,1.33430610445193,-0.0642724611591681,-0.243838268955095,0.932527919316787,0,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",NA,NA,NA,NA,NA,NA,NA,NA,6,0.241501910516499,0.211483469685973,0.100928279380708,0.168591182321764,0.0205802763954687,0.00375917709285887,0.543163879464086,2,0.435449199136499,0.435449199136499,0.245232460637048,0.34681107176704,0.093333385929905,0.101153229265387,0.674991170038993,1,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lebanon","Lebanon2013",2,0.780848356088633,0.780848356088633,1.02035375836878,1.44299812350348,0.196772471386839,0.196772471386839,0.785714285714286,1,3.5,3.5,Inf,0,0,0,1,3,0.30542759800852,0.317258883248731,0.0530423708386253,0.091827863507933,-0.00611046471573135,-0.00529622789420846,1.10091572739053,2,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",NA,NA,NA,NA,NA,NA,NA,NA,2,0.0187612972013275,0.0187612972013275,0.00955138644466042,0,-0.000547494578741204,-0.00135077002495053,1.43292179181201,1,0.0695026962252846,0.0695026962252846,NA,0,0,0,1,2,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mexico","Mexico2010",4,2.68230386716852,0.814601144546747,3.99520760332851,7.31157952740856,3.2839376088658,0.452547309033377,0.105930033173562,7,0.176071597789429,0.156789201689644,0.0784519965756154,0,0.0070826756273754,0.00140956099525376,0.583380124954834,7,0.714152724356307,0.699602772719246,0.279858275140762,0.32944832944833,-0.00473503372349672,-0.031305326983922,0.982296565041454,10,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",NA,NA,NA,NA,NA,NA,NA,NA,5,0.423851937325572,0.419931806115949,0.0579658496669774,0.0943396226415095,-0.0108982328814624,-0.0208950561330326,0.928939784620448,5,1.0972265866409,0.993168697110421,0.564504492554919,1.27265120232246,0.0208770654490344,0.0155352964506495,0.959156861297983,0,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",1,0.495049504950495,0.495049504950495,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2.51451471330989,2.51451471330989,0.375950947870365,0.531674929265291,-0.161490048608616,-0.161490048608616,2.54761904761905,2,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Namibia","Namibia2014",1,1.71171171171171,1.71171171171171,NA,0,0,0,1,4,-0.262419633237045,0.0636743530661839,0.803582835091995,1.55199345822806,0.145262467739064,0.142520012064777,1.66571002434969,NA,NA,NA,NA,NA,NA,NA,NA,0,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",2,1.12223628377875,1.12223628377875,0.326891469602356,0.462294349735725,-0.0735468283670471,-0.0735468283670471,1.46666666666667,2,3.3168177374186,3.3168177374186,0.441978354953131,0.625051783850068,0.156262945962517,0.156262945962517,0.666666666666667,2,0.911723818350324,0.911723818350324,0.201515602608771,0.28498609823911,0,0,1,1,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",NA,NA,NA,NA,NA,NA,NA,NA,3,0.0307825505423079,0.0322720746370758,0.0258075330347123,0.0351440690073057,0.00262028770328426,0.00188458683675994,1,3,2.24792867742393,1.90703240608319,2.02883241468051,3.76964433713036,0.0312529825407371,0.0422036616078142,0.976902000736316,3,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",5,0.431462524039987,0.257420962409473,0.526867089836308,1.08269696112295,0.150805083609178,0.0968272472231384,0.688951629935987,49,0.43806909230714,0.379120437099271,0.654436637803135,0.69901585825322,-0.0719661498244659,-0.0187170795741211,1.51761143983693,22,0.415395301010201,0.383221063995572,0.47700853388631,0.553676715986205,-0.052452483118091,-0.069622707247775,1.04255750265351,5,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",1,0.00803773445206867,0.00803773445206867,NA,0,0,0,1,7,0.692148257968032,0.375460205834605,0.660850865282836,1.13344988344988,-0.227436715837503,-0.0770128254742603,1,2,0.268450184501845,0.268450184501845,0.327460889442479,0.46309963099631,0.0528096070434389,0.0528096070434389,0.814285714285714,2,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",6,0.854956381086983,0.69020609213578,0.876946409274965,0.744667266773531,-0.223193252740531,-0.223193252740531,3.69230769230769,3,0.90509871285942,0.910161843393236,0.452409976297724,0.609766227601756,0.0538875555961694,-0.102998060516122,0.79421336100188,1,0.67945205479452,0.67945205479452,NA,1.11022302462516e-16,0,0,1,4,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",11,0.308551506933709,0.214295321518239,0.359100133996006,0.322160950596015,-0.033000709518758,-0.11162110384697,1.24468279489999,21,0.571909866958298,0.379841877995132,0.640268083055835,0.91283185701499,-0.0227703033736795,-0.0234961888891984,1.02139965816785,34,1.44021705122701,1.17723100955681,1.2241635161845,1.95197120266115,-0.0777999178029755,-0.0798609545037917,0.910326690800527,11,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",1,0.365290900049727,0.365290900049727,NA,0,0,0,1,2,0.17200759076741,0.17200759076741,0.194926500750924,0.275667701027886,0.05750428115781,0.0574307710474763,0.704973258993517,1,0.469157254561251,0.469157254561251,NA,0,0,0,1,3,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",11,0.725981670323636,0.548949701748697,0.515979310539774,0.140334450185929,-0.104827737547006,-0.178438892218396,0.474215725992221,17,0.691394431982163,0.465335657685724,0.746265634601175,1.29352638044394,0.0579413312174312,0.00329561444596622,0.817102758131429,4,0.557637177897787,0.539579999413245,0.328074811797047,0.432099677973326,-0.0359359821599619,-0.0375077094979055,2.55840255812002,5,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",NA,NA,NA,NA,NA,NA,NA,NA,4,0.283930247198473,0.200841242185865,0.350906087267321,0.289646071201485,-0.0311649273928109,-0.0338220895949507,1.37409359239653,1,0.197923408885702,0.197923408885702,Inf,0,0,0,1,2,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovenia","Slovenia2013",1,0.652173913043478,0.652173913043478,NA,0,0,0,1,1,0.685472496473907,0.685472496473907,NA,0,0,0,1,1,0.0856408792463603,0.0856408792463603,NA,0,0,0,1,2,"2013","Europe and Central Asia","Slovenia","High income"
"Southsudan","Southsudan2014",NA,NA,NA,NA,NA,NA,NA,NA,7,0.142003558558277,0.0980392156862745,0.144138539939602,0.191618108471537,-0.0103889349803803,-0.0103889349803803,1.28571428571429,1,0.0303030303030303,0.0303030303030303,NA,0,0,0,1,1,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",1,0.342465753424658,0.342465753424658,NA,0,0,0,1,10,1.29979735517018,1.29334296039555,0.999036458434054,1.89148073022312,0.115424273258782,0.0191326715404995,0.672605336640411,9,1.54553814064949,2.45932793494193,1.39102058059193,2.42852527863027,-0.202961552733456,-0.0601489765043933,1.0407937169549,4,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",NA,NA,NA,NA,NA,NA,NA,NA,3,0.856183420149305,0.816326530612245,0.237520682139651,0.469998492386552,-0.00086645412037087,-0.000866454120370871,1,3,2.37773090442576,1.72970479704797,1.16375925325438,2.0390019349209,0.114734430814199,0.114734430814199,1,0,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Suriname","Suriname2010",1,5.61662521062345,5.61662521062345,NA,0,0,0,1,5,0.83558684788193,0.819672131147541,0.126349157242647,0.182336182336182,-0.00170812108940083,-0.00170812108940083,1.09090909090909,4,0.968421686967991,0.965209890741805,0.0380357507892719,0.0344984019808765,-0.00534417227191472,-0.00534417227191472,1.36,0,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Tajikistan","Tajikistan2013",1,0.934579439252337,0.934579439252337,NA,0,0,0,1,5,0.348910807691587,0.381203644175103,0.120538754542526,0.181630546955624,0.0508116046432703,0.0565863914963057,NA,3,0.180077864176678,0.152224007254979,0.175896869612948,0.140090354197883,-0.0152789043301718,-0.0354016515705071,2.37523932298088,2,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Trinidadandtobago","Trinidadandtobago2010",3,0.721213882405142,0.77037037037037,0.334887753670127,0.664341891879224,0.0220424335368888,0.0220424335368888,1.00877192982456,2,0.404705551145266,0.404705551145266,0.361206061385336,0.510822510822511,-0.135902980742917,-0.127705627705628,1.65276301161769,1,0.412371134020619,0.412371134020619,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",2,0.0890552898878122,0.0890552898878122,0.0849605403682483,0.120152348455324,-0.0268774829793235,-0.0321337676101447,2.42426297397429,NA,NA,NA,NA,NA,NA,NA,NA,2,0.623597201304243,0.623597201304243,0.35674712280286,0.504516619405385,-0.0268171677356762,-0.028028701078077,1.0915316162792,3,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",5,0.0639542107544639,0.0439027731486887,0.087950168735387,0.101246508311034,0.0148266422089728,-0.00634067235594238,0.541981467439244,9,1.47475376862302,1.63121016301247,2.52936066923442,2.00376138757633,-0.050984813249665,-0.448916362724106,1.31167381574774,5,0.337305777542823,0.351846690851127,0.118623336344127,0,-0.00465817375093351,-0.0178500516500349,0.997141328105907,15,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",2,0.234909051817022,0.234909051817022,0.081750691038181,0.115612935999568,-0.00758519207625202,-0.00763481652827337,1.1580074857647,2,0.416787993229563,0.416787993229564,0.161164505910503,0.227921030031792,9.24446373305873e-33,0,1,1,0.0532859680284192,0.0532859680284192,NA,0,0,0,1,0,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",5,0.00931275548740299,0.00570613409415121,0.00768238748308743,0.0132466940264478,0.00152880666136579,0.00142679253300911,0.987136292172597,35,0.0693056838661739,0.0766620556849156,0.0415266576168365,0.0492424242424242,0.00369788994155896,0.00225946679911821,0.943558416934781,28,0.0944994037459276,0.0518614516143459,0.115908916794558,0.112244261477046,0.00449986258076997,0.00196220398918998,0.667984072604595,4,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",2,0.51897350118126,0.51897350118126,0.132146358617641,0.186883172575286,-0.00974544151466216,-0.00974544151466216,1.11643835616438,NA,NA,NA,NA,NA,NA,NA,NA,3,0.879817025980221,0.208333333333333,1.57776873524945,2.97702033008013,0.620523418062477,0.654117857070106,0.405215695376859,0,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",1,0.972677907785525,0.972677907785525,NA,0,0,0,1,1,0.48092186099027,0.48092186099027,NA,0,0,0,1,5,3.36683613756631,2.62790641270482,2.0192856211183,3.53208059057246,0.353348910012536,-0.227086977481865,0.863938902649956,6,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",38,1.2693441817735,1.48719968268954,0.564146118672531,0.591328147507922,-0.0637135544336697,0.0358517341973735,1.04816322964502,12,1.46294938771413,0.860241862040077,1.29263395970034,1.69497169497169,-0.196399581346274,-0.123705277990187,1.06039565933451,39,2.02380255472228,1.36394718556394,1.87987890893773,3.44868806407269,-0.176977208143905,0.132027590560415,0.995260475563294,12,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",1,5.57482656095144,5.57482656095144,NA,-8.88178419700125e-16,0,0,1,8,0.64225325210514,0.612485826127847,0.147444884012393,0.305047023415963,0.0169031488530827,-0.046142681190173,0.705615287150555,5,2.69091956776872,2.1989349134222,2.52687542500746,1.73499074318963,-0.526104820011241,-0.372494883293844,0.947593432618391,4,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Yemen","Yemen2013",1,0.00379506641366224,0.00379506641366224,NA,0,0,0,1,8,0.802665039312463,0.72203962768681,0.363406255668109,0.423998018650529,-0.032818090202035,0.135192637308724,1.72570611295986,11,0.365068967100177,0.381630659615713,0.643203516366225,0.788301316701195,0.0249520201637949,0.0231774256021293,0.753219914077739,7,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",1,0.328126688044166,0.328126688044166,NA,0,0,0,1,14,0.363320254388579,0.188803882224354,0.355621707185826,0.428678593660346,-0.0395354849048643,-0.0359183057097273,1.29411764705882,4,0.128390366999457,0.089061619870121,0.13173298110785,0.231059593610916,-0.00624839548023704,-0.00608827836043428,1.12922609497513,0,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
