"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Non-exporter","mean_Non-exporter","median_Non-exporter","sd_Non-exporter","iqr_Non-exporter","OPcov_Non-exporter","OPcovNoWeights_Non-exporter","indAlloc_Non-exporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","yearOnly","region","countryDes","incomeLevel"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,0,65,-4.89508003184099,-4.74000274855402,0.993155550599231,1.92928387585902,0.393198213118243,0.252639530704881,1.83099332383222,30,-4.01958552028539,-3.91301642792999,1.30392544613051,1.70475880828438,0.581800072520696,0.600682688257723,1.04570515753572,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",NA,NA,NA,NA,NA,NA,NA,NA,2,45,-3.31426756117834,-3.56689771678549,0.832652382890922,1.14015441916507,0.0700107326062718,0.580126862890429,0.766959321281211,2,-3.70295383571425,-3.70295383571425,0.13568722876724,0.191890719163451,-0.00872230541652052,-0.00872230541652051,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",NA,NA,NA,NA,NA,NA,NA,NA,1,12,-0.866303734204007,-0.860083591007089,0.483521110200411,0.665768320675657,-0.0585141842457109,-0.0884224214758006,0.336542726151874,4,-0.608728582171082,-0.364940881048378,0.657167257958231,1.21519885655979,0.183565036940926,0.145674234546998,3.50780299872266,"2013","Europe and Central Asia","Croatia","High income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,0,85,-5.01420069850185,-5.51496669287154,2.04824421889741,2.97981177521814,2.01246376353411,2.00798346793007,1.16666666666667,6,-5.84827663926981,-6.33642703715878,1.98845863422772,2.61768109731779,0.31433524699572,0.313540611278864,6.99787015278837,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",NA,NA,NA,NA,NA,NA,NA,NA,0,14,2.46564748524208,2.10849134772478,0.730877333984996,1.09622143676193,-0.291544188985693,0.163347216673885,0.378976075557325,10,2.82587727184301,2.7120038875604,0.77020463517538,1.37568252540588,0.242230512815427,0.275220573280537,9.52688392167083,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,9,948,0.0127993095620095,0.0688934943781217,1.48695919226424,1.52856021360297,-0.148725158592854,-0.176033224913378,0.789473684210526,267,0.335724616630142,0.546028361066938,1.51255487512413,2.1255245368257,-0.0626272059067382,-0.282023734795977,0.823378152816411,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",NA,NA,NA,NA,NA,NA,NA,NA,0,11,1.29388077894217,1.24724885971341,1.01229041426653,1.47678230197547,0.551487363530367,0.390043116952177,0.908119360369595,15,2.0973231591619,2.37783798290498,0.955572688776189,1.61115117925763,0.533925216666238,0.276858507419945,0.880123852773014,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Fyrom","Fyrom2013",NA,NA,NA,NA,NA,NA,NA,NA,0,16,-1.67614213593333,-1.55039306173581,0.896879086627954,1.2787346273268,-0.0698417232972476,0.135454527459965,1.43691916365676,2,-2.72775685046376,-2.72775685046376,1.41180921349927,1.99659973721397,-0.629730125079459,-0.784378468191201,0.660867297816034,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",NA,NA,NA,NA,NA,NA,NA,NA,1,12,0.83992333323814,0.836241452480947,0.586956467297368,0.432883790271894,0.291865252682253,0.636967061092646,3.78459220023463,2,0.789329636438337,0.789329636438337,1.12496807182203,1.59094510440743,0.703307909885529,0.588520343500309,2.53111690867031,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,0,76,0.72472307917609,1.02613554015343,1.74120312031894,1.98422536531571,0.044092645826297,0.0217769759277006,0.390593922192248,21,1.6749312252016,1.52467119380115,2.2884043455385,2.7442329554622,1.44458098857477,1.7343700704148,1.17628381455573,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",NA,NA,NA,NA,NA,NA,NA,NA,2,68,-0.263007050557998,-0.316426828883597,0.799966419075731,0.718577207730803,0.0489716827038558,0.13892170774924,1,46,-0.660482077069562,-0.900471971281976,1.29009309442157,1.88877046737257,1.01791554048921,0.971908186210269,2.25,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",NA,NA,NA,NA,NA,NA,NA,NA,0,8,-3.18598244759399,-3.05920733562299,0.716925320248627,1.13226562662763,0.14071223974181,0.169650926309212,0.503586959067988,10,-2.50528333640038,-2.59247780999828,1.02214106686723,1.54096441443671,-0.162224368858111,-0.194745067313425,1.52852115712283,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",NA,NA,NA,NA,NA,NA,NA,NA,0,11,-0.398999849847611,-0.133372279143611,0.86797757106757,0.638569858864597,0.00270081650562892,0.282103783693539,1.5,6,0.192280913744746,0.487317820383043,0.746295380607122,1.16210742972287,0.141799046508184,0.198426301384231,1.26883184449297,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,1910,-2.35543933003871,-2.18578108622063,1.77601199747207,2.08335541700875,-0.207156314018141,-0.131969433694323,0.833333333333333,425,-1.97446438122851,-1.73680470891632,1.85017974740378,2.32217918967654,0.0803279939031221,0.256193751464014,0.833333333333333,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,2,360,-6.91042963065608,-6.86807501196109,1.46864249640516,1.87429848980331,0.101923017436589,0.905422136655017,0.759859492601021,93,-6.45522333712613,-6.38204374365188,1.965926770658,2.35248092068619,0.712197586606688,-0.176939840554975,0.63308726533121,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,2,396,-4.43771962559528,-4.50032154053095,1.01957977837236,1.23296979514782,-0.0391519809317711,-0.0455133586002305,1,14,-4.27533321721003,-4.40118525907228,1.14723375329983,1.40136437070526,-0.052244136895464,-0.0679206374740585,1.12066085151287,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",NA,NA,NA,NA,NA,NA,NA,NA,1,41,-0.177826258344714,-0.183975022231738,0.603178753634584,1.12143171165883,-0.062995289624139,-0.0639951595986208,1.31726529876739,13,-0.277850243490179,-0.293294018108124,0.271542336651336,0.214195466758746,0.0325240464605158,0.0176652298948803,0.729713392507849,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",NA,NA,NA,NA,NA,NA,NA,NA,8,20,-2.38694849751456,-2.47686247783671,0.383308783161676,0.444159815497619,0.333307912509198,0.420776099152887,1.13294028774034,4,-1.64976021406272,-1.62592518442927,0.0769301313370877,0.129274576229006,-0.0787536596876615,-0.0847941684087066,0.171844218797548,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",NA,NA,NA,NA,NA,NA,NA,NA,0,60,2.65880914492606,2.58975595214339,0.963806706956103,1.21665678494191,-0.122570623686153,-0.14644323216553,0.392475615420344,76,3.03953115827059,2.84586408406023,1.15815841327367,1.4471205197632,0.417078895735008,0.313771738846422,3.14249382730129,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,1,62,-1.89364935095436,-1.72748666263066,1.91871609032878,2.54289632163952,-0.12544310656846,0.142487981914975,0.728144073840006,75,-1.80539744246923,-1.52068529733288,1.64154705032824,2.15686303680881,0.40352583271762,0.551179932957271,0.31274065023707,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",NA,NA,NA,NA,NA,NA,NA,NA,1,19,-4.58687538855003,-4.68832894301114,0.634256451832561,0.691419125147592,0.132013488990696,0.143731383571789,1.10772716256723,20,-4.27196768712981,-4.30255849292857,0.855599514084775,1.47608267682699,-0.0856774332475672,-0.0193479213864762,0.966114359036336,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",NA,NA,NA,NA,NA,NA,NA,NA,0,53,-6.81130819236145,-6.69386800047779,1.04399217868858,1.19691293069027,0.218813355983336,0.131766389439989,1.51474187500149,30,-6.54589805616613,-6.45371435816026,0.893614056054142,0.977801027360439,-0.107074408024203,-0.0893797953876816,0.718256999358271,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",NA,NA,NA,NA,NA,NA,NA,NA,3,46,-1.44095190975275,-1.40622318039256,1.45426384767687,1.67521316149683,0.703758383812106,0.875906201830502,1.07897218388368,28,-2.12657391970336,-1.96389856860717,0.979682057718703,0.810019228762164,-0.443932768595989,0.135377678052478,0.0811905871546902,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,7,620,-0.475472900035188,-0.458033240949727,1.18884757140575,1.21671337680513,0.726282648469133,0.632266095977626,0.94085875506975,330,-0.484438074805577,-0.351474827669848,1.56600453671496,2.06515240046226,0.696015858836791,0.901790089479981,0.898949705047583,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Morocco","Morocco2013",NA,NA,NA,NA,NA,NA,NA,NA,0,16,0.387869873599179,0.303012855166734,1.22280436473207,2.03564357095421,0.301886596417841,0.278299561133237,0.42319234642762,34,0.0271863246799063,0.0556233453675594,1.03529266355263,0.967560066806385,0.208916266957715,0.284206799393191,0.212706333173391,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",NA,NA,NA,NA,NA,NA,NA,NA,2,94,-3.91666122452733,-3.63112363354905,1.68038863328681,1.42843498719688,0.659997794617036,1.01757667093258,2.57594140831965,32,-2.97340930361381,-3.16600677597461,0.826445767766929,1.60147350570049,-0.230260821505677,-0.0558218337329437,0.400100558593179,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,15,114,-3.06686344388029,-3.41509370488192,1.49091591994507,2.2126633450715,0.418256935074433,0.992644163482701,1.30074608495128,24,-3.28541565068846,-3.59772828471585,1.51341220352473,2.11820802414847,0.650365961624104,1.30819975191179,1.90479708988292,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",NA,NA,NA,NA,NA,NA,NA,NA,0,11,-2.68167217037773,-3.06498756447738,1.7338866399017,2.68227954001099,1.35293500129094,0.796913251128955,2.09114209283225,5,-0.785103303239242,-0.97191559168415,1.72516974794992,3.95160507303961,1.55052176143298,1.59163028684854,0.894162429229196,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",NA,NA,NA,NA,NA,NA,NA,NA,2,171,-1.48230401522531,-2.9802692757163,3.72670736300638,4.25064374450232,0.266568512965204,0.354361854673678,1.1066747580859,67,-0.85387543082128,-2.52990730894617,4.79398642080215,4.42364340334031,-0.212274743309228,0.350922582088174,1.81696542402021,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",NA,NA,NA,NA,NA,NA,NA,NA,1,53,-1.40651182039777,-1.35670846720873,1.92559403678738,2.71638651120582,-0.201132898355987,-0.398098339697563,1.43626103072333,19,-1.78161126607634,-1.5431808941873,0.774322046323622,1.13975989734541,0.374480919407412,0.299241978727917,0.371151085448423,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",NA,NA,NA,NA,NA,NA,NA,NA,0,17,-5.9014124524103,-5.85454394000474,0.793624329847625,1.13194085370928,0.406681859647413,0.227087610475871,1.89854362071833,5,-5.92722419318855,-5.9216794723592,1.04670499175297,1.16019388680028,0.537085777622302,0.381476777105933,10.5527352227686,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,0,219,0.863683939866187,0.992131906340687,1.10150151342462,1.34479757731277,0.18711663151771,0.339144926954315,1.07369126216694,204,1.03716399270507,1.15565172120469,1.6644974372643,2.1793036161405,0.433932011493424,0.394316574003008,2,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",NA,NA,NA,NA,NA,NA,NA,NA,1,170,-0.990370640330128,-1.17299423035357,1.16630892517065,1.26381201177478,0.119501265787955,0.0549053731229387,1.22246184864642,88,-0.920486776753647,-1.08087880423381,1.16344239215947,0.8293522870865,-0.131758354151058,-0.593572275539956,0.511048327433639,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",NA,NA,NA,NA,NA,NA,NA,NA,0,4,2.37864231898706,1.43973484738224,1.54552799096084,2.54990646933413,-0.433104817100084,-0.284884744360043,0.965333047667387,13,1.52343005598269,1.1678439817438,1.20057299518118,2.40498004397746,-0.18823661412479,-0.0516907957981894,3.89427277559234,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,7,181,-0.461005853852229,-1.19755463826556,2.14449277445599,1.75781386601171,-0.368517863105339,-0.497365630990196,0.980886046968203,43,-1.35067375280489,-1.45330168663236,0.850052258444164,0.720251330776015,-1.61235984091648,-1.30818458452641,0.387161139357037,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",NA,NA,NA,NA,NA,NA,NA,NA,0,41,-3.67327975694082,-4.07840053919701,0.93105778711421,1.27275227033227,0.615158968306784,0.301984608728687,0.494331632692626,6,-2.98612242996185,-2.9291563119741,0.421867542084484,0.5960631109368,0.0983408923674028,0.122480200769516,2.35822068523885,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Slovenia","Slovenia2013",NA,NA,NA,NA,NA,NA,NA,NA,0,3,8.25135093052479,8.24399063296416,2.45262417173512,3.47605157222134,0.988966111247266,1.22976981735117,1,12,6.31621687479778,6.33712049489559,0.483361631766959,0.278111236023983,0.0499205710881871,0.0163173238983336,0.795688623601807,"2013","Europe and Central Asia","Slovenia","High income"
"SriLanka","SriLanka2011",NA,NA,NA,NA,NA,NA,NA,NA,0,154,-2.28083336327161,-2.42900752355902,1.0594401955244,1.49722157398105,0.140556094255516,0.124377929590482,0.378448600881089,49,-1.85390465841788,-2.12859951552668,1.13199283701192,1.83629428067741,-0.298317035267716,0.00528274866321511,1.38482238864522,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",NA,NA,NA,NA,NA,NA,NA,NA,0,10,0.401002956896782,0.492785963020302,0.505853926618027,0.775360883057848,0.238065178490342,0.23653116884893,1.09722221835896,8,0.475845183444265,0.436479603671838,0.35690791150489,0.519591583060114,0.171337474034692,0.189200466296498,3.69047603909931,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",NA,NA,NA,NA,NA,NA,NA,NA,1,7,1.03775374085481,1.06609517592656,0.173575941509111,0.243235019213472,-0.0348061810174804,-0.0382991727825807,0.216648352917407,9,0.776664879292458,0.914901668039287,0.657055870236394,0.821649839124845,0.540347852472451,0.534408772466281,2.88990189466736,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Suriname","Suriname2010",NA,NA,NA,NA,NA,NA,NA,NA,1,20,0.492158175606167,0.468455985002945,0.235952397347334,0.280190029607688,0.0454444616404896,0.0472781236647848,0.528758627826224,4,0.383896203522454,0.448088377944338,0.377965419382624,0.517892373841201,0.0671691614956891,0.0538564567511392,1.46588015117588,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",NA,NA,NA,NA,NA,NA,NA,NA,0,22,3.01720524403672,4.28727354750085,2.18929445839515,3.52749655716203,-0.39491634282394,1.18593790617274,1.06164618225369,138,2.58185348492654,0.989779514256816,2.51998848279435,4.96952084316175,-0.295083692427253,-0.972176947828794,0.830550507257066,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",NA,NA,NA,NA,NA,NA,NA,NA,0,34,-6.53373165739027,-6.58994840996973,1.07204728602722,1.11479349992622,-0.0967457630788996,0.0225782347502426,0.863474257728292,11,-5.78743819652285,-5.92599863320425,1.70282777256572,1.31764091985931,0.390430631494568,0.200105980493285,5.34276196024396,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Tunisia","Tunisia2013",NA,NA,NA,NA,NA,NA,NA,NA,0,46,0.841165441663309,0.639953953343382,1.75256082731842,2.06168518817141,0.191269147793249,0.529689978030866,0.910349095879217,127,1.31847437700531,1.31712298319029,1.21027893572597,1.87543099623417,0.339985263099432,0.198912397164194,0.708772561321665,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",NA,NA,NA,NA,NA,NA,NA,NA,2,74,1.45899190485397,1.53849395334737,0.998217259515801,1.3655036876711,0.256087110127883,0.384641834419649,1.68578852363678,62,1.94498500784964,1.84638240543021,1.41206189462819,1.77089169746496,0.0253261038043773,-0.131505366712059,3.68045644352174,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",NA,NA,NA,NA,NA,NA,NA,NA,2,14,-5.03841416751326,-4.44826047869846,1.81950743059178,1.8401469041586,-0.553649558570732,-0.0408257572375032,1.24036911676805,6,-5.19168649377536,-5.02462086673223,1.15106367610003,1.76973697574999,0.327496709692214,0.33177584878404,6.83200363222696,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",NA,NA,NA,NA,NA,NA,NA,NA,16,59,-0.271592432111799,-0.190495272683309,0.789383225686026,0.594138098148269,0.0509586604091755,0.115351263690791,0.384139439592391,15,-0.40650722686482,-0.314103654628216,0.365326917027286,0,0.0124169909656341,0.229159922956592,0.56258303201952,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",NA,NA,NA,NA,NA,NA,NA,NA,0,74,-1.55530681043588,-1.1804131198886,0.989239649511027,1.12385251926316,-0.0883473951949654,0.0369425498463146,0.728110209591262,43,-1.22408762882336,-0.918825664070344,1.02191232469766,1.12313697002595,-0.240193344866853,-0.08539917640272,0.238558378415486,"2010","Latin America and Caribbean","Uruguay","High income"
"Vietnam","Vietnam2009",NA,NA,NA,NA,NA,NA,NA,NA,1,268,-7.00997214856862,-6.90682854054345,1.83910896649776,2.38576704715316,0.00282866051838923,0.204945903432522,0.890798128549634,245,-6.9968664105097,-6.53899530673802,2.54388028345345,3.25678411378935,0.256533615946688,0.475486532750862,0.520235868402408,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",42,1.14638008631614,0.739740885062904,1.45682399809717,2.27130227027444,-0.0770633335123877,0.087344764747596,1.47929752522895,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013",NA,NA,NA
"Yemen","Yemen2013",NA,NA,NA,NA,NA,NA,NA,NA,11,7,-2.43499827170703,-2.37236368766066,0.300336520431547,0,-0.045325204048169,0.0444194679480227,0.516096675712072,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",NA,NA,NA,NA,NA,NA,NA,NA,0,43,0.667910577383637,0.783716177468838,1.26382786227177,1.31715908748025,0.650465678173241,0.607793637429486,1.55072046553777,7,2.64746132870203,2.60252170532641,1.21591788859149,2.38183627765617,-0.448752672504277,-0.0774404521448826,0.504097281533009,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
