"countryOnly","country","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Belarus","Belarus2013",2,53610.7542402096,53610.7542402096,17084.4784346433,24161.1011083433,7375.21549162758,7359.41585484019,2.55330991760124,NA,NA,NA,NA,NA,NA,NA,NA,2,94023.3102893326,94023.3102893326,3502.16088117865,4952.80341577536,1212.39469777102,1245.61523031476,2.06211974871013,7,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",8,44027.7350100241,45018.2468478619,15071.1898735951,31111.1111111111,-615.311809516683,-976.95707070707,0.584525703184202,NA,NA,NA,NA,NA,NA,NA,NA,16,39220.3176545213,37597.0497698471,19379.0419007649,25000,19545.9385581192,21168.8198353441,3.30094645719343,2,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",2,128368.985918635,128368.985918635,101553.702331438,143618.62314632,-98188.4585032917,-69529.6508882978,0.287351002217917,1,4035.07694437338,4035.07694437338,Inf,0,0,0,1,4,55453.2968619578,37936.5740032953,87149.5994326426,136779.646736344,21464.5934128902,358.971474981852,1.30618213235654,1,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",6,50383.2660223628,53767.0804537052,32339.8652370977,14229.8737354792,2559.23417093759,2554.47181877302,4.69707640491176,1,61572.2653617874,61572.2653617874,NA,0,0,0,1,5,73438.8964251367,66848.1930463411,31125.5822362047,42896.2216782745,7887.33077143458,6440.35151634739,2.21846712877151,2,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",1,2849.00284900285,2849.00284900285,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,19,10523.9021599355,4120.29873581649,18046.6227111376,8665.71699905033,9412.5860572352,10654.9810055706,0.94758299874612,30,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",5,26497.7175004683,23607.4272179366,13315.7444321075,9418.58944036079,3239.88828788741,3749.89444083042,1.03024665166577,NA,NA,NA,NA,NA,NA,NA,NA,3,58865.7431250176,18824.8292414873,74764.6108688579,132495.52359358,30899.8663409627,30672.9238235762,2.99006138553368,1,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",52,20458.7562693789,17764.1059808623,14660.0987614996,6359.8290355249,-2605.57252740524,-8323.71269597642,1,1,158.28907821751,158.28907821751,NA,0,0,0,1,70,23792.9346365112,15076.216476097,25171.8540640075,26733.2665434017,1737.16120311708,3016.25641136608,0.791440644883026,43,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",7,88493.5560854723,33115.6481164312,106802.374348975,226316.922485856,-11463.4979984515,5527.11715398834,2.01085744865669,1,24086.7271976693,24086.7271976693,NA,0,0,0,1,4,45000.1179989431,54174.2160943744,32339.7890347136,53887.6762064093,8967.11173861615,9103.49471897471,1.88537456259797,0,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",10,25933.4619990373,15262.8099164067,24193.074460127,29468.279103035,-6890.67867407228,-5093.50799725947,0.295936314701468,2,383557.438985733,383557.438985733,518564.702793291,733361.235658246,40742.2908699025,40742.2908699026,1.125,7,7293.48408174226,4501.42834088914,7304.88863905618,8408.54159460265,4185.05116099499,3440.69815730708,1.62302472043585,1,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",6,7072.25728616264,6890.57564216517,3690.74889215303,6506.46150015146,3060.3494296428,2905.24518723262,NA,11,11316.5734886417,7277.68648881329,9737.49321851949,12657.1702349827,2308.74443993,2360.21754684713,2.32474522999357,7,12447.9019150382,5581.99218874135,16062.8042346231,12792.2397768024,-4643.20563351991,-4756.67189245949,0.747187871148856,4,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",6,10186.721783878,9108.77076991077,6761.28702156744,12041.3208118784,1388.48094006262,-341.454370317656,0.282227753629083,NA,NA,NA,NA,NA,NA,NA,NA,19,99648.1451207161,30139.968493382,142383.060253644,221213.049895123,18306.9726057108,-2734.82169844513,2.44552344305458,4,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",21,45623.3716777819,35898.100125374,22967.6175016977,26058.8869873125,-1678.35767957948,-2548.75314375572,0.719887818045127,3,28228.5065185099,26636.0443973933,17386.0896332058,17086.8579149264,-5535.90612811399,-4068.2995035539,0.583333333333333,130,66580.6421291187,32935.6958367653,86936.4745078586,46062.6768320224,58600.8466519533,65775.1422913758,0.993578413144732,27,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",87,47045.5686202045,33651.2733638683,39251.7992406706,31832.0644357351,-10518.0917023152,-3835.71782195938,0.715801149159521,9,21646.8417998233,22957.0019527134,6622.66486821172,9335.23458302888,-150.894824686395,-1677.08307006703,0.662812767832719,36,91029.4920401826,42343.1856607027,95713.4761929345,149797.950285812,-26084.9948954309,2205.421051807,0.142532568778486,10,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",28,23451.6048723109,24180.8113144726,18697.7856623923,32659.3480743276,12095.9233401704,21121.1889830877,1.93691222197045,2,36456.5016292824,36456.5016292824,46556.9878773321,65841.5236793628,24473.9866098768,22944.7734034143,3.06016487752279,86,44203.8873979637,33376.9185669825,30948.902371152,34723.0262948698,42761.0602813512,68420.333974786,2.64049437028943,24,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",31,35473.058875413,31294.3182611248,23394.3676868986,29827.9421347711,5666.36856106499,4812.73309777264,1.10626111810191,3,37106.5308853612,38057.9803952423,1929.14714272503,3488.64820289721,158.57491831351,158.57491831351,1,49,58434.505594979,41180.4365008036,55295.3893856065,48567.455373667,9129.46565642766,8277.82860806916,1.55180752130554,25,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",12,4929.52632526438,4491.01134558976,3102.34519091027,3572.56449987037,-11.0669948254979,-162.477865793385,NA,10,5361.8757635309,3488.01449037593,4571.9363418371,6842.83508052094,-776.320107803774,-780.989968768617,0.412049020627742,4,14774.7539100903,10290.5983855816,25250.1348865054,35929.7915415535,-1334.27151816253,-9307.08944719141,0.0940647819659555,7,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",7,79119.944917848,40250.2184891699,68363.0639236861,95996.7710966698,14799.6026277606,15726.3660402167,0.700386208900314,4,63307.8204345914,54612.039188664,27969.6543313323,54223.8792476742,20169.7771959961,20062.6614743671,1.34847440936436,12,119682.601922314,65630.390380552,111861.929918157,103612.767758691,115903.49121317,98278.3893441148,0.742044483421132,4,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",1,141381.68651293,141381.68651293,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,6,76593.7755587771,46990.3080675008,82640.1836769525,72849.3422871968,-14522.6162799147,-14141.8322088629,0.313030639618788,2,"2013","Europe and Central Asia","Czech Republic","High income"
"Djibouti","Djibouti2013",10,39898.1171306967,20062.4574280416,45215.3751914287,35666.5909831851,-6057.29797549407,-4479.31946788097,0.795240065376015,6,115748.91325807,37720.6244473517,134711.149273785,284007.96877182,-40717.9244631711,-42717.8956175888,0.552669936703222,11,44675.2207184218,18189.9614014244,60369.6401670104,53901.1356233385,-4048.53131951424,-6350.86834880387,0.12,5,"2013","Middle East and North Africa","Djibouti","Lower middle income"
"Dominica","Dominica2010",6,47297.8872978873,51851.8518518518,22772.7097098819,37460.3174603174,15738.2352444081,15747.2977318835,0.590909090909091,1,15555.5555555556,15555.5555555556,NA,0,0,0,1,7,36153.3451225608,32029.6296296296,18709.0742557333,40329.9663299663,-512.03473608738,-512.03473608738,0.735294117647059,3,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",3,67054.3300199336,24906.4829844724,83960.8500430733,152711.933021332,-21039.9023589159,-23629.8355563222,0.571733171571493,1,16614.0314672634,16614.0314672634,NA,0,0,0,1,17,27996.5571762791,27204.875770501,16428.4143439767,13891.6068245154,3692.61299587831,2003.34258846984,0.692547225162738,3,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",11,60620.8300409326,7310.48019252953,105954.21405009,62592.6288243519,3137.75857686878,8266.4843658182,0.839769877465889,17,11408.1210054314,2768.40505943419,12482.738566881,16049.8250459375,-1511.5128812289,-1645.36541953296,1.00206107217578,9,78221.9248158389,7361.32874230101,142504.716286498,56068.8671391712,175073.613025398,182402.320582876,6.27109475198223,7,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",7,36037.1337557504,37440.4468051663,31439.6309457556,45222.2222222222,8792.96903711339,22340.5026708895,0.631383686550473,1,27272.7272727273,27272.7272727273,NA,0,0,0,1,21,159096.766541945,127533.299667128,130976.429776764,155333.333333333,-30945.4847213797,16374.4027782297,0.347367650090264,4,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",59,15185.2443428797,8635.03790826737,17539.3105630789,12997.4500880561,-1716.61938563928,2899.28700695754,2.66300545785175,50,21794.756464624,11097.183925785,20605.1658867438,31932.6548059053,9705.41317015085,9126.49540123687,1.21948399312315,84,23995.4360369542,19074.0891983822,23864.3938395091,22138.8612357009,-1287.40566487366,998.011723166462,1.16792828988126,57,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",9,17062.6932653691,15916.185425418,18599.3219727418,22535.8139534884,12420.3037261639,10616.9857610665,1.53045009349854,1,16666.6666666667,16666.6666666667,NA,0,0,0,1,24,32264.5458617442,21290.1532041726,28766.7408995963,26176.4705882353,23409.4493522836,14011.7125038538,1.88128259564321,8,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",1,16819.1178439308,16819.1178439308,NA,0,0,0,1,4,122192.850872148,127319.879833576,57979.3111442901,53970.2617611471,-30389.7767240602,-1885.89695869768,0.527864703510981,10,52115.1398762095,43858.7500973354,32100.5676759737,45904.1780583283,-14179.6271957526,-10283.0665917943,1.23361443053375,2,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",27,14732.1098733834,10381.1872734652,11589.9755776442,13524.0960416573,-4055.37202082564,-4065.67244592626,0.122391559202814,10,12926.9751214375,13865.870065051,9099.62598177063,12374.7162782351,-6665.09294638966,-1128.97235639347,0.424964936886395,2,17480.9788435357,17480.9788435357,520.337621067425,735.868520726504,216.853646215879,222.924875396559,2.6035135328144,18,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",17,55515.5423896462,32290.1158220922,49097.1506023956,81836.8732103968,-12043.4458595731,-8790.02538710893,1.26558182411919,6,31605.0364393091,23130.3356309205,28724.4218719656,37201.5042985524,-2165.48578039492,641.568346972869,1.58574727119994,7,34519.36616773,33151.731647592,29314.9819806304,34344.5260272583,20842.6101705089,41688.2636365472,1.8,2,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",13,26381.0847751647,11486.5735546807,38553.5065589227,31884.4512080077,-2611.19984186951,-3237.11376567106,4.2545177591663,19,16773.3430827725,11467.4900261785,17361.1302913936,15551.3839440347,2359.20576799358,915.578468533241,0.147657936359949,2,12468.2662069443,12468.2662069443,874.079898342406,1236.13564683353,-76.0561255152903,-80.6175421847952,0.905865623375873,11,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",14,11850.3548191491,3901.34594742707,16530.2095562748,23119.5646450194,1271.08315797737,1119.18113583659,1.29394395833609,15,21286.3430359807,7755.88731887304,26268.3936524705,22087.1260711769,21375.3150865323,11405.7095026048,0.755504988307881,13,23068.0086298038,13784.9387673872,28146.6870370892,22696.0001019045,341.68817571475,-398.650791319397,0.255497570546463,15,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Grenada","Grenada2010",1,5555.55555555556,5555.55555555556,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,7,26929.8840343702,24233.482169687,6423.39501385192,12287.5816993464,-1867.12972133747,-1882.84458952584,1.07688221675771,3,"2010","Latin America and Caribbean","Grenada","Upper middle income"
"Guatemala","Guatemala2010",8,8855.18022970883,9241.18562545315,3701.12281797693,5356.12190110441,-101.483005290522,-608.129539881715,1.2838186613764,1,13613.9627115944,13613.9627115944,Inf,0,0,0,1,59,22794.2024072751,15969.4789046218,22876.4005909212,22599.1781012466,9495.27662319836,8078.69592733904,0.624719830832262,41,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",4,56064.2381864738,61511.4350171163,36401.8030017505,68549.9839704302,-22871.0272942138,-21923.4135006272,0.667595573592748,1,22799.7058102476,22799.7058102476,NA,0,0,0,NA,14,43153.3161867471,29176.8995761284,41494.8178805202,37258.5415632299,11086.6779398233,8357.9055432091,1.09762300424348,6,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",11,72167.393704046,19149.6803334021,96578.3239280622,174217.503101711,80124.9138179935,42473.5198072844,NA,2,26999.5828204983,26999.5828204983,31946.0496360778,45178.5366595853,-3074.2791218061,-3074.2791218061,0.880208333333333,24,15058.3832268238,15879.1585768692,17990.174747433,20576.7632878365,5963.16725411153,-3307.3338211273,1.11733377415771,18,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"Hungary","Hungary2013",3,2507782.49186108,55137.4237514044,4217229.63923234,7206216.02873265,-1674617.85064509,-1637376.20212122,0.910796047152479,3,54827.0454732623,51968.9432860171,39461.9457320568,58171.2636974939,32499.9839413889,16555.6756263232,25.1694419930854,8,109672.501674495,62410.6641664773,110948.523645973,115005.25696516,8458.06826944467,25034.6099995017,11.1889212250038,6,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",190,29190.7197669113,18810.9226052117,29455.9395282963,23022.7774061784,341.307095606786,4105.11816487756,0.8,78,39702.3747076843,28778.471757723,44556.8456652503,31199.5177944839,-7001.58233062831,-5385.53543065411,1.76646459268033,234,39184.9615271285,21664.1931067044,42836.7438998795,39437.1650013241,-1397.41067330818,-2073.69173072385,0.69845376456809,40,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",42,1701.54953025706,1121.97508844026,1556.37733358128,1974.41232003047,-103.998132317599,1071.23826429643,1.2,9,1200.99268177164,1246.99725475608,465.259391702169,382.045727560075,-73.9517587660859,-79.8817343701564,0.733573138651285,75,3124.29777471499,1243.04909332853,4359.12840067399,3317.90340997601,938.897449353811,2807.6164460574,1.2,55,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",98,30160.4019903792,19236.1104641353,27386.2675737035,37526.6281932655,-4880.78658627047,-4041.89729944985,0.532114882785766,36,18370.2527722909,14204.7625486231,12733.5991283497,16886.9826869695,-118.301142463049,-264.329465748842,1.81730529886137,25,21787.6964356761,14085.9932834948,21459.5084611477,40906.3555771311,-6627.43307955254,-10562.5525178571,0.704590263296255,6,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",27,143702.424195982,139281.948382814,101228.343503639,141224.892409352,-1495.23455328334,2213.05760650571,0.69246179675746,18,143675.153932447,152008.108569376,98740.4776611746,106479.085546734,11939.2891716824,11020.2947767036,1.24714813385979,42,115673.7412028,88351.5315982258,71962.8571243295,35226.1636395211,20004.2945651493,-11129.2903018668,0.414122138147324,15,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",2,15225.538375042,15225.538375042,2602.78891767671,3680.8993873728,-317.318912704552,-317.318912704552,0.852941176470588,NA,NA,NA,NA,NA,NA,NA,NA,31,58331.5578617656,27702.4789622032,59221.6431348948,58365.6791950512,64657.207785996,66462.3761903878,2.43001153725574,5,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",22,25018.6345247393,7784.40555524812,33226.6737239264,33032.6735206391,16462.7193820467,1793.78248816389,1,23,45113.6547929127,25754.8501995914,50534.9693084873,58923.1473611401,53939.383427233,46364.4042236237,0.362404830664216,35,74820.5342491346,55628.0967288643,57472.6651068561,64726.1846012521,-26455.918990377,-4690.96253792687,0.313465958627249,8,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",18,30881.2606776582,30361.3185780872,18664.1313560845,22673.5153055936,-3637.63194234976,6498.6185204927,0.65539684040522,10,15740.7235962991,11853.6866231629,10605.4690055795,13780.6970490055,-3361.59852563256,-3607.6000665453,0.57521421442147,2,22962.1638369406,22962.1638369406,753.540054589571,1065.66656499193,440.935200505091,399.624961871975,3.54002424962149,7,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",21,18471.8033540529,16469.7314754632,13462.5443467326,15125.8147348091,4038.65528189888,5431.99058657027,1.63506613008599,11,120548.751410942,62756.6419009489,131367.00080638,237104.781103633,-6865.05080354612,-7044.32578781782,1.40244316634389,92,31849.9054061072,20174.2077131148,33087.6719404936,42461.931149075,21939.9288860008,34840.4301318183,0.251123106867543,39,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",1,75838.931368997,75838.931368997,NA,0,0,0,1,1,32292.7062603471,32292.7062603471,Inf,0,0,0,1,4,302070.268085714,178160.004083346,381704.648392218,234120.23840518,-105406.762669903,-106644.918003982,2.77132701421801,8,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",10,9231.09495398013,9089.59237963681,5937.07425942052,3688.03034809775,3652.22711216217,2726.32090991433,0.987132127168755,2,8455.96240455903,8455.96240455903,1737.50342573704,614.300227336757,537.472942850628,1010.72057108609,7.95670044849798,10,24438.0018118889,21234.4698192875,20279.4670613616,36294.8059354729,10712.1106010867,10616.3894756077,0.882301490780691,6,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",4,3731.02595322965,2712.63938919999,3405.64370680332,972.326699885681,2753.66863281075,2118.25516845182,1.73348251853407,2,4489.45772349612,4489.45772349612,3536.43893460353,5001.27990382056,-274.192659386031,-277.848883545587,0.907231622763431,4,6051.72509444584,5701.84690192306,3759.54216435421,3490.31395323678,2533.46674810875,3136.20745864792,0.526184124017433,2,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",8,56746.1330000578,61689.9526226147,31394.2861803647,19923.6765397531,-5077.92629643047,-3308.72857728095,0.763054944582965,1,12069.1502115812,12069.1502115812,NA,1.81898940354586e-12,0,0,1,9,45586.3550899936,32404.9406884007,41802.1863778789,54069.7929478837,41994.8196977698,34585.3350016913,0.910481593560618,2,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",16,121882.018061086,100862.120029642,69866.409505637,130994.994133419,-14343.9472107352,9943.75630776998,0.609301791362733,4,40152.1283463073,37842.9983052098,5188.987663437,6832.76358288511,-977.154997717534,-1731.7250986474,0.800959504802491,50,57381.0205396117,40825.7385645694,41273.515957258,48655.2835352697,7576.83125736518,2472.01880820395,0.554131811226956,19,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",1,88976.5012451394,88976.5012451394,Inf,0,0,0,1,6,126060.447473868,106181.499090615,111394.372308684,163848.187609795,-50110.5877673024,-15545.0382822695,0.778545138910082,12,68955.2779348481,38908.8782631441,54756.1493256264,67205.1703876991,45722.9987501572,63651.0264126218,1.54033447997379,2,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",18,2835.8541235795,1957.12172354461,2526.94131486665,3177.03137479214,1769.919414785,2409.61143077649,1.2303766575874,20,4813.19270009589,3042.0233271876,4176.61389523952,7003.00059564946,-1455.97438034097,-1347.4443322771,0.783604553448837,21,8002.00768946732,5364.06413057584,11711.8167970234,9956.04507695426,4972.1233562747,5763.39703546484,1.2398477029143,11,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Malawi","Malawi2014",5,8422.33494165893,5089.79316262638,9030.27656276407,16425.3696560225,-1413.4613616181,-1576.23410044613,1.2,2,863.124038847106,863.124038847106,1350.45501741168,1909.83180099839,0,0,1,4,2454.26414331161,1808.17544262208,1682.92083328305,3053.89450486569,-713.17257529742,-481.826846526391,0.594335948991546,11,"2014","Sub-Saharan Africa","Malawi","Low income"
"Mali","Mali2010",25,7798.55329946491,6965.25319384517,6896.47204572379,9432.8322131786,-384.950594165141,-476.106423029256,0.909090909090909,3,36285.0028686373,33452.5762206733,33493.6022332231,48950.649796764,4297.61345851933,5051.69836470521,1.6,6,2538.92843283092,2920.42910394716,1782.62826348829,2707.26481975925,224.593926537531,492.172482809646,1.11227353936731,14,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritania","Mauritania2014",7,85709.0324852393,46070.114363654,116532.56079438,110991.363304233,24506.2076100654,8289.50234144064,1.82412722381395,6,133927.724384763,153675.357540561,104647.923595751,215446.34356172,-37724.1410097341,-22172.4145573492,0.813827456802558,15,95488.7493221386,61609.3298697563,91607.3728973809,151544.844068539,-55173.3343446346,-48037.0034988768,0.283441649630467,5,"2014","Sub-Saharan Africa","Mauritania","Lower middle income"
"Mauritius","Mauritius2009",21,44156.573143712,13515.8126675302,56979.1710684573,114826.710350131,-23959.2895161969,-11374.3949100074,0.682297246859756,10,14980.9748227363,19379.2043215145,9541.04064006665,14654.0754161119,3009.79688436721,1883.92818193765,2.37936020969469,44,51328.38202293,27290.647545943,58335.0796023413,82019.0788215219,-10115.1676310368,3623.36154247509,0.74847025239871,4,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",26,19238.4024733463,18892.1882476282,5450.71603223676,3394.1430066409,-1659.8284703322,1527.18263585017,0.289083110542685,9,13594.6181132987,13217.6837698047,5910.95730274369,6054.56271004918,-1718.56669577473,-683.852269620526,0.868541438109274,90,15928.8155502825,18500.0527251503,13343.3284684676,13214.3233751074,2363.30506842505,3507.69585382679,0.0916813529569297,64,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",23,60972.7222491344,28313.2262128326,73997.5666431341,62124.3617071436,-9898.19976927,-9875.02206956526,4.14306902231088,3,12431.828561544,9851.8187783055,5918.46654587911,9849.32443633263,4007.12308180635,3916.74599012792,2.01466696029863,1,26188.3448847458,26188.3448847458,NA,0,0,0,1,9,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Mongolia","Mongolia2013",18,14040.3320658355,13732.3224251411,4788.07388984888,5351.90495252727,2739.89199929894,3104.02628021091,0.683634384072542,5,45505.863785911,13361.2040359346,44976.4796970345,68835.353408176,3358.75785294101,5521.51619217622,1.08498895998511,3,9593.28273602582,9538.66751763052,2680.37612365098,3633.51462103493,-1374.49470120469,-1312.40681735661,0.664274948984507,7,"2013","East Asia and Pacific","Mongolia","Upper middle income"
