"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Botswana","Botswana2010",9,27643.5845504521,23697.6742618564,21068.9622561218,42880.6296342201,6217.85010455291,3804.90732614835,4.10794199420632,9,27643.5845504521,23697.6742618564,21068.9622561218,42880.6296342201,6217.85010455291,3804.90732614835,4.10794199420632,9,27643.5845504521,23697.6742618564,21068.9622561218,42880.6296342201,6217.85010455291,3804.90732614835,4.10794199420632,-17,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",18,60868.9182390326,74136.2828755697,36509.7528598012,29679.2021657832,-13420.4121140984,21961.4642392222,3.66185467350778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",11,7626.01217187806,3824.44420115328,21274.0875440843,0,10195.9104261678,10106.7430160584,0.21466595752586,11,7626.01217187806,3824.44420115328,21274.0875440843,0,10195.9104261678,10106.7430160584,0.21466595752586,11,7626.01217187806,3824.44420115328,21274.0875440843,0,10195.9104261678,10106.7430160584,0.21466595752586,-20,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",13,13345.7013443107,10461.6447670877,7905.58920356593,8641.7405248223,503.414082726733,480.964600989235,0.56521765011188,13,13345.7013443107,10461.6447670877,7905.58920356593,8641.7405248223,503.414082726733,480.964600989235,0.56521765011188,13,13345.7013443107,10461.6447670877,7905.58920356593,8641.7405248223,503.414082726733,480.964600989235,0.56521765011188,-26,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",10,16262.0171088113,10860.0568146605,13634.3788159977,13986.7375407076,-1757.07518391515,-402.588067144662,4.51593999846855,10,16262.0171088113,10860.0568146605,13634.3788159977,13986.7375407076,-1757.07518391515,-402.588067144662,4.51593999846855,10,16262.0171088113,10860.0568146605,13634.3788159977,13986.7375407076,-1757.07518391515,-402.588067144662,4.51593999846855,-17,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",26,47206.7046325806,40313.1502889829,27130.4930570231,29419.111888308,26906.8244682376,22906.8057453842,1.64807245222874,26,47206.7046325806,40313.1502889829,27130.4930570231,29419.111888308,26906.8244682376,22906.8057453842,1.64807245222874,26,47206.7046325806,40313.1502889829,27130.4930570231,29419.111888308,26906.8244682376,22906.8057453842,1.64807245222874,-50,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",25,36404.9223665596,32494.3113082322,36028.2274775354,47186.3543400309,5962.06802742123,3398.9250840976,0.68732853641722,25,36404.9223665596,32494.3113082322,36028.2274775354,47186.3543400309,5962.06802742123,3398.9250840976,0.68732853641722,NA,NA,NA,NA,NA,NA,NA,NA,-24,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",10,20170.0273962736,19550.1753360981,3285.54841825442,1100.21597335038,-680.027571665073,-357.567987036581,0.407269827064167,10,20170.0273962736,19550.1753360981,3285.54841825442,1100.21597335038,-680.027571665073,-357.567987036581,0.407269827064167,10,20170.0273962736,19550.1753360981,3285.54841825442,1100.21597335038,-680.027571665073,-357.567987036581,0.407269827064167,-12,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",13,29176.1733365384,26693.7426627874,14439.0089132876,16828.2549530779,972.328772277084,1836.63865222724,0.4,13,29176.1733365384,26693.7426627874,14439.0089132876,16828.2549530779,972.328772277084,1836.63865222724,0.4,13,29176.1733365384,26693.7426627874,14439.0089132876,16828.2549530779,972.328772277084,1836.63865222724,0.4,-21,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",14,3993.70737944031,2981.08245920732,3320.45133647464,5773.26423179052,-395.444025627931,-389.818036496098,0.27984702630063,14,3993.70737944031,2981.08245920732,3320.45133647464,5773.26423179052,-395.444025627931,-389.818036496098,0.27984702630063,14,3993.70737944031,2981.08245920732,3320.45133647464,5773.26423179052,-395.444025627931,-389.818036496098,0.27984702630063,-27,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Dominicanrepublic","Dominicanrepublic2010",13,37231.4221055091,33822.7108769863,21865.7629256957,20524.6441371894,-6168.65104152693,-700.704455408932,0.981184829024914,13,37231.4221055091,33822.7108769863,21865.7629256957,20524.6441371894,-6168.65104152693,-700.704455408932,0.981184829024914,13,37231.4221055091,33822.7108769863,21865.7629256957,20524.6441371894,-6168.65104152693,-700.704455408932,0.981184829024914,-26,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",8,36232.8519226193,3438.48237035217,64348.0723129734,12267.7029255343,-21099.9415950582,-19273.2658662492,0.12371879897579,8,36232.8519226193,3438.48237035217,64348.0723129734,12267.7029255343,-21099.9415950582,-19273.2658662492,0.12371879897579,8,36232.8519226193,3438.48237035217,64348.0723129734,12267.7029255343,-21099.9415950582,-19273.2658662492,0.12371879897579,-15,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",7,21306.2188785838,23135.1673029485,13017.7928127411,12614.6666666667,6370.32474600389,5105.06899106899,0.892811914083533,7,21306.2188785838,23135.1673029485,13017.7928127411,12614.6666666667,6370.32474600389,5105.06899106899,0.892811914083533,7,21306.2188785838,23135.1673029485,13017.7928127411,12614.6666666667,6370.32474600389,5105.06899106899,0.892811914083533,-11,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",48,23619.3869487721,7539.41854906475,46777.6406849226,16653.2873945156,-1489.9886320939,-2797.96930861388,1.0044302675642,48,23619.3869487721,7539.41854906475,46777.6406849226,16653.2873945156,-1489.9886320939,-2797.96930861388,1.0044302675642,48,23619.3869487721,7539.41854906475,46777.6406849226,16653.2873945156,-1489.9886320939,-2797.96930861388,1.0044302675642,-86,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",7,37625.6044177287,25904.3977820205,22592.7836737002,39596.4912280702,-7108.4983896767,-4182.95269823259,0.303666336211322,7,37625.6044177287,25904.3977820205,22592.7836737002,39596.4912280702,-7108.4983896767,-4182.95269823259,0.303666336211322,7,37625.6044177287,25904.3977820205,22592.7836737002,39596.4912280702,-7108.4983896767,-4182.95269823259,0.303666336211322,-12,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",33,14996.7263433061,2736.36683059536,26015.5271014846,11825.6241313367,-8648.65854182679,336.12198108815,1.02694090382387,33,14996.7263433061,2736.36683059536,26015.5271014846,11825.6241313367,-8648.65854182679,336.12198108815,1.02694090382387,33,14996.7263433061,2736.36683059536,26015.5271014846,11825.6241313367,-8648.65854182679,336.12198108815,1.02694090382387,-46,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",9,32228.2825375238,33444.9848882864,16250.8835261726,21073.7041009562,2122.29294309791,2624.78645794297,1.50287699430632,9,32228.2825375238,33444.9848882864,16250.8835261726,21073.7041009562,2122.29294309791,2624.78645794297,1.50287699430632,9,32228.2825375238,33444.9848882864,16250.8835261726,21073.7041009562,2122.29294309791,2624.78645794297,1.50287699430632,-17,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",6,22535.151686094,32217.4661808252,19252.7280831223,32202.0203420394,6760.37982444261,9327.42215074076,1.61250557257765,6,22535.151686094,32217.4661808252,19252.7280831223,32202.0203420394,6760.37982444261,9327.42215074076,1.61250557257765,6,22535.151686094,32217.4661808252,19252.7280831223,32202.0203420394,6760.37982444261,9327.42215074076,1.61250557257765,-11,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",41,8244.73252101799,5294.55678893574,8690.05243283546,9760.89362303081,8179.42006846518,8203.61815870366,0.375819894913078,41,8244.73252101799,5294.55678893574,8690.05243283546,9760.89362303081,8179.42006846518,8203.61815870366,0.375819894913078,41,8244.73252101799,5294.55678893574,8690.05243283546,9760.89362303081,8179.42006846518,8203.61815870366,0.375819894913078,-61,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",5,14493.1133563645,10904.2686986475,14463.7449286732,11865.1335095121,23878.9713324915,22517.9968731764,2.91623032883062,5,14493.1133563645,10904.2686986475,14463.7449286732,11865.1335095121,23878.9713324915,22517.9968731764,2.91623032883062,5,14493.1133563645,10904.2686986475,14463.7449286732,11865.1335095121,23878.9713324915,22517.9968731764,2.91623032883062,-6,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",7,26436.5933257516,25551.0225029372,14349.3991581013,17146.6610301251,-2156.26726382952,-2098.6492151692,4.04647979736328,NA,NA,NA,NA,NA,NA,NA,NA,7,26436.5933257516,25551.0225029372,14349.3991581013,17146.6610301251,-2156.26726382952,-2098.6492151692,4.04647979736328,-4,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",2,861663.755642207,861663.755642207,648611.761370522,0,-156672.477396637,-285099.157322062,1,2,861663.755642207,861663.755642207,648611.761370522,0,-156672.477396637,-285099.157322062,1,NA,NA,NA,NA,NA,NA,NA,NA,7,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",137,22612.5952316302,10825.8855217694,21899.4792156362,26482.0078497835,-1791.15862500771,918.486913871185,1.4476990063548,137,22612.5952316302,10825.8855217694,21899.4792156362,26482.0078497835,-1791.15862500771,918.486913871185,1.4476990063548,137,22612.5952316302,10825.8855217694,21899.4792156362,26482.0078497835,-1791.15862500771,918.486913871185,1.4476990063548,-264,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",10,4893.00795708661,2626.98851379209,13351.4954301316,2355.43925898371,78826.1018391012,79174.0031837872,1.2,10,4893.00795708661,2626.98851379209,13351.4954301316,2355.43925898371,78826.1018391012,79174.0031837872,1.2,10,4893.00795708661,2626.98851379209,13351.4954301316,2355.43925898371,78826.1018391012,79174.0031837872,1.2,-18,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,6,20850.1897962031,11910.8560312934,21911.0538450761,39965.8590258278,-10352.183876202,-12749.0018103014,0.464167666144764,6,20850.1897962031,11910.8560312934,21911.0538450761,39965.8590258278,-10352.183876202,-12749.0018103014,0.464167666144764,-6,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jamaica","Jamaica2010",18,25941.1593566807,18258.7446736828,22103.532103156,13652.7904549827,16181.6591285149,20951.6615168077,0.58269282144965,18,25941.1593566807,18258.7446736828,22103.532103156,13652.7904549827,16181.6591285149,20951.6615168077,0.58269282144965,18,25941.1593566807,18258.7446736828,22103.532103156,13652.7904549827,16181.6591285149,20951.6615168077,0.58269282144965,-35,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",10,15461.7952801542,13591.2708601991,14382.1575118332,10203.1424001974,9757.70972509344,21915.0185445433,1.38970357030558,10,15461.7952801542,13591.2708601991,14382.1575118332,10203.1424001974,9757.70972509344,21915.0185445433,1.38970357030558,10,15461.7952801542,13591.2708601991,14382.1575118332,10203.1424001974,9757.70972509344,21915.0185445433,1.38970357030558,-18,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",14,21363.1554424185,16203.6384325221,13120.2072901887,13415.8993765756,4075.8376073075,4471.7779883876,1.16957494499894,14,21363.1554424185,16203.6384325221,13120.2072901887,13415.8993765756,4075.8376073075,4471.7779883876,1.16957494499894,14,21363.1554424185,16203.6384325221,13120.2072901887,13415.8993765756,4075.8376073075,4471.7779883876,1.16957494499894,-23,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",12,25415.2532524228,9425.50619352128,31482.8541394431,25427.7348081155,3194.31319014494,4758.17917232705,0.586667020261419,12,25415.2532524228,9425.50619352128,31482.8541394431,25427.7348081155,3194.31319014494,4758.17917232705,0.586667020261419,12,25415.2532524228,9425.50619352128,31482.8541394431,25427.7348081155,3194.31319014494,4758.17917232705,0.586667020261419,-22,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",14,10550.9612685406,7081.14020301373,11032.8765203423,5125.75030407801,17194.4550638487,15426.6908024241,0.79134880903252,14,10550.9612685406,7081.14020301373,11032.8765203423,5125.75030407801,17194.4550638487,15426.6908024241,0.79134880903252,14,10550.9612685406,7081.14020301373,11032.8765203423,5125.75030407801,17194.4550638487,15426.6908024241,0.79134880903252,-25,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",5,12678.922207163,11641.9338895238,11345.3032148543,8437.54574280964,4670.67000453901,4560.99066711429,0.727369800080808,5,12678.922207163,11641.9338895238,11345.3032148543,8437.54574280964,4670.67000453901,4560.99066711429,0.727369800080808,NA,NA,NA,NA,NA,NA,NA,NA,-5,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",5,54891.5088546883,40267.3485353969,34947.6632726475,69450.5485859409,-8969.65129328704,-4948.05516729684,1.06931842720837,NA,NA,NA,NA,NA,NA,NA,NA,5,54891.5088546883,40267.3485353969,34947.6632726475,69450.5485859409,-8969.65129328704,-4948.05516729684,1.06931842720837,-3,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",22,41797.1842314098,32007.8115224798,24637.9014358741,18193.749185197,17361.7785783263,22292.2303275802,1.54195544718564,22,41797.1842314098,32007.8115224798,24637.9014358741,18193.749185197,17361.7785783263,22292.2303275802,1.54195544718564,22,41797.1842314098,32007.8115224798,24637.9014358741,18193.749185197,17361.7785783263,22292.2303275802,1.54195544718564,-35,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",10,33178.4854672379,23000.0515101609,25628.0367132597,18501.6876939322,-1693.48294720713,-989.218863018462,1.25,10,33178.4854672379,23000.0515101609,25628.0367132597,18501.6876939322,-1693.48294720713,-989.218863018462,1.25,10,33178.4854672379,23000.0515101609,25628.0367132597,18501.6876939322,-1693.48294720713,-989.218863018462,1.25,-19,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",NA,NA,NA,NA,NA,NA,NA,NA,14,2512.04078593347,1047.33461882963,4250.90351367194,2620.71053218634,3367.05097380178,4207.90985845411,1.02035203914562,14,2512.04078593347,1047.33461882963,4250.90351367194,2620.71053218634,3367.05097380178,4207.90985845411,1.02035203914562,-10,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Malawi","Malawi2014",8,10927.558126107,6391.28147431641,12373.5096127755,24852.2984360688,5592.0130143391,5069.79474153118,1.77498752657497,NA,NA,NA,NA,NA,NA,NA,NA,8,10927.558126107,6391.28147431641,12373.5096127755,24852.2984360688,5592.0130143391,5069.79474153118,1.77498752657497,-4,"2014","Sub-Saharan Africa","Malawi","Low income"
"Mauritius","Mauritius2009",11,17869.6889901453,19486.864864638,9299.58862461078,5646.88930553024,3165.48046587915,6954.65981102072,2.55220763273975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",9,14430.0553669043,5829.38818798369,37703.4452285704,0,62099.2328012602,44478.7199384121,0.12,9,14430.0553669043,5829.38818798369,37703.4452285704,0,62099.2328012602,44478.7199384121,0.12,9,14430.0553669043,5829.38818798369,37703.4452285704,0,62099.2328012602,44478.7199384121,0.12,-14,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",4,14275.5195675733,12655.2937219422,10367.8900512073,14829.6293460767,908.288610579671,830.352778723752,1.04633056241819,4,14275.5195675733,12655.2937219422,10367.8900512073,14829.6293460767,908.288610579671,830.352778723752,1.04633056241819,NA,NA,NA,NA,NA,NA,NA,NA,-2,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Mongolia","Mongolia2013",9,12959.9534331148,11026.4056852521,6634.19446074134,3435.69753342395,-2701.85497493927,-2266.0098775231,0.0803530670146842,9,12959.9534331148,11026.4056852521,6634.19446074134,3435.69753342395,-2701.85497493927,-2266.0098775231,0.0803530670146842,9,12959.9534331148,11026.4056852521,6634.19446074134,3435.69753342395,-2701.85497493927,-2266.0098775231,0.0803530670146842,-15,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",8,22632.1635227618,19786.1417524677,10558.4328361971,16161.8293317966,6174.06557389997,-1016.82214512115,0.951983204053149,8,22632.1635227618,19786.1417524677,10558.4328361971,16161.8293317966,6174.06557389997,-1016.82214512115,0.951983204053149,8,22632.1635227618,19786.1417524677,10558.4328361971,16161.8293317966,6174.06557389997,-1016.82214512115,0.951983204053149,-12,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Nepal","Nepal2013",8,5555.57851834176,5580.06181238544,995.902530407597,9.09494701772928e-13,-259.313171773085,-559.548214230476,0.892149204836381,8,5555.57851834176,5580.06181238544,995.902530407597,9.09494701772928e-13,-259.313171773085,-559.548214230476,0.892149204836381,8,5555.57851834176,5580.06181238544,995.902530407597,9.09494701772928e-13,-259.313171773085,-559.548214230476,0.892149204836381,-14,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",12,16502.1836271584,17008.0872844608,9964.18370703646,16557.3469025418,4105.05182209689,2252.43845314029,3.67102558101544,12,16502.1836271584,17008.0872844608,9964.18370703646,16557.3469025418,4105.05182209689,2252.43845314029,3.67102558101544,12,16502.1836271584,17008.0872844608,9964.18370703646,16557.3469025418,4105.05182209689,2252.43845314029,3.67102558101544,-20,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",121,6016.49942575356,2799.99265385993,6510.22700274698,13151.6597871159,-3090.84544224117,-826.37930261955,0.691354056372621,121,6016.49942575356,2799.99265385993,6510.22700274698,13151.6597871159,-3090.84544224117,-826.37930261955,0.691354056372621,121,6016.49942575356,2799.99265385993,6510.22700274698,13151.6597871159,-3090.84544224117,-826.37930261955,0.691354056372621,-199,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",5,9781.07188945202,9687.02502267892,9333.65430575661,9828.25694320344,2061.77900534687,1356.94226296355,0.852784892823638,NA,NA,NA,NA,NA,NA,NA,NA,5,9781.07188945202,9687.02502267892,9333.65430575661,9828.25694320344,2061.77900534687,1356.94226296355,0.852784892823638,3,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",9,32246.4226884686,25820.8908501134,15277.3492621641,20488.4811033705,3564.74095074449,3072.66188908248,2.68946052141284,9,32246.4226884686,25820.8908501134,15277.3492621641,20488.4811033705,3564.74095074449,3072.66188908248,2.68946052141284,9,32246.4226884686,25820.8908501134,15277.3492621641,20488.4811033705,3564.74095074449,3072.66188908248,2.68946052141284,-14,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",16,23117.9627749272,22389.3583984396,14014.5155442346,18263.2733873668,4330.99471885815,-248.438707962821,1.40681828457727,16,23117.9627749272,22389.3583984396,14014.5155442346,18263.2733873668,4330.99471885815,-248.438707962821,1.40681828457727,16,23117.9627749272,22389.3583984396,14014.5155442346,18263.2733873668,4330.99471885815,-248.438707962821,1.40681828457727,-23,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",11,16223.2980964561,11602.4360975629,14335.6740021264,14503.4853299605,-2276.47800524208,-2651.72103877298,1.20039775469058,11,16223.2980964561,11602.4360975629,14335.6740021264,14503.4853299605,-2276.47800524208,-2651.72103877298,1.20039775469058,11,16223.2980964561,11602.4360975629,14335.6740021264,14503.4853299605,-2276.47800524208,-2651.72103877298,1.20039775469058,-16,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",9,39340.3746780212,34809.9269236111,33923.9115579776,38004.1875893783,7155.9079371985,7960.82806442752,0.961415145446782,9,39340.3746780212,34809.9269236111,33923.9115579776,38004.1875893783,7155.9079371985,7960.82806442752,0.961415145446782,NA,NA,NA,NA,NA,NA,NA,NA,-4,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",6,32401.498892761,35819.9182854838,13428.6860959449,26986.9567758953,-1516.40732149864,-1377.64624963621,0.388737012602165,6,32401.498892761,35819.9182854838,13428.6860959449,26986.9567758953,-1516.40732149864,-1377.64624963621,0.388737012602165,NA,NA,NA,NA,NA,NA,NA,NA,-5,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",79,48728.6428783134,29616.5474033598,49589.5380377012,30627.5176495278,19149.7987761631,4565.45462523947,1.23156161867907,79,48728.6428783134,29616.5474033598,49589.5380377012,30627.5176495278,19149.7987761631,4565.45462523947,1.23156161867907,79,48728.6428783134,29616.5474033598,49589.5380377012,30627.5176495278,19149.7987761631,4565.45462523947,1.23156161867907,-133,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",15,41890.4587178323,31555.855450811,37258.721140699,42671.814291018,-4566.15806170688,-651.230592844581,2.60015487083549,15,41890.4587178323,31555.855450811,37258.721140699,42671.814291018,-4566.15806170688,-651.230592844581,2.60015487083549,15,41890.4587178323,31555.855450811,37258.721140699,42671.814291018,-4566.15806170688,-651.230592844581,2.60015487083549,-30,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",5,40862.8238870308,13554.5052957249,57996.0559903466,108418.801952402,36051.6755348462,46230.4694488242,3.7909658119001,5,40862.8238870308,13554.5052957249,57996.0559903466,108418.801952402,36051.6755348462,46230.4694488242,3.7909658119001,5,40862.8238870308,13554.5052957249,57996.0559903466,108418.801952402,36051.6755348462,46230.4694488242,3.7909658119001,-7,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",NA,NA,NA,NA,NA,NA,NA,NA,6,28867.6827126701,29887.7048919778,5790.68021626625,7407.40740740741,-238.847251167401,-322.600390906402,0.884729852951081,6,28867.6827126701,29887.7048919778,5790.68021626625,7407.40740740741,-238.847251167401,-322.600390906402,0.884729852951081,-6,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Suriname","Suriname2010",7,34125.9905221547,33515.4826958106,3843.1007416491,5204.2674993495,409.439172390489,350.883998170425,NA,7,34125.9905221547,33515.4826958106,3843.1007416491,5204.2674993495,409.439172390489,350.883998170425,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",NA,NA,NA,NA,NA,NA,NA,NA,5,262826.221826979,226784.238008282,89889.9321937206,172588.657701864,17171.7567460998,4958.61104379156,1.95379635738007,5,262826.221826979,226784.238008282,89889.9321937206,172588.657701864,17171.7567460998,4958.61104379156,1.95379635738007,-4,"2014","Europe and Central Asia","Sweden","High income"
