"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Ethiopia","Ethiopia2011",5,0.244521750786099,0.15592078446794,0.249194448983894,0.376613063331348,0.178855017080113,0.174735310401103,0.2,NA,NA,NA,NA,NA,NA,NA,NA,5,0.244521750786099,0.15592078446794,0.249194448983894,0.376613063331348,0.178855017080113,0.174735310401103,0.2,-5,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"India","India2014",537,0.342597921335958,0.314155360634043,0.215106701383133,0.270157009554674,0.0431333442741941,0.00457544891621907,1.03307181132202,537,0.342597921335958,0.314155360634043,0.215106701383133,0.270157009554674,0.0431333442741941,0.00457544891621907,1.03307181132202,537,0.342597921335958,0.314155360634043,0.215106701383133,0.270157009554674,0.0431333442741941,0.00457544891621907,1.03307181132202,-1066,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",6,0.765051842329903,0.790589576384403,0.404002945434324,0,-0.323862612045185,-0.33748592218145,0.74110804923809,6,0.765051842329903,0.790589576384403,0.404002945434324,0,-0.323862612045185,-0.33748592218145,0.74110804923809,6,0.765051842329903,0.790589576384403,0.404002945434324,0,-0.323862612045185,-0.33748592218145,0.74110804923809,-12,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",2,0.581750642715751,0.581750642715751,0.42458704359906,0,-0.0721689680264636,-0.150114188866422,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0.581750642715751,0.581750642715751,0.42458704359906,0,-0.0721689680264636,-0.150114188866422,1,2,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",7,0.748759710628088,0.746387550478886,0.195732371331715,0.0288942232070194,-0.0631038576359764,-0.136896011418796,0.239109702369397,7,0.748759710628088,0.746387550478886,0.195732371331715,0.0288942232070194,-0.0631038576359764,-0.136896011418796,0.239109702369397,7,0.748759710628088,0.746387550478886,0.195732371331715,0.0288942232070194,-0.0631038576359764,-0.136896011418796,0.239109702369397,-14,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",7,0.0833359103527835,0.0375641804828258,0.143303722572351,0.0218573518110893,0.0653806917235178,0.35001383165041,0.475964850964215,7,0.0833359103527835,0.0375641804828258,0.143303722572351,0.0218573518110893,0.0653806917235178,0.35001383165041,0.475964850964215,7,0.0833359103527835,0.0375641804828258,0.143303722572351,0.0218573518110893,0.0653806917235178,0.35001383165041,0.475964850964215,-12,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",7,0.542876524662878,0.646918182215968,0.228226698066883,0.131381987145599,0.0287358209580522,0.024312913191766,0.442335803580065,7,0.542876524662878,0.646918182215968,0.228226698066883,0.131381987145599,0.0287358209580522,0.024312913191766,0.442335803580065,7,0.542876524662878,0.646918182215968,0.228226698066883,0.131381987145599,0.0287358209580522,0.024312913191766,0.442335803580065,-13,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",18,0.274040598116386,0.3191237575407,0.118484390958807,0.133009012421884,-0.0746256875371076,-0.0631591943063401,2.12855764366955,18,0.274040598116386,0.3191237575407,0.118484390958807,0.133009012421884,-0.0746256875371076,-0.0631591943063401,2.12855764366955,18,0.274040598116386,0.3191237575407,0.118484390958807,0.133009012421884,-0.0746256875371076,-0.0631591943063401,2.12855764366955,-36,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",6,0.505713302222372,0.491713231950331,0.131706469558039,0.0906318754936947,-0.0742952665307913,-0.12202246654472,2.77612129916291,6,0.505713302222372,0.491713231950331,0.131706469558039,0.0906318754936947,-0.0742952665307913,-0.12202246654472,2.77612129916291,6,0.505713302222372,0.491713231950331,0.131706469558039,0.0906318754936947,-0.0742952665307913,-0.12202246654472,2.77612129916291,-10,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",98,0.439713887036332,0.381807764876187,0.276438587612217,0.457059721702054,0.00199398142355905,-0.0440463266905826,1.27706243525484,98,0.439713887036332,0.381807764876187,0.276438587612217,0.457059721702054,0.00199398142355905,-0.0440463266905826,1.27706243525484,98,0.439713887036332,0.381807764876187,0.276438587612217,0.457059721702054,0.00199398142355905,-0.0440463266905826,1.27706243525484,-192,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",23,0.378021328013059,0.429085234751411,0.213496208306435,0.383076287720198,0.0640135166299949,0.0131557339303292,1.28165014100657,NA,NA,NA,NA,NA,NA,NA,NA,23,0.378021328013059,0.429085234751411,0.213496208306435,0.383076287720198,0.0640135166299949,0.0131557339303292,1.28165014100657,-19,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",9,0.509208654618729,0.474731423072118,0.158902147834585,0.0816156533774789,-0.0346759226438045,-0.0227563972989106,1.99162068658475,NA,NA,NA,NA,NA,NA,NA,NA,9,0.509208654618729,0.474731423072118,0.158902147834585,0.0816156533774789,-0.0346759226438045,-0.0227563972989106,1.99162068658475,-8,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",5,0.180642214344349,0.179731393621087,0.214803273588317,0.218593016446997,-0.0934531813931135,-0.144304433264701,0.992450961683386,NA,NA,NA,NA,NA,NA,NA,NA,5,0.180642214344349,0.179731393621087,0.214803273588317,0.218593016446997,-0.0934531813931135,-0.144304433264701,0.992450961683386,-5,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",NA,NA,NA,NA,NA,NA,NA,NA,7,0.429161568017157,0.206758112754339,0.485659229823755,0.992409626402657,-0.184568175429721,-0.181580893880697,0.521668922323916,7,0.429161568017157,0.206758112754339,0.485659229823755,0.992409626402657,-0.184568175429721,-0.181580893880697,0.521668922323916,-7,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",21,0.442103512897654,0.374922614528392,0.237193935521398,0.25679384116973,-0.0269522466559331,-0.00779532640478346,0.579477662446148,21,0.442103512897654,0.374922614528392,0.237193935521398,0.25679384116973,-0.0269522466559331,-0.00779532640478346,0.579477662446148,21,0.442103512897654,0.374922614528392,0.237193935521398,0.25679384116973,-0.0269522466559331,-0.00779532640478346,0.579477662446148,-42,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",2,-0.688688075164951,-0.688688075164951,1.09090845106238,1.54277752679984,-0.0928080265141145,-0.110198394771417,0.917703139753786,NA,NA,NA,NA,NA,NA,NA,NA,2,-0.688688075164951,-0.688688075164951,1.09090845106238,1.54277752679984,-0.0928080265141145,-0.110198394771417,0.917703139753786,1,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",5,0.848641044466202,0.378021709563379,1.17630080043896,0.288728216536893,-0.316078130796397,-0.235537247591787,2.21309216663865,NA,NA,NA,NA,NA,NA,NA,NA,5,0.848641044466202,0.378021709563379,1.17630080043896,0.288728216536893,-0.316078130796397,-0.235537247591787,2.21309216663865,-5,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",10,0.371741509709377,0.35373456873548,0.520122618113753,0.429771785046074,0.0215116528829178,0.385109451099297,0.105620525661507,10,0.371741509709377,0.35373456873548,0.520122618113753,0.429771785046074,0.0215116528829178,0.385109451099297,0.105620525661507,10,0.371741509709377,0.35373456873548,0.520122618113753,0.429771785046074,0.0215116528829178,0.385109451099297,0.105620525661507,-20,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",28,0.626669997308177,0.661740545203406,0.213596581153625,0.163540424301565,-0.294429315038182,-0.16039919380081,0.270916309049795,28,0.626669997308177,0.661740545203406,0.213596581153625,0.163540424301565,-0.294429315038182,-0.16039919380081,0.270916309049795,28,0.626669997308177,0.661740545203406,0.213596581153625,0.163540424301565,-0.294429315038182,-0.16039919380081,0.270916309049795,-41,"2012","Europe and Central Asia","Russian Federation","High income"
"Slovakia","Slovakia2013",6,-1.83085651215965,0.224576386686832,5.19485202744941,0.122174877621997,-3.03845661244098,-2.61937769029376,0.282980819495669,6,-1.83085651215965,0.224576386686832,5.19485202744941,0.122174877621997,-3.03845661244098,-2.61937769029376,0.282980819495669,6,-1.83085651215965,0.224576386686832,5.19485202744941,0.122174877621997,-3.03845661244098,-2.61937769029376,0.282980819495669,-12,"2013","Europe and Central Asia","Slovak Republic","High income"
"Slovenia","Slovenia2013",10,0.382557315707016,0.397714827794789,0.182733978076104,0.238166548431272,-0.0729634503132204,-0.126780590562596,2.21920864108964,10,0.382557315707016,0.397714827794789,0.182733978076104,0.238166548431272,-0.0729634503132204,-0.126780590562596,2.21920864108964,10,0.382557315707016,0.397714827794789,0.182733978076104,0.238166548431272,-0.0729634503132204,-0.126780590562596,2.21920864108964,-18,"2013","Europe and Central Asia","Slovenia","High income"
"Sweden","Sweden2014",88,0.436462587137336,0.434239942997016,0.195654002897781,0.345285129080718,-0.0141236379019082,-0.0604563898487495,1.0675356309998,88,0.436462587137336,0.434239942997016,0.195654002897781,0.345285129080718,-0.0141236379019082,-0.0604563898487495,1.0675356309998,88,0.436462587137336,0.434239942997016,0.195654002897781,0.345285129080718,-0.0141236379019082,-0.0604563898487495,1.0675356309998,-173,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",10,0.478808428085949,0.524835154680018,0.302431254506716,0.370144329980719,-0.0897329531594559,-0.122981707455845,0.624525289443866,10,0.478808428085949,0.524835154680018,0.302431254506716,0.370144329980719,-0.0897329531594559,-0.122981707455845,0.624525289443866,10,0.478808428085949,0.524835154680018,0.302431254506716,0.370144329980719,-0.0897329531594559,-0.122981707455845,0.624525289443866,-20,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",15,0.340209298724609,0.232187024402811,0.348819609796032,0.279797924730597,0.252892447834208,0.0589386746478849,0.239835155543999,15,0.340209298724609,0.232187024402811,0.348819609796032,0.279797924730597,0.252892447834208,0.0589386746478849,0.239835155543999,15,0.340209298724609,0.232187024402811,0.348819609796032,0.279797924730597,0.252892447834208,0.0589386746478849,0.239835155543999,-30,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Ukraine","Ukraine2013",43,0.413931205345333,0.367358982396888,0.312622178163945,0.419871544090382,-0.0262150141576785,0.0304647957497187,0.15780965656455,43,0.413931205345333,0.367358982396888,0.312622178163945,0.419871544090382,-0.0262150141576785,0.0304647957497187,0.15780965656455,43,0.413931205345333,0.367358982396888,0.312622178163945,0.419871544090382,-0.0262150141576785,0.0304647957497187,0.15780965656455,-86,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uzbekistan","Uzbekistan2013",3,0.334512973207986,0.306255602687574,0.409324458050383,0,0.472789111952763,0.367534210426379,1,3,0.334512973207986,0.306255602687574,0.409324458050383,0,0.472789111952763,0.367534210426379,1,3,0.334512973207986,0.306255602687574,0.409324458050383,0,0.472789111952763,0.367534210426379,1,-4,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",17,0.275844399010064,0.292566726315404,0.163163104957691,0.0167004421917785,0.0100253705673462,0.00250676483749146,2.59268063117458,17,0.275844399010064,0.292566726315404,0.163163104957691,0.0167004421917785,0.0100253705673462,0.00250676483749146,2.59268063117458,17,0.275844399010064,0.292566726315404,0.163163104957691,0.0167004421917785,0.0100253705673462,0.00250676483749146,2.59268063117458,-27,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",13,0.172507840337782,0.124027629317015,0.14009653988098,0.113867772385739,5.67584871802067e-05,0.00551199989790009,2.09989903546391,NA,NA,NA,NA,NA,NA,NA,NA,13,0.172507840337782,0.124027629317015,0.14009653988098,0.113867772385739,5.67584871802067e-05,0.00551199989790009,2.09989903546391,-12,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
