"countryOnly","country","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Costarica","Costarica2010",3,0.351691184264898,0.442876693320421,0.226705952634776,0.377960257217113,-0.136216815422562,-0.146300574942071,1.49237700799646,3,0.210256259271767,0.211729005310988,0.0146187513490468,0,0.00923433565496497,0.0147696787474918,0.154700438499851,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",1,0.142857142857143,0.142857142857143,NA,0,0,0,1,1,0.285714285714286,0.285714285714286,NA,0,0,0,1,2,1,0.130619565217391,0.130619565217391,NA,0,0,0,1,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",5,0.219626015759189,0.16165965786351,0.193809004628638,0.336083333333333,0.10982226048942,0.0846504885330166,0.329646301099396,5,0.30484782210697,0.329624922196265,0.147478554172807,0.259501877411685,-0.0911553034994914,-0.055837690909311,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Ecuador","Ecuador2010",1,0.3,0.3,NA,0,0,0,1,8,0.100980528058698,0.11667037285127,0.0597867611738221,0.0713124120844252,0.0130925597141271,-0.0136768453737131,0.475118787182657,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",41,0.139790125031108,0.0565460903458398,0.136140779381197,0.197142857142857,-0.0246292039241592,-0.0279129597121938,1.23284232051925,101,0.221092059938821,0.232799731985285,0.0954880012898886,0.151583333333333,0.00352234151671592,0.0635485254595018,0.189176336174166,9,33,0.134375600384692,0.119524047462499,0.0540626188181732,0.0315789473684211,-0.0110734655728643,0.0024572735174358,1.87603115251516,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",1,0.0875862068965517,0.0875862068965517,Inf,0,0,0,1,6,0.318740552651946,0.303820477832602,0.133499706156582,0.136543569312494,0.00398962220693898,-0.00777701404501571,1.13449998826645,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",3,0.433130995422854,0.283493700378639,0.425040692664999,0.620588235294118,-0.206360908392962,-0.163325311942959,1.95109057284798,2,0.351237415021497,0.351237415021497,0.397335766301293,0.561917629519195,-0.0117785684861856,-0.0122156006417216,1.0531519762289,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",3,0.129948119972261,0.0836361131237184,0.12531348838062,0.2375455,-0.0816584856725552,-0.083522340388007,1.84558503697259,4,0.218153348975546,0.210117105600346,0.13056324194412,0.164047308677478,0.0175965162413898,0.0302168756818464,0.624248447204969,0,5,0.157857142857143,0.2,0.0918350339978581,0.075,-0.0511859838274933,-0.0511859838274933,0.166666666666667,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",3,0.309352855934485,0.279150481964324,0.0956987158963846,0.148323822800418,-0.0417020310463192,-0.0267280457476816,1.94762221026073,1,0.308333333333333,0.308333333333333,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Guatemala","Guatemala2010",7,0.244589728692396,0.234638200385622,0.155222908008916,0.183529411764706,-0.0674894735138864,-0.0599108529706116,0.301606930665214,33,0.249968234415061,0.247373526279978,0.128730042339679,0.13988,-0.0196217268475287,-0.0301227772683508,2.92198971963696,0,1,0.4,0.4,NA,0,0,0,1,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",1,0.03625,0.03625,NA,0,0,0,1,2,0.292207792207792,0.292207792207792,0.233253405742056,0.32987012987013,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",165,0.143350580822845,0.111374447686551,0.106143792059694,0.178260869565217,-0.0220100561751816,-0.0281509828838596,1.06175226559724,255,0.123990721858157,0.106932324275984,0.0961746767004348,0.119185638189128,0.0037427227502647,0.030247183463366,1.24562048860103,2,97,0.145657346550903,0.12,0.100663772556943,0.134426229508197,-0.0183750085392615,-0.0120139590033303,1.05296338503411,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",70,0.328432046817624,0.33341328472826,0.183092424172918,0.237394957983194,-0.0579365176067678,-0.166146374233418,0.934700375362264,79,0.378408502963855,0.372821691983689,0.237057531870076,0.241666666666667,-0.195122646037066,-0.14985753224412,1.2,0,7,0.377054811992006,0.316663497114059,0.163231368080462,0.236316622306486,-0.0214640037931817,-0.0835139266002173,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Jordan","Jordan2013",3,0.174031673051693,0.178518518518519,0.0317863120453283,0.0266666666666666,-0.00719674299144896,-0.00642780924044568,3.11111111111111,3,0.103651130004584,0.0927334083239595,0.0257451359661293,0.0442340791738382,0.0193398887857432,0.0208981673080766,0.331590413943355,1,1,0.0933333333333333,0.0933333333333333,NA,0,0,0,1,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",7,0.208503978511295,0.142920441074931,0.194982089036891,0.348125776397516,-0.0185243548379797,-0.020014015557447,2.84422242152026,23,0.135702911787986,0.129885583919309,0.0974309587778342,0.156521739130435,0.00698064826188501,0.00326534052184324,1.40472733200169,0,2,0.0164714571167761,0.0164714571167761,0.0160079057895978,0.02263859747284,-0.00619157097509685,-0.0106327968384425,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Madagascar","Madagascar2013",14,0.348416159639856,0.288127243055421,0.203096021659805,0.07,-0.0211015905164885,-0.0253720733552086,0.118978589449634,9,0.264819933063153,0.302008952954029,0.218801840270311,0.345925925925926,0.0412506193339672,0.0208502003678228,0.164914856467538,6,19,0.41779325650415,0.343437902076474,0.259659294998438,0.361111111111111,0.0628688508420338,0.0996322772278905,0.172623560120444,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",17,0.244755787337654,0.25500605072764,0.15610686541087,0.27037037037037,-0.129954217279,-0.0923539185103152,4.06013547830355,15,0.220553076230672,0.205183656982392,0.209934263926151,0.179166666666667,-0.0964920443514512,-0.0408391422576763,1.04661362388347,0,6,0.268370507715692,0.228101837010323,0.204858769071576,0.267857142857143,0.124246690839015,0.0289262920137594,0.0456253357178465,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",1,0.24,0.24,NA,0,0,0,1,16,0.176717104213687,0.159150449257148,0.0822407360742021,0.122738769311784,0.0178293481589829,-0.00568618143569346,0.261793718581658,6,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",3,0.15107963870942,0.168467080907559,0.0532953700742328,0.0948814968814969,-0.0103818945279349,-0.0126146286146286,5,2,0.310116525423729,0.310116525423729,0.040823431752825,0.0577330508474576,0.0114123472605439,0.0114123472605439,0.716666666666667,1,3,0.1916242508888,0.155333333333333,0.128292030063881,0.207692307692308,-0.0296547194793041,-0.0222988287432732,1.55555555555556,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",2,0.330625753014525,0.330625753014525,0.00942809041582065,5.55111512312578e-17,-0.00271765341972299,-0.00305555555555556,1.34365442507947,4,0.111121571704758,0.111881150012641,0.0219204842401679,0.026530612244898,-0.00152039366958019,0.0115015713887894,1.95226777586224,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",4,0.320628461958323,0.338826444451969,0.196838471332641,0.384,-0.0300441710710804,-0.0295346700083542,0.667026905447469,3,0.0484711977409388,0.0358715275554729,0.0993564096063992,0.0737142857142857,0.00854902877626923,0.00478231292517007,0.849741900468695,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",4,0.118203282111201,0.118986801713466,0.0456040389909871,0.0625,0.00462686554182661,-0.0331642464678179,0.807588472956714,8,0.102896924678821,0.0824587359401537,0.131998107289376,0,0.00543094758254982,-0.0794982254298489,1.11415817926676,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",13,0.225618626977372,0.254129513871067,0.16393181062402,0.303846153846154,-0.0455271929107008,-0.0980138441212773,0.995398726414361,8,0.0977481849578816,0.119802592028693,0.0752156686902548,0.11375,0.0105387865741569,-0.00723478596938775,0.155516947155736,4,1,0.285714285714286,0.285714285714286,NA,0,0,0,1,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",17,0.508774550811008,0.595529624498262,0.380181060172831,0.8525,-0.0398942656959497,-0.0474124029411765,0.185606357308028,34,0.331145476715447,0.102881756203236,0.373145689006033,0.735623773052632,-0.295810031430759,-0.130782567043273,0.220650348730699,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",NA,NA,NA,NA,NA,NA,NA,NA,4,0.326893453113982,0.283228761234395,0.169976536268051,0.272463768115942,-0.052119865030792,-0.0413750515433209,1.08264380675996,0,1,0.425454545454545,0.425454545454545,NA,0,0,0,1,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",15,0.320445949417385,0.310612230555333,0.17551216735458,0.32,-0.0485614844397654,-0.0448281463763972,0.126697996724311,24,0.197444805584798,0.188093826108538,0.103307138285947,0.178444084278768,0.037647196075878,0.032789788854676,0.18089504100642,0,4,0.363658816112684,0.349943866032041,0.185920260803288,0.289662250419854,-0.165955975132987,-0.165270036597523,1,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",1,0.509090909090909,0.509090909090909,NA,0,0,0,1,9,0.194366954033364,0.157384333171482,0.148720732051305,0.185,-0.0253781036695126,-0.035515744129718,1.1932085516996,5,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",2,0.0281141543525893,0.0281141543525893,0.0421611895510627,0.0596249260688956,0.010423223878149,0.0102276333037887,0.727227746609979,1,0.285714285714286,0.285714285714286,NA,0,0,0,1,1,1,0.234444444444444,0.234444444444444,Inf,0,0,0,1,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",3,0.393564331345663,0.34082557817606,0.356960993483903,0.29117788823957,0.102870811141613,0.0766704273152089,0.878229220804772,2,0.165756337025109,0.165756337025109,0.00684779218346776,0.00968424057817258,-0.00302928744144049,-0.00340859783508048,NA,2,1,0.36,0.36,NA,0,0,0,1,"2012","Europe and Central Asia","Russian Federation","High income"
"SriLanka","SriLanka2011",7,0.488955320382074,0.361428191195653,0.271805854245947,0.533333333333333,0.0649121078298328,0.0373604822621217,0.384615384615385,1,0.1,0.1,NA,0,0,0,1,4,1,0.301726427622842,0.301726427622842,NA,0,0,0,1,"2011","South Asia","Sri Lanka","Lower middle income"
"Tajikistan","Tajikistan2013",4,0.101572670286946,0.0319473518112455,0.14223131370943,0.272152812841257,-0.0807684310698751,-0.0622223685632306,16.9588808476336,2,0.575943577864909,0.575943577864909,0.440022574935898,0.622285893224679,0.139823269331605,0.167538509714337,0.733990005018621,1,2,0.674534215824538,0.674534215824538,0.246699331765946,0.348885540811781,-0.12450305463146,-0.111009035712839,2.2586656460235,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",5,0.321427056841229,0.334362149607931,0.195882227558152,0.2,-0.0537331398019093,-0.0205441798941799,1.42617084169373,1,0.2,0.2,NA,0,0,0,1,5,1,0.588235294117647,0.588235294117647,NA,0,0,0,1,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Tunisia","Tunisia2013",1,0.0992105263157895,0.0992105263157895,Inf,0,0,0,1,13,0.173529258551318,0.149675758480695,0.0807597130978074,0.104864864864865,0.0819745260707568,0.147715565733548,0.248186337225628,3,1,0.0772,0.0772,NA,0,0,0,1,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",27,0.353511647360173,0.293574517051441,0.227555403315335,0.264705882352941,-0.0824871599643959,-0.0993436675562607,0.726154993171705,36,0.235706698677531,0.200526382527347,0.175530871680907,0.26940054156018,-0.0639016505454069,-0.0406363094029026,1.70925355037656,5,13,0.186096279255708,0.193834725093531,0.0968949809545468,0.0658028096321027,-0.00824396199199147,-0.000358150652540444,1.05180148290167,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",1,0.0196875,0.0196875,NA,0,0,0,1,5,0.154053898333692,0.127737808321738,0.14732281565273,0.172220711697674,0.000156960715929132,-0.00654190417209302,1.38261086200279,14,5,0.0764209319530133,0.0881264890300586,0.0522609019908849,0.0363095238095238,-0.00259980694953817,-1.37736815156186e-05,0.550328134815615,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",4,0.49865821480456,0.537983729290393,0.310527100780956,0.607028571428571,0.0464700305514806,-0.0241182092555332,0.74132610762549,4,0.164124171802031,0.181292014339869,0.111103365962347,0.158156028368794,0.00641649594460208,-0.00402938574947647,1.90639441889388,1,2,0.231181195419075,0.231181195419075,0.0134687005940294,0,-0.0134058084704536,-0.00899470899470896,4.84156617695032,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",8,0.230657447952198,0.20458558630787,0.127810681676283,0.136,-0.033260633191274,-0.0587340105686542,2.08468845259937,21,0.338827329197086,0.235401660830533,0.245175580503394,0.313776236632426,-0.0436057695313762,-0.0459009217995268,1.33153583992954,2,1,0.03,0.03,NA,0,0,0,1,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",3,0.219574146048581,0.210978151114652,0.041724237692373,0.0254460685051511,-0.0201669259612553,-0.0319560219302343,13.0515267737234,7,0.0209484077641788,0.0178609196047506,0.0212864647046228,0.0188310373028701,0.0196893233017743,0.0160431249929671,0.139218603860351,4,9,0.283259421917936,0.264522645298876,0.246329386822106,0.198889620400291,-0.11692057616852,-0.099492858338368,0.774213392937821,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",51,0.128619908380673,0.1,0.110526149816111,0.123333333333333,-0.0163392667452681,-0.0122243970857711,0.339501019542474,20,0.251818069859057,0.144052938266175,0.267001146772992,0.19707080894932,0.0114857161597456,0.0214602449231131,2.06720514505254,4,14,0.180031930495181,0.22024095062512,0.114376395821073,0.145,0.012948918030036,0.0274985456937836,1.20332234540296,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",1,0.48,0.48,Inf,0,0,0,1,3,0.250043713094467,0.250703071845615,0.0367883214052517,0.0477272727272728,-0.0117358939101352,-0.045509775056453,1.32161891611244,0,1,0.211764705882353,0.211764705882353,Inf,0,0,0,1,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Yemen","Yemen2013",3,0.248285024154589,0.333333333333333,0.184571922135908,0.338478260869565,-0.0609881422924901,-0.0609881422924901,1,2,0.244736871296326,0.244736871296326,0.141945139038188,0.200740740740741,-0.0576082381926333,-0.0645238095238095,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",4,0.143147193368463,0.123074305534423,0.0666895199321117,0.0447695035460993,-0.0159939195950352,-0.0284762124561447,2.51350885715375,2,0.0234343092523659,0.0234343092523659,0.00489996009244689,0.00692959001782531,0.00156234666423634,0.00157490682223303,0.541261654433644,0,1,0.00946511116002641,0.00946511116002641,NA,0,0,0,1,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
