"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Belarus","Belarus2013",6,0.0865492387221935,0.0918476156267789,0.0367353590373713,0.05792849864225,0.0103726259481438,0.00591887707735114,1.03665312742951,0,1,0.0120518867924528,0.0120518867924528,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",25,0.192218851346407,0.183486259296366,0.0891396146117493,0.1,-0.0297368544387864,-0.0312538547079742,0.865319107548817,0,1,0.15,0.15,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",7,0.118382305903597,0.138724417949387,0.0925999957641538,0.189254087357946,-0.0357123888777993,-0.0245740086751524,0.769745887698031,0,1,0.0444444444444444,0.0444444444444444,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",7,0.191150650197542,0.167021254655387,0.155342294048252,0.121877094972067,-0.0490745389145881,-0.0950732676438175,3.5098220039397,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",16,0.134735904263526,0.133333333333333,0.0705071942500201,0,-0.0376319106040015,-0.0666075840796829,0.716353661761658,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",5,0.155578682854888,0.122207517441302,0.0942331022401113,0.127733333333333,-0.00269658249324598,-0.00455856154910097,0.907410793162281,0,2,0.0937443888888889,0.0937443888888889,0.0500787950246138,0.0708221111111111,-0.00946245837159474,-0.00946245837159474,1.36466165413534,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",99,0.218501983580098,0.2,0.149160982106631,0.205714285714286,-0.00200605868449427,-0.0784613554625598,1.93254518058275,4,39,0.254092235520732,0.285030021385404,0.115843713241275,0.075714285714286,-0.05063952471705,-0.0141361410724267,0.042765011334166,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",10,0.102444388986232,0.105498426086371,0.0839689502954346,0.0906212992031095,0.00621673525015619,-0.00737495831949868,0.764384761082292,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",18,0.0923700496506709,0.0880914620753884,0.0714983060130219,0.0776470588235294,-0.0144008735068843,-0.00115598587272892,0.279331650827096,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",24,0.164398264350125,0.142782260341298,0.114258789061638,0.182149030208925,-0.00428346436060212,-0.00474925101564212,1.67134734655603,0,3,0.0776846627623995,0.0510156737483363,0.0615253553595987,0.114218456502987,-0.0176016548450826,-0.0217180285167335,0.885899196576413,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",22,0.181684647442271,0.143393669655678,0.125231386605895,0.209281164695177,0.0175648548006408,0.052196420026501,0.161689495111107,0,1,0.25,0.25,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",139,0.160863655241463,0.167334241236174,0.103041949957183,0.13525641025641,-0.0599044304359304,-0.0308789934892222,0.9639428440707,5,8,0.114885587160579,0.117039119245362,0.0337880106368672,0.0113323384010211,0.00636184447816965,0.00682769060179797,0.207695462421457,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",133,0.166009461958921,0.14974673692783,0.131288897662207,0.170175438596491,-0.00017222168758052,-0.00398546744796935,0.650720916053239,0,6,0.123550861783527,0.0242913385561245,0.185964146653332,0.227920377160817,0.0544618367924204,0.0379936649903393,0.970248183549593,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",124,0.198189992883326,0.14647932837331,0.161850316600506,0.186666666666667,-0.0679947843947548,-0.0781862978657427,1.13458684759326,2,4,0.0919191949784464,0.0905137554079503,0.0768295907485488,0.109127417174059,-0.0470028486262405,-0.0520508231863744,151.785372318355,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",57,0.239186046446267,0.179079107345819,0.158810787865068,0.190789473684211,-0.0391723466543379,-0.0286852170410787,2.17693366071383,2,20,0.171663448908252,0.125153205342285,0.116863504285563,0.12312464749013,-0.0273103348251017,-0.0358593630784509,0.888888888888889,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",23,0.235397884763068,0.180471337739179,0.173242434030299,0.262,-0.0206598535838909,-0.0115210847793263,1.0382139863008,0,10,0.275636016747938,0.179502284308594,0.280833107910136,0.5855,0.00650355770364268,0.0344571549107864,0.552369222858583,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",20,0.233601173366739,0.195987233055381,0.165492648635868,0.264,-0.143619366471627,-0.136525897054756,1.20360206759758,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",7,0.14885300152704,0.0920334927602779,0.176137065702923,0.123333333333333,-0.0409008162772976,-0.0276497352998663,2.25507326847296,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Czech Republic","High income"
"Djibouti","Djibouti2013",6,0.207434101341733,0.189474858684173,0.130603932080516,0.203143636363636,0.0404400670263491,0.0407611812343736,0.9,0,2,0.0557629557189197,0.0557629557189197,0.00511302485232527,0.00723090909090909,0.00300466205991353,0.00307583446404342,0.552719109833698,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Djibouti","Lower middle income"
"Dominica","Dominica2010",14,0.266391636407766,0.233601985073479,0.152481279627304,0.140476190476191,-0.0139006694721602,-0.00990281344389539,0.355555555555556,0,1,0.187326549491212,0.187326549491212,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",18,0.152863001911182,0.124945769998025,0.0777330281104707,0.088888888888889,-0.0151847398148133,-0.0263173052790238,0.850658141966452,0,4,0.430984733368085,0.513238656826714,0.269945353608768,0.144521748155313,0.114441604811353,0.116175465750555,0.748549621813512,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",25,0.149080614412194,0.0997530599460771,0.136188126320077,0.201111111111111,0.0202973247547524,0.00947828600486553,0.437894274107111,0,10,0.234527237143202,0.191981717505508,0.157920147775272,0.333227647069577,-0.202027317134334,-0.207329097974593,0.520376514603898,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",18,0.0846356540643016,0.0750636310358703,0.03248021512654,0.0403976351351351,0.0248074088266315,0.00840756225306419,0.00676064738445905,7,3,0.177324455300617,0.184310912353422,0.0451684462696927,0.0333333333333334,-0.0105422316684111,-0.00266203703703704,1.58913618114332,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",190,0.174454216172599,0.140941146411906,0.139695259642141,0.206666666666667,-0.0473956437296238,-0.0209200327071396,1.33147217486929,5,11,0.0895681182139165,0.0307040386183365,0.0826749058851908,0.160363636363636,-0.0553341609818466,-0.0625241633389492,1.13036908763907,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",30,0.267401855944025,0.183860831661387,0.207195202687537,0.273132331902718,-0.12438081497804,-0.0634200009270563,1.34788881122522,0,3,0.141752535095815,0.154818656920055,0.0730843260585349,0.122,0.0226181069696998,0.0337848101265823,0.240051116724229,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",12,0.208738511512458,0.187131837278059,0.117144306184877,0.124851752021563,-0.0214290743048138,-0.000248265675051809,0.921065815762904,0,1,0.376338624338624,0.376338624338624,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",34,0.101963475191962,0.0469310024353364,0.107279381403406,0.153883486540823,-0.0250682902725521,-0.0495500348556885,0.571428571428571,2,8,0.0759446192318904,0.0556941923774955,0.0805268487390102,0.02175,-0.0201598720424839,-0.0205457166697915,1.10733333333333,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",31,0.174875630243948,0.104538377854691,0.149376479883714,0.205254649595175,-0.0234783128692332,-0.0326203003731374,1.71751640765983,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",33,0.126960350645377,0.108021458374835,0.0980414220200966,0.15,-0.00280943142498135,0.00546787015167079,0.931137157161301,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",40,0.193893536291553,0.138119636126595,0.175907332487638,0.310306647149345,0.0145433402471496,-0.00343614596529177,0.925972292580651,0,2,0.158708830149722,0.158708830149722,0.126395337137095,0.17875,0.0537604368098977,0.0773694029850746,0.688289758763313,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Grenada","Grenada2010",6,0.227227259970311,0.234537166857695,0.0976402643921055,0.126436781609195,-0.019213808321493,-0.0232697889046174,0.532258074594958,2,2,0.281390893162377,0.281390893162377,0.0308167236766543,0.0435814285714286,-0.0158321046900285,-0.0145976629680999,2.73403377095164,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Grenada","Upper middle income"
"Guatemala","Guatemala2010",65,0.227600066808866,0.198844885404323,0.141763329152134,0.179761904761904,-0.0237077164597993,-0.033578298896053,0.633551883014394,0,7,0.20318873915106,0.181699296382888,0.166357432616704,0.170008887901344,-0.0623577298052253,-0.0684291535382939,1.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",16,0.0972500792553207,0.115892210218645,0.0501574422897766,0.0549278465152179,0.0161819146190289,0.0182473546262596,0.0968961821120721,1,5,0.106292950047968,0.0808213791597141,0.110488901372445,0.0774770642201835,0.00162058715094202,0.00259466798379708,1.12723657777979,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",32,0.137113312011091,0.156622541209064,0.0719877826315158,0.109451259728268,0.0642779147916068,0.0416239178115381,0.105184125188232,1,2,0.155614035087719,0.155614035087719,0.0627712335579637,0.0887719298245614,0.00604069344960033,0.00604069344960033,0.880208333333333,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"Hungary","Hungary2013",8,0.168632023049017,0.157257803971069,0.0852081296193011,0.044623977086743,-0.0351505452020193,-0.0434704983753287,2.2582972531559,0,1,0.0588967622131913,0.0588967622131913,Inf,0,-8.28551285356954e-34,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",517,0.10441790562577,0.075,0.0908846817973904,0.115924369747899,0.0439396979883359,0.0415772637614839,0.714285714285714,1,3,0.123942065924578,0.121126681551409,0.129715148910042,0.155,0.140857583345635,0.122553751645459,0.0312312551204907,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",119,0.325578327631924,0.262444553903005,0.214418552550415,0.348717948717949,-0.0166678339480274,-0.133256864859462,1.2,0,8,0.339213493638203,0.259975231115456,0.221371343389925,0.359090909090909,-0.108894394311315,-0.18926045295209,1.90972844664505,1,0.262773722627737,0.262773722627737,NA,0,0,0,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",160,0.249689075923951,0.201846936174892,0.176659433653775,0.233014354066986,0.0431390572613912,0.0573843293195606,0.822904255809597,2,1,0.184426229508197,0.184426229508197,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",88,0.196129156875462,0.200387680109977,0.117339499650927,0.192857142857143,-0.0372503675756647,-0.00730086133916496,0.496458139529295,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",34,0.182734515470452,0.183920720912723,0.0923731899457476,0.177777777777778,-0.0685939418268528,-0.0497439849019954,1.84131236939971,1,1,0.2,0.2,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",78,0.278562543601292,0.235872402510684,0.214191377893415,0.333333333333333,-0.0669651038375165,-0.0254368559975224,3.39745881528216,0,3,0.216557734204793,0.24501953125,0.165506975951752,0.2625,0.0829136606495967,0.0593933564987176,35.078125,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",25,0.290186062715561,0.234858932843871,0.198372376243885,0.280385829096277,-0.0141822343307683,-0.0481274390100522,1.30469621905442,1,2,0.278504042082963,0.278504042082963,0.0269001922894151,0.038042616766135,-0.0228385118082958,-0.0179132710015296,12.187230647742,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",112,0.112092316094429,0.06783894683892,0.108257762053826,0.106176470588235,-0.0160838144505458,-0.0239625792788313,0.828950877697144,2,10,0.205167794103136,0.0511899299087739,0.275472531137631,0.532542660202466,0.0245571738795022,0.0251953056518716,1.03846780854478,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",9,0.259949633989616,0.208376668993456,0.154080917472343,0.203225806451613,0.00325668597663601,0.0210527918747008,0.757141656791964,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",19,0.236038236742199,0.240068282975858,0.119624918805007,0.193164750134899,-0.0452763632895795,-0.0457769713741932,1.22177654531243,0,1,0.258845503242176,0.258845503242176,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",10,0.373882304075953,0.160503718051065,0.454558052224131,0.981680107526882,-0.195060471911047,-0.101407411771929,1.28317476810752,0,2,0.108774865306797,0.108774865306797,0.148686913683873,0.210275049879131,-0.0539815665225805,-0.0592593322386643,2.46854662679513,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",8,0.097364279578471,0.0891252054098387,0.0621956926745032,0.110535,0.0523297569534103,0.0287933864420003,0.559596771056395,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",65,0.150382240291294,0.156475779423071,0.0812363269777338,0.091156462585034,-0.0170375509375435,-0.0183484449058808,0.728830836098773,1,3,0.194012643568479,0.105890702928991,0.251577817961135,0.456459330143541,0.198799008103137,0.198230575835944,0.170610946838951,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",9,0.162102597304647,0.169236267315982,0.085499100959269,0.159040816326531,0.00238568090677978,-0.0228380024199349,2.15847131777845,0,4,0.340999235003991,0.17296613707789,0.393874865945416,0.773939178307928,-0.201711972390505,-0.176584973433492,2.49762790291561,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",53,0.187574728411412,0.160382032644051,0.128397315022801,0.144526477178912,-0.0407491819531763,-0.0581030199047292,1.71428571428571,0,7,0.318433234505905,0.146329156717874,0.32563489383592,0.564,-0.0393434190618339,-0.0211137704841901,1.52454096755246,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Malawi","Malawi2014",8,0.349471993588788,0.352536816441264,0.172874515584646,0.23956043956044,0.0327178087295147,0.0128934194652051,1.14051919739951,0,1,0.7539,0.7539,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Malawi","Low income"
"Mali","Mali2010",17,0.192872566830396,0.180619590943486,0.167548513304776,0.28,-0.0656790082574742,-0.0566143163422324,1.74340199660038,0,2,0.100506762298299,0.100506762298299,0.129046987566545,0.1825,0.0180419554172668,0.01825,0.841108241640729,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritania","Mauritania2014",24,0.055555069245925,0.0489740281940132,0.0415327772577916,0.0540532229015303,0.0130291717272648,0.00850604254511992,0.469758033128677,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Mauritania","Lower middle income"
"Mauritius","Mauritius2009",63,0.172696029807618,0.14722174698234,0.151101607160412,0.158333333333333,-0.012090426738603,-0.0159299236797827,1.58863071086667,1,10,0.116563058692945,0.0475589689992052,0.152313236139354,0.21,0.133944742497236,0.0911595188093646,0.420438000688941,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",169,0.23811618205097,0.233333333333333,0.140412070565843,0.315333333333333,-0.0525540429936764,-0.0366261306456977,1,2,8,0.0404320908438726,0.0216554133232646,0.0936365715438087,0.0382413048191054,-0.000223257634145228,-0.048246691202537,4.46906359784868,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",25,0.15099735734701,0.136918753833047,0.117839699300149,0.132683219270648,0.00590536370047027,-0.0126960685350498,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Mongolia","Mongolia2013",22,0.208119356188075,0.207061554695155,0.107357769977193,0.174039295337267,-0.0850452703739702,-0.0983330197260576,0.824849146878442,0,4,0.282374886745674,0.251391740244212,0.0777576305876663,0.15,-0.0222721982160136,-0.0195894997963426,1.38931950228133,NA,NA,NA,NA,NA,NA,NA,NA,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Montenegro","Montenegro2013",7,0.403028777466251,0.461012213413053,0.277418656714246,0.317543859649123,-0.203002313970865,-0.0994455889335139,1.21224551446184,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Montenegro","Upper middle income"
"Morocco","Morocco2013",38,0.188808495941317,0.105151386578348,0.200085384199079,0.151510496671787,0.065684573047093,0.0107881746831864,0.0977195985630566,1,9,0.0820753488650758,0.0824569549049737,0.0202295762934607,0.0323636363636364,0.00980712252701396,0.0115624347312369,1.10021859795195,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",88,0.168315177302062,0.168198038818169,0.136075447624261,0.205555555555556,0.010949625620969,0.038460369669142,1.39595324740904,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",7,0.0606051318780687,0.0570861690119519,0.0562570193179287,0.0740954580446497,-0.0228853741393234,-0.0222032611896343,0.290162019989281,1,4,0.0440581149193548,0.00318864650537634,0.0817390344982533,0.0408696364247312,0.0131533787541713,0.0131533787541713,0.923913043478261,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",41,0.148368921189527,0.2,0.0886064031075978,0.136470588235294,-0.0355097836824347,-0.0298229354249566,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",26,0.52446890191208,0.45547534096843,0.396162643419217,0.608888888888889,0.503801521261776,0.678349271026572,0.362324991905653,0,2,0.0615983810949657,0.0615983810949657,0.0714844138549303,0.101094227571934,-0.0238809310048867,-0.03275150069278,3.45753060561307,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",142,0.280354461339388,0.25,0.219415791384354,0.21,-0.12730133519396,-0.125270251964211,1.09420175790228,15,24,0.211217347253787,0.22348843876867,0.210240346264587,0.374994285714286,0.0113957390107248,0.0181859326476623,0.965958544598567,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",100,0.0654953077790081,0.035868269672931,0.0848071152462532,0.0773333333333333,-0.00961441535120687,-0.0216533265839381,0.824083342498687,8,1,0.444444444444444,0.444444444444444,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Panama","Panama2010",21,0.183790758232729,0.218887832573682,0.131402100901311,0.191176470588235,-0.0679329678116667,-0.0592123736868738,2.63587099298846,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Panama","Upper middle income"
"Paraguay","Paraguay2010",38,0.190111864523638,0.197414497337241,0.139735026172731,0.182539682539683,0.0302975835436106,-0.00542470387295979,2.36363670381807,0,3,0.170517935070558,0.199009789601035,0.0930635262119754,0.157004830917874,-0.0040742156876608,-0.0113120823665158,3.59755965699332,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",118,0.163000647641355,0.157188179589202,0.0930599855958794,0.116666666666667,-0.0139763068983145,-0.0176980648094611,0.558187128949935,1,7,0.0923433329972339,0.0872115921434801,0.0497754403504087,0.0816091954022988,-0.0148833625145311,-0.0149487928217618,1.21912421521705,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
