"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Brazil","Brazil2009",117,19618.2021475675,18467.0591253762,16191.2757215233,14170.6412880437,-4780.36818476274,-11519.3034991445,0.98054117184449,-68,117,19618.2021475675,18467.0591253762,16191.2757215233,14170.6412880437,-4780.36818476274,-11519.3034991445,0.98054117184449,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",12,72381.986329378,29940.3992304486,88375.1163302371,57922.8439753477,-2311.32125338236,9084.99943455938,2.47211331733384,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",17,11759.1547807723,10918.3415691115,8691.25684263008,10844.3500939602,636.992792760106,436.041156874559,1.39677475424359,-14,17,11759.1547807723,10918.3415691115,8691.25684263008,10844.3500939602,636.992792760106,436.041156874559,1.39677475424359,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",25,19882.8523523311,7067.12484139396,51172.5259364935,9655.70455050087,81282.0968030031,91014.3042676748,1.42746002844152,-22,25,19882.8523523311,7067.12484139396,51172.5259364935,9655.70455050087,81282.0968030031,91014.3042676748,1.42746002844152,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",20,23770.5516969027,10177.2283950054,43736.2034023635,20705.3942497115,28170.7328451007,26746.0079447217,0.607885220818607,-11,20,23770.5516969027,10177.2283950054,43736.2034023635,20705.3942497115,28170.7328451007,26746.0079447217,0.607885220818607,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",147,48546.1146208196,35659.5295615855,42889.4686335407,39184.8334153715,39918.5087319867,45286.3221645028,0.747157889283269,-113,147,48546.1146208196,35659.5295615855,42889.4686335407,39184.8334153715,39918.5087319867,45286.3221645028,0.747157889283269,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",135,63011.8003244383,33480.4894952358,89461.3575655576,33143.7010777304,-4530.5155002654,6952.42498603664,0.416343094569866,-128,135,63011.8003244383,33480.4894952358,89461.3575655576,33143.7010777304,-4530.5155002654,6952.42498603664,0.416343094569866,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",117,38747.286209764,30834.8134165926,43687.582222041,29896.8203958581,61727.9407618149,80337.3683581817,5.00418560106543,-94,117,38747.286209764,30834.8134165926,43687.582222041,29896.8203958581,61727.9407618149,80337.3683581817,5.00418560106543,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",83,43420.6970030245,33702.4244124341,37070.9638921338,39247.2922825936,14265.8068318389,12271.0021993806,1.84867820897003,-58,83,43420.6970030245,33702.4244124341,37070.9638921338,39247.2922825936,14265.8068318389,12271.0021993806,1.84867820897003,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",27,7813.31679971053,3952.26122306798,11681.4394996018,6722.91683157424,3783.15682449206,6701.42041779194,0.13863781892256,-21,27,7813.31679971053,3952.26122306798,11681.4394996018,6722.91683157424,3783.15682449206,6701.42041779194,0.13863781892256,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",23,96635.645939732,58627.3229113459,89605.9577448364,75670.4107596391,125836.028306598,112293.229477324,0.887294656174772,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",7,85092.7035406256,51372.9602172665,79348.1384756352,117098.572417198,-4007.94326118656,-638.652158834464,0.348745209168307,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Czech Republic","High income"
"Djibouti","Djibouti2013",25,38637.7886517495,19317.8521128058,48912.8855023991,33325.9709499136,-3736.25794534845,-3659.71040210701,0.320769816482268,-18,25,38637.7886517495,19317.8521128058,48912.8855023991,33325.9709499136,-3736.25794534845,-3659.71040210701,0.320769816482268,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Djibouti","Lower middle income"
"Dominica","Dominica2010",14,39728.6371620516,35229.6296296296,21014.4307457614,40329.9663299663,11089.7810478249,8920.54245162916,1.6875,-11,14,39728.6371620516,35229.6296296296,21014.4307457614,40329.9663299663,11089.7810478249,8920.54245162916,1.6875,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",20,27263.1724877484,26215.7546061952,15368.9215112818,11814.8528911074,3143.34246483491,2058.12246191492,0.74549659786239,-16,20,27263.1724877484,26215.7546061952,15368.9215112818,11814.8528911074,3143.34246483491,2058.12246191492,0.74549659786239,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",34,18767.8400016141,6856.29607292222,42339.5083621238,16049.8250459375,8604.96247737349,10164.3107480017,1.34790208249325,-24,34,18767.8400016141,6856.29607292222,42339.5083621238,16049.8250459375,8604.96247737349,10164.3107480017,1.34790208249325,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",16,38657.0900764329,47128.9622818151,24565.0788961614,45222.2222222222,5015.42274129103,-459.771980503751,1.03142638043664,1,16,38657.0900764329,47128.9622818151,24565.0788961614,45222.2222222222,5015.42274129103,-459.771980503751,1.03142638043664,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",195,20120.2361516388,13329.3951302021,20839.8068452739,19721.4900871433,-394.613172715498,3436.87602038947,2.18550691640079,-140,195,20120.2361516388,13329.3951302021,20839.8068452739,19721.4900871433,-394.613172715498,3436.87602038947,2.18550691640079,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",35,27610.1213752159,18832.0107661196,26335.2878770596,24868.0272108844,23836.8131419785,19014.8508730656,1.50600694096164,-28,35,27610.1213752159,18832.0107661196,26335.2878770596,24868.0272108844,23836.8131419785,19014.8508730656,1.50600694096164,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",14,64897.1537718082,45247.9645769277,44500.0167234579,56701.9991367214,-14484.2359833731,-4628.85479398664,1.58443450025913,-11,14,64897.1537718082,45247.9645769277,44500.0167234579,56701.9991367214,-14484.2359833731,-4628.85479398664,1.58443450025913,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",40,14130.3777275677,11149.5417840944,10327.5238856048,12997.8581436883,-4030.82985005105,-2452.82827970131,0.180099054479964,-23,40,14130.3777275677,11149.5417840944,10327.5238856048,12997.8581436883,-4030.82985005105,-2452.82827970131,0.180099054479964,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",31,45316.4456864746,32443.4749131006,41961.5746420763,54647.468316161,4734.41292689655,9316.24991917004,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",35,14545.8667637419,11478.4024348828,13011.5897298605,13014.8376159138,2998.22112345644,2422.05390522363,0.461365559661671,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",42,18724.2374841049,7499.83763577554,23965.9252253021,21987.6640400705,17411.5292869295,5711.2616774515,0.522781268075851,-27,42,18724.2374841049,7499.83763577554,23965.9252253021,21987.6640400705,17411.5292869295,5711.2616774515,0.522781268075851,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Grenada","Grenada2010",10,50158.6105497181,26219.6384004238,71101.2308823331,13630.174291939,23522.9916646535,22609.3140071598,0.894187400521472,-9,10,50158.6105497181,26219.6384004238,71101.2308823331,13630.174291939,23522.9916646535,22609.3140071598,0.894187400521472,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Grenada","Upper middle income"
"Guatemala","Guatemala2010",73,20946.7276034632,11963.9866019016,22248.9651018215,20654.3262853046,11519.7000812165,9221.62677203915,0.694946526922946,-37,73,20946.7276034632,11963.9866019016,22248.9651018215,20654.3262853046,11519.7000812165,9221.62677203915,0.694946526922946,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",20,57652.8737124576,30348.7351984625,73979.5976155629,46268.9387744978,-2890.70834322626,-7160.06887884849,0.821113793786443,-15,20,57652.8737124576,30348.7351984625,73979.5976155629,46268.9387744978,-2890.70834322626,-7160.06887884849,0.821113793786443,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",31,14798.0633374235,15730.6037678027,17642.0307787062,20576.7632878365,6396.58426612329,-1655.96763683855,1,-7,31,14798.0633374235,15730.6037678027,17642.0307787062,20576.7632878365,6396.58426612329,-1655.96763683855,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"Hungary","Hungary2013",14,78201.5186767819,58998.5157799679,88050.9275675866,58171.2636974939,27815.1766118159,18172.2719237933,1.47459625870536,-8,14,78201.5186767819,58998.5157799679,88050.9275675866,58171.2636974939,27815.1766118159,18172.2719237933,1.47459625870536,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",498,34295.3254091472,21488.1539185125,35820.9254822844,34818.397929097,952.812677064351,2402.23884003477,0.8,-454,498,34295.3254091472,21488.1539185125,35820.9254822844,34818.397929097,952.812677064351,2402.23884003477,0.8,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",116,1795.47207528492,1237.71960345644,1842.61215994467,1799.88599484559,129.590577136656,959.705001895777,1.2,-167,116,1795.47207528492,1237.71960345644,1842.61215994467,1799.88599484559,129.590577136656,959.705001895777,1.2,116,1795.47207528492,1237.71960345644,1842.61215994467,1799.88599484559,129.590577136656,959.705001895777,1.2,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",158,26353.4591831871,16593.3578586804,24559.4586980199,29753.2552103748,-4852.53935025135,-4556.27030936242,0.531056560226296,-151,158,26353.4591831871,16593.3578586804,24559.4586980199,29753.2552103748,-4852.53935025135,-4556.27030936242,0.531056560226296,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",88,128332.112476401,88570.1351331436,85747.1299462664,79258.8681889221,19115.9861422029,326.893843892012,0.33383825538997,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",33,55327.5644091639,26177.7185111455,62179.3389561413,51197.9642061853,68716.6791425091,65407.5819176962,1.61171005956571,-28,33,55327.5644091639,26177.7185111455,62179.3389561413,51197.9642061853,68716.6791425091,65407.5819176962,1.61171005956571,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",81,46618.9848622651,26783.2488005182,51255.290888517,58923.14736114,17398.562017156,5408.55893887971,1.41572790294627,-74,81,46618.9848622651,26783.2488005182,51255.290888517,58923.14736114,17398.562017156,5408.55893887971,1.41572790294627,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",29,23347.476288775,22558.5636716062,15330.8485814268,23049.2479555407,-4309.18721811883,-4785.19336311584,0.342904117547307,-21,29,23347.476288775,22558.5636716062,15330.8485814268,23049.2479555407,-4309.18721811883,-4785.19336311584,0.342904117547307,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",125,40372.0336488516,19738.1960604789,67281.4152327551,40558.3906798348,16541.1322799214,33023.7608118331,0.291810228504279,-87,125,40372.0336488516,19738.1960604789,67281.4152327551,40558.3906798348,16541.1322799214,33023.7608118331,0.291810228504279,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",9,56233.3313736363,64464.2585030437,31677.7870102735,43546.2251086499,20972.0473898095,23215.2046300481,2.57687307100166,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",22,15687.1141749299,9089.59237963681,15606.5112442789,7273.74690301155,7468.36721809233,7791.97479968117,0.877967020970366,-16,22,15687.1141749299,9089.59237963681,15606.5112442789,7273.74690301155,7468.36721809233,7791.97479968117,0.877967020970366,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",11,9745.94955264878,5784.20522699773,19287.0810292013,4266.98741850659,7356.70190172474,5051.61654119022,0.425241335089331,-10,11,9745.94955264878,5784.20522699773,19287.0810292013,4266.98741850659,7356.70190172474,5051.61654119022,0.425241335089331,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",20,52587.2661660726,56113.7152965435,40175.3187485099,52621.494922494,12804.1514901973,21704.7742949642,0.770115819831527,-20,20,52587.2661660726,56113.7152965435,40175.3187485099,52621.494922494,12804.1514901973,21704.7742949642,0.770115819831527,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",77,87992.6693048072,57477.6921204563,89870.5557213413,80416.3713985712,-12758.8842533081,-8034.10862988832,0.483523307756245,-65,77,87992.6693048072,57477.6921204563,89870.5557213413,80416.3713985712,-12758.8842533081,-8034.10862988832,0.483523307756245,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",19,89723.8915583115,66913.5785152759,75824.8138209143,67205.1703876991,19995.8914448711,57550.9249712913,2.56188525745949,-17,19,89723.8915583115,66913.5785152759,75824.8138209143,67205.1703876991,19995.8914448711,57550.9249712913,2.56188525745949,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",60,25796.6949911599,3094.45864690432,135060.239963066,8308.80438219818,2529.30771088689,13908.3806265669,0.3,-50,60,25796.6949911599,3094.45864690432,135060.239963066,8308.80438219818,2529.30771088689,13908.3806265669,0.3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Malawi","Malawi2014",10,5262.972027276,3175.55817058357,6924.3821160582,3053.89450486569,-1862.80233046764,-1262.60780227982,1.15613982782894,2,10,5262.972027276,3175.55817058357,6924.3821160582,3053.89450486569,-1862.80233046764,-1262.60780227982,1.15613982782894,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Malawi","Low income"
"Mali","Mali2010",34,6825.89713838722,4235.616406403,7801.74647389669,6491.08214281259,238.3453820644,-228.237070716981,2.54951064828581,-20,34,6825.89713838722,4235.616406403,7801.74647389669,6491.08214281259,238.3453820644,-228.237070716981,2.54951064828581,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritania","Mauritania2014",28,101461.901930706,60284.781164145,98054.1216874648,145923.417059058,-40905.6230451445,-37073.1834533004,0.288241054891419,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Mauritania","Lower middle income"
"Mauritius","Mauritius2009",71,37620.9588422024,18578.814580928,40896.7189317639,38359.6922488349,-4503.93316400547,14763.2933214014,0.676637903037021,-63,71,37620.9588422024,18578.814580928,40896.7189317639,38359.6922488349,-4503.93316400547,14763.2933214014,0.676637903037021,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",131,22162.5431663872,18500.0527251503,75688.1899664545,7437.969916163,213934.904176376,71827.6427559418,0.909303986626941,-73,131,22162.5431663872,18500.0527251503,75688.1899664545,7437.969916163,213934.904176376,71827.6427559418,0.909303986626941,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",31,49695.0351000676,21232.1648715593,65975.4928294357,58932.9919137709,-20532.5338694952,-5671.0678079133,5.41423364308489,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Mongolia","Mongolia2013",29,25203.6333877151,13287.025553072,28191.7615534501,11756.475763063,30928.0977981035,41304.2809540584,0.911117077787666,-25,29,25203.6333877151,13287.025553072,28191.7615534501,11756.475763063,30928.0977981035,41304.2809540584,0.911117077787666,NA,NA,NA,NA,NA,NA,NA,NA,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Montenegro","Montenegro2013",7,31399.8268646017,17561.6520991271,40926.9408828408,36413.3901321102,20002.93071426,1813.09432340191,1.38510604138376,0,7,31399.8268646017,17561.6520991271,40926.9408828408,36413.3901321102,20002.93071426,1813.09432340191,1.38510604138376,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Montenegro","Upper middle income"
"Morocco","Morocco2013",44,57701.4789181618,25369.4699757208,67388.0728282925,75565.8501868463,-18275.9474825341,-16976.7710283914,0.723915956504626,-39,44,57701.4789181618,25369.4699757208,67388.0728282925,75565.8501868463,-18275.9474825341,-16976.7710283914,0.723915956504626,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",84,16362.8807302933,11069.9692416383,17507.5657378653,15212.2105396642,244.587340068249,-1331.08811973389,0.770815395970873,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",6,11508.8067648463,2808.37398377449,109445.754627722,0,63827.1583373214,-17419.2652866545,1,17,6,11508.8067648463,2808.37398377449,109445.754627722,0,63827.1583373214,-17419.2652866545,1,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",30,13301.8148129262,5580.06181238544,15902.4132292504,18302.6027446242,10357.4485721033,16768.3850053139,0.196272058902026,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",24,8257.6927608044,4528.99130924808,14277.4749372427,7828.65415387328,25922.3857329877,20787.1650629386,0.773197860554424,-15,24,8257.6927608044,4528.99130924808,14277.4749372427,7828.65415387328,25922.3857329877,20787.1650629386,0.773197860554424,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",180,750.880950699836,372.216786427809,1028.8875112494,660.991567986087,-236.554740504576,-492.574539823261,0.48,-88,180,750.880950699836,372.216786427809,1028.8875112494,660.991567986087,-236.554740504576,-492.574539823261,0.48,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",124,108726.872262625,42516.1120331073,150795.662649955,165432.346751581,-5303.75954988019,-6240.33469222747,0.369502778762447,-15,124,108726.872262625,42516.1120331073,150795.662649955,165432.346751581,-5303.75954988019,-6240.33469222747,0.369502778762447,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Panama","Panama2010",22,13955.3794640331,9261.36361924154,20383.9067263267,8750,8819.27299047032,6825.91481422241,0.279859811935914,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Panama","Upper middle income"
"Paraguay","Paraguay2010",37,26158.9803663801,18243.2284830277,25202.3204934748,24167.2778414593,19663.1263392515,23428.0119563786,1.44838889085254,-26,37,26158.9803663801,18243.2284830277,25202.3204934748,24167.2778414593,19663.1263392515,23428.0119563786,1.44838889085254,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
