"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Drc","Drc2013",17,13504.3085599598,4856.37549925301,24239.620457628,22141.7026765307,7809.36779293178,8130.23267419875,1.60407350997447,17,13504.3085599598,4856.37549925301,24239.620457628,22141.7026765307,7809.36779293178,8130.23267419875,1.60407350997447,17,13504.3085599598,4856.37549925301,24239.620457628,22141.7026765307,7809.36779293178,8130.23267419875,1.60407350997447,-30,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",14,91506.2783530614,84036.6730981489,68266.0753013391,28057.6923076923,29714.6626395225,65542.7968202419,0.166282636891559,14,91506.2783530614,84036.6730981489,68266.0753013391,28057.6923076923,29714.6626395225,65542.7968202419,0.166282636891559,14,91506.2783530614,84036.6730981489,68266.0753013391,28057.6923076923,29714.6626395225,65542.7968202419,0.166282636891559,-24,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",136,23088.0359672294,14505.4089417786,21021.8893628145,26768.6175156288,-1084.22999677047,-1516.43338306121,1.03637303691076,136,23088.0359672294,14505.4089417786,21021.8893628145,26768.6175156288,-1084.22999677047,-1516.43338306121,1.03637303691076,136,23088.0359672294,14505.4089417786,21021.8893628145,26768.6175156288,-1084.22999677047,-1516.43338306121,1.03637303691076,-235,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",18,94216.0255953672,26483.9021524986,132292.561653311,117500,-9829.77654332278,2299.44161262746,3.08715573382796,18,94216.0255953672,26483.9021524986,132292.561653311,117500,-9829.77654332278,2299.44161262746,3.08715573382796,18,94216.0255953672,26483.9021524986,132292.561653311,117500,-9829.77654332278,2299.44161262746,3.08715573382796,-34,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",17,30240.9617283209,22244.6398775868,29353.2439052416,56199.1722653784,-699.025350621775,4048.04309827955,0.683786805672881,17,30240.9617283209,22244.6398775868,29353.2439052416,56199.1722653784,-699.025350621775,4048.04309827955,0.683786805672881,17,30240.9617283209,22244.6398775868,29353.2439052416,56199.1722653784,-699.025350621775,4048.04309827955,0.683786805672881,-27,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Georgia","Georgia2013",5,18956.9672392457,7682.17678261045,31236.2936708066,28166.8598756698,-8505.50923767885,-7656.56474435912,0.967471865512325,5,18956.9672392457,7682.17678261045,31236.2936708066,28166.8598756698,-8505.50923767885,-7656.56474435912,0.967471865512325,5,18956.9672392457,7682.17678261045,31236.2936708066,28166.8598756698,-8505.50923767885,-7656.56474435912,0.967471865512325,-9,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",21,164508.082257408,12945.1500185372,298975.85815774,30918.8540687209,316802.789490943,166974.993989423,0.807600714774674,21,164508.082257408,12945.1500185372,298975.85815774,30918.8540687209,316802.789490943,166974.993989423,0.807600714774674,21,164508.082257408,12945.1500185372,298975.85815774,30918.8540687209,316802.789490943,166974.993989423,0.807600714774674,-37,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",4,50501.9403266563,51290.3818813597,19912.0589032001,0,995.119264601256,11750.6518113991,1,NA,NA,NA,NA,NA,NA,NA,NA,4,50501.9403266563,51290.3818813597,19912.0589032001,0,995.119264601256,11750.6518113991,1,11,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",2,21617.7359920039,21617.7359920039,22453.6556415118,0,-430.051087663624,-14655.8143075759,1,NA,NA,NA,NA,NA,NA,NA,NA,2,21617.7359920039,21617.7359920039,22453.6556415118,0,-430.051087663624,-14655.8143075759,1,11,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",518,31017.4104055156,18272.045560459,32948.4128178514,33746.3632821744,-407.346725978583,1490.23108222847,0.806425574616371,518,31017.4104055156,18272.045560459,32948.4128178514,33746.3632821744,-407.346725978583,1490.23108222847,0.806425574616371,518,31017.4104055156,18272.045560459,32948.4128178514,33746.3632821744,-407.346725978583,1490.23108222847,0.806425574616371,-986,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",79,3100.58849176757,1798.25594180584,5145.50437307045,2732.05762178379,-821.958808280229,-471.539995855003,1,79,3100.58849176757,1798.25594180584,5145.50437307045,2732.05762178379,-821.958808280229,-471.539995855003,1,79,3100.58849176757,1798.25594180584,5145.50437307045,2732.05762178379,-821.958808280229,-471.539995855003,1,-99,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",34,31182.7119790996,21921.3056231761,29796.4919297797,40247.3087372773,-4346.78344795541,-6314.93286803894,0.649628425499667,34,31182.7119790996,21921.3056231761,29796.4919297797,40247.3087372773,-4346.78344795541,-6314.93286803894,0.649628425499667,34,31182.7119790996,21921.3056231761,29796.4919297797,40247.3087372773,-4346.78344795541,-6314.93286803894,0.649628425499667,-68,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",9,195813.060371096,197546.73340047,55111.9787746214,1590.85900307511,-36058.0759957336,-42082.3929135339,0.127561843810387,9,195813.060371096,197546.73340047,55111.9787746214,1590.85900307511,-36058.0759957336,-42082.3929135339,0.127561843810387,9,195813.060371096,197546.73340047,55111.9787746214,1590.85900307511,-36058.0759957336,-42082.3929135339,0.127561843810387,-12,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",46,74207.8456199008,54483.3966971269,66969.7232675228,56914.4037011012,-23356.1430309375,-3553.37034381218,2.24333796604024,46,74207.8456199008,54483.3966971269,66969.7232675228,56914.4037011012,-23356.1430309375,-3553.37034381218,2.24333796604024,46,74207.8456199008,54483.3966971269,66969.7232675228,56914.4037011012,-23356.1430309375,-3553.37034381218,2.24333796604024,-89,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",30,43785.2957944111,27572.0819964378,46038.1227664406,35430.7008085859,-11137.998098767,-13468.2944800668,3.05442697298714,30,43785.2957944111,27572.0819964378,46038.1227664406,35430.7008085859,-11137.998098767,-13468.2944800668,3.05442697298714,30,43785.2957944111,27572.0819964378,46038.1227664406,35430.7008085859,-11137.998098767,-13468.2944800668,3.05442697298714,-53,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",5,17374.8438621121,16733.0056601936,11040.5861926097,20422.9792417994,-3656.84524764935,-2687.10897997862,0.841088000389497,NA,NA,NA,NA,NA,NA,NA,NA,5,17374.8438621121,16733.0056601936,11040.5861926097,20422.9792417994,-3656.84524764935,-2687.10897997862,0.841088000389497,-5,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Latvia","Latvia2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,53184.5053751184,59604.6258181051,43747.431719892,57931.9210155897,8245.70568378164,1239.19565414927,0.941529350789083,0,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",6,373068.951019041,34116.8226574904,559367.332624691,923116.871991751,-35824.386372231,-28740.9535970127,0.93514080276141,6,373068.951019041,34116.8226574904,559367.332624691,923116.871991751,-35824.386372231,-28740.9535970127,0.93514080276141,6,373068.951019041,34116.8226574904,559367.332624691,923116.871991751,-35824.386372231,-28740.9535970127,0.93514080276141,-6,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",15,22601.084662356,16866.1892668947,19907.2760296308,34654.0235661004,-4289.30139021796,1131.48773477927,0.264770083927947,15,22601.084662356,16866.1892668947,19907.2760296308,34654.0235661004,-4289.30139021796,1131.48773477927,0.264770083927947,15,22601.084662356,16866.1892668947,19907.2760296308,34654.0235661004,-4289.30139021796,1131.48773477927,0.264770083927947,-26,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Malawi","Malawi2014",7,3749.70245846293,4565.46225040197,2948.91496984951,5332.4580889282,-2388.02151233603,-2217.46590591898,0.159799426624099,7,3749.70245846293,4565.46225040197,2948.91496984951,5332.4580889282,-2388.02151233603,-2217.46590591898,0.159799426624099,7,3749.70245846293,4565.46225040197,2948.91496984951,5332.4580889282,-2388.02151233603,-2217.46590591898,0.159799426624099,-10,"2014","Sub-Saharan Africa","Malawi","Low income"
"Mali","Mali2010",11,49233.4655820189,5549.48524795749,106218.146664181,22374.6436668238,-23691.7898285876,-26086.7934979931,1.13244893572802,NA,NA,NA,NA,NA,NA,NA,NA,11,49233.4655820189,5549.48524795749,106218.146664181,22374.6436668238,-23691.7898285876,-26086.7934979931,1.13244893572802,-5,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritius","Mauritius2009",7,49552.0940736055,55177.6610634714,40037.6013778455,60694.1183279262,-1773.1628112987,-2703.47439707669,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,49552.0940736055,55177.6610634714,40037.6013778455,60694.1183279262,-1773.1628112987,-2703.47439707669,NA,-7,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",138,71569.4151776313,40111.4971180811,79583.2154174903,79529.3227037675,108090.901786806,78190.3524869518,2,138,71569.4151776313,40111.4971180811,79583.2154174903,79529.3227037675,108090.901786806,78190.3524869518,2,138,71569.4151776313,40111.4971180811,79583.2154174903,79529.3227037675,108090.901786806,78190.3524869518,2,-260,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Morocco","Morocco2013",5,182228.053814175,26826.1545624562,326220.165029106,99174.8618087519,-39871.9575719104,-48744.0925679767,2.07771117155379,NA,NA,NA,NA,NA,NA,NA,NA,5,182228.053814175,26826.1545624562,326220.165029106,99174.8618087519,-39871.9575719104,-48744.0925679767,2.07771117155379,-3,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",10,9582.96945284941,6114.81523065163,9339.03579178466,9852.89517338685,8794.38798450089,12860.797269246,2.72638334307291,10,9582.96945284941,6114.81523065163,9339.03579178466,9852.89517338685,8794.38798450089,12860.797269246,2.72638334307291,10,9582.96945284941,6114.81523065163,9339.03579178466,9852.89517338685,8794.38798450089,12860.797269246,2.72638334307291,-13,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",2,16740.1854371563,16740.1854371563,15782.7981879114,22320.2472495418,1594.30337496727,1594.30337496727,1.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,2,16740.1854371563,16740.1854371563,15782.7981879114,22320.2472495418,1594.30337496727,1594.30337496727,1.16666666666667,6,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",10,29420.4176659921,21593.0512675037,32117.9035133374,27496.2392271484,26.2216986166817,1358.56150106899,1.1424716854802,NA,NA,NA,NA,NA,NA,NA,NA,10,29420.4176659921,21593.0512675037,32117.9035133374,27496.2392271484,26.2216986166817,1358.56150106899,1.1424716854802,-8,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",16,7342.34122046853,218.537072174737,44959.8776816271,297.773429142248,70694.4777469947,83632.26454637,0.650612264318798,16,7342.34122046853,218.537072174737,44959.8776816271,297.773429142248,70694.4777469947,83632.26454637,0.650612264318798,16,7342.34122046853,218.537072174737,44959.8776816271,297.773429142248,70694.4777469947,83632.26454637,0.650612264318798,-9,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",44,22352.0025282222,8290.06409065349,31871.8986216407,20994.2490315992,16709.3313261809,17950.9479712818,0.187736541055507,44,22352.0025282222,8290.06409065349,31871.8986216407,20994.2490315992,16709.3313261809,17950.9479712818,0.187736541055507,44,22352.0025282222,8290.06409065349,31871.8986216407,20994.2490315992,16709.3313261809,17950.9479712818,0.187736541055507,-21,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",21,56278.2876881001,29825.295264506,52212.8023914286,97442.9863893098,1720.80605873643,10384.4052172804,7.87006570848523,NA,NA,NA,NA,NA,NA,NA,NA,21,56278.2876881001,29825.295264506,52212.8023914286,97442.9863893098,1720.80605873643,10384.4052172804,7.87006570848523,-18,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",100,56152.5588995258,42344.4312593467,46937.9523898392,46050.913104373,-1268.16235305799,592.056967927231,1.74369203377689,100,56152.5588995258,42344.4312593467,46937.9523898392,46050.913104373,-1268.16235305799,592.056967927231,1.74369203377689,100,56152.5588995258,42344.4312593467,46937.9523898392,46050.913104373,-1268.16235305799,592.056967927231,1.74369203377689,-189,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",111,63482.4837085367,41430.7276286565,65952.9598028045,50464.9261428631,26295.3429784977,1209.97622455053,1.24623657071722,111,63482.4837085367,41430.7276286565,65952.9598028045,50464.9261428631,26295.3429784977,1209.97622455053,1.24623657071722,111,63482.4837085367,41430.7276286565,65952.9598028045,50464.9261428631,26295.3429784977,1209.97622455053,1.24623657071722,-203,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",9,104969.085868203,59805.937942841,125941.865572248,119589.517844186,-62202.3094800709,-46431.9505543207,0.147534648215626,NA,NA,NA,NA,NA,NA,NA,NA,9,104969.085868203,59805.937942841,125941.865572248,119589.517844186,-62202.3094800709,-46431.9505543207,0.147534648215626,-7,"2013","Europe and Central Asia","Poland","High income"
"Russia","Russia2012",49,55059.2882594706,54553.7651487483,27819.968559342,10728.1981032516,-13131.7313597712,-15330.2434145174,1.50595966122132,49,55059.2882594706,54553.7651487483,27819.968559342,10728.1981032516,-13131.7313597712,-15330.2434145174,1.50595966122132,49,55059.2882594706,54553.7651487483,27819.968559342,10728.1981032516,-13131.7313597712,-15330.2434145174,1.50595966122132,-35,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",9,110978.003539632,57131.4090122895,157696.075649847,58997.0431791785,-17995.1072018757,-27120.1403467336,8.52108828705741,NA,NA,NA,NA,NA,NA,NA,NA,9,110978.003539632,57131.4090122895,157696.075649847,58997.0431791785,-17995.1072018757,-27120.1403467336,8.52108828705741,-6,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",6,47209.2265123101,46302.372314565,4746.4950674559,479.556787766305,4648.7064005722,-521.148873291293,0.110777582572181,NA,NA,NA,NA,NA,NA,NA,NA,6,47209.2265123101,46302.372314565,4746.4950674559,479.556787766305,4648.7064005722,-521.148873291293,0.110777582572181,-5,"2013","Europe and Central Asia","Serbia","Upper middle income"
"SriLanka","SriLanka2011",6,48801.70228138,7611.11938033751,54652.7035528617,101539.778949192,34518.7826392064,32452.7295773697,1.69369922290286,6,48801.70228138,7611.11938033751,54652.7035528617,101539.778949192,34518.7826392064,32452.7295773697,1.69369922290286,NA,NA,NA,NA,NA,NA,NA,NA,-6,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",8,63572.2148587258,36186.9636889767,57082.9517919214,59472.9344729345,26073.2522786521,26579.9683182827,1.40578257702564,NA,NA,NA,NA,NA,NA,NA,NA,8,63572.2148587258,36186.9636889767,57082.9517919214,59472.9344729345,26073.2522786521,26579.9683182827,1.40578257702564,-8,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Sudan","Sudan2014",5,3980206.7199244,699432.192365926,5640640.14807328,7730458.29435974,-1169803.32613391,-1091646.67004683,0.973130454221367,5,3980206.7199244,699432.192365926,5640640.14807328,7730458.29435974,-1169803.32613391,-1091646.67004683,0.973130454221367,NA,NA,NA,NA,NA,NA,NA,NA,4,"2014","Sub-Saharan Africa","Sudan","Lower middle income"
"Sweden","Sweden2014",6,399589.548849558,263533.191422369,429122.331257184,94631.9451650316,345031.356505648,401083.942115772,1.08963989602697,6,399589.548849558,263533.191422369,429122.331257184,94631.9451650316,345031.356505648,401083.942115772,1.08963989602697,6,399589.548849558,263533.191422369,429122.331257184,94631.9451650316,345031.356505648,401083.942115772,1.08963989602697,-12,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",5,17021.5435941406,14003.562669354,5644.96806189719,6507.92678072577,-777.410467057353,-758.037193425325,0.793394698024146,NA,NA,NA,NA,NA,NA,NA,NA,5,17021.5435941406,14003.562669354,5644.96806189719,6507.92678072577,-777.410467057353,-758.037193425325,0.793394698024146,1,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",13,97327.6391228046,79099.7252309097,69907.8654552081,109457.347968051,-21844.0720185776,-11827.2216883278,0.289619261456887,NA,NA,NA,NA,NA,NA,NA,NA,13,97327.6391228046,79099.7252309097,69907.8654552081,109457.347968051,-21844.0720185776,-11827.2216883278,0.289619261456887,-11,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",10,76680.4451482457,31583.4914459686,81204.1136990174,73048.6265195295,66787.1898483389,74472.8732685741,0.448730383899698,NA,NA,NA,NA,NA,NA,NA,NA,10,76680.4451482457,31583.4914459686,81204.1136990174,73048.6265195295,66787.1898483389,74472.8732685741,0.448730383899698,-8,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",67,125776.135468399,98885.0830379555,127763.980334776,33259.4300082555,41483.2262577119,45833.81378742,0.657049801767641,67,125776.135468399,98885.0830379555,127763.980334776,33259.4300082555,41483.2262577119,45833.81378742,0.657049801767641,67,125776.135468399,98885.0830379555,127763.980334776,33259.4300082555,41483.2262577119,45833.81378742,0.657049801767641,-84,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",6,141122.829758219,127821.302015029,107362.781013316,195660.839342268,76907.9203332254,79771.1576687851,1.48540712483058,NA,NA,NA,NA,NA,NA,NA,NA,6,141122.829758219,127821.302015029,107362.781013316,195660.839342268,76907.9203332254,79771.1576687851,1.48540712483058,-3,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",NA,NA,NA,NA,NA,NA,NA,NA,9,10944.494795761,7210.64044094081,10620.4347436187,4297.4177335765,-1459.86106271373,-6600.33131608164,0.979049797745271,9,10944.494795761,7210.64044094081,10620.4347436187,4297.4177335765,-1459.86106271373,-6600.33131608164,0.979049797745271,-5,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",31,148311.714048357,126064.134728755,78731.9152262554,160211.10631186,-22622.7998239717,11191.2548093999,0.401202293482507,31,148311.714048357,126064.134728755,78731.9152262554,160211.10631186,-22622.7998239717,11191.2548093999,0.401202293482507,31,148311.714048357,126064.134728755,78731.9152262554,160211.10631186,-22622.7998239717,11191.2548093999,0.401202293482507,-57,"2010","Latin America and Caribbean","Uruguay","High income"
