"countryOnly","country","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Costarica","Costarica2010",4,0.234609333813633,0.212634414917474,0.132179711157187,0.0124130552586341,-0.0210712191488937,-0.048331011643357,0.709095016196193,4,0.234609333813633,0.212634414917474,0.132179711157187,0.0124130552586341,-0.0210712191488937,-0.048331011643357,0.709095016196193,-1,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",NA,NA,NA,NA,NA,NA,NA,NA,5,0.195106251108988,0.175168490350472,0.0834913250984766,0.155094720496894,0.040765958631673,0.0324911892824391,1.01601754731551,0,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",10,0.279938871738445,0.246820964530154,0.157315168449204,0.259501877411685,-0.0468615408757784,-0.0116907376674242,0.806652653044312,10,0.279938871738445,0.246820964530154,0.157315168449204,0.259501877411685,-0.0468615408757784,-0.0116907376674242,0.806652653044312,-10,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Ecuador","Ecuador2010",NA,NA,NA,NA,NA,NA,NA,NA,9,0.105565334535661,0.116829009635351,0.0678915505293811,0.0713124120844252,0.00882093242256634,-0.0300939030644285,0.50503194331031,1,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",174,0.182470873245428,0.15,0.111032439759877,0.121578947368421,-0.000242550233898238,0.0562806195329211,1.21425237972224,174,0.182470873245428,0.15,0.111032439759877,0.121578947368421,-0.000242550233898238,0.0562806195329211,1.21425237972224,-164,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",8,0.263139721315364,0.243914408728479,0.155840942519693,0.206224391419619,-0.115023837225034,-0.0411149772865944,1.52408384377548,8,0.263139721315364,0.243914408728479,0.155840942519693,0.206224391419619,-0.115023837225034,-0.0411149772865944,1.52408384377548,-8,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",5,0.385892534763157,0.119842338794475,0.339266928640159,0.561917629519195,-0.0700104813570541,-0.117067436973621,6.35141411031074,5,0.385892534763157,0.119842338794475,0.339266928640159,0.561917629519195,-0.0700104813570541,-0.117067436973621,6.35141411031074,-5,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",12,0.175314902094041,0.197439151387331,0.110904794246441,0.164285714285714,0.0502544292505838,0.0544435021734558,0.0821999999999999,12,0.175314902094041,0.197439151387331,0.110904794246441,0.164285714285714,0.0502544292505838,0.0544435021734558,0.0821999999999999,-12,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",NA,NA,NA,NA,NA,NA,NA,NA,1,0.308333333333333,0.308333333333333,NA,0,0,0,1,4,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Guatemala","Guatemala2010",41,0.251518670876498,0.25,0.13219487308147,0.148213333333333,-0.025878539334429,-0.0337495097138436,1.05575920339563,41,0.251518670876498,0.25,0.13219487308147,0.148213333333333,-0.025878539334429,-0.0337495097138436,1.05575920339563,-41,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",NA,NA,NA,NA,NA,NA,NA,NA,3,0.0743864253775464,0.0588910338556961,0.133573015644429,0,0.143527040438516,0.118993506493506,0.0526315789473684,2,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",517,0.135639603679921,0.111934049294811,0.0998217962086956,0.140740740740741,-0.00400938858542245,0.0259031354222942,1.04619429653092,517,0.135639603679921,0.111934049294811,0.0998217962086956,0.140740740740741,-0.00400938858542245,0.0259031354222942,1.04619429653092,-515,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",156,0.347367572494616,0.333451030883487,0.200644893450528,0.229227053140096,-0.126280115486425,-0.169884616690743,0.996837736235051,156,0.347367572494616,0.333451030883487,0.200644893450528,0.229227053140096,-0.126280115486425,-0.169884616690743,0.996837736235051,-156,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Jordan","Jordan2013",NA,NA,NA,NA,NA,NA,NA,NA,7,0.130859541186559,0.128110799875506,0.045494885267786,0.0833333333333333,-0.0013126036640601,0.000293765131560385,3.51340996168582,1,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",32,0.142834847855042,0.114617715755988,0.126889802535708,0.156521739130435,-0.0881667365357662,-0.0668824529703253,3.44881637412346,32,0.142834847855042,0.114617715755988,0.126889802535708,0.156521739130435,-0.0881667365357662,-0.0668824529703253,3.44881637412346,-32,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Madagascar","Madagascar2013",46,0.784304989528587,0.325879940958539,1.71513246744456,0.257142857142857,0.481811559910019,0.432645363219408,0.0851389708860747,46,0.784304989528587,0.325879940958539,1.71513246744456,0.257142857142857,0.481811559910019,0.432645363219408,0.0851389708860747,-44,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",38,0.239669730882074,0.229199991561542,0.173188753431964,0.27037037037037,-0.0514998326082223,-0.0383616886689039,1.11440352702194,38,0.239669730882074,0.229199991561542,0.173188753431964,0.27037037037037,-0.0514998326082223,-0.0383616886689039,1.11440352702194,-38,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,22,0.221782428564969,0.235587095297067,0.0851425624267837,0.08,-0.0179570624161796,-0.00669358377547852,1.94563335355136,1,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",NA,NA,NA,NA,NA,NA,NA,NA,9,0.199345513618308,0.180774204070379,0.136767673120417,0.205692307692308,0.0486816338332576,0.0635377476573751,0.930812953257833,0,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",NA,NA,NA,NA,NA,NA,NA,NA,9,0.216772410262949,0.12635186923752,0.188573050164887,0.233333333333333,0.0116062686621567,0.0250495691008989,0.285710086227348,0,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",NA,NA,NA,NA,NA,NA,NA,NA,7,0.255652195683173,0.220291837006019,0.210906086310151,0.384,0.0220466094974138,0.0406124500051277,0.3532660721408,0,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,12,0.112010422429044,0.0970203837181777,0.0733549803376078,0.0914634146341463,0.00524428605482259,-0.0618503043533803,1,5,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",23,0.196421318204977,0.176687793358469,0.163646150429716,0.303846153846154,0.263097634547711,0.226339951622566,1.11600482991029,23,0.196421318204977,0.176687793358469,0.163646150429716,0.303846153846154,0.263097634547711,0.226339951622566,1.11600482991029,-20,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",51,0.367710644101423,0.15454310618315,0.373705031460101,0.732283511111111,-0.315890905827374,-0.13782659884736,0.238260456026489,51,0.367710644101423,0.15454310618315,0.373705031460101,0.732283511111111,-0.315890905827374,-0.13782659884736,0.238260456026489,-49,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",NA,NA,NA,NA,NA,NA,NA,NA,5,0.336403414081319,0.295067273062216,0.160842460591002,0.272463768115942,-0.0605090853361541,-0.0627931786906956,1.04249251825707,0,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",43,0.251652816263732,0.211509734583552,0.149489142430511,0.205784,-0.00703178168653576,-0.012823542196695,0.659578751862075,43,0.251652816263732,0.211509734583552,0.149489142430511,0.205784,-0.00703178168653576,-0.012823542196695,0.659578751862075,-43,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",NA,NA,NA,NA,NA,NA,NA,NA,15,0.281709848663432,0.223378175595169,0.204341560821298,0.353870374363739,0.016138988543024,-0.0100388236659439,0.441082501286606,0,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",5,0.216545251183071,0.268160522032836,0.165088104286748,0.225764166666667,-0.0563821930733166,-0.00879049385245625,0.443021136893479,5,0.216545251183071,0.268160522032836,0.165088104286748,0.225764166666667,-0.0563821930733166,-0.00879049385245625,0.443021136893479,-5,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,1,0.36,0.36,NA,0,0,0,1,7,"2012","Europe and Central Asia","Russian Federation","High income"
"SriLanka","SriLanka2011",NA,NA,NA,NA,NA,NA,NA,NA,13,0.399327952769553,0.306601164234229,0.259361457734223,0.381333333333333,0.0871568440149951,0.138223487874894,0.461538461538462,0,"2011","South Asia","Sri Lanka","Lower middle income"
"Tajikistan","Tajikistan2013",NA,NA,NA,NA,NA,NA,NA,NA,8,0.317570317894139,0.236422973566463,0.341226849339795,0.786552165478992,-0.0744713815728881,-0.0013740137477441,0.803211589508344,1,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",NA,NA,NA,NA,NA,NA,NA,NA,11,0.274666102016081,0.2,0.147975479397272,0.2,-0.0175483144776343,0.0404922590160487,2.65975333586532,1,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Tunisia","Tunisia2013",NA,NA,NA,NA,NA,NA,NA,NA,15,0.163735735867436,0.1449885072748,0.0810063277722335,0.0663691678116124,0.0789795650525796,0.152219094823298,0.379237875252395,3,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",NA,NA,NA,NA,NA,NA,NA,NA,81,0.286654068171641,0.238115178381324,0.203015089196693,0.24,-0.0804482258297725,-0.0681878631665373,2.90434187330657,0,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",15,0.0321299864949099,0.0216138372697629,0.0440751542730439,0,-0.00577273867378073,-0.0196528961841891,1.33333333333333,15,0.0321299864949099,0.0216138372697629,0.0440751542730439,0,-0.00577273867378073,-0.0196528961841891,1.33333333333333,-5,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",11,0.449122670760411,0.454785261400005,0.300033916366425,0.607028571428571,-0.0740293091118913,-0.0785756947466372,0.651768753484441,11,0.449122670760411,0.454785261400005,0.300033916366425,0.607028571428571,-0.0740293091118913,-0.0785756947466372,0.651768753484441,-11,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",NA,NA,NA,NA,NA,NA,NA,NA,31,0.323289698454082,0.227676200210173,0.242824618161174,0.356,-0.0361425830463741,-0.0397371007623399,1.21060423746498,1,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",NA,NA,NA,NA,NA,NA,NA,NA,23,0.196791123776438,0.106129227828984,0.223760229136129,0.262768236911957,-0.0705025281997338,-0.0668308632323941,0.827444623436264,0,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",85,0.145191141039528,0.122492547242296,0.115699988576171,0.16,0.00998790979322956,-0.00642055243673187,1.23907986170421,85,0.145191141039528,0.122492547242296,0.115699988576171,0.16,0.00998790979322956,-0.00642055243673187,1.23907986170421,-81,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",NA,NA,NA,NA,NA,NA,NA,NA,5,0.29996716131021,0.250703071845615,0.126359793216145,0.268235294117647,-0.0330734297404669,-0.0764591322294479,1.64571895378624,0,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Yemen","Yemen2013",NA,NA,NA,NA,NA,NA,NA,NA,5,0.24672706265136,0.307504564268194,0.14637657985581,0.200740740740741,-0.0594895782598706,-0.0631999177716107,1.04121612084863,0,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",7,0.0897392190459559,0.0750241326126685,0.0814527810237158,0.105681818181818,-0.0235332779713747,-0.027486257952163,5.64526704929213,7,0.0897392190459559,0.0750241326126685,0.0814527810237158,0.105681818181818,-0.0235332779713747,-0.027486257952163,5.64526704929213,-7,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
