"countryOnly","country","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Pakistan","Pakistan2013",10,90483.5786785988,3889.95266559327,255750.78916282,1187.71941257545,7591.41198117498,64904.1199081706,1.10312660101936,10,90483.5786785988,3889.95266559327,255750.78916282,1187.71941257545,7591.41198117498,64904.1199081706,1.10312660101936,-12,10,90483.5786785988,3889.95266559327,255750.78916282,1187.71941257545,7591.41198117498,64904.1199081706,1.10312660101936,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",11,33217.8859996629,32844.2595153658,17710.9792001846,21285.8664188425,9705.51561667806,7602.95837656273,NA,11,33217.8859996629,32844.2595153658,17710.9792001846,21285.8664188425,9705.51561667806,7602.95837656273,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",91,48628.2966329015,27104.7348394812,60370.3939854238,43440.9453072643,1734.21753909654,1779.25438420483,2.28222348566072,91,48628.2966329015,27104.7348394812,60370.3939854238,43440.9453072643,1734.21753909654,1779.25438420483,2.28222348566072,-168,91,48628.2966329015,27104.7348394812,60370.3939854238,43440.9453072643,1734.21753909654,1779.25438420483,2.28222348566072,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",4,26911.4274460861,20780.4640379946,26902.3576952774,11572.7781214118,44352.3951749015,45235.3727671885,0.504013627408046,4,26911.4274460861,20780.4640379946,26902.3576952774,11572.7781214118,44352.3951749015,45235.3727671885,0.504013627408046,-3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",76,30817.7298745768,22597.9318485888,29824.6248718088,26953.979750658,-5630.70551478169,-5809.87397341987,1.36197088453823,76,30817.7298745768,22597.9318485888,29824.6248718088,26953.979750658,-5630.70551478169,-5809.87397341987,1.36197088453823,-122,76,30817.7298745768,22597.9318485888,29824.6248718088,26953.979750658,-5630.70551478169,-5809.87397341987,1.36197088453823,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",NA,NA,NA,NA,NA,NA,NA,NA,6,91447.2252137066,108959.986316491,56149.9088833974,81929.5294374651,20305.4204196021,22691.0009061766,11.9774731612921,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",11,253731.425548841,228235.73473519,123737.940867436,195189.553353299,34216.7559744513,55784.5385378957,1.99041080050714,11,253731.425548841,228235.73473519,123737.940867436,195189.553353299,34216.7559744513,55784.5385378957,1.99041080050714,-10,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",6,15004.8957661065,1632.80923217424,32668.0702936429,43159.8447872751,32488.3046841494,18666.1269013072,1.77589116008154,6,15004.8957661065,1632.80923217424,32668.0702936429,43159.8447872751,32488.3046841494,18666.1269013072,1.77589116008154,-2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Tunisia","Tunisia2013",12,63454.2209230098,42024.8908730155,74061.6492224767,25399.0240616546,67347.2983843601,127822.657561,1.53855343550898,12,63454.2209230098,42024.8908730155,74061.6492224767,25399.0240616546,67347.2983843601,127822.657561,1.53855343550898,-23,12,63454.2209230098,42024.8908730155,74061.6492224767,25399.0240616546,67347.2983843601,127822.657561,1.53855343550898,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",NA,NA,NA,NA,NA,NA,NA,NA,5,42761.308400843,47327.0453625323,21021.4493637266,39249.1257845534,9562.68435938596,668.995791336859,1.04410302905653,-2,5,42761.308400843,47327.0453625323,21021.4493637266,39249.1257845534,9562.68435938596,668.995791336859,1.04410302905653,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",5,21280.3519433515,7487.20214561815,81686.007771789,0,13117.7574244314,2356.92547141355,1.09610769449678,5,21280.3519433515,7487.20214561815,81686.007771789,0,13117.7574244314,2356.92547141355,1.09610769449678,-8,5,21280.3519433515,7487.20214561815,81686.007771789,0,13117.7574244314,2356.92547141355,1.09610769449678,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",NA,NA,NA,NA,NA,NA,NA,NA,5,7005.83572612319,2349.8491674397,15494.8440439071,8503.72413711252,4873.66031155036,-1816.2705753667,2.20146311960073,-4,5,7005.83572612319,2349.8491674397,15494.8440439071,8503.72413711252,4873.66031155036,-1816.2705753667,2.20146311960073,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Vietnam","Vietnam2009",11,22122.0523981147,24729.8780055559,11042.9720668755,9273.70425208345,12619.8409911521,4182.80912042744,0.389212064971023,11,22122.0523981147,24729.8780055559,11042.9720668755,9273.70425208345,12619.8409911521,4182.80912042744,0.389212064971023,-15,11,22122.0523981147,24729.8780055559,11042.9720668755,9273.70425208345,12619.8409911521,4182.80912042744,0.389212064971023,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",5,14289015.9603693,6764613.83952024,41835632.5761858,3342569.32612635,24182583.1275993,47320396.6010325,1.89120498804959,5,14289015.9603693,6764613.83952024,41835632.5761858,3342569.32612635,24182583.1275993,47320396.6010325,1.89120498804959,-8,5,14289015.9603693,6764613.83952024,41835632.5761858,3342569.32612635,24182583.1275993,47320396.6010325,1.89120498804959,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
