"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Jamaica","Jamaica2010",6,46081.6820610285,38872.5283787703,29533.1181624977,55248.2920411635,-3956.13067412403,-4306.2086777967,0.453754884741472,6,46081.6820610285,38872.5283787703,29533.1181624977,55248.2920411635,-3956.13067412403,-4306.2086777967,0.453754884741472,6,46081.6820610285,38872.5283787703,29533.1181624977,55248.2920411635,-3956.13067412403,-4306.2086777967,0.453754884741472,-12,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Kenya","Kenya2013",7,37325.2141777748,18447.7517140176,80662.5647739507,14194.494401534,-3417.28421993587,-10523.2546659566,0.496975670994699,7,37325.2141777748,18447.7517140176,80662.5647739507,14194.494401534,-3417.28421993587,-10523.2546659566,0.496975670994699,7,37325.2141777748,18447.7517140176,80662.5647739507,14194.494401534,-3417.28421993587,-10523.2546659566,0.496975670994699,-14,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Latvia","Latvia2013",NA,NA,NA,NA,NA,NA,NA,NA,4,26362.8384686276,17592.5257219439,28009.5577409472,10792.66364785,-3416.69452452823,-3448.70092107136,2.71744438655782,4,26362.8384686276,17592.5257219439,28009.5577409472,10792.66364785,-3416.69452452823,-3448.70092107136,2.71744438655782,-3,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",6,63091.7254940531,56629.351246116,31230.5041067573,51412.5029058359,-505.338502438309,-249.002317964181,12.7418254822765,6,63091.7254940531,56629.351246116,31230.5041067573,51412.5029058359,-505.338502438309,-249.002317964181,12.7418254822765,NA,NA,NA,NA,NA,NA,NA,NA,-5,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",6,62281.4867755011,17530.4982159505,98532.588669491,84721.3834559429,90862.8332094151,43168.4555588819,3.53635351925263,6,62281.4867755011,17530.4982159505,98532.588669491,84721.3834559429,90862.8332094151,43168.4555588819,3.53635351925263,6,62281.4867755011,17530.4982159505,98532.588669491,84721.3834559429,90862.8332094151,43168.4555588819,3.53635351925263,-12,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",4,13207.2008264431,13728.8856562559,5276.22155643894,5342.82516515036,1374.75892676603,2120.72665546538,0.835304540877615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nigeria","Nigeria2014",5,1918.7240136875,675.486278231946,2343.90869754078,3275.50772056472,365.41528579638,980.549237485677,0.165148913162724,5,1918.7240136875,675.486278231946,2343.90869754078,3275.50772056472,365.41528579638,980.549237485677,0.165148913162724,5,1918.7240136875,675.486278231946,2343.90869754078,3275.50772056472,365.41528579638,980.549237485677,0.165148913162724,-8,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",15,14105.0006477386,12734.8938873815,10043.5037389873,16543.2346751581,5333.65466615249,8399.79918261381,0.970906623376138,NA,NA,NA,NA,NA,NA,NA,NA,15,14105.0006477386,12734.8938873815,10043.5037389873,16543.2346751581,5333.65466615249,8399.79918261381,0.970906623376138,-7,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",8,145489.752865824,78525.7012476123,158184.036871359,122823.183599251,-19855.2597972497,-3154.80235384286,0.477028309392567,8,145489.752865824,78525.7012476123,158184.036871359,122823.183599251,-19855.2597972497,-3154.80235384286,0.477028309392567,8,145489.752865824,78525.7012476123,158184.036871359,122823.183599251,-19855.2597972497,-3154.80235384286,0.477028309392567,-15,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",10,147825.056840442,52827.4273367572,248501.00741191,180302.835060756,19865.5575896622,47816.5709602136,0.977850298982546,10,147825.056840442,52827.4273367572,248501.00741191,180302.835060756,19865.5575896622,47816.5709602136,0.977850298982546,10,147825.056840442,52827.4273367572,248501.00741191,180302.835060756,19865.5575896622,47816.5709602136,0.977850298982546,-20,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",10,47599.3504259958,31203.2804867675,52074.6991246305,46607.5712553697,-2033.47862769496,-902.637862993622,0.445877762575498,10,47599.3504259958,31203.2804867675,52074.6991246305,46607.5712553697,-2033.47862769496,-902.637862993622,0.445877762575498,10,47599.3504259958,31203.2804867675,52074.6991246305,46607.5712553697,-2033.47862769496,-902.637862993622,0.445877762575498,-13,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",NA,NA,NA,NA,NA,NA,NA,NA,5,87075.7778561619,75563.9867194857,41802.646629816,63231.5115936761,4708.47361259636,-13346.8832306205,1.37668459053496,5,87075.7778561619,75563.9867194857,41802.646629816,63231.5115936761,4708.47361259636,-13346.8832306205,1.37668459053496,-5,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",NA,NA,NA,NA,NA,NA,NA,NA,7,757857.446771061,603142.290131546,526083.074708556,1071719.89056803,-54214.0821812232,-31895.0981621471,0.296328180483187,NA,NA,NA,NA,NA,NA,NA,NA,1,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",5,343783.583399512,266949.534227907,346985.703881755,544858.82148698,-265981.630559,-171477.965073089,0.153218938028392,5,343783.583399512,266949.534227907,346985.703881755,544858.82148698,-265981.630559,-171477.965073089,0.153218938028392,NA,NA,NA,NA,NA,NA,NA,NA,-5,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",3,38965.5526436819,30850.169219074,26062.7308657866,40451.2207809069,9621.78473521574,8989.16017353486,3.65785809063204,3,38965.5526436819,30850.169219074,26062.7308657866,40451.2207809069,9621.78473521574,8989.16017353486,3.65785809063204,NA,NA,NA,NA,NA,NA,NA,NA,3,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",4,22882.0585488134,4620.74757712248,41102.3264839749,206.198608964269,858.83147022914,1505.34550958121,0.73671482212181,NA,NA,NA,NA,NA,NA,NA,NA,4,22882.0585488134,4620.74757712248,41102.3264839749,206.198608964269,858.83147022914,1505.34550958121,0.73671482212181,-3,"2013","Sub-Saharan Africa","Uganda","Low income"
"Uruguay","Uruguay2010",3,121211.590353279,99345.916453638,76810.155317879,6079.3670188598,29629.0024162693,42173.6460745898,0.922608191997263,3,121211.590353279,99345.916453638,76810.155317879,6079.3670188598,29629.0024162693,42173.6460745898,0.922608191997263,NA,NA,NA,NA,NA,NA,NA,NA,2,"2010","Latin America and Caribbean","Uruguay","High income"
"Vietnam","Vietnam2009",21,33895.8082497324,29379.2781675572,21115.7292237771,11431.7360591721,-935.985663910302,-4361.11342266003,0.198971807219663,21,33895.8082497324,29379.2781675572,21115.7292237771,11431.7360591721,-935.985663910302,-4361.11342266003,0.198971807219663,21,33895.8082497324,29379.2781675572,21115.7292237771,11431.7360591721,-935.985663910302,-4361.11342266003,0.198971807219663,-38,"2009","East Asia and Pacific","Vietnam","Lower middle income"
