"countryOnly","country","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Mongolia","Mongolia2013",NA,NA,NA,NA,NA,NA,NA,NA,8,6633.77340395332,5097.1424830119,3960.04827364483,7588.88525845694,1409.38413972651,1053.85796784221,2.19466795933474,8,6633.77340395332,5097.1424830119,3960.04827364483,7588.88525845694,1409.38413972651,1053.85796784221,2.19466795933474,0,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",NA,NA,NA,NA,NA,NA,NA,NA,5,31097.8084487902,18292.6218476834,28042.7343860764,46932.0291657781,-10455.846325274,2676.96729937993,0.763364141713737,5,31097.8084487902,18292.6218476834,28042.7343860764,46932.0291657781,-10455.846325274,2676.96729937993,0.763364141713737,-2,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Namibia","Namibia2014",NA,NA,NA,NA,NA,NA,NA,NA,5,56913.4810646692,5695.05912601003,109137.61904843,24839.7004074662,-28745.9841682541,-25661.7635046151,1.66571002434969,5,56913.4810646692,5695.05912601003,109137.61904843,24839.7004074662,-28745.9841682541,-25661.7635046151,1.66571002434969,10,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",3,2928.53117844314,2914.03227980128,2603.75249535929,3777.32984286412,929.514423676223,651.602988159547,1.8,3,2928.53117844314,2914.03227980128,2603.75249535929,3777.32984286412,929.514423676223,651.602988159547,1.8,3,2928.53117844314,2914.03227980128,2603.75249535929,3777.32984286412,929.514423676223,651.602988159547,1.8,-2,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",7,7431.96129721535,5134.32572453493,7233.27939005465,2622.97733740039,-953.335452929163,-3035.16403584671,0.823029340417986,7,7431.96129721535,5134.32572453493,7233.27939005465,2622.97733740039,-953.335452929163,-3035.16403584671,0.823029340417986,7,7431.96129721535,5134.32572453493,7233.27939005465,2622.97733740039,-953.335452929163,-3035.16403584671,0.823029340417986,-6,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",74,1404.6359104112,1026.10764652866,2042.96078255116,2017.9112714873,-197.235110720828,-345.793695883451,1.87306013879779,74,1404.6359104112,1026.10764652866,2042.96078255116,2017.9112714873,-197.235110720828,-345.793695883451,1.87306013879779,74,1404.6359104112,1026.10764652866,2042.96078255116,2017.9112714873,-197.235110720828,-345.793695883451,1.87306013879779,-40,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",10,3298.03837348468,600.750774930615,8295.85670114068,1645.83975742599,-29.9870418372351,-872.672154101527,3.79398510376382,10,3298.03837348468,600.750774930615,8295.85670114068,1645.83975742599,-29.9870418372351,-872.672154101527,3.79398510376382,NA,NA,NA,NA,NA,NA,NA,NA,121,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",5,7985.70471543031,9668.42951431566,5215.64000407984,5338.7175290459,1091.2659845356,597.488557810784,3.51090534427945,5,7985.70471543031,9668.42951431566,5215.64000407984,5338.7175290459,1091.2659845356,597.488557810784,3.51090534427945,5,7985.70471543031,9668.42951431566,5215.64000407984,5338.7175290459,1091.2659845356,597.488557810784,3.51090534427945,-2,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",12,59454.0429892305,10094.3033377178,82798.5198288458,86994.058901824,883.002111961055,13894.7935099173,0.616991167951574,12,59454.0429892305,10094.3033377178,82798.5198288458,86994.058901824,883.002111961055,13894.7935099173,0.616991167951574,12,59454.0429892305,10094.3033377178,82798.5198288458,86994.058901824,883.002111961055,13894.7935099173,0.616991167951574,-16,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",70,7287.39405665653,4982.40006681754,9251.88757972062,10326.3382271203,-1999.46583566533,-2813.00326515182,0.806829247278462,70,7287.39405665653,4982.40006681754,9251.88757972062,10326.3382271203,-1999.46583566533,-2813.00326515182,0.806829247278462,70,7287.39405665653,4982.40006681754,9251.88757972062,10326.3382271203,-1999.46583566533,-2813.00326515182,0.806829247278462,-101,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",7,21333.8281063369,19008.5128657853,14917.8832576393,7114.04436146282,-7631.08262086434,-9754.19755383354,1.16073158327536,7,21333.8281063369,19008.5128657853,14917.8832576393,7114.04436146282,-7631.08262086434,-9754.19755383354,1.16073158327536,7,21333.8281063369,19008.5128657853,14917.8832576393,7114.04436146282,-7631.08262086434,-9754.19755383354,1.16073158327536,-12,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",36,55304.2250591149,16090.8076665654,121375.215395716,38060.8783030843,-15031.7586665819,-14436.3264473391,0.355533703744816,36,55304.2250591149,16090.8076665654,121375.215395716,38060.8783030843,-15031.7586665819,-14436.3264473391,0.355533703744816,36,55304.2250591149,16090.8076665654,121375.215395716,38060.8783030843,-15031.7586665819,-14436.3264473391,0.355533703744816,-3,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",7,159345.414794011,172713.529249825,117381.333942762,261104.074596853,45136.3988917229,-4536.54576294417,1.63224268394956,7,159345.414794011,172713.529249825,117381.333942762,261104.074596853,45136.3988917229,-4536.54576294417,1.63224268394956,7,159345.414794011,172713.529249825,117381.333942762,261104.074596853,45136.3988917229,-4536.54576294417,1.63224268394956,-9,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovenia","Slovenia2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,208727.517537289,209078.139003383,28167.2512917511,36355.2324595655,13928.8116842532,11295.7550351337,4.26139408212355,4,"2013","Europe and Central Asia","Slovenia","High income"
"Southsudan","Southsudan2014",9,39025.4347114444,10975.3982332565,61681.1331534319,34726.0817540648,-3503.52898352501,-3503.52898352501,1.42857142857143,9,39025.4347114444,10975.3982332565,61681.1331534319,34726.0817540648,-3503.52898352501,-3503.52898352501,1.42857142857143,9,39025.4347114444,10975.3982332565,61681.1331534319,34726.0817540648,-3503.52898352501,-3503.52898352501,1.42857142857143,-18,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",19,2540.30582976523,1640.93234859912,2392.54934031328,2106.95924478964,671.121837309557,-281.315135289737,0.803871292866618,19,2540.30582976523,1640.93234859912,2392.54934031328,2106.95924478964,671.121837309557,-281.315135289737,0.803871292866618,NA,NA,NA,NA,NA,NA,NA,NA,-7,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",6,24468.0197936416,25284.3630377171,19102.9031530178,30723.7654320988,5946.31579544203,5979.40988335328,1.58192087838468,6,24468.0197936416,25284.3630377171,19102.9031530178,30723.7654320988,5946.31579544203,5979.40988335328,1.58192087838468,6,24468.0197936416,25284.3630377171,19102.9031530178,30723.7654320988,5946.31579544203,5979.40988335328,1.58192087838468,-12,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Suriname","Suriname2010",10,16156.5600579081,16053.0117578736,2433.35556744162,3483.39908243476,1204.2716120412,1166.01852475949,0.874956941694425,10,16156.5600579081,16053.0117578736,2433.35556744162,3483.39908243476,1204.2716120412,1166.01852475949,0.874956941694425,NA,NA,NA,NA,NA,NA,NA,NA,-10,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Tajikistan","Tajikistan2013",11,3683.15135126453,2688.69024758696,2830.45834984884,4455.63166445623,-1438.12767211881,-1228.42921028789,1.14101497812963,11,3683.15135126453,2688.69024758696,2830.45834984884,4455.63166445623,-1438.12767211881,-1228.42921028789,1.14101497812963,11,3683.15135126453,2688.69024758696,2830.45834984884,4455.63166445623,-1438.12767211881,-1228.42921028789,1.14101497812963,-18,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Trinidadandtobago","Trinidadandtobago2010",6,80544.9693807866,50864.9389914166,89579.0408149906,21997.2254853668,-45506.8443385873,-39686.9558920524,0.117917714066485,6,80544.9693807866,50864.9389914166,89579.0408149906,21997.2254853668,-45506.8443385873,-39686.9558920524,0.117917714066485,6,80544.9693807866,50864.9389914166,89579.0408149906,21997.2254853668,-45506.8443385873,-39686.9558920524,0.117917714066485,-12,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",6,83106.1504366093,14090.1570570647,124501.244612656,227277.716140198,-18496.4527421585,-20173.0125572153,1.15509173199117,6,83106.1504366093,14090.1570570647,124501.244612656,227277.716140198,-18496.4527421585,-20173.0125572153,1.15509173199117,6,83106.1504366093,14090.1570570647,124501.244612656,227277.716140198,-18496.4527421585,-20173.0125572153,1.15509173199117,-8,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",25,62597.0132232969,54428.8295665704,138585.730136184,43220.2031557904,3559.71480315916,-2834.72857121223,0.884302628033765,25,62597.0132232969,54428.8295665704,138585.730136184,43220.2031557904,3559.71480315916,-2834.72857121223,0.884302628033765,25,62597.0132232969,54428.8295665704,138585.730136184,43220.2031557904,3559.71480315916,-2834.72857121223,0.884302628033765,70,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",5,46130.2987024787,3987.4912143616,105560.733879367,9376.6780459454,-33047.9801722817,-40512.4284529095,1.30567203079403,5,46130.2987024787,3987.4912143616,105560.733879367,9376.6780459454,-33047.9801722817,-40512.4284529095,1.30567203079403,NA,NA,NA,NA,NA,NA,NA,NA,4,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",69,8127.55001947846,6834.53971187583,6255.014370908,6153.4374784913,-733.324346791947,-620.776607758555,0.596860044868629,69,8127.55001947846,6834.53971187583,6255.014370908,6153.4374784913,-733.324346791947,-620.776607758555,0.596860044868629,69,8127.55001947846,6834.53971187583,6255.014370908,6153.4374784913,-733.324346791947,-620.776607758555,0.596860044868629,-54,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",NA,NA,NA,NA,NA,NA,NA,NA,3,55280.652502303,42538.1384690259,53873.4969484858,114796.214147877,-11171.5272606484,-14993.4474878884,0.405215695376859,3,55280.652502303,42538.1384690259,53873.4969484858,114796.214147877,-11171.5272606484,-14993.4474878884,0.405215695376859,1,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",6,1343.31273281744,1256.36683909144,737.927100610875,360.491179646763,-594.035904729782,-1980.09800231057,0.418841388980005,6,1343.31273281744,1256.36683909144,737.927100610875,360.491179646763,-594.035904729782,-1980.09800231057,0.418841388980005,6,1343.31273281744,1256.36683909144,737.927100610875,360.491179646763,-594.035904729782,-1980.09800231057,0.418841388980005,-3,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",100,7633.69570405218,3285.77350844141,9124.42038736791,7890.66292658755,681.518374108507,3906.67680590566,0.747081102662253,100,7633.69570405218,3285.77350844141,9124.42038736791,7890.66292658755,681.518374108507,3906.67680590566,0.747081102662253,100,7633.69570405218,3285.77350844141,9124.42038736791,7890.66292658755,681.518374108507,3906.67680590566,0.747081102662253,-186,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",18,25809.3943322478,16844.7508946517,29017.9575531741,46831.0931588056,988.115912864487,-5859.42459582802,0.745596678951821,18,25809.3943322478,16844.7508946517,29017.9575531741,46831.0931588056,988.115912864487,-5859.42459582802,0.745596678951821,18,25809.3943322478,16844.7508946517,29017.9575531741,46831.0931588056,988.115912864487,-5859.42459582802,0.745596678951821,-31,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Yemen","Yemen2013",20,1111104.5119191,4771.01669719913,9147289.06207983,5314.02080656202,1572911.01620766,615829.499392607,0.730600041130843,20,1111104.5119191,4771.01669719913,9147289.06207983,5314.02080656202,1572911.01620766,615829.499392607,0.730600041130843,20,1111104.5119191,4771.01669719913,9147289.06207983,5314.02080656202,1572911.01620766,615829.499392607,0.730600041130843,-26,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",NA,NA,NA,NA,NA,NA,NA,NA,18,12007308.2100885,4884765.57903631,19672032.749537,11343033.6932963,-1829889.66589865,-779726.527602387,2.2577990740346,18,12007308.2100885,4884765.57903631,19672032.749537,11343033.6932963,-1829889.66589865,-779726.527602387,2.2577990740346,0,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
