"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Georgia","Georgia2013",5,1477.64057866878,967.772677707399,3350.92457248209,2985.43129590552,-2501.87532411818,-2601.64192125106,0.0706364938376155,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",14,163146.006417252,9941.47206708458,301344.662458294,268513.588739057,314637.190845332,175604.785777974,0.999343730970215,2,7300.5941153634,7300.5941153634,2544.77452500453,3598.85464644296,-1300.70939006468,-1199.61821548099,0.54155366407664,10,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",10,21955.5800733296,16517.3685366427,21033.5577182995,21131.738784823,9526.57317392158,9611.09023552968,5.6155409885987,1,4842.82688558191,4842.82688558191,NA,0,0,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",1,15647.7958130238,15647.7958130238,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",377,10650.959647692,6944.38807176493,10681.0674730784,12481.3297882569,-734.302840989161,-382.77944238948,1.01581375389217,2,11453.5272254811,11453.5272254811,10512.8071176268,14867.3544043602,4620.93447703087,4620.93447703087,2.64285714285714,189,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",49,1277.46864302108,1003.29265992388,1373.15478004475,1421.57687042193,538.82401943598,373.972722823313,0.842552250117561,5,1070.17287353613,1015.21383683318,1053.88518965348,2125.52414013806,834.237945071972,743.451474170994,1.22635294715826,84,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",34,22146.2745980167,18440.3550602686,18426.905349145,26393.2985033154,-3514.5803985039,-4617.78850106935,0.607568783029935,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",7,79736.5719322711,93750.5192012765,77099.0617547446,71905.4065291718,-16534.5506997426,-25255.2572794256,1.81797886992045,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",32,24008.2667627513,20476.0366068854,26042.3956918547,23237.9756646496,3324.60524923639,4235.21909569181,0.975024717284779,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",21,21105.5260249521,11916.3244884891,23803.1581822184,24447.3388584287,583.007521951942,1899.90103281164,1.8486346828525,3,44328.3125510243,33613.5145783165,41090.5747092978,76018.1770543317,-26314.1280363347,-24114.9120212587,0.0985294471528005,13,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",1,11605.186146931,11605.186146931,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",11,6379.93521430076,6027.01649893402,3804.40773672179,3104.42294446317,1058.13655448655,1962.8937941092,0.486952521711453,1,-28726.7003638587,-28726.7003638587,NA,0,0,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mexico","Mexico2010",118,28382.4311551706,19187.3776704711,28923.065714703,25738.1812621684,24190.6618709652,26721.9201553509,2,14,146473.616627382,88841.7690402594,185208.202446417,253966.302619362,77994.149376655,69978.6368411972,0.801676679105084,22,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",7,4594.27876382796,4634.96381490642,2450.24771388897,3559.90461929833,347.633093347247,412.62169724905,0.792470008370524,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",5,4132.91818501687,4029.07655656941,2747.71497037181,3158.31498581016,1473.08875578589,3409.8892548094,1.0908638004658,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",7,9768.21003883033,9654.70331145025,8911.56889944253,14688.9953225303,2519.91610722173,1304.47083503101,1.46646106075201,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",4,59.3736093600938,55.3307784851279,26.7179541468952,0,2.56570536979203,-5.77425922748849,1.01900709030474,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",18,4904.34043459027,2154.63936361374,6343.79980463336,9013.09359942972,-2038.95103034578,-885.540471251172,0.506845718236904,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",12,32893.6315537394,19470.7387729862,31351.8883216657,63054.1833639038,-1859.17903524919,5205.91875576821,5.71312160026749,1,47219.696139637,47219.696139637,NA,0,0,0,1,11,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",72,22658.1472271654,20381.5543927739,15975.4866018883,20953.1884922736,7977.18161136216,7321.59556576049,1.87098723522308,6,38758.7172485077,36612.0456084211,18229.2476485596,38885.1910608727,10556.322106956,6896.85579198355,1.73565835055419,33,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",77,20699.4592062223,18144.3770795806,18937.6903862688,20128.5911073444,680.269056286443,680.692305965485,0.98996516796447,5,117930.531905001,102344.031612904,113673.002955931,176853.298839032,14145.4578270102,14212.3230370159,3.44447146783055,48,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",41,30258.6859328122,34899.21876928,14700.3976783989,18729.357462838,-3504.61424450038,-7105.77927167306,0.888813833530111,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",4,60313.0006670459,61287.1030415621,47963.6167321849,70543.6073442463,25093.0830919074,24086.0085565883,3.93321949417997,2,136707.070751812,136707.070751812,147345.436092272,208377.914075469,27926.9369379495,27926.9369379495,1.36619718309859,6,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",2,33218.4000270814,33218.4000270814,3330.83276874177,4710.50887555133,-115.053884608097,-123.96075988293,0.962236924878775,1,10791.9687263107,10791.9687263107,NA,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Serbia","Upper middle income"
"SriLanka","SriLanka2011",1,31105.1092299513,31105.1092299513,NA,0,0,0,1,1,61491.4444709128,61491.4444709128,NA,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",8,26246.9640928421,17513.451640087,21822.4039510571,20416.6666666667,10254.5340855932,10472.7633341961,1.83833106226429,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Trinidadandtobago","Trinidadandtobago2010",11,57341.6038370413,51195.1367872775,42820.3471759532,89036.4581142709,-22115.1190506858,-13406.4192611453,0.269883772365235,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",6,19738.8773458783,14733.7931361765,14859.3654649902,16151.5815508844,510.197038576336,-1868.13929695009,0.526340505843497,1,93672.8222579749,93672.8222579749,NA,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",22,40802.0849780804,39784.6481686016,14971.8148398591,8187.40068302487,7727.3377969865,12193.8309133562,0.569880274133406,1,67958.0509119236,67958.0509119236,NA,0,0,0,1,94,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uruguay","Uruguay2010",25,56915.8007598979,54221.0524783324,28675.8979561978,47658.4699514086,-1509.43151894798,2788.47964832885,0.834940549210785,1,68126.3796277766,68126.3796277766,NA,0,0,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",5,17480.1570812403,13254.593383806,17456.8643178838,30620.3857146286,-2033.3715184957,-1713.94006883196,2.24267702176206,1,11359.7258987575,11359.7258987575,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",16,23198.7801770493,10408.431782249,23981.8104373944,43053.2483915486,-4459.03301912451,512.73634044105,0.337264777841874,3,14218.0776209652,13635.6552228157,4193.78886444028,2964.018551339,918.415026359865,1120.72185754595,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",6,24409.3340236808,19204.0490492437,18261.9608103955,34556.882889629,-1467.05479490632,20381.7920080638,0.439407695878736,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Zambia","Zambia2013",11,7845330.62873692,5303057.21016878,6613704.04992536,7970708.40755104,-2358618.47393789,-1688411.69250188,1.04114381749741,4,16388960.1958323,14058925.0948025,13692040.3860125,26429614.1381027,-865301.430639953,-136061.273819924,1.23773584682993,11,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
