"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Drc","Drc2013",4,1312.56584730811,1708.49297761856,1137.19612359573,2060.77449650357,-1023.4439173898,-1098.9912725188,0.12311695832084,NA,NA,NA,NA,NA,NA,NA,NA,5,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",5,14901.8554387312,19450,11311.6826916981,22888.8888888889,-470.806116058273,1713.91899288451,0.708734365381716,3,12803.1920211997,17620,9272.83685955491,15448,2364.42326973675,2296,1.42795096159788,2,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",37,10894.7409613959,3813.59226224354,14848.1412152906,13295.9958701162,4968.36699931652,735.39701114896,0.870475589992788,1,77181.5388309862,77181.5388309862,NA,0,0,0,1,20,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",1,15334.2460064341,15334.2460064341,NA,0,0,0,1,1,1363.15979778759,1363.15979778759,NA,0,0,0,1,51,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",7,18143.903722468,11756.4013621003,11538.705056719,20805.3081784463,2225.32069591695,3741.82114088407,1.08243924410978,1,14406.4648999296,14406.4648999296,Inf,0,0,0,1,2,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",18,5245.7654601731,3649.52861659623,6759.86765340258,5562.31008940477,167.108188690916,-28.2529860839719,1.34979273999355,5,4547.3859746806,2493.21057490052,5304.86392641653,3030.95314813003,-1953.52851884311,-1770.4352350407,0.626290921859955,39,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",3,3748.15713176323,4533.44958296093,2536.30478215846,5032.94587484932,400.289700719525,403.806150452609,1.32553054318987,1,11400.2139924047,11400.2139924047,NA,0,0,0,1,5,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",3,8989.17583071016,9070.85069870066,855.694490886091,1705.53214415543,159.178889591282,159.178889591282,1.90243902439024,2,17165.7184659039,17165.7184659039,1755.40373404371,2482.51576812499,-1157.69783761248,-1034.38157005208,0.475962631468026,5,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"India","India2014",100,6542.9937184284,4869.89827303737,5793.23087609745,6069.36446699915,349.911793017437,1655.85823062947,1.05134206801985,6,19193.2293348639,29883.677722234,14544.1620163311,25775.8827324514,-7057.96676732645,-4771.86351667735,0.352536464158917,41,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",7,1929.01346655939,1495.2291672687,1208.17092278378,1483.2339569071,85.6367155535217,249.523160996331,0.914581234187119,1,44589.5988064296,44589.5988064296,Inf,0,0,0,1,4,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",6,5534.96517906537,7854.55735641722,33909.4637398628,28341.9859429638,123.791422055941,-2126.28555816485,2.78500599686859,NA,NA,NA,NA,NA,NA,NA,NA,0,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jamaica","Jamaica2010",9,10109.3059135456,9797.28262999349,2531.82230232808,4479.82186804121,-325.237177566137,-389.526598037675,0.565599503654384,4,25542.1176913005,22822.8649098609,18131.8407077593,14259.9803462701,5870.20257109329,9167.48505247448,0.262064471742815,6,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",5,11604.7867390801,11651.046937617,1883.1109885746,1965.69915303803,-981.695190431094,347.225206499974,0.312550880471187,2,3580.02758966927,3580.02758966927,2108.49934252789,2981.86836645769,745.467091614423,745.467091614423,2,5,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",7,12225.9658883124,7926.84762207373,11813.605885715,12174.8305899524,7712.43934044506,11900.6043044837,0.537729861346116,5,34224.7689198022,11493.9619702658,62234.4634919513,90341.4922950597,16427.2352769854,28256.3414417796,1,2,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",8,17414.4492443562,18152.6824923896,8819.84924740265,11436.3579558387,3302.17404268799,4307.9565563822,1.42616684434178,6,20950.3709900498,19969.0329149438,9416.5565585346,11872.4321071847,3036.79151157368,1299.0716105732,0.840170353283713,17,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",9,2974.41845054608,2577.51010127405,2962.55312180117,2841.52948597512,1271.83372021262,3151.72991470159,1.10777704068972,3,-4459.16141208726,3390.68587859201,15516.4377867989,28159.7365494209,-4870.75866865017,-5140.93668130973,0.488239489141545,6,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mexico","Mexico2010",1,3798.67749289752,3798.67749289752,NA,0,0,0,1,1,88563.4524058394,88563.4524058394,NA,0,0,0,NA,11,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",5,8726.5182219705,7848.71158665138,4024.23796467608,7081.30040378395,-784.433317426788,-564.351849260694,2.22905162615896,1,4168.3630674951,4168.3630674951,NA,0,0,0,1,6,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",6,14393.4591046944,11607.6046304969,10783.2092970889,9449.16044455608,-1306.17975691753,-2257.06698857603,1.20505804481641,1,5417.15134057582,5417.15134057582,NA,0,0,0,1,5,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Nepal","Nepal2013",8,2502.52806013325,2628.61496356881,833.706833635388,476.165274656891,-565.057818914935,-403.629565263037,0.202657139389488,NA,NA,NA,NA,NA,NA,NA,NA,2,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",1,12145.2735622781,12145.2735622781,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,15,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",30,858.844847363919,375.546655674439,1255.2239992611,1647.67396937893,816.400446526296,1867.91973453142,1.0182389324459,8,633.575045873506,463.904813279566,593.213158448293,1206.97496612324,-28.5373189283728,-199.328065365354,0.813755278309514,126,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Paraguay","Paraguay2010",5,14982.2245568441,12247.9563091279,9495.36612189043,5511.83529717493,9071.51148660615,8327.82208101873,4.03029341577025,1,18109.7740618893,18109.7740618893,NA,0,0,0,1,7,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",10,11655.8563493401,13926.3941793911,6312.68961893042,10086.3078025685,849.913584744817,-1456.54134426875,1.40480308403853,6,30369.9803125789,19588.9861258523,23918.5605986413,19216.2841986712,9176.24938920902,9803.69798603829,1.19251656924803,9,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",4,8888.63154739087,8576.95341529539,1685.66171107084,1476.97328867423,-296.64273778195,44.0085707817434,0.444245801029407,1,16852.1136282742,16852.1136282742,NA,0,0,0,1,12,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",35,16780.4338130275,16035.5512233359,9801.11749837159,15378.1326477108,-2119.70955962603,886.240959435518,1.23456125166608,1,4619.35446071621,4619.35446071621,NA,0,0,0,1,68,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",5,26710.0001530238,20263.4346869825,15573.9817684831,24527.0714967834,7260.80244727568,7771.15658906341,1.14110722840436,3,19549.1232901968,17967.7602039445,2790.02620907465,4861.5694335893,-210.674750335541,-210.674750335541,1.58536585365854,7,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",4,8778.8968510283,8780.28559896814,2294.03169003717,3122.09801779415,796.899815185105,627.828790644784,2.76775811563536,1,38111.5658167467,38111.5658167467,NA,0,0,0,1,3,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",5,16673.7202237429,13777.7777777778,6381.57056423286,4565.09539842874,707.245278771676,760.004773730264,1.1116758235413,NA,NA,NA,NA,NA,NA,NA,NA,1,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Suriname","Suriname2010",6,16266.5163211611,16697.0248937462,1746.16610616117,2498.04839968774,99.7398297781619,99.7398297781619,2.4,1,10200.364298725,10200.364298725,NA,0,0,0,NA,0,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",1,373546.576013472,373546.576013472,NA,0,0,0,1,4,148112.601950271,127319.97967789,33750.541480498,59629.381235994,-1770.67746718989,-9744.76103400239,1.94063950494136,1,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",8,7454.93785982817,6772.36710086532,5181.0240746618,5936.11225078509,2736.22823070699,2568.90588481162,1.03490350707407,NA,NA,NA,NA,NA,NA,NA,NA,11,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",8,25415.9998860365,24664.2987016609,9527.47464269997,19981.0334739827,-1827.7555598225,-3668.50026991908,1.00384155400532,4,17876.6675096406,14948.1145911924,6333.88183384434,10164.238815774,-8.83633822582614,-2240.52486180982,0.067666753003945,3,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Turkey","Turkey2013",3,27469.7975850388,28803.450422766,3975.9370198276,7801.30686488918,341.142158074129,390.600412302408,1.19388236429296,1,8358.1468126675,8358.1468126675,NA,0,0,0,1,10,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",6,7616.47277734636,6196.66218359292,6006.8371429314,11534.0919805679,3570.04644696629,3305.7046983034,3.25567520533679,4,19162.3263918097,19856.5757574141,12585.6771016707,15422.5166099705,-2061.11018541181,-2669.76984054208,0.345792660135372,5,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",5,12635.6696263672,11714.5794572125,8956.00150913481,14597.1394522448,-6476.14388194725,-5820.86107559411,0.0881085162983343,NA,NA,NA,NA,NA,NA,NA,NA,12,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",6,14137.3941299898,16731.9143366756,9247.64212136498,12426.2875356608,15183.8203248966,17799.9253512302,0.985496643512785,3,28483.1023721924,28357.3108301158,3710.27678708883,5540.62239705557,623.268092268928,-1354.25401807187,0.907252841979878,3,"2010","Latin America and Caribbean","Uruguay","High income"
"Vietnam","Vietnam2009",3,2972.403070236,2409.39910337765,1457.2085135983,2472.98780055559,-164.974812846035,-86.6674948368225,0.758588608198231,2,11963.0784851876,11963.0784851876,3628.48287039627,5131.44968615287,2170.9979441416,2170.9979441416,6.5,1,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",18,8328759.00995832,6947415.57387361,7707820.93488495,5670208.35299623,389592.681117123,458358.581613121,0.709961043579754,2,71656237.5683655,71656237.5683655,57996445.0677715,82019359.1842687,-12481206.8323887,-12481206.8323887,0.766666666666667,10,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
