"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Burundi","Burundi2014",6,16681.5200161362,16710.408580638,6238.60187870364,10026.5311922914,-1005.02969414963,-1302.46088816461,6.70048044148174,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",4,28029.2588764966,27661.3727851057,14282.6632770446,29554.750110315,-7187.15803287494,-6236.53830410893,0.847267053162523,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",56,93049.6790070315,66325.2916028997,65128.7824755407,101847.57859784,78604.4882538258,56782.4067764995,0.986124392225674,16,171214.537882471,119798.675888427,131702.041682253,216268.443174431,40178.6614941503,9411.67574389202,0.130337588464885,8,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",139,64256.9411104652,32084.4029142815,74296.1617937232,93335.6459473142,4125.45033278669,-619.013317548351,1.26886219815468,3,86574.8629887164,87556.9578727811,34442.7403750348,49024.7837299022,7194.27546184895,15984.5356658947,0.86440525591723,2,1,22469.6925428718,22469.6925428718,NA,0,0,0,1,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",85,53032.3625720625,63859.5535904066,28120.9283399478,39101.2372877348,13082.2973862378,35596.2237425164,1.10863781747267,1,758714.477616512,758714.477616512,NA,0,0,0,1,24,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",14,54518.3083687935,61260.4948969061,23422.7838667133,22265.784118491,9096.02772117411,12904.9033928829,3.14300018889789,1,46515.3093719628,46515.3093719628,NA,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",17,40046.7080725353,18807.6457772094,44869.4212240873,60733.5964977963,34276.2316612982,31475.3120145149,NA,4,61343.7545207372,25353.314872102,93024.6608840964,122016.818303265,-16779.5267431274,-44344.5634629981,1.13586332844536,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Czech","Czech2013",5,205694.700514216,179642.963775437,168917.401427409,155411.930212686,6074.62017072199,-11757.4045979911,1.29652829972868,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominica","Dominica2010",5,47500.1493302147,19814.8148148148,54812.2414234033,109576.71957672,-8706.4985365639,-8107.30712037902,0.0980392156862746,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",11,17865.313112046,14032.8833439247,7594.69937489647,12952.5881479213,2613.81629469146,4351.24793313717,1.28742270590776,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",13,4959.8138806728,2477.91915122341,7494.94595724677,7065.85689329417,6594.90006328072,6300.77373563937,1.27352685881311,5,76894.7888057627,31856.5828704626,102877.071397815,83108.2875696372,-28691.1276404203,-29451.9026384718,2.36178146713821,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",11,46923.9712810684,40000,26845.6489343044,31750,18947.8742365634,24538.6985170621,0.531098939565798,1,92307.6923076923,92307.6923076923,NA,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",130,25203.2169458732,15700.0689241225,22540.148221709,30999.9400129242,-2749.18554621465,-2715.84117332597,1.03767215312177,7,12710.5185721645,7600.24715069822,13164.6626740564,18812.5387283783,4604.76835749298,26867.6639723655,1.1134773730731,36,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",16,97757.6248922658,26161.1110087873,137315.491056465,123750,4579.33538290685,10606.4995677882,3.03279052277422,2,44872.848960783,44872.848960783,29887.0877038665,42266.7247706422,-13898.5865088114,-13506.2842312203,0.591527252298554,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",16,30897.495222001,26432.5118902384,29619.1190694192,53347.2131755177,-233.003023007106,5329.42899982287,0.689652554068343,2,22065.0294882812,22065.0294882812,19475.7885920899,27542.9243648448,-1796.27767596814,-1796.27767596814,0.884615384615385,6,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Georgia","Georgia2013",6,18742.0160765695,8235.06427876126,30568.3302464621,28166.8598756698,-8273.80231580277,-5737.9114472827,0.976445650108214,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",16,13151.7312605176,7266.23568814521,12579.6519646402,13866.6963519746,3441.72308169276,694.00393809274,0.526423916476561,2,9626.46688897407,9626.46688897407,1.69908815299931e-12,1.81898940354586e-12,-6.5742488376371e-13,-6.06329801181952e-13,0.54155366407664,8,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",1,51589.7534334102,51589.7534334102,NA,0,0,0,NA,2,69789.4830899909,69789.4830899909,117356.09542987,165966.581784073,-25068.8549287437,-30822.3651884707,0.812216233431919,16,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",1,21169.5095553874,21169.5095553874,NA,0,0,0,1,1,38716.1977746309,38716.1977746309,NA,0,0,0,1,13,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",511,29817.916863737,17958.8037017719,29935.985766423,33082.9440291773,-328.277454724852,1361.62692202821,0.806425574616371,2,30453.4092674318,30453.4092674318,17227.0497626002,24362.7274139454,7572.19906109114,7572.19906109114,2.64285714285714,55,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",76,2482.85917135854,1685.79750986026,2454.4538148297,2732.05762178379,1904.98356706773,2905.81077060243,1.00180139144174,7,1837.36219635054,2116.82373533656,1465.07767178813,1855.65067672036,170.120996852783,-265.815057439416,1.13819220347065,55,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",34,31182.7119790996,21921.3056231761,29796.4919297797,40247.3087372773,-4346.78344795541,-6314.93286803894,0.649628425499667,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",10,195683.223099419,197513.055671152,54517.9310937571,1590.85900307511,-35829.2696585247,-41353.0379589479,0.127550562872924,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",46,74207.8456199008,54483.3966971269,66969.7232675228,56914.4037011012,-23356.1430309375,-3553.37034381218,2.24333796604024,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",26,36331.1348317203,24840.0303033798,35383.0188468128,31681.3029146278,-151.705937982272,880.152045727295,2.78942013666668,3,84728.8712430355,62452.1692723766,87654.544941819,162550.819464212,-56513.5590522638,-51837.0731993802,0.0985294471528005,8,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",5,17374.8438621121,16733.0056601936,11040.5861926097,20422.9792417994,-3656.84524764935,-2687.10897997862,0.841088000389497,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Latvia","Latvia2013",4,52253.4334969069,56564.8086196402,44451.2972598514,96456.6484909568,9037.7936654668,5663.90804285224,0.950856645575378,1,82759.8871651281,82759.8871651281,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",10,342892.383543493,43745.2442896798,505214.243313176,923116.871991751,-129654.268268425,-63799.431738144,0.961564966229254,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",14,26663.121922118,17758.7567856959,26350.245207963,44689.2512237837,-48.836294837827,4195.03612799222,0.479140459473552,1,18564.6554818395,18564.6554818395,NA,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Malawi","Malawi2014",8,3819.33817972196,4774.3599739061,2924.89716134231,5332.4580889282,-2365.65703479973,-2200.54843297207,0.162483301682892,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Malawi","Low income"
"Mali","Mali2010",8,7290.20556758843,3575.78571185027,8404.47516595268,11409.5836433091,-365.494418283863,-141.117578980161,1.11781761440426,2,94358.3820320179,94358.3820320179,129701.110085453,183425.068937694,-62304.1029481628,-63800.0239783283,0.603248895305924,7,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritius","Mauritius2009",6,52839.6688299349,57477.0845944898,42906.7917590812,60694.1183279262,-3223.61194405947,-4125.7384925082,1.55403063492967,1,30183.0210063201,30183.0210063201,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",125,60418.2407835484,39118.4842308697,59738.2347345782,74487.132288327,47739.1692204094,48621.4428037693,1.90777359879884,14,203615.546465208,203534.549732522,205111.975585324,288989.118270854,81391.6603748993,75915.7000192066,0.801676679105085,15,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Morocco","Morocco2013",4,24551.664154669,13268.8265265963,25782.7488043875,33058.287269584,12080.7266950161,34902.3245224266,2.36245516546055,1,692649.828505569,692649.828505569,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",12,9378.13374667824,5913.490193854,9073.24578156314,9852.89517338685,8718.31556832159,13216.7034960327,2.68610165525043,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",9,18667.6031752117,25756.7271582733,19350.5311753551,22320.2472495418,21926.5668350065,16393.1860165383,1.09874870433067,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",9,17419.9714097173,17625.5486351652,16053.8440861695,22739.0256522527,6728.91534865319,6101.47151032212,0.916256369889335,2,46274.7138648947,46274.7138648947,54497.7182523057,77071.4122707985,-5739.36048825095,-5739.36048825095,0.87037037037037,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",15,319.469988876677,228.574391080973,298.187973166297,161.585875519837,159.750136703098,40.0147006238559,0.536061139176489,2,87729.7445647975,87729.7445647975,168079.901653352,237700.876480507,133008.849380696,108397.053614916,8.60913688883412,22,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",43,18006.2737057319,7341.72208044839,22898.7299210851,17646.1169868353,14153.1315457418,16722.5834745034,0.180844191985097,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",20,54298.4452097807,29478.098730082,50017.914822238,97442.9863893098,-4863.39371522213,438.421039450603,7.87006570848523,2,496091.286824434,496091.286824434,338555.809036676,478790.216759863,-71807.6896139905,-72375.2653241653,0.692608556527227,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",91,54090.679236658,39581.3750467382,45667.3454927022,42614.3045705225,-611.24421673394,4383.94955926973,1.70051527417851,9,85035.5955412318,67869.3975271452,62592.3733963872,64188.7127341538,-27135.4861064737,-47638.9625834266,0.133474985788463,11,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",101,48690.0331617698,41031.4592799276,41494.6950844606,48889.5483751039,818.807005511539,1435.18569906864,1.22329614211777,8,148594.122819901,173712.199807016,95565.998607793,146535.055419747,-1292.74803457738,-30673.8490516058,0.437391137991022,21,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",7,32983.7111072914,26474.6098112611,28239.1904744803,59619.7498715891,-16975.2939497249,-13833.334680252,0.0573292749860883,1,142924.057911344,142924.057911344,NA,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Poland","High income"
"Russia","Russia2012",80,53938.6621410184,54413.5316507852,31396.6780127969,33714.8650207595,-11178.5433608346,-10747.7009872783,5.14997355690618,1,21215.6512280292,21215.6512280292,NA,0,0,0,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",7,67047.9124699169,53374.4525942935,44080.1031713384,62762.2271460484,27297.8205510854,29029.623778666,5.58230580004976,2,1501081.96850227,1501081.96850227,2041602.64560706,2887262.1503943,386952.659331195,386952.659331195,1.36619718309859,3,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",2,46326.7749634906,46326.7749634906,339.097856593577,479.556787766283,-9.78584781329587,-12.6199154675338,0.972696120001104,1,27174.0219727249,27174.0219727249,NA,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Serbia","Upper middle income"
"SriLanka","SriLanka2011",5,28956.4243434106,5722.72518979706,46510.9599375925,73813.9265799041,23232.9499083528,15502.2427833819,0.99234584666745,1,107156.672670492,107156.672670492,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",8,63572.2148587258,36186.9636889767,57082.9517919214,59472.9344729345,26073.2522786521,26579.9683182827,1.40578257702564,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Sudan","Sudan2014",4,4853802.77574122,3393733.50921338,6208073.84489205,12304107.6244065,-1777612.53096634,-1666390.07406541,1.25263298243047,1,787817.405794624,787817.405794624,NA,0,0,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Sudan","Lower middle income"
"Sweden","Sweden2014",1,249294.727791581,249294.727791581,NA,0,0,0,1,3,677550.438176286,712148.666051375,692958.524294739,910852.642745902,435008.749566218,315809.739191676,1.52077435844708,2,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",5,17021.5435941406,14003.562669354,5644.96806189719,6507.92678072577,-777.410467057353,-758.037193425325,0.793394698024146,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",12,95815.36656488,77396.0308532376,70288.0853234651,99971.0444774867,-25209.5539208567,-12520.5436975711,0.279751516911061,1,158105.058176074,158105.058176074,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",10,76043.479043427,33468.5050674165,80426.6765546159,73048.6265195295,60381.1350298269,62045.4582268082,0.451385271131851,1,111014.317670825,111014.317670825,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",76,109475.552139173,98787.8152592895,78134.9089390129,44006.8970844595,22139.8589692018,38357.3506156024,0.57229153151071,1,159493.38479329,159493.38479329,NA,0,0,0,1,40,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",4,101042.94230342,50470.3478459694,117136.213054338,214259.890050394,120702.623855563,123367.227701811,5.05234421518388,1,133986.784210708,133986.784210708,NA,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",9,11896.5404436353,8114.58819286769,10332.8726850968,3255.39392737267,-1817.53203177894,-5621.1040314598,0.333627239489415,1,2429.63546774643,2429.63546774643,NA,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",32,169163.087894149,128143.266852345,107547.502547793,154060.157240393,-5193.15829285081,12104.5445463721,0.397499849175072,1,135522.742764639,135522.742764639,NA,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",5,38812.5018635128,55169.5583482294,34777.9251123713,62013.860778492,-3665.2780625379,-5959.36633198593,NA,1,30921.9719661906,30921.9719661906,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",17,44631.6931760872,47331.9503250071,23091.107173039,23228.2887113655,720.869513790012,1187.45625182566,1.13703547236919,4,45764.6315337991,37401.646645372,14953.9653982387,26156.6017366457,248.887527672895,-858.926750298511,2.86685747191902,2,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",7,55353.61474083,54777.9927854663,33388.5860452806,35226.1803156259,-6291.63206249732,13669.3521225987,0.422520620739852,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Zambia","Zambia2013",18,11145613.0646433,8282449.96704999,9249445.48131504,10379557.3811292,-892624.324700536,-616609.145529704,0.637288964480934,5,23202606.2034159,12648093.5622543,23829508.3074671,49728918.5621189,208195.261412138,590029.410974804,1.18838506916437,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
