"countryOnly","country","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Ghana","Ghana2013",3,0.0737012037330733,0.0776754547400554,0.0171674814675707,0.01063551279534,-0.0070300897967398,-0.00749228683462682,2.96721319916348,3,0.119370568815875,0.0873021143327298,0.152804111143136,0.077530571381921,-0.0582644088203718,-0.102722930703997,9.55614226235058,1,1,0.612903225806452,0.612903225806452,NA,0,0,0,1,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",1,0.659340659340659,0.659340659340659,NA,0,0,0,1,4,0.947290119040156,0.950116954766,0.0466648464516747,0.0437165327978581,-0.0165757208450199,-0.0422851079775538,1.2851739129189,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",212,0.415255783216521,0.407760172338919,0.303772389221147,0.445531614981877,-0.0353438732160331,-0.0148087130402528,1.09705078280837,213,0.292587730893114,0.275482346468145,0.187948829699794,0.245583290775655,0.0412003998060754,-0.0114639085571754,0.539960706168478,7,87,0.35408217995403,0.398299357493345,0.185442147216817,0.247074997286639,-0.040296028926445,-0.00439320813599977,1.88634613064755,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",3,0.579485178384052,0.675317758053343,0.341694794001965,0.701797578802138,-0.0249148093219783,-0.0265405157433622,NA,5,0.346810593537991,0.365233907354908,0.438514095897194,0.552849750577023,-0.186012403036309,-0.0774864885915854,0.204350022923745,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",2,0.154660160833588,0.154660160833588,0.214288391653255,0.303049549735151,-0.0684305434885825,-0.0684305434885825,1.82352941176471,4,0.00818020766854786,0.00599282107008256,0.00580140713778505,0.0063061883564633,-0.000425832806049582,-0.000224196568926102,0.830144127555515,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",1,0.0920598388952819,0.0920598388952819,Inf,0,0,0,1,1,1,1,NA,0,0,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",5,0.410600491596452,0.304420954760935,0.313069450790885,0.574137931034483,-0.123305193967819,-0.079007324264056,1.61973035511192,1,0.138461538461538,0.138461538461538,NA,0,0,0,1,0,5,0.552255652073046,0.605999143563275,0.214205038418322,0.241543792498514,-0.00817817705931524,0.0219835007026322,1,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",1,0.774193548387097,0.774193548387097,NA,0,0,0,1,11,0.259357768599041,0.183422197798606,0.267009557498648,0.561538461538462,-0.190614182510342,-0.0856006966316132,2.34678535154298,6,1,0.880195599022005,0.880195599022005,NA,0,0,0,1,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",5,0.133985174314208,0.182744857790458,0.141396817320152,0.237592283877114,0.0580433056590295,0.065030722326309,1.78792030553139,2,0.000133637963538238,0.000133637963538238,0.000282709541380085,0.000399811667631994,2.66668166149359e-05,2.85579762594282e-05,0.8334328015991,2,3,0.194556734920437,0.18059793407053,0.208278774476104,0.308832565284178,-0.0768641507111289,-0.0805756781311691,1,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",3,0.39549704918556,0.420763188506802,0.222678535132961,0.174683544303797,0.0300057053384398,0.0376540700360343,0.873596339874436,3,-0.0141142730357121,-0.0148827230635696,0.0488001281572563,0.0584630402348676,0.00909706670999283,0.011485857589594,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",2,0.160338717701552,0.160338717701552,0.108678504212479,0.153694614595709,0.044376614073409,0.044376614073409,0.633928571428571,1,0.39572192513369,0.39572192513369,NA,0,0,0,1,7,1,0.583333333333333,0.583333333333333,NA,0,0,0,1,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",3,0.31751788836803,0.186963761211224,0.376455197549477,0.75752281110464,-0.197635642696869,-0.242930597611816,7.60116743738534,3,0.15608872063558,0.163038344693091,0.139545258079406,0.196605184415412,-0.0327333955991937,-0.0687815752121528,6.83843914003928,0,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Trinidadandtobago","Trinidadandtobago2010",1,0.576923076923077,0.576923076923077,NA,0,0,0,NA,4,0.578950118291886,0.566337377791186,0.169818443648142,0.236864193385933,0.0667459298451147,0.0643916213855399,0.874282009290116,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",3,0.558390464405923,0.486363386264146,0.347070613873212,0.225152156140101,-0.119502103606686,-0.13690298762289,0.916122114315602,7,0.0995253507785321,0.0747630279982463,0.160008814858866,0.240966637346326,0.0352942640810344,0.0145560956071174,0.9489978961448,0,1,0.142268041237113,0.142268041237113,NA,0,0,0,1,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",15,0.385547796036453,0.369241011616812,0.265892188752916,0.509959141981614,-0.0294358197128335,-0.0150734659334735,0.567050188200688,5,0.242023800250463,0.117879158216093,0.300700776458212,0.525316782347095,0.0110443879433674,-0.0328092794762931,7.82156144166638,1,1,0.448851774530271,0.448851774530271,NA,0,0,0,1,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",1,0.0242271293375394,0.0242271293375394,NA,0,0,0,1,2,0.29250423987286,0.29250423987286,0.0306885512759943,0.0434001654240933,0.00095439011105458,0.000971645494569251,0.96198890134018,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
