"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Israel","Israel2013",6,306904.34118586,313161.010956147,156583.149960899,0,-29939.1722852791,-11894.7757648932,0.829793066543254,6,306904.34118586,313161.010956147,156583.149960899,0,-29939.1722852791,-11894.7757648932,0.829793066543254,6,306904.34118586,313161.010956147,156583.149960899,0,-29939.1722852791,-11894.7757648932,0.829793066543254,-8,"2013","Middle East and North Africa","Israel","High income"
"Kazakhstan","Kazakhstan2013",6,16299.8318417768,14563.358855166,8556.12326408583,12296.86388547,-8869.35814173713,-9056.42903453802,0.00942534536971147,6,16299.8318417768,14563.358855166,8556.12326408583,12296.86388547,-8869.35814173713,-9056.42903453802,0.00942534536971147,6,16299.8318417768,14563.358855166,8556.12326408583,12296.86388547,-8869.35814173713,-9056.42903453802,0.00942534536971147,-9,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",6,133280.866791983,119275.974298123,85725.1052071648,122524.966891844,-31160.8633258999,-7222.97303360728,0.488894669580958,6,133280.866791983,119275.974298123,85725.1052071648,122524.966891844,-31160.8633258999,-7222.97303360728,0.488894669580958,6,133280.866791983,119275.974298123,85725.1052071648,122524.966891844,-31160.8633258999,-7222.97303360728,0.488894669580958,-8,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",4,110545.909613871,119127.55308463,125140.954099173,82662.1048838547,126948.553776875,234641.87499087,1.32810235576384,4,110545.909613871,119127.55308463,125140.954099173,82662.1048838547,126948.553776875,234641.87499087,1.32810235576384,4,110545.909613871,119127.55308463,125140.954099173,82662.1048838547,126948.553776875,234641.87499087,1.32810235576384,-7,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",4,70705.4172251097,70524.3710399209,43374.8181509464,0,3750.13956940004,23394.9458234927,1,4,70705.4172251097,70524.3710399209,43374.8181509464,0,3750.13956940004,23394.9458234927,1,4,70705.4172251097,70524.3710399209,43374.8181509464,0,3750.13956940004,23394.9458234927,1,-6,"2013","Europe and Central Asia","Lithuania","High income"
"Mexico","Mexico2010",12,105286.870291352,92928.6119100452,82966.3249030729,125800.358531022,40364.817517615,76996.7499289064,42.6550331650382,12,105286.870291352,92928.6119100452,82966.3249030729,125800.358531022,40364.817517615,76996.7499289064,42.6550331650382,12,105286.870291352,92928.6119100452,82966.3249030729,125800.358531022,40364.817517615,76996.7499289064,42.6550331650382,-17,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Morocco","Morocco2013",4,391400.487973665,46572.64446794,857536.198828139,3673.14302995377,-289038.829021358,-387523.546370407,0.663006700782794,4,391400.487973665,46572.64446794,857536.198828139,3673.14302995377,-289038.829021358,-387523.546370407,0.663006700782794,4,391400.487973665,46572.64446794,857536.198828139,3673.14302995377,-289038.829021358,-387523.546370407,0.663006700782794,-6,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Nepal","Nepal2013",8,156426.399523882,6754.18198434391,250972.366952034,394446.598000652,-13877.3261662026,-19901.9875722403,1.20604204493648,8,156426.399523882,6754.18198434391,250972.366952034,394446.598000652,-13877.3261662026,-19901.9875722403,1.20604204493648,8,156426.399523882,6754.18198434391,250972.366952034,394446.598000652,-13877.3261662026,-19901.9875722403,1.20604204493648,-16,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",6,22714.4845344303,262.89878665693,88894.7047241665,277.921867199431,131451.642801991,152076.683165382,0.596814941448218,6,22714.4845344303,262.89878665693,88894.7047241665,277.921867199431,131451.642801991,152076.683165382,0.596814941448218,6,22714.4845344303,262.89878665693,88894.7047241665,277.921867199431,131451.642801991,152076.683165382,0.596814941448218,-9,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",8,606924.899395853,3940.49506442602,1436436.35880299,4072.18084311584,-439421.009684764,-255081.953394139,0.440544723288877,8,606924.899395853,3940.49506442602,1436436.35880299,4072.18084311584,-439421.009684764,-255081.953394139,0.440544723288877,8,606924.899395853,3940.49506442602,1436436.35880299,4072.18084311584,-439421.009684764,-255081.953394139,0.440544723288877,-6,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",13,37232.9214009425,33098.9668904993,36007.2836124679,21285.8664188425,39677.0726109294,93114.2507137251,NA,13,37232.9214009425,33098.9668904993,36007.2836124679,21285.8664188425,39677.0726109294,93114.2507137251,NA,13,37232.9214009425,33098.9668904993,36007.2836124679,21285.8664188425,39677.0726109294,93114.2507137251,NA,-25,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",88,42094.3661946904,26166.0089016467,48724.1031154966,35905.9904595396,7120.91483015293,7200.32496997038,2.31556472103062,88,42094.3661946904,26166.0089016467,48724.1031154966,35905.9904595396,7120.91483015293,7200.32496997038,2.31556472103062,88,42094.3661946904,26166.0089016467,48724.1031154966,35905.9904595396,7120.91483015293,7200.32496997038,2.31556472103062,-159,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",4,26911.4274460861,20780.4640379946,26902.3576952774,11572.7781214118,44352.3951749015,45235.3727671885,0.504013627408046,4,26911.4274460861,20780.4640379946,26902.3576952774,11572.7781214118,44352.3951749015,45235.3727671885,0.504013627408046,4,26911.4274460861,20780.4640379946,26902.3576952774,11572.7781214118,44352.3951749015,45235.3727671885,0.504013627408046,-7,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",77,30518.7201929088,22988.085445939,28533.2108372809,26953.979750658,-2679.50123393736,-4517.90435940281,1.36197088453823,77,30518.7201929088,22988.085445939,28533.2108372809,26953.979750658,-2679.50123393736,-4517.90435940281,1.36197088453823,77,30518.7201929088,22988.085445939,28533.2108372809,26953.979750658,-2679.50123393736,-4517.90435940281,1.36197088453823,-125,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",3,92791.7922686436,109612.946532562,58132.6264362785,86089.1546190908,19798.3529527279,22877.5910631422,11.6732854892591,3,92791.7922686436,109612.946532562,58132.6264362785,86089.1546190908,19798.3529527279,22877.5910631422,11.6732854892591,3,92791.7922686436,109612.946532562,58132.6264362785,86089.1546190908,19798.3529527279,22877.5910631422,11.6732854892591,-3,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",12,295972.768979333,229877.518480681,225971.414811208,200596.46618857,133730.287988477,141408.273939511,1.99041080050714,12,295972.768979333,229877.518480681,225971.414811208,200596.46618857,133730.287988477,141408.273939511,1.99041080050714,12,295972.768979333,229877.518480681,225971.414811208,200596.46618857,133730.287988477,141408.273939511,1.99041080050714,-24,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",5,15772.3699258896,1460.19491647377,35006.1269173935,43159.8447872751,32057.1943225458,14367.275971722,1.95480425724312,5,15772.3699258896,1460.19491647377,35006.1269173935,43159.8447872751,32057.1943225458,14367.275971722,1.95480425724312,5,15772.3699258896,1460.19491647377,35006.1269173935,43159.8447872751,32057.1943225458,14367.275971722,1.95480425724312,-5,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Tunisia","Tunisia2013",12,88438.7239527736,39156.1836186845,260527.516895161,25399.0240616546,179236.647029059,262765.837351895,1.3280987870806,12,88438.7239527736,39156.1836186845,260527.516895161,25399.0240616546,179236.647029059,262765.837351895,1.3280987870806,12,88438.7239527736,39156.1836186845,260527.516895161,25399.0240616546,179236.647029059,262765.837351895,1.3280987870806,-23,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",3,42543.2219807889,47030.9959022918,20929.9969824837,39249.1257845534,9739.6620958778,9563.05191125181,1.04410302905653,3,42543.2219807889,47030.9959022918,20929.9969824837,39249.1257845534,9739.6620958778,9563.05191125181,1.04410302905653,3,42543.2219807889,47030.9959022918,20929.9969824837,39249.1257845534,9739.6620958778,9563.05191125181,1.04410302905653,-1,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",3,8541.34001017139,7294.76678043618,24373.8107411292,0,17746.6905414105,22847.130949119,1,3,8541.34001017139,7294.76678043618,24373.8107411292,0,17746.6905414105,22847.130949119,1,3,8541.34001017139,7294.76678043618,24373.8107411292,0,17746.6905414105,22847.130949119,1,-2,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",NA,NA,NA,NA,NA,NA,NA,NA,4,3440.1412355326,2086.23535306389,5677.3835943805,2159.67597133016,8163.35887769342,5031.40270394969,2.20146311960073,4,3440.1412355326,2086.23535306389,5677.3835943805,2159.67597133016,8163.35887769342,5031.40270394969,2.20146311960073,-2,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Vietnam","Vietnam2009",14,32556.7378992577,24729.8780055559,32373.3592754824,14219.6798531946,30116.4055672775,2371.69094112847,0.405050816255858,14,32556.7378992577,24729.8780055559,32373.3592754824,14219.6798531946,30116.4055672775,2371.69094112847,0.405050816255858,14,32556.7378992577,24729.8780055559,32373.3592754824,14219.6798531946,30116.4055672775,2371.69094112847,0.405050816255858,-24,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",4,16664907.0516444,8260986.37867563,49120397.8407882,0,21798002.2913177,31378958.0295263,0.64883874931835,4,16664907.0516444,8260986.37867563,49120397.8407882,0,21798002.2913177,31378958.0295263,0.64883874931835,NA,NA,NA,NA,NA,NA,NA,NA,-1,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
