"countryOnly","country","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Guyana","Guyana2010",NA,NA,NA,NA,NA,NA,NA,NA,2,0.493801694870168,0.493801694870168,0.264644834767241,0.374264314539819,0,0,1,5,0.399348960008385,0.437440696312918,0.156633091693555,0.228958865160857,-0.00921061700632226,-0.00483249102602362,1.7693674955648,0,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"India","India2014",75,0.444141859466646,0.370672384468526,0.238792638458727,0.311842105263158,-0.0424939219143355,-0.069188247967388,1.03323721818179,33,0.402666709155901,0.420804447031592,0.210815394645257,0.267244043743876,0.0308119800465031,0.0437649257497086,0.762694658104368,1,0.747384155455904,0.747384155455904,NA,0,0,0,1,0,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",1,0.0295748613678373,0.0295748613678373,NA,0,0,0,1,5,0.572239433751833,0.564595319979914,0.093594123320523,0.0862173895403091,0.0274716846384886,0.122856299286874,0.696755078761911,1,0.0101694915254237,0.0101694915254237,Inf,0,0,0,1,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",4,0.197472552741125,0.14983839591983,0.227552149302089,0.178085867620751,-0.0707307810290854,-0.0720570298012611,3.0352029386801,NA,NA,NA,NA,NA,NA,NA,NA,2,0.153705550016617,0.153705550016617,0.337221080426286,0.476902625456962,0.098185834652904,0.098185834652904,1.7,0,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jamaica","Jamaica2010",5,0.49167779826925,0.446667893243018,0.132586586561105,0.161399897066392,-0.0473651354668845,-0.0496476978935985,0.751709143940186,4,0.506051780362865,0.531839909231338,0.0931779763206351,0.209888400253866,0.072854746272809,0.0694976609085706,0.0808531741670791,5,0.344271939143289,0.309784318634086,0.125808420112648,0.222342631864128,0.0226457118049099,0.050062746430113,0.938985802974958,0,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",1,0.454545454545454,0.454545454545454,NA,0,0,0,1,5,0.88803285867563,0.606039106911668,0.638690053346092,1.21090259159964,-0.132787013054413,-0.147552558238191,1.00749506903353,2,0.455664827570107,0.455664827570107,0.283888181118121,0.401478515934676,-0.157548687325338,-0.136637646179448,2.22925411688731,0,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",3,0.0837444268585566,0.0775640001604439,0.0710941043477928,0.101677249153239,-0.0340732503878627,-0.0304930836473107,0.976856167908534,5,0.549924493504462,0.541933883945992,0.342474012053469,0.501179067025426,-0.0957730019373138,-0.156972346401318,0.96170294922033,1,0.0389036251105217,0.0389036251105217,NA,0,0,0,1,3,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",6,0.294609981189215,0.289929438469395,0.140809885354078,0.142577168054875,0.0606415839276126,0.0402514917158571,0.2986381560764,1,0.859671302149178,0.859671302149178,NA,0,0,0,1,3,0.436447823081684,0.436657064082083,0.00693720791543446,0,-0.00303271652711931,0.000166303108314163,1,6,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",8,0.334631934365539,0.367175047948385,0.257050103504339,0.404075091575092,0.00280759434938588,-0.0692913631252344,1.02582837851154,NA,NA,NA,NA,NA,NA,NA,NA,4,0.247004785880603,0.241066762620255,0.278336674800194,0.434873515078657,0.0313342967446052,-0.0340611513854505,0.884573097308959,1,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mexico","Mexico2010",1,0.701298701298701,0.701298701298701,NA,0,0,0,1,4,0.600260124181659,0.578976864637416,0.0413170852475409,0.0758346320346323,-0.018563022671454,-0.0135789744938365,3.06511507697021,1,0.160427807486631,0.160427807486631,NA,0,0,0,1,4,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",1,0.215381854078794,0.215381854078794,Inf,0,0,0,1,2,0.613254051711802,0.613254051711802,0.0393129317694148,0.0555968812849545,-0.011938470285143,-0.0114464167351377,1.58880315115135,1,0.333333333333333,0.333333333333333,NA,0,0,0,1,2,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",2,0.32865162226103,0.32865162226103,0.244019904794803,0.345096258849802,-0.111913005025391,-0.103528877654941,1.78029028665049,4,1.20921040442194,0.689684726518227,1.39653358334358,2.57346632346632,-0.218537478958587,-0.0954796462750838,1.33114980765539,1,0.976403580146461,0.976403580146461,Inf,0,0,0,1,0,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Nepal","Nepal2013",4,0.588738977119949,0.547973148939024,0.202399288929904,0.136645962732919,0.134031386677594,0.0681925263554924,0.201635754934642,4,0.560446769162537,0.537116718340421,0.208736354805319,0.131172839506173,0.0585863240360673,0.0512007242053443,0.331676275399567,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",1,0.277585010409438,0.277585010409438,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0.564206792514664,0.564206792514664,0.0984299538204178,0.139200975636592,0.00773338753536624,0.00773338753536624,0.9,2,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",9,0.262470524668858,0.0938957347744266,0.442198496102486,0.391528890646439,0.0791778604562324,0.0395394505333259,0.641817951500052,23,0.54017526835438,0.417141900695571,0.674005277047307,0.859782288908502,-0.140446632137548,-0.231742759950441,1.04768673103704,7,0.0457904130200844,0.0359536583932715,0.111501813984606,0.0967219720971597,-0.0236623307939487,-0.00650078384847437,0.450307613892415,3,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Paraguay","Paraguay2010",2,0.467858226250229,0.467858226250229,0.0513940011795782,0.0726820934927784,-0.00957258775338595,-0.0103831562132541,1.47087330115346,NA,NA,NA,NA,NA,NA,NA,NA,2,0.382020717691159,0.382020717691159,0.00833719996368139,0.0117905812608547,0.000401055281677958,0.000415161312001926,0.919641040548013,2,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",6,0.318060950777979,0.250768848132313,0.177038660423863,0.338673055798601,-0.00917376809600408,0.0204966544775273,0.801659043424567,3,0.207446865531733,0.170937232085548,0.286482114304812,0.248795333510208,0.289051413493467,0.294814539021632,0.083065431510479,6,0.384036733848801,0.407693281877673,0.123086614159466,0.249394231088392,-0.0160220045004684,-0.0139904507107045,1.8405355428857,1,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",1,0.152476049116179,0.152476049116179,NA,0,0,0,1,3,0.331477074477486,0.314763396660229,0.0990495137082888,0.0534375867493291,0.120067212475091,0.0932839696695542,0.063207934814032,4,0.788741792894813,0.711247445630689,0.746228827047649,0.856054349559344,-0.37420419261474,-0.551370713867422,1,1,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",26,0.419994161084224,0.405865501994236,0.248012679346678,0.249390144738982,0.0111151779415331,0.00799594578328831,1.27198721720305,7,0.762206334249195,0.804171155078602,0.195985898458057,0,-0.0454632449969266,-0.0657642397918714,1,1,-1.11111111111111,-1.11111111111111,NA,0,0,0,1,3,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",1,0.566037735849057,0.566037735849057,NA,0,0,0,1,2,0.420569571714203,0.420569571714203,0.083548063151375,0,-0.0107002585292124,-0.0342027064264595,3.39706083941707,2,0.300823835625941,0.300823835625941,0.407309820073898,0.576023071636252,-0.0652101590531605,-0.0652101590531605,1.29268292682927,1,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",2,0.666666666666667,0.666666666666667,0,0,0,0,1,2,0.824148883228306,0.824148883228306,0.224395374701681,0.31734298223691,0.0802769602322838,0.0945926197052329,0.70534042451963,1,0.0360750360750361,0.0360750360750361,NA,0,0,0,1,0,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",2,0.427944335481461,0.427944335481461,0.162198025085847,0.229382646866536,-0.0049865792797073,-0.0049865792797073,1.04545454545455,NA,NA,NA,NA,NA,NA,NA,NA,3,0.461227547474145,0.451612903225806,0.210976228857034,0.403508771929824,-0.0207719495608549,-0.0195583043630582,1.03502747062389,0,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Suriname","Suriname2010",6,0.621445022694543,0.597022128238496,0.11921332396457,0.0834312573443007,0.0312033139556914,0.0390088540713448,0.573834483710163,1,0.537634408602151,0.537634408602151,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",4,0.590768751988398,0.536029518133887,0.293833077888193,0.52309459348593,-0.0838310238443963,-0.0269805113756498,1.94063950494136,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0140918278948888,0.0140918278948888,NA,0,0,0,1,1,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",4,0.525673825233563,0.570360099092863,0.283284206853629,0.565535503029052,-0.24670411966318,-0.234476328175494,5.47008588671893,1,0.363636363636364,0.363636363636364,NA,0,0,0,1,3,0.313734215617423,0.239000414318467,0.202730993624929,0.367226410472743,-0.100613536941758,-0.0922035885232242,1.36956914163792,0,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",3,0.380424776549584,0.389416020762572,0.0362446326889657,0.0599140408964429,-0.0132323321261663,-0.0108999700418828,1.20355372935306,3,0.470729977173994,0.436808386721025,0.113508135594387,0.170524043650318,-0.00539752474964607,-0.00984685544069226,1.04566809767015,2,0.673076923076923,0.673076923076923,0,0,0,0,1,4,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Turkey","Turkey2013",1,0.714285714285714,0.714285714285714,NA,0,0,0,1,4,0.771125260047279,0.758982135031282,0.308887429405767,0.379711828313836,-0.0464583301446103,0.220053326893536,1.2199236348131,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",7,0.0929508616411645,0.0777678433351012,0.0738181086147044,0.0961507777753991,0.0344470320544392,0.0227028175545351,0.272304815367138,1,0.136363636363636,0.136363636363636,NA,0,0,0,1,2,0.240990946723727,0.240990946723727,0.265415077280738,0.375353601948723,0.0640802038428535,0.0625589336581205,0.724690660035271,0,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",3,0.55495289886338,0.55173513070871,0.0494895406921531,0.0652027595490494,-0.0333388152954681,-0.0304044435073853,0.88366803572357,1,0.742857142857143,0.742857142857143,NA,-1.11022302462516e-16,0,0,1,1,0.434782608695652,0.434782608695652,NA,0,0,0,1,0,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",5,0.562536082767221,0.436553072417491,0.298062065156691,0.53452282879924,-0.0258072166988303,-0.0829883766217545,0.890325681480846,NA,NA,NA,NA,NA,NA,NA,NA,2,0.40202876139102,0.402028761391019,0.00654156138763371,0.00925116483348776,-0.00181001051089978,-0.00181001051089978,1.64285714285714,2,"2010","Latin America and Caribbean","Uruguay","High income"
"Vietnam","Vietnam2009",3,0.281731061049772,0.195659418713111,0.166694656873271,0.297684210526317,-0.0717639615257535,-0.0716306598112764,2.5,3,0.631242029055953,0.740461833498237,0.445145915234165,0.236167341430499,0.0299310597968695,-0.00214361692097967,0.892785897852477,NA,NA,NA,NA,NA,NA,NA,NA,0,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",5,0.118273011226006,0.102753745306477,0.0553961434208719,0.0489129722370819,-0.00415671788364565,-0.00428006923528503,1.08752013165074,9,0.284387517818109,0.155066652916018,0.240183469664517,0.41496724947135,-0.0334506658630167,-0.0361873740856362,1.42810096494914,6,0.165309389112432,0.154112038569547,0.111021215641024,0.11449924785896,-0.0072405065125363,-0.00681896086386829,0.646406237884681,1,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
