"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Guatemala","Guatemala2010",2,3644.74686459055,3644.74686459055,946.094911613152,1337.98025529549,-60.8268561240037,-60.8172843316134,0.909236820587945,3,11920.7386810994,8630.70780064237,8881.06927212652,15445.4411069718,7234.52829024813,7689.92507172844,3.70485635020925,2,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",35,8888.02834980383,5060.46852398705,9406.06193115957,9894.8202278097,133.254191648816,-2014.92178925168,0.975738856397599,40,19422.6318596572,12259.4436749361,25883.4097939076,25475.79952267,12448.4334477218,12848.0630372104,0.346308236485133,26,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",8,1187.38429012017,1307.36998375467,1290.37139721279,1317.06662430904,192.601649207945,239.646371092139,1.04029539831413,NA,NA,NA,NA,NA,NA,NA,NA,6,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,4,12859.354978144,10288.739465599,10695.1102006979,0,-146.880150284776,-61.7865028912585,1.09138816108193,4,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",NA,NA,NA,NA,NA,NA,NA,NA,5,96212.0716862306,25088.2982179321,116408.261778073,203511.235330239,-66671.1657740878,-33215.5118503192,NA,2,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",4,5966.55884599539,5936.73769806656,265.249145948105,0,183.712558868851,174.393491526945,1.04503605608963,9,11860.1732078609,10046.8512123759,6563.22650567764,4681.2587628329,1431.82496101326,2068.51894800911,2.03042769433538,16,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",4,11902.1839384866,1915.49508138214,14390.0751993439,21079.6135065881,-2732.42693441014,-2450.19704341413,0.803454320251128,2,20892.3555881636,20892.3555881636,27666.3908084764,39126.1851032616,-15650.4740413047,-15650.4740413047,0.555555555555556,0,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",5,958.576513590066,504.98268879658,1251.0214155488,1924.81654279014,-269.989925089532,-981.402926609734,0.470232367268686,4,754.669704134958,669.580367041309,977.747320016896,1753.36935703732,130.831270163843,69.8307050712774,1.12529359515272,19,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",5,2887.96219020708,1338.00227702377,2978.80333738455,4846.6223784584,467.865217805537,551.706170782361,NA,2,883.533325460564,883.533325460564,2427.80177069275,3433.4301908671,-451.446439347679,-468.195026027331,0.708178098876313,36,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",7,9995.41630093325,9897.43435482095,5437.37354408736,11292.5472008766,-808.012467808123,-556.140575632469,1,3,24744.559315741,24921.2122449318,2302.01152601199,0,-1244.72683772564,-671.989116901739,0.263700726798514,13,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",4,5279.60694838977,1992.33042699709,5829.3201612747,10272.973014852,-1207.89812541914,-1314.71833322727,1.59606486467514,1,4198.02919857779,4198.02919857779,NA,0,0,0,1,1,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Tunisia","Tunisia2013",4,2771.9797192297,2531.45221787283,2398.7245437119,2050.38883401983,92.6356244700395,310.376861679257,0.845633440393602,5,15111.2321474558,12819.7149640588,12106.0344724367,22615.1524162538,-3373.4887244148,-1305.19395123748,1.23327277566734,4,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",1,2885.15243398152,2885.15243398152,NA,0,0,0,1,6,3526.58715946794,2878.25423884185,1343.70761616584,2110.96986419648,751.27798493343,678.260561545288,1.11972646717505,3,"2009","East Asia and Pacific","Vietnam","Lower middle income"
