"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","yearOnly","region","countryDes","incomeLevel"
"Chile","Chile2010",20,0.175118091309812,0.130372766371891,0.147198261081924,0.166998514488296,-0.0558296423144524,-0.049508538210184,1.67850768584942,20,0.175118091309812,0.130372766371891,0.147198261081924,0.166998514488296,-0.0558296423144524,-0.049508538210184,1.67850768584942,-40,20,0.175118091309812,0.130372766371891,0.147198261081924,0.166998514488296,-0.0558296423144524,-0.049508538210184,1.67850768584942,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",147,0.16467739940745,0.163862381083878,0.102902263173742,0.1,0.00768576848102933,0.020689971964968,1.64215140962393,147,0.16467739940745,0.163862381083878,0.102902263173742,0.1,0.00768576848102933,0.020689971964968,1.64215140962393,-293,147,0.16467739940745,0.163862381083878,0.102902263173742,0.1,0.00768576848102933,0.020689971964968,1.64215140962393,"2012","East Asia and Pacific","China","Upper middle income"
"Costarica","Costarica2010",24,0.420234288352745,0.408200882257062,0.27093060478946,0.5,-0.26219478530429,-0.145193236996323,1.2,24,0.420234288352745,0.408200882257062,0.27093060478946,0.5,-0.26219478530429,-0.145193236996323,1.2,-48,24,0.420234288352745,0.408200882257062,0.27093060478946,0.5,-0.26219478530429,-0.145193236996323,1.2,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",9,0.215093417026982,0.214507907219873,0.0737997697626001,0.137167130148838,-0.0205591742031021,-0.0195445185834101,0.788397010100693,9,0.215093417026982,0.214507907219873,0.0737997697626001,0.137167130148838,-0.0205591742031021,-0.0195445185834101,0.788397010100693,-8,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",8,0.240755763650064,0.247523789097759,0.128504509108938,0.156666666666667,-0.0615784763536025,-0.0575810809165703,0.829663418086978,8,0.240755763650064,0.247523789097759,0.128504509108938,0.156666666666667,-0.0615784763536025,-0.0575810809165703,0.829663418086978,-14,8,0.240755763650064,0.247523789097759,0.128504509108938,0.156666666666667,-0.0615784763536025,-0.0575810809165703,0.829663418086978,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",6,0.275030669045053,0.201988916189161,0.143411460255724,0.246753246753247,-0.0544856499025944,-0.0395106058740785,1.53857444566269,6,0.275030669045053,0.201988916189161,0.143411460255724,0.246753246753247,-0.0544856499025944,-0.0395106058740785,1.53857444566269,-9,6,0.275030669045053,0.201988916189161,0.143411460255724,0.246753246753247,-0.0544856499025944,-0.0395106058740785,1.53857444566269,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",12,0.130736998181208,0.0927346301880335,0.117939944946016,0.21426915002215,-0.0527066051209999,-0.0550275711613228,0.791923662081141,12,0.130736998181208,0.0927346301880335,0.117939944946016,0.21426915002215,-0.0527066051209999,-0.0550275711613228,0.791923662081141,-24,12,0.130736998181208,0.0927346301880335,0.117939944946016,0.21426915002215,-0.0527066051209999,-0.0550275711613228,0.791923662081141,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",3,0.310816315124036,0.311649678305392,0.0864642103683275,0,0.0282169556705434,-0.0336586650296678,0.415314302914818,3,0.310816315124036,0.311649678305392,0.0864642103683275,0,0.0282169556705434,-0.0336586650296678,0.415314302914818,-4,3,0.310816315124036,0.311649678305392,0.0864642103683275,0,0.0282169556705434,-0.0336586650296678,0.415314302914818,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",203,0.180839497700255,0.153333333333333,0.14238140575359,0.18,-0.0327050029510613,-0.0259966204636655,1.37617472200202,203,0.180839497700255,0.153333333333333,0.14238140575359,0.18,-0.0327050029510613,-0.0259966204636655,1.37617472200202,-397,203,0.180839497700255,0.153333333333333,0.14238140575359,0.18,-0.0327050029510613,-0.0259966204636655,1.37617472200202,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",6,0.164025019177651,0.214283833028012,0.0975808475967268,0.162622844919786,-0.0306956526645163,-0.0351173477497504,1.1546615368297,NA,NA,NA,NA,NA,NA,NA,NA,-6,6,0.164025019177651,0.214283833028012,0.0975808475967268,0.162622844919786,-0.0306956526645163,-0.0351173477497504,1.1546615368297,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",9,0.139244450845778,0.141007359591452,0.106470144333309,0.176614405341179,-0.0620008389989394,-0.0608569994930051,1,9,0.139244450845778,0.141007359591452,0.106470144333309,0.176614405341179,-0.0620008389989394,-0.0608569994930051,1,-18,9,0.139244450845778,0.141007359591452,0.106470144333309,0.176614405341179,-0.0620008389989394,-0.0608569994930051,1,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Georgia","Georgia2013",11,0.442013736474721,0.315235445141709,0.45343871590979,0.929166666666667,-0.231945455658517,-0.156555454262728,1.05170319459425,11,0.442013736474721,0.315235445141709,0.45343871590979,0.929166666666667,-0.231945455658517,-0.156555454262728,1.05170319459425,-11,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",13,0.100132085427596,0.09,0.0685102008585692,0.1,-0.00955364238852571,-0.0139264188940506,1.97941349243963,13,0.100132085427596,0.09,0.0685102008585692,0.1,-0.00955364238852571,-0.0139264188940506,1.97941349243963,-26,13,0.100132085427596,0.09,0.0685102008585692,0.1,-0.00955364238852571,-0.0139264188940506,1.97941349243963,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",11,0.118714586308782,0.053098732670287,0.213692193162117,0.0891428571428571,-0.0993903989989561,-0.126196588385934,5.89431488794394,11,0.118714586308782,0.053098732670287,0.213692193162117,0.0891428571428571,-0.0993903989989561,-0.126196588385934,5.89431488794394,-21,11,0.118714586308782,0.053098732670287,0.213692193162117,0.0891428571428571,-0.0993903989989561,-0.126196588385934,5.89431488794394,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",8,0.245059803499411,0.245917991414352,0.0967601669796844,0,0.0116931460632057,0.0724416563403552,1,8,0.245059803499411,0.245917991414352,0.0967601669796844,0,0.0116931460632057,0.0724416563403552,1,-15,8,0.245059803499411,0.245917991414352,0.0967601669796844,0,0.0116931460632057,0.0724416563403552,1,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",529,0.149071622816755,0.12557244115516,0.0936096254008489,0.116666666666667,0.00232210425128162,-0.025255967893669,0.674660641538781,529,0.149071622816755,0.12557244115516,0.0936096254008489,0.116666666666667,0.00232210425128162,-0.025255967893669,0.674660641538781,-1056,529,0.149071622816755,0.12557244115516,0.0936096254008489,0.116666666666667,0.00232210425128162,-0.025255967893669,0.674660641538781,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",152,0.385448240831801,0.374673881552988,0.202044567188379,0.30013913734844,-0.0933247922518903,-0.217092240413357,1,152,0.385448240831801,0.374673881552988,0.202044567188379,0.30013913734844,-0.0933247922518903,-0.217092240413357,1,-304,152,0.385448240831801,0.374673881552988,0.202044567188379,0.30013913734844,-0.0933247922518903,-0.217092240413357,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",137,0.195814668883206,0.176009082134993,0.144578252559939,0.173888888888889,0.00271824001039528,0.020662055412214,1.42747607356811,137,0.195814668883206,0.176009082134993,0.144578252559939,0.173888888888889,0.00271824001039528,0.020662055412214,1.42747607356811,-273,137,0.195814668883206,0.176009082134993,0.144578252559939,0.173888888888889,0.00271824001039528,0.020662055412214,1.42747607356811,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jamaica","Jamaica2010",NA,NA,NA,NA,NA,NA,NA,NA,8,0.21096824619402,0.214424645082019,0.0824272717674557,0.132857142857143,-0.0884591424611523,-0.098181137671409,0.842430409527085,-8,8,0.21096824619402,0.214424645082019,0.0824272717674557,0.132857142857143,-0.0884591424611523,-0.098181137671409,0.842430409527085,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",16,0.143840599406935,0.125494613283136,0.0741665776258445,0.121052631578947,-0.0732770247737629,-0.0535485491199905,2.31933468274223,16,0.143840599406935,0.125494613283136,0.0741665776258445,0.121052631578947,-0.0732770247737629,-0.0535485491199905,2.31933468274223,-31,16,0.143840599406935,0.125494613283136,0.0741665776258445,0.121052631578947,-0.0732770247737629,-0.0535485491199905,2.31933468274223,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",23,0.226765475666139,0.2,0.168387613183326,0.217246468384025,-0.0489788661979542,-0.0502109739136441,0.665464891314285,23,0.226765475666139,0.2,0.168387613183326,0.217246468384025,-0.0489788661979542,-0.0502109739136441,0.665464891314285,-46,23,0.226765475666139,0.2,0.168387613183326,0.217246468384025,-0.0489788661979542,-0.0502109739136441,0.665464891314285,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",10,0.107596427310489,0.0721333956019997,0.0800140823632808,0.163666666666667,-0.0157772016870165,-0.00464686338884599,1.11546205893728,10,0.107596427310489,0.0721333956019997,0.0800140823632808,0.163666666666667,-0.0157772016870165,-0.00464686338884599,1.11546205893728,-20,10,0.107596427310489,0.0721333956019997,0.0800140823632808,0.163666666666667,-0.0157772016870165,-0.00464686338884599,1.11546205893728,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",7,0.140303421461221,0.0760912769084838,0.152544477039137,0.0361702127659574,-0.00682168115322153,0.00896561830331603,1.64494020257067,7,0.140303421461221,0.0760912769084838,0.152544477039137,0.0361702127659574,-0.00682168115322153,0.00896561830331603,1.64494020257067,-13,7,0.140303421461221,0.0760912769084838,0.152544477039137,0.0361702127659574,-0.00682168115322153,0.00896561830331603,1.64494020257067,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",11,0.243632801528307,0.173308664411832,0.168558481256577,0.208202777777778,0.0342545426492998,0.0234634332057528,2.04476100675702,11,0.243632801528307,0.173308664411832,0.168558481256577,0.208202777777778,0.0342545426492998,0.0234634332057528,2.04476100675702,-22,11,0.243632801528307,0.173308664411832,0.168558481256577,0.208202777777778,0.0342545426492998,0.0234634332057528,2.04476100675702,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",12,0.46353390140779,0.541641707587578,0.234026514405959,0.359663865546219,-0.0728722252007011,-0.0912162502679207,0.732522527072412,12,0.46353390140779,0.541641707587578,0.234026514405959,0.359663865546219,-0.0728722252007011,-0.0912162502679207,0.732522527072412,-24,12,0.46353390140779,0.541641707587578,0.234026514405959,0.359663865546219,-0.0728722252007011,-0.0912162502679207,0.732522527072412,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lebanon","Lebanon2013",6,0.13940390827162,0.118710650952725,0.0767990823263155,0.0305555555555555,0.0244839237789123,-0.00637934498693994,0.205320918068116,6,0.13940390827162,0.118710650952725,0.0767990823263155,0.0305555555555555,0.0244839237789123,-0.00637934498693994,0.205320918068116,-8,6,0.13940390827162,0.118710650952725,0.0767990823263155,0.0305555555555555,0.0244839237789123,-0.00637934498693994,0.205320918068116,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",8,0.289254343031588,0.070370748520207,0.364853991204829,0.607135135135135,-0.180733850403258,-0.200022082414713,4.42066437882265,NA,NA,NA,NA,NA,NA,NA,NA,-8,8,0.289254343031588,0.070370748520207,0.364853991204829,0.607135135135135,-0.180733850403258,-0.200022082414713,4.42066437882265,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mexico","Mexico2010",18,0.266796643971047,0.241536682056088,0.199427969316691,0.01,-0.115644144132044,-0.183960654857182,0.0582906518341858,18,0.266796643971047,0.241536682056088,0.199427969316691,0.01,-0.115644144132044,-0.183960654857182,0.0582906518341858,-29,18,0.266796643971047,0.241536682056088,0.199427969316691,0.01,-0.115644144132044,-0.183960654857182,0.0582906518341858,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",16,0.241253210060275,0.241489318570454,0.125252811512896,0.180271144137501,-0.0704998750756752,-0.0925411887328532,1.94856691322687,16,0.241253210060275,0.241489318570454,0.125252811512896,0.180271144137501,-0.0704998750756752,-0.0925411887328532,1.94856691322687,-16,NA,NA,NA,NA,NA,NA,NA,NA,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",5,0.082161505279679,0.0603972434968209,0.044077626121739,0.0622857142857143,0.0337312297198689,-0.00619380219181282,0.189324367733975,5,0.082161505279679,0.0603972434968209,0.044077626121739,0.0622857142857143,0.0337312297198689,-0.00619380219181282,0.189324367733975,-3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Namibia","Namibia2014",8,0.296203254492936,0.198831669741869,0.23463108940075,0.297777777777778,-0.0883821593087442,-0.0689362651727358,NA,8,0.296203254492936,0.198831669741869,0.23463108940075,0.297777777777778,-0.0883821593087442,-0.0689362651727358,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",3,0.154750268300404,0.154087450649609,0.00999450674535269,0.00789473684210529,-0.00202168908917282,-0.00241984271022384,1.75196627698327,3,0.154750268300404,0.154087450649609,0.00999450674535269,0.00789473684210529,-0.00202168908917282,-0.00241984271022384,1.75196627698327,-2,3,0.154750268300404,0.154087450649609,0.00999450674535269,0.00789473684210529,-0.00202168908917282,-0.00241984271022384,1.75196627698327,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",9,0.122105620890188,0.113466863464514,0.109063912949177,0.2024,0.0172854250960756,0.0659679084398353,0.879296669153859,9,0.122105620890188,0.113466863464514,0.109063912949177,0.2024,0.0172854250960756,0.0659679084398353,0.879296669153859,-17,9,0.122105620890188,0.113466863464514,0.109063912949177,0.2024,0.0172854250960756,0.0659679084398353,0.879296669153859,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",117,0.200104732866642,0.2,0.17397854319148,0.264,-0.0368835723643384,-0.040550292288155,1.33333333333333,117,0.200104732866642,0.2,0.17397854319148,0.264,-0.0368835723643384,-0.040550292288155,1.33333333333333,-229,117,0.200104732866642,0.2,0.17397854319148,0.264,-0.0368835723643384,-0.040550292288155,1.33333333333333,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",NA,NA,NA,NA,NA,NA,NA,NA,31,0.276509450971395,0.214085132128436,0.256277210266946,0.341700680272109,-0.112953930239566,-0.13301517796639,0.816330727168053,-29,31,0.276509450971395,0.214085132128436,0.256277210266946,0.341700680272109,-0.112953930239566,-0.13301517796639,0.816330727168053,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",10,0.387051644857986,0.395228076532557,0.183179799305303,0.271014492753623,-0.0144822905625023,0.0113732351628427,2.75009918154519,10,0.387051644857986,0.395228076532557,0.183179799305303,0.271014492753623,-0.0144822905625023,0.0113732351628427,2.75009918154519,-20,10,0.387051644857986,0.395228076532557,0.183179799305303,0.271014492753623,-0.0144822905625023,0.0113732351628427,2.75009918154519,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",11,0.131112952600774,0.132212669659646,0.0782281526259791,0.151785714285714,-0.0507423298638493,-0.032027779362058,0.282217894913242,11,0.131112952600774,0.132212669659646,0.0782281526259791,0.151785714285714,-0.0507423298638493,-0.032027779362058,0.282217894913242,-18,11,0.131112952600774,0.132212669659646,0.0782281526259791,0.151785714285714,-0.0507423298638493,-0.032027779362058,0.282217894913242,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",86,0.1479358809497,0.0999259239498951,0.131169495423838,0.110127194706084,0.0250861070062575,0.048390431859074,2,86,0.1479358809497,0.0999259239498951,0.131169495423838,0.110127194706084,0.0250861070062575,0.048390431859074,2,-167,86,0.1479358809497,0.0999259239498951,0.131169495423838,0.110127194706084,0.0250861070062575,0.048390431859074,2,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",7,0.226663327916693,0.246555842826407,0.119636437680097,0.226075470903793,0.0503827123890238,0.000925968146450587,0.129832621706435,7,0.226663327916693,0.246555842826407,0.119636437680097,0.226075470903793,0.0503827123890238,0.000925968146450587,0.129832621706435,-14,7,0.226663327916693,0.246555842826407,0.119636437680097,0.226075470903793,0.0503827123890238,0.000925968146450587,0.129832621706435,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",64,0.197653182986918,0.19533066945527,0.128947472314278,0.184090909090909,-0.00788363141633383,0.0287333934125485,0.485461948514376,64,0.197653182986918,0.19533066945527,0.128947472314278,0.184090909090909,-0.00788363141633383,0.0287333934125485,0.485461948514376,-126,64,0.197653182986918,0.19533066945527,0.128947472314278,0.184090909090909,-0.00788363141633383,0.0287333934125485,0.485461948514376,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",9,0.12802979098886,0.119411530260141,0.122872252549619,0.135680751173709,0.0216209088414378,0.0138858025317707,0.751161517584618,9,0.12802979098886,0.119411530260141,0.122872252549619,0.135680751173709,0.0216209088414378,0.0138858025317707,0.751161517584618,-18,9,0.12802979098886,0.119411530260141,0.122872252549619,0.135680751173709,0.0216209088414378,0.0138858025317707,0.751161517584618,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovenia","Slovenia2013",6,0.190385955933594,0.141678490193309,0.11151968197171,0.207384766397082,-0.042089834108343,-0.0180219396596045,1.38342135566488,6,0.190385955933594,0.141678490193309,0.11151968197171,0.207384766397082,-0.042089834108343,-0.0180219396596045,1.38342135566488,-5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Slovenia","High income"
"Southsudan","Southsudan2014",9,0.175262683305945,0.117364149753506,0.155599375708307,0.173333333333333,0.0747921303524143,0.0747921303524143,0.277777777777778,9,0.175262683305945,0.117364149753506,0.155599375708307,0.173333333333333,0.0747921303524143,0.0747921303524143,0.277777777777778,-18,9,0.175262683305945,0.117364149753506,0.155599375708307,0.173333333333333,0.0747921303524143,0.0747921303524143,0.277777777777778,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",NA,NA,NA,NA,NA,NA,NA,NA,26,0.29025477472447,0.2591800546809,0.202722251974936,0.145833333333333,0.0964533453789273,0.211251194674298,0.134469524531138,-25,26,0.29025477472447,0.2591800546809,0.202722251974936,0.145833333333333,0.0964533453789273,0.211251194674298,0.134469524531138,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",6,0.182084185945201,0.120790962513569,0.14851579964405,0.288634920634921,-0.0474122089723957,-0.0507207937539322,1.48305082348564,6,0.182084185945201,0.120790962513569,0.14851579964405,0.288634920634921,-0.0474122089723957,-0.0507207937539322,1.48305082348564,-12,6,0.182084185945201,0.120790962513569,0.14851579964405,0.288634920634921,-0.0474122089723957,-0.0507207937539322,1.48305082348564,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Suriname","Suriname2010",NA,NA,NA,NA,NA,NA,NA,NA,9,0.263976604007744,0.275911129063273,0.0347800529200014,0.0630952380952381,-0.0154527433650751,-0.0154293854293854,1.17606323623223,-8,9,0.263976604007744,0.275911129063273,0.0347800529200014,0.0630952380952381,-0.0154527433650751,-0.0154293854293854,1.17606323623223,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",5,0.225379314938665,0.227398759958379,0.151564602249437,0.263578020387237,-0.00427660243714166,-0.0363630832211741,1.00262417796323,5,0.225379314938665,0.227398759958379,0.151564602249437,0.263578020387237,-0.00427660243714166,-0.0363630832211741,1.00262417796323,-9,5,0.225379314938665,0.227398759958379,0.151564602249437,0.263578020387237,-0.00427660243714166,-0.0363630832211741,1.00262417796323,"2014","Europe and Central Asia","Sweden","High income"
"Tajikistan","Tajikistan2013",12,0.325935407514987,0.226694335251223,0.257202627881463,0.328,0.0239101663368212,-0.00458073554252859,0.182561866463499,12,0.325935407514987,0.226694335251223,0.257202627881463,0.328,0.0239101663368212,-0.00458073554252859,0.182561866463499,-24,12,0.325935407514987,0.226694335251223,0.257202627881463,0.328,0.0239101663368212,-0.00458073554252859,0.182561866463499,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",7,0.118976229141334,0.112772705481977,0.103376338868785,0.083573817486861,-0.0168544944420766,-0.0598687845604985,0.950040972807578,7,0.118976229141334,0.112772705481977,0.103376338868785,0.083573817486861,-0.0168544944420766,-0.0598687845604985,0.950040972807578,-13,7,0.118976229141334,0.112772705481977,0.103376338868785,0.083573817486861,-0.0168544944420766,-0.0598687845604985,0.950040972807578,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",6,0.182457660131971,0.183947417447472,0.13584083337164,0.0357142857142857,0.126689824887643,0.0910592235697502,0.117917714066485,6,0.182457660131971,0.183947417447472,0.13584083337164,0.0357142857142857,0.126689824887643,0.0910592235697502,0.117917714066485,-12,6,0.182457660131971,0.183947417447472,0.13584083337164,0.0357142857142857,0.126689824887643,0.0910592235697502,0.117917714066485,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",3,0.191703782356277,0.189756967675094,0.0106627980461304,0.00480769230769232,0.00275634078075839,0.00503786174838806,0.732640355137676,3,0.191703782356277,0.189756967675094,0.0106627980461304,0.00480769230769232,0.00275634078075839,0.00503786174838806,0.732640355137676,0,3,0.191703782356277,0.189756967675094,0.0106627980461304,0.00480769230769232,0.00275634078075839,0.00503786174838806,0.732640355137676,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",72,0.15525865782379,0.115277331314992,0.111900759790756,0.124772727272727,-0.026501735803215,-0.052823407751128,1.06342222369048,72,0.15525865782379,0.115277331314992,0.111900759790756,0.124772727272727,-0.026501735803215,-0.052823407751128,1.06342222369048,-138,72,0.15525865782379,0.115277331314992,0.111900759790756,0.124772727272727,-0.026501735803215,-0.052823407751128,1.06342222369048,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",6,0.0463538588104828,0.0358582204782028,0.0311475985356471,0.0386666666666667,-0.00470229140768885,-0.00787718222222222,2.92482994190918,6,0.0463538588104828,0.0358582204782028,0.0311475985356471,0.0386666666666667,-0.00470229140768885,-0.00787718222222222,2.92482994190918,-11,6,0.0463538588104828,0.0358582204782028,0.0311475985356471,0.0386666666666667,-0.00470229140768885,-0.00787718222222222,2.92482994190918,"2013","Sub-Saharan Africa","Uganda","Low income"
