"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Guatemala","Guatemala2010",2,0.131716782478442,0.131716782478442,0.0299480519090773,0.0423529411764706,-0.00963180678781744,-0.013109243697479,3.17034412231403,1,0.15,0.15,NA,0,0,0,1,2,0.240077041270435,0.240077041270435,0.0622253967444162,0.088,0.00400062954421563,0.004,0.909236820587945,0,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",46,0.0963783680462591,0.0753927554677549,0.0791637384147117,0.12954,0.00672617940647609,0.0024030103334851,0.793562958253583,33,0.11090979983252,0.0980639752250385,0.0915502316930274,0.11,-0.0168876963608508,-0.00642704355948227,1.28770008830765,12,0.121773935709599,0.115730138402971,0.0792928388814489,0.158666666666667,-0.0119476095299199,-0.012525807334428,0.99449603000952,0,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",4,0.24921785601524,0.264408271614983,0.12554974488321,0.211688311688312,-0.0224087940995158,-0.0229384066226172,1.53051556180536,1,0.116666666666667,0.116666666666667,NA,0,0,0,1,8,0.382354333227903,0.347516515232726,0.293459414857472,0.4,-0.0167962819377088,-0.016496696989387,1,0,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",2,0.158859123267141,0.158859123267141,0.135648461234666,0.191835893593106,-0.00297881822349543,-0.00297881822349543,1.03205128205128,2,0.320676149237592,0.320676149237592,0.0502831488843767,0,0.00164366349111517,0.00232606438213915,0.970465937553955,NA,NA,NA,NA,NA,NA,NA,NA,2,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",4,0.261962143768154,0.168880160900773,0.269142096480738,0.408496732026144,0.000548468189556826,0.00369578134284017,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0.134703460854556,0.134703460854556,0.19192898346492,0.271428571428571,0.100829592500396,0.0904761904761905,0.512810200413428,0,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",7,0.441549540908153,0.381912768680839,0.243289203738902,0.492827586206896,0.0216783629362372,0.0059028797029471,0.945454283522021,9,0.228859017147315,0.196425422825089,0.202521499220485,0.190965556182947,0.0812037129619976,0.068904307380816,NA,10,0.258969247285139,0.237400993172613,0.087047655300157,0.0956363636363636,0.00949140127444465,0.00558614852225964,0.6,0,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",1,0.41025641025641,0.41025641025641,NA,0,0,0,1,2,0.0471622448416882,0.0471622448416882,0.0415559118448877,0.0587689341278209,0.0235075736511284,0.0235075736511284,0.555555555555556,1,0.04,0.04,NA,0,0,0,1,2,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",3,0.298384889475472,0.28005077166219,0.207364783633881,0.271052631578947,0.0594690599474458,0.0694815913021992,0.723020634810852,NA,NA,NA,NA,NA,NA,NA,NA,5,0.257779530211283,0.268664813816659,0.0901030823958824,0.0685185185185185,0.0190986369513849,0.0323152088258471,0.594471401338075,0,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.174815337915941,0.173057592913779,0.209250423139143,0.19996,-0.016070406611136,-0.0137163707921802,NA,0,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",3,0.00449826462918973,0.00343361856538292,0.00482101325384783,0.00305548571428571,-0.000254550289945188,-0.000374142287342287,1.28769940544912,2,0.927194595911199,0.927194595911199,1.92175909642477,2.71777777777778,0.357348491890022,0.370606060606061,0.708178098876313,9,0.169442735906713,0.2,0.0649496898853752,0.05,-0.00127123949038791,0.00381313131313132,0.629378111044614,0,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",5,0.285404131557243,0.289806429515723,0.045610381388516,0.041575261929415,-0.00314549475128919,-0.000964957292502431,1,1,0.208333333333333,0.208333333333333,NA,0,0,0,1,5,0.409055109770656,0.425525176349288,0.261954767912464,0.45,0.00257638564696101,-0.0106454408284024,0.666666666666667,6,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",2,0.371059850055581,0.371059850055581,0.164991582276861,0.233333333333333,0.034159443939112,0.0334983498349835,0.753455097908473,2,0.125957651293136,0.125957651293136,0.0336165518924752,0.0475409836065574,-0.0103044026506676,-0.00999049655500119,1.65829163555936,2,0.139759543834098,0.139759543834098,0.0106066017177982,0.015,0,0,1,0,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Senegal","Senegal2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.420183229963653,0.450056143024754,0.103491297932045,0.15,-0.0136440613990586,-0.0124137931034483,1,0,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Tunisia","Tunisia2013",7,0.253561526076434,0.226241919676667,0.18904106154717,0.267660550458716,0.00577693551249426,0.0280786986339926,1.02130488484756,4,0.395642805915828,0.307968770864188,0.302017194927719,0.633333333333333,-0.0482065992835877,-0.0207593688362919,1,1,0.166666666666667,0.166666666666667,NA,0,0,0,1,0,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Uganda","Uganda2013",2,0.0160072994853889,0.0160072994853889,0.0120208152801713,0.017,0.00486295602205892,0.00472222222222222,0.62215544056256,1,0.108518911276069,0.108518911276069,NA,0,0,0,1,2,0.345,0.345,0.134350288425444,0.19,-0.00863636363636363,-0.00863636363636363,1.1,0,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",3,0.412686106651906,0.415654675991687,0.23425975494898,0.3,-0.046202830990218,-0.0113832993098085,1.75532811715896,1,0.109253731343284,0.109253731343284,NA,0,0,0,1,1,0.276595744680851,0.276595744680851,NA,0,0,0,1,0,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Vietnam","Vietnam2009",1,0.6,0.6,NA,0,0,0,1,5,0.249696209888247,0.23690512028189,0.13142138128471,0.0925177166210164,-0.0262957855564357,-0.019294606467668,1.2,NA,NA,NA,NA,NA,NA,NA,NA,2,"2009","East Asia and Pacific","Vietnam","Lower middle income"
