"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Ghana","Ghana2013",8,88949.6253948344,28801.9155306215,98938.2264128586,186327.219084402,86655.3146593587,80743.0407323882,2.125,8,88949.6253948344,28801.9155306215,98938.2264128586,186327.219084402,86655.3146593587,80743.0407323882,2.125,8,88949.6253948344,28801.9155306215,98938.2264128586,186327.219084402,86655.3146593587,80743.0407323882,2.125,-14,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",8,3058.05142059971,2887.64505480569,1769.9807855056,2764.99582672482,4778.05233233125,4950.12144793133,0.966045535135772,8,3058.05142059971,2887.64505480569,1769.9807855056,2764.99582672482,4778.05233233125,4950.12144793133,0.966045535135772,8,3058.05142059971,2887.64505480569,1769.9807855056,2764.99582672482,4778.05233233125,4950.12144793133,0.966045535135772,-14,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",446,9421.25265044109,6185.14008821063,9804.64889155231,8810.03287648044,1731.98377709491,1559.68204263647,0.857142857142857,446,9421.25265044109,6185.14008821063,9804.64889155231,8810.03287648044,1731.98377709491,1559.68204263647,0.857142857142857,446,9421.25265044109,6185.14008821063,9804.64889155231,8810.03287648044,1731.98377709491,1559.68204263647,0.857142857142857,-664,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",8,-2428.03902997003,1537.10006759937,15739.6401131852,1813.58926138137,-8143.64675323474,-548.890519823346,0.0888888888888889,8,-2428.03902997003,1537.10006759937,15739.6401131852,1813.58926138137,-8143.64675323474,-548.890519823346,0.0888888888888889,8,-2428.03902997003,1537.10006759937,15739.6401131852,1813.58926138137,-8143.64675323474,-548.890519823346,0.0888888888888889,-11,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",7,520698.302427236,201088.744091945,649902.074416218,861466.438760177,253521.703734065,219361.099472615,0.665273916305231,NA,NA,NA,NA,NA,NA,NA,NA,7,520698.302427236,201088.744091945,649902.074416218,861466.438760177,253521.703734065,219361.099472615,0.665273916305231,-3,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",6,2334.72273944016,1375.59611401496,24239.8328301335,0,38428.7915638296,11359.7064731517,1,6,2334.72273944016,1375.59611401496,24239.8328301335,0,38428.7915638296,11359.7064731517,1,6,2334.72273944016,1375.59611401496,24239.8328301335,0,38428.7915638296,11359.7064731517,1,-4,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",8,5361.83006004354,5471.01376583522,4159.59835617523,1988.71825591708,1326.51604212947,1828.29455128647,1,8,5361.83006004354,5471.01376583522,4159.59835617523,1988.71825591708,1326.51604212947,1828.29455128647,1,NA,NA,NA,NA,NA,NA,NA,NA,-2,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",17,16882.9921711446,1828.25894357146,44318.449353691,3836.29249601499,32170.7474123833,7334.85196811415,0.274052346238476,17,16882.9921711446,1828.25894357146,44318.449353691,3836.29249601499,32170.7474123833,7334.85196811415,0.274052346238476,17,16882.9921711446,1828.25894357146,44318.449353691,3836.29249601499,32170.7474123833,7334.85196811415,0.274052346238476,-31,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",11,1313.89275761372,1115.50433846888,1305.81120431408,2096.32494116142,123.834353168463,106.126734764372,0.0824184705762493,11,1313.89275761372,1115.50433846888,1305.81120431408,2096.32494116142,123.834353168463,106.126734764372,0.0824184705762493,11,1313.89275761372,1115.50433846888,1305.81120431408,2096.32494116142,123.834353168463,106.126734764372,0.0824184705762493,9,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",5,3562.97880974896,3152.40387368804,9937.0612545996,4998.60198492469,1553.05358695537,104.279281387026,1,5,3562.97880974896,3152.40387368804,9937.0612545996,4998.60198492469,1553.05358695537,104.279281387026,1,NA,NA,NA,NA,NA,NA,NA,NA,34,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",11,29837.7865699561,18825.9306584022,47871.7599305987,0,24084.2839725857,36816.3761609227,0.0370634775689886,11,29837.7865699561,18825.9306584022,47871.7599305987,0,24084.2839725857,36816.3761609227,0.0370634775689886,11,29837.7865699561,18825.9306584022,47871.7599305987,0,24084.2839725857,36816.3761609227,0.0370634775689886,-20,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",3,328832.786622283,14946.1455211626,649250.066492164,1074351.01106966,111132.278456733,213049.676572285,1.06375719956167,3,328832.786622283,14946.1455211626,649250.066492164,1074351.01106966,111132.278456733,213049.676572285,1.06375719956167,3,328832.786622283,14946.1455211626,649250.066492164,1074351.01106966,111132.278456733,213049.676572285,1.06375719956167,-2,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Trinidadandtobago","Trinidadandtobago2010",6,15714.7228395994,14114.9044994351,8464.78454012019,2760.84969012008,-1593.80767688897,-2489.75221703417,2.67272621315166,6,15714.7228395994,14114.9044994351,8464.78454012019,2760.84969012008,-1593.80767688897,-2489.75221703417,2.67272621315166,NA,NA,NA,NA,NA,NA,NA,NA,-5,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",11,366501.860205142,90203.8533989954,746835.774057346,275608.416147698,267450.670581008,42067.3837797524,0.632423507036927,11,366501.860205142,90203.8533989954,746835.774057346,275608.416147698,267450.670581008,42067.3837797524,0.632423507036927,11,366501.860205142,90203.8533989954,746835.774057346,275608.416147698,267450.670581008,42067.3837797524,0.632423507036927,-20,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",18,-15100.541039663,4158.95914149178,67039.5448777994,9108.8383987131,24834.6107007446,14280.1432285011,3.86244262517372,18,-15100.541039663,4158.95914149178,67039.5448777994,9108.8383987131,24834.6107007446,14280.1432285011,3.86244262517372,18,-15100.541039663,4158.95914149178,67039.5448777994,9108.8383987131,24834.6107007446,14280.1432285011,3.86244262517372,-28,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",4,4198871.77229399,1817845.79138975,5720575.99126621,2556488.28156027,-507023.640123358,-457189.940291905,0.914649198974125,4,4198871.77229399,1817845.79138975,5720575.99126621,2556488.28156027,-507023.640123358,-457189.940291905,0.914649198974125,NA,NA,NA,NA,NA,NA,NA,NA,-1,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
