"countryOnly","country","N_0-10","mean_0-10","median_0-10","sd_0-10","iqr_0-10","OPcov_0-10","OPcovNoWeights_0-10","indAlloc_0-10","N_+20","mean_+20","median_+20","sd_+20","iqr_+20","OPcov_+20","OPcovNoWeights_+20","indAlloc_+20","N_11-20","mean_11-20","median_11-20","sd_11-20","iqr_11-20","OPcov_11-20","OPcovNoWeights_11-20","indAlloc_11-20","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Colombia","Colombia2010",16,0.474407831574397,0.486817029137069,0.193460987597581,0.206402664472177,-0.0360668417043811,-0.0843083078126707,0.514863166333537,393,0.451032470538221,0.380657395965529,0.24557528962241,0.257842186165588,-0.0879106001847004,-0.100714654976652,4.4835824653868,173,0.445279987728651,0.349889481832575,0.372156394325521,0.48863032609654,-0.0889569076232342,-0.141100618902983,2.41023695939997,7,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",7,0.333510483218573,0.343128801884305,0.0693457391533136,0.0963193207232478,-0.0174425012492691,-0.00342063470167567,0.64288711868895,127,0.536764135271241,0.497029733434709,0.331294911534903,0.35105678128934,-0.0545941535094581,-0.0739270224990817,0.605180412352122,54,0.844736033952215,0.51889441821064,0.712552751512271,0.670685718683461,-0.426398158080299,-0.209085995660642,0.586812281286774,11,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",27,0.307989766911986,0.262247408738854,0.212624248015903,0.199549887471868,-0.0188102317160476,-0.00400348657471118,0.732206506357124,41,0.525469904324658,0.478243028102874,0.393604629974528,0.478891901885862,-0.435476085531616,-0.277847004819478,2.33333333333333,68,0.370870405017317,0.318485121780565,0.257233276133633,0.43924897419248,-0.0127883374961213,-0.106460638848714,0.538030619967915,7,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",18,0.498056703965937,0.31191712096236,0.382127094039522,0.432058231510309,-0.0940671192978041,-0.0840404208008103,1.09640197284265,45,0.50495624820372,0.463138494469095,0.260744017460624,0.387668670837231,-0.00792970989451408,-0.000850862570799,1.41348847726197,23,0.45878901579609,0.431325080845327,0.249991144518335,0.362332461980672,0.00792866101542664,0.00549530236778329,0.687676274297089,3,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",NA,NA,NA,NA,NA,NA,NA,NA,26,0.344580237836716,0.35563144267298,0.320777054487094,0.543050374548873,0.0112326041188288,0.00636159049909298,1.22613391714811,23,0.443941977254502,0.503970102539908,0.242261661812917,0.299541887105941,-0.0374872182073906,-0.013327269842059,0.687108317292994,1,"2013","Europe and Central Asia","Czech Republic","High income"
"Djibouti","Djibouti2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.348989001939294,0.276110535324001,0.150438819124519,0.27579399460356,-0.0316593399499817,-0.0352805517403239,1.54470851417908,2,"2013","Middle East and North Africa","Djibouti","Lower middle income"
"Dominica","Dominica2010",3,0.712540305336018,0.628930817610063,0.234719233291761,0.446543205742624,-0.00983641032070058,-0.00983641032070058,1,12,0.573072037331817,0.552492302106535,0.243465921598963,0.326462191256974,0.12481148959787,0.130337558121952,0.313218390804598,9,0.401196671792312,0.416742283001778,0.223449342165656,0.350952404909239,0.0247253198706906,0.0152531986702753,0.931818181818182,0,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",NA,NA,NA,NA,NA,NA,NA,NA,58,0.469045120260774,0.39223307142052,0.299452475751349,0.4778068132424,-0.00150461887334044,0.0680865318295654,1.42825807635769,34,0.351310078241278,0.3780673567391,0.19440864185446,0.310571330212254,0.0499938678560303,0.0356685184092444,0.509148101450939,4,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",80,0.320229234550281,0.29169885230039,0.238579816090813,0.403219199952105,-0.238182429309059,-0.22279277605618,1.2475186157853,42,0.327978733330003,0.253972908336823,0.276083362360802,0.426220390739663,-0.0908477368897796,-0.114316834844101,1.36353252788717,59,0.308725632325181,0.295567745257919,0.228292370142873,0.361111111111111,-0.0178516830710523,-0.0178324150884427,0.918759788079514,0,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",2,0.599432219174662,0.599432219174662,0.114324868350468,0.16167977933775,-0.0661417279108979,-0.0661417279108979,5.5,73,0.360243025659447,0.371248899002732,0.194630808687504,0.307220192245262,-0.145474765049985,-0.129085638933785,3.22554788179065,19,0.375209354081977,0.367677973545282,0.217341952895857,0.331589660530981,0.0486043092650439,0.0111248933099879,1.14926005968226,3,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",383,0.341690550023862,0.294645060278573,0.24676022423222,0.328689545814928,-0.0303985726231913,-0.0491393422377654,1.58217001239629,573,0.419153870156918,0.36818634264865,0.422225510172933,0.545773117585971,-0.0327472164673099,-0.00513961774543793,0.897623914688872,433,0.338096065266242,0.268181419464882,0.336744028065411,0.393026259147654,-0.0317939267438148,0.0416824930679183,1.54995733359626,74,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",NA,NA,NA,NA,NA,NA,NA,NA,68,0.468260742147901,0.41839948596387,0.301563633884689,0.39151869317028,-0.107277790422067,-0.176098915603787,1.14165133050743,19,0.513482065231072,0.381396549982487,0.350162247714502,0.510089270075376,0.116589569054389,0.0948329559760976,0.0491008642064911,7,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",8,0.36804653886025,0.371791099043546,0.144555598229212,0.288968760002318,-0.0271245279715372,-0.0240020781726379,0.859929639357327,26,0.540109777786321,0.46236826429304,0.329239037057312,0.326018805317753,-0.117487000848187,-0.106404715112561,3.47215029534606,20,0.519650281176013,0.577434318388512,0.297643533134064,0.497000075947444,6.78054926382353e-05,0.00903064061836833,0.563540021254162,1,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",30,0.158554968756692,0.104203086636962,0.161029284420372,0.148842528877078,-0.0431130905717931,-0.046819612951207,0.612244897959184,23,0.0946243937220661,0.103757168993891,0.084144961563731,0.0589329202066217,0.102724588766004,0.130069213694213,1.30813391222042,49,0.089249829712456,0.0418985152591582,0.134768870465009,0.110971678846485,-0.0186445548142577,-0.0273404241721141,0.346973087071241,23,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",18,0.663338893061137,0.796329864987015,0.378632624232527,0.487700534759358,0.101970146260125,0.135590905915769,0.464395589004215,38,0.565563456198331,0.496275306039407,0.289421269772071,0.495868556751656,-0.0176137550583905,-0.0226040478314483,0.899856333542278,40,0.412806134125608,0.398799048161636,0.21414071312762,0.190389120218684,0.0890240639926994,0.0859428021833471,0.977449016250744,7,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",24,0.417819342095874,0.418422947304466,0.281900634041144,0.335226530878705,-0.0661886420413547,-0.0834334124948995,1.22038448954294,6,0.470826679398418,0.483712482337735,0.0579135008669253,0.0783161388138489,0.0683475796726345,0.160199961701066,0.44663548304159,22,0.387500871570526,0.385736602161053,0.328414495136781,0.283861246833723,-0.175324026405223,-0.029142805148884,0.091525977679815,8,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",35,0.323449844302675,0.249806348719055,0.368172163835574,0.55138586110246,0.207144999966986,0.147504105371313,0.97227785847369,71,0.234781125254009,0.126404400177581,0.251769674982097,0.335980191256831,-0.0596624959324272,-0.0141958970312219,0.862653682177235,74,0.266303662738231,0.164729594863334,0.233637505403787,0.359508794744942,-0.0264373914420893,-0.0418036370682049,1.5830611968814,6,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Grenada","Grenada2010",NA,NA,NA,NA,NA,NA,NA,NA,13,0.498788534302361,0.576374786480989,0.148594482524675,0.291733758980703,-0.0439330886249025,-0.041659509265942,0.985497655720257,4,0.537018173817694,0.57106150678789,0.237701156267847,0.553221288515406,0.0135132953086197,0.0157117148150941,1.27222222401588,2,"2010","Latin America and Caribbean","Grenada","Upper middle income"
"Guatemala","Guatemala2010",3,0.217446871970137,0.176798163833794,0.150430264381676,0.0796520943211823,0.144521209927638,0.138125053138895,0.137048977205688,171,0.509630059128951,0.499517930279984,0.310646531095816,0.468216139547588,-0.047238904609256,-0.0321532622224572,3.13175740737321,44,0.349213080524082,0.418879882377461,0.326738082905159,0.443543893337492,0.00323229024327578,0.0889797720309124,0.666666666666667,10,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",2,0.556210200265643,0.556210200265643,0.480824103367961,0.679987968098854,-0.113331328016476,-0.113331328016476,1.5,43,0.38931412415803,0.289647972200344,0.277848506479395,0.372541146328561,-0.0746496713541071,-0.0745023774914493,1.41407175979344,11,0.564591439994536,0.411778983020131,0.552626485640276,0.718728046909722,-0.0437587515789844,-0.0427343460196457,0.656140854961355,1,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",NA,NA,NA,NA,NA,NA,NA,NA,63,0.31360985124835,0.258804933768944,0.279062190423794,0.202023438760402,-0.0139924330375147,-0.0588129185092255,1.19041427941885,25,0.937659649364631,0.0900278023837494,1.78346503372042,3.12686665785648,-0.24527662620339,0.169518831987207,0.913249507891645,13,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"Hungary","Hungary2013",4,0.285546610766539,0.265659198947615,0.311551770532785,0.424036281179138,0.0418041664744802,0.26349625882989,0.936330805211776,16,0.346413888524056,0.206713037306962,0.308564056740453,0.508708756982679,0.171059369644926,0.167721685875523,0.34538385937574,9,0.479836251033958,0.420681246660586,0.361956161390642,0.728571428571428,-0.151007696455911,-0.0462631231202621,0.473684210526316,2,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",957,0.318625829822874,0.272804312704952,0.237978027743263,0.32589131187262,0.0287695306941086,0.00538177377906994,1.0603111918975,2379,0.330566583010265,0.290326601411765,0.234793547640996,0.307855657207685,0.0329993251982116,0.0320671954724468,0.75,1854,0.368518414931556,0.339470439763374,0.268747054956646,0.381092850119398,0.00301659466212521,-0.000981049146213426,1,48,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",20,0.567245323472618,0.618593389877578,0.22977099510211,0.214285714285714,-0.00457533650600483,-0.0689030804569074,1.10213526703911,416,0.46105176140905,0.462549309145205,0.336756614334451,0.443000213083315,-0.137989993112093,-0.13502676414797,0.75,274,0.517368665377416,0.533075313243491,0.348752224319219,0.41671714112659,-0.0774744683057938,-0.10628952242017,1.16666666666667,24,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",87,0.287605776985128,0.288403445370741,0.214144554537341,0.31086257733952,0.0103914390962735,0.00930339470936736,0.833330370407437,93,0.384613396985125,0.26864666969787,0.27915708567672,0.37928007023705,0.0306785372620939,0.0895859581725953,0.74998135295942,280,0.307378250451348,0.264335497637042,0.219163058965414,0.323894638898142,0.00683997004873573,0.0181950002777061,0.909090909090909,11,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",16,0.556738769413838,0.616949782732541,0.18641340764046,0.0690185303305365,-0.0140653351872259,0.0209882809140932,1,75,0.329248446397947,0.266079459219528,0.241212982869878,0.273980034722222,0.154751672724795,0.0658629260139664,0.45,37,0.360700243944851,0.341247705203975,0.167770451329146,0.177044814391296,-0.0161047708508194,-0.0606935143452328,1.22997424420154,1,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",3,0.35829511917992,0.362090341213345,0.0475986116742319,0.0765496509056924,0.027616880963075,0.0206000483368398,0.213097896926354,70,0.396231152161744,0.393257108323788,0.157271219812978,0.208143631436314,-0.0784124202326427,-0.0799768549157461,1.21120675481082,19,0.517534063766028,0.543994140075099,0.113640561007729,0.130309978471286,-0.0655622968295332,-0.174167946851316,0.704413127518169,1,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",65,0.334712129632625,0.305064771957313,0.214636043590231,0.272477414094657,-0.0149119743507274,-0.0207920967010439,1.16804986912702,91,0.349415781183512,0.316261246379787,0.246776298553623,0.426662617673854,-0.0752627712594805,-0.0317334048706483,1.05391980458144,82,0.578307477897818,0.360455897080663,0.614673001634946,1.00636827102612,-0.303302595095171,-0.0543304174620934,0.720236641008909,3,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",13,0.725376267947265,0.477910359299923,0.707245759381502,0.705496139866041,0.103094387156282,0.0181952888643495,NA,13,0.65222844680317,0.695937882554054,0.285102398064738,0.446885427316633,-0.0887506222835968,-0.122417366866376,1.06076619795627,43,0.480976016712186,0.545446874560432,0.226751028380837,0.377129561396326,-0.0502791946942945,-0.0625269770113563,2.49954505318824,0,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",21,0.181997537017249,0.0472850339312558,0.234302649495779,0.232090332582216,-0.0971479615157657,-0.0738416614271951,1.39759379546588,184,0.213326820366712,0.122093542396784,0.234129164201485,0.251062444681129,-0.0469984389807934,-0.0508727075708036,0.544462134061101,56,0.214868324607621,0.140392606970785,0.229885374814806,0.195587614045486,-0.141438715442298,-0.0632514194162633,0.798118269155131,8,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",16,0.309205726360949,0.160213203561026,0.320247297332031,0.382758620689656,-0.0565088315732643,-0.0660307323997257,1.12942851001102,11,0.857018256273246,0.996774855242948,0.695650897467255,1.19569755651431,-0.269307667887666,-0.0456555778506872,1.34860557497436,14,0.81372996174872,0.676854993942884,0.649377575311151,1.16825396825397,-0.268062498080825,-0.126097787632459,2.46591874741078,2,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",7,0.479699797344186,0.588665697156752,0.232886304012061,0.172635620648373,0.0730501873183661,0.0551681462645267,1.52965275998751,15,0.720885057668014,0.783458561744033,0.351872923723617,0.479516848566606,0.0724791551753662,0.0351163569321513,1.51768762209281,14,0.578817557435748,0.576043490162465,0.404125428384087,0.565927296945036,-0.0110178171378371,-0.00101272485845586,0.406205934699641,1,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",10,0.536226329848964,0.669655502132098,0.494784411273986,0.520787138751316,0.21955279181564,0.538836143131904,0.48556911252338,20,0.29674505699454,0.154259426752954,0.766816341539888,0.495737800277316,-0.424699556278938,-0.545768385840078,1.12960921371905,36,0.22491266881731,0.326489334457891,0.529322853230053,0.645877896613191,0.233316944982476,0.108057642632959,0.373868281730544,6,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",4,0.376934790114203,0.364168392423635,0.196681058271545,0.344319654618722,0.0112995801501259,0.0147008066218205,0.81478615262863,9,0.590589622978582,0.530028912008017,0.166066106534289,0.194213501829065,-0.0819558237394524,-0.144822809572308,1.15154520708571,10,0.571007070264972,0.619207650401659,0.606121365110901,0.722569388658077,0.0420599809127553,0.229295543678752,2.16263908913314,3,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",23,0.353670438320235,0.469926878685934,0.320768761180808,0.483022669666322,0.0850487605863507,-0.019429317579671,0.487434582362357,94,0.362433066552186,0.326479451935862,0.226449338658595,0.274678391901191,0.00341859562913614,0.0619542884491541,1.36006272592116,33,0.440336011792897,0.41866462231732,0.246610410158543,0.409618671445774,-0.0387930801207022,-0.00950514128548945,1,0,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",10,0.33934043173694,0.415411089731324,0.25885330822159,0.365588192034473,0.0402997029142505,0.0647846310496557,0.497393721651251,19,1.71612241742712,0.593113745073307,2.00422406253145,3.5939106572183,-0.943299748571063,-0.480573888491801,22.4684088639197,13,0.377515345605649,0.466798005801713,0.267858895131172,0.509039979628215,0.0136742945140001,-0.000259183915440173,0.631429226075823,0,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",54,0.357830785474805,0.352372989072729,0.288128879551855,0.349571006610718,0.180277893734498,0.147742583886233,0.404953686710288,59,0.272829786597497,0.295634161278308,0.371396435523057,0.449996246668919,0.0377476576468045,-0.0167231528603248,1.43339357855789,62,0.533971883906556,0.469357528978618,0.413012396290022,0.3618633874038,-0.0549743108154042,-0.0259922321488756,0.156640155593697,13,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Malawi","Malawi2014",3,0.225081291515109,0.14649073208539,0.484380242646923,0.308908239769737,-0.148483128975772,-0.263537901326512,3.33917930435185,21,0.169001839227493,0.107099371427606,0.198350199971719,0.134426758489798,-0.100790289106143,-0.0726854962828233,0.422572194694033,12,0.223926469625109,0.159635264894919,0.39234809195316,0.36974163912361,-0.146556239527838,-0.224222165519163,0.447011512958469,5,"2014","Sub-Saharan Africa","Malawi","Low income"
