"countryOnly","country","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Bulgaria","Bulgaria2013",3,15033.4309331854,19187.3277899257,8214.41297800487,14897.722699402,2428.32147080769,2724.56585196972,1.74730166545712,NA,NA,NA,NA,NA,NA,NA,NA,3,14291.8837039949,12499.1891296055,5415.33267048367,10534.1639738339,1920.86429968416,2182.30930673213,0.964757500426772,2,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",4,15455.9998848146,3487.47890474776,22037.2707960583,39950.1765253911,-3958.36584937341,-5706.24841065178,1.00729266808044,NA,NA,NA,NA,NA,NA,NA,NA,1,11878.7692329019,11878.7692329019,NA,0,0,0,1,0,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Chile","Chile2010",1,40753.7480703834,40753.7480703834,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,21353.4337098032,21353.4337098032,2690.93900990838,3805.56244333126,42.2840271481251,42.284027148125,1.02272727272727,5,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",7,64464.9133014353,60594.6282993346,35359.5742350573,65043.846834629,-2139.87397943012,-12000.9576357969,0.120215487304487,3,30623.6008946786,30857.8574375984,3609.0651845156,3907.77261615162,263.873674437802,-163.776045316297,0.686235009123362,1,18724.7437857265,18724.7437857265,NA,0,0,0,1,3,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",2,45103.7825632561,45103.7825632561,3280.85243762863,4639.82601343924,1914.4437108276,1645.75025263016,2.63791371479504,NA,NA,NA,NA,NA,NA,NA,NA,6,34816.2404836198,32050.7839435883,18629.586560206,16216.7979948567,11155.2356505733,14373.6486465601,1.31705312301867,2,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",1,28868.5638789744,28868.5638789744,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,8,14163.6883229247,11785.1084627024,9931.5596361964,2284.23394237317,849.453244282419,2805.57346593488,6.46173340639902,3,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Czech","Czech2013",3,34056.5831494014,33162.6062569376,24108.1411708737,28458.105642016,4536.59557362315,5034.3798479439,1.15613154571601,NA,NA,NA,NA,NA,NA,NA,NA,2,59734.5380437815,59734.5380437815,34341.5092908378,48566.2281914645,7642.19520609386,8094.37136524408,1.56329374550057,3,"2013","Europe and Central Asia","Czech Republic","High income"
"Drc","Drc2013",17,912.559612219215,797.932470545017,820.748440804514,885.586784695007,-196.960034633044,-199.409575085227,0.0733488974814899,18,1140.6275176098,329.568619210577,1787.68311866268,1419.26481302045,255.37076223405,146.98315093354,1.289021852565,9,967.504936625014,583.169714519417,871.793775285223,1306.88887374815,-524.940187446521,-503.365181635765,0.123809523809524,12,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",1,20454.5454545455,20454.5454545455,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,19648.6907153172,20058.1836371023,7221.65363454843,10222.2222222222,1009.97844605675,2870.31024531024,0.963950677268287,0,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",40,11904.7840728138,6280.027569649,11217.8161640275,16447.6912538426,946.616857966352,-3973.70113955044,1.05012908866026,39,23260.7303268645,18216.589079903,18667.5064301464,21038.0923583242,-629.880853806716,-476.902476006844,0.885049512539245,37,6972.55294022565,5995.57005874823,4921.17905509386,5831.45417181692,-345.187514658947,3932.95681164519,2.00366105102053,26,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Estonia","Estonia2013",4,494360.767783099,50744.7458009015,879459.879435803,1338993.99886654,-1251.09456943604,-197867.654374573,1,NA,NA,NA,NA,NA,NA,NA,NA,3,48395.6814084589,48432.8402109847,17131.9658960477,23852.8729262626,5749.38576784306,-4195.2414398806,1.77413900541923,0,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",2,4595.44388325849,4595.44388325849,1782.46320604531,2520.78364042031,420.130606736718,420.130606736718,1.5,4,8751.86614828518,8554.41639722959,9065.26789794447,15281.5893164479,-466.482096884704,-466.482096884704,1.25,1,3474.72105318404,3474.72105318404,NA,0,0,0,1,2,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",1,32824.8567340168,32824.8567340168,NA,0,0,0,1,1,10242.5511063587,10242.5511063587,NA,0,0,0,1,3,26951.0536899212,16676.7067413177,31329.4988298726,57544.2138675192,12830.7659706317,15828.9875850736,1.10381741749664,1,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",3,4029.27930723182,1377.40829218593,4160.35745345333,6097.90129353147,-182.875526436079,-759.510957860992,1,5,12706.5534620988,7774.60146631948,12462.1715301076,22912.2342331109,-5433.14861322667,-5065.64612282373,0.101075672359708,NA,NA,NA,NA,NA,NA,NA,NA,2,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",14,2986.32227183847,1764.85226297858,2695.90130442647,3978.27114279755,157.663701583412,751.552152201722,1.48366341233841,6,14195.5348117786,3904.19824931978,19301.0830062763,37087.1096977356,-1698.11365305291,-2011.92834746543,1.4,8,25817.3494772687,15545.5498400957,27624.7478410779,53142.4631130024,18861.5203349674,19812.0926026956,0.612884044851648,6,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",2,2836.30897241364,2836.30897241364,2177.33396768231,3079.21522691195,-957.053381337498,-957.053381337498,0.616666666666667,NA,NA,NA,NA,NA,NA,NA,NA,9,16431.1048249842,8724.40706364054,16409.1936169484,30312.849373636,4976.6293280062,3153.4919579744,6.79810776954456,2,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,27681.4035838489,27681.4035838489,984.80945796104,0,152.698171886121,563.724408586442,8.44285310087012,5,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",40,26488.1185072974,6374.3511204493,34955.2600264351,37360.5575245536,16185.7739209996,9237.29544705961,0.740497057944811,15,19994.0548000787,12681.0926181229,20839.451119651,18631.7764574306,6042.82824446311,7219.01588488082,0.849783127078982,31,21560.5463959138,11076.815403818,28420.0864348121,12257.4972301413,6924.26578821916,3997.19452413253,1.2256354453359,6,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",14,2143.0200348108,1037.39616422574,2380.70838012901,3491.59231331703,1117.44639737592,3374.820780253,0.985958104841625,NA,NA,NA,NA,NA,NA,NA,NA,12,2573.53426199206,1816.14893030223,3068.31562727779,2930.4435486768,5639.12133201296,4083.41067440853,0.857142857142857,5,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",8,33268.4291905075,22643.2722736771,25924.3836781629,32768.787833048,-4257.65586364325,-4398.02001765251,1.2,3,26140.7489578875,23383.0172163134,12200.5942868966,25119.3867468671,-620.245685683585,-656.715993382148,0.780567685231284,11,64261.6012495808,68421.9672788983,42075.6981123115,75991.4220913628,-2747.17101289164,-3795.99898603439,1.07692307692308,0,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",1,134499.897532716,134499.897532716,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,5,146610.433867997,144982.837355499,34907.7360273542,0,5306.20468129519,12459.8140018775,1.45122657123283,3,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",6,15405.5542910945,15689.0327433508,2535.30252586317,3938.30493893733,-489.685550844206,-597.830522212233,0.500577051591418,NA,NA,NA,NA,NA,NA,NA,NA,8,18858.8902903545,18216.2517477276,7684.61848206726,9481.10448262691,2708.50673185383,2384.4200634095,2.47691858351509,2,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",2,36203.4594818022,36203.4594818022,9881.01748646238,13973.8689394008,3224.84837612572,4491.60073052169,3.42686965218358,4,13503.215486609,13423.5092202597,4090.69786415065,6454.76296092489,278.014895828687,225.106829204355,1.12241613780598,2,15623.5618003023,15623.5618003023,9469.30842452645,13391.6244002591,5478.391800106,5478.391800106,5.5,3,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",2,28174.6229747674,28174.6229747674,9958.28744708345,14083.1451656752,-2475.0916508268,-2474.06604261861,0.73969232905534,3,26335.7350924511,16657.9252562227,22144.8692138084,38092.2908725293,-5634.53230343005,-5242.16935081408,0.324324324324324,5,19378.1367060185,15615.3255222565,9990.25597129525,16679.7250555965,-11920.4667478063,-9299.5692333087,0.0238417195631638,6,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",5,14242.903888537,9756.29015202879,18110.9150469441,14847.6156600739,-11304.5798976873,-11180.3508551326,0.257347764324179,1,1968.43389432798,1968.43389432798,Inf,0,0,0,1,7,22068.3251598753,20851.966394914,8118.37563697669,16410.8261666318,-3767.52094412937,-4414.59292854861,0.48066180176422,2,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",NA,NA,NA,NA,NA,NA,NA,NA,1,49336.0790088636,49336.0790088636,NA,0,0,0,1,1,9610.92448224616,9610.92448224616,NA,0,0,0,1,6,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Laos","Laos2012",1,1446.43641305308,1446.43641305308,NA,0,0,0,1,1,2639.74645382187,2639.74645382187,NA,0,0,0,1,1,1549.75329969973,1549.75329969973,NA,0,0,0,1,5,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",6,87264.8071708401,4587.99716394018,137937.977125688,262383.325599775,-41739.6425098438,-14346.745842786,1,3,10905.0926533363,10674.3102761675,10755.640333667,15731.734995789,598.313074458169,756.869819935158,1.04928845900395,1,41979.6529098476,41979.6529098476,NA,0,0,0,1,8,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",2,57024.734498257,57024.734498257,14866.1337344694,21023.8879473388,1588.16364963561,2102.38879473388,1.35618907980042,7,29770.6544217825,21823.385920343,28055.3206909836,23156.3108677117,-8828.59255382458,-16183.8507096951,0.821430130598024,8,24324.6509964105,18550.0691756716,14229.3435319704,13515.3565375749,-1443.29402225736,-8302.82932098688,0.213184871545765,7,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",1,21673.0406891264,21673.0406891264,NA,0,0,0,1,2,45799.968647852,45799.968647852,14628.5561292944,20687.9024759843,-418.428122690105,-449.737010347484,0.94646465637913,2,17254.7499547471,17254.7499547471,1611.60334600101,0,14.497794900336,386.296832047539,1,3,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",4,1029.08171696084,946.576312849503,907.691074817927,0,-159.368990685973,-512.945298599785,0.8905767816722,1,7219.58824293759,7219.58824293759,NA,0,0,0,1,2,3782.65316683798,3782.65316683798,2445.81498807524,3458.9047271914,155.258607849782,157.222942145064,1.08346610791436,7,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",6,67754.6116427418,45952.9212289659,50517.4769599167,89127.3989860538,-17205.3096616061,-5013.60624161359,1.32366873307596,4,6172.82311907707,3862.14788170948,10625.6818322248,7053.64077865088,7039.92387359326,5016.83365458309,2.16473014054968,6,24616.6341929714,23449.1370696014,7399.52251218829,4223.51118529216,1884.31819237016,725.445451194763,2.7147843801852,9,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",1,25900.0738152104,25900.0738152104,NA,0,0,0,1,11,28031.7587923138,30729.3961458157,18343.7666157845,25563.7092202076,-1614.58012970521,-2892.70841212776,3.30848201728052,53,17345.5219234929,13302.1982520354,12175.9253989538,6906.6863507227,6210.25799000278,8878.22382477798,3.34989797449702,59,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",3,75186.4638818388,31439.5039661697,92602.7956655431,150166.094148566,58132.5875470338,61669.889360551,2.10476387370736,1,8561.6338454321,8561.6338454321,NA,0,0,0,1,1,989.466511831639,989.466511831639,NA,0,0,0,1,1,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Morocco","Morocco2013",3,27985.3775919661,26438.8292288022,8056.66937994113,5509.71454493066,-1677.57251739631,-1947.87887952094,0.468797141839703,NA,NA,NA,NA,NA,NA,NA,NA,1,9550.17187787981,9550.17187787981,NA,0,0,0,1,1,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",8,4324.25148106334,3794.40491954087,2553.11036654896,2918.76559948029,2357.54348869513,3118.29733218454,1.36854255155167,5,9381.52601622844,8979.0183821476,5699.37051580699,6310.76612045294,1191.71295227682,6727.12561510706,3.14461277813794,1,5936.47240572262,5936.47240572262,NA,0,0,0,1,3,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",5,27658.0067633947,10240.1725871005,36897.6989851925,20049.8242552617,-8395.14817806456,-7025.96019746497,1.47302175443503,6,7893.60304155616,4732.11055361356,7302.34845825308,12210.0592475262,-1780.93277012524,-1731.15312163201,0.717302645681474,5,27419.5776399856,22672.2070126902,14386.3282666109,21347.3883532909,-330.380747617685,-1028.0690774247,1.18805341327692,18,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",10,6453.63851958973,2857.18612889721,6516.62580329445,8077.80376650083,668.429249420381,4315.59431120799,1.2,6,4507.68236869575,3734.81540860072,2454.71270992371,1534.516998406,356.241600495098,343.231364962026,1.32909705041303,8,3163.91977777493,3534.03914784411,1281.75938083935,2418.02678536702,479.008342475271,264.848538219723,0.86803615608077,4,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",2,4231.54895585626,4231.54895585626,3650.34923202095,5162.37339132224,-266.744418174342,-286.798521740124,1,1,33224.1454858294,33224.1454858294,NA,0,0,0,1,11,6940.43547515636,4916.54608697356,4647.57823048614,6968.66967110165,3513.04883998802,3190.72183280858,0.908180438873148,1,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",73,1601.85245897685,781.418171643279,1864.18135189822,1612.93940785384,-218.721994739539,-316.335880374296,0.660294898262213,23,798.13411729715,599.334111236694,782.776410619766,416.882800799146,10.9677658076693,-323.909320072251,0.415178187600615,38,1615.28384980497,784.978448518254,1652.59777746142,1642.4804226497,-370.024479246921,-573.087289686124,0.854290802629566,57,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",5,8297.99445200561,9866.45222886454,6592.52883394041,10301.6479662157,803.381392341697,775.807855630614,1,1,548.178190419439,548.178190419439,NA,0,0,0,1,7,8081.58238234754,3971.49911844659,9216.2334048323,8780.97047712787,-7422.11817060594,-5465.99596423982,0.00733333333333333,5,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",NA,NA,NA,NA,NA,NA,NA,NA,1,20139.3982012161,20139.3982012161,NA,0,0,0,1,6,27069.3139453196,33156.1338086519,14089.0534615159,22284.2441096456,-5545.88399734474,-8615.12756246733,0.278075500846437,1,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",3,29382.6411682044,15888.0151260259,29082.1241174788,44404.7106793108,3915.27485571477,-4972.55118989519,4.99547176751917,1,36895.5017926602,36895.5017926602,NA,0,0,0,1,8,12681.3389064796,7989.03237394587,11045.9319594613,16935.035322831,17164.5211531427,20715.2703186265,1.07393660749681,2,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",13,11009.9509892322,9386.09776728996,5700.80870989704,6975.56801237933,981.869281626033,-614.68787846005,1.37182932065116,NA,NA,NA,NA,NA,NA,NA,NA,20,10891.4302187598,11824.772233691,5565.16091378087,8289.09259345777,-1019.68861526486,-2691.45897055789,3.24630729543363,8,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",5,42017.5008883839,35504.7186920531,34410.899939417,38140.30573977,22171.019424928,21381.9835361386,1.183229726286,1,318430.502558567,318430.502558567,NA,0,0,0,1,8,27441.304721589,29395.2317776791,25164.439714477,50274.8806415361,4965.89413354595,2880.72217151626,NA,0,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",1,19049.6165476908,19049.6165476908,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,40379.1946264169,24838.5750298515,36927.7419391326,60430.8241690489,14202.3614324103,14272.9144361006,6.80061686878563,2,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",32,26891.6368195035,27921.5408618784,14529.7111076786,15994.2437313531,4319.82817665976,370.38343345365,1.75026677212454,14,37356.8982763019,37447.8089912731,21325.5919750782,42289.8647812048,-2901.0476079947,-4605.99604049868,0.780758834719784,14,40103.1504413926,40382.9710377045,26840.2368451597,29331.5817021296,25321.670342833,21818.1271455449,1.55644321588274,32,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",2,32797.0447012801,32797.0447012801,15837.7647783487,22397.9817472157,2703.20469362948,2703.20469362948,1.31818181818182,1,26397.6213449328,26397.6213449328,NA,3.63797880709171e-12,0,0,1,1,15486.6045223606,15486.6045223606,NA,0,0,0,NA,1,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovakia","Slovakia2013",1,12937.7829568698,12937.7829568698,NA,0,0,0,1,1,93299.7572297114,93299.7572297114,NA,0,0,0,1,3,605219.620024372,219656.951875972,827198.039318421,1373786.34080326,-145481.668507929,-144969.389576126,2.45709848148217,2,"2013","Europe and Central Asia","Slovak Republic","High income"
"Southsudan","Southsudan2014",2,18311.8943784815,18311.8943784815,23904.8578918082,33806.5742371966,0,0,1,22,8376.78069145582,7149.09740722182,5603.76711677159,6382.75164634567,-625.438599889611,-694.561380106796,0.596685646517991,NA,NA,NA,NA,NA,NA,NA,NA,3,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",2,2784.94521105231,2784.94521105231,790.818289116291,1118.38594984095,-426.837891194558,-372.795316613649,0.457882547917647,NA,NA,NA,NA,NA,NA,NA,NA,6,33643.7482428497,23769.588415672,35997.6106476864,58103.6450503304,-13255.0006261219,-10949.9459160609,0.599600753857974,0,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",3,16864.4113088557,13468.0134680135,7440.3048107123,13668.430335097,-1656.77943455721,-1656.77943455721,0.733333333333333,NA,NA,NA,NA,NA,NA,NA,NA,3,82036.4279424306,70182.0453296971,37912.5172096323,65252.5252525252,6961.83147017253,6838.90183890184,4.4,1,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",4,30394.3683288642,28667.485476353,7890.5944235759,15608.4656084656,-1799.15698637435,-1884.92063492064,0.531936813715586,NA,NA,NA,NA,NA,NA,NA,NA,2,25689.7644073196,25689.7644073196,1247.10190685458,1763.6684303351,-586.808369855394,-548.167214833881,0.565992745471492,0,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Suriname","Suriname2010",5,33992.3094807131,34286.9388192435,3509.92068932105,2602.13374967474,-32.0179321561892,94.9013485175488,0.695862092754079,NA,NA,NA,NA,NA,NA,NA,NA,6,33185.8668656647,34001.2143290832,3896.93320629385,6375.2276867031,285.409812872058,306.744586116171,1.29793104637704,0,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",4,348589.403322033,316392.883950112,290177.117807035,575913.122340146,24151.2700240066,-28970.5020089962,1.3473791050608,1,186971.045843686,186971.045843686,NA,0,0,0,1,6,134994.194236216,104344.548604258,114751.94967857,15488.7256911929,163042.4443561,167545.947792503,0.669722911562582,2,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",33,4904.78652762367,2447.33391255293,5543.37734561866,7808.24229749907,1552.79323614218,520.685316924392,1.36377745768622,11,1231.58862936096,1185.76360751781,822.207800073379,1711.80696522095,-530.503179832028,-391.625795426175,0.202026691814151,24,1898.07536908468,1910.72904112362,1673.20372898562,2402.53609153818,-725.928055156226,-745.740400621466,0.248991266723271,48,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",5,78381.7528015384,37060.0893811237,76432.9955337947,142470.224645329,8191.23769932462,7749.65745472565,0.84164689551488,NA,NA,NA,NA,NA,NA,NA,NA,3,52584.2416978535,53426.8612588589,50591.7029164841,81012.412688613,-30498.7451380312,-21644.4583238242,0.625,0,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",3,8658.61786596527,7326.44169915137,6111.27935193538,3043.76210178382,2980.28014020567,3140.38947009442,1.42144551026952,NA,NA,NA,NA,NA,NA,NA,NA,6,44418.814914051,34616.2900620772,32277.0767441824,60654.4394757957,-3289.65378379348,-6377.61401826479,0.987018706841535,0,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",4,83304.9792379706,75102.8431187715,80554.45693679,133961.835053653,-39160.8903513436,-12251.4380945332,0.368157977826877,6,111391.825100985,77822.1176601449,87568.7794327263,75335.2473653029,-4249.28242170719,-30710.9223483502,1.29728068795709,11,65352.1679858245,67344.8187238323,35009.8953417264,38290.063805388,336.901643676393,5986.80651856871,0.834966125586421,13,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",1,3325.55198410977,3325.55198410977,NA,0,0,0,NA,3,601.533519793543,589.78096278193,64.4161457531805,92.6295301510028,-8.95922704737914,-7.16633408415868,0.866072415454408,10,41699.0350687131,7416.28133873469,66929.8344740377,26574.0455351237,-29250.6588847595,-15719.6932303313,0.301651312473018,40,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",2,10273.3443941768,10273.3443941768,1714.53267118985,2424.71535672846,-1370.78371360589,-1062.51571811697,0.349073635725916,2,5881.26045764018,5881.26045764018,2181.60217784743,3085.25138761452,-335.35341169723,-335.35341169723,0.821428571428571,1,15185.2216734152,15185.2216734152,NA,0,0,0,1,6,"2013","Europe and Central Asia","Ukraine","Lower middle income"
