"countryOnly","country","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Burkinafaso","Burkinafaso2009",8,10036.1022497059,10515.7344111968,6477.06530036063,11722.4418269845,88.0552630707464,-105.210862621958,0.344425815946797,8,10036.1022497059,10515.7344111968,6477.06530036063,11722.4418269845,88.0552630707464,-105.210862621958,0.344425815946797,8,10036.1022497059,10515.7344111968,6477.06530036063,11722.4418269845,88.0552630707464,-105.210862621958,0.344425815946797,-4,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",20,13753.8029947583,3490.63547784965,44358.3995893709,3035.30096069868,77936.8164787367,86088.9465075427,1.17004800037168,20,13753.8029947583,3490.63547784965,44358.3995893709,3035.30096069868,77936.8164787367,86088.9465075427,1.17004800037168,20,13753.8029947583,3490.63547784965,44358.3995893709,3035.30096069868,77936.8164787367,86088.9465075427,1.17004800037168,-32,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",17,52140.8052115966,16630.8477339328,112523.513506548,23785.5722517837,62147.6829988972,38887.9242380198,0.811639288644169,17,52140.8052115966,16630.8477339328,112523.513506548,23785.5722517837,62147.6829988972,38887.9242380198,0.811639288644169,17,52140.8052115966,16630.8477339328,112523.513506548,23785.5722517837,62147.6829988972,38887.9242380198,0.811639288644169,-22,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",142,25185.2133743023,14961.4853242956,25279.7487508023,24961.6706931098,19656.1164519016,26700.7139509114,1.12626540689055,142,25185.2133743023,14961.4853242956,25279.7487508023,24961.6706931098,19656.1164519016,26700.7139509114,1.12626540689055,142,25185.2133743023,14961.4853242956,25279.7487508023,24961.6706931098,19656.1164519016,26700.7139509114,1.12626540689055,-245,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",104,23727.9459835355,20214.8308948606,29768.6313464954,19171.5096023685,7003.3640411144,4729.65646262084,2.30799766257165,104,23727.9459835355,20214.8308948606,29768.6313464954,19171.5096023685,7003.3640411144,4729.65646262084,2.30799766257165,104,23727.9459835355,20214.8308948606,29768.6313464954,19171.5096023685,7003.3640411144,4729.65646262084,2.30799766257165,-170,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",102,14564.266099052,13320.8484147002,14122.5975722151,10030.4742763583,18926.9959509481,24618.3532409756,5.05407342750382,102,14564.266099052,13320.8484147002,14122.5975722151,10030.4742763583,18926.9959509481,24618.3532409756,5.05407342750382,102,14564.266099052,13320.8484147002,14122.5975722151,10030.4742763583,18926.9959509481,24618.3532409756,5.05407342750382,-166,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",65,15411.4800715577,13812.3291713687,10991.7361434384,14867.9402924862,6857.3541536376,6037.43145379554,1.83408569699947,65,15411.4800715577,13812.3291713687,10991.7361434384,14867.9402924862,6857.3541536376,6037.43145379554,1.83408569699947,65,15411.4800715577,13812.3291713687,10991.7361434384,14867.9402924862,6857.3541536376,6037.43145379554,1.83408569699947,-87,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",23,42209.8476362909,2356.2933914343,229520.436086537,6538.86480411274,226873.087428092,309319.263516993,0.399535608618708,23,42209.8476362909,2356.2933914343,229520.436086537,6538.86480411274,226873.087428092,309319.263516993,0.399535608618708,23,42209.8476362909,2356.2933914343,229520.436086537,6538.86480411274,226873.087428092,309319.263516993,0.399535608618708,-36,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",17,46765.2225978741,27686.8203934864,57427.7620212588,27029.1542560004,113908.096577899,114666.237949073,0.48417662041436,17,46765.2225978741,27686.8203934864,57427.7620212588,27029.1542560004,113908.096577899,114666.237949073,0.48417662041436,17,46765.2225978741,27686.8203934864,57427.7620212588,27029.1542560004,113908.096577899,114666.237949073,0.48417662041436,-24,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",NA,NA,NA,NA,NA,NA,NA,NA,5,50512.9042630452,11339.3865555669,94065.1999404268,44883.2892202784,6649.23894273673,3755.95603468173,0.9557047915468,5,50512.9042630452,11339.3865555669,94065.1999404268,44883.2892202784,6649.23894273673,3755.95603468173,0.9557047915468,-1,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominica","Dominica2010",14,18202.7529761701,14527.7777777778,9743.40072599945,17779.8941798942,5192.93032286963,3981.8314099753,0.9,14,18202.7529761701,14527.7777777778,9743.40072599945,17779.8941798942,5192.93032286963,3981.8314099753,0.9,14,18202.7529761701,14527.7777777778,9743.40072599945,17779.8941798942,5192.93032286963,3981.8314099753,0.9,-25,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",13,17808.537863061,15144.1820810532,18076.9024269975,6331.39548507836,-1003.78749516924,-2213.51438856982,0.499715364774317,13,17808.537863061,15144.1820810532,18076.9024269975,6331.39548507836,-1003.78749516924,-2213.51438856982,0.499715364774317,13,17808.537863061,15144.1820810532,18076.9024269975,6331.39548507836,-1003.78749516924,-2213.51438856982,0.499715364774317,-15,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",29,27930.8818929515,7364.13922308962,63224.7076230758,13986.2696534988,30737.5709610081,36005.6072351853,1.47682730931961,29,27930.8818929515,7364.13922308962,63224.7076230758,13986.2696534988,30737.5709610081,36005.6072351853,1.47682730931961,29,27930.8818929515,7364.13922308962,63224.7076230758,13986.2696534988,30737.5709610081,36005.6072351853,1.47682730931961,-43,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",18,27938.3667562449,30414.9601839687,24640.0055608331,36115.9111111111,9768.73598382301,8774.92149443135,1.02959209612826,18,27938.3667562449,30414.9601839687,24640.0055608331,36115.9111111111,9768.73598382301,8774.92149443135,1.02959209612826,18,27938.3667562449,30414.9601839687,24640.0055608331,36115.9111111111,9768.73598382301,8774.92149443135,1.02959209612826,-21,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",166,11126.2750961111,6125.69529224845,13765.6683109767,12536.5050359118,5623.54786018431,7531.41778386736,1.64514460404626,166,11126.2750961111,6125.69529224845,13765.6683109767,12536.5050359118,5623.54786018431,7531.41778386736,1.64514460404626,166,11126.2750961111,6125.69529224845,13765.6683109767,12536.5050359118,5623.54786018431,7531.41778386736,1.64514460404626,-248,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",29,11469.0967552919,7342.7709763828,12373.284313263,10016.6666666667,12707.0141814708,11457.9308325829,1.35146301471515,29,11469.0967552919,7342.7709763828,12373.284313263,10016.6666666667,12707.0141814708,11457.9308325829,1.35146301471515,29,11469.0967552919,7342.7709763828,12373.284313263,10016.6666666667,12707.0141814708,11457.9308325829,1.35146301471515,-45,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",11,24990.8312085118,24163.0134398747,15524.6075210341,19642.0739915253,4056.96067120874,1845.0570606758,2.64208453052093,11,24990.8312085118,24163.0134398747,15524.6075210341,19642.0739915253,4056.96067120874,1845.0570606758,2.64208453052093,11,24990.8312085118,24163.0134398747,15524.6075210341,19642.0739915253,4056.96067120874,1845.0570606758,2.64208453052093,-16,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",22,14641.8097900879,5150.88144541608,23084.9476409384,29109.1415152557,11189.2572644422,14039.8280202254,0.813930654058313,22,14641.8097900879,5150.88144541608,23084.9476409384,29109.1415152557,11189.2572644422,14039.8280202254,0.813930654058313,22,14641.8097900879,5150.88144541608,23084.9476409384,29109.1415152557,11189.2572644422,14039.8280202254,0.813930654058313,-9,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",25,14797.5737577582,10799.1859437811,15011.4289871721,15473.6593476533,-5735.38400469447,-4651.45228763396,0.563281209894248,25,14797.5737577582,10799.1859437811,15011.4289871721,15473.6593476533,-5735.38400469447,-4651.45228763396,0.563281209894248,25,14797.5737577582,10799.1859437811,15011.4289871721,15473.6593476533,-5735.38400469447,-4651.45228763396,0.563281209894248,-43,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",25,5731.17833732312,3003.43567340487,7382.74442910378,3414.82472437762,3530.84101045264,3741.77887433653,1.25490695188564,25,5731.17833732312,3003.43567340487,7382.74442910378,3414.82472437762,3530.84101045264,3741.77887433653,1.25490695188564,25,5731.17833732312,3003.43567340487,7382.74442910378,3414.82472437762,3530.84101045264,3741.77887433653,1.25490695188564,-30,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",23,8214.70976971753,3886.32307505211,8977.94044831286,15310.8955869132,7002.08259050625,2879.07187732134,0.659153848268395,23,8214.70976971753,3886.32307505211,8977.94044831286,15310.8955869132,7002.08259050625,2879.07187732134,0.659153848268395,23,8214.70976971753,3886.32307505211,8977.94044831286,15310.8955869132,7002.08259050625,2879.07187732134,0.659153848268395,-12,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Grenada","Grenada2010",9,20720.1754835344,11627.2477288392,27845.5211155361,10419.7530864198,15444.5534640992,16712.2155768913,0.287993649496281,9,20720.1754835344,11627.2477288392,27845.5211155361,10419.7530864198,15444.5534640992,16712.2155768913,0.287993649496281,9,20720.1754835344,11627.2477288392,27845.5211155361,10419.7530864198,15444.5534640992,16712.2155768913,0.287993649496281,-16,"2010","Latin America and Caribbean","Grenada","Upper middle income"
"Guatemala","Guatemala2010",62,8117.24366639008,6390.38455438953,7581.66309125776,7734.43256552455,6335.48053412784,5986.9376879622,1.03915696708562,62,8117.24366639008,6390.38455438953,7581.66309125776,7734.43256552455,6335.48053412784,5986.9376879622,1.03915696708562,62,8117.24366639008,6390.38455438953,7581.66309125776,7734.43256552455,6335.48053412784,5986.9376879622,1.03915696708562,-77,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",18,21394.4905891793,14208.4736318324,18711.5870220587,21547.3039960775,3975.49841309586,2931.07270161159,0.719019103910241,18,21394.4905891793,14208.4736318324,18711.5870220587,21547.3039960775,3975.49841309586,2931.07270161159,0.719019103910241,18,21394.4905891793,14208.4736318324,18711.5870220587,21547.3039960775,3975.49841309586,2931.07270161159,0.719019103910241,-29,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",20,10339.7199525412,9104.58635514489,16028.0171272586,19761.7371699541,7265.65826466216,3816.04518476975,1.01003864456543,20,10339.7199525412,9104.58635514489,16028.0171272586,19761.7371699541,7265.65826466216,3816.04518476975,1.01003864456543,20,10339.7199525412,9104.58635514489,16028.0171272586,19761.7371699541,7265.65826466216,3816.04518476975,1.01003864456543,-5,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"Hungary","Hungary2013",7,47143.4267628532,26655.5160939091,57774.8926870796,43862.5312307028,19598.5015223461,8508.8735106879,2.5975398788189,7,47143.4267628532,26655.5160939091,57774.8926870796,43862.5312307028,19598.5015223461,8508.8735106879,2.5975398788189,7,47143.4267628532,26655.5160939091,57774.8926870796,43862.5312307028,19598.5015223461,8508.8735106879,2.5975398788189,-1,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",388,11325.3749836721,7489.52635940899,11135.2316032788,12935.9738107786,-933.88864740196,-621.101968698334,0.8,388,11325.3749836721,7489.52635940899,11135.2316032788,12935.9738107786,-933.88864740196,-621.101968698334,0.8,388,11325.3749836721,7489.52635940899,11135.2316032788,12935.9738107786,-933.88864740196,-621.101968698334,0.8,-622,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",101,1073.71474556068,857.91829690201,1121.76929215565,988.612088292654,1465.35213201105,5006.2392495905,1,101,1073.71474556068,857.91829690201,1121.76929215565,988.612088292654,1465.35213201105,5006.2392495905,1,101,1073.71474556068,857.91829690201,1121.76929215565,988.612088292654,1465.35213201105,5006.2392495905,1,-122,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",151,18454.6745035725,13103.1394719089,17403.360121851,20204.3366192542,-4190.95840935441,-4254.70233931404,0.643911567899894,151,18454.6745035725,13103.1394719089,17403.360121851,20204.3366192542,-4190.95840935441,-4254.70233931404,0.643911567899894,151,18454.6745035725,13103.1394719089,17403.360121851,20204.3366192542,-4190.95840935441,-4254.70233931404,0.643911567899894,-288,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",69,99228.659609672,86637.6803518577,65503.5995225548,80888.0782572496,2482.79174675742,10259.5055740279,1.2103763508654,69,99228.659609672,86637.6803518577,65503.5995225548,80888.0782572496,2482.79174675742,10259.5055740279,1.2103763508654,69,99228.659609672,86637.6803518577,65503.5995225548,80888.0782572496,2482.79174675742,10259.5055740279,1.2103763508654,-105,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",33,28904.8463279039,16032.2894914002,36385.8757442935,24351.0963694611,31502.6883835238,27869.2954970011,2.45173919164498,33,28904.8463279039,16032.2894914002,36385.8757442935,24351.0963694611,31502.6883835238,27869.2954970011,2.45173919164498,33,28904.8463279039,16032.2894914002,36385.8757442935,24351.0963694611,31502.6883835238,27869.2954970011,2.45173919164498,-61,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",68,28852.1093900987,16933.7972959978,35501.7136623804,32514.8640438291,15733.611839754,825.34036014167,1.51785563347366,68,28852.1093900987,16933.7972959978,35501.7136623804,32514.8640438291,15733.611839754,825.34036014167,1.51785563347366,68,28852.1093900987,16933.7972959978,35501.7136623804,32514.8640438291,15733.611839754,825.34036014167,1.51785563347366,-116,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",15,15737.9241811301,13684.6355255105,11960.3141795609,19738.4081462666,-2055.33933985952,-34.176753958155,0.262202475834379,15,15737.9241811301,13684.6355255105,11960.3141795609,19738.4081462666,-2055.33933985952,-34.176753958155,0.262202475834379,15,15737.9241811301,13684.6355255105,11960.3141795609,19738.4081462666,-2055.33933985952,-34.176753958155,0.262202475834379,-8,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",92,28401.5306737524,17919.2108533759,34996.1201847575,35199.3474284782,17630.6310274001,34618.7472017749,0.339828636691801,92,28401.5306737524,17919.2108533759,34996.1201847575,35199.3474284782,17630.6310274001,34618.7472017749,0.339828636691801,92,28401.5306737524,17919.2108533759,34996.1201847575,35199.3474284782,17630.6310274001,34618.7472017749,0.339828636691801,-113,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",3,58238.8297833954,44292.1241507379,98928.7866277044,0,-14904.9998271799,-69478.6545387551,0.294954432143999,3,58238.8297833954,44292.1241507379,98928.7866277044,0,-14904.9998271799,-69478.6545387551,0.294954432143999,3,58238.8297833954,44292.1241507379,98928.7866277044,0,-14904.9998271799,-69478.6545387551,0.294954432143999,5,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",12,2820.93944887722,3437.54607355367,1155.0624705317,1432.47656524458,194.342143128532,3.16445966347692,0.572029024560507,12,2820.93944887722,3437.54607355367,1155.0624705317,1432.47656524458,194.342143128532,3.16445966347692,0.572029024560507,12,2820.93944887722,3437.54607355367,1155.0624705317,1432.47656524458,194.342143128532,3.16445966347692,0.572029024560507,-8,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",7,1020.64362381665,738.338934254088,2030.44002262604,2320.72686716516,1952.22687621436,1647.01048595357,2.04292103570644,7,1020.64362381665,738.338934254088,2030.44002262604,2320.72686716516,1952.22687621436,1647.01048595357,2.04292103570644,7,1020.64362381665,738.338934254088,2030.44002262604,2320.72686716516,1952.22687621436,1647.01048595357,2.04292103570644,-9,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",5,20747.3182324554,20403.3405709055,11269.6660433807,14563.5818930247,1803.77771862794,7112.14131612529,0.0527448729687093,5,20747.3182324554,20403.3405709055,11269.6660433807,14563.5818930247,1803.77771862794,7112.14131612529,0.0527448729687093,5,20747.3182324554,20403.3405709055,11269.6660433807,14563.5818930247,1803.77771862794,7112.14131612529,0.0527448729687093,5,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",55,35509.2820243212,28433.0412780248,31434.5361191062,33201.1781399184,-3124.90672385763,-5080.26035722048,0.804048047208537,55,35509.2820243212,28433.0412780248,31434.5361191062,33201.1781399184,-3124.90672385763,-5080.26035722048,0.804048047208537,55,35509.2820243212,28433.0412780248,31434.5361191062,33201.1781399184,-3124.90672385763,-5080.26035722048,0.804048047208537,-76,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",11,14358.5587254619,6763.78620362419,15897.4101920434,27659.1345274631,14831.6282502559,16891.1798380781,2.35477379150826,11,14358.5587254619,6763.78620362419,15897.4101920434,27659.1345274631,14831.6282502559,16891.1798380781,2.35477379150826,11,14358.5587254619,6763.78620362419,15897.4101920434,27659.1345274631,14831.6282502559,16891.1798380781,2.35477379150826,-12,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",52,2355.10325591567,1357.26857975807,3625.92939604622,2524.79314553017,1434.39932935043,1465.46734788863,0.303832364804278,52,2355.10325591567,1357.26857975807,3625.92939604622,2524.79314553017,1434.39932935043,1465.46734788863,0.303832364804278,52,2355.10325591567,1357.26857975807,3625.92939604622,2524.79314553017,1434.39932935043,1465.46734788863,0.303832364804278,-86,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mali","Mali2010",NA,NA,NA,NA,NA,NA,NA,NA,7,5492.54734991851,1683.26264448152,7421.22322408752,11478.5204613521,-1653.63930523863,-2429.57717122067,0.439014183926724,7,5492.54734991851,1683.26264448152,7421.22322408752,11478.5204613521,-1653.63930523863,-2429.57717122067,0.439014183926724,34,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritania","Mauritania2014",21,45961.7485988228,20020.612065683,66187.3853453039,42772.5296902943,-26598.6161338974,-20529.9778703349,1.74450409199424,21,45961.7485988228,20020.612065683,66187.3853453039,42772.5296902943,-26598.6161338974,-20529.9778703349,1.74450409199424,21,45961.7485988228,20020.612065683,66187.3853453039,42772.5296902943,-26598.6161338974,-20529.9778703349,1.74450409199424,-30,"2014","Sub-Saharan Africa","Mauritania","Lower middle income"
"Mauritius","Mauritius2009",48,11103.8002977814,7275.70766347738,11919.6295166358,10100.0637063074,19915.2647256318,20842.4542303432,1.72881363736407,48,11103.8002977814,7275.70766347738,11919.6295166358,10100.0637063074,19915.2647256318,20842.4542303432,1.72881363736407,48,11103.8002977814,7275.70766347738,11919.6295166358,10100.0637063074,19915.2647256318,20842.4542303432,1.72881363736407,-65,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",153,12809.24142683,6609.4898076782,19726.934775908,15083.7096552392,28399.4623659139,23436.745373435,0.735224684440417,153,12809.24142683,6609.4898076782,19726.934775908,15083.7096552392,28399.4623659139,23436.745373435,0.735224684440417,153,12809.24142683,6609.4898076782,19726.934775908,15083.7096552392,28399.4623659139,23436.745373435,0.735224684440417,-270,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",17,26636.2396797144,18237.9491193741,26026.2213862449,23712.8398078541,-1617.28847786303,5758.45876239744,4.10051025351279,17,26636.2396797144,18237.9491193741,26026.2213862449,23712.8398078541,-1617.28847786303,5758.45876239744,4.10051025351279,17,26636.2396797144,18237.9491193741,26026.2213862449,23712.8398078541,-1617.28847786303,5758.45876239744,4.10051025351279,-15,"2013","Europe and Central Asia","Moldova","Lower middle income"
