"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Egypt","Egypt2013",103,7401.99357312925,6110.35207967795,6216.36904920913,7009.70696345583,-1574.60786884598,-1416.89042321375,1.09104613400432,44,4914.5984952232,4440.5018689412,2274.15958666027,3581.01127638207,353.372470448014,-1037.4214337468,0.310935437021987,77,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",1,7663.83333333333,7663.83333333333,Inf,0,0,0,1,4,13451.6601686124,3204.97317241294,21950.6784758131,39109.5238095238,19703.5276684494,18776.5720634921,1.88357144815921,5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",4,1096.07811871926,604.666921107458,1161.7446899694,917.978209164379,-130.543310428538,-130.543310428538,1.08333333333333,3,2035.71890317967,1991.02412010891,1292.28960833307,2521.11429258471,94.8012110233779,-64.4709121020364,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",1,5882.72922644929,5882.72922644929,NA,0,0,0,1,3,5671.21821490781,5649.22708085812,788.642361281119,1108.49671413175,-267.564111996525,-46.4531698588732,0.605133238485467,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Guatemala","Guatemala2010",15,3227.17648904109,3387.28954363011,1368.10244341645,1944.89071297837,-1039.01430819281,-1050.08331465206,0.111302122089635,23,10915.2576957035,7344.23206081828,9602.20931975628,9507.86119047058,3103.27606660064,3138.01777800052,1.5834600154586,23,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",254,6319.01728908851,4676.50166062999,5405.70827359518,4526.61378689185,-536.446835334999,-1082.38019668378,0.826211757206979,117,16209.7736095271,9698.0160265595,18040.2063851581,18169.519082592,-5357.23651770375,-3659.78481408177,1.03103002123244,193,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",88,1475.11500025935,1456.68158235496,1082.59855899112,1324.76453809815,-100.7688347008,81.753888638621,1.53486061929071,27,4372.35087186131,2195.93334904316,4337.62625149328,4109.65531163588,3783.79392885476,1540.54879495962,0.422091687213911,87,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Jordan","Jordan2013",2,33907.0141070516,33907.0141070516,24014.8087248136,33962.0681964271,17525.7344702493,14716.8962184517,5.93103448275862,6,15096.5717170151,14402.3384826428,12043.312860538,24065.695929799,-7907.83795417401,-8318.50302147625,0.125875706214689,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",11,18684.010273318,8520.93905303158,19876.8028833715,15361.8330832373,4939.50882187672,3250.44659258638,1.1413224518093,16,28686.5921806843,19211.6725650975,33998.4038742303,42357.8853575176,-12770.1708763727,-5509.29847759635,1.04254940737197,11,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Madagascar","Madagascar2013",10,10669.7388203,1036.281909484,14415.9909202041,25856.3179535468,3571.83561920819,1287.20761574781,0.211019885677181,30,880.24210385016,496.272062623831,1591.49576898094,1571.94501342894,-98.7761167092016,-107.066766968357,2.82647498508571,25,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",12,1997.14036880898,1950.55947954,446.558609643138,173.607050172221,12.1851064059927,40.9050281990008,1.15660908172373,17,9957.71746061411,8344.18334638636,7367.99159483727,8211.0940189802,-2328.86748762377,-40.5576823240371,2.39205112470513,11,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",1,12567.3501026621,12567.3501026621,NA,0,0,0,1,10,10672.6226188071,12871.4379178131,5613.13413540182,9553.71563834598,2231.46270057471,1086.93867108076,0.934924807372071,12,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",NA,NA,NA,NA,NA,NA,NA,NA,7,8499.18535272857,3535.36479364859,9840.96452085377,21203.2009428684,-592.472056550698,-1208.32159761536,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",1,46124.1817618481,46124.1817618481,Inf,0,0,0,1,4,15522.1953241807,15765.4596138079,5453.63652727385,5525.4565864876,-2595.49339696353,-3745.36895048516,0.157258735984669,7,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",6,6600.87747498442,4035.97672583503,4144.85804254733,4523.02659483628,-2098.76977664064,-1411.70928578032,0.595132448615929,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",12,8893.28483444309,6341.93751214939,7382.68607349709,11703.8696480444,430.010773046252,9971.63187754785,0.722931358508241,4,832.680496633662,770.234532169603,205.104822787434,197.669462384199,2.14527277582882,2.14527277582882,1.56666666666667,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",9,193.194559791825,198.680926949145,171.258509581242,122.512496561382,128.589491663595,85.5619416876644,0.909734178427019,4,579.01382694965,258.919701865546,1130.559482237,141.442378842567,717.068647066836,879.748977142474,10.4263892805053,34,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",19,7172.32161204269,7563.04682730073,4357.01391377241,5943.34794052756,1389.33983603878,2604.07500148181,5.48351272700976,5,29460.0295112956,31659.8573330189,17869.1712967601,0,2526.59738422829,10972.3491162445,21.4254301323365,143,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",11,10165.0798530953,6877.66438406927,9338.07704885662,7666.35819391776,1444.13026410943,764.357960458565,0.849238478882887,28,15435.9632938278,9022.29997502412,13288.8966470203,20316.5316124486,6837.7299711224,6816.34984310519,1.87345939919178,13,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",8,3844.77907771088,1230.3926835192,5489.32552068948,7880.54041157024,333.715610159088,-267.338145304766,2.79352009354665,6,8813.29439452663,8499.44969343629,4989.59644333608,5418.6067711239,-242.872887703451,-1276.32072585262,0.94379212216617,3,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",NA,NA,NA,NA,NA,NA,NA,NA,3,12121.4618742745,10870.2713614265,6179.3680241414,3481.71099911749,4968.48416212269,2940.85607513637,12.5846198922957,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Romania","Upper middle income"
"SriLanka","SriLanka2011",9,1381.6302465934,1283.49058841157,630.440620824497,1238.15540672896,167.33419401519,193.728539441293,1.19300086210268,1,1371.42077099246,1371.42077099246,NA,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Tajikistan","Tajikistan2013",4,1297.82362664655,1079.79458739304,859.00473311913,874.79679275973,338.234041582297,419.40577034567,0.208697122500728,2,684.869854214603,684.869854214603,1134.11085994377,1603.87495936709,-172.416527596023,-204.220103521896,0.858227013774946,7,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",1,84.0887632038361,84.0887632038361,NA,0,0,0,1,3,2789.45835674226,3126.7831597639,1969.88185138751,3586.13843075184,1337.22177766495,1020.02685578563,266.334389200051,33,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Tunisia","Tunisia2013",7,10345.0811160671,12099.3985441118,8868.05538174749,10414.4146569795,560.599216972877,-1161.01751189108,0.508114489934925,9,14627.9479460339,13455.0559180525,6331.34105244804,5348.32483599158,-1410.35496198208,665.287198946449,0.26748713925424,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",7,8528.45160532942,6575.36456376937,6291.17547806559,8480.46700764658,4277.98784594057,9203.01535760974,2.53796180716477,21,25059.0975444868,16788.3893210479,23179.5460937304,24250.6768212662,-6656.14465804627,-10541.8661355961,3.09545650049284,141,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",7,5215.58784491759,2553.70330460414,5363.08765577688,9759.65166377412,1495.92728358627,1574.59624464346,2.01109893271461,1,37633.1193064819,37633.1193064819,NA,0,0,0,1,35,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Uganda","Low income"
"Uruguay","Uruguay2010",11,15613.3060700191,13431.9723680047,10416.1446528239,6543.19282700641,2611.42196875699,2752.82513605945,0.788975741435396,14,17875.0273417168,20538.3307701649,9021.72631025999,9897.26965708797,-3476.512047795,-2221.93252497963,1.03420588690952,19,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",1,2795.16897785212,2795.16897785212,NA,0,0,0,1,13,25953.2707204947,12400.8365480198,34107.734874224,39649.0570316866,-10330.1916322061,-10371.90453688,0.999603360178313,10,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",42,5506.07223658031,3750.59892369019,7246.12064343535,5852.73779464822,-1645.94306220535,-950.702361973182,1,41,6974.98383038853,4896.93820088258,7849.47446686555,10580.8549466628,-2631.93179623677,-1868.92839650057,0.772121323032601,16,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Yemen","Yemen2013",5,3567.5522555425,2980.32610771174,2160.69917362773,2439.0197800597,-485.140985918038,-541.673590551854,1.44168385963656,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
