"countryOnly","country","N_Medium firms","mean_Medium firms","median_Medium firms","sd_Medium firms","iqr_Medium firms","OPcov_Medium firms","OPcovNoWeights_Medium firms","indAlloc_Medium firms","N_Small firms","mean_Small firms","median_Small firms","sd_Small firms","iqr_Small firms","OPcov_Small firms","OPcovNoWeights_Small firms","indAlloc_Small firms","outliersOut","N_Large firms","mean_Large firms","median_Large firms","sd_Large firms","iqr_Large firms","OPcov_Large firms","OPcovNoWeights_Large firms","indAlloc_Large firms","yearOnly","region","countryDes","incomeLevel"
"Belarus","Belarus2013",28,0.341473077059642,0.29015157052161,0.217074497596606,0.214285714285714,0.0165459444269896,0.0105443448735212,1.03822354319413,31,0.380094522830447,0.314166577649406,0.217222379353036,0.292452830188679,-0.0108538328608,-0.00738529457787026,1.54670799160569,0,22,0.334179691498682,0.202980811377277,0.3257671917331,0.305405405405405,0.263427613917959,0.17918432930951,0.27653615090898,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",23,0.368538530253653,0.371415631952416,0.138841778066406,0.153571428571429,0.00173405063081251,0.00307824306040508,0.892285058445968,42,0.425867547984464,0.424484077230387,0.151754707313505,0.25,-0.00862170223594443,0.00360712484466988,1.80951745969604,0,7,0.416672317785955,0.375375202813661,0.175181856607355,0.125,-0.00470372747737528,-0.00583973529486961,0.692912723095027,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",22,0.41401295559796,0.294012908438529,0.290009946126246,0.373226602161413,-0.0453698806741406,-0.051553589876332,0.88345627280476,46,0.476928530837619,0.456756673723205,0.30833862595651,0.541627675159545,-0.0600400834000483,0.0196655163975524,1.6,0,6,0.322885289399043,0.40912931545884,0.194512507886462,0.358590366987979,0.0311874349014884,0.0385885540040209,0.59247991066876,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",32,0.445398390176937,0.421586812196927,0.274134473461535,0.325,0.0216754350448083,0.0304335791080746,0.825067426388545,38,0.492064067359189,0.5,0.196267132119447,0.21978021978022,-0.0126675995685768,-0.0192962330690449,0.833333333333333,0,10,0.336221906510491,0.329507085008932,0.209895152085344,0.312686029411765,0.00734884706083993,0.000572367371384922,0.667391334691625,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",17,0.272101516872021,0.110054169867981,0.379743998242447,0.626199905704856,-0.0538150033095013,-0.0922725966686192,1.43321387601753,11,0.34289655269218,0.165596877369867,0.345244405985769,0.641065535124941,0.0214745208946716,-0.0360025526815219,0.986450321979035,0,20,0.553594496819268,0.599983275202257,0.160340031978109,0.260793650793651,-0.108577920224098,-0.0839458275801348,0.725776133146004,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",28,0.493362127995702,0.557496727189474,0.229815567121513,0.336363636363636,0.0300508568096239,0.0316320987537013,0.680339461540099,25,0.321392939799611,0.301200626535585,0.225883618149405,0.38,-0.00501467405152492,-0.0103755365000247,1.11461801984501,0,15,0.447869096567666,0.469381422894044,0.229464687462339,0.237877253968254,-0.0479647006935515,-0.065556906716379,1.09251304182063,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",509,0.348725558315664,0.333333333333333,0.181438777635292,0.236842105263158,-0.00567997067270823,0.00665439832458809,0.75,383,0.324894354038678,0.321607848218322,0.195255844622705,0.221052631578947,0.0105697540368538,0.00526898068280191,1.00201801765013,3,233,0.351302925394569,0.310243859285696,0.200370733100609,0.26,-0.0371386789294236,-0.0592603740338295,0.977130233409814,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",28,0.288810639381818,0.212720658351551,0.250490464065117,0.39704347826087,0.0205337331399132,0.0301027819691106,0.477094835488085,45,0.439809489669276,0.43055466815299,0.232581450537961,0.290215086886404,0.00123935044032987,0.00136316257619593,0.894798489658399,1,17,0.406765578478838,0.457935693341324,0.29956902665137,0.496098812227131,0.132563235955933,0.123810841443544,0.423449805847026,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",17,0.182064242574926,0.183632472647095,0.147022566926433,0.274693377305983,0.0152874716698227,0.0220544047229701,0.857298527715141,23,0.127527362624694,0.141887400590245,0.113894329234032,0.2,-0.0125814288771372,-0.0038221688776335,1.73661720908056,0,11,0.113720339671824,0.0522582026101197,0.156122067021448,0.141666666666667,-0.00976290743521256,-0.0316968921853373,1.00676610797669,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",40,0.42512503178007,0.469620917746135,0.208565181037734,0.288888888888889,-0.00316109271723551,0.000926758643242881,0.729009432668598,11,0.373364775544354,0.350204773753693,0.196154802855205,0.305178095798419,0.0247708557234173,0.0261549016146556,0.607464548610945,0,3,0.343804978059828,0.246628139222696,0.28827977898696,0.505741513430685,-0.165442414843623,-0.142380289314253,4.73548567299011,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",27,0.173604471240705,0.0971228686512888,0.203983912956075,0.282380952380953,0.0353799675207944,0.0238799234187162,0.645317299907688,29,0.233557587716153,0.214220639768136,0.154899723376783,0.308888888888889,0.00971281694537743,0.00655795847636295,0.475738112644541,0,27,0.213711182070939,0.160602475461937,0.189441152261656,0.326230509589733,-0.0198471946557717,-0.0270365484808349,1.10776495294922,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",268,0.437027938853134,0.472198929508254,0.20431877697361,0.31060606060606,0.0066824801086336,-0.00488776345680186,0.871929406540465,199,0.380227317102267,0.4,0.189223258444191,0.276264583522297,0.00259326615673446,-0.00683279008931687,1.2,0,175,0.415234122717689,0.445416935743942,0.223512805528982,0.3125,-0.0111683974379346,0.00175001293137304,1.19591371762327,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",678,0.386658503003277,0.4,0.195501960094675,0.25,0.00181646053137675,-0.00224733920880812,1.16243413361414,213,0.383789569656133,0.349092619143808,0.198182065489572,0.306648575305292,0.00313263256224383,0.00193592092375556,1,5,664,0.348592091698468,0.333333333333333,0.208946502798721,0.328571428571429,-0.00383334253939496,-0.00715734859701627,1,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",231,0.437168597082868,0.463258390850799,0.205276152283473,0.379263822823503,0.0178465880364563,0.00340047871895818,0.85,231,0.398616964236654,0.39692440968148,0.205534032301864,0.335390946502057,0.0194393271629192,0.000132829300344473,0.520589441920354,1,163,0.295349296041997,0.200616799960276,0.210371985976397,0.2,-0.00625080215213711,0.00484563313317401,1.36406864463761,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",89,0.430527907024486,0.4,0.201065989764011,0.284239677744209,-0.00401986347847533,-0.00682028614835147,0.853120383049112,87,0.483895848788819,0.499898788428092,0.316478903547296,0.326390293225481,0.0208091895753438,0.00749424357791222,0.671260216937101,2,50,0.456650114483729,0.443560178384191,0.229896932076853,0.317005347593583,-0.0550039183885053,-0.0546582369405539,1.04175551363123,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",36,0.0880652956154207,0.05,0.130249576218508,0.0613133476088508,0.0104422231602558,-0.000876284288811798,0.79502737448828,90,0.147607390859005,0.087376379024394,0.152683842859907,0.201470588235294,0.000738277266918792,-0.00402324618823584,0.882726279267647,4,20,0.189919405127214,0.0134771035571035,0.269267870002249,0.289247798957896,-0.0942255789889303,-0.0622680638023797,0.994726807932884,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",30,0.422986364104748,0.428571428571429,0.181591564358085,0.314357026864002,-0.00114808523218144,-0.0025204715673341,0.851587076697437,50,0.378489461382061,0.361082764431892,0.196038282317993,0.265067391304348,0.00275482090941233,0.00168430653077099,0.872349331492028,0,16,0.405376914083118,0.475701271160334,0.21695511454542,0.378947368421053,0.0267605843435042,0.00204017313261812,1.28939749894685,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",23,0.468909937236821,0.491870485121061,0.257880503525843,0.401190048730444,-0.0533387159218637,-0.0460027927844624,1.87151130752234,27,0.282414385083483,0.2,0.254667076530441,0.323484848484848,0.0311445988151805,0.0238108379041132,0.91297299433579,0,9,0.34695512606526,0.27891149370406,0.251048674003687,0.495731324544884,0.000316915344307819,0.0158752985914027,0.911350282073894,"2013","Europe and Central Asia","Czech Republic","High income"
"Djibouti","Djibouti2013",3,0.203024085953249,0.184398636007375,0.0892795431419384,0.181253529079616,0.00744370752943213,0.00677569399585921,0.995771757440694,7,0.276826910853206,0.31492329879776,0.102855357147745,0.17499416969697,-0.0305354627194858,-0.0285635410246758,1.61841238471673,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Djibouti","Lower middle income"
"Dominica","Dominica2010",8,0.537040355474742,0.562778884462151,0.0861079590216231,0.105761904761905,0.00327632204184531,0.00343220960603252,0.692,13,0.437919939645641,0.434285714285714,0.0536580333895514,0.0666187652149667,-0.00249432922080774,-0.00249432922080774,1,1,2,0.492426007284846,0.492426007284846,0.0340116371440111,0.0480997185275731,0.00103354767084041,0.00106705860214753,0.949019607843137,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",45,0.420137613344973,0.410852468050589,0.166141572292679,0.28675930116959,-0.00092181523139991,-0.00966129587540105,0.782402023950707,24,0.392976744476814,0.390092876223304,0.108181139499201,0.102279016458796,-0.00563185365969996,0.0006405190463043,1.75078720957005,0,44,0.504763487207972,0.510593841078595,0.161892592650055,0.219047619047619,-0.00322625567404686,0.00707306040684282,0.588965837249801,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",44,0.146246315916766,0.0764806040660007,0.137230702335833,0.257366946778712,-0.0082799172545232,-0.00965030544243767,0.906997230514401,144,0.177423346727054,0.15625366286242,0.129972234780473,0.209755979938272,0.00349880072153911,0.000263380449753,1.08539870399273,0,12,0.19473499830651,0.141629506117199,0.175505637451868,0.3,-0.0248351788287106,-0.0284847820762394,0.675604520785148,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",35,0.384325598735187,0.411176253109813,0.20590246825333,0.274937552397963,-0.00603839675653064,-0.00540476610865536,1.68821062342928,32,0.419127027691982,0.478074561141069,0.211212732475945,0.225291828793774,-0.0152658865354465,-0.0100732596761535,1.5,0,33,0.492760155722936,0.550607094780691,0.251076825772979,0.475331833403098,-0.140673323858601,-0.0803665924599486,2.18315541016049,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",613,0.4310611403666,0.4,0.235644885563503,0.276923076923077,0.0190960146938759,0.0084444131914673,1.24145355448525,582,0.436542531329712,0.428202718673295,0.268146345868795,0.377777777777778,-0.000318221956165945,0.00542093115977724,0.857191330490529,35,360,0.521485096821909,0.5,0.250348647273225,0.339285714285714,-0.0333055725363542,-0.00629984700154976,1,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",32,0.388062608522878,0.410441125177795,0.227163026905707,0.378828416190344,0.00400470998880238,0.0144401137139733,0.691986929324994,27,0.501846858004934,0.519943933246545,0.267082361805104,0.292295695443292,-0.0285890630748958,-0.00418876251998586,NA,1,38,0.508230355732636,0.544505060431732,0.218366747723236,0.179304530071329,-0.0555505360490236,-0.0314325812664286,1.02452031974432,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",19,0.279545156333401,0.333077386557765,0.195577927611574,0.352503414152697,0.00415288905626959,-0.0176429331220389,0.454341831159366,31,0.363698538332427,0.325709603692373,0.237146217897502,0.351537672823396,0.0200602827551355,0.0137035770432177,0.825765570536101,0,13,0.61466061168429,0.641682188334003,0.532514470692518,0.734223232323232,0.0767695707208696,0.0232935497863074,0.850870174253916,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",39,0.51587716106321,0.430413166994061,0.443879378984834,0.579535233188429,0.0150776158043171,0.0150925256067542,1.02272727272727,56,0.274162813176592,0.25,0.23778196997601,0.247191011235955,-0.0156153788747763,-0.0195447672790932,1.31705820476858,14,34,0.55296979283267,0.521616998871906,0.506596678685319,0.624587487790872,-0.173873372977602,-0.165845437386317,1.18924850798996,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",35,0.285731455804692,0.309830155409993,0.253586857226948,0.446666666666667,-0.0054290470061712,0.00640141328088253,1.5539027451985,59,0.401883122526624,0.404753940084465,0.24130572393891,0.310897435897436,0.0246878942716437,0.00799044878007561,1.23035329579761,0,11,0.465699387478272,0.525040442108813,0.297367982027757,0.380106988772168,0.0191213954273885,0.0141201954158219,1.00801885019848,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",24,0.504250329080941,0.548723339579581,0.206482000291956,0.242328452314192,-0.0322949458703304,-0.0339217225884022,1.55,35,0.465532130096628,0.44230287022968,0.260998720073509,0.423771679101081,0.041309151120682,0.0471063615168292,0.807548121999513,0,10,0.593905576688428,0.499058141758834,0.328184048115653,0.550561797752809,-0.0765356793197337,-0.0868132136098103,0.666492838328005,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",52,0.267500468703303,0.199487110225857,0.240597520196064,0.367695064791839,0.000953596743864985,-0.00394777676964884,0.857462949485317,166,0.316553331895927,0.3,0.22811455771502,0.43,0.00751106771840219,0.00413041607595299,1.13678141164764,0,26,0.323163236150418,0.294749457180769,0.26400725585029,0.493663602220009,-0.0257826714296469,-0.010785907271821,0.699800368904047,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Grenada","Grenada2010",8,0.461534522432496,0.442893800602902,0.313645377379227,0.290132561230207,0.0615762660823025,0.0615762660823025,0.377906976744186,12,0.443618766094314,0.446827114637558,0.261704670583625,0.250100434758859,0.0254475821587152,0.0253387279979098,1.07142857142857,0,2,0.417662892931962,0.417662892931962,0.399284965976804,0.564674214136076,-0.0123733393535793,-0.0123733393535793,1.04583333333333,"2010","Latin America and Caribbean","Grenada","Upper middle income"
"Guatemala","Guatemala2010",67,0.419289610153432,0.411979731949117,0.182537343155846,0.187100563581188,0.0388394355159131,0.0233791019377766,0.292466969604203,85,0.332587611239723,0.303748773247379,0.194487057954313,0.271666666666667,0.0109186766586113,-0.00245989505917813,0.777229805588907,5,76,0.39743996186996,0.428092549589639,0.204319756120714,0.25,0.00916647667257547,0.000588887798766648,1.0769123408881,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",32,0.438198318870477,0.436463864596805,0.238168067194925,0.338235294117647,0.0108775023464667,0.0132278295021327,0.77853390409758,11,0.507406172311831,0.485167572668364,0.137752523222466,0.257448325942063,-0.00385685446795332,-0.00409859169748507,1.05263157894737,0,19,0.437842289040203,0.402354324332896,0.19735317594464,0.281865935839678,-0.0989248565929872,-0.0925270160027747,0.870367186769035,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",34,0.219144027386048,0.303557569246353,0.224249763351084,0.314640797692743,0.0503935572982408,-0.00526583521935437,1.45585676436686,48,0.382019403253526,0.25559807253074,0.277099943124556,0.346153846153846,0.0272561458386435,0.0217932673768064,1,26,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"Hungary","Hungary2013",10,0.533717480146489,0.627494669713191,0.273075433988835,0.270454545454545,0.0333489506835296,0.0544006546569617,0.80214466169528,20,0.254259961036206,0.166666666666667,0.260066204147775,0.42,-0.0362979218839895,-0.0395764355029195,1,0,9,0.23373549123292,0.0458388814128248,0.309313383391708,0.228571428571429,-0.0548607409117587,-0.0627563144649579,1.01588975808903,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",2984,0.540427504288568,0.564703075111345,0.181940825677813,0.203333333333333,0.00761543914348626,0.00518824736671596,0.875,2098,0.529502202973988,0.568826846843862,0.193629036822125,0.235406504065041,0.00376263332265977,0.00459869764003129,1.09090909090909,46,1587,0.582303315798858,0.62,0.189764026968665,0.2,-0.00910342962706048,-0.0158619639898473,1.06706286991509,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",221,0.394835022048008,0.41669402857087,0.245801062499175,0.344455380577427,0.010993145948238,0.0137019300751804,0.903001299779712,473,0.361546262754163,0.333333333333333,0.238917523427028,0.310606060606061,0.0180582001315883,0.0179345191311974,0.857142857142857,18,180,0.468267359023975,0.474875261893933,0.256085312441328,0.344696969696969,-0.247303464108666,-0.0502092211631474,1.97966447458085,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",93,0.112732059863906,0.0656574401842382,0.097681049366238,0.126666666666667,0.00514198653150893,0.00632762549873362,0.886199415619422,360,0.198703034623175,0.16443338945027,0.179553291955125,0.217171717171717,-0.0081933053561487,-0.018979008725927,1.33333333333333,13,5,0.351478899244879,0.377317321527288,0.0692461280916589,0.0889486820014524,-0.0122413000747373,-0.00913760680106519,1.04057474410686,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",57,0.387811195909066,0.419005936559846,0.170354606621572,0.1875,-0.000116517546683011,-0.0214518200816964,0.75,59,0.389088568745706,0.36285435679167,0.147043160943488,0.136363636363637,0.00493982253861587,0.00553492924782637,1,1,29,0.357082348965799,0.392079048131964,0.209402136819137,0.325,0.0604865116160184,0.0242303118592288,0.448664632159152,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",41,0.486851869491065,0.467356861598112,0.109759768776779,0.133333333333333,0.00307333896230512,-0.00190328383902353,1.4,42,0.424885722751344,0.42226771151214,0.0662691737547579,0.066666666666667,-0.00722856971570343,-0.0039806387326394,1.61737434783942,0,26,0.507918245546011,0.531603850366183,0.146862554039653,0.127550390702054,0.00379165257497274,-0.00521952838096838,0.833333333333333,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",78,0.292220929808239,0.287040440107403,0.218226952862046,0.345238095238096,0.00744588008254413,0.0181769262291252,0.667677089980855,90,0.348053236861211,0.3,0.213226385673754,0.276041666666666,0.011098608943043,0.0191176646774058,0.964144235396894,0,84,0.296757813825831,0.24,0.211605852759324,0.366666666666667,-0.0230474094419787,-0.00761811025550794,1.88387665064841,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",48,0.502016379985655,0.5,0.193563966275565,0.231991828571429,-0.00799464958684938,-0.00990218664640576,0.976620598299177,38,0.401068619010821,0.376842119952944,0.17924438773217,0.263912310286678,-0.00382145388932537,-0.00467866295966987,1.06612045029082,0,23,0.517709818368945,0.473329115343273,0.160776034430715,0.201804368471035,0.0259682060057976,0.022975410019493,1.10214585554743,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",119,0.258013014625952,0.25,0.191818323919533,0.319672131147541,-0.0137987301189985,-0.0133702251217078,0.896607820781429,88,0.202274928745242,0.0934714482913949,0.229393717475462,0.322857142857143,0.0141361343030289,0.0115363037645034,0.941725820751786,3,82,0.200046075736481,0.1,0.201197562948322,0.281176470588235,-0.0541315302699562,-0.0423096205386478,0.851786504426485,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",21,0.373992894062278,0.360951844241787,0.180893819919199,0.119894767025089,-0.0112400101800667,-0.0207396479083259,0.864585522055472,21,0.367708278835852,0.361193094541408,0.243391106155049,0.3,0.017123143331374,0.00429865565234358,0.590435539185087,0,4,0.255422101263696,0.227464318010598,0.0883934572158935,0.0576923076923077,0.0285889098202143,0.0330261248185777,0.461538461538462,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",24,0.42299978278258,0.372113248620652,0.241736833920406,0.4375,-0.0208107035207062,-0.0279205408853577,0.687089432013634,20,0.561400477687963,0.532812710149878,0.168941142667277,0.185184340675699,0.00326330124034247,0.0125998684215172,1.00494412058882,0,12,0.545752866474245,0.523089141298347,0.178844800570084,0.328748298429405,-0.0539528434231174,-0.0686999859100348,1.24393165715028,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",26,0.408179598839136,0.210520767485919,0.555678340635356,0.381660198884308,-0.0281842629916317,6.16009036362568e-05,1.47912782639273,26,0.402903935752536,0.3,0.427228823435072,0.314814814814814,-0.0626692813442118,-0.0455316945463902,1.44407560511944,6,16,0.371748367014774,0.182138161012879,0.403186070899665,0.761201058201058,0.148046707456481,0.140336673483673,0.70760493302521,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",15,0.449059094082272,0.483451749930134,0.234363725106745,0.251543624161074,-0.0182805156725735,-0.0182016302048167,1.28251082578609,17,0.60966452188057,0.680810140217893,0.213846816286005,0.29472,-0.0186340194368639,0.049060134553712,0.959671941249056,0,6,0.493942205975745,0.516757410512147,0.172123309954215,0.196428571428571,-0.000119774221281196,0.00870737730640521,0.628571428571429,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",69,0.32889029515758,0.338531076800537,0.200695090825507,0.30952380952381,0.00115260211031369,-0.00516450927328947,1.20866110936006,60,0.357690690400097,0.342288821084985,0.177805438268944,0.15653953889248,0.0127280612342769,0.0156925952493956,0.843880627452775,1,31,0.368846146390849,0.287766938681621,0.240692004947266,0.392592592592593,0.0913960249619561,0.0594131131915858,0.889919588814409,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",19,0.355069884096069,0.420233359851617,0.244708322784951,0.425,-0.0980453900176417,-0.06993224471777,0.941922123666738,27,0.388925771174257,0.265070233227229,0.311230372166644,0.682238873409142,-0.0957583799174512,-0.0360995655148837,1.42449415760032,0,12,0.484076261029579,0.487391768269551,0.232179883815809,0.375,0.0836634472051729,0.0716903965326746,1.27573004678718,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",35,0.236746010762844,0.0779602950519668,0.357662638126251,0.188566243194192,0.00961248848241266,0.00356233028142908,0.939343410018544,104,0.301429383844155,0.25097021190591,0.235847638056834,0.311788031330074,0.00818098518839983,0.00470042269036209,0.857142857142857,18,38,0.34968333176575,0.370929849969844,0.250384120381215,0.306042884990254,-0.0328205174957065,-0.0217484154617094,0.480638402663308,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Malawi","Malawi2014",15,0.332514422954106,0.288335180909029,0.198711660369552,0.1858696,0.0373946367045684,0.0365352264940865,0.601930095612268,17,0.23888271790199,0.107602015502185,0.261014655577177,0.339,-0.0067644159449191,0.00375420365120951,1.04716685478425,3,6,0.417127739610478,0.488381020379323,0.3970260200437,0.589575757575758,-0.227470970935604,-0.163224930551239,1.81280348341977,"2014","Sub-Saharan Africa","Malawi","Low income"
