"countryOnly","country","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Croatia","Croatia2013",8,43597.8566919181,49495.4464582489,19931.5658759285,32443.5597331855,648.764549271413,2792.13188118489,0.945652173913043,2,17485.7800841865,17485.7800841865,10175.8963430764,14390.8906176814,552.111621705396,553.495792987747,1.08538865412221,4,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",9,37397.2432259397,34901.4375144078,21113.9374226248,22756.0562707027,-4577.94103042244,-5557.98829301707,1.404181103855,1,43681.0370027937,43681.0370027937,NA,0,0,0,1,10,"2013","Europe and Central Asia","Czech Republic","High income"
"Egypt","Egypt2013",1,62211.5231118353,62211.5231118353,NA,0,0,0,1,1,3247.43530904218,3247.43530904218,NA,0,0,0,1,49,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",1,2863.78108778904,2863.78108778904,NA,0,0,0,1,3,2785.91074608368,3135.840291129,1293.37293211517,2666.49839063024,-1000.43796851933,-1042.90275642095,0.177777777777778,5,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"India","India2014",132,15006.197740902,10176.8859271323,15403.4721677222,13235.8130028575,-646.082843906569,-195.548997247874,1.52924353573996,367,6964.93349485825,5843.36046778566,5352.23286544963,5627.79003262139,-110.75278362408,2448.9220912329,0.833333333333333,221,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",2,9219.10178593549,9219.10178593549,686.935630906237,971.473685704919,-322.46423719213,-429.288633340262,0.656226675500739,2,439.117067087969,439.117067087969,552.752714360113,0,473.528529212555,354.326669966362,3.12936004074411,5,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,2,7441.8278596217,7441.8278596217,6668.99263421454,0,1133.55865055986,2357.84495766812,1,4,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",1,78994.6719616254,78994.6719616254,NA,0,0,0,1,1,48026.8095651436,48026.8095651436,NA,0,0,0,1,7,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",4,36345.1592921384,44186.2058861499,19207.9772271824,34603.9574502695,-3355.77713599283,-4281.83961389987,0.885679707289614,5,120696.585064869,113504.484190921,93931.6148543225,135612.516426624,-73098.2954255424,-18878.208544215,0.185528188286809,0,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",NA,NA,NA,NA,NA,NA,NA,NA,7,9826.62389151299,7417.90065928928,6467.99584108188,2374.64461119443,-563.740305227412,-601.73381532628,0.442335803580065,16,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",11,28403.3562951022,22853.4749376345,29115.1743690025,34489.4129253956,20378.5998467265,19554.8565092928,1.61180615605076,6,12095.3985771,12555.9889303821,6382.32745019327,8357.40790563246,1066.30495518587,580.108454797446,NA,4,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",4,25703.0869520073,24344.1807891091,14591.8543097854,12233.9867663151,8690.944620543,16482.8370523037,1.26567288441135,1,7000.95468646381,7000.95468646381,NA,0,0,0,NA,4,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",41,27923.8751790929,16506.0659932191,25445.2743512789,18436.6239729497,4251.88074378838,4337.43787772401,2.70499811495771,57,20871.2623219732,16983.3273727831,18499.5550970764,23391.46666568,-3388.52272471467,-1881.70477187808,0.83099730875835,12,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",NA,NA,NA,NA,NA,NA,NA,NA,27,5869.99888125235,3235.96230777649,5416.78459869976,5849.89884980583,-594.96488800483,508.757068403631,0.987886660212488,15,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",1,3093.39764697874,3093.39764697874,NA,0,0,0,1,9,3234.78865663606,2721.18900599152,1285.77888268882,2120.42348870647,-45.6066033978401,179.785528089729,1.78637561677181,0,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",1,6213.53888810156,6213.53888810156,Inf,0,0,0,1,4,2840371.41015226,403968.320905983,5502156.80853428,10018064.2656931,5074241.45186223,4593159.78403091,0.984362427873978,16,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",1,12639031.2918208,12639031.2918208,NA,0,0,0,1,6,33283.8757163408,18036.1490016787,34585.8097422142,59195.0871517515,-17400.2074311857,-17346.031521384,0.0880383637388677,28,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",11,31015.781897731,34317.2738467682,23702.1923029174,32560.2803320226,11392.346445332,9877.813454566,1.88001863579297,10,15090.3732268536,11260.3193265671,10750.4010080197,9746.51307859889,6252.30549724569,5454.18103711656,0.280764117110553,4,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",2,177031.578561976,177031.578561976,204207.871204257,288793.541000398,-19236.5911352472,-19252.9027333599,0.865964434405224,2,-32.8988366480096,-32.8988366480098,2990.93834189421,4229.82556732849,-254.451310434231,-302.130397666321,1,3,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",1,94738.2326726622,94738.2326726622,NA,0,0,0,1,3,19248.2270321055,24149.2942968286,11478.0472318035,21580.3317021095,5023.5204194888,5357.18336208495,2.69714327540044,15,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",6,26369.0014670063,20357.1989173827,26139.4693074048,43138.5252628023,-16884.4814569828,-12125.7520375917,0.157319883109706,3,14319.8395842422,14251.2717030171,3588.3804855704,6089.36867627394,666.772982577078,229.599472684416,1,10,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",1,17956.9271994039,17956.9271994039,NA,0,0,0,1,22,10825.8360840238,8865.49579576096,8206.74286857634,5538.88793083062,2092.91850420175,-263.501521455355,0.967852523779706,109,"2012","Europe and Central Asia","Russian Federation","High income"
"Slovakia","Slovakia2013",6,53594.8711760379,63406.5565943201,45939.7995178836,70283.3698456076,-16483.2219503218,-16206.303440281,0.282980819495669,NA,NA,NA,NA,NA,NA,NA,NA,9,"2013","Europe and Central Asia","Slovak Republic","High income"
"Slovenia","Slovenia2013",10,85160.0416502658,87199.6492098556,15874.7297472379,23327.9756383128,7304.30603214698,17719.0288541335,1.02274871853142,1,28435.5219014723,28435.5219014723,NA,0,0,0,NA,4,"2013","Europe and Central Asia","Slovenia","High income"
"Sweden","Sweden2014",80,158597.48578855,140349.561159395,56088.544883464,69172.7495130084,16858.5857167567,14811.9614984665,0.845599714550155,3,166481.825277525,166390.771214052,6074.61029024076,7802.4455669384,-1287.41104563737,-0.450576069601198,0.805808560215902,28,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",7,36262.126305949,31352.3840862138,25538.5897148249,39293.3236530837,8850.05656038984,15567.7939817671,0.533666870041614,3,39159.427082776,42430.7403478186,17543.3158032264,34222.5919499495,4138.27577059069,4141.82414084381,1.31164397697759,3,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",10,128557.60800797,65251.6784951015,174295.907686391,86483.058959343,-73533.0640998649,-57937.5397110377,0.25,2,27046.8101610034,27046.8101610033,4381.65335548419,0,1312.85905517867,1377.02080020963,1.38853698213664,27,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Ukraine","Ukraine2013",19,8348.95695557757,5399.17999909723,8073.84726387168,8354.00774915576,-3517.12227073958,-3372.94597755602,0.233451884601544,24,8307.79246153142,7610.01867702761,5434.89297336798,5110.22670420089,-438.692333200793,-1449.64873104646,2.2115096185228,84,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uzbekistan","Uzbekistan2013",1,11373.3943692592,11373.3943692592,NA,0,0,0,1,1,4628.78501521106,4628.78501521106,NA,0,0,0,1,8,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",2,6110.46174027673,6110.46174027673,42.689132730179,0,-1.32445800215602,-4.68587846631312,1,14,8723.27937859928,7632.99394547828,4841.70754648051,4142.49327131677,3275.53727158811,1239.05176871947,0.452557242258393,14,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",2,24090063.1085029,24090063.1085029,20824332.3965056,29450053.3025036,-3397535.93942318,-3398083.0733658,0.769107285725447,12,11475063.8510533,6434619.77207068,10338256.9003251,18220705.7654624,3008449.61057324,3096303.26696319,1.57655246333285,4,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
