"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Costarica","Costarica2010",1,0.210846444741366,0.210846444741366,NA,0,0,0,1,1,0.666666666666667,0.666666666666667,NA,0,0,0,1,5,0.293470063756313,0.217376265745547,0.177713844696323,0.314159292035398,-0.0745701986293642,-0.0815483042906258,1.98475401599292,0,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.195106251108988,0.175168490350472,0.0834913250984766,0.155094720496894,0.040765958631673,0.0324911892824391,1.01601754731551,0,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",1,0.343337045213808,0.343337045213808,NA,0,0,0,1,2,0.140543832096149,0.140543832096149,0.0681297383673239,0.09635,0.0425376087541968,0.0394159090909091,0.504405281645398,6,0.331347084376828,0.435023212437621,0.171031441454929,0.259501877411685,-0.0867233978029301,-0.0498105925340769,1.44927440952342,1,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Ecuador","Ecuador2010",2,0.275130003004781,0.275130003004781,0.0337136036602312,0.0476782355327702,-0.00471810270271322,-0.00476782355327702,1.26081079466674,NA,NA,NA,NA,NA,NA,NA,NA,7,0.0969865920522483,0.112223363830892,0.0537933054569623,0.0713124120844252,0.0167039184345474,0.000880154579006198,0.456174981867364,1,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",68,0.225778439380042,0.193534899602515,0.203025379308953,0.277133489258489,-0.0166634359196951,0.0363975154642769,1.91431764698127,72,0.20216492490085,0.198685068129178,0.0981720271867424,0.149019607843138,-0.000671781420026379,0.10776987472581,0.328540963583185,1,0.118421052631579,0.118421052631579,Inf,0,0,0,1,43,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",2,0.12063835971178,0.12063835971178,0.0232266800778644,0.0328474859750168,-0.00222616797708441,-0.00244608938111828,1.21693638554889,2,0.321808524915688,0.321808524915688,0.204581086469558,0.289321347090271,0.0842208107748106,0.0778942088319961,0.568873732223775,4,0.23716540863902,0.27752767970749,0.164886863625169,0.25963601532567,-0.102827556717602,-0.0324067585696215,1.04069308150416,0,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",1,0.0794117647058823,0.0794117647058823,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,0.447976247295355,0.434140110417098,0.345663039531506,0.582142857142857,-0.105916318873428,-0.17054010444667,6.99578830796385,0,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",6,0.171949919857419,0.195646557358463,0.0793212984836311,0.075,-0.0644017380574414,-0.0750626422135943,0.959090909090909,3,0.252373825686906,0.275092617324533,0.139547057294499,0.271649208084127,0.0974002814649516,0.114562352569506,0.30727969348659,3,0.0925843735552473,0.0400956937799043,0.115582865483945,0.205714285714286,0.123244146532033,0.126699622957687,0.0602870813397127,0,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",NA,NA,NA,NA,NA,NA,NA,NA,1,0.285714285714286,0.285714285714286,NA,0,0,0,1,1,0.308333333333333,0.308333333333333,NA,0,0,0,1,3,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Guatemala","Guatemala2010",8,0.282463861395905,0.26426012208631,0.20218836655698,0.372418300653595,-0.145114492280577,-0.119468962082722,0.56,13,0.242013042480314,0.25,0.14493656058364,0.133333333333333,0.00465481978774735,-0.0110001746332884,0.465710883710761,20,0.247630812774688,0.241548738826762,0.09784011307564,0.121428571428571,-0.0160299337427647,-0.0201607676505167,2.46842639873758,0,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",1,0.03625,0.03625,NA,0,0,0,1,2,0.292207792207792,0.292207792207792,0.233253405742056,0.32987012987013,0,0,1,1,0.29,0.29,NA,0,0,0,1,1,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",144,0.116496709102816,0.0944265818520371,0.089836476077007,0.096,-0.0163711889463819,0.0100976879155623,1.36427851136063,330,0.143025181485096,0.124608436565482,0.0998909519567365,0.150605906313646,-0.00597646374309937,0.00911657654523317,1.33333333333333,39,0.0919386520037381,0.0782394917294638,0.0609645286533382,0.0518421052631579,0.0347477939587998,0.0438140922816348,2.52106541166946,6,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",127,0.352963634863686,0.334546364085688,0.201757408171873,0.25527950310559,-0.0871930629864272,-0.18751636022409,0.999692220688184,1,0.1,0.1,NA,0,0,0,1,17,0.313868316601778,0.337223341685128,0.143263162232921,0.128571428571429,-0.197468940146028,-0.0935436488520034,8.33333333333333,11,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Jordan","Jordan2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.130859541186559,0.128110799875506,0.045494885267786,0.0833333333333333,-0.0013126036640601,0.000293765131560385,3.51340996168582,1,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",13,0.162055489883866,0.122079286865111,0.141484793396756,0.142834138486312,0.0196744104343714,0.0225274716292037,2.42148675339055,8,0.183982982047292,0.18093567944114,0.105669100295637,0.0940468227424749,0.00380946036497093,0.00405642749381524,1.1920829878711,11,0.0797582900103866,0.0271029586812545,0.105599946058235,0.19,-0.0612137347486948,-0.0588130980056439,0.617068875865761,0,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Madagascar","Madagascar2013",3,3.03136003846959,0.729951664845867,4.13661020184786,7.25326366505389,0.152181352091647,0.153587172974939,1,19,0.441206011457874,0.332853814918716,0.222404217960266,0.282992827418916,0.269975062460079,0.25108872770923,0.0208370677079691,21,0.248980058869725,0.25,0.187966627305216,0.345925925925926,-0.00638571345840216,-0.000389223176201559,0.257445824500731,5,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",20,0.296390374478766,0.261200186708453,0.157747256820878,0.137738791423002,-0.0286992484771178,0.0018289213836149,0.865890058463464,3,0.0956340694278259,0.0933048974167938,0.0730407386888164,0.10547619047619,0.000193939790342733,0.00492898913951546,1.04005018184073,12,0.166878365638074,0.0990738021299042,0.172004773265989,0.168151260504202,0.00162257209078265,-0.0524706579226773,0.212532936821248,3,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",7,0.202002922080576,0.186160597353122,0.0793416134782158,0.0623913043478261,0.0040479904502059,-0.00194247103004564,NA,1,0.24,0.24,NA,0,0,0,1,7,0.14873786671571,0.127156883878413,0.0797288718689578,0.13940543597845,0.0426261488613477,0.025958024138256,0.376668965646228,8,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",5,0.191582133464783,0.115490931401759,0.180858447512919,0.207692307692308,0.0165711875768672,0.0944924992533439,1.2700337340123,NA,NA,NA,NA,NA,NA,NA,NA,2,0.183880064867173,0.183880064867173,0.0064977379892818,0.00918918918918921,-0.0027082046970685,-0.00306306306306307,3.31103058723064,2,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",2,0.17737067625658,0.17737067625658,0.147706749847857,0.208888888888889,-0.0505542049372926,-0.0733333333333333,4.2189140692854,1,0.4,0.4,NA,0,0,0,1,5,0.210561093675996,0.126229230722591,0.211106029552323,0.233333333333333,0.0661792639551567,0.0659691964018665,0.445109595632964,1,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",6,0.294658873248324,0.311682628824644,0.219368467456466,0.394285714285714,-8.30370946640867e-06,0.0326076604554865,0.296377678690133,1,0.096,0.096,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",4,0.315504595528047,0.303200733381159,0.156954340537064,0.159285714285714,0.0712602064895376,0.0726282108588116,0.325189015021264,2,0.15,0.15,0,0,0,0,1,5,0.0709945151455933,0.0719140177143731,0.024040122840508,0.0289634146341463,-0.00876365769826218,-0.0176931923606196,0.875,6,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",18,0.212852241835275,0.224996062142668,0.151193917385775,0.23,0.013061714448481,0.021971633234148,1,1,0.4,0.4,NA,0,0,0,1,7,0.132498295109482,0.00928980835821382,0.221116057289259,0.165178571428571,0.359494867270087,0.318233405302789,0.0512563119526376,0,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",41,0.459467666144368,0.596623698574376,0.378820478966016,0.683333333333333,-0.183482752847691,-0.0307428327629823,0.136987194890794,1,0.00388888888888889,0.00388888888888889,Inf,0,0,0,1,8,0.066006634730427,0.0240373916903023,0.122784172936934,0.0411281006298252,-0.0573452789124073,-0.104412376447136,13.7040055788303,3,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",1,0.425454545454545,0.425454545454545,NA,0,0,0,1,3,0.338952532719558,0.315605325541958,0.190992076550969,0.379492866969697,-0.00382035083566609,-0.00260053024876848,1.0245783233695,1,0.260869565217391,0.260869565217391,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",3,0.14696123714846,0.143541495609596,0.0250773818407899,0.0427006535947713,-0.0076765125247517,-0.00509547469491617,4.18728713440524,14,0.311658355610242,0.304226532625788,0.165789692387833,0.2711227154047,0.0962819123886481,0.0902204709455551,0.0490559645640888,25,0.216699029537797,0.186061785577069,0.1277865567656,0.170784,0.00996643368981035,0.0080442278304223,0.819900780293629,1,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",10,0.197504101238223,0.136427442366505,0.182552287145122,0.185,-0.0440809918095376,-0.0566315722182248,1.24742088717079,3,0.340331551462347,0.308196613407828,0.216012787387989,0.175,-0.0812499080204115,-0.0933006535947712,1.74605887345552,1,0.509090909090909,0.509090909090909,NA,0,0,0,1,1,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",NA,NA,NA,NA,NA,NA,NA,NA,1,0.234444444444444,0.234444444444444,Inf,0,0,0,1,4,0.216315352498824,0.228369200185113,0.167243077764329,0.225764166666667,-0.0589715287246238,-0.0224820521653819,0.432275071222177,0,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",1,0.36,0.36,NA,0,0,0,1,2,0.187833974595373,0.187833974595373,0.254558441227157,0.36,-0.0882804242910734,-0.105,2.71240241981377,2,0.47913049868754,0.47913049868754,0.475495270135269,0.672451859869556,-0.201602087965448,-0.213961955413041,2.89778381286828,3,"2012","Europe and Central Asia","Russian Federation","High income"
"SriLanka","SriLanka2011",7,0.293080491131067,0.297383048029812,0.0300240866196308,0.0483333333333333,0.00948532934400373,0.0377925034555655,0.143927335121718,1,0.648,0.648,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,5,"2011","South Asia","Sri Lanka","Lower middle income"
"Tajikistan","Tajikistan2013",6,0.390704040670185,0.275704317234377,0.36162228141458,0.747280799112098,0.0348790687071515,0.0760826863280724,0.225000578266803,2,0.145103568788194,0.145103568788194,0.315613007102987,0.4463441951064,-0.0915901361273805,-0.129021368897944,2.87903533556602,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",1,0.2,0.2,NA,0,0,0,1,7,0.2823188319049,0.281452941736177,0.165462310367552,0.2,-0.0525272980627219,0.00200357710651829,2.65975333586532,3,0.250448431706352,0.266666666666667,0.0615547998026925,0.120454545454546,0.00844078654148887,0.00853509651219575,0.936123348017621,1,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Tunisia","Tunisia2013",1,0.25,0.25,NA,0,0,0,1,2,0.429841349416328,0.429841349416328,0.277566646328827,0.392538515700643,0.12090689916674,0.139233747022023,NA,10,0.150646087335416,0.141534353235068,0.0615187224974029,0.044085123309467,0.00663766088441693,0.00768673440211388,0.861694116503999,5,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",43,0.294364428599321,0.228969861568437,0.203990687453516,0.297008547008547,-0.0257365592030149,0.0399785466574112,1.88905956334083,1,0.025,0.025,NA,0,0,0,1,33,0.215690829580868,0.237527855017087,0.1188488561765,0.12436949430976,-0.0645235646890084,-0.0658687444912989,0.956994816712487,4,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",7,0.230037139052839,0.186041778037701,0.156635921510371,0.264285714285714,-0.0317663566141709,-0.0306454109142,0.857142857142857,1,0.0196875,0.0196875,NA,0,0,0,1,6,0.0369740840950692,0.0222971868596751,0.0505619670805905,0.0214202792701126,-0.0143717102952952,-0.016557027036729,1.80285163106367,11,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",4,0.306571415491058,0.300235954736761,0.237342910216585,0.347028571428571,-0.146486975487738,-0.175462662337662,1.83333333333333,6,0.598907944928429,0.590842333199843,0.375717031552421,0.516666666666667,-0.0107729592295864,-0.0373852530074324,0.923578113919819,1,0.214285714285714,0.214285714285714,NA,0,0,0,1,0,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",1,0.05,0.05,NA,0,0,0,1,10,0.349293256408525,0.263730100041909,0.258100619878586,0.356,-0.0402041646061055,-0.0473482963432341,1.43249907302831,20,0.338197471869274,0.229188147479947,0.241415414037419,0.302232854864434,-0.0486448902745066,-0.017265483849141,1.39845888379009,1,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",19,0.202011563266045,0.0961052133036941,0.233226809591818,0.262768236911957,-0.0850831261971317,-0.0855824946864204,0.796646880086932,NA,NA,NA,NA,NA,NA,NA,NA,4,0.13434723039943,0.131947201340165,0.104069311963057,0.110059825398985,0.0113389010241114,-0.00116632739743559,19.2851672871407,0,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",23,0.177965942152739,0.173340544730942,0.123741831731707,0.125,-0.0116048112615193,-0.0322825997211227,1.16459602139904,25,0.257738436664143,0.151175210308235,0.251992849483386,0.244009216589861,0.195308691948741,0.125901549525897,1,39,0.110513481560006,0.0826185654237339,0.0805848175017984,0.127242226486682,0.0362988563747991,0.0163176592454468,0.0852260271061144,2,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",1,0.211764705882353,0.211764705882353,Inf,0,0,0,1,2,0.376363636363636,0.376363636363636,0.146563951009575,0.207272727272727,-0.0172727272727273,-0.0172727272727273,1.2,1,0.225,0.225,NA,0,0,0,1,1,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Yemen","Yemen2013",2,0.251124036033413,0.251124036033413,0.152551740755987,0.215740740740741,-0.0126366452740515,-0.0131549232158988,1.1594969493132,2,0.346666666666667,0.346666666666667,0.0188561808316412,0.0266666666666666,-0.00592592592592591,-0.00592592592592591,NA,1,0.0365217391304348,0.0365217391304348,NA,0,0,0,NA,0,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",1,0.0215909090909091,0.0215909090909091,NA,0,0,0,1,1,0.148936170212766,0.148936170212766,NA,0,0,0,1,1,0.104166666666667,0.104166666666667,Inf,0,0,0,1,4,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
