"countryOnly","country","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Iraq","Iraq2011",25,0.192560864113635,0.174985227337897,0.0964445046011704,0.0919799498746867,0.000823894731281303,-0.00452968698556712,0.55680537710004,25,0.192560864113635,0.174985227337897,0.0964445046011704,0.0919799498746867,0.000823894731281303,-0.00452968698556712,0.55680537710004,NA,NA,NA,NA,NA,NA,NA,NA,-23,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jordan","Jordan2013",NA,NA,NA,NA,NA,NA,NA,NA,11,0.0907497792899248,0.0989704226182506,0.0588478405384407,0.0953571428571428,0.00594620282422485,0.00638203884239646,1.54434515411556,11,0.0907497792899248,0.0989704226182506,0.0588478405384407,0.0953571428571428,0.00594620282422485,0.00638203884239646,1.54434515411556,-11,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",12,0.139469658515868,0.134648033862446,0.0933722144245246,0.147246376811594,-0.0411697291593206,-0.0456043826685655,1.00377311173061,12,0.139469658515868,0.134648033862446,0.0933722144245246,0.147246376811594,-0.0411697291593206,-0.0456043826685655,1.00377311173061,12,0.139469658515868,0.134648033862446,0.0933722144245246,0.147246376811594,-0.0411697291593206,-0.0456043826685655,1.00377311173061,-23,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,7,0.105206175278249,0.0598948767845673,0.129366279028356,0.285666666666667,-0.0306870739399511,-0.00275592355586302,2.42395331286173,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Laos","Laos2012",NA,NA,NA,NA,NA,NA,NA,NA,4,0.238035764663599,0.226256980053573,0.185751066751419,0.211319762634107,0.0238450578289423,-0.0129793659351602,1.16498756445258,NA,NA,NA,NA,NA,NA,NA,NA,1,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lebanon","Lebanon2013",NA,NA,NA,NA,NA,NA,NA,NA,3,0.101152962826841,0.10081351434914,0.0730048727102623,0,-0.00848310629427848,-0.0339301470966202,4.06756385146346,3,0.101152962826841,0.10081351434914,0.0730048727102623,0,-0.00848310629427848,-0.0339301470966202,4.06756385146346,2,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",6,0.310173628464154,0.336858481339539,0.127976584713629,0.0623219373219373,-0.0845290370090614,-0.0461757623591144,0.0754977566555648,6,0.310173628464154,0.336858481339539,0.127976584713629,0.0623219373219373,-0.0845290370090614,-0.0461757623591144,0.0754977566555648,NA,NA,NA,NA,NA,NA,NA,NA,-5,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",NA,NA,NA,NA,NA,NA,NA,NA,10,0.171638425579095,0.157176882693709,0.11285900309271,0.118333333333333,0.0448266356667475,0.0495278806332329,0.377552310400917,10,0.171638425579095,0.157176882693709,0.11285900309271,0.118333333333333,0.0448266356667475,0.0495278806332329,0.377552310400917,-10,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",136,0.208018360604882,0.166666666666667,0.135491732407674,0.138893863746633,-0.0198613936637248,-0.0260431185869893,0.600703300197391,136,0.208018360604882,0.166666666666667,0.135491732407674,0.138893863746633,-0.0198613936637248,-0.0260431185869893,0.600703300197391,136,0.208018360604882,0.166666666666667,0.135491732407674,0.138893863746633,-0.0198613936637248,-0.0260431185869893,0.600703300197391,-272,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",6,0.269043442871491,0.258931522371938,0.221651256596635,0.292525252525253,-0.0286489685320989,-0.0209847783489874,1.85537864218285,6,0.269043442871491,0.258931522371938,0.221651256596635,0.292525252525253,-0.0286489685320989,-0.0209847783489874,1.85537864218285,6,0.269043442871491,0.258931522371938,0.221651256596635,0.292525252525253,-0.0286489685320989,-0.0209847783489874,1.85537864218285,-12,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Morocco","Morocco2013",NA,NA,NA,NA,NA,NA,NA,NA,8,0.153708307795468,0.119733858842992,0.0901962778018337,0.0322395879188619,-0.0311612296565089,-0.0141291818321908,2.60814121756246,8,0.153708307795468,0.119733858842992,0.0901962778018337,0.0322395879188619,-0.0311612296565089,-0.0141291818321908,2.60814121756246,-8,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",24,0.240009718799192,0.272194044423141,0.157197715290808,0.2,0.0531030001678141,0.03415301705353,0.507871949322073,24,0.240009718799192,0.272194044423141,0.157197715290808,0.2,0.0531030001678141,0.03415301705353,0.507871949322073,24,0.240009718799192,0.272194044423141,0.157197715290808,0.2,0.0531030001678141,0.03415301705353,0.507871949322073,-47,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",27,0.164474096453387,0.133333333333333,0.128480071276266,0.126,-0.0459831550293859,-0.0711794827963277,2.01646587894946,27,0.164474096453387,0.133333333333333,0.128480071276266,0.126,-0.0459831550293859,-0.0711794827963277,2.01646587894946,27,0.164474096453387,0.133333333333333,0.128480071276266,0.126,-0.0459831550293859,-0.0711794827963277,2.01646587894946,-54,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",NA,NA,NA,NA,NA,NA,NA,NA,7,0.13447512737444,0.100102237628288,0.105437494500594,0.207318705778464,0.0261995241010453,0.0493747987336727,1.6123903858971,7,0.13447512737444,0.100102237628288,0.105437494500594,0.207318705778464,0.0261995241010453,0.0493747987336727,1.6123903858971,-6,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",15,0.28097796262185,0.362186915486236,0.246660588267631,0.335714285714286,-0.0274893603949872,-0.0237631082636949,0.488390438932689,15,0.28097796262185,0.362186915486236,0.246660588267631,0.335714285714286,-0.0274893603949872,-0.0237631082636949,0.488390438932689,15,0.28097796262185,0.362186915486236,0.246660588267631,0.335714285714286,-0.0274893603949872,-0.0237631082636949,0.488390438932689,-30,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",22,441.33749851542,0.0788066484464115,3368.26278647843,0.142484526967286,319.411532518599,1179.62801757921,1.43907562040309,22,441.33749851542,0.0788066484464115,3368.26278647843,0.142484526967286,319.411532518599,1179.62801757921,1.43907562040309,22,441.33749851542,0.0788066484464115,3368.26278647843,0.142484526967286,319.411532518599,1179.62801757921,1.43907562040309,-43,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",8,0.129658056821092,0.154039888196177,0.0650530025064084,0.08,-0.0150577857511421,-0.0269474070965406,0.888726392720942,8,0.129658056821092,0.154039888196177,0.0650530025064084,0.08,-0.0150577857511421,-0.0269474070965406,0.888726392720942,8,0.129658056821092,0.154039888196177,0.0650530025064084,0.08,-0.0150577857511421,-0.0269474070965406,0.888726392720942,-16,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",38,0.118973245706086,0.0900288482064266,0.0800905594193139,0.0778897899159665,-0.00176042286044258,-0.0229395604905451,1.2787316823731,38,0.118973245706086,0.0900288482064266,0.0800905594193139,0.0778897899159665,-0.00176042286044258,-0.0229395604905451,1.2787316823731,38,0.118973245706086,0.0900288482064266,0.0800905594193139,0.0778897899159665,-0.00176042286044258,-0.0229395604905451,1.2787316823731,-75,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",141,0.154729487984792,0.105453544739121,0.145444336322716,0.204351087618641,-0.0230331306128633,-0.0309562359990709,1,141,0.154729487984792,0.105453544739121,0.145444336322716,0.204351087618641,-0.0230331306128633,-0.0309562359990709,1,141,0.154729487984792,0.105453544739121,0.145444336322716,0.204351087618641,-0.0230331306128633,-0.0309562359990709,1,-280,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",4,0.132297271470455,0.115140967020829,0.114490523209719,0.17952380952381,0.0498280090586089,0.0471464130768084,0.483452444752509,4,0.132297271470455,0.115140967020829,0.114490523209719,0.17952380952381,0.0498280090586089,0.0471464130768084,0.483452444752509,4,0.132297271470455,0.115140967020829,0.114490523209719,0.17952380952381,0.0498280090586089,0.0471464130768084,0.483452444752509,-7,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",6,0.26333339108243,0.271541712890751,0.122304964148645,0.205652005042469,0.00822285756243886,-0.0562868828570206,0.858414621405411,6,0.26333339108243,0.271541712890751,0.122304964148645,0.205652005042469,0.00822285756243886,-0.0562868828570206,0.858414621405411,6,0.26333339108243,0.271541712890751,0.122304964148645,0.205652005042469,0.00822285756243886,-0.0562868828570206,0.858414621405411,-12,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",77,0.234979716712373,0.173333333333333,0.165346849839253,0.206003934832106,-0.0244408395473737,-0.0150458155919135,1.25,77,0.234979716712373,0.173333333333333,0.165346849839253,0.206003934832106,-0.0244408395473737,-0.0150458155919135,1.25,77,0.234979716712373,0.173333333333333,0.165346849839253,0.206003934832106,-0.0244408395473737,-0.0150458155919135,1.25,-154,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",NA,NA,NA,NA,NA,NA,NA,NA,5,0.0388401381622183,0.0424575336664818,0.0246756905235791,0.0357142857142857,0.00717868392881143,0.0067900612987863,2.58100234506314,5,0.0388401381622183,0.0424575336664818,0.0246756905235791,0.0357142857142857,0.00717868392881143,0.0067900612987863,2.58100234506314,-4,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Slovenia","Slovenia2013",NA,NA,NA,NA,NA,NA,NA,NA,8,0.277824466224054,0.234248795549421,0.20042765227258,0.415108132320938,0.00959420542300732,0.0171470671501392,1.11176811244862,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Slovenia","High income"
"SriLanka","SriLanka2011",14,0.297993730481537,0.120893914234078,0.307445264457613,0.596666666666667,-0.0991577698784345,0.0896700681008648,1.27414774326647,14,0.297993730481537,0.120893914234078,0.307445264457613,0.596666666666667,-0.0991577698784345,0.0896700681008648,1.27414774326647,14,0.297993730481537,0.120893914234078,0.307445264457613,0.596666666666667,-0.0991577698784345,0.0896700681008648,1.27414774326647,-28,"2011","South Asia","Sri Lanka","Lower middle income"
"Sweden","Sweden2014",10,0.318346135193371,0.282469930640767,0.176709572510178,0.175,-0.0725085493221374,-0.0682855024760692,0.745930467746943,10,0.318346135193371,0.282469930640767,0.176709572510178,0.175,-0.0725085493221374,-0.0682855024760692,0.745930467746943,10,0.318346135193371,0.282469930640767,0.176709572510178,0.175,-0.0725085493221374,-0.0682855024760692,0.745930467746943,-19,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",10,0.1551375642784,0.172504609340657,0.0803761355578618,0.138,-0.00508564237180785,-0.00663348106135602,0.234088799243894,10,0.1551375642784,0.172504609340657,0.0803761355578618,0.138,-0.00508564237180785,-0.00663348106135602,0.234088799243894,10,0.1551375642784,0.172504609340657,0.0803761355578618,0.138,-0.00508564237180785,-0.00663348106135602,0.234088799243894,-19,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Tunisia","Tunisia2013",12,0.157032054409457,0.137376045210364,0.132010461819359,0.08,0.0282677175690349,0.00677121162751216,0.561527888531255,12,0.157032054409457,0.137376045210364,0.132010461819359,0.08,0.0282677175690349,0.00677121162751216,0.561527888531255,12,0.157032054409457,0.137376045210364,0.132010461819359,0.08,0.0282677175690349,0.00677121162751216,0.561527888531255,-21,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",16,0.220001061721058,0.236220114346133,0.151011385090913,0.333333333333333,-0.075814473049259,-0.0633051068604416,1.14034489165871,16,0.220001061721058,0.236220114346133,0.151011385090913,0.333333333333333,-0.075814473049259,-0.0633051068604416,1.14034489165871,16,0.220001061721058,0.236220114346133,0.151011385090913,0.333333333333333,-0.075814473049259,-0.0633051068604416,1.14034489165871,-26,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Ukraine","Ukraine2013",9,0.307560038775236,0.285594716829119,0.199406886406669,0.347936752136752,-0.104389532733021,-0.0749968016856965,1.10762279997359,9,0.307560038775236,0.285594716829119,0.199406886406669,0.347936752136752,-0.104389532733021,-0.0749968016856965,1.10762279997359,9,0.307560038775236,0.285594716829119,0.199406886406669,0.347936752136752,-0.104389532733021,-0.0749968016856965,1.10762279997359,-14,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",14,0.203638290168313,0.160859642580915,0.16072016864109,0.174528301886792,-0.0993883225868777,-0.0564137405172963,5.70276037586358,14,0.203638290168313,0.160859642580915,0.16072016864109,0.174528301886792,-0.0993883225868777,-0.0564137405172963,5.70276037586358,14,0.203638290168313,0.160859642580915,0.16072016864109,0.174528301886792,-0.0993883225868777,-0.0564137405172963,5.70276037586358,-28,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",8,0.116738015908929,0.0888412862856637,0.102019224250753,0.109445037353255,0.0383347651695562,-0.0164107365751006,0.286584979115934,8,0.116738015908929,0.0888412862856637,0.102019224250753,0.109445037353255,0.0383347651695562,-0.0164107365751006,0.286584979115934,8,0.116738015908929,0.0888412862856637,0.102019224250753,0.109445037353255,0.0383347651695562,-0.0164107365751006,0.286584979115934,-16,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",26,0.0962003790261591,0.0559315313654094,0.0926037530548167,0.117260787992495,-0.0167216068162977,-0.0292552030481265,1.10381267800428,26,0.0962003790261591,0.0559315313654094,0.0926037530548167,0.117260787992495,-0.0167216068162977,-0.0292552030481265,1.10381267800428,26,0.0962003790261591,0.0559315313654094,0.0926037530548167,0.117260787992495,-0.0167216068162977,-0.0292552030481265,1.10381267800428,-49,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",12,0.104259398675663,0.0683165557662888,0.0947186028530644,0.1546875,-0.0135234784827686,-0.0166044393638489,0.800970952171324,12,0.104259398675663,0.0683165557662888,0.0947186028530644,0.1546875,-0.0135234784827686,-0.0166044393638489,0.800970952171324,12,0.104259398675663,0.0683165557662888,0.0947186028530644,0.1546875,-0.0135234784827686,-0.0166044393638489,0.800970952171324,-23,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Zambia","Zambia2013",17,0.115529733222317,0.111501365881826,0.0865075219379451,0.125392156862745,-0.0152448435233522,-0.0214501194018037,1.15588812727294,17,0.115529733222317,0.111501365881826,0.0865075219379451,0.125392156862745,-0.0152448435233522,-0.0214501194018037,1.15588812727294,17,0.115529733222317,0.111501365881826,0.0865075219379451,0.125392156862745,-0.0152448435233522,-0.0214501194018037,1.15588812727294,-33,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
