"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","yearOnly","region","countryDes","incomeLevel"
"Colombia","Colombia2010",18,43078.7359041093,27897.3926817003,39781.5638003349,34453.2704652634,22919.2604276067,11288.116271313,3.22943491913593,18,43078.7359041093,27897.3926817003,39781.5638003349,34453.2704652634,22919.2604276067,11288.116271313,3.22943491913593,-30,18,43078.7359041093,27897.3926817003,39781.5638003349,34453.2704652634,22919.2604276067,11288.116271313,3.22943491913593,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",17,35345.01262181,29169.5559313076,20518.6046692495,26771.5829483199,-1064.44995402668,-6037.37649204028,1.11217282057081,17,35345.01262181,29169.5559313076,20518.6046692495,26771.5829483199,-1064.44995402668,-6037.37649204028,1.11217282057081,-32,17,35345.01262181,29169.5559313076,20518.6046692495,26771.5829483199,-1064.44995402668,-6037.37649204028,1.11217282057081,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",6,83002.9316895575,42861.5434354445,119309.801330958,90385.8818467204,-31192.5948221817,-38862.9549011129,2.10382626109833,NA,NA,NA,NA,NA,NA,NA,NA,-4,6,83002.9316895575,42861.5434354445,119309.801330958,90385.8818467204,-31192.5948221817,-38862.9549011129,2.10382626109833,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",12,93957.6116190376,52691.3352574219,95615.3168435376,100869.922549466,-247.346275170137,8056.8961071208,2.15751044400928,12,93957.6116190376,52691.3352574219,95615.3168435376,100869.922549466,-247.346275170137,8056.8961071208,2.15751044400928,-22,12,93957.6116190376,52691.3352574219,95615.3168435376,100869.922549466,-247.346275170137,8056.8961071208,2.15751044400928,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",17,73242.5160456665,62137.3741828315,45673.1292027888,60178.794274883,-3241.90322728453,7083.60668272534,0.840727413603702,17,73242.5160456665,62137.3741828315,45673.1292027888,60178.794274883,-3241.90322728453,7083.60668272534,0.840727413603702,-31,17,73242.5160456665,62137.3741828315,45673.1292027888,60178.794274883,-3241.90322728453,7083.60668272534,0.840727413603702,"2013","Europe and Central Asia","Czech Republic","High income"
"Egypt","Egypt2013",23,17023.7303440825,10538.9196370559,33483.6177761487,2717.31962148274,28163.768307155,35194.7917677818,1.49607058089666,23,17023.7303440825,10538.9196370559,33483.6177761487,2717.31962148274,28163.768307155,35194.7917677818,1.49607058089666,-18,23,17023.7303440825,10538.9196370559,33483.6177761487,2717.31962148274,28163.768307155,35194.7917677818,1.49607058089666,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Estonia","Estonia2013",5,212006.14216794,182096.47403033,151563.564957587,237651.950833723,-36966.2363673925,-20843.5387303432,1.03974701235646,NA,NA,NA,NA,NA,NA,NA,NA,-4,5,212006.14216794,182096.47403033,151563.564957587,237651.950833723,-36966.2363673925,-20843.5387303432,1.03974701235646,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",4,39929.1300023641,39254.0637644732,30173.2383245646,0,6464.82738244863,13909.1529736826,2.99075451249269,NA,NA,NA,NA,NA,NA,NA,NA,1,4,39929.1300023641,39254.0637644732,30173.2383245646,0,6464.82738244863,13909.1529736826,2.99075451249269,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Hungary","Hungary2013",2,136572.935596456,136572.935596456,146065.852199059,206568.309179493,-48011.2621259277,-48199.2721418816,0.684441619645795,NA,NA,NA,NA,NA,NA,NA,NA,4,2,136572.935596456,136572.935596456,146065.852199059,206568.309179493,-48011.2621259277,-48199.2721418816,0.684441619645795,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",656,25089.7609301185,18168.2271197746,23438.7478563442,21878.3703421286,1635.26225720189,4550.12158716779,0.833333333333333,656,25089.7609301185,18168.2271197746,23438.7478563442,21878.3703421286,1635.26225720189,4550.12158716779,0.833333333333333,-1248,656,25089.7609301185,18168.2271197746,23438.7478563442,21878.3703421286,1635.26225720189,4550.12158716779,0.833333333333333,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",6,4457.74581259642,730.937334934661,17313.4523549681,694.941178431776,10206.5204213514,-478.784760974767,0.491495336516687,6,4457.74581259642,730.937334934661,17313.4523549681,694.941178431776,10206.5204213514,-478.784760974767,0.491495336516687,-9,6,4457.74581259642,730.937334934661,17313.4523549681,694.941178431776,10206.5204213514,-478.784760974767,0.491495336516687,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",2,8250.33811463156,8250.33811463156,6169.46498539691,0,1048.65169105806,2181.23526373356,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8250.33811463156,8250.33811463156,6169.46498539691,0,1048.65169105806,2181.23526373356,1,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",7,133735.460272441,136686.049503245,67900.8401752648,96465.49427438,44249.3583401051,63914.1508977916,3.63236035013046,7,133735.460272441,136686.049503245,67900.8401752648,96465.49427438,44249.3583401051,63914.1508977916,3.63236035013046,-12,7,133735.460272441,136686.049503245,67900.8401752648,96465.49427438,44249.3583401051,63914.1508977916,3.63236035013046,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",7,129151.617363677,91145.9564645458,113507.720455548,229889.552204448,-56212.4043768842,-9079.50088252861,NA,7,129151.617363677,91145.9564645458,113507.720455548,229889.552204448,-56212.4043768842,-9079.50088252861,NA,-12,7,129151.617363677,91145.9564645458,113507.720455548,229889.552204448,-56212.4043768842,-9079.50088252861,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",18,33264.6327133459,18858.1620284188,30461.7398271208,29706.634333846,11000.2829466811,7426.23107148139,1.55250936479808,18,33264.6327133459,18858.1620284188,30461.7398271208,29706.634333846,11000.2829466811,7426.23107148139,1.55250936479808,-31,18,33264.6327133459,18858.1620284188,30461.7398271208,29706.634333846,11000.2829466811,7426.23107148139,1.55250936479808,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",17,43797.9241754834,27248.5885070591,62095.8692569775,35619.2799926015,81453.587113317,113675.59947705,0.812249023341048,17,43797.9241754834,27248.5885070591,62095.8692569775,35619.2799926015,81453.587113317,113675.59947705,0.812249023341048,-30,17,43797.9241754834,27248.5885070591,62095.8692569775,35619.2799926015,81453.587113317,113675.59947705,0.812249023341048,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",5,12359.5800876362,9397.62778981008,9574.6967541403,20880.6370399349,4618.24548830823,3803.26820915311,1.07660323629748,5,12359.5800876362,9397.62778981008,9574.6967541403,20880.6370399349,4618.24548830823,3803.26820915311,1.07660323629748,-10,5,12359.5800876362,9397.62778981008,9574.6967541403,20880.6370399349,4618.24548830823,3803.26820915311,1.07660323629748,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Latvia","Latvia2013",6,71071.0121316046,45204.8968548193,72429.0343016901,12193.2900423289,-19538.7874194361,-16355.192812433,0.752079050558653,NA,NA,NA,NA,NA,NA,NA,NA,-6,6,71071.0121316046,45204.8968548193,72429.0343016901,12193.2900423289,-19538.7874194361,-16355.192812433,0.752079050558653,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",6,41028.7570778147,40281.5350853224,25902.2945257651,31535.8319210082,21601.8271094307,18018.2772001238,2.81794739684802,6,41028.7570778147,40281.5350853224,25902.2945257651,31535.8319210082,21601.8271094307,18018.2772001238,2.81794739684802,-9,6,41028.7570778147,40281.5350853224,25902.2945257651,31535.8319210082,21601.8271094307,18018.2772001238,2.81794739684802,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",3,9320.56802799203,10324.0561814379,20388.5552203531,29990.0700535786,9243.28088518745,6806.96324398723,0.980247500963017,3,9320.56802799203,10324.0561814379,20388.5552203531,29990.0700535786,9243.28088518745,6806.96324398723,0.980247500963017,-3,3,9320.56802799203,10324.0561814379,20388.5552203531,29990.0700535786,9243.28088518745,6806.96324398723,0.980247500963017,"2013","Europe and Central Asia","Lithuania","High income"
"Mexico","Mexico2010",60,19178.7584309083,9098.97575949068,55374.0938745904,0,25495.295152952,-230.984093477169,1.33285979704433,60,19178.7584309083,9098.97575949068,55374.0938745904,0,25495.295152952,-230.984093477169,1.33285979704433,-70,60,19178.7584309083,9098.97575949068,55374.0938745904,0,25495.295152952,-230.984093477169,1.33285979704433,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Morocco","Morocco2013",8,25457.0013895201,10999.479485098,25289.7576765202,36523.8178674099,26071.4615356091,22668.795970264,2.09090909090909,8,25457.0013895201,10999.479485098,25289.7576765202,36523.8178674099,26071.4615356091,22668.795970264,2.09090909090909,-14,8,25457.0013895201,10999.479485098,25289.7576765202,36523.8178674099,26071.4615356091,22668.795970264,2.09090909090909,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",37,7921.30345770257,3788.30208963901,7817.0327878033,7632.60737878619,216.379252405074,-67.7808440537633,1.00970969717793,NA,NA,NA,NA,NA,NA,NA,NA,-32,37,7921.30345770257,3788.30208963901,7817.0327878033,7632.60737878619,216.379252405074,-67.7808440537633,1.00970969717793,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",9,6260.71222553125,6263.6236235975,1335.80190670926,1594.30337496727,150.893503555051,290.118145681757,0.568337269381532,NA,NA,NA,NA,NA,NA,NA,NA,-8,9,6260.71222553125,6263.6236235975,1335.80190670926,1594.30337496727,150.893503555051,290.118145681757,0.568337269381532,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",5,185227.107558992,97.4629638116926,4419310.61074565,0,750824.120240662,1454580.30260569,1,5,185227.107558992,97.4629638116926,4419310.61074565,0,750824.120240662,1454580.30260569,1,6,5,185227.107558992,97.4629638116926,4419310.61074565,0,750824.120240662,1454580.30260569,1,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",18,1594899.7714752,15949.8388246575,4262610.00852502,111340.211218859,-1167321.8468613,-626162.352347056,3.87572411837867,18,1594899.7714752,15949.8388246575,4262610.00852502,111340.211218859,-1167321.8468613,-626162.352347056,3.87572411837867,-19,18,1594899.7714752,15949.8388246575,4262610.00852502,111340.211218859,-1167321.8468613,-626162.352347056,3.87572411837867,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",21,44335.3739916275,27511.4110770063,36316.569667164,34312.8166671741,36608.1784065151,35407.4716457394,1.46422498972879,21,44335.3739916275,27511.4110770063,36316.569667164,34312.8166671741,36608.1784065151,35407.4716457394,1.46422498972879,-38,21,44335.3739916275,27511.4110770063,36316.569667164,34312.8166671741,36608.1784065151,35407.4716457394,1.46422498972879,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",4,41229.396702028,15955.3502195856,77785.4846442527,9341.83347396346,133905.489930315,126171.560691755,0.892935314474506,4,41229.396702028,15955.3502195856,77785.4846442527,9341.83347396346,133905.489930315,126171.560691755,0.892935314474506,-5,4,41229.396702028,15955.3502195856,77785.4846442527,9341.83347396346,133905.489930315,126171.560691755,0.892935314474506,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",16,102142.576362377,65882.3973766047,104210.500000617,117309.096883077,-42109.9021112457,-61112.3246222931,0.165430672116915,16,102142.576362377,65882.3973766047,104210.500000617,117309.096883077,-42109.9021112457,-61112.3246222931,0.165430672116915,-29,16,102142.576362377,65882.3973766047,104210.500000617,117309.096883077,-42109.9021112457,-61112.3246222931,0.165430672116915,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",15,23587.5408484451,18484.4001617984,16858.579626655,7794.63441027304,436.785555889724,-3035.54321922508,1.45705580535154,15,23587.5408484451,18484.4001617984,16858.579626655,7794.63441027304,436.785555889724,-3035.54321922508,1.45705580535154,-26,15,23587.5408484451,18484.4001617984,16858.579626655,7794.63441027304,436.785555889724,-3035.54321922508,1.45705580535154,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",92,29248.4282263323,28031.3556982273,17501.5845391666,26307.4075227561,6218.42849679602,5337.25554540944,0.993521957202702,92,29248.4282263323,28031.3556982273,17501.5845391666,26307.4075227561,6218.42849679602,5337.25554540944,0.993521957202702,-144,92,29248.4282263323,28031.3556982273,17501.5845391666,26307.4075227561,6218.42849679602,5337.25554540944,0.993521957202702,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",5,40582.9251401117,39149.008674612,29422.9606210529,57194.8462473543,-5063.19673394387,-7123.55933352388,0.967273211788941,NA,NA,NA,NA,NA,NA,NA,NA,-5,5,40582.9251401117,39149.008674612,29422.9606210529,57194.8462473543,-5063.19673394387,-7123.55933352388,0.967273211788941,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovakia","Slovakia2013",11,87388.9911941305,98418.8008164683,70907.4642856775,91433.7620851171,-2095.90409364996,3849.94909146724,0.508617622021376,11,87388.9911941305,98418.8008164683,70907.4642856775,91433.7620851171,-2095.90409364996,3849.94909146724,0.508617622021376,-18,11,87388.9911941305,98418.8008164683,70907.4642856775,91433.7620851171,-2095.90409364996,3849.94909146724,0.508617622021376,"2013","Europe and Central Asia","Slovak Republic","High income"
"Slovenia","Slovenia2013",13,174498.640777627,116500.071148453,143806.182180885,60133.8483600604,36589.3782574873,7111.97847013348,1.52685677133578,13,174498.640777627,116500.071148453,143806.182180885,60133.8483600604,36589.3782574873,7111.97847013348,1.52685677133578,-24,13,174498.640777627,116500.071148453,143806.182180885,60133.8483600604,36589.3782574873,7111.97847013348,1.52685677133578,"2013","Europe and Central Asia","Slovenia","High income"
"Sweden","Sweden2014",97,324692.413099616,270301.758779185,187431.347884099,23371.380730461,17897.1885653626,25677.547003954,0.905762394188201,97,324692.413099616,270301.758779185,187431.347884099,23371.380730461,17897.1885653626,25677.547003954,0.905762394188201,-180,97,324692.413099616,270301.758779185,187431.347884099,23371.380730461,17897.1885653626,25677.547003954,0.905762394188201,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",12,64730.4085375756,65126.3560072231,38202.7391561557,60179.8357374566,28306.3515598852,52936.5478065499,0.502447269298217,12,64730.4085375756,65126.3560072231,38202.7391561557,60179.8357374566,28306.3515598852,52936.5478065499,0.502447269298217,-23,12,64730.4085375756,65126.3560072231,38202.7391561557,60179.8357374566,28306.3515598852,52936.5478065499,0.502447269298217,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",20,70740.6135721336,57787.4582584384,51520.0180167265,65354.8635065677,-15217.566572802,-20109.8726320318,0.226002687214906,20,70740.6135721336,57787.4582584384,51520.0180167265,65354.8635065677,-15217.566572802,-20109.8726320318,0.226002687214906,-21,20,70740.6135721336,57787.4582584384,51520.0180167265,65354.8635065677,-15217.566572802,-20109.8726320318,0.226002687214906,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",6,3902.56962248263,3425.38755744465,3167.39986410135,858.685144842433,-11.6707545961991,-356.690896715087,1.88221487491182,NA,NA,NA,NA,NA,NA,NA,NA,-3,6,3902.56962248263,3425.38755744465,3167.39986410135,858.685144842433,-11.6707545961991,-356.690896715087,1.88221487491182,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",88,14291.4404811795,11460.1554670464,12019.278717799,11569.3273448375,-2994.02327581222,-3203.3790903401,1.02005309211032,88,14291.4404811795,11460.1554670464,12019.278717799,11569.3273448375,-2994.02327581222,-3203.3790903401,1.02005309211032,-137,88,14291.4404811795,11460.1554670464,12019.278717799,11569.3273448375,-2994.02327581222,-3203.3790903401,1.02005309211032,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uzbekistan","Uzbekistan2013",7,10371.3281452059,5408.84593468416,23885.4328128135,0,14286.3388290646,-542.112493303409,2.06130847925753,7,10371.3281452059,5408.84593468416,23885.4328128135,0,14286.3388290646,-542.112493303409,2.06130847925753,-11,7,10371.3281452059,5408.84593468416,23885.4328128135,0,14286.3388290646,-542.112493303409,2.06130847925753,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",23,21707.3184638893,18074.1872549286,13490.8317041324,14168.1592740163,-5065.47423953575,-1347.58010936973,9.49488003266922,23,21707.3184638893,18074.1872549286,13490.8317041324,14168.1592740163,-5065.47423953575,-1347.58010936973,9.49488003266922,-39,23,21707.3184638893,18074.1872549286,13490.8317041324,14168.1592740163,-5065.47423953575,-1347.58010936973,9.49488003266922,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",16,17925064.8144104,10092245.9626842,16107809.0428444,26602745.5843547,9032393.08065825,8419849.73229308,1.95362079042686,16,17925064.8144104,10092245.9626842,16107809.0428444,26602745.5843547,9032393.08065825,8419849.73229308,1.95362079042686,-30,16,17925064.8144104,10092245.9626842,16107809.0428444,26602745.5843547,9032393.08065825,8419849.73229308,1.95362079042686,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
