"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Non-exporter","mean_Non-exporter","median_Non-exporter","sd_Non-exporter","iqr_Non-exporter","OPcov_Non-exporter","OPcovNoWeights_Non-exporter","indAlloc_Non-exporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","yearOnly","region","countryDes","incomeLevel"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,7,284,2.06923074173416,2.24063337368979,1.4641080685049,2.16180215668518,0.602436539725939,0.267690659882924,1.8,220,3.43604282633594,3.67503971664301,1.48984891834588,1.1658609368038,0.242096354657338,0.844741357737195,2.72604184750789,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,0,87,1.38875796398822,1.60246886213754,1.17461744644442,1.70332999892251,0.287733502508368,0.164512761509817,1.42857142857143,40,1.68889443039482,2.16938850259243,1.5842109007496,2.24851801987947,0.880853504848729,0.865251926180099,2.32294171518795,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",NA,NA,NA,NA,NA,NA,NA,NA,1,51,2.48693674369196,2.23925610590613,0.798419017673657,1.0369000018587,-0.0329064988178138,0.361092085763335,0.807499767122843,3,2.16296659325878,2.25592053629356,0.633921209861445,0.483226068024535,-0.99678713373867,-0.846969250020725,0.0244712646717185,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",NA,NA,NA,NA,NA,NA,NA,NA,2,13,1.34933137268526,1.37676787777944,0.551555161633966,0.834345179930123,0.0991481770664017,0.0962422711567475,0.851783571521921,3,2.47932950431692,2.48627080439203,0.218997182847453,0.458906602276311,-0.190595624613942,-0.193281109279157,0.076615911125049,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",NA,NA,NA,NA,NA,NA,NA,NA,6,8,2.18026705781922,2.22721837922238,0.427507891279688,0.242388119137139,-0.129308670124801,-0.0666447310292613,0.147865333496672,3,2.48278083506937,2.46937629993408,0.0325471357121086,0.0608129878041694,0.0083036903284539,0.0083036903284539,4.43636363636364,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,0,88,1.41113741016772,1.33259096630489,1.86719604859081,2.5963702698856,3.24640848283493,3.31960476251258,1.05048794857014,6,1.04234593281791,0.234233641760429,2.6855238447377,4.11146588633693,-1.01619397652318,-1.0707943259056,0.223931844889228,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",NA,NA,NA,NA,NA,NA,NA,NA,0,14,2.60795724032974,2.7807973373247,0.642503055659491,0.7629355146482,-0.13707138220902,0.0746244085921686,0.754921730922299,10,2.83988397471712,3.00296815721286,0.425218499373801,0.806909052211568,-0.0551535310970288,0.00903052688205377,1.46274199548101,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,7,1123,2.32412237018044,2.14683374248064,1.13065834795433,1.35803186538384,0.061268742850931,0.194106445679132,1.07142857142857,297,2.69477165701395,2.58629829839132,1.05416557015587,1.52469782047587,0.0289566441567308,-0.050726560446654,0.583333333333333,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",NA,NA,NA,NA,NA,NA,NA,NA,0,17,1.79512991614899,1.95612685224994,0.758344629444738,1.46949839451702,0.492275935881307,0.353038294382542,1.2624325389761,24,2.24342375570316,2.28379652116684,0.857243656490204,1.46120107166336,0.0734768883522088,-0.0776949048281341,0.542183695419804,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Fyrom","Fyrom2013",NA,NA,NA,NA,NA,NA,NA,NA,0,19,2.25699609691935,2.23715062267898,0.844443903796672,1.52822881591925,-0.179953549944215,-0.0854757916344073,1.50282685670235,3,3.07039445616039,3.12549229732968,0.605647948033559,0.584713590433712,0.281146412375603,0.497645292234923,30.5513385064453,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",NA,NA,NA,NA,NA,NA,NA,NA,0,16,2.21395591563142,2.39350761008593,0.664814173402873,0.815513947585117,0.184213828084034,0.278586144254059,4,2,2.97865081918844,2.97865081918844,0.570130634231967,0.806286475255222,-0.356434457801065,-0.298260444098476,0.378484771389953,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,1,132,2.34189698299429,2.23052098797412,1.22793882403519,1.18791463942181,0.448136858931773,0.407007294275699,1.33333333333333,43,3.20966906461004,3.06150359906241,1.35366227867616,1.97595233994774,0.966425808735802,1.10279315939475,2.28624720516022,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",NA,NA,NA,NA,NA,NA,NA,NA,0,74,2.01469458599408,2.01645126440891,0.607988793624136,0.882905377194383,-0.0140842028257808,0.00855953458052106,0.905781371057833,50,2.04755803606446,1.93120658087761,0.779095671977242,0.997765891204952,0.635458447263501,0.556699637210889,0.241015257263046,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",NA,NA,NA,NA,NA,NA,NA,NA,0,8,2.23404930101005,2.16327703105579,0.845817732375488,1.24770758831169,0.155470954167297,0.178604695701312,0.503586959067988,13,3.04492204157033,2.88732636799561,0.903622523872397,1.47890924794277,-0.239187683304621,-0.263213244655712,0.27809499585953,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",NA,NA,NA,NA,NA,NA,NA,NA,2,11,2.35456285574244,2.56741195376413,0.600389420704269,0.929507540530343,-0.119811078469293,0.0771773550718334,1,4,2.80254654623469,2.8329937475414,0.0699339592790213,0.0392432411068402,-0.0101750301744248,-0.0101750301744248,0.666666666666667,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,4,2378,2.76316612432163,2.62974350538117,1.35853667975852,1.5607441409865,-0.0158651419881331,0.0577636616772237,1,501,3.15434200038186,3.1926324605614,1.54203789234633,2.02191485608668,0.16969884000134,0.334158916356433,0.640065415319689,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,4,451,2.62393037034985,2.31908278637763,1.32672962156601,1.68704354083625,0.140188958917166,0.706016109892849,1.16666666666667,110,3.02020305493027,2.76823437973879,1.52789169829323,2.14570630441465,0.446945062995607,-0.0839919331644037,0.89263650591706,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,4,400,2.27915964181112,2.15717882583364,0.994158709336095,1.19831622054427,-0.0834339485573374,-0.130598421720853,0.91138321441353,14,2.52114591682711,2.5302370019445,1.08867847760682,1.33023539969112,-0.114406925400569,-0.107978030661741,1.12066085151287,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",NA,NA,NA,NA,NA,NA,NA,NA,0,45,2.13232389944551,1.85260906462731,1.04776831772317,0.861338224690313,-0.290284730498121,-0.138641918142212,1.09714418595132,17,2.03276627487949,1.80762274054815,0.617603265586791,1.04668346025651,-0.167830360283819,-0.0598976330812467,0.410678245539876,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",NA,NA,NA,NA,NA,NA,NA,NA,0,32,2.02440491366637,1.97849690033562,0.417943753726466,0.549248121105333,0.335347745422501,0.491982072642624,0.904828882596439,17,2.5941434516996,2.5123590832609,0.573676533689354,0.522432935780813,0.143011484548841,-0.0171919519475568,0.506213291823171,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",NA,NA,NA,NA,NA,NA,NA,NA,0,63,2.52304044977431,2.48237476742096,0.9931234462898,1.40276862461995,-0.031528190262234,-0.158432681511591,1.19090098126673,82,2.93457875405615,2.54502038203827,1.12260167981062,1.79415857471954,0.203428930469684,0.191783654087377,0.110747330960854,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,1,75,2.68119833775546,2.7656106234314,1.4575118416109,1.84735951371631,-0.211649907359772,-0.214812175125245,0.413377605162632,84,2.74167471297107,2.74298288806304,1.33647854853248,1.43683228169945,0.56457268980813,0.648136522865463,0.547762512363312,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",NA,NA,NA,NA,NA,NA,NA,NA,2,22,2.59820023204808,2.52387437051665,0.515072871146909,0.217322983249559,0.185371512194734,0.182194666682131,2.40285008594128,22,2.69695674163161,2.4812957591238,0.887467991512211,1.53216316742506,-0.090922540953208,0.0571244044197185,1.09020552922958,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",NA,NA,NA,NA,NA,NA,NA,NA,0,58,2.27633172994976,2.86570048739345,2.45639546177785,3.70201202149934,1.78246162213803,1.35468070392593,1.66666666666667,38,1.99844543126533,1.76200751644625,1.14062849417452,1.38234595576472,-0.109850905526572,0.00991944720996869,2.33606151378228,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",NA,NA,NA,NA,NA,NA,NA,NA,4,47,2.09527626902731,1.90862225177014,0.872993185658439,0.93366624969539,0.32508477397749,0.385246697433168,1.0212162157607,28,2.03462021980861,1.80807270811508,0.690340402164399,0.711937116739642,-0.0731009759923503,-0.00776975529847798,0.141424693368299,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,0,638,2.32796625690136,2.19905068759893,1.17042764110301,1.30333779611298,0.577339056626936,0.478266029323181,1,333,2.59072672777718,2.60521026983181,1.43210527257532,1.84224835876209,0.616397438619562,0.620876304567684,1.38943608715779,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",NA,NA,NA,NA,NA,NA,NA,NA,1,14,2.13199684998998,2.05817679674753,0.863826449126003,0.925078303744396,0.170131441340897,0.0725328407100228,0.95173855452399,NA,NA,NA,NA,NA,NA,NA,NA,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",NA,NA,NA,NA,NA,NA,NA,NA,2,26,3.00176271457089,3.28678415781572,1.07943928539032,1.42571713080009,0.447599703847946,0.621055770452526,2.28033393011588,43,2.52769792145198,2.53013099108229,0.704332870395746,0.833953492741211,-0.0881643810599084,-0.080028338583611,0.153369204845177,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",NA,NA,NA,NA,NA,NA,NA,NA,0,115,2.40954597274033,2.3641648283194,1.8294948352757,2.38087276998823,0.624443859658134,0.673483083328903,2.95315197472108,37,3.17007902369813,2.80238254974214,0.961321798097021,1.44931859039097,-0.420684897704618,-0.189580888433124,0.277992551723508,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,17,118,1.85315615547261,1.64314438854378,2.21184416140265,2.86214489814722,0.422590925736372,0.793994034168432,1,21,1.22977750482418,1.17393616691031,2.0506109622234,1.87867232350712,0.21574409317679,0.141639169509363,0.700853006758788,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",NA,NA,NA,NA,NA,NA,NA,NA,0,11,1.29493002888567,1.23823031570554,0.948116124901687,1.01849817415499,0.756657949792681,0.64332731676078,2.05050700230482,7,2.13448510863216,2.37565891587874,1.62821861734816,3.49525848110551,-0.0467735588065167,-0.104902855616805,0.221135128911161,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",NA,NA,NA,NA,NA,NA,NA,NA,4,215,3.46717805083516,2.3457410622506,3.27397768704144,3.24685598937643,0.202769903573743,0.547943872174281,0.75,79,3.36970395854901,2.26910993420235,3.29706897871216,2.41518158711792,-2.18819753411907,-1.48783911049549,1.01833531328667,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",NA,NA,NA,NA,NA,NA,NA,NA,2,146,3.40592126371418,3.39609900325787,1.70801700370215,2.38690704252743,0.0384417966632151,0.12070035628564,1.68111683204839,30,2.83371747844198,2.9047476907634,1.09546045689358,0.857603272712205,0.310761797209761,0.390379632900243,0.451150482214239,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",NA,NA,NA,NA,NA,NA,NA,NA,0,17,2.41546846992792,2.30380714181373,0.671317370557403,0.675104289415462,0.159560629406293,0.0390345010287987,1.04332207857271,6,2.37091722820414,1.96939705147137,0.946894731261985,1.67473618157336,0.175857703920082,0.2607597573427,12.7529807438116,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,1,254,2.33233783701165,2.26714224036492,0.994450331368329,0.995284407670848,0.0677590438998247,0.227396121102671,1.09090909090909,231,2.69083510181882,2.78418038955131,1.52731677321087,2.07175122211798,0.173568932834472,0.133812871405496,1.48551126471844,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",NA,NA,NA,NA,NA,NA,NA,NA,0,204,3.04829603774147,2.6772648256084,1.20240124725285,1.42651836309394,0.185286538362887,-0.00981388917060796,0.896075066738812,114,3.22100572275739,3.2706505955086,1.12168944195586,1.25589841576259,0.0653074844950753,-0.184602784004337,0.601281665473189,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",NA,NA,NA,NA,NA,NA,NA,NA,0,4,3.326931654783,2.59678681169999,1.44669085606009,2.47730359313678,-0.346601921206374,-0.272480927054297,0.987800976884079,14,2.48984289960552,2.39127545488847,1.11266442786565,2.54350847327303,-0.0612239217155328,0.0630006135060426,3.81859061607007,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,13,288,4.31721408543776,4.69563052422136,2.28074006872396,3.78781114220064,-0.359583718148898,-0.172961415051856,1.05,55,3.34754748549247,3.36475055272433,0.994259514274081,0.501596289967116,-1.34374746946006,-0.806384645227609,0.432761768230947,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",NA,NA,NA,NA,NA,NA,NA,NA,1,42,2.59458426138421,2.58157670762582,0.878542320675174,1.4365836613561,0.457791533975529,0.020483905664055,1.90459301270097,6,2.9097778845713,2.84587312282958,0.534354200119125,0.741247955491289,-0.0600367884803284,-0.08920844218946,2.35822068523885,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Slovenia","Slovenia2013",NA,NA,NA,NA,NA,NA,NA,NA,0,3,7.49516048185157,7.48808194589676,2.44452754134651,3.46377529313704,0.985616638513604,1.22933966553306,1,13,5.401707901067,5.38850199906875,0.409307001086583,0.620593191190338,0.337110059575108,0.899253772116409,0.787558960135792,"2013","Europe and Central Asia","Slovenia","High income"
"Southsudan","Southsudan2014",NA,NA,NA,NA,NA,NA,NA,NA,0,16,3.23409015362289,3.09734942697578,1.08619434543091,1.69635421780649,-0.436354176097523,-0.362527490276973,0.662665399779053,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",NA,NA,NA,NA,NA,NA,NA,NA,0,164,2.52964821980741,2.42737489395045,0.96727405599219,1.40153889851353,0.016744030519589,-0.0630591903853425,0.480896818352888,53,2.71429516837978,2.6222346113871,1.00538637593868,1.25047829946882,-0.0233852838037884,-0.071264711959591,0.149125156619351,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",NA,NA,NA,NA,NA,NA,NA,NA,1,10,1.91121279034898,1.95234969195821,0.527988330466136,0.812095449398299,0.22490721498929,0.222613738110969,1.09722221835896,7,1.88231303443591,1.95403019337759,0.157943819534923,0.114032074308797,0.0571215585549837,0.0680950249642175,5.96938760913148,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",NA,NA,NA,NA,NA,NA,NA,NA,0,9,1.81560698629176,1.93336439827977,0.47736450640591,0.395833560961403,-0.0785546765193344,-0.0762945719125628,0.751831503241563,10,1.9050833446051,2.01426227536078,0.531899709831494,0.49513925264068,0.461465004358134,0.442336911261465,2.47939562850765,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Suriname","Suriname2010",NA,NA,NA,NA,NA,NA,NA,NA,3,20,1.67028967891468,1.64374918484876,0.122497327782204,0.142640332730651,0.00646046019258261,0.00157533142746459,0.530844095770961,5,1.70704802858504,1.70508243082025,0.126098576288691,0.283885478837064,0.0735575775826571,0.0649256634165342,1.60476904006476,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",NA,NA,NA,NA,NA,NA,NA,NA,0,24,4.62296251261865,5.29258562573171,1.39863891354978,1.99386183376467,-0.167556938860659,0.978769523568438,1.06188713361539,151,4.24482688804123,3.3773460256045,1.70889054899822,3.34395180472662,-0.0240156947973162,-0.545934911088285,0.650020565879317,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",NA,NA,NA,NA,NA,NA,NA,NA,0,60,1.89665680233241,1.9143946398625,1.20681393775759,1.78036892208333,0.24583974051189,0.759314497731226,0.870965041744364,15,2.88728967795509,3.13172248901568,1.76682733948694,1.85272906249679,1.00734263412429,1.05322308994644,1.92299614135757,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",NA,NA,NA,NA,NA,NA,NA,NA,6,2,1.13279369574389,1.13279369574389,0.0298841767281174,0.0422626080292581,0.00927172588744309,0.0165208376841645,6.29763368429921,7,1.75845694032005,1.85985623975591,0.524688643695828,0.736749501023819,0.106306599997744,0.0848353028524398,1.29767338315203,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",NA,NA,NA,NA,NA,NA,NA,NA,0,51,2.18459755779919,1.77697848902571,1.54227349854247,1.82683628297484,0.235672849231994,0.659597232352118,1.05433497246334,139,2.17423834793753,2.18692904504762,1.09121150158683,1.52136561114365,0.334398220302308,0.16668888783062,1.77348099085809,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",NA,NA,NA,NA,NA,NA,NA,NA,2,114,1.76636967226309,1.82333934312278,1.1316529899074,1.43305123098154,0.196836655876321,0.147294590906456,2.33333333333333,170,2.02639660634605,1.62460904039198,2.2596550965184,2.79546696589701,0.202241956272316,0.0277552404607467,0.568913541527046,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",NA,NA,NA,NA,NA,NA,NA,NA,1,38,1.95497128371934,2.30315036493365,3.07274602347929,5.9763030671443,1.3200904004727,1.29207126111066,1.5,12,1.67048541986446,1.48710483913289,2.0234612116776,3.95557694781888,0.173109349263979,-0.197402977010283,3.19444486439852,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",NA,NA,NA,NA,NA,NA,NA,NA,0,105,1.81766430305453,2.27751860189568,1.10724833936446,1.36653538033915,-0.23823616582411,-0.0359169126553942,1.39737349781912,32,1.29859179261011,2.00070457003176,1.55656442949947,1.76631695527017,-0.343178356891119,0.0909751559218945,0.11750803530434,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",NA,NA,NA,NA,NA,NA,NA,NA,3,73,1.93377752091987,2.02187724167854,0.714382950179082,0.6396495768733,0.0125171316245685,0.0565658293615665,0.776044814080532,49,2.86466933082192,2.76704284410808,1.40201943672496,2.80683954768256,-0.340820678419809,-0.0891232138846489,2.77023001063646,"2010","Latin America and Caribbean","Uruguay","High income"
"Venezuela","Venezuela2010",NA,NA,NA,NA,NA,NA,NA,NA,4,11,1.81468494039104,1.7213848979538,0.392337059984812,0.485730272533907,0.0886187276619779,0.274467265475383,0.612290453585931,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Venezuela, RB","High income"
"Vietnam","Vietnam2009",NA,NA,NA,NA,NA,NA,NA,NA,1,297,2.94861562458025,2.97435315877435,1.70663892871922,2.07413586185489,0.0801264201264417,0.115233313993727,1.72905067591445,268,3.4433350712728,3.32931415718718,2.19924755299587,2.63600383532741,-0.0973196410100702,0.322839536902097,0.609371890689086,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",52,2.58063607646851,2.45676059883733,1.25218025722856,1.71936148546239,0.044250158868267,0.190116048270773,1.29000146361205,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013",NA,NA,NA
"Yemen","Yemen2013",NA,NA,NA,NA,NA,NA,NA,NA,3,23,2.36699668807416,2.06095253890325,0.760208069342414,0.730535594578399,-0.0481603265317584,-0.0313381450476516,0.783895378646338,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",NA,NA,NA,NA,NA,NA,NA,NA,1,93,2.29735312913448,2.19957208701225,1.02828019003165,1.75826382058174,0.396713505441401,0.293466042500228,2.20705636534795,14,3.54223983940793,3.11711834908923,1.00664389155958,2.15771065963075,-0.429416639870166,-0.207558422452637,1.15364968750046,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
