"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","yearOnly","region","countryDes","incomeLevel"
"Estonia","Estonia2013",1,0.1313175,0.1313175,NA,0,0,0,1,4,0.309909649549479,0.308701617103933,0.192220197913835,0.373726981310387,0.0297867028115692,0.0818564017258702,0.710610902810735,1,2,0.671098335129956,0.671098335129956,0.0899954085146515,0.127272727272727,-0.0450566227645294,-0.0421375921375921,2.73017127799737,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",6,0.183473135145558,0.146601749974642,0.139773912888405,0.257921025209777,0.0258245890491206,0.0258245890491206,1.92857142857143,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",1,0.375,0.375,Inf,0,0,0,1,3,0.411743840289652,0.461297027226521,0.148926867865137,0.285238483307181,-0.00711354175392309,-0.00724720276203012,1,2,1,0.6439018,0.6439018,NA,0,0,0,1,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",7,0.402123596033662,0.409258389118056,0.236145752293907,0.466666666666667,-0.0241661450417943,-0.0344898250899029,0.534618794620855,3,0.48460339731738,0.453494959691517,0.408877499829292,0.529824561403509,-0.138230364341041,-0.0656621593904922,1.40347435170565,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",2,0.166666666666667,0.166666666666667,0.117851130197758,0.166666666666667,0.0277777777777778,0.0277777777777778,0.75,4,0.269100416654242,0.300582711914475,0.0989161985294387,0.13,-0.0303537824746596,0.0285606060606061,2.36673616751209,0,3,0.416176470588235,0.448529411764706,0.103851021189376,0.2,-0.0376393414508661,-0.0376393414508661,2.07547169811321,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",4,0.446827900607079,0.458381867709364,0.318583240915775,0.254901960784314,-0.013162913052031,-0.0127040892538344,1,1,0.394740740740741,0.394740740740741,Inf,0,0,0,1,0,4,0.31721808864517,0.293555743847523,0.125234920472709,0.141110442448081,-0.0738791750130726,-0.074927709946749,4.0299402013582,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",5,0.163179132308528,0.153112050469409,0.149509240250711,0.218133333333333,-0.0040588261396783,0.00593729618163055,1.63818165534088,1,0.0186925356405904,0.0186925356405904,NA,0,0,0,1,4,3,72.2589730004843,0.488742260105822,128.330038344281,219.649547754907,-55.5599211847955,-55.7187561277286,5.26371865788568,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",17,0.484038201212912,0.4600198195424,0.156861173155654,0.22128078817734,0.0296251451497867,0.126545489015583,0.171291887722975,110,0.547584699569099,0.586764349675448,0.170819111306278,0.232953754940712,0.0343387823859041,0.0345978726187611,2.21568565207776,0,12,0.64979514094986,0.612692645951864,0.21741347907904,0.2,0.032168356104858,0.0699295535320406,0.931564443209827,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",25,0.369649136875435,0.285518514768748,0.303460922803978,0.333333333333333,0.157623593158687,0.153245144268602,0.158794512726614,1,0.283333333333333,0.283333333333333,NA,0,0,0,1,2,2,0.524060340142751,0.524060340142751,0.0163299576764736,0.0230940476190477,0.00120683492040579,0.00128300264550265,0.919693651424415,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,8,0.181500474127218,0.137428703458858,0.195735685259701,0.166335650446872,-0.0104080493205379,-0.0159731822253572,0.744753920495773,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jordan","Jordan2013",2,0.366666666666667,0.366666666666667,0.247487373415292,0.35,0.0388888888888889,0.0403846153846154,0.75,1,0.285714285714286,0.285714285714286,NA,0,0,0,1,1,2,0.609650134563629,0.609650134563629,0.036048581001667,0,-0.00916337604535527,-0.0118125298900047,1.27094474153298,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Laos","Laos2012",4,0.357260563793454,0.323223983660859,0.116332884621508,0,0.099466517414358,0.143244196552683,0.291360236634115,1,0.204081632653061,0.204081632653061,NA,0,0,0,1,7,1,0.333333333333333,0.333333333333333,NA,0,0,0,1,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",3,0.535877978628176,0.535718128225572,0.357596226594228,0.702898550724638,0.18504745058641,0.18737922705314,0.330851150256048,1,0.571428571428571,0.571428571428571,NA,0,0,0,1,0,1,1,1,NA,0,0,0,1,"2013","Europe and Central Asia","Latvia","High income"
"Lithuania","Lithuania2013",10,0.359518733408443,0.370175731478607,0.225331369776529,0.2289125,0.0758013755322689,0.229877028119704,1.49891056907893,1,0.219490781387182,0.219490781387182,NA,2.77555756156289e-17,0,0,1,1,2,0.415426173623807,0.415426173623807,0.290275398826826,0.410511405844156,0.193566445112762,0.162043975991114,0.424363980975279,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",NA,NA,NA,NA,NA,NA,NA,NA,18,0.366010702478039,0.337938123775932,0.173871804742654,0.215447052254764,0.0141796493744887,0.00921064951761383,1.07883287732421,5,5,0.278941368617324,0.191000765223753,0.282929170026811,0.645989495798319,0.0856412554623749,0.0786337186148552,0.639463359833711,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mexico","Mexico2010",1,0.3,0.3,NA,0,0,0,1,1,0.5,0.5,NA,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",6,0.445331261517019,0.504321351868456,0.152485390552007,0.305555555555556,0.025321910344392,0.014086417617627,0.733146299487003,1,0.45,0.45,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Myanmar","Myanmar2014",9,0.347484733636435,0.274212428143761,0.301773279221505,0.356,0.26924198231006,0.250360027940869,0.0962980667026254,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",9,0.497570265646033,0.462777188702793,0.109149091491126,0.183333333333333,0.0268990614769558,0.035862775217614,1.0116826099749,1,0.25,0.25,NA,0,0,0,1,1,2,0.406465437497563,0.406465437497563,0.151522881682832,0.214285714285714,0.010158460849132,0.0104529616724739,0.922400955553534,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",14,0.376165932305623,0.423086759730165,0.210679030443599,0.34054054054054,0.0145134343977831,-0.00660742018038982,0.953934444553907,1,0.2,0.2,NA,0,0,0,1,8,3,0.533001346920739,0.447997718949351,0.590062582726444,0.99,-0.16145845500251,-0.106621315192744,1.40727570271782,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Paraguay","Paraguay2010",2,0.485068685301619,0.485068685301619,0.0436703211036947,0.061759160378033,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0.198786094779254,0.173762159234241,0.123824316432051,0.180847819457152,-0.0609267197804111,-0.0679615459258643,0.731967832213694,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Philippines","Philippines2009",5,0.416882722352244,0.371651847330349,0.450919211089353,0.449689872669401,0.333604757003815,0.362577216035697,0.18910887705715,1,0.795077624050085,0.795077624050085,Inf,0,0,0,1,0,2,0.503015314766937,0.503015314766937,0.280668655703078,0.396925419428318,0.0319076089284458,0.0323078829767236,0.829523767309768,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",8,0.552344978423586,0.54396020947193,0.278110593387346,0.276433849089008,0.0749214025303123,0.123137340370766,5.31481928352065,1,2.4908,2.4908,NA,0,0,0,1,0,1,0.599149375,0.599149375,NA,0,0,0,1,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",31,0.495007206062023,0.5,0.283228583605863,0.291719449574996,-0.0263136507223448,-0.0511527482970709,0.668764814379725,14,0.362311936813357,0.4,0.144121311391881,0.3,0.0114181555133926,0.00990266119864601,0.992460628448433,0,1,0.05,0.05,Inf,0,0,0,1,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",16,0.324028137284884,0.322532688715961,0.178378405966866,0.261034047919294,-0.00083022100565105,0.000617159890567879,3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.528,0.528,NA,0,0,0,1,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Slovakia","Slovakia2013",6,0.135040789688882,0.0185877021591777,0.225826904397932,0.352,0.0841563483867508,0.0890489557222444,0.799185305060149,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.00933333333333333,0.00933333333333333,NA,0,0,0,1,"2013","Europe and Central Asia","Slovak Republic","High income"
"SriLanka","SriLanka2011",20,0.453284240767862,0.4,0.226606917684909,0.292307692307692,-0.0515296946562371,-0.106143820243469,1,1,0.1,0.1,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Suriname","Suriname2010",8,0.459224163262167,0.444004494374233,0.0598168155983962,0.0448717948717949,0.00239354103603159,0.00252359445735057,0.8,1,0.52,0.52,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",1,0.915714285714286,0.915714285714286,Inf,0,0,0,1,5,0.419335341651628,0.402250354683211,0.094562785000157,0.2252155,0.00469421575570054,-0.0147825585563666,0.743064898581038,3,4,0.432943395052972,0.421339975289205,0.0441648140580549,0.028125,-0.0143649370317892,-0.0168279734542332,NA,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",4,0.348442770930208,0.376159048403246,0.142133866166383,0.22974358974359,0.00406031380020278,-0.00391354372123601,2.39664162393048,2,0.231578947368421,0.231578947368421,0.0446593756538872,0.0631578947368421,-0.0184210526315789,-0.0184210526315789,2.4,1,1,0.425,0.425,NA,0,0,0,1,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Vietnam","Vietnam2009",12,0.63554706696078,0.684120221176272,0.146482259016251,0.174690941784671,-0.0572476990654063,-0.10558350963211,0.120367185003532,14,0.692418444324535,0.631297258739318,0.488742979365722,0.413621262458472,-0.118982145858453,-0.0524704761047213,2.12379790770791,0,7,0.539000670204836,0.597237060072669,0.112024656340715,0.134883720930233,-0.0752881340310392,-0.0670003992678149,1.72112560984053,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",1,0.15,0.15,NA,0,0,0,1,3,0.383707194527339,0.384098213256628,0.0230695250791831,0.0333333333333333,-0.00725936713715951,-0.00811965811965812,1.7282191763437,2,1,0.4,0.4,Inf,0,0,0,1,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Zambia","Zambia2013",9,0.292896787422335,0.31443875071748,0.142149202101304,0.241025641025641,-0.00613976090390426,0.0146528681836046,1.5,3,0.239281916291291,0.277305208333333,0.182721382990627,0.359459459459459,0.0401795209271772,0.0401795209271772,0.5,0,2,0.0952442926844891,0.0952442926844891,0.0355261377987444,0.0502415458937198,0.0092439053707449,0.0126847467355431,0.788074390017904,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
