"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Indonesia","Indonesia2009",1,1558.7465684451,1558.7465684451,NA,0,0,0,1,1,39592.1628385056,39592.1628385057,Inf,0,0,0,1,5,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",1,13171.8464958362,13171.8464958362,NA,0,0,0,1,1,29552.2197021966,29552.2197021966,NA,0,0,0,1,5,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",3,101341.276961501,100785.497643609,4024.06067448756,3401.14683416062,2900.1183071989,2719.01106167614,7.70766047856046,1,347042.945485649,347042.945485649,NA,0,0,0,1,6,"2013","Middle East and North Africa","Israel","High income"
"Kazakhstan","Kazakhstan2013",6,16299.8318417768,14563.358855166,8556.12326408583,12296.86388547,-8869.35814173713,-9056.42903453802,0.00942534536971147,NA,NA,NA,NA,NA,NA,NA,NA,3,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",3,58574.8791338338,77010.3643194795,42683.749939,80612.0547200982,16541.0641110114,20102.6133747731,5.53947838223414,4,149748.032242486,142221.568539369,87468.072250535,122524.966891844,-42681.0700253273,-22656.0061730759,0.319685186612493,3,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",2,96812.604949662,96812.604949662,58450.9349105273,82662.1048838547,6588.19881393455,7819.3882998241,1.3091733541212,3,266129.151215431,176777.630513105,249601.443941262,181965.845746804,131303.687025118,138942.85110855,0.955018277020183,0,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",NA,NA,NA,NA,NA,NA,NA,NA,1,70929.9513462318,70929.9513462318,NA,0,0,0,1,5,"2013","Europe and Central Asia","Lithuania","High income"
"Mexico","Mexico2010",12,104065.562233437,92127.6884709385,81690.6133821502,124875.355894764,38882.0419326732,60558.2990186806,52.8943056821632,5,66485.8449957586,72335.6082192386,21514.6136469986,18892.857025557,11872.8319077116,12408.0937745034,17.6675323387245,2,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Morocco","Morocco2013",1,47750.8593893991,47750.8593893991,NA,7.27595761418343e-12,0,0,1,1,27548.5727246533,27548.5727246533,NA,0,0,0,1,4,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Nepal","Nepal2013",7,158336.680399553,6678.71097728551,254333.354148155,394446.598000652,-11649.3692294938,-24565.1479169155,1.20011801509837,1,16740.1854371563,16740.1854371563,NA,0,0,0,1,0,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",5,284.35647826661,225.119112953069,257.640908439816,277.921867199431,79.9885939123624,88.4486817279938,0.544748842637988,NA,NA,NA,NA,NA,NA,NA,NA,4,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",10,90483.5786785988,3889.95266559327,255750.78916282,1187.71941257545,7591.41198117498,64904.1199081706,1.10312660101936,1,3257.74467449267,3257.74467449267,Inf,0,0,0,1,7,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",7,29877.5184748409,31323.3101847072,20671.4918475567,34309.4039280565,14282.11683149,7916.82500970044,NA,4,38780.2068103009,44392.7706388147,13551.1391484169,25072.5100238786,2428.6807643465,1407.36065893576,1.46153846153846,3,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",34,28432.6432624011,20445.4926782774,24386.3810358961,34977.0340717222,1884.77354292788,1706.3672640671,1.19387221586057,52,45312.769885737,28119.1299567252,50699.0714072859,41326.6453575166,4866.67538441203,5682.92980433158,1.494928111504,19,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",2,22112.9499962852,22112.9499962852,3207.16977139896,4535.62298754543,773.22044669911,755.937164590906,1.37539419766724,2,34511.9855209435,34511.9855209435,55913.4223670493,79073.5202301763,43373.9712854338,33520.2966193138,3.97883593042295,1,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",56,22030.5521467833,20555.9526980508,13875.6969772036,16634.999258341,5018.92682356613,620.117516881797,1.21120703395374,19,36694.6397840982,42536.1929104646,23514.4396969219,32530.6652163113,-14074.6199396258,-13841.2945875858,NA,31,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",NA,NA,NA,NA,NA,NA,NA,NA,6,91447.2252137066,108959.986316491,56149.9088833974,81929.5294374651,20305.4204196021,22691.0009061766,11.9774731612921,0,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",2,144463.812811987,144463.812811987,92893.7473151513,131371.597312746,42387.1776663539,38419.9954405202,1.99541672722621,9,307721.737321794,253946.362632312,104238.360845938,195064.778441715,5051.20483499464,44038.065694895,1.03345483935835,1,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",2,86.450171644332,86.450171644332,4.66716912739579,0,0.460458317172927,0.99005608167782,1,2,60817.0151685387,60817.0151685387,17200.8518190172,24325.677926824,-1140.55243400172,-1351.42655149022,0.855532367289336,6,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Tunisia","Tunisia2013",6,30799.6237590795,33013.223129497,11809.5813759005,19196.7321879509,682.860388161715,1410.50881158417,1.0311020118739,1,55836.6450794928,55836.6450794928,Inf,0,0,0,NA,6,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",2,73372.5087681144,73372.5087681144,1459.35370007416,2063.83779494424,270.84116702288,281.432426583305,1.41361751436618,3,42543.2219807889,47030.9959022918,20929.9969824837,39249.1257845534,9739.6620958778,9563.05191125181,1.04410302905653,3,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",1,164505.996169814,164505.996169814,NA,0,0,0,1,1,7121.21148804328,7121.21148804328,NA,0,0,0,1,5,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",2,18793.6732538507,18793.6732538507,27679.0776314393,39144.1269803592,994.840865023727,1030.10860474629,1,1,1214.81773387322,1214.81773387322,NA,0,0,0,1,3,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Vietnam","Vietnam2009",6,19590.8800028368,24729.8780055559,8251.51843918682,9273.70425208345,-1633.92236623572,2130.52858177939,0.371403702534932,9,70291.4497733605,58844.7837968047,35925.7704991495,62673.2692591784,-2674.53285030594,-13204.0136032312,1.09752186707759,3,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",1,7652724.5098156,7652724.5098156,NA,0,0,0,1,2,10080937.1536111,10080937.1536111,10449394.1429246,14777674.915506,667584.515268441,671712.496159362,1.08643468558147,4,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
