"countryOnly","country","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Belarus","Belarus2013",28,35617.3401788127,13658.0879107012,38060.0099560855,59567.6665514971,-4491.78278291216,-1322.56057779985,0.420786260175572,35,26998.5823061814,14399.6242822006,27599.0043853759,28562.2125732932,1215.07582630965,504.443067948442,0.645161290322581,34,24217.0125655453,20783.3471621372,16357.5071928105,29455.7134361491,2975.3948647171,1915.13571408987,1.33931980612397,5,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",6,53407.576801761,29321.2553627024,60109.7608458792,72222.2222222222,19404.1627292535,19139.693913574,0.862682554578958,21,33279.6283306985,31403.2890000188,11475.8059693211,14833.3333333333,-13.2068950447254,31.7400700474721,1.12702009160185,41,36555.4938142724,41107.3310394401,20173.8057046525,27500,3715.32235074178,1786.83810630877,2,4,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",6,31026.5947251394,14871.3776668406,32132.7096281677,54528.3846923173,397.307622082632,23.645573374195,1.17555537831103,17,9679.83450350144,6270.64921016517,12535.5791668326,9384.47055032912,1755.68493097688,2851.10967728796,1.24706745147705,49,9991.62247160817,5044.0345352648,11321.0498066561,13315.7539164322,867.694911119864,232.417005469113,0.518954494056999,8,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",15,45260.3912609565,25958.5710152089,43791.0628547067,74122.5382513342,-4863.51446525049,-12953.7495423048,0.898338323211697,36,59525.1584775955,46349.1815320893,56972.1572360257,42983.2713582301,-6603.0214448368,-2214.39912329897,0.752618434504622,48,56020.7049323576,46655.115304673,36373.6546852144,28032.9236755543,2559.41930237419,1547.13846395133,1.19612242176016,4,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",30,36040.6659310367,29311.4251168043,29086.6378239269,34255.8675892009,-6092.85681223735,-5604.98523360503,1.23046577247862,29,9846.85300226452,10169.0663360756,7512.47640617882,7892.87749287749,872.029615201425,553.55546584953,1.26945959406164,28,11617.4678144667,8856.09541046146,14552.9015976323,7049.85754985755,1292.44434114381,-11.7994503866806,1.17310180989268,14,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",15,28107.1478962017,23103.3871670732,19793.5116017938,12630.6907554537,-4973.6341345199,-5955.41678457534,0.214285714285714,28,34503.7583728157,22517.7556762127,31652.7673471358,38666.8542831156,4506.13324911055,4639.47609816576,1.42560591387886,28,13088.6290662614,10467.9203703519,9582.24392886243,16476.9347357348,456.370472440511,33.8147818615074,0.867261553683632,5,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",279,78591.4644667088,59944.5783907964,71163.6772793455,97810.3323326053,-4604.28615195457,-6191.83063271379,0.6,556,32141.2907124679,20102.3769015791,37740.1605828855,43892.2423140638,-246.786477640484,4722.925439171,1,468,44130.1856735835,24539.8964647646,46975.3314382375,65074.3988227543,-926.293273179241,-750.396929586438,0.9,66,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",20,25228.557494744,19102.7762697824,23570.1964863516,35882.1068247461,4159.94936312875,1784.03054555942,2.8,35,33890.617341926,23294.8207701218,33072.0110492443,51736.8967949939,1466.23437306969,1070.28472903269,1.12124208622828,47,24494.5925813629,18898.0248600539,19280.7826381688,20903.8382465487,2236.53295579202,2554.96375459172,1.6,5,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",18,38741.3334426157,13937.7355016883,43597.8010014273,84944.5360298432,9491.7539470239,5559.1169047432,1.26699068975426,25,23144.4012993852,11613.7952444741,29060.7382952217,35061.1251884809,4732.92020156319,7444.42444748695,1.20081500060224,42,14012.5408370672,3922.26276048605,20936.7552798984,10613.6619214102,2356.93030167881,154.726809481872,1.76188643144134,8,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",3,94508.9610542339,14588.0127277345,152474.230348971,271478.963034215,-901.666204145372,-8442.92142710049,4.73548567299011,40,16287.6037824595,13314.0761135623,10721.9639161302,18357.9023443822,59.3688441303637,684.405481659086,0.945484768617593,12,14880.0903757726,6999.09405505354,17514.1393229823,24834.3335036645,589.758449516533,482.302938693652,0.615384615384615,3,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",32,147595.366208055,60712.8780204466,186885.627911904,231691.164604588,-18083.5302269559,-19308.2955899643,1.2561999590516,31,22317.246486454,14585.7496636932,23501.7162718889,24138.0940018693,-2207.50838898062,-570.289822866393,1.3889851563501,31,6684.98391497045,5324.71554308146,5209.55953079732,6226.9758715633,953.552416529992,791.719737615903,1,7,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",199,176821.054983252,106978.588684756,168254.829577466,177682.440608734,63451.1844677546,32172.7359549099,1.0909105314125,272,47449.1716749076,37172.6990611301,32360.247615613,30870.9641633155,5291.49438197124,3828.23774255265,1.25929287123284,207,36454.8126394146,32078.5692475114,22403.3331691254,25853.1589321495,-547.363025059924,245.669494099384,0.896163869844402,32,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",691,47043.3768635242,33704.5388143078,42618.1994269419,43166.2664905238,1194.7681494279,12814.2801739308,0.666666666666667,693,47349.2731928289,37449.4875714531,35547.3696246275,33964.3924015383,-657.786673709628,-8.92996594062026,0.998617272288216,220,48534.0334924408,34745.9836782705,42412.0285014952,59919.1801143249,888.154820731578,-1701.05716484296,3,87,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",75,63352.1689968537,65844.7403246245,14760.5293482991,0,450.791122982766,1536.14792218758,1.0655807663296,237,31414.1043733333,21403.3080613046,24171.2574212512,21954.3121572724,4143.38357772375,3777.63039223186,1.01136122342988,238,23267.2522602863,19531.3893551357,18745.161773275,24177.7715559682,2830.88273119612,1400.01556067029,1,122,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",57,65624.4578550445,52329.7230434582,53150.1645119482,54207.7927378346,-4511.16494510672,-3423.34574807912,0.937462930540278,99,27853.5664038874,16838.7044054241,22239.0782967226,21420.6833337233,2257.88603498667,864.7819535052,1,103,23474.8048680511,16397.1097746114,21349.7053822107,36670.2278551135,3896.75079921961,1171.28526290797,1.15073714067176,11,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",21,40126.6895113105,36947.8145495485,27218.2511540692,35492.9159549591,-1789.54138034389,-3603.76290932157,0.752636774886187,41,9563.92621403562,1574.82917737618,14479.5319388467,14857.3317296196,2538.24901814645,2481.4820192382,1.16912007194213,108,3278.91151744929,2143.53869992222,3321.16251898377,1965.93120764296,701.835859680711,817.742408151661,1.2,32,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",16,141436.061959559,109930.076861185,100842.414519678,177146.616106612,29178.6481147427,30460.1793928704,0.825900318699373,36,70561.5093157908,67922.2437004742,43057.5005814011,68944.6052232076,-2159.29739366738,-1865.82376280358,0.702538943170576,54,62132.5882820366,50553.7727458786,39731.5168874625,32170.7611701323,2895.25503379776,1561.51196904099,0.957167534474436,4,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",15,62684.9381899651,45118.5718956227,34026.4297950266,54347.9220237817,-7994.73049140613,-2721.05046436462,0.480880393253669,40,69990.8547172325,56920.7066699935,61205.3605946888,70151.2184987821,-10401.2197895268,-4287.59834445476,1.03448275862069,40,99313.963971978,63611.3852601723,84876.3166283274,111297.606272107,3163.88955412996,3066.72366398374,1.25372444820466,7,"2013","Europe and Central Asia","Czech Republic","High income"
"Djibouti","Djibouti2013",NA,NA,NA,NA,NA,NA,NA,NA,15,37248.7939853735,21878.0426387071,39225.7633015332,61295.5842182453,-3887.42483893169,-2613.84219425888,0.75330841831391,37,125522.883421499,26555.7348704027,166470.950376192,194892.44358669,-32228.8593820381,-31633.5252388245,0.601971884292557,2,"2013","Middle East and North Africa","Djibouti","Lower middle income"
"Dominica","Dominica2010",2,44711.9687381125,44711.9687381125,39559.0506045699,55944.9458795864,-1202.12280402417,-1241.09948197035,0.949019607843137,8,76699.3727132366,55248.3698092031,61569.5473327249,94954.4973544973,-3883.16125391404,-4187.41328174367,1.01764705882353,14,35800.0068714354,23888.8888888889,23775.3516465739,38518.5185185185,181.474610046038,181.474610046038,0.625,0,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",46,31170.3747440518,24347.5657989116,25270.3205961561,25725.59230472,1915.40272868309,3816.20760464034,0.681770531426452,43,31785.5240122214,25725.4819575872,24364.5205708295,26188.5185010292,2351.5373028126,572.236113135187,0.416668449276507,24,24372.394391047,17137.3490272113,18662.7841297009,21271.7081176503,-4199.19921792344,-2538.25159167006,1.05811435493845,3,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",9,9491.34995120682,2344.32511517363,11942.4623184532,22874.3579273389,4811.64255682033,5234.85804647494,1.19906755105291,50,83975.3835213267,14666.8996158656,133526.690950059,104926.63046455,-11764.2689273352,-4887.34620578925,1.64009493513939,139,2156.994473442,858.62015028244,2944.05841818404,2461.87692284366,144.169547774182,58.3106740145631,1.11599098334926,26,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",40,109946.896689362,56303.7059838328,118856.939236744,116622.807017544,7839.04113734084,8599.59740933711,0.300594046722608,36,31769.5652107446,25000,22683.547057765,25629.1304347826,2470.81239898897,2002.80502414898,0.849119709423835,37,39039.129219255,27207.1209090631,32242.0871448183,51750,3264.39799522384,1163.04725544439,1,3,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",353,21272.1574006849,11610.1462294993,25338.5680183477,16526.3883411815,335.433407472523,-2730.69700876846,1,618,20331.6684879866,15700.0689241225,17703.3085809062,20169.7824239492,377.924189804028,699.227435667575,1.06666666666667,638,14702.7450677523,9420.04135447349,15025.0514505136,14391.7298471123,1821.5479943113,764.867811046628,1.44985190977823,132,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",46,41266.3609003054,31085.4270833395,32174.9095854298,31250,2013.99655851852,778.856543245516,0.589712210297966,37,15152.3125716708,14953.0940274828,8932.06949570043,9414.28571428571,2270.9610798004,3512.04441593444,1.60332030248197,35,28970.7361291652,19786.6981716859,20784.8118210052,37131.8888888889,948.508432190029,1233.34722145346,0.622559689710754,7,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",13,68169.7554290714,38281.8384858876,59571.3029750105,98735.4858147033,4326.35119844021,-1810.33716648705,0.84797279562398,24,67632.9044387896,62863.9568257703,35826.0920393714,49595.0709981697,3503.87046427593,3005.78564053369,0.61035913277647,37,59044.8604771442,39415.121252772,58901.2436220735,54924.8380025728,6494.31717830443,3903.87500534302,1.09613760691296,3,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",59,27160.0892371942,8597.03975389471,30783.3854202664,53839.084450434,-12009.0182481823,-8237.82425313935,0.422865276559674,72,19724.2090776863,5078.43846234589,26010.9480492366,42138.493148896,-4910.74652313371,-230.11304119318,0.915415598681801,102,9845.33594210963,9420.65673015523,8711.86402826904,11668.9982611007,511.778848519964,409.126614805233,1.01263197586727,8,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",12,29201.1228004848,17240.2844627986,34043.7062741376,14431.9953440561,-6818.28860727656,-8360.43120923757,0.850467412360802,37,15906.9247863633,14880.9574609103,14095.9750333745,18937.370401388,496.373444567297,1795.88324865035,1.04674988557984,66,33003.9750864498,27195.4893168913,27235.1703328234,28319.4842411126,266.623045031035,2614.37693158475,1.46265306622132,7,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",16,16724.6195499492,2387.13872543563,25823.4618013489,34222.6442965949,3059.20548985679,11376.1166938738,0.710401409055204,30,13473.4707113238,11307.9936092245,8561.07227770338,12681.783335314,-332.944366547503,-625.042148490204,0.506021411265505,44,13368.6529774601,8508.28967081685,14354.9230194607,9884.17987448238,1349.24478108122,1725.57744223088,1.72050609116291,8,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",27,164253.898557611,52645.810229468,256124.30690475,278566.417123104,17523.7431485023,8154.24710010721,1.73353061081857,63,18764.9404483505,9413.96221376282,23895.3367105783,20997.1297821979,986.369120561634,1542.82227021312,0.628838448807202,192,8711.73562207433,4529.36955876363,10571.8457544416,8824.26131489292,728.306508685197,633.339277554009,1.16666666666667,17,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Grenada","Grenada2010",2,64622.3475638488,64622.3475638488,47741.2336172726,67516.3000659693,1479.44083809893,1479.44083809893,1.04583333333333,7,31429.9830899731,22831.0502283105,34061.3014103897,21276.9333333333,-1076.90438626939,-1076.90438626939,1,14,22544.1019875656,19795.0458336895,13723.0827594955,17755.2204585538,428.65127107654,425.457744869509,1.4,1,"2010","Latin America and Caribbean","Grenada","Upper middle income"
"Guatemala","Guatemala2010",84,39826.626687872,36363.1662750541,29137.9311290844,31168.8093660186,1650.51311630024,2466.55169017361,1,80,20386.0132425286,14632.6014819666,19337.9871992649,21572.946738043,3036.98266805867,2137.56024028631,0.799432261220592,86,7460.18792023626,7351.53986426096,5871.31094603029,5105.23601684789,270.202060765898,334.640215914867,0.690303479380852,19,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",18,45732.0178418052,30564.0507903567,39196.8638351929,33855.1699179304,-2292.30557581818,-1119.99619007354,0.382577928908291,31,36137.5528758394,22816.8714661732,34446.3542319477,45445.5347653082,-2097.19710052863,-2120.50700710292,1.27081172247884,11,21977.3380220862,16762.3643636186,17227.9481042674,34866.9336166272,-2050.68753867386,-2060.63259807329,1,4,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",18,16174.9717822809,13241.9747510295,9645.27621781513,8467.803822155,186.848705311118,-368.204972517956,1.33699722369679,24,14263.9660158968,13579.9926854154,3679.7249839708,2718.8767976667,558.226774651604,323.066676556127,0.682245988070548,65,9095.82161387976,5292.37738884684,10819.4935106552,10093.3197344436,547.578598228751,1972.08847693594,1,40,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"Hungary","Hungary2013",15,98829.9206080814,82296.8584218551,86919.6194916012,113807.062660035,677.405318429444,-9508.06036939974,0.875850236665221,15,180582.355610871,99598.2834331839,239061.192100849,186578.296057229,266.36976717651,18554.2614305395,1.90836249770973,32,121973.612996479,55282.0497694645,129978.973249167,141287.969992989,-7406.72537606078,-1308.80953626517,0.595635643374735,3,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",1509,28201.1130895466,20880.8518723289,25667.3565387029,28778.471757723,716.285886037448,-2499.76233181877,1,2953,26528.2548714331,14988.7873738141,28887.5482421067,29098.2325550311,1150.43448410031,1438.66601728385,0.875,2052,21837.1927828137,15988.0398654017,19648.2702505479,20023.1165933364,454.785525521706,207.106030881989,1.1,472,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",196,21634.0229226212,11136.1054546962,28173.7888289839,25123.3980400723,-4101.54093886169,5579.36809965095,1.32255133889227,216,4587.765749907,3092.6613788036,4868.22450392129,4346.98867579006,386.890876882422,387.519588447781,1.16583386432888,532,2262.70930183558,1486.14184837565,2172.43099011206,2431.64464677436,182.112451756116,224.805902708035,1,85,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",5,22098.0566439108,19064.8946694858,10611.9391656,8377.00715967779,-1651.86962642458,-2203.54436741189,0.460597630976444,90,11162.1465232916,9733.69795823655,6804.45907321136,8582.66977222348,114.328173026234,-91.2553701246397,1.09090909090909,344,30599.2172845621,20264.3792243634,27977.4746374152,29552.2197021966,-3149.46007859927,-3452.07504503192,0.700757329898057,33,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",38,183048.645090512,174955.22512781,91186.1098259196,99428.687692195,32150.0460255357,4125.02310276282,0.315780101783513,67,185404.642565952,171617.566278174,105373.664552317,133340.415657433,-9922.61519736358,-9498.60886166895,0.809678221449901,71,156302.812035386,141127.293681205,87609.8477781257,131119.609102661,-3810.8739309058,-2255.94430624225,0.933333333333333,7,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",25,158586.642200643,127852.139575122,121584.128392591,232422.504174111,1717.82907656111,-1934.06114121833,1.2900962837938,37,29045.4321345824,22907.6268872184,18424.9327165712,24518.5771736771,1987.78661876776,1710.8156177518,1.15889834041157,40,18398.51651429,17065.9880687284,8041.91916318974,7947.3964045549,-208.837972129484,-167.980329145565,1,7,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",95,69340.4711625505,45598.2002816439,70720.4383701932,83995.3117894252,-7290.66067427318,-17727.0553935622,0.44,95,38606.8472746202,26783.2488005182,30563.6172906634,23594.7668004566,2500.65113434232,1832.52909717436,0.876477044802054,111,39169.5911475102,16739.5305003239,50622.5603053254,46870.6854009069,7394.11743603378,2807.70825216519,1.83320729747613,14,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",32,30158.0332169443,20852.3045821497,30809.4713479858,14505.1877149861,-4774.12741001733,-8003.997497208,0.190350317148456,60,22931.1184791227,16906.2295912168,14436.5780266967,14083.0523738678,62.8726749338669,254.74922660068,1.34970431617582,61,23518.4745145174,16128.0115561597,16604.5101018834,22470.4028935502,330.480017765654,445.670074946443,1.23663550567519,12,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",92,69280.7992656803,31988.8185288646,87742.2752045456,90565.5845138024,28465.0370786283,27589.7524539862,0.980473327916738,128,49913.4049375498,25948.2865651983,59546.6863617352,53166.6538157712,2332.59808564232,4330.13267137289,0.662517054030734,115,24648.4066404597,18719.4775514161,22538.6044007653,25412.6165540984,-415.196589305914,814.752513689909,1.06807327892927,25,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",5,47439.5062924709,31582.6459792253,47983.6061685272,101363.216872756,-6791.45694119107,-5564.28169409058,0.461538461538462,27,60325.6375341964,58032.8324200577,38860.4243655054,43546.2251086499,3155.83499132597,4730.30354616223,0.821115357371957,29,33179.8785728356,22283.3783069722,32694.3669834509,33638.2356878616,7618.94457966225,7461.5634331651,1.05453582803447,5,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",15,22045.949145505,16994.2844508259,16115.6734140398,20505.4401063283,2684.79532543094,2250.63229444698,1.10022084956785,38,13666.3841083823,9528.59816672047,11170.2167108048,6880.02767205053,697.928268575578,824.739562143359,0.857142857142857,27,9239.87308537252,8438.66293724558,4479.49344494254,5600.00557077162,-493.468849220967,-594.263468891763,1.00299432419065,3,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",18,9527.57121432381,2806.64223923241,12004.8911238311,10331.6886646649,116.934092921127,188.42785133668,0.763523893221468,33,6468.6922946756,3857.16376814155,6371.45090576435,9276.99544681366,609.371018279302,329.592290353744,1.11111111111111,36,7708.15886277701,5556.59578595604,6897.51552107854,6712.2212631875,35.3018206613429,-228.00906782323,1,7,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",13,38735.089247904,33241.4390216672,35724.6488736691,30914.1136038943,10551.491447402,10410.0647249481,0.958408121584054,33,38699.2763780292,37590.4523445456,29088.0668217858,38326.3360546261,4895.9426307702,3837.18436448155,1.16600828312714,54,37318.5939761897,24288.7251648099,34020.8527574385,46130.3109483351,4491.99704300017,5054.15420460952,1.04026852861811,2,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",42,111516.784351789,84173.6733251224,90030.2636892142,80641.6273408637,-23987.2396662775,-7461.48613851034,0.660526894274543,75,61679.7128656078,52807.606496836,46812.7347780434,44926.4313213132,9382.26502086947,4906.59430817641,1.0213494779574,82,59333.0842463311,42047.7758946776,48039.3645034887,37842.9983052098,-2169.54740982923,2177.70129690406,1.28571428571429,11,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",18,50862.3325592748,31461.326663827,53688.8195521593,47735.5579735189,15188.905075286,18440.8355074113,0.988184769638246,30,46979.5191484132,27639.7721559032,45663.6364592229,61177.0830361249,8545.1308193416,11489.1984425995,2.09009775363735,43,31385.2834749474,22685.6107727149,24444.8299614107,30721.5351768366,-1179.86084000799,-485.955643183077,0.790172959668218,3,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",49,8183.18447697664,4340.73252622645,11466.6602837405,9448.41777862271,-2159.29398188048,-1659.18864132519,0.498348456383938,43,5887.77999025334,3091.5272770419,8124.89069006357,4028.53023955918,2096.97558894264,1492.67581967901,0.890309693144814,123,2506.5615406492,1082.93823644064,3165.82808265649,2079.24141396602,-14.8828906746225,50.8394111390583,0.851466262001888,13,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Malawi","Malawi2014",12,24083.4459451382,17389.5917852719,22626.0400587179,46276.6936395764,2129.87527908519,1122.33005846112,0.632821402493646,34,14023.8373496041,6224.45941574238,20200.887293748,10687.7125786641,2093.31928670846,1079.45212415289,0.568188307905576,81,15383.4938318469,5492.88718552957,19587.1103693195,23652.5323046724,1350.53424910735,-48.0024972391649,1.26150741193533,5,"2014","Sub-Saharan Africa","Malawi","Low income"
"Mali","Mali2010",7,11068.5109172629,9734.92149656635,8516.65149293712,8222.31770094226,-1696.70299709999,-2004.44001154934,1.51661551538262,22,13662.449579065,3532.87761392859,28269.9747099367,8693.6026741421,7332.2754188375,7639.70026566885,0.992092447744105,79,9449.53172113348,3235.80248661157,14450.0601153843,7920.90522400263,1067.91655225004,194.61148614226,1.52596052796994,20,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritania","Mauritania2014",12,47883.1853424162,45197.0157652631,45192.8590781472,35908.0964523597,-9275.58525663011,-8513.71100428869,0.378066443751259,19,110656.134588303,65238.6177753687,102756.896346685,104950.614190874,-5763.7997225213,-5646.67655899483,1.46220699846711,7,103436.698520644,49199.3659706225,112392.574017315,176821.791845584,-17104.4883303354,-11822.1773290791,0.730205078313342,1,"2014","Sub-Saharan Africa","Mauritania","Lower middle income"
