"countryOnly","country","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","yearOnly","region","countryDes","incomeLevel"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,20,0.175118091309812,0.130372766371891,0.147198261081924,0.166998514488296,-0.0558296423144524,-0.049508538210184,1.67850768584942,-20,20,0.175118091309812,0.130372766371891,0.147198261081924,0.166998514488296,-0.0558296423144524,-0.049508538210184,1.67850768584942,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",147,0.16467739940745,0.163862381083878,0.102902263173742,0.1,0.00768576848102933,0.020689971964968,1.64215140962393,147,0.16467739940745,0.163862381083878,0.102902263173742,0.1,0.00768576848102933,0.020689971964968,1.64215140962393,-293,147,0.16467739940745,0.163862381083878,0.102902263173742,0.1,0.00768576848102933,0.020689971964968,1.64215140962393,"2012","East Asia and Pacific","China","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,19,0.424673537804295,0.487590748848064,0.287225091827697,0.511205298992247,-0.285385628982386,-0.145027506611891,1.19032676964138,-14,19,0.424673537804295,0.487590748848064,0.287225091827697,0.511205298992247,-0.285385628982386,-0.145027506611891,1.19032676964138,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",10,0.309758550799568,0.222301973290256,0.264497894127487,0.17012987012987,-0.0408689923000758,-0.044702914092667,0.675550903902532,10,0.309758550799568,0.222301973290256,0.264497894127487,0.17012987012987,-0.0408689923000758,-0.044702914092667,0.675550903902532,-20,10,0.309758550799568,0.222301973290256,0.264497894127487,0.17012987012987,-0.0408689923000758,-0.044702914092667,0.675550903902532,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",7,0.242393575174259,0.248488711856651,0.127151807254901,0.156666666666667,-0.0751146785097836,-0.0807182079530482,0.940262018159648,7,0.242393575174259,0.248488711856651,0.127151807254901,0.156666666666667,-0.0751146785097836,-0.0807182079530482,0.940262018159648,-11,7,0.242393575174259,0.248488711856651,0.127151807254901,0.156666666666667,-0.0751146785097836,-0.0807182079530482,0.940262018159648,"2013","Europe and Central Asia","Czech Republic","High income"
"Dominicanrepublic","Dominicanrepublic2010",NA,NA,NA,NA,NA,NA,NA,NA,8,0.266896409858197,0.198701567220144,0.140367167978608,0.246753246753247,-0.0764351926701458,-0.0167810300586629,1.57416118234115,-7,8,0.266896409858197,0.198701567220144,0.140367167978608,0.246753246753247,-0.0764351926701458,-0.0167810300586629,1.57416118234115,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",12,0.130736998181208,0.0927346301880335,0.117939944946016,0.21426915002215,-0.0527066051209999,-0.0550275711613228,0.791923662081141,12,0.130736998181208,0.0927346301880335,0.117939944946016,0.21426915002215,-0.0527066051209999,-0.0550275711613228,0.791923662081141,-24,12,0.130736998181208,0.0927346301880335,0.117939944946016,0.21426915002215,-0.0527066051209999,-0.0550275711613228,0.791923662081141,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",3,0.310816315124036,0.311649678305392,0.0864642103683275,0,0.0282169556705434,-0.0336586650296678,0.415314302914818,3,0.310816315124036,0.311649678305392,0.0864642103683275,0,0.0282169556705434,-0.0336586650296678,0.415314302914818,-4,3,0.310816315124036,0.311649678305392,0.0864642103683275,0,0.0282169556705434,-0.0336586650296678,0.415314302914818,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",201,0.177457287460214,0.153333333333333,0.137453220667524,0.18,-0.0324137795840552,-0.0248935567303057,0.666666666666667,201,0.177457287460214,0.153333333333333,0.137453220667524,0.18,-0.0324137795840552,-0.0248935567303057,0.666666666666667,-391,201,0.177457287460214,0.153333333333333,0.137453220667524,0.18,-0.0324137795840552,-0.0248935567303057,0.666666666666667,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",NA,NA,NA,NA,NA,NA,NA,NA,2,0.153982695187166,0.153982695187166,0.114991716418629,0.162622844919786,-0.0252345793841047,-0.0252345793841047,1.45,2,2,0.153982695187166,0.153982695187166,0.114991716418629,0.162622844919786,-0.0252345793841047,-0.0252345793841047,1.45,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",9,0.139244450845778,0.141007359591452,0.106470144333309,0.176614405341179,-0.0620008389989394,-0.0608569994930051,1,9,0.139244450845778,0.141007359591452,0.106470144333309,0.176614405341179,-0.0620008389989394,-0.0608569994930051,1,-18,9,0.139244450845778,0.141007359591452,0.106470144333309,0.176614405341179,-0.0620008389989394,-0.0608569994930051,1,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Georgia","Georgia2013",11,0.442013736474721,0.315235445141709,0.45343871590979,0.929166666666667,-0.231945455658517,-0.156555454262728,1.05170319459425,11,0.442013736474721,0.315235445141709,0.45343871590979,0.929166666666667,-0.231945455658517,-0.156555454262728,1.05170319459425,-22,11,0.442013736474721,0.315235445141709,0.45343871590979,0.929166666666667,-0.231945455658517,-0.156555454262728,1.05170319459425,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",13,0.100132085427596,0.09,0.0685102008585692,0.1,-0.00955364238852571,-0.0139264188940506,1.97941349243963,13,0.100132085427596,0.09,0.0685102008585692,0.1,-0.00955364238852571,-0.0139264188940506,1.97941349243963,-26,13,0.100132085427596,0.09,0.0685102008585692,0.1,-0.00955364238852571,-0.0139264188940506,1.97941349243963,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",NA,NA,NA,NA,NA,NA,NA,NA,10,0.0713061481668771,0.0510153993369537,0.0936922018534358,0.0891428571428571,-0.0533683747559599,-0.0605625781395049,5.19279307396094,-8,10,0.0713061481668771,0.0510153993369537,0.0936922018534358,0.0891428571428571,-0.0533683747559599,-0.0605625781395049,5.19279307396094,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",NA,NA,NA,NA,NA,NA,NA,NA,5,0.248678928533128,0.248241419193881,0.0942619200903924,0,0.0122649556111317,0.0589228529839883,1,-1,5,0.248678928533128,0.248241419193881,0.0942619200903924,0,0.0122649556111317,0.0589228529839883,1,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",525,0.148436331693756,0.125244966367354,0.0925365151514132,0.116666666666667,0.00266333570935889,-0.0236063962537121,0.666666666666667,525,0.148436331693756,0.125244966367354,0.0925365151514132,0.116666666666667,0.00266333570935889,-0.0236063962537121,0.666666666666667,-1044,525,0.148436331693756,0.125244966367354,0.0925365151514132,0.116666666666667,0.00266333570935889,-0.0236063962537121,0.666666666666667,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",152,0.385448240831801,0.374673881552988,0.202044567188379,0.30013913734844,-0.0933247922518903,-0.217092240413357,1,152,0.385448240831801,0.374673881552988,0.202044567188379,0.30013913734844,-0.0933247922518903,-0.217092240413357,1,-304,152,0.385448240831801,0.374673881552988,0.202044567188379,0.30013913734844,-0.0933247922518903,-0.217092240413357,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",137,0.195814668883206,0.176009082134993,0.144578252559939,0.173888888888889,0.00271824001039528,0.020662055412214,1.42747607356811,137,0.195814668883206,0.176009082134993,0.144578252559939,0.173888888888889,0.00271824001039528,0.020662055412214,1.42747607356811,-273,137,0.195814668883206,0.176009082134993,0.144578252559939,0.173888888888889,0.00271824001039528,0.020662055412214,1.42747607356811,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jamaica","Jamaica2010",4,0.224310665814001,0.225547403013403,0.0640173830375858,0.132857142857143,0.00310021792039874,0.0053862973760933,0.992482163617521,4,0.224310665814001,0.225547403013403,0.0640173830375858,0.132857142857143,0.00310021792039874,0.0053862973760933,0.992482163617521,-4,4,0.224310665814001,0.225547403013403,0.0640173830375858,0.132857142857143,0.00310021792039874,0.0053862973760933,0.992482163617521,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",17,0.143006400724675,0.124878818507954,0.0745535478693191,0.121052631578947,-0.0726419197558045,-0.0494894812618904,2.33966382117399,17,0.143006400724675,0.124878818507954,0.0745535478693191,0.121052631578947,-0.0726419197558045,-0.0494894812618904,2.33966382117399,-34,17,0.143006400724675,0.124878818507954,0.0745535478693191,0.121052631578947,-0.0726419197558045,-0.0494894812618904,2.33966382117399,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",23,0.226765475666139,0.2,0.168387613183326,0.217246468384025,-0.0489788661979542,-0.0502109739136441,0.665464891314285,23,0.226765475666139,0.2,0.168387613183326,0.217246468384025,-0.0489788661979542,-0.0502109739136441,0.665464891314285,-46,23,0.226765475666139,0.2,0.168387613183326,0.217246468384025,-0.0489788661979542,-0.0502109739136441,0.665464891314285,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,9,0.0978238594756658,0.0687255851405385,0.0716198554455404,0.0716666666666667,-0.0171440234904837,-0.00596577171302446,1.35226355020384,-8,9,0.0978238594756658,0.0687255851405385,0.0716198554455404,0.0716666666666667,-0.0171440234904837,-0.00596577171302446,1.35226355020384,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",7,0.134079028156363,0.0760912769084838,0.145942125395929,0.0361702127659574,-0.00436215667948435,0.00855787580680172,1.64494020257067,7,0.134079028156363,0.0760912769084838,0.145942125395929,0.0361702127659574,-0.00436215667948435,0.00855787580680172,1.64494020257067,-13,7,0.134079028156363,0.0760912769084838,0.145942125395929,0.0361702127659574,-0.00436215667948435,0.00855787580680172,1.64494020257067,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",11,0.243632801528307,0.173308664411832,0.168558481256577,0.208202777777778,0.0342545426492998,0.0234634332057528,2.04476100675702,11,0.243632801528307,0.173308664411832,0.168558481256577,0.208202777777778,0.0342545426492998,0.0234634332057528,2.04476100675702,-22,11,0.243632801528307,0.173308664411832,0.168558481256577,0.208202777777778,0.0342545426492998,0.0234634332057528,2.04476100675702,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",12,0.46353390140779,0.541641707587578,0.234026514405959,0.359663865546219,-0.0728722252007011,-0.0912162502679207,0.732522527072412,12,0.46353390140779,0.541641707587578,0.234026514405959,0.359663865546219,-0.0728722252007011,-0.0912162502679207,0.732522527072412,-24,12,0.46353390140779,0.541641707587578,0.234026514405959,0.359663865546219,-0.0728722252007011,-0.0912162502679207,0.732522527072412,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lebanon","Lebanon2013",9,0.194365949117827,0.124712008779916,0.1760827759243,0.141666666666667,0.012622944013323,-0.0407824074074074,0.636900392825939,9,0.194365949117827,0.124712008779916,0.1760827759243,0.141666666666667,0.012622944013323,-0.0407824074074074,0.636900392825939,-17,9,0.194365949117827,0.124712008779916,0.1760827759243,0.141666666666667,0.012622944013323,-0.0407824074074074,0.636900392825939,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",4,0.23947925340009,0.0681184426154896,0.383315209127482,0.607135135135135,-0.16743989037892,-0.172437413382982,8.78593027117996,4,0.23947925340009,0.0681184426154896,0.383315209127482,0.607135135135135,-0.16743989037892,-0.172437413382982,8.78593027117996,-4,4,0.23947925340009,0.0681184426154896,0.383315209127482,0.607135135135135,-0.16743989037892,-0.172437413382982,8.78593027117996,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mexico","Mexico2010",3,0.265094269546289,0.26381548422535,0.0647912857897685,0.0829166666666667,0.0317206004696465,0.00454861111111113,0.185823754789272,3,0.265094269546289,0.26381548422535,0.0647912857897685,0.0829166666666667,0.0317206004696465,0.00454861111111113,0.185823754789272,16,3,0.265094269546289,0.26381548422535,0.0647912857897685,0.0829166666666667,0.0317206004696465,0.00454861111111113,0.185823754789272,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",16,0.241253210060275,0.241489318570454,0.125252811512896,0.180271144137501,-0.0704998750756752,-0.0925411887328532,1.94856691322687,16,0.241253210060275,0.241489318570454,0.125252811512896,0.180271144137501,-0.0704998750756752,-0.0925411887328532,1.94856691322687,-32,16,0.241253210060275,0.241489318570454,0.125252811512896,0.180271144137501,-0.0704998750756752,-0.0925411887328532,1.94856691322687,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",6,0.0790263583969143,0.0598778208452852,0.0416211989756185,0.0622857142857143,0.0374866227324778,0.0323657819766569,0.203141656636484,6,0.0790263583969143,0.0598778208452852,0.0416211989756185,0.0622857142857143,0.0374866227324778,0.0323657819766569,0.203141656636484,-11,6,0.0790263583969143,0.0598778208452852,0.0416211989756185,0.0622857142857143,0.0374866227324778,0.0323657819766569,0.203141656636484,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Namibia","Namibia2014",8,0.296203254492936,0.198831669741869,0.23463108940075,0.297777777777778,-0.0883821593087442,-0.0689362651727358,NA,8,0.296203254492936,0.198831669741869,0.23463108940075,0.297777777777778,-0.0883821593087442,-0.0689362651727358,NA,-16,8,0.296203254492936,0.198831669741869,0.23463108940075,0.297777777777778,-0.0883821593087442,-0.0689362651727358,NA,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",4,0.158606467649831,0.15426929491326,0.0323626326026467,0.00789473684210529,0.0426371901391495,0.0358592210062523,1.6869863281229,4,0.158606467649831,0.15426929491326,0.0323626326026467,0.00789473684210529,0.0426371901391495,0.0358592210062523,1.6869863281229,-5,4,0.158606467649831,0.15426929491326,0.0323626326026467,0.00789473684210529,0.0426371901391495,0.0358592210062523,1.6869863281229,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",NA,NA,NA,NA,NA,NA,NA,NA,10,0.123486687651803,0.121627813475029,0.108122452793828,0.2024,0.018420087383071,0.0593743290458453,0.891462941556435,-10,10,0.123486687651803,0.121627813475029,0.108122452793828,0.2024,0.018420087383071,0.0593743290458453,0.891462941556435,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",117,0.198830154906274,0.2,0.171901663780556,0.264,-0.0376506328046419,-0.0420741949572054,1.33333333333333,117,0.198830154906274,0.2,0.171901663780556,0.264,-0.0376506328046419,-0.0420741949572054,1.33333333333333,-229,117,0.198830154906274,0.2,0.171901663780556,0.264,-0.0376506328046419,-0.0420741949572054,1.33333333333333,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",32,0.519521387760657,0.221586167347555,1.03652506672071,0.356666666666667,-0.326676752786065,-0.254407876194615,0.952380952380952,32,0.519521387760657,0.221586167347555,1.03652506672071,0.356666666666667,-0.326676752786065,-0.254407876194615,0.952380952380952,-63,32,0.519521387760657,0.221586167347555,1.03652506672071,0.356666666666667,-0.326676752786065,-0.254407876194615,0.952380952380952,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",NA,NA,NA,NA,NA,NA,NA,NA,10,0.387051644857986,0.395228076532557,0.183179799305303,0.271014492753623,-0.0144822905625023,0.0113732351628427,2.75009918154519,-10,10,0.387051644857986,0.395228076532557,0.183179799305303,0.271014492753623,-0.0144822905625023,0.0113732351628427,2.75009918154519,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,15,0.138137913523173,0.14739046679063,0.0793911149227842,0.151785714285714,-0.0368214407303546,-0.0262795493205542,0.305565525086102,-15,15,0.138137913523173,0.14739046679063,0.0793911149227842,0.151785714285714,-0.0368214407303546,-0.0262795493205542,0.305565525086102,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",82,0.143067359768,0.0998889402821217,0.137157459766126,0.0996186241107352,-0.0387131184425245,-0.0402890604076711,3.44602706214921,82,0.143067359768,0.0998889402821217,0.137157459766126,0.0996186241107352,-0.0387131184425245,-0.0402890604076711,3.44602706214921,-155,82,0.143067359768,0.0998889402821217,0.137157459766126,0.0996186241107352,-0.0387131184425245,-0.0402890604076711,3.44602706214921,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",7,0.226663327916693,0.246555842826407,0.119636437680097,0.226075470903793,0.0503827123890238,0.000925968146450587,0.129832621706435,7,0.226663327916693,0.246555842826407,0.119636437680097,0.226075470903793,0.0503827123890238,0.000925968146450587,0.129832621706435,-14,7,0.226663327916693,0.246555842826407,0.119636437680097,0.226075470903793,0.0503827123890238,0.000925968146450587,0.129832621706435,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",64,0.197653182986918,0.19533066945527,0.128947472314278,0.184090909090909,-0.00788363141633383,0.0287333934125485,0.485461948514376,64,0.197653182986918,0.19533066945527,0.128947472314278,0.184090909090909,-0.00788363141633383,0.0287333934125485,0.485461948514376,-126,64,0.197653182986918,0.19533066945527,0.128947472314278,0.184090909090909,-0.00788363141633383,0.0287333934125485,0.485461948514376,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",NA,NA,NA,NA,NA,NA,NA,NA,8,0.123157865735738,0.118740980845969,0.116763942179463,0.135680751173709,0.0187252717937108,0.0191849090909507,0.89261796457014,-7,8,0.123157865735738,0.118740980845969,0.116763942179463,0.135680751173709,0.0187252717937108,0.0191849090909507,0.89261796457014,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovenia","Slovenia2013",3,0.191836764315756,0.163174787100212,0.11423155768947,0.207384766397082,-0.0429312863040045,-0.0334545043575808,1.36434270149488,3,0.191836764315756,0.163174787100212,0.11423155768947,0.207384766397082,-0.0429312863040045,-0.0334545043575808,1.36434270149488,-2,3,0.191836764315756,0.163174787100212,0.11423155768947,0.207384766397082,-0.0429312863040045,-0.0334545043575808,1.36434270149488,"2013","Europe and Central Asia","Slovenia","High income"
"Southsudan","Southsudan2014",9,0.175262683305945,0.117364149753506,0.155599375708307,0.173333333333333,0.0747921303524143,0.0747921303524143,0.277777777777778,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",27,0.289684420629363,0.258998924871107,0.202742945618901,0.145833333333333,0.0842662293117537,0.113924170449883,0.134885792364508,27,0.289684420629363,0.258998924871107,0.202742945618901,0.145833333333333,0.0842662293117537,0.113924170449883,0.134885792364508,-54,27,0.289684420629363,0.258998924871107,0.202742945618901,0.145833333333333,0.0842662293117537,0.113924170449883,0.134885792364508,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",6,0.182084185945201,0.120790962513569,0.14851579964405,0.288634920634921,-0.0474122089723957,-0.0507207937539322,1.48305082348564,6,0.182084185945201,0.120790962513569,0.14851579964405,0.288634920634921,-0.0474122089723957,-0.0507207937539322,1.48305082348564,-12,6,0.182084185945201,0.120790962513569,0.14851579964405,0.288634920634921,-0.0474122089723957,-0.0507207937539322,1.48305082348564,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Suriname","Suriname2010",NA,NA,NA,NA,NA,NA,NA,NA,10,0.250689076447994,0.274530171521722,0.0575119645428153,0.0611607142857143,-0.0799379878303764,-0.0796236174664399,1.26252875942075,-10,10,0.250689076447994,0.274530171521722,0.0575119645428153,0.0611607142857143,-0.0799379878303764,-0.0796236174664399,1.26252875942075,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0.220051506528728,0.206051141053172,0.145416374994668,0.263578020387237,-0.00765784788994324,-0.030503448157422,1.01090502408075,"2014","Europe and Central Asia","Sweden","High income"
"Tajikistan","Tajikistan2013",12,0.325935407514987,0.226694335251223,0.257202627881463,0.328,0.0239101663368212,-0.00458073554252859,0.182561866463499,12,0.325935407514987,0.226694335251223,0.257202627881463,0.328,0.0239101663368212,-0.00458073554252859,0.182561866463499,-24,12,0.325935407514987,0.226694335251223,0.257202627881463,0.328,0.0239101663368212,-0.00458073554252859,0.182561866463499,"2013","Europe and Central Asia","Tajikistan","Lower middle income"
"Tanzania","Tanzania2013",7,0.117057300782272,0.108614494390631,0.105661504807755,0.0975,-0.022462887330961,-0.0648564279109274,0.891135432673076,7,0.117057300782272,0.108614494390631,0.105661504807755,0.0975,-0.022462887330961,-0.0648564279109274,0.891135432673076,-13,7,0.117057300782272,0.108614494390631,0.105661504807755,0.0975,-0.022462887330961,-0.0648564279109274,0.891135432673076,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",NA,NA,NA,NA,NA,NA,NA,NA,6,0.182457660131971,0.183947417447472,0.13584083337164,0.0357142857142857,0.126689824887643,0.0910592235697502,0.117917714066485,-6,6,0.182457660131971,0.183947417447472,0.13584083337164,0.0357142857142857,0.126689824887643,0.0910592235697502,0.117917714066485,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",NA,NA,NA,NA,NA,NA,NA,NA,4,0.194544599759778,0.190031504853507,0.0190836205164227,0.00480769230769232,0.0176419527665214,0.024625847862455,0.201554315379944,1,4,0.194544599759778,0.190031504853507,0.0190836205164227,0.00480769230769232,0.0176419527665214,0.024625847862455,0.201554315379944,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",62,0.158641918693571,0.115384615384615,0.112931948148892,0.124772727272727,-0.0225014230415312,-0.0504510124255325,0.870667019018269,62,0.158641918693571,0.115384615384615,0.112931948148892,0.124772727272727,-0.0225014230415312,-0.0504510124255325,0.870667019018269,-108,62,0.158641918693571,0.115384615384615,0.112931948148892,0.124772727272727,-0.0225014230415312,-0.0504510124255325,0.870667019018269,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",NA,NA,NA,NA,NA,NA,NA,NA,7,0.0435688959749635,0.0345908070518054,0.0309072506858945,0.049036,-0.00289300784109183,-0.0043799119047619,2.60822526672883,-7,7,0.0435688959749635,0.0345908070518054,0.0309072506858945,0.049036,-0.00289300784109183,-0.0043799119047619,2.60822526672883,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",97,0.273583755761298,0.239995498247483,0.207570208177628,0.210641025641025,-0.0249185643585821,-0.0520352933574874,1.05911724063226,97,0.273583755761298,0.239995498247483,0.207570208177628,0.210641025641025,-0.0249185643585821,-0.0520352933574874,1.05911724063226,-179,97,0.273583755761298,0.239995498247483,0.207570208177628,0.210641025641025,-0.0249185643585821,-0.0520352933574874,1.05911724063226,"2013","Europe and Central Asia","Ukraine","Lower middle income"
