"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","yearOnly","region","countryDes","incomeLevel"
"Madagascar","Madagascar2013",NA,NA,NA,NA,NA,NA,NA,NA,22,0.377468719878357,0.389418559709998,0.367546082587797,0.532557056357708,0.0167256736808031,0.0340560512780418,0.7,1,5,0.342863672623903,0.349348601512413,0.282276395176581,0.494829151112719,0.0146310821516617,0.00188140093662508,0.779833365650867,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mexico","Mexico2010",1,0.314606741573034,0.314606741573034,NA,0,0,0,1,1,0.831024930747922,0.831024930747922,NA,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",6,0.617224255215647,0.490295526966901,0.273052701588517,0.491594880986938,0.000324617765085968,-0.00658976895315475,1.83286574871751,1,0.390770375883885,0.390770375883885,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Myanmar","Myanmar2014",9,0.261535303077824,0.340393315976602,0.202405015298128,0.315788956664154,0.107751342642647,0.142506020967273,0.630555376112326,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",9,0.400881352856159,0.339605909164166,0.229853055076999,0.23251455725855,-0.051368003202552,-0.148126941027261,0.948287209653739,1,0.279329608938548,0.279329608938548,NA,0,0,0,1,1,2,0.404769823881664,0.404769823881664,0.281767102852747,0.398478858284929,0.0188903487784399,0.0194379930870697,0.922400955553534,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",14,0.622210848283214,0.770902602390993,0.743226126092438,0.878091257401602,0.246519282076108,0.217986836907334,2.22617384344215,7,0.322913083664992,0.350244345827384,0.246850465855548,0.203236965653571,0.0421659985390759,0.0382193982867365,0.955740089035365,0,2,-0.133764568460468,-0.133764568460468,0.431238679145458,0.609863588667366,0.0774628312620708,0.0762329485834208,1.2910327669846,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Paraguay","Paraguay2010",2,0.295131831283736,0.295131831283735,0.278798246448197,0.394280261292876,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0.304335797187277,0.296293545323189,0.140813598692589,0.187135120345229,0.0268472336311291,0.0319009046375029,0.927190336332603,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Philippines","Philippines2009",3,0.0477637217866224,0.0434621581539283,0.0523018340327397,0.0899281946769726,-0.0184580725146182,-0.0136529313761768,2.33496346141858,1,0.293708763991541,0.293708763991541,NA,0,0,0,1,2,2,0.193398588543646,0.193398588543646,0.0398219753036314,0.056316777554882,0.00452713186502272,0.00458392375446714,0.829523767309768,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",6,0.302079704061609,0.390333865068108,0.197256258497837,0.197404104950032,-0.0669045560082148,-0.0226552184986585,1.42144509852499,1,-0.28655013832501,-0.28655013832501,NA,0,0,0,1,1,1,0.916091737272982,0.916091737272982,NA,0,0,0,1,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",24,0.508064737621505,0.53054821561569,0.35973659084317,0.631488631488631,-0.057940850251106,-0.00359024214503058,0.974633804559212,12,0.490029254215973,0.517867319495916,0.320872574297679,0.623622537293113,-0.02446779691484,-0.0336576598052026,1.94048508284113,0,1,0.25,0.25,NA,0,0,0,1,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",14,0.532963831287518,0.643956956145371,0.241968071460046,0.37635363039233,0.0519605208014037,0.045747130992421,0.670520503087035,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.645161290322581,0.645161290322581,NA,0,0,0,1,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"SriLanka","SriLanka2011",20,0.557048364305893,0.596605573617367,0.290999456267069,0.550951503990178,0.00976175804361,0.0908102290615615,0.834062472137685,1,0.426944971537002,0.426944971537002,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Suriname","Suriname2010",7,0.688128011487134,0.617632510402432,0.209151056666013,0.2109304755656,-0.0133465084580036,-0.0191831037934565,1.60446442329245,1,1.29151291512915,1.29151291512915,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",1,2.50980392156864,2.50980392156864,NA,0,0,0,1,5,0.445066738865484,0.30956484143428,0.393133224667451,0.336696283652115,-0.142100656560459,-0.237014769641664,1.96818918090424,3,3,0.615060119647002,0.619571195117066,0.0206414604092635,0.0125460847176191,-0.00370644433547088,-0.00219613748237201,1.46338113555264,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",4,0.348670423911789,0.15378137731338,0.379934077434994,0.691677282377919,0.171742548684069,0.186517938307961,0.479328324786096,1,0.425531914893617,0.425531914893617,NA,0,0,0,1,0,1,0.284646348476136,0.284646348476136,NA,0,0,0,1,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Uganda","Uganda2013",4,0.357699911615342,0.287094146585941,0.238204599867243,0.2849244314016,0.0126980168491815,0.0126980168491815,0.928571428571429,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Uganda","Low income"
"Vietnam","Vietnam2009",11,0.698678526371673,0.774155496115559,0.31947979124901,0.410500206696982,-0.162612464677635,-0.178857186575725,0.14500758888961,8,0.317774465959215,0.33928185643277,0.0847265246072324,0.0630873038870722,-0.0320646891290678,0.0129392835666254,1.14821220744815,6,7,0.252487685969264,0.15782989980501,0.25469813330588,0.349812635592663,0.0111116630747775,-0.0159583121255201,0.759291353085734,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",2,0.206457830171106,0.206457830171106,0.243469721249459,0.344318181818182,0.0660484408688922,0.0645596590909091,0.642993502341265,3,0.16970523196155,0.16493623881502,0.122648319740337,0.143296213808463,0.0261996528556009,-0.0258530590295624,0.706911229419559,1,1,0.063911376224968,0.063911376224968,NA,0,0,0,1,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Zambia","Zambia2013",6,0.338529382568,0.187194832817282,0.280397859097452,0.390041279669762,0.0115503300393838,-0.00366507763452836,0.833333333333333,3,0.217813269702382,0.218389784504882,0.194563540393438,0.389125799573561,0.0485686605963826,0.0485686605963826,0.5,0,1,0.209053297639328,0.209053297639328,NA,0,0,0,1,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
