"countryOnly","country","N_Do not export","mean_Do not export","median_Do not export","sd_Do not export","iqr_Do not export","OPcov_Do not export","OPcovNoWeights_Do not export","indAlloc_Do not export","N_Export","mean_Export","median_Export","sd_Export","iqr_Export","OPcov_Export","OPcovNoWeights_Export","indAlloc_Export","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Belarus","Belarus2013",49,22463.3166575146,14235.1818968756,23209.4529056279,17603.9388294679,-2517.55342313562,-939.579488001154,0.401822733372008,48,35597.570471616,27165.4059424137,32387.1969729862,31600.0967443708,-1580.17254791784,-1226.07953192585,0.144453146737574,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",49,33428.8047301453,30000,17828.651937611,30000,-2557.52309804274,-3774.84004297358,2.15195170031567,18,45308.4699029426,43566.1303016235,21007.9227474962,35159.5006934813,15720.7163610009,18112.4144703827,0.524806428342186,5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",53,10993.4045999241,7831.47672733338,10861.0646877967,11842.0736410958,-350.900833274481,610.119352695961,0.73566055029057,16,5772.37338272279,2066.36408511222,8583.31701286905,10089.8082544062,5080.97910203343,1561.28397035661,0.955047243177062,11,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",48,55554.9016727516,45866.0687832412,38462.7620183266,30980.8936677532,-13800.0924221558,-23133.9391073599,1.40180095771662,50,55454.3272641034,46069.2257676911,52761.5334553024,41479.8370002183,-6190.01487923659,-1766.2581757829,0.421189996450786,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",59,11221.5652851487,9372.2565068898,11665.4735226124,7049.85754985756,7318.99762200659,10876.1158822977,0.410696937333565,23,13373.576275358,10317.7653411903,9686.08017078769,2326.69683257919,698.939626899126,-1358.92826997142,1.01429105807812,19,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",56,21663.5761820407,17534.3894292194,17579.376874325,18412.7877538645,6714.61330013652,7405.10091619332,1.05555555555556,14,25748.8731442729,14582.7541482182,31107.1186908673,16869.9563635826,-8283.50937832862,-8336.53327768054,0.145517373985285,6,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",987,35955.6421341528,21105.2104290014,35562.3235915034,40099.8998151027,6221.55078777853,22066.6580706007,0.933333333333333,323,57826.7258665151,43969.1883937529,66430.9286763328,91499.8810473998,11661.9937550472,-11759.2595190122,0.359838398233223,59,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",55,24062.8066766564,16935.006516834,23110.2171000756,16226.8477963246,8272.21692307918,6374.88956947692,0.388408843221619,47,36546.2938970693,26440.4175511061,35078.673310859,45450.6069729935,-6196.09444816132,-6134.22822993547,1.53809370063147,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",54,11679.4458644506,4004.19551792226,16362.1563387989,10034.4340098987,3422.60939754433,5226.79250435703,1.95765159049037,29,58080.0742728504,15568.2173669385,84084.6775844378,67408.7851085141,-20949.7354413763,-7308.1465973877,1.02171375818134,10,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",39,16792.4519233609,11199.5524620667,14657.1340815034,18646.1321431123,880.635435021869,1245.9770326607,1.43965451167236,16,16700.9816741041,13262.4334792024,12918.3694263442,11355.229410109,-1415.6382590493,-1097.54428284092,1.24060434238223,3,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",64,11110.8376661947,6385.55611189996,11101.881355691,9645.91787333385,1275.15626732666,521.04430562796,2.19475242544188,31,104088.635642642,33553.7955038124,165341.504606407,99875.4413134777,42545.2446252208,-600.702753513005,1.54440848269376,6,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",431,40157.0946020482,35659.5295615855,26325.0974179297,28873.5236846091,9646.01216488363,12752.2018729253,1.17756308834858,239,139315.411273729,82011.6628135474,142659.228213837,106483.317440846,98957.5910211114,26073.0905206417,3.91304347826087,40,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",1090,46442.8592867499,34952.8550666895,36600.346095934,45323.4823941689,2379.20367179196,18820.8082795739,2.61886122610783,511,51212.8325121672,41943.4260800274,44975.0682112403,46539.7905375152,-3350.47872604826,1395.61892558073,2.27080217630295,79,11,22039.2662566309,25523.4580253812,13786.7312880873,20971.7130400137,-3522.48087449395,-2510.46546036561,2.16999601157285,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",340,23359.6729544078,19559.8304456924,17256.8379085934,20139.7186526602,6299.04259378572,4752.49356994617,1.71428571428571,269,49263.6119706862,54055.9933161891,28378.485521781,43024.1579455382,17684.552987266,35454.0429736369,2.07111777733682,63,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",155,19737.8154722932,16504.8692017745,17812.1381727009,18489.8354753552,5468.7993660077,4513.2764088467,1.67795748264685,100,48490.9681205388,45873.1594113161,26004.614840712,33557.4731897732,7348.25256581673,8662.94516980825,0.914980361468447,15,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",136,3244.90399777405,1969.24958577388,3667.00411481493,2143.53869992223,942.562011910606,2597.12588325071,1.2,26,32176.7929588108,16609.2069665835,34150.9306189992,34998.1409550938,-1140.93832554085,-9199.61366684106,3.67677188955044,40,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",40,55040.3354660529,46954.1979779467,34251.556562629,30187.6638668775,11597.9321042668,12717.3804097719,1.11245734686525,64,76744.577994947,67680.3457703345,49104.6793665027,59107.445851346,38921.5586241483,35647.5250225695,0.831420660150866,6,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",25,67400.7893887284,48566.2281914645,63513.4238218331,57593.0711379847,-22595.8228153266,-13002.864207354,1.17518137109644,69,84611.5784228993,63910.8584237495,61708.0560807281,66542.6448654888,-19658.2289211553,-6571.99684080042,0.638748445868987,8,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Czech Republic","High income"
"Djibouti","Djibouti2013",46,89353.8982252469,27707.0951656049,114520.088710739,112636.36813172,-36388.9915405112,-30786.69000003,0.391814491919341,8,1596518.40063849,316306.923685567,2459560.07278432,5342855.32928113,-1378110.5428688,-1291090.46867645,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Djibouti","Lower middle income"
"Dominica","Dominica2010",17,52000.6028539362,33096.2962962963,44427.7130442126,44206.3492063492,11932.2282822848,11826.2859654139,1.85,7,47321.8848218674,27723.1172839506,46212.5000186774,43569.0235690236,-10233.1095916107,-10457.1173157077,0.158496732026144,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",68,26333.1524049465,22711.8624668285,19479.9396820542,18055.3620403057,245.383233039898,94.9498678352827,0.374067016465709,43,32113.2481002061,24945.4721798196,26551.9080606303,26044.2783244319,3340.63174982274,5444.62272601161,1.57824066673144,5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",171,3313.26014510516,1112.43470242652,5363.84991960279,3034.37770958227,2390.10254779259,1783.52817878944,1.28263068696249,21,97202.9276810959,12195.6582761338,185380.226977927,118992.635400739,-5461.73167759966,-4580.61679062794,2.21138964238073,32,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",74,41120.3316014857,27665.0080994181,36066.8589352783,49879.1304347826,4388.26580592501,12217.5307449346,1.11111111111111,33,47764.22932595,33881.2912223441,42731.6530837723,34878.7878787878,20056.3877721271,11503.7954114045,3.89841956330551,9,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",1278,17040.8035262043,10822.2081145711,17046.9276812527,15045.8993856174,665.649301421977,49.9885055755891,1.66666666666667,328,18876.2630937972,15591.1201782273,16280.7928338927,18129.8414957128,-687.609649575983,-3076.9611085308,0.875782180467675,135,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",42,13378.8046167109,13342.0086965062,8620.99522723066,11083.3333333333,4968.35613875762,6741.84617414795,0.635158136547459,80,40878.8159712638,25529.634630679,38662.561999483,35000,2228.38826939499,5858.77749215834,1.28764688330844,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",13,121048.837443712,86515.8169173861,135787.854142392,117637.715662693,-19522.2519767703,-9423.72648823341,0.77434011059967,62,61551.5602189477,45180.1418063601,54027.9368755249,60173.7579102312,8808.64712015358,4680.82830549021,1.32893744080528,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",198,15458.7679541833,7678.27927572478,20190.6163273853,16994.9497665347,801.514447550264,-492.601452361778,1.375,31,12489.8965665263,9584.74825292653,9032.15475828777,16705.3896787694,-7865.22139584696,-5116.98043127608,0.0379609652235628,12,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",67,31680.9709589791,21935.9023322006,29066.245251812,29296.4847787346,-3326.4350289332,-89.359716006949,2.0280336198338,50,23768.832560656,21685.4124081398,21033.6387729305,29026.1308915529,-4883.7889481914,-5822.4711899134,0.330707090799507,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",72,13489.1093448329,9362.31573887615,13483.6691577469,10062.2359007089,-92.8430546146528,2536.20658281109,1.79610335724523,17,13986.7920922073,10384.3018692334,13047.7206583529,15632.2177639987,-6430.84068407697,-4029.96679232731,0.375853925611151,9,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",212,9920.99815256026,4765.10111004216,12845.2491953049,10659.7076683907,5526.65076530264,7393.2258355616,1.14285714285714,66,21164.1014548669,12750.2085586108,23469.2293558525,27614.7471736648,17252.0970009528,12953.3785151342,2.22448924774528,21,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Grenada","Grenada2010",16,22808.1459401192,20632.5162203603,13619.7891096842,17755.2204585538,759.643207905365,1470.36834281478,0.62699652495732,8,64018.8119469408,22806.2279990946,83362.692491783,85583.3568560927,31577.1323839489,27678.636386017,4.16666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Grenada","Upper middle income"
"Guatemala","Guatemala2010",134,10573.3003618986,7351.53986426096,9615.68021457025,7876.64985456528,14321.695361045,6589.54560599704,0.633240140541143,117,30232.4744476448,20824.5272000911,28892.9565169513,34766.6572747341,10712.208481314,10109.2535113982,1.11165571824955,18,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",30,36128.3924746318,21534.6848607084,40336.6483232479,37111.0734224144,284.373012927762,1092.00412831163,1.34232240057129,31,39957.6019082815,32634.7209933784,34242.5475614977,38365.5845992694,2834.37419509511,3222.33806746626,0.0632480439493211,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",100,10732.429532559,11907.8491249054,9202.67276426447,14126.5433355521,5955.21175096184,827.663977503418,1.46770763346156,27,18199.1450276258,12745.8426800757,16484.5533136657,179.8632096858,-2031.88315610215,-3171.36717150552,1.71304040230319,20,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"Hungary","Hungary2013",32,73022.2004753749,48141.7354737881,77090.2029956008,89552.5269081056,-31914.2569684338,-26265.2327596918,0.595635643374735,28,140445.192311073,145464.643432683,102796.593666532,131358.163935622,-11775.20919579,-10334.8346011304,2.5155265315916,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",5296,22040.890118663,14101.1365359536,21974.9620793996,22238.602117542,2848.22871523863,3445.04163364522,0.735294117647059,1198,43245.3863096195,29587.9329713058,40715.1616332339,42710.906497573,-6511.18136109745,-3963.63623477692,1,492,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",728,2377.89653369618,1507.97360785004,2362.98819863023,2476.67510319611,443.850034180901,1129.72183268144,1,131,7758.04667705574,4750.10033113461,9228.16792385385,7290.13779703557,-2913.25804600841,613.787772832701,0.369240432366605,170,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",427,25607.014641716,17573.693668723,23515.2318552834,24486.1248961058,-4652.09784568553,-5548.42303296005,0.630550342698738,18,14882.511175788,12215.5223833245,8695.31644588588,10801.0895757565,-1514.03476916603,-1532.18492096209,0.903087018929408,27,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",95,148397.563403779,125978.163953691,79297.9781210417,109201.107282514,29429.1019605873,-3201.84996097,0.981960715260662,80,202085.833236662,178787.259688738,107395.353630487,169046.445287878,748.650498734253,23524.2015436427,0.771396429852596,8,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",67,21027.9983113612,17503.5775063881,10562.394429944,12169.1538853937,2857.88344182009,2657.59989800155,1.19540656589159,26,55130.6269178607,36075.7582496557,49408.4937073946,60936.9547307397,43982.4955534543,39623.7964923183,1.13159523247278,16,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",135,25900.3620145583,17798.071370548,25173.9297737703,20515.9685811969,18285.6490569961,15668.3118375193,1.80113859161541,160,54659.0033450085,37240.4395452371,53615.6153002688,66721.7992177615,-5109.75323304083,-18847.9179958446,2.02999910047675,20,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",134,22273.130575154,16503.6857410256,14763.7490042971,15049.5579688654,-4260.23362903744,-3273.2742331748,1.09923238669075,18,40953.4528395286,23316.3753111954,36345.2911702351,38760.0847974944,1332.92861785338,-4182.09920668835,1.4536032418136,13,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",156,28089.6835899545,16872.2905228112,32623.9424308863,20487.781349128,-7328.82137764193,-4928.40045371411,0.249716192209204,172,45832.5597436568,28120.4842046854,50956.4630476826,44992.7747274966,22847.0203973429,14739.0570858989,2.39746603200659,32,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",41,39361.6840503303,28106.3416995035,36673.4481135534,43640.0044323858,13850.3675409823,6164.17537308785,1.16077471625898,21,54168.764945199,43236.8149918163,43935.2623786653,57490.8028119816,-471.057504879729,-7407.49643449979,1.94918427318972,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",55,10465.9950019098,8580.78118094982,6248.91804464631,6512.08908597058,1480.02826280808,1793.31669120575,0.765379742402594,23,20955.791708587,13247.5795599493,18122.1287596165,21395.5020628375,3105.62229021035,3156.2425541769,1.50329226775702,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",46,4926.70484508458,4316.52992592689,3126.0623047572,4660.73955317104,1610.94376969607,1177.97394091777,0.915060965335539,39,9726.04944677816,6683.01017900609,9497.71844929187,9552.50714453806,-196.036652775048,1054.78738582334,0.257572225895244,9,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",42,27009.9494623693,15485.9536980998,28432.482086655,36115.1886864595,18222.9522223142,42905.678127155,0.391557920093135,58,47494.1178491731,41573.9052032856,32671.7262396827,45626.1207998598,-2385.09899005918,-1128.86201669103,1.05275741118709,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",84,44922.5480341261,37842.9983052098,30201.0251014599,33806.4118193207,11615.2741194984,13347.3247207067,1.87467186200234,115,70870.5991616134,53497.911600834,51832.5776103294,50457.3310736131,8277.89203645191,1505.35996061496,0.659192421376025,11,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",38,54817.3310025552,29769.4302928566,67324.2793579783,66319.5045087268,22821.739922374,20702.2933947047,0.790172959668218,55,40953.5487843925,27385.3428327192,34759.1319102719,52937.0877389092,10527.150248894,33694.8130145284,0.982419769363436,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",144,3984.36906806488,1533.86242898083,6334.7123427896,4376.95384606616,505.543493119055,-221.126972300881,0.262195471558906,69,5642.85962651185,2165.87647288128,7014.39962412374,9150.82809792339,-1466.73374849896,-1411.76823542043,0.157632507309175,13,2,787.296097892344,787.296097892344,773.41050029931,1093.76761880505,234.378775458224,234.378775458224,1.75,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Malawi","Malawi2014",115,15911.8138470925,6000.53896578612,20698.0093979574,23781.0786758934,5150.26022146095,3060.18002079704,1.33619052569412,12,13699.8159548072,11749.7752863578,12512.0721431534,26627.4626100737,3925.49028070803,5501.60227833488,1.0370615161526,5,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Malawi","Low income"
"Mali","Mali2010",95,9320.42730753263,3136.05139361144,14058.537912773,9770.15517743622,578.951500904,770.77050340877,1.72646226703081,15,129327.88608622,7075.31089735568,222629.519066047,348429.873431485,-106708.247993942,-93170.0787843386,0.202989164182737,18,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritania","Mauritania2014",15,123450.294085616,51412.6145246132,130046.674754476,230569.384961643,-13348.5972103015,-3853.91254926037,0.874778529605076,24,80347.0052157306,55815.9329214301,75894.3362323886,81003.6652689766,-27059.681095645,-31166.2170032529,0.218315831215797,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Mauritania","Lower middle income"
"Mauritius","Mauritius2009",127,18598.6689082091,16063.7004051328,18754.6473598504,15966.3806772562,7669.27143881683,15214.357383361,1.12588494103603,73,22175.8666373227,18959.2054383881,19001.288082669,23621.4947005984,7196.07008329143,12062.7300039756,2.38279361907098,18,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",604,15931.3242364894,16214.0221316016,10661.2094095965,11804.7955484292,2277.19463554525,3791.08238122819,0.939311536676802,356,56074.7729591793,37092.8753207254,57718.170244628,54953.8471784645,41323.8180387043,25943.16397094,1.68456725469722,153,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",60,18617.4517052815,14931.6218004914,15686.907084182,15872.6919606325,574.592194582258,1029.67264803625,1.23173260231205,28,19806.3746279019,10450.2894273432,21648.9639099063,22580.914893693,5049.27767005364,513.693599777122,1.68809883048256,7,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Mongolia","Mongolia2013",84,17210.2918527521,12831.4842475441,11519.6433813307,14149.4893116806,2427.40575104138,5072.61958138485,0.899205636048255,16,14985.3170964678,13889.9440855738,5713.85391715638,8126.39588846523,986.185547392719,1471.63629993085,1.29773447716453,7,NA,NA,NA,NA,NA,NA,NA,NA,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Montenegro","Montenegro2013",20,39677.2244863745,50640.2585778558,28990.8470839657,46452.8016641898,8781.02387795067,1809.63178222631,0.911440943052808,7,26799.6827117646,16198.6056954235,24664.4698488123,50457.3535317924,10240.5025307418,22588.7932425383,1.15798889760753,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Montenegro","Upper middle income"
"Morocco","Morocco2013",91,43516.7728761108,28899.4936102952,46916.8895576137,35732.1193281533,-2202.9815171677,-4973.29922808914,1,65,23670.6088410756,17631.875907762,21519.258344425,17263.7722407827,-1049.84830644527,-1854.20286474738,1.86468125247725,19,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",227,10952.4581408977,7090.30632249158,10347.6218718728,10729.7727603433,-443.058759248464,-1603.12192888969,2.46404970639231,59,12204.0926977191,3723.74795758351,19851.5037979602,10553.7287212846,-7123.49848558753,-5247.06305301882,0.176880034351606,17,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",55,21850.1296130353,8308.19048107212,31396.1176410217,26476.3063342764,12845.3680454113,18699.3115825123,0.936191500943618,24,69670.2970815475,37301.0466683692,77854.6380455481,87192.1691702692,7143.47751795966,4858.83402043608,0.121190398259638,8,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",157,7850.25589082664,4687.25192240377,7342.49049833392,5440.5602670758,1807.65658221072,3201.16309898405,1.25429873529849,30,5430.56852330816,3583.60178987784,4476.48439158719,2790.03090619272,1302.28620798127,1211.45282623061,0.658247126260127,53,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",87,8499.243868805,4664.35227914305,8740.98097115918,7709.14426437454,5757.44171390376,3131.90300033134,0.620604111184993,25,20913.1610707656,9440.34179542541,24971.9472452945,19461.328260937,8189.23681282922,4050.11163077941,5.17682379203175,16,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
