"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Cotedivoire","Cotedivoire2009",16,0.174897583519495,0.0833333333333333,0.141208887571914,0.188313525749859,-0.00241355346454526,-0.0622577165056825,0.380092608247631,16,0.174897583519495,0.0833333333333333,0.141208887571914,0.188313525749859,-0.00241355346454526,-0.0622577165056825,0.380092608247631,16,0.174897583519495,0.0833333333333333,0.141208887571914,0.188313525749859,-0.00241355346454526,-0.0622577165056825,0.380092608247631,-29,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",11,0.180533955643234,0.192546957330668,0.0879952106086037,0.0937106994570091,0.017664550248168,0.0160803039528359,0.387221046779728,11,0.180533955643234,0.192546957330668,0.0879952106086037,0.0937106994570091,0.017664550248168,0.0160803039528359,0.387221046779728,11,0.180533955643234,0.192546957330668,0.0879952106086037,0.0937106994570091,0.017664550248168,0.0160803039528359,0.387221046779728,-22,"2013","Europe and Central Asia","Croatia","High income"
"Drc","Drc2013",12,0.174218823754131,0.15877582813293,0.119743026155486,0.191302416874662,-0.0453190252323261,-0.0469391015917399,0.73901861357531,12,0.174218823754131,0.15877582813293,0.119743026155486,0.191302416874662,-0.0453190252323261,-0.0469391015917399,0.73901861357531,12,0.174218823754131,0.15877582813293,0.119743026155486,0.191302416874662,-0.0453190252323261,-0.0469391015917399,0.73901861357531,-24,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",68,0.331978512925072,0.347373643052494,0.235018271882781,0.261494252873564,-0.0912133695982594,-0.118822068516366,0.933399340956908,68,0.331978512925072,0.347373643052494,0.235018271882781,0.261494252873564,-0.0912133695982594,-0.118822068516366,0.933399340956908,68,0.331978512925072,0.347373643052494,0.235018271882781,0.261494252873564,-0.0912133695982594,-0.118822068516366,0.933399340956908,-135,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Estonia","Estonia2013",8,0.296535675364639,0.264456411382199,0.164726376363393,0.336363636363636,-0.0474112366091865,-0.0616538334368349,1.14495417702564,8,0.296535675364639,0.264456411382199,0.164726376363393,0.336363636363636,-0.0474112366091865,-0.0616538334368349,1.14495417702564,NA,NA,NA,NA,NA,NA,NA,NA,-8,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",4,0.201935199698167,0.206912140390171,0.0902201608117328,0,-0.011766292985961,-0.00230915268776456,1,4,0.201935199698167,0.206912140390171,0.0902201608117328,0,-0.011766292985961,-0.00230915268776456,1,4,0.201935199698167,0.206912140390171,0.0902201608117328,0,-0.011766292985961,-0.00230915268776456,1,-5,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",8,0.194368783423997,0.147743328247225,0.132717528091896,0.178794508816438,0.0245317162059427,-0.00670380657811021,0.545082147423463,8,0.194368783423997,0.147743328247225,0.132717528091896,0.178794508816438,0.0245317162059427,-0.00670380657811021,0.545082147423463,8,0.194368783423997,0.147743328247225,0.132717528091896,0.178794508816438,0.0245317162059427,-0.00670380657811021,0.545082147423463,-16,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",10,0.30628773895522,0.297899383302358,0.228756748500158,0.22,0.108209972819093,0.0713425808781775,0.183945174144009,10,0.30628773895522,0.297899383302358,0.228756748500158,0.22,0.108209972819093,0.0713425808781775,0.183945174144009,10,0.30628773895522,0.297899383302358,0.228756748500158,0.22,0.108209972819093,0.0713425808781775,0.183945174144009,-20,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",11,0.21728434673665,0.3,0.147061411228432,0.236666666666667,-0.0501710373976903,-0.0607291640725173,0.922145365776474,11,0.21728434673665,0.3,0.147061411228432,0.236666666666667,-0.0501710373976903,-0.0607291640725173,0.922145365776474,NA,NA,NA,NA,NA,NA,NA,NA,-10,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",9,0.237608085099199,0.214207861121099,0.148517366896201,0.262507059988546,0.00302610799157173,0.00256467773951538,0.666666666666667,9,0.237608085099199,0.214207861121099,0.148517366896201,0.262507059988546,0.00302610799157173,0.00256467773951538,0.666666666666667,9,0.237608085099199,0.214207861121099,0.148517366896201,0.262507059988546,0.00302610799157173,0.00256467773951538,0.666666666666667,-17,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",3,0.159723191699103,0.159599873436903,0.278217705997311,0,0.0357235173915248,0.0336722850017061,1,3,0.159723191699103,0.159599873436903,0.278217705997311,0,0.0357235173915248,0.0336722850017061,1,3,0.159723191699103,0.159599873436903,0.278217705997311,0,0.0357235173915248,0.0336722850017061,1,6,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",140,0.139002746867566,0.120349219241742,0.0914092439687254,0.111904761904762,0.0235500628296159,0.0085020721861928,0.439173399666652,140,0.139002746867566,0.120349219241742,0.0914092439687254,0.111904761904762,0.0235500628296159,0.0085020721861928,0.439173399666652,140,0.139002746867566,0.120349219241742,0.0914092439687254,0.111904761904762,0.0235500628296159,0.0085020721861928,0.439173399666652,-279,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",35,0.290720519463425,0.21,0.205878638503279,0.3875,-0.102861905612348,-0.0559329389345294,1.19937834970599,35,0.290720519463425,0.21,0.205878638503279,0.3875,-0.102861905612348,-0.0559329389345294,1.19937834970599,NA,NA,NA,NA,NA,NA,NA,NA,-35,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",8,0.33632800445438,0.399488139628296,0.149488023643901,0.280188679245283,0.00993319323186609,0.0139540587270838,1,8,0.33632800445438,0.399488139628296,0.149488023643901,0.280188679245283,0.00993319323186609,0.0139540587270838,1,8,0.33632800445438,0.399488139628296,0.149488023643901,0.280188679245283,0.00993319323186609,0.0139540587270838,1,-16,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jordan","Jordan2013",5,0.444806247747952,0.480379523718959,0.252803676479807,0,-0.0693578884614371,-0.0235213316095669,0.997667047039432,5,0.444806247747952,0.480379523718959,0.252803676479807,0,-0.0693578884614371,-0.0235213316095669,0.997667047039432,5,0.444806247747952,0.480379523718959,0.252803676479807,0,-0.0693578884614371,-0.0235213316095669,0.997667047039432,-9,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",5,0.247469206325142,0.229692726091872,0.0856199338145867,0.17789552238806,-0.00288234535638589,0.00453238427960736,1.27217278349987,5,0.247469206325142,0.229692726091872,0.0856199338145867,0.17789552238806,-0.00288234535638589,0.00453238427960736,1.27217278349987,5,0.247469206325142,0.229692726091872,0.0856199338145867,0.17789552238806,-0.00288234535638589,0.00453238427960736,1.27217278349987,-10,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Laos","Laos2012",12,0.208473996541816,0.140889658529793,0.220885743194934,0.2286470143613,-0.081556466288552,-0.121352468610879,0.948394986591494,12,0.208473996541816,0.140889658529793,0.220885743194934,0.2286470143613,-0.081556466288552,-0.121352468610879,0.948394986591494,12,0.208473996541816,0.140889658529793,0.220885743194934,0.2286470143613,-0.081556466288552,-0.121352468610879,0.948394986591494,-20,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",6,0.129687603475415,0.0893728240604792,0.129928486462742,0.0272727272727273,0.0827679512651247,0.113208830556449,0.376778226585066,6,0.129687603475415,0.0893728240604792,0.129928486462742,0.0272727272727273,0.0827679512651247,0.113208830556449,0.376778226585066,6,0.129687603475415,0.0893728240604792,0.129928486462742,0.0272727272727273,0.0827679512651247,0.113208830556449,0.376778226585066,-10,"2013","Europe and Central Asia","Latvia","High income"
"Lithuania","Lithuania2013",10,0.237623279449306,0.221433591099472,0.13616598159429,0.026803125,-0.00876749522253831,-0.0148636264427636,2.89871193305629,10,0.237623279449306,0.221433591099472,0.13616598159429,0.026803125,-0.00876749522253831,-0.0148636264427636,2.89871193305629,10,0.237623279449306,0.221433591099472,0.13616598159429,0.026803125,-0.00876749522253831,-0.0148636264427636,2.89871193305629,-15,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",28,0.329418951624923,0.265981304533488,0.281931118655713,0.22437077281295,-0.0895200178281245,-0.0746144560610119,1.16666666666667,28,0.329418951624923,0.265981304533488,0.281931118655713,0.22437077281295,-0.0895200178281245,-0.0746144560610119,1.16666666666667,28,0.329418951624923,0.265981304533488,0.281931118655713,0.22437077281295,-0.0895200178281245,-0.0746144560610119,1.16666666666667,-56,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Malawi","Malawi2014",6,0.180967670231007,0.106053434044023,0.162030818736636,0.202222222222222,-0.0633175566673831,-0.0599487930798676,1.62700799598095,6,0.180967670231007,0.106053434044023,0.162030818736636,0.202222222222222,-0.0633175566673831,-0.0599487930798676,1.62700799598095,6,0.180967670231007,0.106053434044023,0.162030818736636,0.202222222222222,-0.0633175566673831,-0.0599487930798676,1.62700799598095,-12,"2014","Sub-Saharan Africa","Malawi","Low income"
"Mauritius","Mauritius2009",5,0.284818191972254,0.259652640843388,0.240427094880829,0.336989247311828,0.0771455437076492,0.0305710299830447,NA,5,0.284818191972254,0.259652640843388,0.240427094880829,0.336989247311828,0.0771455437076492,0.0305710299830447,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",2,0.319630356673748,0.319630356673748,0.133171777123466,0.188333333333333,-0.062313269491951,-0.0565,1.88199431847126,2,0.319630356673748,0.319630356673748,0.133171777123466,0.188333333333333,-0.062313269491951,-0.0565,1.88199431847126,NA,NA,NA,NA,NA,NA,NA,NA,2,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",NA,NA,NA,NA,NA,NA,NA,NA,7,0.247307759559226,0.258030107315186,0.0523014166813428,0.0627272727272727,-0.0153334793989941,-0.00783782193784123,3.06224030870974,7,0.247307759559226,0.258030107315186,0.0523014166813428,0.0627272727272727,-0.0153334793989941,-0.00783782193784123,3.06224030870974,-7,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Myanmar","Myanmar2014",9,0.179466197505376,0.107118855431144,0.14693512067213,0.27,-0.0605070364167135,-0.0466823972526864,0.471379979239152,9,0.179466197505376,0.107118855431144,0.14693512067213,0.27,-0.0605070364167135,-0.0466823972526864,0.471379979239152,9,0.179466197505376,0.107118855431144,0.14693512067213,0.27,-0.0605070364167135,-0.0466823972526864,0.471379979239152,-18,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",10,0.196267547080982,0.168804587497141,0.117425761609568,0.15,-0.00491096042905804,-0.000535606461207965,0.932937968541496,10,0.196267547080982,0.168804587497141,0.117425761609568,0.15,-0.00491096042905804,-0.000535606461207965,0.932937968541496,10,0.196267547080982,0.168804587497141,0.117425761609568,0.15,-0.00491096042905804,-0.000535606461207965,0.932937968541496,-17,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",25,0.316942703412088,0.311464546725705,0.169038578583796,0.189855072463768,0.0266376635569692,0.0397846789405046,1.05695246364962,25,0.316942703412088,0.311464546725705,0.169038578583796,0.189855072463768,0.0266376635569692,0.0397846789405046,1.05695246364962,25,0.316942703412088,0.311464546725705,0.169038578583796,0.189855072463768,0.0266376635569692,0.0397846789405046,1.05695246364962,-48,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",7,0.403015162530294,0.5,0.218895163237723,0.316666666666666,-0.0775489544042381,-0.0428845016267376,NA,7,0.403015162530294,0.5,0.218895163237723,0.316666666666666,-0.0775489544042381,-0.0428845016267376,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",7,0.220163290315017,0.271192273839799,0.0910143765833928,0.182304173813608,0.0379371652557553,0.053723028450909,0.309777615637419,7,0.220163290315017,0.271192273839799,0.0910143765833928,0.182304173813608,0.0379371652557553,0.053723028450909,0.309777615637419,7,0.220163290315017,0.271192273839799,0.0910143765833928,0.182304173813608,0.0379371652557553,0.053723028450909,0.309777615637419,-14,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Philippines","Philippines2009",10,0.117516919840065,0.0650778347463894,0.137265663822974,0.196482110042699,0.0442358606638265,0.0110901359435326,0.924307217580393,10,0.117516919840065,0.0650778347463894,0.137265663822974,0.196482110042699,0.0442358606638265,0.0110901359435326,0.924307217580393,NA,NA,NA,NA,NA,NA,NA,NA,-10,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",10,0.22637508715003,0.121683242954111,0.292591381373063,0.201048828883495,-0.0526634122303174,-0.0938415322373405,0.591855520778628,10,0.22637508715003,0.121683242954111,0.292591381373063,0.201048828883495,-0.0526634122303174,-0.0938415322373405,0.591855520778628,10,0.22637508715003,0.121683242954111,0.292591381373063,0.201048828883495,-0.0526634122303174,-0.0938415322373405,0.591855520778628,-18,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",56,0.214816741557033,0.15,0.183439265506032,0.246969696969697,-0.0103878356891753,0.00382491941934485,1.35042978678816,56,0.214816741557033,0.15,0.183439265506032,0.246969696969697,-0.0103878356891753,0.00382491941934485,1.35042978678816,56,0.214816741557033,0.15,0.183439265506032,0.246969696969697,-0.0103878356891753,0.00382491941934485,1.35042978678816,-111,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",17,0.334425892951457,0.307896476728184,0.178611222160164,0.145645645645646,-0.0172976188178346,-0.0122963721923643,0.389794538982307,17,0.334425892951457,0.307896476728184,0.178611222160164,0.145645645645646,-0.0172976188178346,-0.0122963721923643,0.389794538982307,17,0.334425892951457,0.307896476728184,0.178611222160164,0.145645645645646,-0.0172976188178346,-0.0122963721923643,0.389794538982307,-34,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Slovakia","Slovakia2013",7,0.142919766139843,0.153499809789268,0.123440488253745,0.188421436522938,0.0158481878324323,0.0200424029108008,0.985862214087245,7,0.142919766139843,0.153499809789268,0.123440488253745,0.188421436522938,0.0158481878324323,0.0200424029108008,0.985862214087245,NA,NA,NA,NA,NA,NA,NA,NA,-7,"2013","Europe and Central Asia","Slovak Republic","High income"
"SriLanka","SriLanka2011",23,0.248641182944552,0.228394325916501,0.157959194528962,0.255833333333333,0.0264249244066668,0.101563531435838,0.945304066747564,23,0.248641182944552,0.228394325916501,0.157959194528962,0.255833333333333,0.0264249244066668,0.101563531435838,0.945304066747564,23,0.248641182944552,0.228394325916501,0.157959194528962,0.255833333333333,0.0264249244066668,0.101563531435838,0.945304066747564,-46,"2011","South Asia","Sri Lanka","Lower middle income"
"Suriname","Suriname2010",9,0.366321730076533,0.32013174981604,0.11148280622847,0.223076923076923,-0.00300678672499308,-0.00627195054887508,NA,9,0.366321730076533,0.32013174981604,0.11148280622847,0.223076923076923,-0.00300678672499308,-0.00627195054887508,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",13,0.174221255051918,0.0945789317211572,0.168321442237328,0.133571428571429,-0.011098584897388,-0.0523049403411233,0.953450681180629,13,0.174221255051918,0.0945789317211572,0.168321442237328,0.133571428571429,-0.011098584897388,-0.0523049403411233,0.953450681180629,NA,NA,NA,NA,NA,NA,NA,NA,-13,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",5,0.157515232705769,0.106857875400815,0.164725703767381,0.02375,0.0263409120320429,-0.0148721267733958,0.733170359627191,5,0.157515232705769,0.106857875400815,0.164725703767381,0.02375,0.0263409120320429,-0.0148721267733958,0.733170359627191,5,0.157515232705769,0.106857875400815,0.164725703767381,0.02375,0.0263409120320429,-0.0148721267733958,0.733170359627191,-8,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Uganda","Uganda2013",11,0.165648630171317,0.125134752083527,0.085816871090898,0.08883787661406,-0.0146234009023129,-0.0150069887912203,1.16666666666667,11,0.165648630171317,0.125134752083527,0.085816871090898,0.08883787661406,-0.0146234009023129,-0.0150069887912203,1.16666666666667,11,0.165648630171317,0.125134752083527,0.085816871090898,0.08883787661406,-0.0146234009023129,-0.0150069887912203,1.16666666666667,-20,"2013","Sub-Saharan Africa","Uganda","Low income"
"Vietnam","Vietnam2009",35,0.168321401076923,0.159159202568079,0.100983276079687,0.17874000577979,-0.038784776446369,-0.0361075957452193,3.15924795134706,35,0.168321401076923,0.159159202568079,0.100983276079687,0.17874000577979,-0.038784776446369,-0.0361075957452193,3.15924795134706,35,0.168321401076923,0.159159202568079,0.100983276079687,0.17874000577979,-0.038784776446369,-0.0361075957452193,3.15924795134706,-70,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",7,0.120515866259509,0.0899855855733664,0.111575970772019,0.135,0.0189601311627852,0.0134166666666667,0.806264571759043,7,0.120515866259509,0.0899855855733664,0.111575970772019,0.135,0.0189601311627852,0.0134166666666667,0.806264571759043,7,0.120515866259509,0.0899855855733664,0.111575970772019,0.135,0.0189601311627852,0.0134166666666667,0.806264571759043,-13,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Zambia","Zambia2013",NA,NA,NA,NA,NA,NA,NA,NA,14,0.216931875247636,0.160861588844012,0.169463639383012,0.328666666666667,-0.0194656637601434,-0.028290108758996,0.84662289252699,14,0.216931875247636,0.160861588844012,0.169463639383012,0.328666666666667,-0.0194656637601434,-0.028290108758996,0.84662289252699,-14,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
