"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Costarica","Costarica2010",9,0.533294934311028,0.334389842641962,0.420598274740208,0.356813944379162,0.00362929639286339,0.0245535303047938,1.06521855781445,1,0.676638176638177,0.676638176638177,NA,0,0,0,1,1,0.485436893203884,0.485436893203884,NA,0,0,0,1,1,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",1,0.284023668639053,0.284023668639053,NA,0,0,0,1,5,0.0864833757526355,0.0746590310184807,0.0962022915707219,0.0635853460215628,-0.0628875807823661,-0.0783316905972143,1.06685216795207,2,0.285659670905506,0.285659670905506,0.367037629549819,0.129767398402657,-0.0392060501922502,-0.0576743992900696,1.42724708001717,2,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",1,0.574506283662478,0.574506283662478,NA,0,0,0,NA,2,0.402437116930353,0.402437116930353,0.31261562957721,0.442105263157895,-0.0171244707552189,-0.0203666469544648,1.05687263431828,3,0.375221758160613,0.385580095116179,0.0597270251266407,0.118029167639629,0.0031987086382307,0.00311813585235058,1,1,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",2,0.105802924756006,0.105802924756006,0.0610026860618227,0.0862708259698178,0.0215677064924544,0.0215677064924544,0.666666666666667,2,6.49471204268394,6.49471204268394,6.19586095508315,8.76227059325651,1.114551376022,1.5260134179267,0.846915424416515,1,0.297619047619048,0.297619047619048,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Ecuador","Ecuador2010",1,0.491803278688525,0.491803278688525,NA,0,0,0,1,3,0.287861475378885,0.26059609973288,0.260698175275731,0.228751024428532,-0.0354354068830987,-0.0358421293015625,1.29687446230621,2,0.394527789455824,0.394527789455824,0.0615133929986877,0.0869930746463304,-0.0172996249650835,-0.0167294374319866,1.54690729546864,2,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",31,0.317660317698237,0.336859342468798,0.17630974614647,0.316304347826087,-0.0155696325359978,-0.0363264838208514,1.20289832672392,1,0.100610736097718,0.100610736097718,NA,0,0,0,1,38,0.312202784568518,0.219338449477381,0.372833994767529,0.514552665187874,0.00606003426768077,-0.032047080570804,0.940787510930609,19,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",1,0.460859977949283,0.460859977949283,Inf,0,0,0,1,3,2.02737880289255,1.16932033519668,2.29607132783638,3.91379310344828,-0.47337008192033,-0.389930189378779,1.14472634795226,1,0.173671413685307,0.173671413685307,NA,0,0,0,1,1,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",6,0.296629815225153,0.317736732406825,0.168081956262574,0.224113028159118,-0.0045696635754144,-0.00360498995252733,1.36375,6,0.520973469579781,0.161550802697541,0.823332540882981,1.14248275014844,-0.0699288268871225,-0.0444949180046724,1.23153439153439,3,0.00485505791936647,0.0410156857034919,0.0705558377749106,0.126450511945392,-0.000332752381352152,-0.000332752381352152,1,0,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Ghana","Ghana2013",4,0.282437448211757,0.188706626544604,0.232651763300799,0.39700295743324,-0.0325326929662421,-0.0276742545819106,1.10399437768714,10,0.184040169404678,0.0714156747227691,0.24154332428406,0.204186278386588,-0.00636120433044631,0.00938716851207417,1.04312680280962,3,0.119571868938807,0.0986057126603429,0.0817005804276946,0.166713601802309,0.00159806388233037,0.00383309162201349,1.00231519398173,0,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",1,2.35219139914558,2.35219139914558,NA,0,0,0,1,5,0.543347688597483,0.527774583905013,0.341946430888507,0.44795743977066,0.0296398859850426,0.02036508245827,1,NA,NA,NA,NA,NA,NA,NA,NA,3,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",225,0.302859347752486,0.23751700987174,0.274780932607101,0.288972431077694,0.00891888613837485,-0.00187754948064357,1.23076923076923,101,0.354496698489856,0.340227936512159,0.19663248111707,0.359446845289542,-0.00769286331154804,0.00191344402169314,0.759963771556242,167,0.343589016142808,0.312655141568215,0.207800960444039,0.299791490142639,0.000222026786854389,-0.00940681134678492,0.851144264781759,4,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",33,0.261584541942041,0.13144311005467,0.302130277951637,0.266873898867986,0.0493878592933031,0.0467262669272909,0.696430635658735,25,0.383809362533233,0.316484975036377,0.280254293782263,0.516031822565092,0.010555150949698,0.045851199609128,0.560782534523579,30,0.486947753494244,0.467048689483486,0.305542299038595,0.27891156462585,-0.0101139047775574,-0.00960816420631332,1,3,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",3,0.271268060960219,0.270258533363001,0.188165666273908,0.370866773675762,-0.0587958876106959,-0.0568269311760679,1.36775030573925,NA,NA,NA,NA,NA,NA,NA,NA,24,0.319467521482192,0.28564494721172,0.207537957539613,0.267776127126957,0.00447262865481096,-0.0018087237789123,0.818181818181818,0,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jordan","Jordan2013",7,0.262186922103408,0.188296472998602,0.267007952824013,0.401370283260047,0.0576664508825077,0.0464908958250992,0.854841404917243,NA,NA,NA,NA,NA,NA,NA,NA,1,0.235294117647059,0.235294117647059,NA,0,0,0,1,0,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",1,0.57589979925924,0.57589979925924,NA,0,0,0,1,1,0.105272392315115,0.105272392315115,NA,0,0,0,1,4,0.378728287573996,0.383507520486575,0.190759785310758,0.308185680523901,-0.0234777859113211,-0.0217683431788585,1.18473267838144,1,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",3,0.25898315924816,0.110832167611505,0.345623365437817,0.561361457334612,-0.0214248329695175,-0.0258793622691879,0.975923172012276,2,0.0499343249407702,0.0499343249407702,0.0821277742809231,0.116146212235598,-0.0246576822199932,-0.0298463374071556,2.32762816363959,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",1,0.187891440501044,0.187891440501044,Inf,0,0,0,1,1,0.259609579392232,0.259609579392232,NA,0,0,0,1,2,0.43106664650024,0.43106664650024,0.135982073305105,0.192307692307692,-0.0261403840456512,-0.0262237762237762,1.26884007864906,4,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",1,0.392156862745098,0.392156862745098,NA,0,0,0,1,4,0.67881477202928,0.735900340552467,0.362456941926993,0.407322852691043,-0.0374663693344385,-0.0399056157502276,1.06886574074074,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",6,0.200717624081706,0.233252383731629,0.63995012926994,0.411844576793225,0.0936391868514727,0.12610515163081,0.815789473684211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",48,0.356485750179076,0.206600836524653,0.297245642504787,0.448391367223614,0.0407833894759978,0.00364851474170538,0.85382716857037,50,0.457594902038525,0.435462710434745,0.242651052661045,0.347817358931309,-0.0429868589192476,-0.0337307484803109,0.965482637904366,34,0.518512852593057,0.459777029153298,0.240003359415652,0.360283687943262,0.0169684171886512,0.0018569690848773,1.1693847180439,3,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",1,0.231791145563183,0.231791145563183,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,0.43749926012778,0.457419287691926,0.293218307475062,0.40463768115942,-0.0415209690688687,-0.0281145060312609,1.3634564148201,0,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Morocco","Morocco2013",2,0.159577938694737,0.159577938694737,0.367563940318352,0.519813909437509,0.0716096789113081,0.0866356515729181,1.65044644635205,1,0.432658757850663,0.432658757850663,NA,0,0,0,1,1,0.74822851896674,0.74822851896674,NA,0,0,0,1,2,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",12,0.399645972808368,0.42520202148859,0.215993920695054,0.229740451093732,-0.0384035038873685,-0.0464921363676204,1.19255611975075,4,0.381926559065607,0.391096634018842,0.263535826555798,0.333114219897821,0.00559652395838562,-0.0160351813147328,3.05120914816621,8,0.567049850396482,0.718066582482895,0.345770156665575,0.444444444444445,0.060694904600742,0.0485755253721962,0.697952437974089,0,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",15,0.209346338762248,0.0932476359498456,0.33131411094227,0.04647281437294,-0.0300614555156128,-0.0977716365189294,1.23396225965166,2,0.27073754789272,0.27073754789272,0.15896356469778,0.224808429118774,-0.0749361430395913,-0.0749361430395913,3,9,0.521074726248641,0.54778143283836,0.283727118382042,0.366083916083916,-0.0478173746787041,-0.0153950411391856,1.3575618573462,1,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",5,0.427728477403328,0.463815939180569,0.356369309689536,0.648935601815542,-0.150545654452528,-0.0890755788789038,1.06647026275611,2,0.512983236214994,0.512983236214994,0.504496980804489,0.713466472429988,0.0858802235332393,0.0858802235332393,0.805970149253731,4,0.202680813916311,0.0610104367217767,0.250044877183118,0.474978777330193,0.0595132712171184,0.0320675922665586,0.719870893033778,0,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",1,0.00683558148013124,0.00683558148013124,NA,0,0,0,1,2,0.246862766669441,0.246862766669441,0.068403594487678,0,0.00183578437348844,0.00461811188379731,0.843519673818679,1,0.000364298724954463,0.000364298724954463,NA,0,0,0,1,6,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",4,0.225948401993264,0.237458869723847,0.083523908740825,0.127670226969292,-0.0184609795307898,-0.00296076621164421,1.10265051566311,NA,NA,NA,NA,NA,NA,NA,NA,3,0.443867764624228,0.378662659654395,0.134878068655109,0.244976032448378,-0.0171365683099732,-0.0171365683099732,1,0,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",11,0.25525458209073,0.126625340900445,0.262722791223484,0.365630773705063,0.0218374506329031,0.0300238812140679,0.597306595981641,16,0.306986893216686,0.278481136664658,0.195161281043058,0.378325078292596,-0.0362485035085596,-0.0363086838804437,0.972419725397806,1,0.390995260663507,0.390995260663507,NA,0,0,0,1,6,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",50,0.340487369665925,0.295123942317654,0.342752833702425,0.479786513702964,-0.0036244439354909,-0.023144311254335,1.72853407099388,30,0.304401052793084,0.276979271897929,0.169322189555634,0.255148509493227,0.00665623908615311,-0.00731249956493265,1.16584622543829,28,0.245524882537047,0.0992866334879101,0.348267634427478,0.405708385582802,-0.0370059951079907,-0.0601357171346858,0.759184032973052,7,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",2,0.456070797949417,0.456070797949417,0.19102290724314,0.270147186147186,0.0424340336193825,0.0420721027606273,0.755302036808534,NA,NA,NA,NA,NA,NA,NA,NA,2,0.0807777667899336,0.0807777667899336,0.073183904608683,0.103497670445018,0.0273023305065837,0.0258744176112546,0.618737738897383,1,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",1,0.168728908886389,0.168728908886389,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,0.416164591348726,0.41839029316901,0.212962625081074,0.282103425871396,0.0472700753799609,0.151808821175649,0.767371118581966,1,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",24,0.535799072019438,0.559976285093439,0.369242274297167,0.511392004500545,-0.0327031595168911,-0.036838245825243,0.91274073228039,4,0.327862526026022,0.328980419294814,0.100278527393749,0.0984118719083572,0.0141882425439879,0.0164935371977719,1.90057171311283,21,0.5472513034222,0.456592759203727,0.45989163539165,0.869421207372091,0.0352873803773571,0.0329991927782329,0.962084219172938,2,"2012","Europe and Central Asia","Russian Federation","High income"
"Slovenia","Slovenia2013",1,0.340425531914894,0.340425531914894,NA,0,0,0,1,1,0.292974764723009,0.292974764723009,NA,0,0,0,1,5,0.726109123092733,0.597578904393048,0.64174720999247,0.950156932046429,0.222146190302174,0.105106592076276,0.798077795309369,1,"2013","Europe and Central Asia","Slovenia","High income"
"SriLanka","SriLanka2011",2,0.392161683713611,0.392161683713611,0.0156470324318425,0.0221282454760033,0.000269856652146382,0.000269856652146382,0.976190476190476,5,0.149739947883702,0.158782615158041,0.0629135713105431,0.0461427433627085,-0.0064398296496932,-0.0107694647088404,0.982733235363284,1,0.69364161849711,0.69364161849711,Inf,0,0,0,1,3,"2011","South Asia","Sri Lanka","Lower middle income"
"Sweden","Sweden2014",5,0.332602081228799,0.425804482861185,0.273509203694062,0.56441338524697,0.0259562381512774,0.0246864666895622,1.16717441824044,2,0.419776495881717,0.419776495881717,0.236269753257823,0.334135889435758,0.0244030161878425,0.0294825784796257,0.902263238885604,3,0.430505968939042,0.449897750511247,0.0699681144448976,0.144943559935978,0.0159726061621583,0.020404317352707,0.343896014887986,1,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",2,0.386790765391015,0.386790765391015,0.0250433651670236,0.0354166666666667,-0.00134848010203692,-0.00141232106339468,1.06464754820397,5,0.267108411612486,0.286831811579453,0.196067001922776,0.342613636363636,0.0149622579058517,0.0122642551918983,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Tunisia","Tunisia2013",7,0.494823705797237,0.377087407023644,0.310344272643606,0.529999999999999,0.0236760858250651,0.0190154082925314,0.949444502804327,2,0.106289977628485,0.106289977628485,0.17706038235244,0.250401194081786,0,0,1,2,0.604805622643498,0.604805622643498,0.219657562631887,0.310642704151832,0,0,1,1,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",2,0.246596275329499,0.246596275329499,0.0963111245777083,0.1362044985852,0.00508105986281954,0.00606851726369702,0.881984701869772,NA,NA,NA,NA,NA,NA,NA,NA,5,0.445811399625319,0.463873629879128,0.275961704852896,0.248820962407781,0.018159799035599,0.0263174780369705,1,1,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Ukraine","Ukraine2013",1,0.11262118491921,0.11262118491921,NA,0,0,0,1,1,0.20627802690583,0.20627802690583,NA,0,0,0,1,1,0.127388535031847,0.127388535031847,NA,0,0,0,1,5,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",3,0.257881946879987,0.284188665729717,0.280561955245569,0.43112031500688,-0.0805899780506931,-0.0673402190797096,1,3,0.370978020365667,0.375660836803866,0.0877592946616077,0.0915843929319139,-0.0214081075599799,-0.023024539959244,1.09616246349245,2,0.599804968719729,0.599804968719729,0.0584902853628473,0,-0.0127943576501867,-0.0159072605436945,1.23543383608257,3,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",4,0.173762057690122,0.0469697894334328,0.187314373035291,0.271696145338906,0.0360816585499133,-0.00765123716873102,0.781903347466172,NA,NA,NA,NA,NA,NA,NA,NA,4,0.381301215975758,0.350216229321428,0.19747630880589,0.393215240641711,0.0416382733307726,0.0454386088438857,0.62439948828927,0,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",14,0.389894373156552,0.285563642682048,0.272508758218983,0.331011554688276,-0.00280062294529739,-0.01052497999809,1,8,0.552327697611484,0.400182283293857,0.569309418682477,1.22503346720214,-0.100798172466224,-0.116686915134218,0.998744367670625,3,0.448221763683492,0.404219529174448,0.174004083367609,0.283325519612439,-0.0155962941847412,-0.00819880267024435,1.18162947978921,1,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",4,0.108315351272006,0.115137921700883,0.0844447336989716,0.111192690306614,-0.0204524639849909,-0.016734437235393,0.916666666666667,1,0.169647275556173,0.169647275556173,NA,0,0,0,1,8,0.250563714629424,0.154584417397503,0.266946313116444,0.312049869878351,0.0634448507080556,0.00646535396866438,0.631330837117618,0,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Zambia","Zambia2013",9,0.192822975884783,0.0809852642382703,0.235876375500978,0.263822120289583,-0.0278474308431961,-0.0357486183399676,1.30943928688736,4,0.185023934872855,0.190669772212176,0.0291302067518864,0.0342210345898055,-0.00940589613101552,-0.00985009688443372,1.91720835085841,2,0.334518067691336,0.334518067691336,0.173259593262328,0.24502606660283,0,0,1,0,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
