"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","yearOnly","region","countryDes","incomeLevel"
"Ethiopia","Ethiopia2011",8,0.457915594745887,0.358974358974359,0.314209598831715,0.460795733569452,0.0967854045282943,0.0967854045282943,1,3,3.0991876653442,0.5,4.56193960443817,7.9358580039674,-0.313494841415983,-0.313494841415983,1,1,2,0.565893595937047,0.565893595937047,0.269964312344342,0.381787191874095,0.0890836781039555,0.0890836781039555,0.681818181818182,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Ghana","Ghana2013",1,0.0664670658682635,0.0664670658682635,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0.363569230331798,0.306793262962649,0.152577520504653,0.0989247311827958,-0.0544774439438284,-0.0617935319289006,3.4,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",2,0.195930868210127,0.195930868210127,0.0471404520791032,0.0666666666666667,-0.00295238086568558,-0.00303030303030303,1.11220739536962,1,0.65,0.65,NA,0,0,0,1,3,3,0.562725855620584,0.632572144138872,0.234405278074733,0.388888888888889,0.146044259885129,0.158401113310661,0.0825040756899606,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",179,0.599344018873669,0.623117977717698,0.191398721320134,0.2,-0.0414910704059692,-0.0402591757353826,0.809918272294419,417,0.57874307505434,0.6,0.181742899232904,0.2125,0.0716957885001311,0.0285153836153726,0.583333333333333,10,34,0.558133039068133,0.584617310030154,0.206911913429746,0.32,0.0371047623855222,0.0253775346714093,0.336430363444993,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",4,0.569888606528737,0.545323781320786,0.124428687531658,0.088888888888889,0.0928917942850194,0.0752723311546841,0.327852025707564,1,8e-04,8e-04,NA,0,0,0,1,1,2,2.52000624308496,2.52000624308496,2.20578985624365,3.11945793044477,-0.077608387336737,-0.0820909981695992,1.04111792176056,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",1,0.07,0.07,NA,0,0,0,1,1,0.25,0.25,NA,0,0,0,1,0,6,0.0993203767064306,0.0759087395895431,0.113567707882869,0.1985,-0.0101240248226896,-0.0130326502957928,1.14648817406326,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",1,0.5,0.5,NA,0,0,0,1,1,0.8,0.8,Inf,0,0,0,1,9,1,0.570168769955907,0.570168769955907,NA,0,0,0,1,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",1,0.277777777777778,0.277777777777778,NA,0,0,0,1,3,0.371165644171779,0.333333333333333,0.225804748460104,0.446830265848671,0.0821016917642685,0.0821016917642684,0.608695652173913,6,1,0.025,0.025,Inf,0,0,0,1,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",1,0.555555555555556,0.555555555555556,NA,0,0,0,1,2,0.484138036477219,0.484138036477219,0.0135982073305105,0,0.00740626095745344,0.00686813186813186,0.312648247346177,3,13,0.367447948702913,0.321337828323955,0.139932687872293,0.268201754385965,-0.073598494395548,-0.0601677867987252,1.00678533616692,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",7,0.179850036769217,0.180576273896949,0.205879621420432,0.249975,0.0696602712227995,0.0388659760530322,0.752542283919337,3,0.126863103350053,0.11824820087212,0.133630660843914,0.197391304347826,-0.0501206446802112,-0.0527533201581028,1,3,1,0.133333333333333,0.133333333333333,NA,0,0,0,1,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",9,0.365823935196116,0.287390982659228,0.280328908548382,0.511111111111111,-0.0025747924249537,0.0120534461961268,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0.584827586206897,0.584827586206897,0.148248594124628,0.209655172413793,-0.0343240768996033,-0.0343240768996033,1.48684210526316,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",1,0.421052631578947,0.421052631578947,NA,0,0,0,1,1,0.5,0.5,NA,0,0,0,1,1,9,0.599898436331944,0.629040842466168,0.144516083119062,0.29943661971831,0.0580481640737614,0.0248960638552875,0.340550542517483,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",1,0.348333333333333,0.348333333333333,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0.543621178935762,0.699771080438842,0.354562612897363,0.576988371455214,0.00539842406193672,0.056761825097514,1.0610279397104,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Trinidadandtobago","Trinidadandtobago2010",NA,NA,NA,NA,NA,NA,NA,NA,2,0.309209408285252,0.309209408285252,0.178472228597384,0.252397846189372,0.0315885952969056,0.0371173303219664,0.836494441602851,1,3,0.407636840999946,0.408176295473844,0.00858672524818804,0.0120879120879121,0.00109208774368639,-0.00015827793605571,2.76486652139549,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",NA,NA,NA,NA,NA,NA,NA,NA,1,0.654320987654321,0.654320987654321,NA,0,0,0,1,0,10,0.206708889898308,0.134885727637854,0.230960554367586,0.269624639389553,0.113518287629807,0.080870213617515,0.152931691285276,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",9,0.531449114601555,0.516828947266862,0.17466067370683,0.222874362743731,-0.0498470278059446,-0.0569315425946437,1.13553508401154,7,2.40641327406193,0.79784717506471,2.95579424626108,5.43743890518084,-1.42962064668691,-0.687064651822761,NA,0,6,0.546601475153494,0.727193641147801,0.433710190235569,0.846296296296296,0.0151734223054475,-0.0758327782415209,0.28534715470351,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",3,0.312027886766764,0.340668961200989,0.143763564341766,0.221875,-0.0284776107371688,-0.0243452380952381,1.04279214507182,1,0.192307692307692,0.192307692307692,NA,0,0,0,1,0,1,0.111111111111111,0.111111111111111,NA,0,0,0,1,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
