"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Bulgaria","Bulgaria2013",4,5692.80826774672,6087.16927739395,1483.02893027461,954.847568886018,261.783232408089,338.459866840094,3.11040900838505,2,2,7008.81348406909,7008.81348406909,453.871744338477,641.871576421408,-261.078255013683,-250.593697643975,0.537347090514709,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"China","China2012",10,33587.454293297,26967.7008242943,21417.3142462282,36671.6905218921,1365.67453027214,-6245.62283550305,0.408555850867332,0,4,12373.2855709636,13078.0163244212,2057.5497035439,3822.76898387627,-954.901830109681,-901.817886909985,0.588573857338234,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",1,12496.6716756787,12496.6716756787,NA,0,0,0,1,6,3,21183.3814762788,21208.1614156777,2241.18794737295,2832.05423950489,256.332590635538,87.3861638643932,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",5,4845.63955150478,4070.88618167591,9163.7575412064,10696.1953900828,2697.01850916929,2226.51342722571,1.46057313818761,2,5,120173.337638436,47196.2638987821,158168.126372678,329827.4608603,79723.86815151,85162.9337796266,3.84613519718938,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Drc","Drc2013",35,603.793535958847,362.272758857708,672.023317071891,836.810594277272,20.8381734577704,-34.6179063640473,0.363427834412025,17,4,3825.13863767088,593.588870437469,6897.31861123677,4233.39122121293,-2556.42395918818,-2502.50713347631,0.0976266209967101,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",78,5615.50141387479,4418.7644710361,4982.08301553267,3592.17576983922,-670.955641547957,-425.138620697011,1.24659116897514,56,8,11485.7396214126,10582.8731140851,3296.48210436085,7142.73379697439,-37.5519090506207,-928.872577670921,0.993785731970055,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Estonia","Estonia2013",NA,NA,NA,NA,NA,NA,NA,NA,2,5,367673.60497423,27521.7801996543,693344.963316324,1260082.27320672,-109352.580340488,-157206.344589969,1.02912367433963,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Estonia","High income"
"Fyrom","Fyrom2013",1,-919.095988552471,-919.095988552471,NA,0,0,0,1,4,1,15591.806948658,15591.806948658,Inf,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Ghana","Ghana2013",14,3760.82372243973,1120.02362330978,4963.65836894216,5923.60055981167,-838.466190851374,-538.673576223239,0.629840216635412,18,2,59050.6693474378,59050.6693474378,101962.978582548,144197.427171396,22684.5893402631,22184.2195648302,1.35371222890764,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",5,3490.20313374578,3236.0048629512,1895.77908309761,2303.72815629431,1924.69825989274,1167.52801593272,1.52998431229361,7,1,-7137.41401314792,-7137.41401314792,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",4,16941.2922752409,19366.3110104814,17209.0567635556,12400.2005971405,4869.48680046469,8917.37926968718,5.59778404214484,2,1,34841.4844765751,34841.4844765751,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",45,3665.94360186128,1818.98499753262,3790.53040249587,3106.29166846448,-242.074472804728,-356.350764727547,0.979434502955435,32,15,44568.4925375981,15245.0619912314,54868.3807178858,74013.9658835661,-8181.58785023779,-7432.83015481303,2.11721393343363,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",10,1080.84271052305,873.824557856386,676.181120467245,329.068720005078,14.6481740247307,385.209575578575,1.0762056858607,16,5,1235.92721479189,1222.63205803897,753.403098859029,0,270.536880473761,288.620570101712,1.28529450919153,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",22,31856.292711403,22142.8180473543,26765.1350009953,42895.750522017,-149.116930578412,-67.1088223971594,1.11175237662748,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",4,99493.1959347693,106018.23003252,16028.2512024042,28955.9065116861,-778.616991765883,-1943.24621193306,0.444250675870684,4,1,121161.991027388,121161.991027388,Inf,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",10,9416.28197324484,9716.56677422884,2902.21022376512,3829.93278906206,169.957102593589,-224.976244935538,3.10686803544335,5,1,7570.47230728793,7570.47230728793,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",6,7872.99672422724,8358.55620716297,5950.68195320716,10333.8701621999,9897.31242070166,9623.17020030851,1.70402689634331,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",3,5761.50820399908,3941.64873539268,7834.41196789547,14799.8108369259,-1929.2987901614,-1631.06785829503,0.633140945768258,7,5,12025.2161900726,14179.8346561408,10106.2404262386,16216.8794692174,5271.84080434867,5143.53973644365,8.97489510879239,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",1,7015.9748720397,7015.9748720397,NA,0,0,0,1,3,4,22922.608286079,25511.1533310045,14824.3789556137,9934.49227314845,-4694.90689535972,-5223.42119491754,0.416425328580279,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Laos","Laos2012",4,-4827.94138348692,-290.080028533314,7633.75550842845,13624.0534524714,417.345588299892,896.692824813775,NA,2,2,-595.93143992838,-595.93143992838,3566.11035350443,5043.24162684508,813.431155664462,840.540271140846,1.29866163970633,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lebanon","Lebanon2013",7,26964.6131139248,22414.3454292828,12464.2195322928,18552.0803983707,-5517.40355855252,-5351.61362288851,0.564311121557427,13,4,28436.56524166,29034.9177186912,4844.84885706809,3857.88343833667,-2247.48594289689,-1100.07985407401,0.221474691846133,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",9,1735.82630726202,1228.54205104602,1294.10906208496,1093.76761880505,-227.570177545891,-251.362574717854,0.40488916172713,4,1,612.943041825402,612.943041825402,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",1,17661.4416395677,17661.4416395677,NA,0,0,0,1,19,5,17618.6660100076,13672.7526863604,16348.3377890468,17256.8141840482,3254.66470862289,3652.62282162507,1.17502471870642,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",6,11597.2593582396,11595.6963755241,171.541337268165,0,26.9350191553748,359.404139057098,1,107,11,7910.35650019449,7848.39775559304,3395.98972297771,0,1129.07868986551,2361.39120471241,2.55295167503475,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",11,3348.1295034413,2769.12556753623,1797.26439013735,2109.92123420058,-255.559623973978,-434.189157180381,0.864766111679647,2,4,55258.7381890921,7427.95890365147,78570.8228414913,128233.644686459,-31369.4530802506,-24005.0944148356,0.851978183042989,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",6,19630.9306234897,5743.79541455426,34700.5723512244,21813.1495537263,-6123.99079389041,-5842.15257732978,1.46582807267398,25,2,21366.68338103,21366.68338103,28045.6066041577,39662.4772245802,-11839.0785546148,-12933.4164862762,NA,1,4059.9733428108,4059.9733428108,NA,0,0,0,1,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",21,2324.0208574093,2344.72971304638,1580.86124560141,2011.42628130454,248.153783166775,599.743419821227,1.2,4,3,1412.43473750395,1450.81607122021,167.48682808155,241.122442430049,-19.3583120585132,-6.24870298540199,0.860773956788828,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",7,3325.05187370502,2935.61499675384,2729.64690625698,2168.19682435534,1675.15110908189,1392.53278726484,1.04786271018525,6,2,6297.12017877886,6297.12017877886,916.76715844454,1296.50454901051,-535.356495999035,-506.169584202734,0.527776151220397,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",59,1091.92770148982,736.227334008722,1274.31768911722,1269.13006219121,-18.3731617394927,-278.365964484767,1.19068132535161,113,19,2554.61659579251,689.733587057842,3568.49454387465,5431.38734755459,-685.280216135188,-742.630461828709,0.869640389269266,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",5,5486.20827498657,4110.49505959986,4876.33779588652,6990.11877331456,105.432595058981,74.1092842225837,1.04272483263198,10,3,11596.0740072741,12238.5511666745,9214.0199293321,17138.0639483132,-2052.14669254924,-753.209460897111,0.826319149678135,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",8,11953.7215314568,11359.2893064968,7765.6545985507,15999.5614047225,3855.06106313375,3953.39550857389,3.12756854116963,3,3,7147.67452375874,7675.81268765158,2463.04068659666,1559.40868461945,1100.21795657458,1607.17103656821,9.23697050751172,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",4,5106.50091962912,5124.32740370487,138.954588856758,289.547402779684,22.893069320027,29.1821335262247,1.38023137832556,21,16,7064.41834683027,5319.65862820223,7500.11873783568,7810.51387247309,-1073.63015319251,-1908.31550157277,0.478260869565217,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",3,3553.80724236051,3555.29117227844,1133.31978563356,1580.43334315736,-831.088640474847,-264.399919690332,0.0847543253989695,1,3,28553.3881953132,12005.5863043992,27962.8786462824,45227.8150496195,9266.92490947362,1989.72964127122,9.11903313497026,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",30,14831.5626674843,11918.3903636614,10241.4593933259,17170.8316206262,-2360.29909580981,-3508.37919434505,1.53448143189874,58,4,33797.3264245175,35375.8277031439,25829.6437424028,39664.4922315884,-5408.04310159647,-6012.40820877098,0.560419551964946,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Southsudan","Southsudan2014",22,7400.81800977007,5038.69106952066,7394.97169996681,7219.11220690136,-596.08481831798,-601.640710133919,1.125,4,1,10740.6303566094,10740.6303566094,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",8,11935.2738841462,3684.48440379282,16225.4508515372,10589.7169625564,-3114.70904167074,-3597.17131148273,0.973292749604365,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",6,22150.343821284,22698.4122421796,14832.7953683437,20771.7171717172,3830.11496018097,3476.48536406706,0.92777777005125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",6,15758.9368285844,14620.811287478,4651.48785430318,7920.98765432099,1044.76226297549,1194.72566620162,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Suriname","Suriname2010",6,13047.221988801,12005.6701390298,5298.68313666597,10321.7972070431,157.120738181436,28.1775311876261,1.14285714285714,0,5,16255.5763166924,15353.8160072296,2868.75473035256,4039.42997964213,1108.56443993206,992.913476037873,2.36998922870256,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",1,57421.6846562243,57421.6846562243,NA,0,0,0,1,4,8,126491.507020274,67469.4427826882,106694.240028191,99513.5698882686,24540.7735488175,8164.2796397355,0.961134009793613,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",19,3749.91018696709,2742.60879415808,3419.40611451668,7099.06512619325,1593.58908384387,49.6773265472539,0.521301123458989,95,2,3296.2728931738,3296.2728931738,3558.48310118292,5032.45506316836,1618.87595855788,2187.00149941429,9.50963541613701,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",2,17786.8190448083,17786.8190448083,558.985793880981,790.525290880374,-56.466092205741,-56.466092205741,0.875,3,3,62367.1670086803,72571.2272169815,41420.8139163292,23385.0814805526,-44237.8843614763,-38159.0608358236,0.5425,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",5,11439.3685977157,6872.15744443769,12226.2663033495,20861.9454456263,-3583.95748563181,-506.329661988615,0.535340970718869,1,3,27616.4264221205,27514.9602056774,20408.9488105852,29004.7661717486,474.539863418192,-5674.81984688341,1.02191196626599,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",8,58545.2627105827,58960.8819520568,40332.5219321809,0,-4765.05630072069,-9993.15552203777,0.831192453650545,19,7,44116.4100715715,41192.1585433225,39725.9826923192,49589.0458465486,-9720.58707007863,512.873578000473,0.743839950198536,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",10,1418.49459760433,383.063067115024,1861.89972735023,2507.45101084989,958.211203274802,391.023107584928,1.00382791034318,41,3,5744.70583563583,4070.67798806033,7608.64322839625,12023.0910765166,-2148.71933391518,-2538.73310767579,0.18561625899842,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Uganda","Low income"
"Uzbekistan","Uzbekistan2013",5,7946.62884668266,7915.39623426666,694.677348993576,1121.28810338173,-85.0491578277369,-122.631270342759,0.319466852373078,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,7,11623.0040190273,5539.99447419637,21744.6180288768,2158.42548853945,779.744181051682,-6564.51021743675,1.03740059123403,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Yemen","Yemen2013",1,107844.01574252,107844.01574252,NA,0,0,0,1,4,1,16412.2512389645,16412.2512389645,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",28,3343121.66795059,2392186.42521901,2974457.38781519,3269560.5750557,515245.162722069,1020254.30041776,0.2069353437332,24,1,451864354.728884,451864354.728884,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
