"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","yearOnly","region","countryDes","incomeLevel"
"Jamaica","Jamaica2010",11,0.819355641860775,0.770169189124252,0.163878100974651,0.11341675967222,0.0543210850535162,0.0576043680179233,0.388563620691611,-10,NA,NA,NA,NA,NA,NA,NA,NA,11,0.819355641860775,0.770169189124252,0.163878100974651,0.11341675967222,0.0543210850535162,0.0576043680179233,0.388563620691611,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",6,1.79775747924536,0.395803461785006,2.65232503876626,5.12763466042155,-1.18503451549846,-0.751462552081815,1.72114309459051,-6,6,1.79775747924536,0.395803461785006,2.65232503876626,5.12763466042155,-1.18503451549846,-0.751462552081815,1.72114309459051,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",8,0.137540166113631,0.477243438788963,1.47737629022831,0.849830700517088,0.170376257093028,0.171770021109341,9.00901907720699,-16,8,0.137540166113631,0.477243438788963,1.47737629022831,0.849830700517088,0.170376257093028,0.171770021109341,9.00901907720699,8,0.137540166113631,0.477243438788963,1.47737629022831,0.849830700517088,0.170376257093028,0.171770021109341,9.00901907720699,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",6,0.558774148014352,0.450121101095942,0.54853928771572,0.328437035814491,0.231895133595832,0.157272566071229,0.257242623666914,-6,NA,NA,NA,NA,NA,NA,NA,NA,6,0.558774148014352,0.450121101095942,0.54853928771572,0.328437035814491,0.231895133595832,0.157272566071229,0.257242623666914,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Laos","Laos2012",5,3.51693327538449,-0.896136473907978,8.56609367007785,17.6678899082569,-2.99798593336693,-2.40916778655792,0.417532574834851,-4,NA,NA,NA,NA,NA,NA,NA,NA,5,3.51693327538449,-0.896136473907978,8.56609367007785,17.6678899082569,-2.99798593336693,-2.40916778655792,0.417532574834851,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lebanon","Lebanon2013",9,0.3718588643266,0.311100678075435,0.389125658912449,0.7322787946142,-0.18738095512244,-0.212621833187816,1.10657780563936,-13,9,0.3718588643266,0.311100678075435,0.389125658912449,0.7322787946142,-0.18738095512244,-0.212621833187816,1.10657780563936,9,0.3718588643266,0.311100678075435,0.389125658912449,0.7322787946142,-0.18738095512244,-0.212621833187816,1.10657780563936,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",11,0.261374095335628,0.268390364508687,0.0948753337004934,0.119016226289049,0.0513238215316593,0.0730583992062676,0.379839799666665,-11,11,0.261374095335628,0.268390364508687,0.0948753337004934,0.119016226289049,0.0513238215316593,0.0730583992062676,0.379839799666665,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",7,0.283569676815125,0.247087666452873,0.401523980466501,0,0.373356638029246,0.152744738430273,0.069290747327287,-11,7,0.283569676815125,0.247087666452873,0.401523980466501,0,0.373356638029246,0.152744738430273,0.069290747327287,7,0.283569676815125,0.247087666452873,0.401523980466501,0,0.373356638029246,0.152744738430273,0.069290747327287,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",85,1.00228724885027,1.16652433941269,0.477445535920603,0.45604249466157,-0.110682529372679,0.0330774352398743,0.948017933970255,-138,85,1.00228724885027,1.16652433941269,0.477445535920603,0.45604249466157,-0.110682529372679,0.0330774352398743,0.948017933970255,85,1.00228724885027,1.16652433941269,0.477445535920603,0.45604249466157,-0.110682529372679,0.0330774352398743,0.948017933970255,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",13,0.444586117871003,0.395315845430851,0.388361357820789,0.386465103782164,-0.0639250831844521,-0.160763459074066,0.989663241189549,-24,13,0.444586117871003,0.395315845430851,0.388361357820789,0.386465103782164,-0.0639250831844521,-0.160763459074066,0.989663241189549,13,0.444586117871003,0.395315845430851,0.388361357820789,0.386465103782164,-0.0639250831844521,-0.160763459074066,0.989663241189549,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",10,-1.99408085633343,0.031852611855287,4.89774954309246,1.82456140350877,1.34973042712765,1.34776972344849,0.8937737781336,-10,NA,NA,NA,NA,NA,NA,NA,NA,10,-1.99408085633343,0.031852611855287,4.89774954309246,1.82456140350877,1.34973042712765,1.34776972344849,0.8937737781336,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",25,0.780403720949256,0.481451373455881,0.594179960105326,0.601937744794888,0.00339708350928563,0.43180007553689,0.975125005613339,-48,25,0.780403720949256,0.481451373455881,0.594179960105326,0.601937744794888,0.00339708350928563,0.43180007553689,0.975125005613339,25,0.780403720949256,0.481451373455881,0.594179960105326,0.601937744794888,0.00339708350928563,0.43180007553689,0.975125005613339,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",10,0.482219073360239,0.229089260440161,0.59132324965142,0.922634705423777,0.357787169918838,0.287167473845293,0.192164022224911,-10,NA,NA,NA,NA,NA,NA,NA,NA,10,0.482219073360239,0.229089260440161,0.59132324965142,0.922634705423777,0.357787169918838,0.287167473845293,0.192164022224911,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",80,0.575657051504499,0.356445135252242,0.74040887945256,0.884592680047226,-0.104258946429732,-0.0521850926980038,1.17298115341928,-152,80,0.575657051504499,0.356445135252242,0.74040887945256,0.884592680047226,-0.104258946429732,-0.0521850926980038,1.17298115341928,80,0.575657051504499,0.356445135252242,0.74040887945256,0.884592680047226,-0.104258946429732,-0.0521850926980038,1.17298115341928,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",9,0.219504835153027,0.112909593807009,0.198943388034272,0.184439688363455,0.0069098647771866,-0.00480646845356486,1,-18,9,0.219504835153027,0.112909593807009,0.198943388034272,0.184439688363455,0.0069098647771866,-0.00480646845356486,1,9,0.219504835153027,0.112909593807009,0.198943388034272,0.184439688363455,0.0069098647771866,-0.00480646845356486,1,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",10,0.722082771765893,0.665420719755808,0.425491867707531,0.229810129514305,0.113680940924584,0.053137093942993,NA,-19,10,0.722082771765893,0.665420719755808,0.425491867707531,0.229810129514305,0.113680940924584,0.053137093942993,NA,10,0.722082771765893,0.665420719755808,0.425491867707531,0.229810129514305,0.113680940924584,0.053137093942993,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",21,0.756182721071925,0.553762605592233,0.620837248300925,0.80778156086426,0.0341575136030891,0.0433184432350931,0.531685696643744,-34,21,0.756182721071925,0.553762605592233,0.620837248300925,0.80778156086426,0.0341575136030891,0.0433184432350931,0.531685696643744,21,0.756182721071925,0.553762605592233,0.620837248300925,0.80778156086426,0.0341575136030891,0.0433184432350931,0.531685696643744,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",5,0.791744480008817,0.606361163488405,0.685953932317028,0.419229003575478,-0.376624549169529,-0.439068666507705,1.01892143894264,-4,5,0.791744480008817,0.606361163488405,0.685953932317028,0.419229003575478,-0.376624549169529,-0.439068666507705,1.01892143894264,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",36,0.906021334398611,0.716757650160989,0.896761893353665,1.17711672793939,-0.0109546269201114,0.313136948873776,0.33542514900177,-69,36,0.906021334398611,0.716757650160989,0.896761893353665,1.17711672793939,-0.0109546269201114,0.313136948873776,0.33542514900177,36,0.906021334398611,0.716757650160989,0.896761893353665,1.17711672793939,-0.0109546269201114,0.313136948873776,0.33542514900177,"2012","Europe and Central Asia","Russian Federation","High income"
"Southsudan","Southsudan2014",20,0.282194543892549,0.22316096379753,0.206409567069204,0.315243929839277,-0.00735035112016478,-0.00760127968494536,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",7,0.686515136482515,0.71268205142039,0.249257730619569,0.280071507618966,0.0375279451030072,-0.103040791929977,0.754092921631614,-6,NA,NA,NA,NA,NA,NA,NA,NA,7,0.686515136482515,0.71268205142039,0.249257730619569,0.280071507618966,0.0375279451030072,-0.103040791929977,0.754092921631614,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",6,0.968113418048683,0.904998660712384,0.437407441024537,0.321791416131039,0.119278742189296,0.105415526812976,0.63257575230767,-6,NA,NA,NA,NA,NA,NA,NA,NA,6,0.968113418048683,0.904998660712384,0.437407441024537,0.321791416131039,0.119278742189296,0.105415526812976,0.63257575230767,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",6,0.767094658758107,0.711270010424731,0.373300362729906,0.374649859943978,-0.202631373013028,-0.214289026722606,0.983320252083862,-6,NA,NA,NA,NA,NA,NA,NA,NA,6,0.767094658758107,0.711270010424731,0.373300362729906,0.374649859943978,-0.202631373013028,-0.214289026722606,0.983320252083862,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Suriname","Suriname2010",11,1.24613509909308,0.985967693470581,0.896380401561834,0.484848484848485,-0.2784054027437,-0.271720537716587,1.67919542608741,-11,NA,NA,NA,NA,NA,NA,NA,NA,11,1.24613509909308,0.985967693470581,0.896380401561834,0.484848484848485,-0.2784054027437,-0.271720537716587,1.67919542608741,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",9,0.583527507683861,0.658741099271685,0.33722012964286,0.27903314323662,0.151885736668528,0.149491747220569,0.326839954930062,-17,9,0.583527507683861,0.658741099271685,0.33722012964286,0.27903314323662,0.151885736668528,0.149491747220569,0.326839954930062,9,0.583527507683861,0.658741099271685,0.33722012964286,0.27903314323662,0.151885736668528,0.149491747220569,0.326839954930062,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",18,0.538119661659886,0.499775039710122,0.503658125223289,0.517647773525302,0.432778636949624,0.493429398774467,0.434115697944652,-33,18,0.538119661659886,0.499775039710122,0.503658125223289,0.517647773525302,0.432778636949624,0.493429398774467,0.434115697944652,18,0.538119661659886,0.499775039710122,0.503658125223289,0.517647773525302,0.432778636949624,0.493429398774467,0.434115697944652,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",5,0.756087244328331,0.787337686285273,0.141432043679461,0.108201581027668,-0.196014310885687,-0.158063556401467,1.35946488980908,-3,5,0.756087244328331,0.787337686285273,0.141432043679461,0.108201581027668,-0.196014310885687,-0.158063556401467,1.35946488980908,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",7,1.39821919585818,0.454377191348557,2.5380883475346,0.655754762378941,0.698796971098846,0.220673109963777,0.422585847749042,-6,NA,NA,NA,NA,NA,NA,NA,NA,7,1.39821919585818,0.454377191348557,2.5380883475346,0.655754762378941,0.698796971098846,0.220673109963777,0.422585847749042,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",15,0.808806590776506,0.258139243694586,1.6137876626756,0.107384524860253,0.67443150296002,0.336000558471663,0.254664623707556,-28,15,0.808806590776506,0.258139243694586,1.6137876626756,0.107384524860253,0.67443150296002,0.336000558471663,0.254664623707556,15,0.808806590776506,0.258139243694586,1.6137876626756,0.107384524860253,0.67443150296002,0.336000558471663,0.254664623707556,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",9,0.502882163425669,0.461765308726027,0.403302615154477,0.637597178232076,-0.212923317009266,-0.213020714877813,2.08733146111333,-4,NA,NA,NA,NA,NA,NA,NA,NA,9,0.502882163425669,0.461765308726027,0.403302615154477,0.637597178232076,-0.212923317009266,-0.213020714877813,2.08733146111333,"2013","Sub-Saharan Africa","Uganda","Low income"
"Uzbekistan","Uzbekistan2013",7,0.66290788769058,0.683041473263554,0.505387707027127,0.743562042508158,-0.0741109445940009,-0.0339360961580406,1.29403309916412,-7,NA,NA,NA,NA,NA,NA,NA,NA,7,0.66290788769058,0.683041473263554,0.505387707027127,0.743562042508158,-0.0741109445940009,-0.0339360961580406,1.29403309916412,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",4,2.23865334145266,2.15754855581004,2.4917927235132,4.3698392417857,0.90272094023094,0.116965159959377,0.86697015797993,-7,4,2.23865334145266,2.15754855581004,2.4917927235132,4.3698392417857,0.90272094023094,0.116965159959377,0.86697015797993,4,2.23865334145266,2.15754855581004,2.4917927235132,4.3698392417857,0.90272094023094,0.116965159959377,0.86697015797993,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",5,0.371849397995337,0.328475760725647,0.178214289615087,0.0288515958973173,0.142483984199717,0.174290831169089,0.186532641235954,-7,5,0.371849397995337,0.328475760725647,0.178214289615087,0.0288515958973173,0.142483984199717,0.174290831169089,0.186532641235954,5,0.371849397995337,0.328475760725647,0.178214289615087,0.0288515958973173,0.142483984199717,0.174290831169089,0.186532641235954,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Yemen","Yemen2013",2,0.411887854208729,0.41188785420873,0.134219115278375,0.189814493156395,-0.0103927596164141,-0.0105452496197997,1.13467222862132,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",31,0.319137940747563,0.237123576844752,0.286073582332072,0.342848178602114,0.0258547872218787,-0.00248795725365584,0.778940354627849,-62,31,0.319137940747563,0.237123576844752,0.286073582332072,0.342848178602114,0.0258547872218787,-0.00248795725365584,0.778940354627849,31,0.319137940747563,0.237123576844752,0.286073582332072,0.342848178602114,0.0258547872218787,-0.00248795725365584,0.778940354627849,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
