"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Ecuador","Ecuador2010",6,0.243458823996811,0.198151573135859,0.222940801674073,0.228751024428532,-0.00121515614479789,0.0425587307799205,0.988724206520789,NA,NA,NA,NA,NA,NA,NA,NA,1,0.491803278688525,0.491803278688525,NA,0,0,0,1,1,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",24,0.217365685526527,0.104104636216203,0.187170011033956,0.264365453550862,-0.0854727983106466,0.0127210383448952,5.65895878783735,33,0.37000360529359,0.421503347823934,0.353493754139371,0.513772594364699,-0.00456090898803969,-0.0281406878697033,1.02218487706594,22,0.148666767896613,0.135422468559146,0.0448549283679282,0.0463294863560076,0.00118287260641665,0.0037778748376278,1.11008184256745,10,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",5,1.75757870521461,0.760854294909413,2.00361032231751,3.91379310344828,-0.240742663697892,-0.0525469248433665,1.08135800633994,NA,NA,NA,NA,NA,NA,NA,NA,1,0.173671413685307,0.173671413685307,NA,0,0,0,1,0,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",3,-0.0192105365338186,-0.00825851982073061,0.0829708427687473,0.162809449134511,-0.0154873916613831,-0.0154532863585036,1.00451127819549,5,0.344707237082927,0.18833511381479,0.473577694968652,0.988062283737023,0.0617043915527138,0.117920146534271,10.3942103022563,6,0.234618518675471,0.309807844444276,0.252682578469746,0.362210120748121,-0.0452882977769662,-0.040481454572357,0.516666666666667,1,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Ghana","Ghana2013",10,0.206862903333553,0.0686340124058168,0.254952826451536,0.497384643748787,-0.0384926395043307,0.0129230513923777,1.43088157065315,1,0.106508875739645,0.106508875739645,NA,0,0,0,1,6,0.200137623442202,0.157818785183557,0.17152837895997,0.138750723644569,0.0301891081268009,-0.0122863763132315,0.19599766014168,0,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",6,0.241875270609576,0.299724976166794,0.122731469947761,0.232704402515723,-0.0157997932432384,0.00168331761354015,1.13660877091437,NA,NA,NA,NA,NA,NA,NA,NA,3,1.87652040006701,1.87414100429645,1.14683314685186,1.60476871873321,-0.356967959904403,-0.0474717239115346,1.50952214292007,0,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",189,0.284661202524684,0.250662177298676,0.178948266478654,0.212776192873524,-0.00564523307794207,0.00453505200725989,1.276695458468,111,0.328161741872137,0.309130920192559,0.254757216122823,0.279034949069195,-0.0558754810218035,-0.017020562480209,1.27085764629833,194,0.363445445126365,0.325446924957418,0.286706189420949,0.398156182212581,0.0387535875251922,0.0472378673363991,0.819462940385179,3,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",56,0.384102458865823,0.446817934925576,0.284877030640501,0.3786961237152,-0.00921295677596932,-0.02373721353712,0.552325732334294,4,-1.6094418812446,-1.15489469483667,1.85226174363512,2.6424002885691,0.689120572741763,0.149953619816091,1.66303841774188,29,0.552501452949632,0.485633132035579,0.320345065052965,0.244803037494067,-0.0707104051967461,-0.0815924703259608,1.08423967850984,2,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",5,0.231276822365405,0.246826984854894,0.116956859084618,0.110343021733438,0.00567829137107777,0.0152516235849954,1.15391347334978,7,0.275423827146995,0.278422297931567,0.184739282873635,0.307033668156968,-0.034798081139923,-0.0584332042601435,0.923442422998749,14,0.335850418371743,0.241252845860794,0.213900366708293,0.267776127126957,0.00513487869485102,0.00325402263764221,0.818181818181818,1,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jordan","Jordan2013",1,0.600961538461538,0.600961538461538,NA,0,0,0,1,2,0.0682214264606994,0.0682214264606994,0.161930853701248,0.229004809470958,-0.0480628129222731,-0.0805757662953372,4.46540880503145,5,0.305442236120953,0.250100550577426,0.260178089228831,0.395769179274334,0.0215410183148943,0.013920219232527,0.96,0,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",NA,NA,NA,NA,NA,NA,NA,NA,2,0.159444679746434,0.159444679746434,0.0587621319976505,0.0831022040250353,-0.0481577317734224,-0.0382270138515163,9.00686443232027,5,0.461505804146361,0.551841470400303,0.171843054039492,0.295555555555555,-0.00921995910958993,-0.10686548136283,0.281015460161243,0,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",4,0.151361249688631,0.00984832056674748,0.291884480724742,0.564724660814046,-0.113611148682652,-0.0994423937356845,1.6764214899073,NA,NA,NA,NA,NA,NA,NA,NA,2,0.263990277679445,0.263990277679445,0.252155644262107,0.356601931944398,0.0632196286974559,0.0613508700119394,0.690645450849326,0,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",1,0.187891440501044,0.187891440501044,Inf,0,0,0,1,3,0.269895854958102,0.222380052879253,0.225893872621315,0.404,-0.0613971601621134,-0.0539127670779542,2.20326962129716,2,0.335989169388154,0.335989169388154,0.0333375405522195,0.0471464019851118,0.00565612423264429,0.00620347394540945,0.833413054022499,2,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",3,0.698688594200451,0.83048283430753,0.436645863711674,0.842587994762468,-0.054000165254699,-0.0533052193777124,1.13737036716758,NA,NA,NA,NA,NA,NA,NA,NA,2,0.488610316708789,0.488610316708789,0.156354567947624,0.221118750530515,0.0706653699476788,0.0663356251591546,0.577154935070894,0,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",4,0.189813329176984,0.459076590626438,0.857623848827842,1.27851124345989,0.129289950526611,0.135159688795213,0.946337899170607,NA,NA,NA,NA,NA,NA,NA,NA,2,0.219033785706669,0.219033785706669,0.020387975841992,0.0288329519450801,-0.00202340198669371,-0.00214713471931448,1.11895099017182,0,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",81,0.405849978032032,0.366095839401068,0.285178913371686,0.448391367223614,0.0353400316475277,-0.0249603025300608,0.50917838475353,7,0.400261540787692,0.42112229814181,0.257995890567698,0.516895982388552,-0.0505658367689515,-0.0109950296998384,0.775502324484184,44,0.464346857636403,0.391942170477874,0.264396514394061,0.437324123022257,-0.10161497031913,-0.0824853243466616,2.00028941535796,3,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",2,0.197329316450429,0.197329316450429,0.173482544381382,0.245341367099142,-0.0245341367099142,-0.0245341367099142,1.25,1,0.72463768115942,0.72463768115942,NA,0,0,0,1,2,0.399253988643672,0.399253988643672,0.202475479716253,0.286343569462724,-0.00738438609128461,-0.0075353570911243,1.04612979304131,0,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Morocco","Morocco2013",6,0.360580613919734,0.380110347623738,0.360578857665555,0.406947780992489,-0.0521709127275306,-0.0957237915996245,1.48582065358727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",1,0.240847784200385,0.240847784200385,Inf,0,0,0,1,8,0.315945870559434,0.336547581793641,0.240462550022731,0.451304347826087,0.101097201113648,0.0618463478989025,0.895162246223633,14,0.497153167548447,0.509069549214212,0.246774885682231,0.231166150670794,-0.0642772771398893,-0.00778945203307538,1.96669382283927,1,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",12,0.310102509409968,0.475280635106673,0.280113210318582,0.419354838709677,-0.0261889238073332,-0.035416943785847,1.09556236817628,1,0.110565110565111,0.110565110565111,NA,0,0,0,1,13,0.618748530050514,0.666463864990676,0.274550403961043,0.568681318681319,-0.228509548627629,-0.244516672049321,1,1,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",5,0.625854672425789,0.729954870459263,0.335502861691995,0.400232904354871,0.0825650115705326,0.107289912483826,0.374179933544192,1,0.37037037037037,0.37037037037037,NA,0,0,0,1,4,0.0911326644889787,0.0593892613192455,0.0686679826462758,0.120993456800365,0.0311724420050435,0.0288016341517232,0.763439893454268,1,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",6,0.227686903113593,0.190724033103397,0.250535892500699,0.236602525919595,0.186823386367179,0.15097478098941,0.240112951473279,1,-0.0674157303370786,-0.0674157303370786,NA,0,0,0,1,3,0.176636662736355,-0.0264110852820181,0.617947320198117,1.1262734786588,-0.34933616121229,-0.339643334009611,0.293871904605474,0,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",5,0.248809620567017,0.253092221172237,0.0979655171191755,0.0638333400801523,-0.0265645853149917,-0.0273194529714728,1.31232372222408,NA,NA,NA,NA,NA,NA,NA,NA,2,0.476470317109145,0.476470317109145,0.173224213772424,0.244976032448378,0.00942215509416837,0.00942215509416837,0.928571428571429,0,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",21,0.310769208812422,0.236585020522103,0.269632307741769,0.437475008528839,-0.0294887006303922,-0.133034212133528,0.995146741301852,1,0.390995260663507,0.390995260663507,NA,0,0,0,1,12,0.29491863685274,0.213152794044143,0.223296912957651,0.382356132112026,-0.0624896248536451,-0.0545214148224458,4.29484524040391,0,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",68,0.361656089203225,0.358368235199231,0.237247922922098,0.424218552868845,-0.0413575380748251,-0.0554945412722916,1.66666666666667,2,0.532793906132503,0.532793906132503,0.618472984091439,0.874652882063472,-0.443877298074814,-0.374851235170059,0.429280276919942,35,0.195710133321771,0.098969613502654,0.231170172079512,0.270360174596056,0.0913099499124612,0.0714756499229419,0.822529065126482,10,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",4,0.361980586999668,0.345921963009616,0.223676690913192,0.45527069466908,0.0633467698118332,0.0401622231338186,0.542970589870482,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0364697301239971,0.0364697301239971,NA,0,0,0,1,0,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",1,0.551282051282051,0.551282051282051,NA,0,0,0,1,1,0.269178625410656,0.269178625410656,NA,0,0,0,1,1,-0.523673534936007,-0.523673534936007,NA,0,0,0,1,2,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",10,0.531007853917154,0.655890859500302,0.309777632354826,0.490593107377975,-0.0969736399624482,-0.00439383527971798,1.55201517588717,13,0.238011620577992,0.182614717777969,0.162107527833021,0.0265122042592432,0.0212749247320456,0.0373607464531306,1.74141644895971,27,0.542563591409543,0.545153416626595,0.363061874299835,0.511392004500545,-0.139739433250107,-0.0547498931002652,1.85619315750924,1,"2012","Europe and Central Asia","Russian Federation","High income"
"Slovenia","Slovenia2013",1,0.197211489006203,0.197211489006203,Inf,0,0,0,1,1,0.181451239576468,0.181451239576468,Inf,0,0,0,1,4,0.753983183872738,0.506467478837164,0.556184258307125,0.806942889137738,-0.169451332792867,-0.0521855660007182,1.68084937547833,2,"2013","Europe and Central Asia","Slovenia","High income"
"SriLanka","SriLanka2011",5,0.142170104698109,0.155683266427698,0.0709649680781791,0.0461427433627085,0.00727119868235329,-2.63042251197635e-06,0.963882956951111,NA,NA,NA,NA,NA,NA,NA,NA,6,0.527634311490711,0.488467383866428,0.214560022843462,0.3125440575215,-0.207573965641418,-0.188573261241853,2.51833018619674,0,"2011","South Asia","Sri Lanka","Lower middle income"
"Sweden","Sweden2014",1,0.449897750511247,0.449897750511247,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,0.434756616120614,0.432422896852059,0.247709350448981,0.144943559935978,-0.0163698627395154,-0.0538306398402067,1.12631334729609,6,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",5,0.195039764971246,0.211149823142746,0.137016343963384,0.121818862275449,-0.0512864409449648,-0.0516802337824307,1.53071610289856,NA,NA,NA,NA,NA,NA,NA,NA,3,0.422948149462953,0.427124845400269,0.0267709193861554,0.0481132075471697,0.00947260503043617,0.00687029258563946,0.865027038269551,0,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Tunisia","Tunisia2013",8,0.571816728728979,0.61261437987779,0.256026200106916,0.328086923218769,-0.046511519526166,-0.0675164425686261,0.486993664654348,1,0.27,0.27,NA,0,0,0,1,2,0.821681137281078,0.821681137281078,1.61852747430473,2.28894350523521,-0.671105615716936,-0.911465527533783,6.07799710280235,1,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",4,0.257505115513476,0.206661685147131,0.283678154050031,0.230736509819944,-0.00900527352186514,-0.118521872435108,1.07646445008441,1,0.583941605839416,0.583941605839416,NA,0,0,0,1,1,0.658536585365854,0.658536585365854,NA,0,0,0,1,2,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Ukraine","Ukraine2013",1,0.20627802690583,0.20627802690583,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,0.113398952763395,0.118479840246693,0.0405423738469027,0.0147673501126371,-0.00737805577851554,-0.00868710804969902,0.377457663904009,3,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uruguay","Uruguay2010",9,0.410247280972063,0.452834692521333,0.245456419163191,0.401644157369348,-0.131756187875706,-0.0503917801733403,2.82116139923441,NA,NA,NA,NA,NA,NA,NA,NA,2,-1.31514891520241,-1.31514891520241,1.62440784072659,2.29725959918073,0.753089552267466,0.68917787975422,1.82621551170762,0,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",1,0.0411949685534591,0.0411949685534591,NA,0,0,0,1,4,0.368674751093316,0.335644792823579,0.171253850676115,0.393215240641711,-0.00135327232281454,-0.00634572215726275,0.760702367756744,1,0.0423251339837845,0.0423251339837845,NA,0,0,0,1,2,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",6,0.555259464930643,0.430762865372151,0.546954152855413,0.34229033970276,-0.0761175651299215,-0.175059524924452,0.606782057854093,1,0.358649789029536,0.358649789029536,NA,0,0,0,1,18,0.391049580832952,0.280218709966125,0.277927715925154,0.331011554688276,-0.00582954642662913,-3.19682891323507e-05,1.01669059317037,1,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",7,0.315053737091485,0.166020947403004,0.28152986727564,0.247135384232158,-0.0017758586082271,-0.0595288907944821,0.647058823529412,3,0.111388797063136,0.109706417687164,0.0986953706875976,0.119948760964841,-0.0372070617238898,-0.0278928458098803,1,2,0.0760935242348614,0.0760935242348614,0.0768501445886969,0.108682516747668,0.0271706291869171,0.0271706291869171,0.666666666666667,1,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Zambia","Zambia2013",9,0.26175620449339,0.201449397513088,0.199802567085193,0.128339385483392,-0.0702677659931381,-0.0848045975030922,4.69996342310899,NA,NA,NA,NA,NA,NA,NA,NA,6,0.154200676141418,0.0805942054685078,0.167970435579976,0.189579950521435,-0.0570522223719035,-0.0565271624629551,3.4879493450007,0,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
