"countryOnly","country","N_Foreign Ownership","mean_Foreign Ownership","median_Foreign Ownership","sd_Foreign Ownership","iqr_Foreign Ownership","OPcov_Foreign Ownership","OPcovNoWeights_Foreign Ownership","indAlloc_Foreign Ownership","outliersOut","N_Local Ownership","mean_Local Ownership","median_Local Ownership","sd_Local Ownership","iqr_Local Ownership","OPcov_Local Ownership","OPcovNoWeights_Local Ownership","indAlloc_Local Ownership","yearOnly","region","countryDes","incomeLevel"
"Bih","Bih2013",68,1.13732100013127,0.768946241770853,1.16021379615466,0.960878325737757,-0.312492452086225,-0.180937661882763,1.52557945072589,4,3,1.2180314524003,1.19157424963918,0.397510988036772,0.404560970741618,0.180193708830052,0.370744809854353,0.65262701642081,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",21,0.146154902592124,0.0752439072084122,0.186711050643729,0.0564715773740016,0.139328169884166,0.096554111792587,0.209122209374508,18,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",39,1.21597476782823,0.811817430623546,1.26810584277795,1.43982420766993,0.12214127577066,0.16416217885609,0.537640290121818,1,24,0.757936034163595,0.690547542774323,0.647425141430885,1.22402612238881,0.0468442325526268,0.00476815916079306,0.26113209435259,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",688,0.617436354679245,0.493325803398092,0.423335510639757,0.383355483258281,-0.0499408966730191,-0.071230605453628,0.664449204481218,70,353,0.533752670626601,0.439494564728257,0.526032172818907,0.6042073615762,0.102658424462111,0.0277569544203172,1.05756359134589,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",76,1.00149253072325,0.716111568425669,1.05198398920174,1.5270720334951,0.79176837918159,0.614288786105295,0.33413187756965,2,2,0.508863706174574,0.508863706174574,0.995402788395723,1.40771212337323,0.67889315880537,0.56876268684273,0.425744093214962,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",37,0.224707589142651,0.173799413746963,0.219730654809434,0.258621893739292,-0.0321579968602831,-0.0184802662281035,0.390915252230281,6,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",39,0.886674007722753,0.956926520352295,0.620508808226051,0.554059913572109,-0.217730535121286,-0.258572833168925,0.505376273782154,2,7,1.89577975975381,1.86305118325428,1.09803507869761,0.894388240920607,-0.904499534925192,-0.919218917575019,0.987654320987654,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",65,0.340017797105408,0.21384733540757,0.343883761528841,0.449463202176501,-0.0904561203169662,-0.110416098962367,0.978925049021172,1,4,0.114573865797809,0.0595535987392157,0.150392690765787,0.0893363920965458,0.0997989832563541,0.0937003567420088,0.259157151834642,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",559,0.957531822847282,0.780769077374259,0.828797644219882,0.969488077253226,-0.00245796675637716,0.0118320252037261,0.857142857142857,28,47,1.16617428672654,0.92325776033776,0.830017306898295,1.29571630449958,-0.231775882751972,-0.189717177314886,2.47991047061196,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",1309,0.843166633368025,0.595238095238095,0.762252590750829,0.731854252357801,-0.0353631262420233,-0.0576501883044078,2.02284020573457,62,43,1.3304949846257,1.18250607572003,0.976557947409377,1.57192222881933,-0.0339239921050792,-0.128787684331571,0.97878844500908,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",547,0.805141753523018,0.526315789473684,0.753335115512641,0.891402221400825,-0.21085919926248,0.137135984280075,1.51799612101234,42,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",152,0.997848499422727,0.775004155332556,1.05869187039512,1.23002286521494,-0.0143995966509285,-0.0122890592345522,0.941704566305142,10,39,1.07462196892998,0.760391730616656,1.38820160968207,1.57600356030263,0.134823930790876,-0.0202586530835683,0.337956886186147,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",93,0.126724793298739,0.0689423474582813,0.16824439943174,0.173962317608727,-0.0550490559756105,-0.0896894321400821,1.11732805147119,13,37,0.375545145119879,0.182824210947408,0.508683529743332,0.48,-0.0437830879445407,-0.166641086852707,0.238117685736682,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",84,0.883566663177764,0.736833524723094,0.676308443485967,0.809560496001174,0.1906025366544,0.204528477636665,0.536440809524349,3,2,0.838978797849785,0.838978797849785,1.03492113603913,1.46359950657311,-0.273106593984351,-0.303068584694431,1.83344896041058,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",44,0.862357724521101,0.521301735621493,0.906602294328848,0.922835026608611,-0.00179277921173765,-0.0631881936698983,0.487804878048781,3,5,0.662561111317883,0.549413544721424,0.678233186734783,1.04492578229767,0.0964742287216409,0.173359930447415,1.01076435614826,"2013","Europe and Central Asia","Czech Republic","High income"
"Djibouti","Djibouti2013",5,0.361396399394545,0.474762112894994,0.193672273666333,0.351050009279484,-0.0222921517599603,-0.0123133079160653,0.438227767124259,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Djibouti","Lower middle income"
"Dominica","Dominica2010",23,1.00637223480372,0.93671070709352,0.38536694697399,0.39305876338468,0.089815969718847,0.100712192419659,0.525210084033613,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",70,0.892669589396026,0.742322305987577,0.558560826193404,0.796109064333014,0.151228657420496,0.108724800811932,0.535640379470125,6,20,0.853522772241204,0.781480758077364,0.402234311092417,0.452261565669917,-0.052313406570812,-0.0842120000585162,0.232237657191512,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",152,0.282659215904016,0.213525903702431,0.268132598555469,0.348905039473679,-0.0414263719554027,-0.0442065752294864,1.16697124556615,0,32,0.222751851505617,0.141784738247786,0.278515353909549,0.304053699707625,0.0313302254980542,-0.013975290550211,0.140570572279614,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",86,1.09732745413314,0.894688005103887,0.914980436729431,1.13022693478231,-0.220702781506997,-0.203564249279736,0.482018488114552,2,9,0.530639773409462,0.324652821624554,0.579341268575335,0.4090827861341,-0.127099876387848,-0.157044278962218,0.352057178861286,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",1298,0.904474368387634,0.684226878278192,0.947837739496656,0.91983089939128,0.173927266959334,0.169127040799361,1.26666666666667,107,62,0.787994795032601,0.704492310013861,0.767687908063954,1.13913026649378,0.0574558432917354,-0.282063002620195,0.450311170015181,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",79,1.23205145654608,1.01868019773108,1.06170668076649,1.44822786487125,-0.167818792090904,0.0598354695966213,0.882247963332061,5,10,0.728813808283109,0.820210867784089,0.76647089179441,1.20131867304065,-0.359468344651714,-0.892640839714314,0.728250252433757,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",41,0.648585433908978,0.504564038069115,0.67770014908361,0.863489278620797,0.0273727498532098,0.218448721470432,0.795540825412798,3,11,0.877791955477436,0.534756753523611,0.840255975154148,1.38743911848387,0.241195732463313,0.0993578997900642,0.22976844748846,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",72,0.916286920711856,0.339198585152097,1.91282747415598,0.978080977139135,-0.0436078071291984,-0.0510992721291424,0.499001996007984,11,44,0.959205809009769,0.392554876668929,1.69539581245181,1.07398707688939,-0.334065464006087,-0.28557001672265,1.09058823529412,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",95,0.869320044758336,0.609792422754023,1.0986728434586,1.02185772871463,-0.0223556910431113,0.0197004634038484,1.36421908549017,9,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",53,1.30321811255962,0.970422887395207,1.39303725254846,1.54509931618366,-0.53583680641585,-0.620816628305812,0.710136127834387,6,2,0.304784050619155,0.304784050619155,0.117609946305547,0.166325581135276,-0.0368380237917447,-0.0605753659690202,4.86861827673737,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",150,0.603790331614898,0.37733809184776,0.74606781349442,0.799487594390507,0.0657458451691468,0.215002946619054,1.18967720866406,12,27,0.642675600149292,0.443365592372556,0.661990062157008,0.733115468409586,-0.0164163564384332,-0.124582665166229,0.208357592231428,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Grenada","Grenada2010",13,0.958685827696062,0.773754723770361,0.674676006129702,0.980935179610676,0.530026649365294,0.654788632247691,0.16620499553887,2,5,1.07406791860434,1.12653978235618,0.656271994664698,0.47337735511332,-0.0945225408165294,-0.172588612127012,0.416665053713471,"2010","Latin America and Caribbean","Grenada","Upper middle income"
"Guatemala","Guatemala2010",194,0.638741471363291,0.599254664974111,0.604627058388496,0.765882975605828,0.17319360137273,0.112267253636777,0.666666666666667,21,13,1.27234140723911,0.748561213748961,1.18768746988344,0.28673197335622,0.251464434506646,0.00782215760205171,0.352205849646984,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",45,1.00724852826986,0.756131063545857,0.80812374422989,0.755699117434131,-0.30972067548386,-0.286584043803919,1.78563459138357,4,8,2.0139979957144,1.78709098448344,1.19044893597265,0.930350913011519,0.422163790022429,0.379443560711536,0.335391802775253,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",88,0.271160871064276,0.369002024380264,0.561319026760742,0.435795132049014,0.0741408038439499,-0.122561582735405,0.388888888888889,9,4,0.392723322194693,0.446648285630108,0.291254432227979,0.323323206043668,0.220784517883923,0.220784517883923,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"Hungary","Hungary2013",28,0.849838984053663,0.351960825811212,1.18682266010893,1.00116448326056,0.452222946701435,0.289949762648546,0.0914422879256103,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",5030,1.69218917331614,1.49350649350649,1.21781399627828,1.32467702800184,0.164516256316404,0.0733573207472956,0.857142857142857,195,16,1.49534493261081,1.61107338640917,0.728427706815968,0.843690864625966,-0.0668472771396721,-0.319518917331671,1.19412560722036,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",641,0.678807298960555,0.53488001348855,0.691650673957186,0.786011447688679,0.158480236890918,0.221914633679286,0.971795804897228,63,61,0.619817744285004,0.270787703858618,1.11647554457564,1.01493753394894,-0.539055120571777,-0.240115737849734,0.905071324515185,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",424,0.257157410332457,0.170220051536051,0.293419418493572,0.301447535187779,0.000993635969753174,-0.0122786440248365,1.42857142857143,45,2,0.0743274217511612,0.0743274217511612,0.00169886527345613,0.00240255831036633,0.000770050740502028,0.000770050740502028,0.609375,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",115,0.71585532751772,0.61602233525368,0.381713461421534,0.442676555574925,0.0527728530577582,-0.0161696803380836,0.347848961102102,13,4,1.86280049631457,0.141024325021986,2.86219969493027,4.50773985800561,1.64972362761243,1.65351061321981,0.208879626558507,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",83,0.92975422807941,0.834662471328332,0.343250530126846,0.404164711506963,0.236521306514239,0.291464254440866,0.548727661165937,6,4,0.852174781992054,0.861125153102098,0.221380657186041,0.379149202678614,0.00591716937736798,0.043329489715032,1.35834857953036,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",199,0.64141735041688,0.528094335050797,0.571312889070769,0.534823013469771,-0.11392439542548,-0.0241776400573107,1.67016862119589,23,20,0.246953552377535,0.194638275602364,0.13713928232375,0.121388208510768,-0.0277829957313133,-0.0559179834605163,1.0294968189705,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",62,1.09652475411758,0.959123708528218,0.811064424508484,0.770680036082027,0.0637142754481796,0.0714607698384949,0.876951058664945,5,2,3.03446395676455,3.03446395676455,0.194584529872288,0.275184081173382,0.0728564761355465,0.0708807481810226,1,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",243,0.372046733312245,0.177111152416313,0.487644853412012,0.556497167524881,-0.0934115272498978,-0.119898893407681,1.03276870956883,20,11,0.0629176402590057,0.0540618464785542,0.0423599269123232,0.0831255256490699,-0.0222409716861744,-0.0123561957543325,0.987352386569252,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",41,0.860487420181351,0.586778040400099,0.844007454488703,0.997213837938244,-0.0714772861169776,-0.152860039003906,0.61614571361928,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",32,1.95682477100799,1.47760827256787,1.68915897536328,1.87537604859571,0.0686495051920637,0.120399030255997,0.334576763963505,2,3,2.79976794721637,0.790537618934538,4.53401240152821,8.36385126771913,-0.788353526211408,-0.818818904586943,1.42061106445082,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",54,0.167901443688222,0.189903970323704,0.453684258624035,0.320546930861458,-0.0741727036288237,-0.127112598797142,0.507522839137975,13,5,0.305242785803048,-0.0772546716786823,2.30008349274785,5.10407211188635,0.997093587905696,0.531662125452487,0.454732063130286,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",22,2.30344566531811,1.16586557989598,2.79885280454358,2.55129511600137,-0.853649890002482,-0.467472742139478,2.22176136773342,2,2,1.2086849195034,1.2086849195034,0.544863666209833,0.770553586398273,0.29633652290595,0.308915626979488,0.577128404119629,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",138,0.682428474629283,0.536112496486962,0.612513155769577,0.57982076403129,0.273829111537981,0.379592879721418,1.38061301711368,14,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",40,3.63480798897137,0.756681423917892,5.68148036787055,5.20308032031361,-1.96086780133665,-0.247701692936123,8.28842053792654,1,3,0.818694652316483,0.952967270212604,0.325108771601265,0.616209698004595,0.149817109673846,0.158867699735033,0.153846153846154,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",132,0.335911444180988,0.201546777595419,0.578229444000939,0.413015333576081,-0.0275014482831475,-0.101407850896203,1.24343926862617,26,31,0.24417052723739,0.212740433254127,0.972818071048775,0.761904761904762,0.068112986565574,0.0628662327410536,1.1863344307551,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Malawi","Malawi2014",28,0.511417430439262,0.255977979019831,0.654835591586622,0.689261649226741,-0.204271523829285,-0.149000270267009,0.324930692353575,6,7,0.831532521094373,0.416008730190448,0.694240375284782,1.18811483637824,0.504158634375165,0.52895208097641,0.318794912218879,"2014","Sub-Saharan Africa","Malawi","Low income"
"Mali","Mali2010",14,0.292025007106053,0.0756710118477309,0.336956623343121,0.568754774637128,0.24069445133325,0.30724663908432,1.89086224019977,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Mali","Low income"
"Mauritania","Mauritania2014",24,0.878729710852867,0.754370941339826,1.01529861528512,1.02255438554651,0.0974620766294957,0.0443402004675158,0.645844144190547,5,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Mauritania","Lower middle income"
"Mauritius","Mauritius2009",94,0.460452112166393,0.195414326981234,0.535124580178308,0.560510142784529,-0.0844042542334456,-0.141172275949803,0.222935209187001,12,28,0.489005975445937,0.367043441672788,0.463963855134013,0.391377581837316,-0.1014632736412,-0.171587835083915,0.60570314259418,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",977,0.944685121749701,0.701043812310643,0.813414092805455,1.16762494471473,0.283009460297715,0.154830299908216,0.981105760091815,40,65,0.531642333720471,0.48202144123227,0.422589531591735,0.147742418734785,0.0147844893302837,-0.0911964008450713,0.242666001208993,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Moldova","Moldova2013",53,0.738284582725858,0.598359872718018,0.738199691907464,0.917801162705129,-0.471857432286248,-0.263961463201453,1.56864196678848,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Moldova","Lower middle income"
"Mongolia","Mongolia2013",64,0.98166632591072,0.849621180729677,0.81651194138749,0.84657810922085,-0.145235099796049,-0.19916873715338,1.0469555397902,1,7,0.945405006854026,0.610278676095495,1.110426707915,1.44878470313379,-0.146554912122937,-0.146407312390474,0.998070724745681,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Montenegro","Montenegro2013",19,0.789790119867476,0.646880556195685,0.627809030058241,1.06614315916642,0.217800797101085,0.252950680145124,1.08418443151503,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Montenegro","Upper middle income"
"Morocco","Morocco2013",91,1.00619514758774,0.621327433921239,1.17361485991698,1.58819666088798,-0.00859185666324675,-0.213380772212204,1.16275121375633,4,8,1.08013794429434,0.0812966506841006,2.00511486967712,2.14106872554526,0.704003043239531,0.0278087840031686,0.280907187108195,"2013","Middle East and North Africa","Morocco","Lower middle income"
"Myanmar","Myanmar2014",230,0.580314908232215,0.385121779189715,0.608297231003356,0.6561932019972,-0.322188297972593,-0.508724624528259,1.19861226817746,20,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",24,-0.469859904490917,0.078951947573117,2.15849279714577,0.576923075583753,0.620125134240008,0.612446272745668,0.447780048980071,4,8,0.47316174130119,0.136254240074608,0.619069051914756,1.22727039140833,-0.0505227635144393,-0.0447175067221591,3.45558752085932,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",231,1.24798959580205,1.01384567720158,0.956058972480267,1.01131541725601,0.0541466416877161,-0.0617845756359565,0.566095528028412,4,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",75,1.04182869960827,0.36443415541141,1.9733673345517,1.39838367205443,-0.743035802953882,-0.800816705483926,0.962909114709889,4,6,0.633369908472801,0.804246843614754,0.516832716668164,0.613751731917555,-0.000580591271754848,-0.0556799712634971,0.551788118451063,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",451,0.364926787709437,0.246442663151341,0.660093904541073,0.670175438596491,-0.185116255626151,-0.0726692178743514,1,48,69,0.173424792645783,1.69673704467233e-05,0.334823176496396,0.316039949588429,0.00771470728146545,-0.00891265577477108,1.0263510978082,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",214,0.284680456655646,0.108533833373321,0.573296971499542,0.487522281639929,0.0354866612631475,0.0325295634606788,0.3,20,2,0.0390255554985636,0.0390255554985636,0.0643525583055807,0.0910082607291576,-0.0388400803767625,-0.0453451441342059,1,"2013","South Asia","Pakistan","Lower middle income"
"Panama","Panama2010",37,0.212929542734907,0.138539832850341,0.184185878140134,0.283135912153236,-0.0501154125116255,-0.058488841120741,2.04129134451784,4,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Panama","Upper middle income"
"Paraguay","Paraguay2010",79,0.823772743234233,0.551029498171155,0.703510872725997,0.660919540229885,-0.21137600959065,-0.164836466118759,1.1513784937289,3,5,0.839358912907757,0.437004344156734,0.932512055411893,0.97932049592825,0.561086574590578,0.680665702368297,0.546475563582104,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",520,0.950459547192338,0.725995811509079,0.829585990901697,0.909414285723713,0.00769075360825374,-0.0665409899392033,0.870197995794349,25,28,1.18267239742319,0.971041169489002,0.960332736734258,1.10018042378166,0.125762517339286,0.111076162195415,0.85497112549735,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",519,1.13966117037669,0.782815291951473,1.6948219713839,1.43330019948229,0.106944182361102,-0.0407069934788468,0.694694311539716,47,92,1.25351026196303,0.46048341625154,1.9416062303955,2.33798844201846,0.117095452263507,0.0988729779983702,0.645113096245837,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Poland","Poland2013",36,0.387202023546203,0.312406316057111,0.862636275651906,0.699821703808656,-0.376093545732922,-0.401741113955742,0.143524506368403,5,2,0.672159350987473,0.672159350987473,0.954732869063822,1.35019617187343,-0.500770189716924,-0.531077160936884,4.9466400705795,"2013","Europe and Central Asia","Poland","High income"
"Romania","Romania2013",97,0.475748406256007,0.307716728268261,0.644638506850038,0.598130903118503,0.0788565557412271,0.0727579412608975,0.786505578678746,15,12,0.681289518238186,0.705931744130973,0.429287991453572,0.450824401502112,0.189667337080231,0.513669166574992,0.241989249355224,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",489,1.08720533897415,0.771292545186249,1.02806430535823,1.24927548269925,-0.152103676386816,-0.0293244447569735,1.66666666666667,35,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",133,0.947834170352977,0.554568447329852,1.12113800226469,1.09042322743456,0.408466177864902,0.278968386298872,0.636427750885324,5,12,0.873128337871008,0.844568676105426,0.551764703920621,0.557630218772714,-0.10542184393073,-0.107590290797812,1.13712383391928,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",70,0.818255980145391,0.543676444384125,0.843665153485739,0.904413043513319,-0.0552277602039853,-0.0894930969040509,1.5,3,8,0.706817930460547,0.300397613421882,0.801043663235266,1.07299020063572,0.787946188166482,0.54481874456491,0.0917746241274448,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Slovakia","Slovakia2013",24,0.0317466143229145,0.027660071956687,0.0599750417541055,0.0465592702680592,-0.00300117054636564,0.00119538336915092,1.02405672565104,4,2,0.0222465137031264,0.0222465137031264,0.0469969877156413,0.0664637774181417,0.0205055359719123,0.0188105030428703,0.50129164116847,"2013","Europe and Central Asia","Slovak Republic","High income"
"Slovenia","Slovenia2013",52,0.639325619347734,0.515432001401036,0.522010714043414,0.890862239377092,-0.144905546553086,-0.075787980575016,0.654600840284245,1,9,0.451936566330943,0.402280648252918,0.462644590134163,0.744946312923715,0.0868028946541534,0.398263813956843,1.01938236586924,"2013","Europe and Central Asia","Slovenia","High income"
"Southsudan","Southsudan2014",54,0.277412172840832,0.197994290537892,0.244606202198306,0.386290223657848,-0.0529488121939154,-0.0584765321857399,1.42857142857143,8,12,0.184143824722148,0.135304681740265,0.199654618966595,0.210494752623688,-0.139185649126722,-0.142772108489555,1.43066599633959,"2014","Sub-Saharan Africa","South Sudan","Low income"
