"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Guatemala","Guatemala2010",7,0.331673563137443,0.338845710406756,0.195175738369621,0.146666666666667,-0.197653300594581,-0.0454845630559916,1.52998431229361,2,1,5.33927677145638,5.33927677145638,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",1,0.0833333333333333,0.0833333333333333,NA,0,0,0,1,3,1,0.005,0.005,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",68,0.571100315338131,0.564333293494228,0.102925361738763,0.113102008835091,-0.00209135974980827,0.00974484715825929,1.36496911430377,1,18,0.568332889931427,0.631814545103293,0.275872129138503,0.233333333333333,0.105104014253691,0.0363681047527618,0.559656670406633,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",15,0.249674381735788,0.202092616059362,0.143897461870526,0.14,-0.0297517184075533,-0.107598832812175,1.442139350455,2,6,0.433945465356557,0.433738725952474,0.0674004245518064,0.098989898989899,-0.0500481053826502,-0.049251598919975,0.773864358931819,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",21,0.26231479689558,0.237296365683706,0.129594943531928,0.115744680851064,-0.0206503299625661,-0.0224350572268832,1.32272371996971,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",4,0.409961085651167,0.409446794618989,0.149267289736587,0.168181818181818,0.102828058630702,0.105840909090909,0.145727752391227,1,1,0.0833333333333333,0.0833333333333333,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",12,0.438659934614351,0.422695482150431,0.042795932328196,0.048051948051948,0.00511439815279748,0.00496057889838678,1.19797128304034,0,3,0.453547571460103,0.448297302875398,0.042253256605357,0.0287500000000001,0.0433203179547299,0.0342076210826211,0.107720367828853,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",6,0.377615471042205,0.254879717391845,0.281213191111833,0.567708333333333,-0.151969152857745,-0.109064302540961,1.72114309459051,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",6,0.435227210089228,0.463390731452385,0.128274735729921,0.122222222222222,0.0249998942427889,0.0435067683877491,0.7560536604464,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",3,0.346340505170176,0.348769745370084,0.115979068707615,0.134615384615385,-0.0575766385563604,-0.0669523645447498,9.49711418652387,0,5,0.466375923262766,0.48613503877162,0.378836875564668,0.320454545454546,-0.293802542202764,-0.268480701754386,8.97489510879239,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",1,0.2,0.2,NA,0,0,0,1,1,4,0.409655156218453,0.39161138575111,0.104252466296066,0.064935064935065,0.0121294287876936,0.00682759975708215,0.997032737467947,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Laos","Laos2012",3,3.16064956378102,3.33333333333333,2.95917213270546,5.16776255707763,0.736237603458896,0.488825342465753,0.813399720306063,1,2,1.60072007585705,1.60072007585705,1.26100709311601,1.78333333333333,-0.287636207344632,-0.297222222222222,1.29866163970633,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lebanon","Lebanon2013",7,0.220561822568873,0.269819487408206,0.261343137860662,0.416666611666667,-0.12106594124468,-0.0808667757320118,1.69931855456733,4,3,0.224291096061119,0.224137998838059,0.00189662811183499,0.00277777777777802,-0.00101512584440416,-0.000680827886710244,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",9,0.150866170827438,0.144729895129221,0.0576098062371491,0.0517222222222222,-0.0162228545140104,-0.0144157353452949,1.41711206604496,2,1,0.225,0.225,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",1,0.15,0.15,NA,0,0,0,1,7,3,0.394258724642794,0.396456086532685,0.0321687907470391,0.0428571428571428,0.00267298587460157,0.000264550264550256,4.29842249646982,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",85,0.452719699300245,0.522012002847497,0.173861083319745,0.123833333333333,-0.000393277501837736,0.0642230639779126,1.05575047638266,9,24,0.364909934856007,0.31518179411776,0.185061330341897,0.096581196581197,0.0118421363844391,-0.0137801221832255,0.896853610683857,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",12,0.280879629895857,0.270468319018148,0.157233617525298,0.133333333333333,0.0293296618824118,0.0620445273836774,0.931683108564945,0,4,0.188426523704464,0.161579571458511,0.185266327026903,0.210666666666667,0.0244297366758293,-0.00119471068512601,0.748996676222139,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",10,0.551926130373249,0.454496775318995,0.481197761411678,0.9915,-0.00605863663305393,-0.00337572289245526,1,0,2,0.102365861874879,0.102365861874879,0.0282842712474619,0.04,0.0119398276487659,0.0130434782608696,0.651957800162081,1,0.0499750124937531,0.0499750124937531,NA,0,0,0,1,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",24,0.394174443402815,0.399589819101401,0.176310266646961,0.205066666666667,-0.00459965292679639,0.0869788737916009,0.682411060263096,1,3,0.443563998786822,0.4,0.200199198633034,0.288235294117647,-0.0238828344723212,-0.0184491978609626,1.20508353950436,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",11,0.18923743513662,0.135005567233561,0.140162494600096,0.103174603174603,0.0623734081908772,0.0559928810588453,0.325475308096423,0,2,0.289689001174491,0.289689001174491,0.40555524290474,0.573541724807399,0.236828546676886,0.223916974753573,0.527776151220397,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",69,0.314194275638359,0.289022817394277,0.249272346213034,0.385714285714286,-0.0637049196833254,-0.0511135395833384,1.33333333333333,6,20,0.181738831682457,0.0212474291715625,0.22300016676452,0.36875,-0.0424587387046301,-0.0467275579909677,1.2,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",6,0.172456577951692,0.140866830813081,0.117231615528025,0.183333333333333,-0.0309152956691139,-0.0254074159982499,5.32889393909101,0,4,0.145917984243285,0.138856642620834,0.12061979895556,0.108256880733945,0.032065263141333,0.025298415801875,1.20272984194549,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",8,0.372096700737527,0.395073798773308,0.137076542880663,0.144897959183674,0.0450411113317975,0.00792287618853806,NA,0,3,0.45566529259523,0.46183099079938,0.139201843977661,0.148,0.0652512027341086,0.0933134732566012,0.554218230450704,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",11,0.411073283805511,0.347199430559982,0.206581328636541,0.190416918125126,0.227402183757425,0.166942139402144,0.0959716248250925,0,21,0.40530257555097,0.376423423487474,0.237048539466665,0.404761904761904,0.013487958773503,0.0150376716995594,1.68863236417907,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",3,0.683424383086292,0.681509978227997,0.167534670857056,0.241274318311143,0.132375318680656,0.144248854901082,0.363559253158828,0,3,0.298834104318905,0.332584321977789,0.114595347596023,0.193664474875574,-0.0509577624187493,-0.0224928465121465,9.11903313497026,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",45,0.410571480599979,0.44041693319059,0.25356664971493,0.40327868852459,0.187820904674321,0.225407490124385,0.384392314383064,2,3,0.0555828804527718,0.0550853078257775,0.0475620748488722,0,-0.0175810572624678,-0.0309455340005925,1.31241090727845,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Southsudan","Southsudan2014",21,0.183488373244265,0.153981790759347,0.113881879026984,0.183333333333333,-0.00274663443493918,-0.00288396378055185,0.95,1,1,0.229166666666667,0.229166666666667,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",8,0.371090235371609,0.382373759030368,0.0981795016765896,0.183760683760684,0.00249098193269579,-0.0101280432680423,0.702823700241184,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",6,0.431728638838333,0.430007309585694,0.101949488601251,0.124471830985916,0.0334958679103876,0.0315686733057443,0.63257575230767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",6,0.381049399899041,0.39055194760201,0.134864700904024,0.136666666666667,-0.0846421880414211,-0.0895258952446698,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Suriname","Suriname2010",6,0.466144460688704,0.407555376033931,0.149035425887767,0.24953095684803,-0.0160247590427514,-0.0143224272083522,1.33333333333333,1,4,0.421064299207778,0.420755165021143,0.0152923195134089,0.0193181818181818,-0.00510391125180403,-0.00512957128737335,1.23999429754841,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",1,0.383214285714286,0.383214285714286,NA,0,0,0,1,0,10,0.321296710648803,0.34913728347278,0.202639802570267,0.146714074913923,0.113504002985946,0.0778322354160717,0.279127454126758,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",31,0.302570960103094,0.343940460949494,0.173416581269022,0.247916666666666,0.0222032056742044,-0.00934525809879698,0.807145429352139,0,3,0.496160315543119,0.520942408217122,0.145158479144993,0.273809523809524,0.0723424410799537,0.0744739756367664,0.42192004383433,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",3,0.407363109274696,0.411146709319018,0.0343633962597404,0.0297619047619047,-0.0011385314159931,0.00119047619047619,1.16666666666667,1,3,0.356537575934042,0.349980790204353,0.0569858172185832,0.0766269057918721,-0.0288091434620587,-0.016457909684602,1.58023378810461,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",3,0.243123715865338,0.234227819269505,0.0619128687679794,0.05,0.033387857930121,0.0452380952380952,0.217101238564464,2,3,0.405057982647516,0.378371489836941,0.161759010517323,0.232869872553814,0.00714207092963043,-0.0156832921177108,1.05598151838465,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",8,0.167498912240015,0.2,0.0703427168100386,0.08,0.0106302189086033,0.0281587301587302,1,3,6,0.37474409588602,0.263784102002839,0.378138581244563,0.686858373205742,0.072470028216004,0.037005073265425,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",13,0.277835635620147,0.232283818585664,0.158035967768471,0.256849315068493,-0.0792573592352431,-0.0705664888208862,1.04604338215629,1,7,0.290948243950527,0.060899872959119,0.391911087911518,0.593333333333333,-0.0500867167562853,-0.0119115188290264,2.2282591049724,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",5,0.0773928708838631,0.0866914237017669,0.0532527742017382,0.103745658835546,0.002215087589539,-0.0198244083535981,1.00931182247825,0,1,0.02,0.02,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uzbekistan","Uzbekistan2013",7,0.341158534313177,0.397306149105048,0.202851070819153,0.311457174638487,-0.0260274533329926,-0.00958502195610888,1.29403309916412,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",1,0.333333333333333,0.333333333333333,NA,0,0,0,1,2,2,0.774440281992193,0.774440281992193,0.0518708088621275,0.0733564013840833,-0.0362401124863523,-0.0300094369298522,4.13588804425973,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.375,0.375,NA,0,0,0,1,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Yemen","Yemen2013",1,0.333333333333333,0.333333333333333,NA,0,0,0,1,3,1,0.24,0.24,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",38,0.207826547583647,0.189818054692265,0.135364233088685,0.234260467238096,-0.00513155259530955,-0.0144446996896773,1.25617616464132,0,3,0.151461983948991,0.117458702128106,0.157659124302149,0.320192307692308,-0.0555555938597784,-0.0613510271405008,12.3155298715475,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
