"countryOnly","country","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Belarus","Belarus2013",34,17478.8878438176,13956.1343774943,16530.5566615871,14917.0218502333,9215.2239109899,11148.5827127389,0.6305188337822,39,27849.8435307739,24321.2312775543,22492.0971294945,29590.831387691,-5172.95209819379,-2836.04645012436,0.0748662411650626,22,40834.2784919862,39636.959980961,37509.3693910279,77049.660687292,22439.4606836587,6787.59128504426,1.04323304938017,7,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",44,35835.1671311933,36551.4971598537,19844.6946210871,27500,-421.056861830719,-4039.55462793879,2.4,7,86859.5848595849,50000,63087.6500999088,135111.111111111,12525.8092112756,12525.8092112756,NA,18,33054.4065712631,28234.3459564619,16125.9787221776,17916.6666666667,-7129.33500493022,-5559.5650037162,2.25596184925435,3,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",8,7833.59892540028,2591.202008344,9794.65051101463,15095.2228489008,-3571.01826322397,-4072.64228644647,0.905951080354251,24,9447.94972083049,6684.13941190213,9246.74092250233,13436.8062247634,1550.15226970018,-374.313012325485,0.676600932700605,36,9799.1589423217,4360.59418049253,10948.8365296452,9078.92312484006,1642.18482318595,2645.22988251914,0.622690764301657,12,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",6,36960.1869478504,40251.213573594,12610.185171728,7223.56185808678,-8024.73087207967,-4657.15413908029,NA,48,56658.4109045911,46632.8343431273,41936.8740191598,49949.6995506412,-8427.26097711811,-2360.58748971155,2.91264042173075,40,44896.821525042,45863.8848132494,28636.7309244713,36382.408625895,-10621.1232364167,-21160.1305829941,0.123969428087108,9,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",14,7986.3185373079,8848.25097392697,4899.10299977148,8880.34188034188,357.907010283161,131.506747696218,0.367013257722303,44,169340.616417512,45693.3045443983,184075.53335003,336182.336182336,-68263.275223869,16110.6814661724,11.310269760435,30,10284.4790121128,10436.3319939201,7157.98162617841,5969.80056980057,2117.77769300386,2195.92568572046,2.21177221097036,13,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",13,23367.5028752773,16360.3034901949,19335.817017748,36808.5108295513,7481.79226477544,6999.48880011436,1.11308786734292,48,22466.4673389735,16970.3373993436,22031.356680746,18098.6131923853,1619.49514603304,1040.1609856853,1.64411854597352,9,20643.7767119323,21332.9219342188,15474.782222396,10420.6804504275,47.3628590096328,711.737295484557,1.03660765506956,6,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",306,38488.4686108793,33327.4906193941,32749.4003144914,48240.4809805746,11953.7598976915,16248.9421826946,0.996599457178793,213,79420.9857535522,48092.1007959207,75337.4895523718,93968.4369100779,-266.781338316856,-22372.9210991466,1.86856361964481,797,37348.1231077789,18833.3570697729,40293.4109793679,51515.9000016988,1199.81584538496,10063.1900977816,0.976176402196727,53,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",23,24743.0258313254,19405.3408533896,15998.8537487491,15054.2044985433,7707.70304127017,1014.68553590969,0.124055969378428,34,23607.9253540231,19901.1073934821,20971.1677144309,34678.2594136217,5252.20779901727,-1719.84382320577,1.01499195176132,46,47670.0315211956,21156.3661589888,59350.9245923412,71588.0874506504,-8689.90300920143,-6923.47627842351,0.59630775148239,4,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",37,24189.0252205623,4645.83308855461,36372.954475269,23257.3797612605,22916.643549977,13806.6265998529,0.626770268506784,27,26787.8010816926,11940.1778856547,30536.6863134688,40410.5498784366,-821.69288223206,924.110134902157,1.58946920849956,21,7666.51064103462,3753.56212963294,8989.55125379018,8681.32608600048,1832.55955775318,6048.97738061898,2.62143325170179,8,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",14,17974.7585732847,21042.947531633,12247.4418475004,18378.8936384207,-2441.83002043139,976.070900947617,0.565164092955725,25,19193.6269405617,15463.498769285,13127.5691583557,16780.2008797687,827.746050276288,743.525235627313,1.4827657872938,15,6911.76989637831,6835.06109886885,4378.03620176958,7460.0428173695,736.875136941218,877.649028565201,2.30769230769231,4,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",26,14984.4761531374,5589.88977008374,22217.2349119939,9840.41688982442,10256.0768697882,15500.9391800563,5.31931737750893,28,25679.655960327,23246.7375872436,21477.4925017817,23169.1164604588,28820.0687386894,36209.2017952177,0.612555980131195,30,8634.09058942347,5937.19795325202,9184.79765187207,7314.82105394489,1131.63066695162,953.104541767018,2.17186576673521,17,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",204,34303.8808489807,31202.0883663873,17626.1570299937,17494.7155312438,2920.78191429005,7927.47501679304,1.01223982246197,314,95502.2397931318,68620.9464524448,84409.2771852107,77711.6821055531,39619.0054235876,34260.9110624155,1.84071493223454,145,34401.3456201304,29968.7691976124,21646.5900699777,22414.5614387109,6350.64017083561,7687.62379710649,1.09498544560948,47,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",84,34559.7737214014,25024.559371105,29179.8675232216,34952.8550666896,3743.54120662144,-1331.5124123853,0.285124362251362,122,101291.434216734,46504.3130274318,110306.443484901,161795.321897827,-21404.1333402105,32257.1711112665,0.698051221392256,1414,47917.6600293469,37449.4875714531,37460.3958561009,45563.5432119346,1671.64791541618,12343.6663912491,2.5,71,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",232,25590.0374777922,21366.3268985385,15764.2366537279,17540.6182393348,2535.91620795852,2399.38070210764,1.68531738053028,213,57597.1384596854,64722.2103799548,41193.5731280863,41994.5199776108,13367.5922602616,33129.0701047641,24.9147242800941,168,22828.4771542112,16903.5513704073,17607.2263303184,21048.7418872018,7704.85572031654,5902.83884413559,2.91430652429135,59,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",95,27297.2913795066,20931.8892173833,23346.4001967204,25598.5225277523,4954.75715508291,3525.3648174583,1.89504849323594,115,45108.4990436863,43009.692151276,30851.494552164,32980.9178845325,11856.489645094,12146.4176728621,1.04492536233778,44,14362.2622673128,12950.2630096348,12171.489672411,13256.8631710094,16343.6895266737,18762.3276449594,1.36179517891802,16,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",21,3506.13111328516,1756.01166932538,5452.44835164693,1250.39757495463,4459.36195266278,8580.54700659895,0.384299614805439,22,28528.2784615478,16709.4977137878,29356.4123091451,29899.2027070131,-1510.06984619214,-9115.33085283671,1.84083037294201,120,3524.25555445529,2143.53869992222,4122.52615631974,2500.79514990926,891.752034689448,2198.48207801361,1.2,39,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",24,59645.5924495416,49564.0733184796,33539.2930425246,34876.1380978441,-2920.29450091448,-2998.81905632693,0.287137229244665,64,102040.035152335,68991.1307190834,83943.3037565553,76475.4151294229,46342.361882362,38275.7741246654,0.568463738900404,21,52791.7738548746,40250.2184891699,41603.6844248902,40494.5948157113,9575.4345755431,7738.77292897312,NA,1,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",16,84566.5598118056,60510.9353096363,67165.1779946307,92815.4583214655,-22630.5884419776,-12713.0290145384,0.365757101924305,50,76240.0374798962,67055.0596220663,47221.3257126445,46947.3539184157,-13155.9070110208,-4242.41029592527,0.806155062768604,28,80970.4920113083,52336.3623872833,79850.416000731,97132.456382929,-28284.6507812278,-19504.0993715408,0.660530860448333,8,"2013","Europe and Central Asia","Czech Republic","High income"
"Djibouti","Djibouti2013",5,149632.011763741,98522.4210370298,165725.392463606,356665.909831851,-44656.6135898255,-37799.8114696347,0.680133024722534,21,113409.578938105,26209.8872601438,184311.025420182,109674.767273294,-61999.3679516907,-62326.9174780676,0.779859597641755,23,39966.8824686683,18500.4946918071,54301.6349882923,40013.4567592608,-980.719598310776,-2546.32513843192,0.206273115839685,5,"2013","Middle East and North Africa","Djibouti","Lower middle income"
"Dominica","Dominica2010",2,73164.9831649832,73164.9831649832,22808.3601473641,32255.8922558923,3583.98802843247,3583.98802843247,1.28571428571429,5,92295.2106394372,77072.3104056437,65721.2527370567,68061.568061568,-31737.9207793378,-34911.0711633288,0.287581699346405,16,29128.6264901584,23293.6507936508,16500.2142927981,14855.5555555556,-1924.56813935472,-1924.56813935472,0.875,1,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",23,17883.3037696005,15558.2306921378,10050.2868177075,15228.2442902727,4894.62046952665,412.225149122924,1.75,55,35214.1619794224,30766.7249393766,22922.7608375001,35878.5547546042,-3642.93260184669,-3172.70407313794,0.793115957885679,35,24544.3086648518,19884.468750056,25224.8659126013,23042.0793563831,17047.1687171009,25790.6472005682,0.628569610353294,3,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",58,3454.73954105415,778.991623477125,6617.19827165749,1851.33721685225,99.9237725018631,183.674013217507,1.33333333333333,38,34636.7100748281,13964.4901275382,50784.9104920468,35354.5541282909,16554.8827712277,19741.9380293568,3.13304175760569,98,2145.32314470227,1030.54656744955,3060.3316945156,2383.15883383294,1.90530959752489,17.458780223406,1.11607842932131,30,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",22,19822.3165829228,21659.2970124694,7836.22415352384,11183.4642857143,41.3244333371234,894.54051740117,0.430472684420764,59,47155.3119006021,39739.3809155534,44730.6658078785,49879.1304347826,19565.4507720486,12360.0011848748,1.55528076915246,27,52981.7385952124,47485.7619956401,38373.0693184289,70273.7940026076,-6451.25382227078,33749.64680969,0.873018402962211,8,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",568,14107.865716673,9644.37289615122,13882.2248523358,13410.4755393546,1814.70285137251,1528.07536843563,1.32625818481281,286,43180.3941330661,17428.7372774003,51373.6325266606,46053.5355107593,-3486.00637259786,-7891.40721041685,2.22724282135211,776,17661.8030736638,11999.7595501628,16501.7633159528,17270.0758165347,-444.290481338857,-903.649989657144,1.55555555555556,111,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",23,18513.1559882205,16221.6871044439,15435.9459263755,10302.2626262626,1931.33168861199,5274.53268227544,0.706613244747403,67,32027.4878131838,24443.2050466356,26600.3906801475,35881.8888888889,11138.7832059816,9043.07396743596,0.778705051028378,33,43771.0692036577,19876.9381790946,52542.4147054348,46833.3333333333,-15809.8671608522,6634.55944963167,0.845968491001205,2,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",23,46564.8596818197,40793.0621743634,42711.6416555002,38509.2182223413,15385.8823936831,1860.83182666221,2.55801230970475,40,67455.7280072929,62598.643793153,55121.7870866056,70923.4667006662,4168.19310601031,7274.48016286943,1.55470652040955,10,54848.4368159213,36921.2286817856,32885.0632785302,53340.6308764662,6471.19125856062,-3705.6335205995,1.03140837043673,4,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",46,9458.52151552847,5727.56217557809,9557.29284431023,10347.6221013876,-1303.3442955614,-823.869155497343,0.651068158697864,57,17375.3004710102,9011.69518810657,19976.8351210046,28190.8822567469,-2514.06335071973,-2237.55996488662,1.12442467968653,127,15755.7848692238,8655.60763560369,20677.3363472085,17483.7017388507,-1274.30712515618,-2970.83909619571,1.19594388533089,11,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",35,20991.7061292998,16604.6782863717,17491.2342178998,20603.0684100512,-6007.18186284382,-6205.96927386857,0.314685128670403,38,32734.8805192325,21883.2378226779,28293.6344227975,22039.5466642684,-8392.56998712322,-6537.11206085705,0.430553524766199,43,35103.2903519645,24680.5343432326,32247.4411279543,31609.1212994236,-5370.94944103338,-3102.13361297889,0.657678000037785,6,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",18,8698.7308401238,9776.19583136467,3966.39297193797,7268.31706628416,651.20849716571,1266.64055225188,0.747521527431926,30,18556.378830387,14217.7834464807,13663.5016916295,19503.5586528948,-807.890693600908,-3184.60965349574,0.433841269570289,37,8008.63274389256,5170.93473113708,8582.79716594213,10177.3255188888,-1297.84921320557,5015.26223250071,0.0922660062814483,13,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",114,5573.43585736145,4045.30265801277,5302.86982146913,4853.34372319109,-90.126544231487,-6.03361534296552,0.462958991308831,75,39441.2020381876,18288.8608824688,56499.1375306124,40465.5411725803,9663.14761646419,11553.1142890574,0.981755760654358,91,12849.3186963432,6821.39197001251,17078.4507057008,14456.3002129645,6436.14493770124,8163.9333766709,1.14285714285714,19,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Grenada","Grenada2010",5,20984.3400814195,19841.2698412698,12049.9006804103,17755.2204585538,2336.45369518398,2323.89173789174,1.4,14,28058.6941773111,22933.4981537513,21053.3746037727,19259.2592592593,10022.3643862419,12120.5867167128,1.04231818910601,3,12918.9693113666,12797.1407407407,3909.51953222945,7407.40740740741,391.097143120653,315.499909665763,1.57407408005294,2,"2010","Latin America and Caribbean","Grenada","Upper middle income"
"Guatemala","Guatemala2010",64,9734.96607808625,9093.80589517456,5485.37455383989,6126.28322021743,317.407363041089,-785.069268214309,0.532884089605729,120,34450.6116583338,29431.5145157441,28376.7479268566,38706.9712550104,4989.6919817612,5680.74067085665,3.62443812082988,66,8493.08600056311,7351.53986426096,7413.80781184095,6826.42987395662,2314.41790451956,1494.76458237286,0.800969269554205,19,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",6,29270.0443859092,14557.7928748197,32490.1286614946,41676.8815886247,-11341.6865125954,-11327.756853621,0.808083446955277,43,43366.288681028,31451.1920832612,40145.3256142603,41223.7911252758,-292.970831237378,378.753210408001,0.14158427673706,11,19549.0838223706,18879.9132148382,19193.2677654458,20263.5872551589,-2766.10208334545,-2722.60652608262,0.645553827887455,4,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",27,10706.9802615625,12693.0655770623,6851.43342232975,11277.1212289606,-523.180649373779,-5045.45486883187,1.2134389062305,34,17250.010102347,13437.274585186,9823.65973511099,8467.803822155,-47.5123375810832,2458.16711947463,11.7187867428436,59,10890.7141864279,5292.37738884684,15312.9867695422,17771.8032717477,9530.97692403292,2811.93582469036,1.00396580454281,27,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"Hungary","Hungary2013",19,122427.040063636,114226.230507715,99793.7670214546,136932.289164408,-958.900326982907,12484.1565294608,1.59894837738556,21,143638.744359141,80994.2084814214,146898.616455872,161170.157890508,-20300.1771801536,-14879.7082294107,7.64418130906866,21,76065.0517685085,48396.3594311237,92196.1593419709,115941.34626604,-45261.2773694913,-29369.8618419341,0.617876442763196,4,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",4143,25195.1720317625,15988.0398654017,26216.4293163481,24708.7888828935,3192.74410566594,3262.32496058968,0.8125,483,47991.54346597,31976.0797308033,44552.2306277149,45281.0692279882,-5984.57603714878,-5116.86903076123,1.2906293950428,1912,22595.8904321128,15988.0398654017,21181.4719580454,23779.037069653,2281.58736760046,3225.37464055962,0.723612156576829,448,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",60,5970.7530836182,4253.62374019851,6322.18566887589,5195.82189481701,2498.38400962302,4006.45249585713,0.763826678555301,94,10138.2701075643,3297.65071212032,14475.8024163025,10651.4348843749,-4171.48019180563,-420.34140836962,2.32077981901654,708,2332.60498415355,1509.2271419835,2262.28673606238,2465.12883231874,546.487785255128,1305.95146836223,1,167,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",362,27592.6648842038,17485.0328190376,27169.3495898261,29214.4800484573,-6031.18226499771,-6576.52832550046,0.555555555555556,78,19836.2247559476,18406.3446567124,11922.3258440888,7215.3471480688,-1858.72545724285,-2094.96255527344,1.5089261371747,4,91343.9409946502,96180.4032762827,78081.4888164031,112629.1382793,2505.96646969764,3771.90587724952,1.393681722421,28,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",59,164762.067082631,141949.822053418,90823.9448067186,134422.061943866,-11803.0807360064,-39323.2766162133,1.00439474472558,57,138955.115103673,123291.572738323,70896.0730141909,93936.4363720555,70206.8008813813,50503.0471527778,0.957547610974235,59,188825.809667757,181733.091715983,107216.237236358,141781.139152248,-2229.8790371608,-26796.2688388095,0.591824415274938,8,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",38,17967.1435521167,17065.9880687284,7427.12367032168,8130.04709384742,2900.82918343822,2492.00281800865,1.06348438307765,36,54606.138669707,34814.7049588887,45739.4004141066,61004.4778339201,44015.9894422691,45035.1479756776,0.674013854564495,23,24113.7279693775,16550.6270220141,16625.8442036646,15315.6303180896,4556.87937419641,2116.34929612773,0.805841699027015,12,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",36,87578.5188695892,65717.9051839669,94066.7868800929,112390.447744396,4322.44526653402,-15599.7059526128,0.275562877539813,166,55001.6829373214,37397.2726486662,51601.5962173358,56454.8871775629,-11332.5064064674,-19879.368480998,0.617584004110447,96,20933.6368908921,13395.0979289345,18163.3071717722,17855.4992003455,9095.82447335522,8806.56876228616,1.79942241449299,17,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",57,25013.1476129057,20671.7515394586,16976.1419732159,28537.2303156248,851.383079500904,1908.28662509998,2.08880169768415,45,32281.3902900672,24755.5286115384,26125.1226256341,32182.1871949999,-4822.88829919366,-5149.10369059595,0.830589292793165,50,17856.2261496984,16176.3298244027,9355.84405556722,12643.8763677178,262.117945755475,113.553419212468,0.796251291644159,13,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",80,38018.5287043213,22467.4066587495,46281.0442230761,35197.6953074244,2407.69818063222,5500.23169253307,0.972812715186609,120,70313.8196075635,31780.5061157972,87074.2766094201,71596.0607146269,31508.9565838636,23622.4578585962,1.12291459833281,137,30248.1271781126,18715.0463721104,31744.0998503568,33323.5481082053,44964.993904028,17147.0536656288,0.314977207408204,23,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",12,18694.4731290327,16547.3687476409,18077.4369671997,7208.19336168462,11462.2748922637,11324.7318099926,1.06763098657298,33,53303.3317555699,47719.3298459695,37193.892912321,43546.2251086499,-5401.51834876477,-6429.12001159087,1.04885317013298,14,49856.4025028066,33009.0392346756,42866.2490173299,57987.1432126906,-1858.25553190385,-2900.80689002881,1.19033732890016,7,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",31,13112.324821432,10148.6214553496,8692.94858350973,8049.21783495776,-37.9833160875432,465.770806945417,0.817749966097556,18,27767.1216653108,21564.7535828175,22612.2993686182,34329.2928196468,6446.58920550307,5893.50449830273,0.195926777882663,32,8732.81432724138,7780.47055019447,5427.10263463284,6845.10350502704,2780.54147287756,2363.14476612224,1.03816194882269,2,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",27,6353.81490163655,4196.50848937528,6246.5080597398,6861.30093371333,-771.538752163112,-1312.38916021846,0.615993707705772,27,5677.13421525263,3821.27749672723,4178.78428488113,7513.43359002572,1303.89476573398,1475.20080212805,0.238095238095238,32,8680.95301717191,5450.61421960566,8692.10563955489,9329.51486419232,2142.90186353046,2556.09137515963,0.195525504873327,8,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",28,45555.5267010539,55173.2581100854,24565.916062716,45058.160789903,-3427.07103137548,8810.15843395468,0.641077209934534,31,29461.1902943401,27202.1120490827,25265.9410983555,32324.3327405826,6419.37133901641,6290.43762537497,1.02913802359903,39,35980.2820743978,19162.1973898571,34315.4875578614,46828.302820935,11627.3473623325,8596.71204378151,1,4,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",37,77870.6683415492,72387.0777885515,57547.4942216555,52259.3786119564,-295.08645816854,14331.0771327158,0.839847140300864,95,56635.0783443283,53004.9807809047,37957.9272972996,36040.9507668664,5907.83176103869,-640.045141312734,0.846857836550273,66,65369.4690821437,43020.4862005858,57859.4631508359,43154.2963129585,16578.3150026083,23606.7535065304,0.469788488427777,12,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",18,17894.0301871038,10605.7274919609,17303.5946389778,16423.9602724641,55.4425076941992,1974.759571274,1.54077868479396,34,47010.8201944667,38196.5513433552,45636.3223136082,61922.9733975039,30125.4598249978,34536.8225755792,0.348783689133846,39,57172.4653551746,36294.258944468,56565.9187258122,51424.2147260181,13853.165873611,28390.1185162728,2.20465821514299,3,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",148,2486.13579953123,1046.50634202699,3051.09665298137,2850.83490742998,-994.223866427477,-1281.54815124947,0.12371730342296,62,9761.39198193626,5256.82467681442,11301.3513046915,8904.15883295638,95.4173185364018,-3.59824265534815,0.324892273810116,5,540.589896144478,288.226696533262,481.878950651982,816.498300965278,-53.0970191810273,-107.790955695947,0.823191937831268,13,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Malawi","Malawi2014",13,25182.7081195899,4013.69879982777,30921.4968854577,50709.3271299573,15004.8788471633,21722.7031183966,1.28571428571429,17,3602.84279403341,2471.19135973616,3825.79573716597,2930.85726383984,711.741894156961,1309.62696690867,0.324578728201579,95,15895.8937655685,8278.74808610757,18661.4001384317,22917.9816119807,1802.70565276711,-446.454153270644,2.79096375223865,7,"2014","Sub-Saharan Africa","Malawi","Low income"
"Mali","Mali2010",41,9346.88200597348,3755.24525061181,14063.2457110841,7333.96980768678,-1697.71694142857,-2102.48351304124,0.922932317819144,18,80328.2305453571,8508.32710282081,118089.362065718,186857.747448807,-58438.5865694892,-51914.9379414906,1.57762091151901,53,9115.41890870159,3429.56460897294,13191.1218779157,12616.5819843184,1926.27238415356,2331.98082355611,1.28249577176736,16,"2010","Sub-Saharan Africa","Mali","Low income"
