"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Cotedivoire","Cotedivoire2009",7,59163.3768099236,53252.6464350677,46019.8430297283,103623.186002607,13945.7549741481,16459.091533667,0.8646508676763,3,42309.9714084686,32398.0696711116,46539.220731447,26991.1217481318,5446.79617610065,987.773371228405,1.25231760996995,4,8258.63043425185,5503.07134862263,8273.16322800264,14416.0122698769,3386.16761327293,3921.03640569814,4.33333333333333,7,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Dominica","Dominica2010",3,24239.1870328378,17489.9470899471,24056.4007903186,41787.1840094062,-8914.12325171704,-8026.10676032284,0.228758169934641,1,10095.2380952381,10095.2380952381,NA,0,0,0,1,1,11407.4074074074,11407.4074074074,NA,0,0,0,1,2,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",6,7581.01920387404,7022.99095800983,3610.060581789,2481.02869911133,2591.0811177964,2841.18218150584,1.26807084834099,NA,NA,NA,NA,NA,NA,NA,NA,1,7352.10147147811,7352.10147147811,NA,0,0,0,NA,7,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",4,10706.1376784079,7642.96393585585,12075.061073336,25177.5653889667,4836.8955127111,6433.89249534968,7.34568905117257,4,2418.25892759412,2325.21977569611,2167.4354187065,2796.24979413797,-258.263455112669,-230.736536611273,0.622291902500912,3,3562.48013721862,3277.88687755106,3260.82259043262,4666.53121900132,-1152.80916440711,-741.858579306704,1.99882366277297,10,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",10,75653.7997227444,46308.9973306582,72587.6852177538,113191.578947368,32332.7375837452,57848.5521752271,1.23229947081701,1,7877.98,7877.98,Inf,0,0,0,1,1,18200,18200,NA,0,0,0,1,6,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",22,5333.52936619433,4239.01860951307,3555.20933415828,2803.58373645045,93.6519030657634,-121.662607108965,1.01574047069224,45,21277.4273527394,7848.15078681709,26249.9335870798,50693.7781038888,2503.36608015051,5536.55976178437,1.01325718391731,45,19651.1032399061,11290.9979425359,25632.700866379,16147.9133901831,6530.44412028883,17105.6237553634,1.64332933261323,61,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",8,42732.4028449904,38948.4890067594,30564.3681116592,57537.2370873786,-3107.68275591579,7633.51506436233,0.565304695574419,1,4825,4825,NA,0,0,0,1,2,11034.1329563281,11034.1329563281,4899.97882790302,6929.61651376147,2920.78038611659,3339.95030167782,31.2035636096035,9,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",3,8165.45045012428,9486.13495233466,6715.66382996428,13384.4482066287,3029.16149625086,3190.50924847018,8.44286905754796,2,9704.34010772114,9704.34010772114,4463.30876696589,6312.07179130189,-411.656855954471,-411.656855954471,0.884615384615385,4,-1935.94802076882,-629.840398581953,4009.76776521803,8012.96053419499,-1223.64937412861,-1230.77403304047,0.559364319890636,15,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Georgia","Georgia2013",1,1410.20372771417,1410.20372771417,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1363.83389306753,284.1197691182,4107.9331287786,8079.65561462492,-2517.67592048601,-2864.36985668806,0.25587564354396,2,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",6,328810.07708113,187535.160057723,387941.353485391,743668.404138877,193822.189539849,111367.907089446,0.97104603268308,6,6599.67511208489,2637.439930418,9768.26814607996,8932.97621429238,-2524.49192409274,-2972.25402864579,0.273948762295968,4,5702.07828152288,6423.4615729468,4973.51470165571,10161.3133893255,554.516307819423,-128.520932810085,3.13241359994816,10,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",9,21734.0262943023,11633.7385585084,19901.1467930992,19534.0741181344,-765.633993689744,-1018.16257252379,0.261300723257064,NA,NA,NA,NA,NA,NA,NA,NA,3,-1654819.89283651,-316490.226350183,2789551.62420798,4797875.28245356,849763.922358623,866586.767571573,0.942152805847388,7,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",1,15647.7958130238,15647.7958130238,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,39353.236200567,39353.236200567,NA,0,0,0,1,13,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",171,11133.5700399261,7158.00166172997,10326.1319273992,14569.1013273473,-1187.67548374239,-1034.44100408342,1.91877179698901,73,14615.2624974054,13359.2334734874,11957.7869197565,14088.4238695421,-2976.78538706519,-53.4847651532676,0.984887975790591,135,8833.11046770539,6013.62160563951,10585.2884225471,8651.30601605628,-126.688933259349,188.071806646134,0.942371844318546,189,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",35,1404.77792983161,991.695691101699,1502.15756057723,1563.94239033992,1160.95698118776,2207.29243943104,0.985168208655514,1,639.086093062493,639.086093062493,NA,0,0,0,1,19,1108.70302886172,1192.86586665048,1148.82173791418,1506.28552802324,779.969278056413,427.668641079592,0.772624063849939,83,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",10,26267.7587716047,24297.0664168499,18553.5331591894,22751.802964341,-8610.8732194696,-8998.84409359324,0.54128062705521,2,26504.5422723897,26504.5422723897,26016.2358134197,36792.5135292348,2049.9652994687,2044.02852940194,1.11626793409457,22,20109.7327341887,12401.5691049437,18517.5291946185,21329.1972993473,-1013.40301088982,-1663.94221158086,0.661824880825807,0,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",4,109390.836091588,102985.363045957,61639.7161732915,59286.0121812666,-45464.141468251,-55189.6191167032,0.117571022345033,1,-31759.9091373919,-31759.9091373919,Inf,0,0,0,NA,1,115585.849442178,115585.849442178,NA,0,0,0,1,9,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",21,33460.9417023835,23704.6101435507,24878.8378811151,25061.4685204849,-5259.56769162122,-3464.99064855714,0.199853287545374,6,17460.7276796781,10442.459197321,14889.504728998,16293.1430203153,2626.17707252738,4418.17322475215,0.6,5,1611.75619760742,6688.93651337869,18674.8971854493,34459.5192156667,-4798.31275697404,-1945.1455383797,0.793225515190143,17,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",16,34930.9512470356,24640.1702959406,36031.2796011524,62823.4113520036,-14769.2340099375,-15531.3718105894,1.40588439988337,3,7233.62677475763,8463.93592785232,5824.81602997295,11336.1526067795,-1306.58646034951,-1354.17377766928,0.741720590198298,6,17843.4413514312,10999.9913309794,17451.6000255265,24447.3388584287,3951.59641308208,8612.0290985868,1.03305511333732,12,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",1,11605.186146931,11605.186146931,NA,0,0,0,1,1,3863.1394103235,3863.1394103235,NA,-9.09494701772928e-13,0,0,1,1,32657.1059448662,32657.1059448662,Inf,0,0,0,1,9,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",2,5443.05528833105,5443.05528833105,178.675693138455,-9.09494701772928e-13,-30.8731786489733,-42.1142647504694,1,1,8338.62442059292,8338.62442059292,NA,0,0,0,1,6,-7009.88909124273,-1654.58449381135,25340.7547588274,41689.8381989937,-10947.9301565944,-8592.21241305991,0.866910928027488,10,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mexico","Mexico2010",103,39398.4811372406,20818.6870256629,44267.0044749262,41432.7180832466,19221.5873618583,24814.1610753645,1.1890199069972,7,30560.1833089052,18035.7490956144,25069.7044089527,40623.8940161932,-7281.78398940898,-7315.35295921064,0.498251925593556,23,16570.0211653434,11928.8568259151,13070.1331694906,12469.0355367513,15521.208427719,14526.8956990758,0.447689765440575,21,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",2,5235.96393967075,5235.96393967075,1612.6240594371,2280.59481586511,1005.13020543905,954.126402555811,5.78924124933849,3,1859.01310654651,1820.31822567873,1260.52554824819,1516.76869966213,-275.708794562029,-687.971191018743,0.891079705641238,1,7111.73349685554,7111.73349685555,Inf,0,-1.20366459518563e-28,0,1,11,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",1,2421.74682657528,2421.74682657528,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5580.06181238544,5580.06181238544,NA,0,0,0,1,8,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",7,9768.21003883033,9654.70331145025,8911.56889944253,14688.9953225303,2519.91610722173,1304.47083503101,1.46646106075201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",3,379.920269443573,97.7031346693804,627.854530609997,1054.96872038968,-65.9753333692507,-149.934778400403,1,1,54.5917953427453,54.5917953427453,NA,0,0,0,1,3,672.486447202768,515.477652558746,563.418037384019,902.25349030101,267.878491032242,340.222238697151,6.72501137067092,32,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",12,4337.84962195468,1109.75641342853,6710.0675429626,10142.2642138881,-3024.64737766376,-1980.01068967521,0.50347563942173,1,-266954.077493149,-266954.077493149,NA,0,0,0,1,5,6875.70819545985,5919.56470177755,6236.58850804745,4977.70526744028,1940.7751373764,3591.60325550024,16.665680336164,93,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",12,39704.5955656113,21122.203960309,30285.2433692885,57961.3744990091,-6785.71632680704,3663.18532848245,0.381477805689531,NA,NA,NA,NA,NA,NA,NA,NA,1,3037.41567885715,3037.41567885715,NA,0,0,0,1,11,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",41,22029.4369440953,19431.5361918454,14147.0466169115,15158.5169115145,8058.52841754658,7807.78434418996,3.25550742142201,1,16033.7309218961,16033.7309218961,NA,0,0,0,1,36,25449.1442908586,24093.3300531697,18775.510701016,23596.7817107944,12864.0616423123,12128.6648771369,0.687550988619063,33,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",63,20385.9878074797,17436.0859670473,18581.1982303886,20292.1230083672,-2291.2543310675,-2422.52551967223,0.900843078396815,2,5853.15248602735,5853.15248602735,5000.60967376379,7071.93002077085,-2468.51508241663,-2447.97577642068,0.585904735835039,17,71485.4923993309,19488.3173973778,81873.7412631869,164670.610612269,85231.6431542475,61007.2925696371,2.5022757971249,48,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",7,38180.7175771366,41053.044859173,17148.5577501173,10558.5244816371,-11839.5216804592,-9427.91524784288,5.80673944342476,8,13213.6879363442,15272.8717657609,6884.92806022719,8241.10185479888,-4751.73813681626,-4749.16043545324,0.322514274756738,11,34219.8581195243,35111.5821090942,6986.80911862598,0,643.468757188827,2313.63767524659,4.91410448748411,86,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",5,92520.1464322077,49213.2686163137,97824.7241331014,78227.7644822668,51844.3213217543,55694.3042912755,10.0800757891976,NA,NA,NA,NA,NA,NA,NA,NA,2,295557.604604875,295557.604604875,315370.928070271,446001.843655167,-164864.638959835,-164826.768307344,0.574867862587895,5,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",1,36150.0758973663,36150.0758973663,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,31439.5670218149,31439.5670218149,NA,3.63797880709171e-12,0,0,1,5,"2013","Europe and Central Asia","Serbia","Upper middle income"
"SriLanka","SriLanka2011",5,41557.5196395101,42567.5293985513,25659.9335524336,30386.3352409615,8388.93910716107,16517.3673855237,3.53469672681625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",7,27943.6718362179,21526.4695649779,22649.1375934148,16316.1375661376,9468.95592070937,9884.22938104629,2.43285519622654,NA,NA,NA,NA,NA,NA,NA,NA,1,12037.037037037,12037.037037037,NA,0,0,0,1,0,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Trinidadandtobago","Trinidadandtobago2010",6,41828.1623938371,43041.789706448,21442.5799934748,26993.3982016766,-14387.9860663243,-17582.9312316879,0.457148990144316,NA,NA,NA,NA,NA,NA,NA,NA,5,77371.3222819247,84957.3760653858,63639.862508347,104415.215503782,-36438.9170871054,-13206.676750181,0.580462479081879,4,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",6,24625.9435431498,18998.3221205146,21481.3534710205,16151.5815508844,-262.228216526457,-5911.04219055877,0.940327160753317,NA,NA,NA,NA,NA,NA,NA,NA,1,8433.01147023636,8433.01147023636,NA,0,0,0,1,5,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",13,80277.1896461707,49253.2418662718,63209.5905041585,81889.7345033843,35325.0960788508,32762.5267945433,0.469795877178849,1,38057.1689387716,38057.1689387716,NA,0,0,0,1,11,55705.1027535759,57261.4062635699,18698.4814852963,13291.1153994408,7531.56784962352,11298.8759406003,1.35178854827776,92,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uruguay","Uruguay2010",23,53688.5573546002,54225.5158306229,21900.9096669959,24430.5925879897,3768.99006640358,7281.7269577377,1.36770155902041,1,33277.2312398317,33277.2312398317,NA,0,0,0,1,1,80935.7011912403,80935.7011912403,NA,0,0,0,1,11,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",1,11359.7258987575,11359.7258987575,NA,0,0,0,1,1,993.308334357948,993.308334357948,Inf,0,0,0,1,3,25180.9441093717,24747.5842179134,15470.0635562841,20921.200663849,-8893.58410124137,-6832.14292454732,0.120738636363636,2,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",12,24904.4985624459,14526.9164512839,22979.960858986,40691.1358936898,-5778.94709123316,-3243.63684592585,0.169936098785038,NA,NA,NA,NA,NA,NA,NA,NA,6,10656.7420644344,11726.8444072867,2728.44503373807,1423.68005379677,659.935677655578,693.622184825519,1.81734577546984,5,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",1,18966.3625849382,18966.3625849382,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,26613.3792284553,26613.3792284553,24435.406227926,34556.882889629,-9599.13413600804,-9599.13413600805,0.642857142857143,5,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Zambia","Zambia2013",8,13314276.7014463,10366144.4996487,10508881.1910649,15240936.7059476,-3599031.78868193,-2998845.91067099,0.398793439245632,2,2889804.81131479,2889804.81131479,1784996.6609676,2524366.48673107,56221.6366834749,57371.9656075244,1.03973277612403,5,6684520.32959611,4669392.00826246,5512862.01016521,7023411.25739673,-759342.509591141,-1067715.81191296,1.22826467712541,11,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
