"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Kenya","Kenya2013",7,520698.302427236,201088.744091945,649902.074416218,861466.438760177,253521.703734065,219361.099472615,0.665273916305231,-3,7,520698.302427236,201088.744091945,649902.074416218,861466.438760177,253521.703734065,219361.099472615,0.665273916305231,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",1,925.002636257513,925.002636257513,NA,0,0,0,1,13,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",8,4512.26920034163,5461.03382142406,1949.53741251694,1988.71825591708,2.24634793348706,556.628421715715,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",9,2030.73482069013,1713.65031749238,2445.35334548578,0,-1190.39574917634,-2814.72622095025,0.171719242791994,11,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",11,1313.89275761372,1115.50433846888,1305.81120431408,2096.32494116142,123.834353168463,106.126734764372,0.0824184705762493,20,11,1313.89275761372,1115.50433846888,1305.81120431408,2096.32494116142,123.834353168463,106.126734764372,0.0824184705762493,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",4,1313.79593739806,3137.20459337176,3260.95558978861,4998.60198492469,617.818403357934,303.896778702477,1,40,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",2,21331.6947552809,21331.6947552809,37361.0678729901,0,28977.4505771636,24386.0902572574,1,9,2,21331.6947552809,21331.6947552809,37361.0678729901,0,28977.4505771636,24386.0902572574,1,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",2,376353.818127503,376353.818127503,759680.885301978,1074351.01106966,72633.4246611736,76739.357933547,1.11523406901676,3,2,376353.818127503,376353.818127503,759680.885301978,1074351.01106966,72633.4246611736,76739.357933547,1.11523406901676,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Trinidadandtobago","Trinidadandtobago2010",4,12748.2252600237,13354.2759886606,4597.88078331759,2760.84969012008,476.640249934875,1557.91192827423,2.76486652139549,3,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",10,137440.492179343,57433.4456708843,150014.450623002,275608.416147698,-65311.8144340331,-19422.8992918556,0.603394261457628,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Vietnam","Vietnam2009",18,8258.92412028376,4333.26162936319,8376.10177806866,9108.8383987131,2707.37951892034,3950.36135701539,1.41078472448946,-10,18,8258.92412028376,4333.26162936319,8376.10177806866,9108.8383987131,2707.37951892034,3950.36135701539,1.41078472448946,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",5,11705471.3499345,2584741.31086796,22266376.5510282,13538725.206072,-475539.358437415,523050.914615802,0.865018436709174,-3,5,11705471.3499345,2584741.31086796,22266376.5510282,13538725.206072,-475539.358437415,523050.914615802,0.865018436709174,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
