"countryOnly","country","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","yearOnly","region","countryDes","incomeLevel"
"Ethiopia","Ethiopia2011",5,0.293398111692783,0.333333333333333,0.190258385992623,0.285506295459491,0.0266328053625122,0.0266328053625122,1,-5,NA,NA,NA,NA,NA,NA,NA,NA,5,0.293398111692783,0.333333333333333,0.190258385992623,0.285506295459491,0.0266328053625122,0.0266328053625122,1,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Ghana","Ghana2013",24,0.302339493024506,0.3,0.22636119817986,0.3375,-0.11097121270966,-0.116464094118476,1.08116269288804,-24,NA,NA,NA,NA,NA,NA,NA,NA,24,0.302339493024506,0.3,0.22636119817986,0.3375,-0.11097121270966,-0.116464094118476,1.08116269288804,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",6,1.81821976942124,0.449770911241109,2.65678036949427,5.00594343812305,-0.374349083052849,-0.182945691678763,0.5609986255378,-8,6,1.81821976942124,0.449770911241109,2.65678036949427,5.00594343812305,-0.374349083052849,-0.182945691678763,0.5609986255378,6,1.81821976942124,0.449770911241109,2.65678036949427,5.00594343812305,-0.374349083052849,-0.182945691678763,0.5609986255378,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",4,0.165395609075816,0.129770216998194,0.219645153137808,0,-0.064755117382402,-0.129502908033442,4.31846943063287,-3,NA,NA,NA,NA,NA,NA,NA,NA,4,0.165395609075816,0.129770216998194,0.219645153137808,0,-0.064755117382402,-0.129502908033442,4.31846943063287,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",86,0.576733719252629,0.572745789585145,0.13717735536607,0.142637974683544,0.0267423643616647,0.0347596416251508,0.667880970328315,-171,86,0.576733719252629,0.572745789585145,0.13717735536607,0.142637974683544,0.0267423643616647,0.0347596416251508,0.667880970328315,86,0.576733719252629,0.572745789585145,0.13717735536607,0.142637974683544,0.0267423643616647,0.0347596416251508,0.667880970328315,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",21,0.321640204234641,0.208134343784985,0.486353143369242,0.173333333333333,1.34809858224884,0.727756248346418,1.34797229485244,-40,21,0.321640204234641,0.208134343784985,0.486353143369242,0.173333333333333,1.34809858224884,0.727756248346418,1.34797229485244,21,0.321640204234641,0.208134343784985,0.486353143369242,0.173333333333333,1.34809858224884,0.727756248346418,1.34797229485244,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",21,0.26231479689558,0.237296365683706,0.129594943531928,0.115744680851064,-0.0206503299625661,-0.0224350572268832,1.32272371996971,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",4,0.202737588110248,0.113879934188557,0.170629427377579,0.316666666666667,-0.0812901388211501,-0.086031667762437,2.77549366424023,-6,4,0.202737588110248,0.113879934188557,0.170629427377579,0.316666666666667,-0.0812901388211501,-0.086031667762437,2.77549366424023,4,0.202737588110248,0.113879934188557,0.170629427377579,0.316666666666667,-0.0812901388211501,-0.086031667762437,2.77549366424023,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",15,0.440724902354715,0.429929393409578,0.0411584222396907,0.048051948051948,0.0169431760133526,0.0351655474155474,1.08132152875857,-30,15,0.440724902354715,0.429929393409578,0.0411584222396907,0.048051948051948,0.0169431760133526,0.0351655474155474,1.08132152875857,15,0.440724902354715,0.429929393409578,0.0411584222396907,0.048051948051948,0.0169431760133526,0.0351655474155474,1.08132152875857,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",6,0.377615471042205,0.254879717391845,0.281213191111833,0.567708333333333,-0.151969152857745,-0.109064302540961,1.72114309459051,-6,6,0.377615471042205,0.254879717391845,0.281213191111833,0.567708333333333,-0.151969152857745,-0.109064302540961,1.72114309459051,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",6,0.435227210089228,0.463390731452385,0.128274735729921,0.122222222222222,0.0249998942427889,0.0435067683877491,0.7560536604464,-6,NA,NA,NA,NA,NA,NA,NA,NA,6,0.435227210089228,0.463390731452385,0.128274735729921,0.122222222222222,0.0249998942427889,0.0435067683877491,0.7560536604464,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",8,0.418897035057738,0.419450193746492,0.294266931094586,0.25,-0.209838168353605,-0.207595303269845,9.00901907720699,-16,8,0.418897035057738,0.419450193746492,0.294266931094586,0.25,-0.209838168353605,-0.207595303269845,9.00901907720699,8,0.418897035057738,0.419450193746492,0.294266931094586,0.25,-0.209838168353605,-0.207595303269845,9.00901907720699,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",6,0.301982262671496,0.287762026165946,0.168207790900258,0.163636363636364,0.0732272428186489,0.0443179047222453,0.257242623666914,-6,NA,NA,NA,NA,NA,NA,NA,NA,6,0.301982262671496,0.287762026165946,0.168207790900258,0.163636363636364,0.0732272428186489,0.0443179047222453,0.257242623666914,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Laos","Laos2012",5,2.58318414484165,2.13333333333333,2.35383574905242,5.16776255707763,0.0659716503997513,-0.0552390631904553,1.10646132331236,-4,NA,NA,NA,NA,NA,NA,NA,NA,5,2.58318414484165,2.13333333333333,2.35383574905242,5.16776255707763,0.0659716503997513,-0.0552390631904553,1.10646132331236,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Lebanon","Lebanon2013",9,0.220013668938585,0.222860654193917,0.217256645964382,0.416666611666667,-0.10055982313027,-0.10157116570452,1.10657780563936,-13,9,0.220013668938585,0.222860654193917,0.217256645964382,0.416666611666667,-0.10055982313027,-0.10157116570452,1.10657780563936,9,0.220013668938585,0.222860654193917,0.217256645964382,0.416666611666667,-0.10055982313027,-0.10157116570452,1.10657780563936,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",11,0.19072340025096,0.198313498996321,0.0577634978463981,0.0740566037735849,0.0310729958710623,0.0445923831548051,0.379839799666665,-10,11,0.19072340025096,0.198313498996321,0.0577634978463981,0.0740566037735849,0.0310729958710623,0.0445923831548051,0.379839799666665,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",8,0.186797761574226,0.176254243367468,0.176488749005679,0,0.157412802020812,0.070711234185712,0.069290747327287,-13,8,0.186797761574226,0.176254243367468,0.176488749005679,0,0.157412802020812,0.070711234185712,0.069290747327287,8,0.186797761574226,0.176254243367468,0.176488749005679,0,0.157412802020812,0.070711234185712,0.069290747327287,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",91,0.464861528931192,0.521889977171164,0.143075704587777,0.123833333333333,-0.0572602865931337,-0.00214944542902276,0.375629046134255,-155,91,0.464861528931192,0.521889977171164,0.143075704587777,0.123833333333333,-0.0572602865931337,-0.00214944542902276,0.375629046134255,91,0.464861528931192,0.521889977171164,0.143075704587777,0.123833333333333,-0.0572602865931337,-0.00214944542902276,0.375629046134255,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",14,0.248997521510783,0.265251384211923,0.149421694175259,0.168803418803419,-0.0210277843283213,-0.0566653572962906,1.04257192837995,-26,14,0.248997521510783,0.265251384211923,0.149421694175259,0.168803418803419,-0.0210277843283213,-0.0566653572962906,1.04257192837995,14,0.248997521510783,0.265251384211923,0.149421694175259,0.168803418803419,-0.0210277843283213,-0.0566653572962906,1.04257192837995,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Namibia","Namibia2014",13,0.447073791401796,0.291295718164252,0.46555988955569,0.950024987506247,-0.0146228076560482,-0.00920421810200509,1.32927928628614,-13,NA,NA,NA,NA,NA,NA,NA,NA,13,0.447073791401796,0.291295718164252,0.46555988955569,0.950024987506247,-0.0146228076560482,-0.00920421810200509,1.32927928628614,"2014","Sub-Saharan Africa","Namibia","Upper middle income"
"Nepal","Nepal2013",28,0.444919161828095,0.4,0.252895893305137,0.302521008403361,-0.0253352733750549,0.0626520310877379,1.09090909090909,-56,28,0.444919161828095,0.4,0.252895893305137,0.302521008403361,-0.0253352733750549,0.0626520310877379,1.09090909090909,28,0.444919161828095,0.4,0.252895893305137,0.302521008403361,-0.0253352733750549,0.0626520310877379,1.09090909090909,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",13,0.208199883239548,0.133173799113017,0.185435703631012,0.103174603174603,0.133284825123111,0.113089119704182,0.210526315789474,-13,NA,NA,NA,NA,NA,NA,NA,NA,13,0.208199883239548,0.133173799113017,0.185435703631012,0.103174603174603,0.133284825123111,0.113089119704182,0.210526315789474,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",89,0.28137581210936,0.251470384285169,0.246820145960598,0.441698113207547,-0.055619945388255,-0.0476428891294151,1.16666666666667,-172,89,0.28137581210936,0.251470384285169,0.246820145960598,0.441698113207547,-0.055619945388255,-0.0476428891294151,1.16666666666667,89,0.28137581210936,0.251470384285169,0.246820145960598,0.441698113207547,-0.055619945388255,-0.0476428891294151,1.16666666666667,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",10,0.15965580646508,0.107105332548319,0.111990827237696,0.183333333333333,0.0142062624706445,0.00810331141410832,5.25,-20,10,0.15965580646508,0.107105332548319,0.111990827237696,0.183333333333333,0.0142062624706445,0.00810331141410832,5.25,10,0.15965580646508,0.107105332548319,0.111990827237696,0.183333333333333,0.0142062624706445,0.00810331141410832,5.25,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",11,0.375723701189658,0.395757858106496,0.136584031273988,0.144897959183674,0.0721301568686222,0.0855440146608633,NA,-22,11,0.375723701189658,0.395757858106496,0.136584031273988,0.144897959183674,0.0721301568686222,0.0855440146608633,NA,11,0.375723701189658,0.395757858106496,0.136584031273988,0.144897959183674,0.0721301568686222,0.0855440146608633,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",28,0.406511589646591,0.371831278803988,0.219123372658207,0.351733274453521,0.0665743459092633,0.0423757856211657,1.80856666114641,-52,28,0.406511589646591,0.371831278803988,0.219123372658207,0.351733274453521,0.0665743459092633,0.0423757856211657,1.80856666114641,28,0.406511589646591,0.371831278803988,0.219123372658207,0.351733274453521,0.0665743459092633,0.0423757856211657,1.80856666114641,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",5,0.374171675192182,0.362115716031646,0.181773900908072,0.193664474875574,-0.111804116890662,-0.11599308841161,0.93338665539364,-4,5,0.374171675192182,0.362115716031646,0.181773900908072,0.193664474875574,-0.111804116890662,-0.11599308841161,0.93338665539364,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",50,0.400923209369262,0.435324837060624,0.259844255087599,0.430508474576271,0.164275152575331,0.165188030383663,0.369317234558312,-100,50,0.400923209369262,0.435324837060624,0.259844255087599,0.430508474576271,0.164275152575331,0.165188030383663,0.369317234558312,50,0.400923209369262,0.435324837060624,0.259844255087599,0.430508474576271,0.164275152575331,0.165188030383663,0.369317234558312,"2012","Europe and Central Asia","Russian Federation","High income"
"Southsudan","Southsudan2014",22,0.185541513690572,0.155969674117637,0.111587459417002,0.183333333333333,-0.00339772589802283,-0.00350460426848894,0.95,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","South Sudan","Low income"
"SriLanka","SriLanka2011",8,0.371090235371609,0.382373759030368,0.0981795016765896,0.183760683760684,0.00249098193269579,-0.0101280432680423,0.702823700241184,-8,NA,NA,NA,NA,NA,NA,NA,NA,8,0.371090235371609,0.382373759030368,0.0981795016765896,0.183760683760684,0.00249098193269579,-0.0101280432680423,0.702823700241184,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",6,0.431728638838333,0.430007309585694,0.101949488601251,0.124471830985916,0.0334958679103876,0.0315686733057443,0.63257575230767,-6,NA,NA,NA,NA,NA,NA,NA,NA,6,0.431728638838333,0.430007309585694,0.101949488601251,0.124471830985916,0.0334958679103876,0.0315686733057443,0.63257575230767,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Stvincentandthegrenadines","Stvincentandthegrenadines2010",6,0.381049399899041,0.39055194760201,0.134864700904024,0.136666666666667,-0.0846421880414211,-0.0895258952446698,1,-6,NA,NA,NA,NA,NA,NA,NA,NA,6,0.381049399899041,0.39055194760201,0.134864700904024,0.136666666666667,-0.0846421880414211,-0.0895258952446698,1,"2010","Latin America and Caribbean","St. Vincent and the Grenadines","Upper middle income"
"Suriname","Suriname2010",11,0.436636186581606,0.418181818181818,0.121455906155372,0.100813008130081,-0.0339484274119946,-0.0337168879215622,1.67919542608741,-11,NA,NA,NA,NA,NA,NA,NA,NA,11,0.436636186581606,0.418181818181818,0.121455906155372,0.100813008130081,-0.0339484274119946,-0.0337168879215622,1.67919542608741,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",11,0.340321439454357,0.381577407253779,0.173259213925752,0.0561505914467698,0.0905753878755952,0.0781271892058787,0.232340989946564,-22,11,0.340321439454357,0.381577407253779,0.173259213925752,0.0561505914467698,0.0905753878755952,0.0781271892058787,0.232340989946564,11,0.340321439454357,0.381577407253779,0.173259213925752,0.0561505914467698,0.0905753878755952,0.0781271892058787,0.232340989946564,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",29,0.314627550477587,0.339381797417957,0.166243147761907,0.206622023809524,0.0776044531832014,0.07224712812849,0.828925181058338,-53,29,0.314627550477587,0.339381797417957,0.166243147761907,0.206622023809524,0.0776044531832014,0.07224712812849,0.828925181058338,29,0.314627550477587,0.339381797417957,0.166243147761907,0.206622023809524,0.0776044531832014,0.07224712812849,0.828925181058338,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Trinidadandtobago","Trinidadandtobago2010",5,0.394216221300728,0.399609844675457,0.039453548944227,0.0297619047619047,-0.054845892858745,-0.0447802550083677,1.35946488980908,-3,5,0.394216221300728,0.399609844675457,0.039453548944227,0.0297619047619047,-0.054845892858745,-0.0447802550083677,1.35946488980908,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",7,0.387737682798484,0.288421467482821,0.22620451625133,0.250249551698199,0.0580759451434806,0.0260478485499865,0.422585847749042,-6,NA,NA,NA,NA,NA,NA,NA,NA,7,0.387737682798484,0.288421467482821,0.22620451625133,0.250249551698199,0.0580759451434806,0.0260478485499865,0.422585847749042,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",15,0.256910627023876,0.2,0.265861768375995,0.08,0.113310504761013,0.04814561272814,0.254664623707556,-28,15,0.256910627023876,0.2,0.265861768375995,0.08,0.113310504761013,0.04814561272814,0.254664623707556,15,0.256910627023876,0.2,0.265861768375995,0.08,0.113310504761013,0.04814561272814,0.254664623707556,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",16,0.277268716976806,0.230466634905276,0.161415001783982,0.256849315068493,-0.0789090506658876,-0.0684068603260038,1.05835602556549,-11,NA,NA,NA,NA,NA,NA,NA,NA,16,0.277268716976806,0.230466634905276,0.161415001783982,0.256849315068493,-0.0789090506658876,-0.0684068603260038,1.05835602556549,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",6,0.0763597288833509,0.0856486866725981,0.0531363514884613,0.103745658835546,-0.00356553203584946,-0.0287280471600279,1.01515627623011,-6,NA,NA,NA,NA,NA,NA,NA,NA,6,0.0763597288833509,0.0856486866725981,0.0531363514884613,0.103745658835546,-0.00356553203584946,-0.0287280471600279,1.01515627623011,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Uzbekistan","Uzbekistan2013",7,0.341158534313177,0.397306149105048,0.202851070819153,0.311457174638487,-0.0260274533329926,-0.00958502195610888,1.29403309916412,-7,NA,NA,NA,NA,NA,NA,NA,NA,7,0.341158534313177,0.397306149105048,0.202851070819153,0.311457174638487,-0.0260274533329926,-0.00958502195610888,1.29403309916412,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",4,0.540373428811897,0.664217124243601,0.283497662817061,0.466666666666667,0.184615208921034,0.084238965396562,0.86697015797993,-7,4,0.540373428811897,0.664217124243601,0.283497662817061,0.466666666666667,0.184615208921034,0.084238965396562,0.86697015797993,4,0.540373428811897,0.664217124243601,0.283497662817061,0.466666666666667,0.184615208921034,0.084238965396562,0.86697015797993,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",5,0.36376668042522,0.368164871886839,0.099551681086904,0,-0.00798589998308835,0.0556458644671007,1,-6,5,0.36376668042522,0.368164871886839,0.099551681086904,0,-0.00798589998308835,0.0556458644671007,1,5,0.36376668042522,0.368164871886839,0.099551681086904,0,-0.00798589998308835,0.0556458644671007,1,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Yemen","Yemen2013",3,0.28611891905378,0.284392426943027,0.0738886723777136,0.0933333333333333,0.000576779027274545,0.0528282828282828,1.0660282325908,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Yemen, Rep.","Lower middle income"
"Zambia","Zambia2013",41,0.203569390427927,0.188858516567184,0.135653024911047,0.244919685062183,-0.0231541886586325,-0.0294288384246814,1.26648567672926,-82,41,0.203569390427927,0.188858516567184,0.135653024911047,0.244919685062183,-0.0231541886586325,-0.0294288384246814,1.26648567672926,41,0.203569390427927,0.188858516567184,0.135653024911047,0.244919685062183,-0.0231541886586325,-0.0294288384246814,1.26648567672926,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
