"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Belarus","Belarus2013",32,19927.9579146288,16447.1421558354,17352.1220542543,16538.4372687369,-12462.9508999572,-9624.49830261942,0.108979535772827,17,14983.136387206,9578.65310136276,10809.9569177145,20236.8147802975,5117.98218642151,1793.83902255317,0.88479059677399,22,10391.8264155572,7991.24196289424,8481.96541816677,9056.76326621308,-2521.01941154833,858.901748024732,0.470293013109303,46,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",7,31262.3631923632,29750,9634.82762179942,9277.77777777778,10786.8775885479,10786.8775885479,1.51515151515152,18,19497.5115849886,18683.1875222862,9104.86833693168,12233.3333333333,-3404.71554394887,-2059.68505086512,0.148970910770505,45,19737.8413015895,18034.0536429356,13193.3730243603,16145.8333333333,462.499097907815,-1715.93100733282,2.4,2,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",28,6962.34597388185,4619.56366791419,8421.60298444248,9916.53784720962,3319.75676141853,2032.71019513789,2.58196745356585,30,3257.65269393777,1870.82097074302,3781.87383286432,2212.6272369526,-423.963362298366,-629.012079105567,1.356148039653,7,2168.54892500297,1404.12592547631,1605.07836714245,2780.2361065967,-565.977433172593,-409.252152141233,0.90595108035425,18,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",36,33137.0248755399,21239.4585769411,32567.9671406322,47437.8186803281,-7472.54652139421,-3320.38017075352,1.11148609650778,26,12707.3460455356,9809.05831103203,10393.8409378426,10204.714370948,-4052.57059610711,-4029.64406164483,0.191328431889042,8,18072.0219296681,18473.5098693347,5362.04825832578,6707.59315393773,-1879.11249766538,-990.08037967836,0.920672441995795,47,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",25,58246.3554614672,30397.8059182931,53658.6830113124,96619.18328585,-37827.5259436094,-7046.35677206717,0.276179829164952,5,12808.638731497,15298.6057768348,6577.33272407402,8594.49192782526,-829.365951259932,-3096.8908099841,0.783406800946547,9,6820.14133870642,7741.54097119254,5592.59715775228,6483.61823361823,-399.663325018559,-529.38999056972,0.632393329967559,120,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",44,13042.3879727764,9269.06373015275,12261.1959051893,11624.514234933,2099.04580474413,1602.6196573206,1.65036058411987,7,14352.7504928865,11491.6187352864,13203.8436881167,10230.6562775079,4409.91302223421,6832.7114418586,1.8494109807416,11,15766.9895474775,11149.6631743515,13635.5150475414,14931.1625224659,5361.32190405582,5180.59264565869,1.03164815299091,23,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",199,52240.1674387548,31043.0348411649,49499.8564185683,69805.8173008217,-2249.43660795452,-15272.417199252,0.915453369086179,589,18979.8172878903,12085.3044508291,20519.9993607243,25877.865969196,-1695.1550588639,-1105.88865705165,1.06666666666667,287,32494.2711021252,19044.4048879592,36513.714187879,33881.4003137004,637.741120157564,16382.6256960832,1.00882616610708,408,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",28,11767.914733689,9191.47903373414,10545.8153653145,11011.0752903631,1380.40803320143,-467.09639204211,0.951027630679706,29,13140.8474205555,5910.96891994322,18511.8714668871,7034.38084148079,-2248.08367088923,-285.445751438089,2.20542463761312,18,10297.0912873706,6881.45442420573,7214.85752470183,10271.2686692919,-1275.24483367526,-1370.21319647469,0.965753555396731,36,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",13,26046.3435708027,14843.9280779974,27466.113073556,32842.2468644978,-6306.50592720132,-3730.6330653086,0.633117002292841,12,7058.52584560316,3405.41363312545,7635.15555456153,8356.90171486069,5256.8898366328,6090.54408130115,2.4,15,23469.0649412227,12635.2962638789,26095.7652653326,25613.9310861486,-9508.59049035816,-2436.0481288538,0.474988581542708,55,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Burundi","Burundi2014",21,10636.7320222318,7979.56166613677,8524.69752877652,11884.5453175514,1204.95459349434,1100.71954612666,1.62506754181098,13,3731.31148401983,3370.63904958914,2787.88193278776,3446.67510282738,135.876701397741,177.946829066584,1.58901830303671,13,9909.8775798571,8241.52205036374,7915.09759466239,7493.7023729343,1621.41895228231,3068.12237662707,1.19855198928825,13,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",25,22023.6290899121,14585.5897553201,21649.2212760407,23782.546401031,25176.1440372544,32229.2298382655,0.849805295231515,17,9006.00320432146,6004.33151169762,7155.64753318031,10283.2738273124,1543.90706603645,73.3410105224893,1.1109078495348,20,6426.57016182636,3931.15876429508,5920.99740186139,6158.70420839315,3101.29736197497,3921.07659830791,2.4480231939075,45,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",260,38695.6212881261,29964.29825787,29641.6596000091,23314.6980021957,6865.82093693777,5738.40991313849,0.985219683198475,138,20482.473018713,14046.4630242712,17452.2494447507,17722.786192108,8796.05920026128,6538.7254125505,0.91381744317249,189,17884.5419505164,17094.2600660302,11097.5230172227,12133.1549333295,3626.43915307426,6620.06578898519,1.24409012261607,193,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",84,38535.1062661013,16139.9785235548,39391.1373451382,44197.8852318289,-20454.2635591649,-10594.4961548491,0.454843648094007,1181,24950.0405270413,19326.2113609205,20492.8179308923,22850.4289998483,-3800.28421362379,-3480.6677088067,1.60714285714286,73,17605.6236686654,10156.2224235209,14871.4655248589,16687.4916618395,3867.99897479027,3704.12012084092,1.03877516758307,353,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",203,37123.3817814213,45372.7471499126,25332.819767875,35571.1921572269,10749.9785065753,10750.4396534226,24.3829535566382,141,11734.4892443717,12170.5824002122,7073.58051330623,9563.72296253823,1919.90363350368,746.779538517702,2.45115105026552,201,13026.9509911845,12201.2148317248,7355.41928182325,7375.05994753142,1366.5980848402,1943.32247643265,0.903524570296603,163,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",90,21904.2910638247,18961.4734486525,14686.2995330398,18183.2572999491,3250.09170675088,5835.37752481162,1.5742825313537,32,10945.3488680907,7728.74403523078,9318.45567394506,12559.13353043,13215.0608436497,11318.7894980458,2.0775363551578,72,10527.2357376323,9104.63888693172,10147.22839112,10528.2418980291,3555.80996125169,2075.50312513406,2.03351798754779,128,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",18,16369.2816391855,13228.4122180665,17079.7134725485,23594.4984161952,-3193.74828063418,-7498.72794164877,0.357715673660016,75,2286.4820741983,1723.22440766883,2148.19497761774,1950.66308770322,3.16491928686186,230.435749403735,1.2,16,1559.03261969182,1565.90902496707,1244.05233094783,523.635882409572,-120.750929935477,-398.4322168094,0.250305081440381,100,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",52,44166.1411345176,33034.2290906705,29922.4807926357,39362.1261683625,11198.7403782945,10589.502365062,0.553620787457585,13,24064.6581842415,24658.0086276534,9007.91625194776,9982.051409437,1691.39303935149,1531.10357630174,1.17489248267163,18,26728.6213656175,26764.7632359645,13065.1747909033,15726.33536684,-1971.18936282418,-2231.61045776154,0.329684901026388,38,"2013","Europe and Central Asia","Croatia","High income"
"Czech","Czech2013",29,40059.96865317,31650.9092248295,30107.2661843856,32476.77641639,2100.40936332557,4102.15284128396,0.722326470113165,6,22529.8516551964,17738.3301300467,21548.998363091,12421.3838920132,4072.65222899811,-716.147634143777,0.932585894125832,11,32589.4474434557,40619.4407953137,22539.3886864673,45743.9907087827,-6330.87320316438,-5071.91682260819,0.487259554259027,68,"2013","Europe and Central Asia","Czech Republic","High income"
"Djibouti","Djibouti2013",4,91806.1107811013,72332.4818067442,92215.4490169465,190192.096417835,-29837.0220064007,-27107.7003453714,0.888037587412587,1,20583.1896563961,20583.1896563961,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,57,"2013","Middle East and North Africa","Djibouti","Lower middle income"
"Dominica","Dominica2010",5,41509.4151390448,34638.4479717813,33715.7448232318,21981.721981722,-14119.7361780859,-16260.2285221454,0.287581699346405,14,11312.996971179,10806.3973063973,2456.93934901201,3015.87301587302,-303.60019816841,-303.60019816841,0.466666666666667,2,38403.0784030784,38403.0784030784,14353.00921889,20298.2202982203,2255.35781091337,2255.35781091337,1.28571428571429,7,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",46,18071.5583130059,14164.9044868558,13061.2831353538,21966.0879432099,-4604.49936990932,-5444.25845904971,0.289538471775472,27,9177.00573189442,6747.32436663762,9585.78837980035,9356.46872131382,2069.81031101876,2875.88472192282,0.451231433695104,20,8850.59950531365,7760.20171272504,4620.78890650969,4419.44705325927,12.6702458680478,-475.727165266177,0.846978623042929,29,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",24,25043.3199045604,11142.3295816991,33995.1454156413,29422.9425324207,-1571.39370640275,-676.55865669155,3.78366359376506,86,1343.57227995539,674.876724769278,1770.36457781292,1448.55464831192,-61.3613136776226,-66.2442471731346,0.171710911936975,46,2503.16913430828,489.56248965613,4972.72919422231,1532.86753132951,37.4893433532182,103.932469144053,1.30612422416605,85,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",52,21695.6920195147,18305.5407774752,15484.8009945046,18517.1488469602,8301.47203453068,6235.60145175847,0.252676271108355,19,21762.7463760678,20697.4605320276,14557.2773553609,15479.4871794872,-2441.95164676191,7710.82637014531,1,19,11496.3471017378,7951.87413657391,8919.48326332359,10039.7823232323,3386.20884695304,10980.4400021713,1.82328156461655,36,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",229,14173.5596470256,10563.0771432732,14985.9775754657,15458.7836543412,221.545715292529,-2988.15914994757,1.39639076570565,608,7261.45976517025,4989.80004906525,7150.945918053,7643.3168878936,-347.734495947595,-353.774190475361,0.75,512,7081.95185887009,4356.42413087173,7683.68786431708,6530.91467105647,137.609583437915,1666.08946848732,1.26666666666667,673,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",57,13197.9056397072,12416.1335285224,11647.8784440473,12548.5555555556,6105.68718039657,2938.14584400662,0.788018840609748,14,5617.09371821113,6739.73977768931,4382.64256735125,8278.38709677419,738.596003969309,945.243510996615,1.33333333333333,21,8211.93380842505,8132.338222189,4707.25121087492,8530.28571428571,2907.84719447714,4368.70491126649,0.670981891679627,53,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Estonia","Estonia2013",29,39386.7152540804,37755.5259076892,25178.2788757901,28633.4202590367,-3184.23711090277,-1763.72497999365,1.62336243243039,5,20716.8751484776,17942.1649572922,9010.59314419784,10822.7851720616,2913.94702961693,7933.81692475063,0.972063975392371,16,24505.9521878928,23283.6000216731,15756.5303158493,20670.9649360764,2126.43221319884,-405.258855093118,1.79581060223135,33,"2013","Europe and Central Asia","Estonia","High income"
"Ethiopia","Ethiopia2011",35,6710.64009535015,3102.20394301674,13274.7634534825,9587.10447775666,-1612.26362891632,-1658.25931044609,1.84516657564173,47,8021.3256770282,10414.6105595288,10488.1531775964,10780.0902376059,-4919.26568493362,-7367.10100618854,0.22238695329874,26,2110.68050098536,1712.84635408191,4423.80002161756,3396.06253263943,950.869134201317,1066.57780036403,0.413819286256644,213,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",35,12275.6761323192,11171.2009278834,9242.00078274141,9245.6679800814,-3631.22683643252,-2520.63312811603,0.481604124772483,33,10833.0068639429,10056.7730594734,7069.80525617968,10513.2399421348,-578.74457193656,-542.498776232766,0.847910965562935,32,11059.6415416739,8133.33552787077,9044.95695139817,15457.8222495026,-3700.82569086948,-1811.29867358464,0.420338065835973,25,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",25,9887.48800070067,5846.63393026437,8109.52122885162,11330.5988728629,3393.50776668328,7563.43370772859,0.109457802372668,17,1839.51509383466,1429.81954541411,1667.52182801978,2099.14472973039,414.193948729672,838.52314026372,0.819952643050604,13,2607.2455163111,2972.78799435917,1052.78215591418,1702.12667827037,-69.3324234433885,95.4821159176314,1.08751542793087,56,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",53,13407.4503713475,8377.99715337378,15290.8679152087,14770.838128038,9548.29110936447,8197.81580427268,0.781592322253002,48,7481.62332642925,3387.1506486403,10361.5681230498,11853.8067095219,7097.61621985334,9665.87907913306,0.851114997634059,73,4018.34808990046,2754.38105079198,3707.89872951462,4787.1617633294,-212.58752077722,-229.177697023007,0.291772440953186,203,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Grenada","Grenada2010",13,22501.8934255691,15718.0619029793,24432.5710089535,21728.3950617284,9460.15125935082,9383.89161398113,0.275097488678466,2,1436.54389360297,1436.54389360297,5440.73448207906,7694.36049382716,2548.54552716847,2357.94918359219,1,5,8326.88154875591,7333.33333333333,3903.590104911,5912.85714285714,859.808024093368,855.5581332248,1.4,5,"2010","Latin America and Caribbean","Grenada","Upper middle income"
"Guatemala","Guatemala2010",106,14515.4567610294,11342.8509222873,14841.9681522957,22582.82773203,5416.66160879367,4393.25749701932,2.46591193272474,50,4690.70244774422,3445.73370356065,4557.77094771987,2678.06095055221,544.904390416015,602.677183931144,0.963171150414728,58,5528.38938974553,4888.48788701083,3992.59684969413,4080.10462466484,668.381559977593,468.980226932273,1.07186313065356,142,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",35,17108.392980722,12450.688842507,14015.8020127606,12383.6284660016,3891.8888236999,4590.8974769887,2.19486339034937,12,10214.7263809519,6996.21103358926,10647.7564426135,11459.3248852406,-553.841752473525,-515.92411425199,0.645553827887455,6,9651.8353507739,3533.25110346856,11932.1680316764,10794.333639781,-4395.79411451043,-4380.99870748152,0.554889191880738,19,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",35,9397.73122042359,3772.33085535792,13422.7025730967,16706.2712907932,-1302.5182838822,2673.11128202405,1.03942600504934,30,7268.18513075488,1067.64953833605,13934.7639653949,19761.7371699541,2800.66479112117,1194.28368204992,0.820978737295452,25,4223.30634308547,3339.69409853792,9571.08551661621,12289.6219847281,1509.66484166265,-4537.44976425919,2.03385620884472,100,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"Hungary","Hungary2013",11,143835.20228075,44592.4548788435,201479.741531697,283330.160508401,-99507.0096971313,-63662.9492967993,0.535838714961684,6,8062.05972813545,6300.61228558288,4387.04527513479,967.58553863436,-2185.74999269848,-3719.63786170612,0.0427734893848426,10,114418.862468332,74251.9597260359,100072.830936152,142293.215278954,-17362.0000123958,-3794.62120069929,1.08576069184629,71,"2013","Europe and Central Asia","Hungary","High income"
"India","India2014",337,13893.2598474229,9970.55091378957,13414.0860669226,11751.2093010702,-1322.9303469213,-1237.24454902048,1.4,1405,8015.98211682316,5595.81395289059,7694.74196951285,7725.95379762422,676.418722714616,739.993450973487,1,3154,9252.30314571107,5823.76086769687,9444.43645299684,9379.650054369,62.2929543942831,670.346831343251,0.966666666666667,2267,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",83,4663.58156931521,1928.7941862394,6412.11879442903,4335.50381820485,-1024.00945533545,160.335618091554,4.69004873650823,506,1342.52248339566,1102.49537200315,1231.93700899746,1363.97747341653,148.815129513042,342.389079336123,1,49,3234.53049052645,2388.14689389246,2683.62960000412,2700.78822092588,2206.09439262353,2479.68353446987,0.429933570953872,549,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",75,13155.6675028841,11842.2284315627,8414.22206510253,8786.85999145314,-1046.57442573853,-939.287670689578,1.65305315466985,2,21620.2140059206,21620.2140059206,14441.0259033182,20422.6946870537,-2895.25569025751,-3107.80136542122,0.664177983345635,366,19536.6844061359,13329.358905137,18640.6933890652,18955.9002863513,-3705.1022541558,-4430.45728667248,0.668802613605161,32,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",43,70422.122869006,60691.1890403722,28204.3931642472,27499.8917479192,-1025.86733417843,-1296.07808992655,0.5032002176866,33,98315.086566009,71757.4169186841,73682.5367050326,62702.571278347,-2829.41496324155,-5955.4790424445,3,51,95890.9412869086,87938.3467632031,59812.5471816151,96937.9990655063,-8564.9932567055,13432.2686498934,1.00602857672301,74,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",32,23101.5801864047,16360.6298041042,17857.9467834523,19339.9561280616,12405.7623890111,13014.6643231681,0.588235294117647,20,12282.4313928218,10058.333727499,5717.1324870462,9293.90272932669,2551.49981757763,1053.55533825413,0.933624026452458,30,9444.0359062646,9462.98746621401,3843.67998755099,4629.69625043966,1096.27269261362,761.976555891626,1.06348438307765,39,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",126,28787.1440707924,20266.7883781616,26386.4483368034,36947.4917203149,-4970.09126290047,-10432.6839185877,0.221784351383034,71,11128.3785329796,9805.25428694237,9857.69144611121,8336.28618916129,7417.37613524421,4289.18744997533,1.66666666666667,34,56471.726319989,38494.6690976806,65027.5137849024,71103.5737323091,6564.22889939562,-8141.72182972612,1.0959257535826,104,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kazakhstan","Kazakhstan2013",18,13617.9521058155,12054.5569046608,8499.69320565258,16614.8105583485,1991.17236957407,2305.56824241942,1.16244792027642,21,10901.3994370696,10086.4001526236,6157.42518684991,7554.46554638059,628.283872210516,2884.72306785421,1.8443917498267,28,13920.8750848185,8791.81169127225,12795.3786164606,14948.7242406947,159.470377979595,1488.0475454587,0.54220927073053,135,"2013","Europe and Central Asia","Kazakhstan","Upper middle income"
"Kenya","Kenya2013",97,45012.2675213506,19137.2358331932,57578.3628642184,64863.0838063168,2026.40229558415,7038.54418906719,0.558828931755444,104,25289.6063216675,14966.6880391126,28247.9196429375,35445.3511926053,45998.0133664939,22745.8355005381,0.26622028836953,57,24807.6327968269,10094.9947958431,49932.785606881,29787.6523284988,6025.9144374085,12661.4949818002,0.974099314771961,156,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Kosovo","Kosovo2013",23,29354.115248075,25834.0339563432,24578.777615111,33704.7855733464,-5005.12272824757,-3142.59484574351,1.43882403397481,9,50962.9697759151,30581.4161073936,46657.3712538645,63071.352134582,-12242.7301077551,-14491.0183950312,0.614436275863032,7,6874.47924937522,6772.37981863476,3435.30791252227,1970.23951886046,-339.67386393452,-947.404932317361,0.913902228648249,34,"2013","Europe and Central Asia","Kosovo","Lower middle income"
"Kyrgyzstan","Kyrgyzstan2013",8,4403.82348400263,3941.40604170057,2257.91744357876,1644.72678112459,-1029.67269148863,-1046.09887271624,0.600649993136111,12,2585.8107384964,2424.99203829473,1305.35604304796,2020.54278605497,329.049648065547,403.512396170273,0.55785938136942,15,5529.57636668599,4388.64909693872,3161.87033089981,3847.77752228005,-1005.68050860179,-966.892607809819,1.8534398385544,69,"2013","Europe and Central Asia","Kyrgyz Republic","Lower middle income"
"Laos","Laos2012",22,1492.63584769787,1970.42137690304,5827.66644921648,2898.89964449388,-417.469067250634,-984.13112542047,0.225479325576807,20,759.966036535613,1510.5655358907,4216.63012100843,3498.57469694949,19.7195395447185,-442.739936008478,0.961694830051223,22,4310.90234189836,2698.16588678047,7486.38809966551,7153.83342622503,-44.9839025573291,-186.876903572854,0.677389521341628,32,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",10,14089.3042627298,12439.9641421006,7380.12862519758,7696.1591537194,4911.63175440503,9632.3455140027,0.578330933975162,4,13139.6887539505,13643.5153858267,2964.21249667668,2209.99550540954,1744.90261543441,1880.74404130301,1.43067469982695,9,17104.0786384547,21122.5554946965,11834.9726667134,21934.7291765321,-2965.07036547872,-4039.75906567127,2.75110330480481,95,"2013","Europe and Central Asia","Latvia","High income"
"Lebanon","Lebanon2013",72,28235.26289181,19181.8710326296,18560.6267287582,19246.5608047138,2467.25815694612,-1440.95962243393,1.25,41,25964.3837489737,19214.8314659748,20575.3050257359,20761.0893479971,7916.64253480268,2253.52220301487,2.700038977683,24,21170.3614936681,20964.8111879033,9834.88571830384,17272.8759394011,1047.328175215,1061.36847210169,0.607509268213007,102,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Lithuania","Lithuania2013",19,41364.7091200478,33689.2245787917,38186.2504395237,63286.0017708217,-2410.69980295252,3661.66776708437,0.329573058294484,16,16489.8220664624,14477.8204425771,16726.9935623198,25257.1423893739,2329.87735119995,5380.41666975152,3.34597298038108,1,8319.19666852116,8319.19666852116,NA,0,0,0,1,71,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",56,5661.40269084788,2209.38690691503,7824.20031657365,7944.18499370473,-1032.60811338742,-719.299760340221,0.945256884296087,3,196.811689688155,231.748782598297,63.7193215806861,104.19887319267,-19.3763405415957,-26.4915421512475,0.72583981611401,118,1301.76017724821,813.693392781262,1966.27202572563,1638.6058782054,-293.183560656174,-415.480425845814,0.241350222881727,88,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Malawi","Malawi2014",3,14566.1119063848,15104.2126942482,10813.0175049341,11878.0742352828,132.256320809771,1987.93675969234,4.3334124614314,28,8996.0233469327,2993.7720830976,11163.8959283323,15713.5084180606,408.055664165109,1087.99157583131,0.358812310398483,6,25030.0129577087,2541.10241564956,30074.198364016,46589.8264786151,-2363.52547967024,-1560.52864747599,1.31745986768446,160,"2014","Sub-Saharan Africa","Malawi","Low income"
"Mali","Mali2010",3,2148.97121307434,1855.59472427664,1457.10406683443,621.865499667349,2303.94969555248,1725.10525149491,0.983090889394702,4,1704.86724693867,1679.79112206178,192.873345021597,97.9486293980692,57.0045114014031,93.773177997439,1.21107996308561,4,8571.65365167272,4958.93919700789,10056.1165725615,11909.1414626698,-3859.26019159355,-5681.54430617276,0.734143331286058,151,"2010","Sub-Saharan Africa","Mali","Low income"
