"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Guatemala","Guatemala2010",4,0.212552489117498,0.199468826520345,0.0644848120652095,0.128,-0.0608461275302472,-0.0482604267701261,0.986687249039213,1,0.117647058823529,0.117647058823529,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",38,0.0957732794175885,0.0785374266937074,0.0747843058645654,0.116666666666667,-0.00990411634032683,0.00288001517900583,0.246561194024731,31,0.117374409349661,0.114347268419968,0.0809420650087711,0.1515,-0.0171570359033417,0.008147543357447,1.23825653002002,22,0.10021561066225,0.0540279279398926,0.0944275686051194,0.151128205128205,0.0215733397599209,0.018359560674297,0.475410228144414,0,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",6,0.424489676299709,0.314676019002531,0.371252559614051,0.784,-0.173355380870341,-0.120979956427015,NA,7,0.309750449875747,0.287012007550758,0.200160414742813,0.367763157894737,-0.0536505724524315,-0.113737885903963,1.00993116450085,NA,NA,NA,NA,NA,NA,NA,NA,0,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",3,0.0875923566878981,0.0055,0.144793978776434,0.252277070063694,-0.0147486543464609,-0.0147486543464609,1.28205128205128,3,0.285368084479857,0.309387965903222,0.130426169481216,0.0711111111111111,0.00934923765313069,0.0145665808410906,0.950971541992955,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",3,0.413510206761159,0.41746362851746,0.196597736204977,0.255555555555556,0.0359046028912967,0.00103703703703704,0.75,NA,NA,NA,NA,NA,NA,NA,NA,3,0.102308394386786,0.102802216343994,0.0836012230574021,0.118487394957983,0.0388732656623888,0.0351197082606628,0.785926370993282,0,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",13,0.48273631326003,0.500481349667175,0.22716931078144,0.343416666666667,-0.139321458828491,-0.0398674687613219,0.854213530970283,8,0.334294272680835,0.341507371305903,0.0803834249920731,0.061939393939394,-0.0359096137203278,-0.0269746975024625,0.74782631632161,3,0.232887364434533,0.232431553925497,0.017996749688219,0,-0.000762988960335747,0.0192485399301759,1.28450710876889,2,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",4,0.170782923104609,0.167632802251183,0.131232597916398,0.135953288094401,-0.0926213080581115,-0.0835597262197585,0.997825111461931,2,0.225128205128205,0.225128205128205,0.261810818470096,0.37025641025641,0.0462820512820513,0.0462820512820513,0.8,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",7,0.26420872650801,0.272477191999649,0.102156715119488,0.0685185185185185,0.0582376785799963,0.0610827207781858,0.179346180375914,1,0.15,0.15,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",2,0.000148337172070201,0.000148337172070201,0.000264114364221053,0.00037351411589896,-2.86835126096368e-05,-3.11261763249133e-05,1.24273548793119,5,0.0928770159636506,0.128085486952831,0.104213572599082,0.178531428571429,-0.00565994907878588,-0.00810231440869031,1.24903707665782,5,0.310078726544277,0.259749360789059,0.270598870680272,0.411764705882353,-0.0453281374904776,-0.0453912676559986,1.22003966520561,0,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",9,0.11696796314383,0.132896208222462,0.0968521936011036,0.188888888888889,-0.0590240090406829,-0.0448095032477309,1.75483063087919,3,0.131979410504489,0.156694508886659,0.0868209919677517,0.167272727272727,0.0181370809184129,0.0205749805749806,0.428571428571429,1,0.15,0.15,NA,0,0,0,1,1,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",10,0.229031108114743,0.262020260984021,0.0975629355424612,0.0650798138072751,-0.0316428432390311,-0.012597820089651,1.03014639126865,4,0.494636252566361,0.585854763530782,0.231247799676246,0.40234,-0.0882238110368376,-0.251821883566746,0.666666666666667,3,0.21769005260419,0.208333333333333,0.132285952256073,0.195597165991903,0.00506980021281223,-0.00507523979510398,0.766076045212013,0,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",4,0.305542726501428,0.285934018682505,0.177326947656582,0.352459016393443,-0.0603474962873585,-0.0711436202798402,0.916223171083364,1,0.15,0.15,NA,0,0,0,1,1,0.135,0.135,NA,0,0,0,1,0,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Senegal","Senegal2014",2,0.427731702699594,0.427731702699594,0.0353553390593274,0.05,-0.00277834404573856,-0.00277777777777778,1.11134148650203,2,0.306075448561461,0.306075448561461,0.0707106781186547,0.1,0.00961860630768698,0.01,0.853584828538203,1,0.5,0.5,NA,0,0,0,1,0,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Tunisia","Tunisia2013",9,0.260855200868718,0.245776068818804,0.18583774075801,0.297142857142857,-0.0166395526634837,-0.000879215139295435,1.18554936273373,3,0.333797111803022,0.254802280399375,0.316530016324909,0.179199011997177,0.0277651600008968,-0.0286144213098385,0.75095884335072,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Uganda","Uganda2013",2,0.0691800327301215,0.0691800327301215,0.0590567885206262,0.0835189112760693,0.0124123374227842,0.0126732676314434,0.780671186076011,2,0.345,0.345,0.134350288425444,0.19,-0.00863636363636363,-0.00863636363636363,1.1,1,0.008,0.008,NA,0,0,0,1,0,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",1,0.109253731343284,0.109253731343284,NA,0,0,0,1,4,0.390516336241778,0.350796037681456,0.207515951799367,0.3,-0.0265578185683403,-0.000495924632158351,1.4310349256078,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Vietnam","Vietnam2009",3,0.223032179816705,0.210715997033335,0.121179932142544,0.170298573975045,0.0115952219364405,0.0122920380273321,1,5,0.388246083110771,0.265134373111798,0.227709266582282,0.393052475979305,-0.157254234482419,-0.138078213264577,5.14513960493729,NA,NA,NA,NA,NA,NA,NA,NA,0,"2009","East Asia and Pacific","Vietnam","Lower middle income"
