"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","outliersOut","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Guyana","Guyana2010",3,0.536459970537454,0.478869689663256,0.242740231353687,0.474554095891141,-0.0247801400691194,-0.0223505186736385,1.01973002411125,0,6,0.30682545484338,0.295470962234889,0.181064835569389,0.195762597113151,-0.0299980387871797,-0.0296171897565172,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",1,0.0186925356405904,0.0186925356405904,NA,0,0,0,1,11,1,0.025,0.025,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",129,0.546528947054754,0.583309225149914,0.174683124687837,0.230236363636364,0.0177295265101144,0.0140196328940002,2.14907847862372,0,10,0.55054173518385,0.570439239574088,0.203402131888845,0.247947454844006,0.14566427002105,0.0769902908431278,0.295404862627228,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",21,0.367522721313072,0.254869705280407,0.309094376485673,0.333333333333333,0.195616323724348,0.160481502187924,0.153288202419493,2,7,0.405004543507744,0.406773008407125,0.122656396952434,0.214285714285714,0.0173952544726782,0.0397920877823988,1.01998014770408,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",8,0.181500474127218,0.137428703458858,0.195735685259701,0.166335650446872,-0.0104080493205379,-0.0159731822253572,0.744753920495773,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Jordan","Jordan2013",1,0.285714285714286,0.285714285714286,NA,0,0,0,1,3,2,0.609650134563629,0.609650134563629,0.036048581001667,0,-0.00916337604535527,-0.0118125298900047,1.27094474153298,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Laos","Laos2012",4,5.25282362488499,0.340102566064503,9.69766115176887,18.7028971962617,-2.82314933028215,-2.77527228460406,2.30612614034612,2,7,0.248452088972549,0.298735554494382,0.159218232842383,0.115918367346939,-0.109245589026991,-0.119239786343244,1.58764769115591,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","Lao PDR","Lower middle income"
"Latvia","Latvia2013",NA,NA,NA,NA,NA,NA,NA,NA,0,5,0.566407738100432,0.548596140844925,0.313096787404196,0.369565217391304,0.0699252283225126,0.0244106057570293,0.593983636556831,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Latvia","High income"
"Lithuania","Lithuania2013",3,0.18525072801268,0.2,0.0279878671331605,0.05,0.0005903295514489,0.000666666666666666,0.950618984908102,0,11,0.386560779469631,0.420419020930638,0.224298426205795,0.156185227272727,0.0787648689305255,0.152623284444003,1.30178940009566,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Lithuania","High income"
"Madagascar","Madagascar2013",20,0.349520818881078,0.320853121460593,0.171898111105175,0.24,-0.0603083822783713,-0.0535380847772829,1.07883287732421,5,3,0.311146392385715,0.2,0.373266465797654,0.645989495798319,0.1388490413282,0.15306968473664,0.609918357199505,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mexico","Mexico2010",6,0.43818941821712,0.45200132441725,0.132039879977886,0.2,-0.0632096107374406,-0.0257704771710107,1.29923416561776,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",4,0.520845079654382,0.542021814949259,0.0643433313374605,0.0725583374707427,-0.0106431354301644,-0.016542113316912,0.918672092612923,1,2,0.35,0.35,0.14142135623731,0.2,0.0714285714285714,0.0714285714285714,0.583333333333333,NA,NA,NA,NA,NA,NA,NA,NA,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Myanmar","Myanmar2014",8,0.259279229235454,0.198065643880617,0.249818829625275,0.373333333333333,-0.015221795074106,-0.042008547008547,2.60361360110219,0,1,0.745098039215686,0.745098039215686,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",9,0.497086243370673,0.46300271414419,0.108757847030335,0.183333333333333,0.0150486333907844,0.00345285256151132,1,3,1,0.25,0.25,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",14,0.365184506559836,0.514580490724823,0.246433726288557,0.373873873873873,0.0211799277787468,0.00648624835442914,0.998551570109249,3,9,0.247211610473188,0.256725975661659,0.140067843010824,0.181443298969072,0.00854366086055244,0.0665569233732862,1.19768168509235,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Paraguay","Paraguay2010",2,0.4,0.4,0.0942809041582063,0.133333333333333,-0.0333333333333333,-0.0333333333333333,2,2,2,0.16498462647031,0.16498462647031,0.019455679719015,0.0275144861238182,-0.00104206806091372,-0.0010582494663007,1.0909543519616,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Philippines","Philippines2009",5,0.301085368714478,0.338911741100578,0.252916291844812,0.491283622669401,-0.0719555095831485,0.0099446011116422,1.62729053975312,0,3,0.760514732649153,0.943775122428056,0.780875126312321,1.15833333333333,0.299995184971515,0.250732019330943,0.764548725899781,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Romania","Romania2013",3,0.709649454997189,0.773056994818653,0.164805061534386,0.310775296493752,-0.054307396853737,-0.054307396853737,3,1,6,0.442291557333678,0.536278754147084,0.267610869936926,0.549149375,0.180816380259315,0.201485935814812,0.0729189214998049,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Romania","Upper middle income"
"Russia","Russia2012",39,0.42319362235618,0.448471805926723,0.179669754189189,0.251379310344827,0.0278787731862958,0.0428631037124265,1.25215988741965,1,6,0.262297873654729,0.330847983214166,0.148328695967844,0.29464418678864,-0.142364013135159,-0.110319315930195,1.78585719786774,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",17,0.341779341217849,0.363386599134279,0.180201243786467,0.269230769230769,0.0452297533531901,0.0308492006803256,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Slovakia","Slovakia2013",3,0.00613535825082847,0.0081543885413933,0.00481662285370415,0.00890096767551987,0.000486144703341043,0.000428430901562464,0.716573861010939,1,3,0.108401538262219,0.0257461741613008,0.183639876308942,0.345555555555556,0.102600061188161,0.109300872272504,0.334857887927428,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Slovak Republic","High income"
"SriLanka","SriLanka2011",17,0.486616056027364,0.4,0.219494747028183,0.266666666666667,-0.0260464740117602,-0.0359762822656859,1,3,1,0.2,0.2,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Suriname","Suriname2010",5,0.452500789984385,0.447559415600935,0.0474830888993518,0.0448717948717949,-0.0122625252044214,-0.0119928528614554,1.60446442329245,0,4,0.483571428571429,0.481428571428571,0.0767848837164382,0.100714285714286,0.0102380952380952,0.0102380952380952,0.6875,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Suriname","Upper middle income"
"Sweden","Sweden2014",2,0.43739225,0.43739225,0.159251407278319,0.2252155,0.0450431,0.0450431,0.714285714285714,0,11,0.719670855329456,0.753706311083686,0.312153602197425,0.510952380952381,-0.065790220840015,0.0296922692730561,0.968257292615444,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Europe and Central Asia","Sweden","High income"
"Tanzania","Tanzania2013",5,0.328295749310766,0.322014638597801,0.126267611516193,0.22974358974359,0.00477818112902347,-0.00353708446941528,2.5,1,2,0.274130753884774,0.274130753884774,0.159099025766973,0.225,0.06357591798461,0.0590625,0.538323618445211,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Tanzania","Low income"
"Vietnam","Vietnam2009",15,0.538368427537834,0.530623924168614,0.165127811479735,0.33593125186219,-0.0879607548670312,0.00116417555870908,0.12609163513373,1,17,0.653912316536586,0.718746874086996,0.170539119288305,0.285714285714286,-0.135533688439103,-0.0603074948767505,1.13584689485918,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,0.325604347945765,0.383090957522583,0.12511481147586,0.25,0.00739732628531615,-0.0764492753623188,0.883806119578928,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Zambia","Zambia2013",13,0.268816117999941,0.296963165264752,0.149992332574679,0.240335135921624,-0.0202191836263859,-0.00800078890824463,1.5,0,1,0.111111111111111,0.111111111111111,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
